Category,SubCategory,Month,Value Column Name,Value
"Computers","Printers, Scanners & Fax","Jul","YoY Margin %","-1.3475083730843398"
"Computers","Printers, Scanners & Fax","Jul","Margin %","6.106216784962728"
"Computers","Printers, Scanners & Fax","Jul","Revenue","28037"
"Computers","Printers, Scanners & Fax","Jul","Total Customers","50"
"Computers","Printers, Scanners & Fax","Aug","","39234"
"Computers","Printers, Scanners & Fax","Aug","Margin","-5136"
"Computers","Printers, Scanners & Fax","Aug","Sales","39234"
"Computers","Printers, Scanners & Fax","Aug","YoY Sales %","-0.026620686233160492"
"Computers","Printers, Scanners & Fax","Aug","YoY Sales","-1073"
"Computers","Printers, Scanners & Fax","Aug","YoY Margin","367"
"Computers","Printers, Scanners & Fax","Aug","YoY Margin %","-0.06669089587497729"
"Computers","Printers, Scanners & Fax","Aug","Margin %","-13.09068664933476"
"Computers","Printers, Scanners & Fax","Aug","Revenue","39234"
"Computers","Printers, Scanners & Fax","Aug","Total Customers","79"
"Computers","Printers, Scanners & Fax","Sep","","42518"
"Computers","Printers, Scanners & Fax","Sep","Margin","-1994.5"
"Computers","Printers, Scanners & Fax","Sep","Sales","42518"
"Computers","Printers, Scanners & Fax","Sep","YoY Sales %","-0.25895844952593416"
"Computers","Printers, Scanners & Fax","Sep","YoY Sales","-14858"
"Computers","Printers, Scanners & Fax","Sep","YoY Margin","-1920.5"
"Computers","Printers, Scanners & Fax","Sep","YoY Margin %","25.9527027027027"
"Computers","Printers, Scanners & Fax","Sep","Margin %","-4.690954419304765"
"Computers","Printers, Scanners & Fax","Sep","Revenue","42518"
"Computers","Printers, Scanners & Fax","Sep","Total Customers","82"
"Computers","Printers, Scanners & Fax","Oct","","46353"
"Computers","Printers, Scanners & Fax","Oct","Margin","-3402"
"Computers","Printers, Scanners & Fax","Oct","Sales","46353"
"Computers","Printers, Scanners & Fax","Oct","YoY Sales %","-0.2624468948398492"
"Computers","Printers, Scanners & Fax","Oct","YoY Sales","-16494"
"Computers","Printers, Scanners & Fax","Oct","YoY Margin","-1734"
"Computers","Printers, Scanners & Fax","Oct","YoY Margin %","1.039568345323741"
"Computers","Printers, Scanners & Fax","Oct","Margin %","-7.339330787651285"
"Computers","Printers, Scanners & Fax","Oct","Revenue","46353"
"Computers","Printers, Scanners & Fax","Oct","Total Customers","88"
"Computers","Printers, Scanners & Fax","Nov","","43906"
"Computers","Printers, Scanners & Fax","Nov","Margin","-1326.5"
"Computers","Printers, Scanners & Fax","Nov","Sales","43906"
"Computers","Printers, Scanners & Fax","Nov","YoY Sales %","-0.1811790156841536"
"Computers","Printers, Scanners & Fax","Nov","YoY Sales","-9715"
"Computers","Printers, Scanners & Fax","Nov","YoY Margin","2142.5"
"Computers","Printers, Scanners & Fax","Nov","YoY Margin %","-0.6176131449985587"
"Computers","Printers, Scanners & Fax","Nov","Margin %","-3.0212271671297772"
"Computers","Printers, Scanners & Fax","Nov","Revenue","43906"
"Computers","Printers, Scanners & Fax","Nov","Total Customers","83"
"Computers","Printers, Scanners & Fax","Dec","","45463"
"Computers","Printers, Scanners & Fax","Dec","Margin","-1659.5"
"Computers","Printers, Scanners & Fax","Dec","Sales","45463"
"Computers","Printers, Scanners & Fax","Dec","YoY Sales %","-0.2339848357203033"
"Computers","Printers, Scanners & Fax","Dec","YoY Sales","-13887"
"Computers","Printers, Scanners & Fax","Dec","YoY Margin","160.5"
"Computers","Printers, Scanners & Fax","Dec","YoY Margin %","-0.08818681318681319"
"Computers","Printers, Scanners & Fax","Dec","Margin %","-3.650221058883048"
"Computers","Printers, Scanners & Fax","Dec","Revenue","45463"
"Computers","Printers, Scanners & Fax","Dec","Total Customers","87"
"Computers","Projectors & Screens","Jan","","220803"
"Computers","Projectors & Screens","Jan","Margin","29727"
"Computers","Projectors & Screens","Jan","Sales","220803"
"Computers","Projectors & Screens","Jan","YoY Sales %","0.8274309550017794"
"Computers","Projectors & Screens","Jan","YoY Sales","99976"
"Computers","Projectors & Screens","Jan","YoY Margin","5680"
"Computers","Projectors & Screens","Jan","YoY Margin %","0.23620410030357217"
"Computers","Projectors & Screens","Jan","Margin %","13.463132294398173"
"Computers","Projectors & Screens","Jan","Revenue","220803"
"Computers","Projectors & Screens","Jan","Total Customers","99"
"Computers","Projectors & Screens","Feb","","123131"
"Computers","Projectors & Screens","Feb","Margin","24941"
"Computers","Projectors & Screens","Feb","Sales","123131"
"Computers","Projectors & Screens","Feb","YoY Sales %","-0.13699475038022946"
"Computers","Projectors & Screens","Feb","YoY Sales","-19546"
"Computers","Projectors & Screens","Feb","YoY Margin","-17896"
"Computers","Projectors & Screens","Feb","YoY Margin %","-0.4177696850853234"
"Computers","Projectors & Screens","Feb","Margin %","20.25566266821515"
"Computers","Projectors & Screens","Feb","Revenue","123131"
"Computers","Projectors & Screens","Feb","Total Customers","60"
"Computers","Projectors & Screens","Mar","","126737"
"Computers","Projectors & Screens","Mar","Margin","30785"
"Computers","Projectors & Screens","Mar","Sales","126737"
"Computers","Projectors & Screens","Mar","YoY Sales %","-0.11909279840968645"
"Computers","Projectors & Screens","Mar","YoY Sales","-17134"
"Computers","Projectors & Screens","Mar","YoY Margin","-22312"
"Computers","Projectors & Screens","Mar","YoY Margin %","-0.420212064711754"
"Computers","Projectors & Screens","Mar","Margin %","24.29045977102188"
"Computers","Projectors & Screens","Mar","Revenue","126737"
"Computers","Projectors & Screens","Mar","Total Customers","55"
"Computers","Projectors & Screens","Apr","","64613"
"Computers","Projectors & Screens","Apr","Margin","15761"
"Computers","Projectors & Screens","Apr","Sales","64613"
"Computers","Projectors & Screens","Apr","YoY Sales %","-0.04135014836795252"
"Computers","Projectors & Screens","Apr","YoY Sales","-2787"
"Computers","Projectors & Screens","Apr","YoY Margin","9993"
"Computers","Projectors & Screens","Apr","YoY Margin %","1.7324895977808599"
"Computers","Projectors & Screens","Apr","Margin %","24.3929240245771"
"Computers","Projectors & Screens","Apr","Revenue","64613"
"Computers","Projectors & Screens","Apr","Total Customers","25"
"Computers","Projectors & Screens","May","","84210"
"Computers","Projectors & Screens","May","Margin","18570"
"Computers","Projectors & Screens","May","Sales","84210"
"Computers","Projectors & Screens","May","YoY Sales %","-0.2511338372610049"
"Computers","Projectors & Screens","May","YoY Sales","-28240"
"Computers","Projectors & Screens","May","YoY Margin","-9310"
"Computers","Projectors & Screens","May","YoY Margin %","-0.33393113342898134"
"Computers","Projectors & Screens","May","Margin %","22.05201282508016"
"Computers","Projectors & Screens","May","Revenue","84210"
"Computers","Projectors & Screens","May","Total Customers","30"
"Computers","Projectors & Screens","Jun","","118499"
"Computers","Projectors & Screens","Jun","Margin","39497"
"Computers","Projectors & Screens","Jun","Sales","118499"
"Computers","Projectors & Screens","Jun","YoY Sales %","0.40464901258860625"
"Computers","Projectors & Screens","Jun","YoY Sales","34137"
"Computers","Projectors & Screens","Jun","YoY Margin","19797"
"Computers","Projectors & Screens","Jun","YoY Margin %","1.0049238578680204"
"Computers","Projectors & Screens","Jun","Margin %","33.331082962725425"
"Computers","Projectors & Screens","Jun","Revenue","118499"
"Computers","Projectors & Screens","Jun","Total Customers","51"
"Computers","Projectors & Screens","Jul","","109630"
"Computers","Projectors & Screens","Jul","Margin","21574"
"Computers","Projectors & Screens","Jul","Sales","109630"
"Computers","Projectors & Screens","Jul","YoY Sales %","-0.31696831874396436"
"Computers","Projectors & Screens","Jul","YoY Sales","-50875"
"Computers","Projectors & Screens","Jul","YoY Margin","-27433"
"Computers","Projectors & Screens","Jul","YoY Margin %","-0.5597771746893301"
"Computers","Projectors & Screens","Jul","Margin %","19.678920003648635"
"Computers","Projectors & Screens","Jul","Revenue","109630"
"Computers","Projectors & Screens","Jul","Total Customers","47"
"Computers","Projectors & Screens","Aug","","193745"
"Computers","Projectors & Screens","Aug","Margin","54857"
"Computers","Projectors & Screens","Aug","Sales","193745"
"Computers","Projectors & Screens","Aug","YoY Sales %","0.13865168407256998"
"Computers","Projectors & Screens","Aug","YoY Sales","23592"
"Computers","Projectors & Screens","Aug","YoY Margin","45078"
"Computers","Projectors & Screens","Aug","YoY Margin %","4.609673790776153"
"Computers","Projectors & Screens","Aug","Margin %","28.31402100699373"
"Computers","Projectors & Screens","Aug","Revenue","193745"
"Computers","Projectors & Screens","Aug","Total Customers","75"
"Computers","Projectors & Screens","Sep","","219231"
"Computers","Projectors & Screens","Sep","Margin","45153"
"Computers","Projectors & Screens","Sep","Sales","219231"
"Computers","Projectors & Screens","Sep","YoY Sales %","-0.14768075204982564"
"Computers","Projectors & Screens","Sep","YoY Sales","-37986"
"Computers","Projectors & Screens","Sep","YoY Margin","-16194"
"Computers","Projectors & Screens","Sep","YoY Margin %","-0.2639737884493129"
"Computers","Projectors & Screens","Sep","Margin %","20.596083583069912"
"Computers","Projectors & Screens","Sep","Revenue","219231"
"Computers","Projectors & Screens","Sep","Total Customers","96"
"Computers","Projectors & Screens","Oct","","243893"
"Computers","Projectors & Screens","Oct","Margin","60017"
"Computers","Projectors & Screens","Oct","Sales","243893"
"Computers","Projectors & Screens","Oct","YoY Sales %","-0.41449285800024005"
"Computers","Projectors & Screens","Oct","YoY Sales","-172657"
"Computers","Projectors & Screens","Oct","YoY Margin","-67627"
"Computers","Projectors & Screens","Oct","YoY Margin %","-0.5298094700886842"
"Computers","Projectors & Screens","Oct","Margin %","24.60792232659404"
"Computers","Projectors & Screens","Oct","Revenue","243893"
"Computers","Projectors & Screens","Oct","Total Customers","81"
"Computers","Projectors & Screens","Nov","","230390"
"Computers","Projectors & Screens","Nov","Margin","56774"
"Computers","Projectors & Screens","Nov","Sales","230390"
"Computers","Projectors & Screens","Nov","YoY Sales %","-0.061115707026044575"
"Computers","Projectors & Screens","Nov","YoY Sales","-14997"
"Computers","Projectors & Screens","Nov","YoY Margin","1989"
"Computers","Projectors & Screens","Nov","YoY Margin %","0.03630555809071826"
"Computers","Projectors & Screens","Nov","Margin %","24.642562611224445"
"Computers","Projectors & Screens","Nov","Revenue","230390"
"Computers","Projectors & Screens","Nov","Total Customers","96"
"Computers","Projectors & Screens","Dec","","254210"
"Computers","Projectors & Screens","Dec","Margin","77294"
"Computers","Projectors & Screens","Dec","Sales","254210"
"Computers","Projectors & Screens","Dec","YoY Sales %","0.006907860860472301"
"Computers","Projectors & Screens","Dec","YoY Sales","1744"
"Computers","Projectors & Screens","Dec","YoY Margin","18796"
"Computers","Projectors & Screens","Dec","YoY Margin %","0.32131013026086364"
"Computers","Projectors & Screens","Dec","Margin %","30.405570197867906"
"Computers","Projectors & Screens","Dec","Revenue","254210"
"Computers","Projectors & Screens","Dec","Total Customers","88"
