Orders.State,Orders.Category,Orders.Sub-Category,Orders.Segment,Orders.Order Date.Variation.Date Hierarchy.Quarter,Sum(Orders.Profit),Sum(Orders.Discount),Sum(Orders.Quantity),Sum(Orders.Sales)
New Jersey,Office Supplies,Supplies,Home Office,Qtr 2,,,,
New York,Office Supplies,Supplies,Home Office,Qtr 2,7.211100000000016,0,1,240.37
North Carolina,Office Supplies,Supplies,Home Office,Qtr 2,,,,
Ohio,Office Supplies,Supplies,Home Office,Qtr 2,,,,
Pennsylvania,Office Supplies,Supplies,Home Office,Qtr 2,-2.1896000000000004,0.2,1,10.304000000000002
Tennessee,Office Supplies,Supplies,Home Office,Qtr 2,,,,
Texas,Office Supplies,Supplies,Home Office,Qtr 2,,,,
Virginia,Office Supplies,Supplies,Home Office,Qtr 2,20.154999999999994,0,5,69.5
Washington,Office Supplies,Supplies,Home Office,Qtr 2,,,,
Wisconsin,Office Supplies,Supplies,Home Office,Qtr 2,,,,
Arizona,Office Supplies,Supplies,Home Office,Qtr 3,,,,
California,Office Supplies,Supplies,Home Office,Qtr 3,8.562799999999998,0,9,29.06
Colorado,Office Supplies,Supplies,Home Office,Qtr 3,,,,
Florida,Office Supplies,Supplies,Home Office,Qtr 3,-1.0410000000000006,0.2,2,5.5520000000000005
Georgia,Office Supplies,Supplies,Home Office,Qtr 3,,,,
Illinois,Office Supplies,Supplies,Home Office,Qtr 3,,,,
Indiana,Office Supplies,Supplies,Home Office,Qtr 3,,,,
Kentucky,Office Supplies,Supplies,Home Office,Qtr 3,,,,
Michigan,Office Supplies,Supplies,Home Office,Qtr 3,,,,
New Jersey,Office Supplies,Supplies,Home Office,Qtr 3,8.099699999999999,0,3,27.93
New York,Office Supplies,Supplies,Home Office,Qtr 3,,,,
North Carolina,Office Supplies,Supplies,Home Office,Qtr 3,3.5059999999999967,0.2,2,28.048000000000002
Ohio,Office Supplies,Supplies,Home Office,Qtr 3,,,,
Pennsylvania,Office Supplies,Supplies,Home Office,Qtr 3,-0.6976000000000007,0.2,2,3.4880000000000004
Tennessee,Office Supplies,Supplies,Home Office,Qtr 3,,,,
Texas,Office Supplies,Supplies,Home Office,Qtr 3,-15.729,0.4,11,74.67200000000001
Virginia,Office Supplies,Supplies,Home Office,Qtr 3,10.517999999999997,0,2,35.06
Washington,Office Supplies,Supplies,Home Office,Qtr 3,,,,
Wisconsin,Office Supplies,Supplies,Home Office,Qtr 3,5.888700000000001,0,3,21.81
Arizona,Office Supplies,Supplies,Home Office,Qtr 4,,,,
California,Office Supplies,Supplies,Home Office,Qtr 4,13.5122,0,7,56.86
Colorado,Office Supplies,Supplies,Home Office,Qtr 4,,,,
Florida,Office Supplies,Supplies,Home Office,Qtr 4,,,,
Georgia,Office Supplies,Supplies,Home Office,Qtr 4,,,,
Illinois,Office Supplies,Supplies,Home Office,Qtr 4,,,,
Indiana,Office Supplies,Supplies,Home Office,Qtr 4,,,,
Kentucky,Office Supplies,Supplies,Home Office,Qtr 4,10.517999999999997,0,2,35.06
Michigan,Office Supplies,Supplies,Home Office,Qtr 4,21.035999999999994,0,4,70.12
New Jersey,Office Supplies,Supplies,Home Office,Qtr 4,,,,
New York,Office Supplies,Supplies,Home Office,Qtr 4,2.1899999999999995,0,2,7.3
North Carolina,Office Supplies,Supplies,Home Office,Qtr 4,,,,
Ohio,Office Supplies,Supplies,Home Office,Qtr 4,,,,
Pennsylvania,Office Supplies,Supplies,Home Office,Qtr 4,,,,
Tennessee,Office Supplies,Supplies,Home Office,Qtr 4,,,,
Texas,Office Supplies,Supplies,Home Office,Qtr 4,,,,
Virginia,Office Supplies,Supplies,Home Office,Qtr 4,,,,
Washington,Office Supplies,Supplies,Home Office,Qtr 4,7.604999999999998,0,3,25.349999999999998
Wisconsin,Office Supplies,Supplies,Home Office,Qtr 4,,,,
Arizona,Technology,Accessories,Consumer,Qtr 1,,,,
California,Technology,Accessories,Consumer,Qtr 1,626.3134000000001,0,26,1740.72
Colorado,Technology,Accessories,Consumer,Qtr 1,,,,
Florida,Technology,Accessories,Consumer,Qtr 1,89.58879999999999,0.2,7,447.94399999999996
Georgia,Technology,Accessories,Consumer,Qtr 1,65.97800000000001,0,5,149.95
Illinois,Technology,Accessories,Consumer,Qtr 1,103.98819999999998,0.4,8,559.936
Indiana,Technology,Accessories,Consumer,Qtr 1,,,,
Kentucky,Technology,Accessories,Consumer,Qtr 1,,,,
Michigan,Technology,Accessories,Consumer,Qtr 1,42.991400000000006,0,2,99.98
New Jersey,Technology,Accessories,Consumer,Qtr 1,,,,
New York,Technology,Accessories,Consumer,Qtr 1,249.0389,0,17,698.6
North Carolina,Technology,Accessories,Consumer,Qtr 1,-17.99640000000002,0.2,3,119.97600000000001
Ohio,Technology,Accessories,Consumer,Qtr 1,35.89829999999999,0.6000000000000001,8,303.93600000000004
Pennsylvania,Technology,Accessories,Consumer,Qtr 1,13.730699999999995,0.6000000000000001,6,88.75200000000001
Tennessee,Technology,Accessories,Consumer,Qtr 1,,,,
Texas,Technology,Accessories,Consumer,Qtr 1,162.05329999999998,2.1999999999999997,35,862.5120000000001
Virginia,Technology,Accessories,Consumer,Qtr 1,124.15800000000003,0,7,334.45000000000005
Washington,Technology,Accessories,Consumer,Qtr 1,424.8208000000001,0,13,1338.88
Wisconsin,Technology,Accessories,Consumer,Qtr 1,206.31600000000006,0,6,468.90000000000003
Arizona,Technology,Accessories,Consumer,Qtr 2,12.312299999999993,0.2,7,89.54400000000001
California,Technology,Accessories,Consumer,Qtr 2,1714.9459000000002,0,81,4946.74
Colorado,Technology,Accessories,Consumer,Qtr 2,118.43739999999995,0.6000000000000001,19,675.368
Florida,Technology,Accessories,Consumer,Qtr 2,110.28399999999999,1.4,21,1139.0480000000002
Georgia,Technology,Accessories,Consumer,Qtr 2,4.067999999999998,0,4,67.8
Illinois,Technology,Accessories,Consumer,Qtr 2,21.36519999999998,0.8,12,264.08000000000004
Indiana,Technology,Accessories,Consumer,Qtr 2,55.922399999999996,0,6,155.34
Kentucky,Technology,Accessories,Consumer,Qtr 2,,,,
Michigan,Technology,Accessories,Consumer,Qtr 2,54.333200000000005,0,4,132.52
New Jersey,Technology,Accessories,Consumer,Qtr 2,137.38299999999998,0,13,422.4699999999999
New York,Technology,Accessories,Consumer,Qtr 2,197.23989999999995,0,27,924.61
North Carolina,Technology,Accessories,Consumer,Qtr 2,,,,
Ohio,Technology,Accessories,Consumer,Qtr 2,88.87389999999998,1.2,20,1193.6000000000001
Pennsylvania,Technology,Accessories,Consumer,Qtr 2,28.6245,0.8,13,245.944
Tennessee,Technology,Accessories,Consumer,Qtr 2,8.352400000000001,0.2,4,35.168
Texas,Technology,Accessories,Consumer,Qtr 2,186.13539999999986,2.1999999999999997,43,1656.1040000000003
Virginia,Technology,Accessories,Consumer,Qtr 2,6.9239999999999995,0,2,23.08
Washington,Technology,Accessories,Consumer,Qtr 2,175.60240000000002,0,12,735.4300000000001
Wisconsin,Technology,Accessories,Consumer,Qtr 2,,,,
Arizona,Technology,Accessories,Consumer,Qtr 3,107.51669999999983,1.4,31,1994.6160000000002
California,Technology,Accessories,Consumer,Qtr 3,996.1314999999997,0,37,4614.570000000001
Colorado,Technology,Accessories,Consumer,Qtr 3,0.5997999999999966,0.2,2,47.984
Florida,Technology,Accessories,Consumer,Qtr 3,13.354499999999986,0.4,6,105.048
Georgia,Technology,Accessories,Consumer,Qtr 3,365.0719999999999,0,32,1394.42
Illinois,Technology,Accessories,Consumer,Qtr 3,191.26389999999998,1.2,31,974.0800000000002
Indiana,Technology,Accessories,Consumer,Qtr 3,181.3779,0,16,1270.69
Kentucky,Technology,Accessories,Consumer,Qtr 3,18.3908,0,4,79.96
Michigan,Technology,Accessories,Consumer,Qtr 3,199.4733,0,4,589.9200000000001
New Jersey,Technology,Accessories,Consumer,Qtr 3,,,,
New York,Technology,Accessories,Consumer,Qtr 3,1884.9329000000002,0,63,6420.39
North Carolina,Technology,Accessories,Consumer,Qtr 3,344.6498,1,12,1199.824
Ohio,Technology,Accessories,Consumer,Qtr 3,44.78880000000001,0.4,9,157.01600000000002
Pennsylvania,Technology,Accessories,Consumer,Qtr 3,189.51359999999988,1.9999999999999998,33,1733.16
Tennessee,Technology,Accessories,Consumer,Qtr 3,-0.6444000000000089,0.4,6,91.152
Texas,Technology,Accessories,Consumer,Qtr 3,16.143699999999995,1,24,2023.6880000000003
Virginia,Technology,Accessories,Consumer,Qtr 3,,,,
Washington,Technology,Accessories,Consumer,Qtr 3,371.1912,0,33,1635.7400000000002
Wisconsin,Technology,Accessories,Consumer,Qtr 3,1.8872,0,1,13.48
Arizona,Technology,Accessories,Consumer,Qtr 4,6.9778000000000056,0.6000000000000001,9,206.2
California,Technology,Accessories,Consumer,Qtr 4,3347.1648999999998,0,151,10781.439999999997
Colorado,Technology,Accessories,Consumer,Qtr 4,110.75359999999996,1.2,36,1043.8079999999998
Florida,Technology,Accessories,Consumer,Qtr 4,0.7925999999999913,1,20,542.6080000000001
Georgia,Technology,Accessories,Consumer,Qtr 4,156.3988,0,13,851.8700000000001
Illinois,Technology,Accessories,Consumer,Qtr 4,150.72109999999998,1.4,25,828.664
Indiana,Technology,Accessories,Consumer,Qtr 4,206.03670000000002,0,6,492.93000000000006
Kentucky,Technology,Accessories,Consumer,Qtr 4,76.01849999999999,0,9,217.45
Michigan,Technology,Accessories,Consumer,Qtr 4,223.0545,0,25,625.03
New Jersey,Technology,Accessories,Consumer,Qtr 4,18.624000000000002,0,6,76.8
New York,Technology,Accessories,Consumer,Qtr 4,1485.1785999999997,0,56,5871.29
North Carolina,Technology,Accessories,Consumer,Qtr 4,233.32949999999997,1.4,26,1020.0960000000002
Ohio,Technology,Accessories,Consumer,Qtr 4,782.0691000000003,2.4,37,3257.2079999999996
Pennsylvania,Technology,Accessories,Consumer,Qtr 4,-32.79450000000008,1.9999999999999998,28,825.9599999999998
Tennessee,Technology,Accessories,Consumer,Qtr 4,23.21149999999999,0.4,5,142.84000000000003
Texas,Technology,Accessories,Consumer,Qtr 4,264.41739999999993,4.000000000000001,68,2620.4799999999996
Virginia,Technology,Accessories,Consumer,Qtr 4,26.892099999999985,0,5,189.95
Washington,Technology,Accessories,Consumer,Qtr 4,596.5453999999999,0,39,2191.61
Wisconsin,Technology,Accessories,Consumer,Qtr 4,576.4772999999998,0,8,1827.86
Arizona,Technology,Accessories,Corporate,Qtr 1,,,,
California,Technology,Accessories,Corporate,Qtr 1,462.4716000000001,0,33,1709.04
Colorado,Technology,Accessories,Corporate,Qtr 1,-14.793099999999995,0.2,7,169.06400000000002
Florida,Technology,Accessories,Corporate,Qtr 1,93.8878,0.4,8,361.712
Georgia,Technology,Accessories,Corporate,Qtr 1,31.599999999999966,0,4,316
Illinois,Technology,Accessories,Corporate,Qtr 1,,,,
Indiana,Technology,Accessories,Corporate,Qtr 1,22.4316,0,3,62.31
Kentucky,Technology,Accessories,Corporate,Qtr 1,14.172800000000002,0,2,32.96
Michigan,Technology,Accessories,Corporate,Qtr 1,,,,
New Jersey,Technology,Accessories,Corporate,Qtr 1,49.60480000000001,0,7,115.36
New York,Technology,Accessories,Corporate,Qtr 1,14.403599999999999,0,3,41.019999999999996
North Carolina,Technology,Accessories,Corporate,Qtr 1,,,,
Ohio,Technology,Accessories,Corporate,Qtr 1,6.685800000000006,0.4,4,99.968
Pennsylvania,Technology,Accessories,Corporate,Qtr 1,292.8034999999997,0.8,14,1861.2720000000002
Tennessee,Technology,Accessories,Corporate,Qtr 1,,,,
Texas,Technology,Accessories,Corporate,Qtr 1,26.624499999999983,1,17,473.96000000000004
Virginia,Technology,Accessories,Corporate,Qtr 1,,,,
Washington,Technology,Accessories,Corporate,Qtr 1,163.5086,0,12,575.88
Wisconsin,Technology,Accessories,Corporate,Qtr 1,26.590499999999988,0,5,139.95
Arizona,Technology,Accessories,Corporate,Qtr 2,103.09469999999997,0.4,11,457.49600000000004
California,Technology,Accessories,Corporate,Qtr 2,314.54740000000004,0,18,826.56
Colorado,Technology,Accessories,Corporate,Qtr 2,,,,
Florida,Technology,Accessories,Corporate,Qtr 2,12.7225,0.4,5,50.296
Georgia,Technology,Accessories,Corporate,Qtr 2,18,0,3,75
Illinois,Technology,Accessories,Corporate,Qtr 2,,,,
Indiana,Technology,Accessories,Corporate,Qtr 2,30.713599999999992,0,4,123.86
Kentucky,Technology,Accessories,Corporate,Qtr 2,,,,
Michigan,Technology,Accessories,Corporate,Qtr 2,8.799,0,2,41.9
New Jersey,Technology,Accessories,Corporate,Qtr 2,,,,
New York,Technology,Accessories,Corporate,Qtr 2,200.7077,0,20,724
North Carolina,Technology,Accessories,Corporate,Qtr 2,0.33989999999999654,0.2,3,27.192
Ohio,Technology,Accessories,Corporate,Qtr 2,1.5291000000000032,0.2,9,122.32799999999999
Pennsylvania,Technology,Accessories,Corporate,Qtr 2,,,,
Tennessee,Technology,Accessories,Corporate,Qtr 2,,,,
Texas,Technology,Accessories,Corporate,Qtr 2,75.83179999999999,1,13,414.1360000000001
Virginia,Technology,Accessories,Corporate,Qtr 2,680.1761999999999,0,8,2091.68
Washington,Technology,Accessories,Corporate,Qtr 2,621.5084999999999,0,27,2546.61
Wisconsin,Technology,Accessories,Corporate,Qtr 2,,,,
Arizona,Technology,Accessories,Corporate,Qtr 3,,,,
California,Technology,Accessories,Corporate,Qtr 3,1242.3089000000002,0,52,4030.5
Colorado,Technology,Accessories,Corporate,Qtr 3,,,,
Florida,Technology,Accessories,Corporate,Qtr 3,152.38799999999992,0.2,9,717.1200000000001
Georgia,Technology,Accessories,Corporate,Qtr 3,66.2811,0,11,183.20999999999998
Illinois,Technology,Accessories,Corporate,Qtr 3,21.42,0.2,2,100.80000000000001
Indiana,Technology,Accessories,Corporate,Qtr 3,,,,
Kentucky,Technology,Accessories,Corporate,Qtr 3,,,,
Michigan,Technology,Accessories,Corporate,Qtr 3,,,,
New Jersey,Technology,Accessories,Corporate,Qtr 3,,,,
New York,Technology,Accessories,Corporate,Qtr 3,788.5002999999999,0,37,2291.72
North Carolina,Technology,Accessories,Corporate,Qtr 3,2.282399999999999,0.2,1,15.216000000000001
Ohio,Technology,Accessories,Corporate,Qtr 3,274.6758,0.8,17,1301.832
Pennsylvania,Technology,Accessories,Corporate,Qtr 3,311.1567999999999,1,25,1553.6240000000003
Tennessee,Technology,Accessories,Corporate,Qtr 3,,,,
Texas,Technology,Accessories,Corporate,Qtr 3,103.0794,0.8,14,530.7600000000001
Virginia,Technology,Accessories,Corporate,Qtr 3,1.6559999999999988,0,3,20.700000000000003
Washington,Technology,Accessories,Corporate,Qtr 3,751.3314,0,18,2713.1899999999996
Wisconsin,Technology,Accessories,Corporate,Qtr 3,233.25599999999997,0,18,722.36
Arizona,Technology,Accessories,Corporate,Qtr 4,-34.92890000000005,1.2,20,478.72800000000007
California,Technology,Accessories,Corporate,Qtr 4,1280.6988999999996,0,91,4508.009999999998
Colorado,Technology,Accessories,Corporate,Qtr 4,-6.210000000000015,0.2,3,165.60000000000002
Florida,Technology,Accessories,Corporate,Qtr 4,,,,
Georgia,Technology,Accessories,Corporate,Qtr 4,35.731399999999994,0,8,187.64
Illinois,Technology,Accessories,Corporate,Qtr 4,119.17349999999996,1,28,702.4639999999999
Indiana,Technology,Accessories,Corporate,Qtr 4,0.891,0,2,1.98
Kentucky,Technology,Accessories,Corporate,Qtr 4,517.4793000000001,0,9,2249.91
Michigan,Technology,Accessories,Corporate,Qtr 4,173.99099999999996,0,13,779.9499999999999
New Jersey,Technology,Accessories,Corporate,Qtr 4,32.4,0,1,90
New York,Technology,Accessories,Corporate,Qtr 4,45.50659999999999,0,12,171.24
North Carolina,Technology,Accessories,Corporate,Qtr 4,,,,
Ohio,Technology,Accessories,Corporate,Qtr 4,133.4414,1.4,29,913.816
Pennsylvania,Technology,Accessories,Corporate,Qtr 4,-28.796399999999984,0.2,4,255.968
Tennessee,Technology,Accessories,Corporate,Qtr 4,-7.620600000000011,0.6000000000000001,12,96.00000000000001
Texas,Technology,Accessories,Corporate,Qtr 4,35.218199999999975,1.5999999999999999,25,517.6880000000001
Virginia,Technology,Accessories,Corporate,Qtr 4,,,,
Washington,Technology,Accessories,Corporate,Qtr 4,97.01589999999993,0,19,686.15
Wisconsin,Technology,Accessories,Corporate,Qtr 4,66.91050000000001,0,12,173.07000000000002
Arizona,Technology,Accessories,Home Office,Qtr 1,16.796799999999994,0.4,3,127.97600000000001
California,Technology,Accessories,Home Office,Qtr 1,31.498200000000008,0,6,266.82
Colorado,Technology,Accessories,Home Office,Qtr 1,,,,
Florida,Technology,Accessories,Home Office,Qtr 1,,,,
Georgia,Technology,Accessories,Home Office,Qtr 1,,,,
Illinois,Technology,Accessories,Home Office,Qtr 1,,,,
Indiana,Technology,Accessories,Home Office,Qtr 1,72.8572,0,8,171.92000000000002
Kentucky,Technology,Accessories,Home Office,Qtr 1,,,,
Michigan,Technology,Accessories,Home Office,Qtr 1,111.59099999999995,0,5,619.9499999999999
New Jersey,Technology,Accessories,Home Office,Qtr 1,91.7892,0,3,254.96999999999997
New York,Technology,Accessories,Home Office,Qtr 1,157.46849999999998,0,9,449.91
North Carolina,Technology,Accessories,Home Office,Qtr 1,,,,
Ohio,Technology,Accessories,Home Office,Qtr 1,15.8631,0.2,3,55.176
Pennsylvania,Technology,Accessories,Home Office,Qtr 1,-13.6461,0.2,3,83.97600000000001
Tennessee,Technology,Accessories,Home Office,Qtr 1,,,,
Texas,Technology,Accessories,Home Office,Qtr 1,8.388000000000003,0.2,5,27.96
Virginia,Technology,Accessories,Home Office,Qtr 1,20.7675,0,3,53.25
Washington,Technology,Accessories,Home Office,Qtr 1,86.38560000000001,0,3,179.97
Wisconsin,Technology,Accessories,Home Office,Qtr 1,,,,
Arizona,Technology,Accessories,Home Office,Qtr 2,,,,
California,Technology,Accessories,Home Office,Qtr 2,193.11849999999998,0,9,572.52
Colorado,Technology,Accessories,Home Office,Qtr 2,,,,
Florida,Technology,Accessories,Home Office,Qtr 2,24.271299999999876,0.4,7,873.9440000000001
Georgia,Technology,Accessories,Home Office,Qtr 2,129.6,0,4,360
Illinois,Technology,Accessories,Home Office,Qtr 2,76.01299999999998,0.4,14,458.864
Indiana,Technology,Accessories,Home Office,Qtr 2,,,,
Kentucky,Technology,Accessories,Home Office,Qtr 2,,,,
Michigan,Technology,Accessories,Home Office,Qtr 2,,,,
New Jersey,Technology,Accessories,Home Office,Qtr 2,,,,
New York,Technology,Accessories,Home Office,Qtr 2,45.8946,0,6,191.31
North Carolina,Technology,Accessories,Home Office,Qtr 2,181.7652,0.6000000000000001,19,868.6479999999999
Ohio,Technology,Accessories,Home Office,Qtr 2,,,,
Pennsylvania,Technology,Accessories,Home Office,Qtr 2,113.89240000000001,0.4,4,436.76800000000003
Tennessee,Technology,Accessories,Home Office,Qtr 2,11.919599999999999,0.2,2,45.408
Texas,Technology,Accessories,Home Office,Qtr 2,78.64560000000002,0.6000000000000001,7,336.29600000000005
Virginia,Technology,Accessories,Home Office,Qtr 2,36.4704,0,4,151.96
Washington,Technology,Accessories,Home Office,Qtr 2,87.9912,0,2,199.98
Wisconsin,Technology,Accessories,Home Office,Qtr 2,,,,
Arizona,Technology,Accessories,Home Office,Qtr 3,,,,
California,Technology,Accessories,Home Office,Qtr 3,289.0588,0,16,1011.72
Colorado,Technology,Accessories,Home Office,Qtr 3,1.359599999999995,0.2,2,54.38400000000001
Florida,Technology,Accessories,Home Office,Qtr 3,-25.59240000000004,0.6000000000000001,12,632.3280000000001
Georgia,Technology,Accessories,Home Office,Qtr 3,15.1158,0,2,71.98
Illinois,Technology,Accessories,Home Office,Qtr 3,-10.79730000000001,0.2,3,95.97600000000001
Indiana,Technology,Accessories,Home Office,Qtr 3,,,,
Kentucky,Technology,Accessories,Home Office,Qtr 3,77.42379999999999,0,21,396.02
Michigan,Technology,Accessories,Home Office,Qtr 3,840.8274000000002,0,14,2043.3000000000002
New Jersey,Technology,Accessories,Home Office,Qtr 3,19.827599999999997,0,4,63.96
New York,Technology,Accessories,Home Office,Qtr 3,176.45559999999998,0,11,597.56
North Carolina,Technology,Accessories,Home Office,Qtr 3,,,,
Ohio,Technology,Accessories,Home Office,Qtr 3,66.46620000000001,0.4,5,243.128
Pennsylvania,Technology,Accessories,Home Office,Qtr 3,3.8024000000000004,0.2,4,21.728
Tennessee,Technology,Accessories,Home Office,Qtr 3,,,,
Texas,Technology,Accessories,Home Office,Qtr 3,-2.331499999999977,0.6000000000000001,16,872.6479999999999
Virginia,Technology,Accessories,Home Office,Qtr 3,,,,
Washington,Technology,Accessories,Home Office,Qtr 3,790.0232000000001,0,10,1847.78
Wisconsin,Technology,Accessories,Home Office,Qtr 3,159.7437,0,10,449.9
Arizona,Technology,Accessories,Home Office,Qtr 4,12.999999999999998,0.2,4,41.6
California,Technology,Accessories,Home Office,Qtr 4,597.3984999999999,0,48,2246.37
Colorado,Technology,Accessories,Home Office,Qtr 4,14.4121,0.4,7,131.784
Florida,Technology,Accessories,Home Office,Qtr 4,278.3712,0.4,13,991.8960000000001
Georgia,Technology,Accessories,Home Office,Qtr 4,,,,
Illinois,Technology,Accessories,Home Office,Qtr 4,308.71679999999986,1,22,1550.832
Indiana,Technology,Accessories,Home Office,Qtr 4,,,,
Kentucky,Technology,Accessories,Home Office,Qtr 4,,,,
Michigan,Technology,Accessories,Home Office,Qtr 4,,,,
New Jersey,Technology,Accessories,Home Office,Qtr 4,,,,
New York,Technology,Accessories,Home Office,Qtr 4,382.24299999999994,0,15,1215.89
North Carolina,Technology,Accessories,Home Office,Qtr 4,76.70400000000001,0.2,8,255.68000000000004
Ohio,Technology,Accessories,Home Office,Qtr 4,2.5785999999999945,0.6000000000000001,14,574.864
Pennsylvania,Technology,Accessories,Home Office,Qtr 4,20.681799999999996,0.8,7,192.12800000000001
Tennessee,Technology,Accessories,Home Office,Qtr 4,,,,
Texas,Technology,Accessories,Home Office,Qtr 4,151.64429999999993,1,14,992.3279999999999
Virginia,Technology,Accessories,Home Office,Qtr 4,20.610999999999997,0,5,70.75
Washington,Technology,Accessories,Home Office,Qtr 4,97.34939999999997,0,10,467.94000000000005
Wisconsin,Technology,Accessories,Home Office,Qtr 4,229.99080000000004,0,4,999.96
Arizona,Technology,Copiers,Consumer,Qtr 1,,,,
California,Technology,Copiers,Consumer,Qtr 1,497.99059999999986,0.6000000000000001,6,2079.952
Colorado,Technology,Copiers,Consumer,Qtr 1,,,,
Florida,Technology,Copiers,Consumer,Qtr 1,,,,
Georgia,Technology,Copiers,Consumer,Qtr 1,,,,
Illinois,Technology,Copiers,Consumer,Qtr 1,,,,
Indiana,Technology,Copiers,Consumer,Qtr 1,,,,
Kentucky,Technology,Copiers,Consumer,Qtr 1,,,,
Michigan,Technology,Copiers,Consumer,Qtr 1,,,,
New Jersey,Technology,Copiers,Consumer,Qtr 1,,,,
New York,Technology,Copiers,Consumer,Qtr 1,,,,
North Carolina,Technology,Copiers,Consumer,Qtr 1,,,,
Ohio,Technology,Copiers,Consumer,Qtr 1,,,,
Pennsylvania,Technology,Copiers,Consumer,Qtr 1,,,,
Tennessee,Technology,Copiers,Consumer,Qtr 1,,,,
Texas,Technology,Copiers,Consumer,Qtr 1,,,,
Virginia,Technology,Copiers,Consumer,Qtr 1,,,,
Washington,Technology,Copiers,Consumer,Qtr 1,6719.980799999999,0,4,13999.96
Wisconsin,Technology,Copiers,Consumer,Qtr 1,,,,
Arizona,Technology,Copiers,Consumer,Qtr 2,,,,
California,Technology,Copiers,Consumer,Qtr 2,215.98919999999998,0.2,4,639.9680000000001
Colorado,Technology,Copiers,Consumer,Qtr 2,,,,
Florida,Technology,Copiers,Consumer,Qtr 2,89.99699999999999,0.2,2,479.98400000000004
Georgia,Technology,Copiers,Consumer,Qtr 2,,,,
Illinois,Technology,Copiers,Consumer,Qtr 2,485.9891999999999,0.2,4,1439.968
Indiana,Technology,Copiers,Consumer,Qtr 2,,,,
Kentucky,Technology,Copiers,Consumer,Qtr 2,,,,
Michigan,Technology,Copiers,Consumer,Qtr 2,209.993,0,2,599.98
New Jersey,Technology,Copiers,Consumer,Qtr 2,,,,
New York,Technology,Copiers,Consumer,Qtr 2,1014.9797,0.2,7,2799.944
North Carolina,Technology,Copiers,Consumer,Qtr 2,,,,
Ohio,Technology,Copiers,Consumer,Qtr 2,,,,
Pennsylvania,Technology,Copiers,Consumer,Qtr 2,1359.992799999999,0.8,9,10199.945999999998
Tennessee,Technology,Copiers,Consumer,Qtr 2,,,,
Texas,Technology,Copiers,Consumer,Qtr 2,,,,
Virginia,Technology,Copiers,Consumer,Qtr 2,,,,
Washington,Technology,Copiers,Consumer,Qtr 2,,,,
Wisconsin,Technology,Copiers,Consumer,Qtr 2,,,,
Arizona,Technology,Copiers,Consumer,Qtr 3,,,,
California,Technology,Copiers,Consumer,Qtr 3,2822.9505999999997,1,18,8239.856000000002
Colorado,Technology,Copiers,Consumer,Qtr 3,,,,
Florida,Technology,Copiers,Consumer,Qtr 3,,,,
Georgia,Technology,Copiers,Consumer,Qtr 3,,,,
Illinois,Technology,Copiers,Consumer,Qtr 3,,,,
Indiana,Technology,Copiers,Consumer,Qtr 3,,,,
Kentucky,Technology,Copiers,Consumer,Qtr 3,,,,
Michigan,Technology,Copiers,Consumer,Qtr 3,,,,
New Jersey,Technology,Copiers,Consumer,Qtr 3,,,,
New York,Technology,Copiers,Consumer,Qtr 3,564.9894999999999,0.6000000000000001,5,1919.96
North Carolina,Technology,Copiers,Consumer,Qtr 3,,,,
Ohio,Technology,Copiers,Consumer,Qtr 3,191.9968,0.4,4,1439.9759999999999
Pennsylvania,Technology,Copiers,Consumer,Qtr 3,69.99649999999997,0.4,5,599.97
Tennessee,Technology,Copiers,Consumer,Qtr 3,,,,
Texas,Technology,Copiers,Consumer,Qtr 3,,,,
Virginia,Technology,Copiers,Consumer,Qtr 3,751.9624,0,8,1599.92
Washington,Technology,Copiers,Consumer,Qtr 3,1241.9763,0,6,3099.9399999999996
Wisconsin,Technology,Copiers,Consumer,Qtr 3,,,,
Arizona,Technology,Copiers,Consumer,Qtr 4,,,,
California,Technology,Copiers,Consumer,Qtr 4,659.9838,0.4,8,2399.936
Colorado,Technology,Copiers,Consumer,Qtr 4,,,,
Florida,Technology,Copiers,Consumer,Qtr 4,311.99479999999994,0.2,2,959.984
Georgia,Technology,Copiers,Consumer,Qtr 4,,,,
Illinois,Technology,Copiers,Consumer,Qtr 4,,,,
Indiana,Technology,Copiers,Consumer,Qtr 4,,,,
Kentucky,Technology,Copiers,Consumer,Qtr 4,629.991,0,2,1399.98
Michigan,Technology,Copiers,Consumer,Qtr 4,,,,
New Jersey,Technology,Copiers,Consumer,Qtr 4,,,,
New York,Technology,Copiers,Consumer,Qtr 4,,,,
North Carolina,Technology,Copiers,Consumer,Qtr 4,,,,
Ohio,Technology,Copiers,Consumer,Qtr 4,109.99799999999999,0.4,2,659.9879999999999
Pennsylvania,Technology,Copiers,Consumer,Qtr 4,305.9935999999999,0.8,8,2279.9519999999998
Tennessee,Technology,Copiers,Consumer,Qtr 4,,,,
Texas,Technology,Copiers,Consumer,Qtr 4,786.9793999999999,0.4,8,2479.936
Virginia,Technology,Copiers,Consumer,Qtr 4,,,,
Washington,Technology,Copiers,Consumer,Qtr 4,,,,
Wisconsin,Technology,Copiers,Consumer,Qtr 4,,,,
Arizona,Technology,Copiers,Corporate,Qtr 1,,,,
California,Technology,Copiers,Corporate,Qtr 1,,,,
Colorado,Technology,Copiers,Corporate,Qtr 1,,,,
Florida,Technology,Copiers,Corporate,Qtr 1,,,,
Georgia,Technology,Copiers,Corporate,Qtr 1,1439.976,0,5,2999.95
Illinois,Technology,Copiers,Corporate,Qtr 1,,,,
