Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.Region,Orders.Country,Orders.State,Orders.City,Sum(Orders.Profit),Sum(Orders.Sales)
Qtr 2,2016,Technology,Accessories,East,United States,Ohio,Medina,,
Qtr 3,2016,Technology,Accessories,East,United States,Ohio,Medina,,
Qtr 4,2016,Technology,Accessories,East,United States,Ohio,Medina,,
Qtr 1,2017,Technology,Accessories,East,United States,Ohio,Medina,,
Qtr 2,2017,Technology,Accessories,East,United States,Ohio,Medina,,
Qtr 3,2017,Technology,Accessories,East,United States,Ohio,Medina,,
Qtr 4,2017,Technology,Accessories,East,United States,Ohio,Medina,,
Qtr 1,2014,Technology,Accessories,East,United States,Ohio,Mentor,,
Qtr 2,2014,Technology,Accessories,East,United States,Ohio,Mentor,,
Qtr 3,2014,Technology,Accessories,East,United States,Ohio,Mentor,,
Qtr 4,2014,Technology,Accessories,East,United States,Ohio,Mentor,,
Qtr 1,2015,Technology,Accessories,East,United States,Ohio,Mentor,,
Qtr 2,2015,Technology,Accessories,East,United States,Ohio,Mentor,,
Qtr 3,2015,Technology,Accessories,East,United States,Ohio,Mentor,,
Qtr 4,2015,Technology,Accessories,East,United States,Ohio,Mentor,,
Qtr 1,2016,Technology,Accessories,East,United States,Ohio,Mentor,,
Qtr 2,2016,Technology,Accessories,East,United States,Ohio,Mentor,,
Qtr 3,2016,Technology,Accessories,East,United States,Ohio,Mentor,,
Qtr 4,2016,Technology,Accessories,East,United States,Ohio,Mentor,,
Qtr 1,2017,Technology,Accessories,East,United States,Ohio,Mentor,,
Qtr 2,2017,Technology,Accessories,East,United States,Ohio,Mentor,,
Qtr 3,2017,Technology,Accessories,East,United States,Ohio,Mentor,65.99340000000001,239.976
Qtr 4,2017,Technology,Accessories,East,United States,Ohio,Mentor,,
Qtr 1,2014,Technology,Accessories,East,United States,Ohio,Newark,,
Qtr 2,2014,Technology,Accessories,East,United States,Ohio,Newark,,
Qtr 3,2014,Technology,Accessories,East,United States,Ohio,Newark,,
Qtr 4,2014,Technology,Accessories,East,United States,Ohio,Newark,,
Qtr 1,2015,Technology,Accessories,East,United States,Ohio,Newark,,
Qtr 2,2015,Technology,Accessories,East,United States,Ohio,Newark,,
Qtr 3,2015,Technology,Accessories,East,United States,Ohio,Newark,,
Qtr 4,2015,Technology,Accessories,East,United States,Ohio,Newark,607.6080000000001,2025.3600000000001
Qtr 1,2016,Technology,Accessories,East,United States,Ohio,Newark,,
Qtr 2,2016,Technology,Accessories,East,United States,Ohio,Newark,-40.809300000000036,564.4960000000001
Qtr 3,2016,Technology,Accessories,East,United States,Ohio,Newark,,
Qtr 4,2016,Technology,Accessories,East,United States,Ohio,Newark,22.49549999999999,119.97600000000001
Qtr 1,2017,Technology,Accessories,East,United States,Ohio,Newark,,
Qtr 2,2017,Technology,Accessories,East,United States,Ohio,Newark,1.5291000000000032,122.32799999999999
Qtr 3,2017,Technology,Accessories,East,United States,Ohio,Newark,,
Qtr 4,2017,Technology,Accessories,East,United States,Ohio,Newark,,
Qtr 1,2014,Technology,Accessories,East,United States,Ohio,Springfield,,
Qtr 2,2014,Technology,Accessories,East,United States,Ohio,Springfield,,
Qtr 3,2014,Technology,Accessories,East,United States,Ohio,Springfield,,
Qtr 4,2014,Technology,Accessories,East,United States,Ohio,Springfield,,
Qtr 1,2015,Technology,Accessories,East,United States,Ohio,Springfield,,
Qtr 2,2015,Technology,Accessories,East,United States,Ohio,Springfield,,
Qtr 3,2015,Technology,Accessories,East,United States,Ohio,Springfield,,
Qtr 4,2015,Technology,Accessories,East,United States,Ohio,Springfield,,
Qtr 1,2016,Technology,Accessories,East,United States,Ohio,Springfield,,
Qtr 2,2016,Technology,Accessories,East,United States,Ohio,Springfield,,
Qtr 3,2016,Technology,Accessories,East,United States,Ohio,Springfield,,
Qtr 4,2016,Technology,Accessories,East,United States,Ohio,Springfield,-29.074500000000008,178.92000000000002
Qtr 1,2017,Technology,Accessories,East,United States,Ohio,Springfield,,
Qtr 2,2017,Technology,Accessories,East,United States,Ohio,Springfield,,
Qtr 3,2017,Technology,Accessories,East,United States,Ohio,Springfield,199.18890000000002,933.0000000000002
Qtr 4,2017,Technology,Accessories,East,United States,Ohio,Springfield,9.129599999999996,60.864000000000004
Qtr 1,2014,Technology,Accessories,East,United States,Ohio,Toledo,,
Qtr 2,2014,Technology,Accessories,East,United States,Ohio,Toledo,,
Qtr 3,2014,Technology,Accessories,East,United States,Ohio,Toledo,,
Qtr 4,2014,Technology,Accessories,East,United States,Ohio,Toledo,,
Qtr 1,2015,Technology,Accessories,East,United States,Ohio,Toledo,2.2066,10.384
Qtr 2,2015,Technology,Accessories,East,United States,Ohio,Toledo,,
Qtr 3,2015,Technology,Accessories,East,United States,Ohio,Toledo,,
Qtr 4,2015,Technology,Accessories,East,United States,Ohio,Toledo,,
Qtr 1,2016,Technology,Accessories,East,United States,Ohio,Toledo,,
Qtr 2,2016,Technology,Accessories,East,United States,Ohio,Toledo,,
Qtr 3,2016,Technology,Accessories,East,United States,Ohio,Toledo,,
Qtr 4,2016,Technology,Accessories,East,United States,Ohio,Toledo,,
Qtr 1,2017,Technology,Accessories,East,United States,Ohio,Toledo,,
Qtr 2,2017,Technology,Accessories,East,United States,Ohio,Toledo,,
Qtr 3,2017,Technology,Accessories,East,United States,Ohio,Toledo,,
Qtr 4,2017,Technology,Accessories,East,United States,Ohio,Toledo,25.596799999999998,127.984
Qtr 1,2014,Technology,Accessories,East,United States,Pennsylvania,Allentown,,
Qtr 2,2014,Technology,Accessories,East,United States,Pennsylvania,Allentown,,
Qtr 3,2014,Technology,Accessories,East,United States,Pennsylvania,Allentown,,
Qtr 4,2014,Technology,Accessories,East,United States,Pennsylvania,Allentown,,
Qtr 1,2015,Technology,Accessories,East,United States,Pennsylvania,Allentown,,
Qtr 2,2015,Technology,Accessories,East,United States,Pennsylvania,Allentown,,
Qtr 3,2015,Technology,Accessories,East,United States,Pennsylvania,Allentown,3.8024000000000004,21.728
Qtr 4,2015,Technology,Accessories,East,United States,Pennsylvania,Allentown,,
Qtr 1,2016,Technology,Accessories,East,United States,Pennsylvania,Allentown,,
Qtr 2,2016,Technology,Accessories,East,United States,Pennsylvania,Allentown,,
Qtr 3,2016,Technology,Accessories,East,United States,Pennsylvania,Allentown,,
Qtr 4,2016,Technology,Accessories,East,United States,Pennsylvania,Allentown,,
Qtr 1,2017,Technology,Accessories,East,United States,Pennsylvania,Allentown,,
Qtr 2,2017,Technology,Accessories,East,United States,Pennsylvania,Allentown,,
Qtr 3,2017,Technology,Accessories,East,United States,Pennsylvania,Allentown,,
Qtr 4,2017,Technology,Accessories,East,United States,Pennsylvania,Allentown,,
Qtr 1,2014,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,32.13,151.20000000000002
Qtr 2,2014,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,51.7671,299.128
Qtr 3,2014,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,48.6972,316.70400000000006
Qtr 4,2014,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,16.663899999999998,226.216
Qtr 1,2015,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,3.7437999999999994,27.088000000000005
Qtr 2,2015,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,91.65100000000001,347.53600000000006
Qtr 3,2015,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,-11.005500000000103,683.9520000000001
Qtr 4,2015,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,8.24119999999999,222.49600000000004
Qtr 1,2016,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,42.546799999999905,535.912
Qtr 2,2016,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,,
Qtr 3,2016,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,13.1956,47.984
Qtr 4,2016,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,14.399999999999999,72
Qtr 1,2017,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,214.4674999999998,1319.8
Qtr 2,2017,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,-0.9012000000000011,36.048
Qtr 3,2017,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,449.7831,2238.144
Qtr 4,2017,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,-80.21420000000006,753.3439999999999
Qtr 1,2014,Technology,Accessories,East,United States,Rhode Island,Providence,,
Qtr 2,2014,Technology,Accessories,East,United States,Rhode Island,Providence,,
Qtr 3,2014,Technology,Accessories,East,United States,Rhode Island,Providence,,
Qtr 4,2014,Technology,Accessories,East,United States,Rhode Island,Providence,742.6320000000001,1687.8
Qtr 1,2015,Technology,Accessories,East,United States,Rhode Island,Providence,,
Qtr 2,2015,Technology,Accessories,East,United States,Rhode Island,Providence,,
Qtr 3,2015,Technology,Accessories,East,United States,Rhode Island,Providence,83.9916,199.98
Qtr 4,2015,Technology,Accessories,East,United States,Rhode Island,Providence,,
Qtr 1,2016,Technology,Accessories,East,United States,Rhode Island,Providence,,
Qtr 2,2016,Technology,Accessories,East,United States,Rhode Island,Providence,,
Qtr 3,2016,Technology,Accessories,East,United States,Rhode Island,Providence,,
Qtr 4,2016,Technology,Accessories,East,United States,Rhode Island,Providence,,
Qtr 1,2017,Technology,Accessories,East,United States,Rhode Island,Providence,,
Qtr 2,2017,Technology,Accessories,East,United States,Rhode Island,Providence,4.898600000000002,69.98
Qtr 3,2017,Technology,Accessories,East,United States,Rhode Island,Providence,,
Qtr 4,2017,Technology,Accessories,East,United States,Rhode Island,Providence,,
Qtr 1,2014,Technology,Accessories,East,United States,Rhode Island,Warwick,,
Qtr 2,2014,Technology,Accessories,East,United States,Rhode Island,Warwick,,
Qtr 3,2014,Technology,Accessories,East,United States,Rhode Island,Warwick,,
Qtr 4,2014,Technology,Accessories,East,United States,Rhode Island,Warwick,,
Qtr 1,2015,Technology,Accessories,East,United States,Rhode Island,Warwick,,
Qtr 2,2015,Technology,Accessories,East,United States,Rhode Island,Warwick,,
Qtr 3,2015,Technology,Accessories,East,United States,Rhode Island,Warwick,,
Qtr 4,2015,Technology,Accessories,East,United States,Rhode Island,Warwick,,
Qtr 1,2016,Technology,Accessories,East,United States,Rhode Island,Warwick,,
Qtr 2,2016,Technology,Accessories,East,United States,Rhode Island,Warwick,,
Qtr 3,2016,Technology,Accessories,East,United States,Rhode Island,Warwick,,
Qtr 4,2016,Technology,Accessories,East,United States,Rhode Island,Warwick,,
Qtr 1,2017,Technology,Accessories,East,United States,Rhode Island,Warwick,,
Qtr 2,2017,Technology,Accessories,East,United States,Rhode Island,Warwick,,
Qtr 3,2017,Technology,Accessories,East,United States,Rhode Island,Warwick,93.24000000000001,252
Qtr 4,2017,Technology,Accessories,East,United States,Rhode Island,Warwick,,
Qtr 1,2014,Technology,Accessories,East,United States,Vermont,Burlington,,
Qtr 2,2014,Technology,Accessories,East,United States,Vermont,Burlington,,
Qtr 3,2014,Technology,Accessories,East,United States,Vermont,Burlington,,
Qtr 4,2014,Technology,Accessories,East,United States,Vermont,Burlington,,
Qtr 1,2015,Technology,Accessories,East,United States,Vermont,Burlington,,
Qtr 2,2015,Technology,Accessories,East,United States,Vermont,Burlington,,
Qtr 3,2015,Technology,Accessories,East,United States,Vermont,Burlington,,
Qtr 4,2015,Technology,Accessories,East,United States,Vermont,Burlington,,
Qtr 1,2016,Technology,Accessories,East,United States,Vermont,Burlington,42.991400000000006,99.98
Qtr 2,2016,Technology,Accessories,East,United States,Vermont,Burlington,,
Qtr 3,2016,Technology,Accessories,East,United States,Vermont,Burlington,,
Qtr 4,2016,Technology,Accessories,East,United States,Vermont,Burlington,,
Qtr 1,2017,Technology,Accessories,East,United States,Vermont,Burlington,,
Qtr 2,2017,Technology,Accessories,East,United States,Vermont,Burlington,,
Qtr 3,2017,Technology,Accessories,East,United States,Vermont,Burlington,,
Qtr 4,2017,Technology,Accessories,East,United States,Vermont,Burlington,67.65989999999998,205.03
Qtr 1,2014,Technology,Accessories,South,United States,Alabama,Decatur,,
Qtr 2,2014,Technology,Accessories,South,United States,Alabama,Decatur,,
Qtr 3,2014,Technology,Accessories,South,United States,Alabama,Decatur,,
Qtr 4,2014,Technology,Accessories,South,United States,Alabama,Decatur,184.26,498
Qtr 1,2015,Technology,Accessories,South,United States,Alabama,Decatur,,
Qtr 2,2015,Technology,Accessories,South,United States,Alabama,Decatur,,
Qtr 3,2015,Technology,Accessories,South,United States,Alabama,Decatur,,
Qtr 4,2015,Technology,Accessories,South,United States,Alabama,Decatur,,
Qtr 1,2016,Technology,Accessories,South,United States,Alabama,Decatur,,
Qtr 2,2016,Technology,Accessories,South,United States,Alabama,Decatur,,
Qtr 3,2016,Technology,Accessories,South,United States,Alabama,Decatur,,
Qtr 4,2016,Technology,Accessories,South,United States,Alabama,Decatur,,
Qtr 1,2017,Technology,Accessories,South,United States,Alabama,Decatur,,
Qtr 2,2017,Technology,Accessories,South,United States,Alabama,Decatur,,
Qtr 3,2017,Technology,Accessories,South,United States,Alabama,Decatur,,
Qtr 4,2017,Technology,Accessories,South,United States,Alabama,Decatur,23.99199999999999,239.92
Qtr 1,2014,Technology,Accessories,South,United States,Alabama,Hoover,,
Qtr 2,2014,Technology,Accessories,South,United States,Alabama,Hoover,,
Qtr 3,2014,Technology,Accessories,South,United States,Alabama,Hoover,,
Qtr 4,2014,Technology,Accessories,South,United States,Alabama,Hoover,,
Qtr 1,2015,Technology,Accessories,South,United States,Alabama,Hoover,,
Qtr 2,2015,Technology,Accessories,South,United States,Alabama,Hoover,,
Qtr 3,2015,Technology,Accessories,South,United States,Alabama,Hoover,,
Qtr 4,2015,Technology,Accessories,South,United States,Alabama,Hoover,,
Qtr 1,2016,Technology,Accessories,South,United States,Alabama,Hoover,,
Qtr 2,2016,Technology,Accessories,South,United States,Alabama,Hoover,,
Qtr 3,2016,Technology,Accessories,South,United States,Alabama,Hoover,,
Qtr 4,2016,Technology,Accessories,South,United States,Alabama,Hoover,,
Qtr 1,2017,Technology,Accessories,South,United States,Alabama,Hoover,,
Qtr 2,2017,Technology,Accessories,South,United States,Alabama,Hoover,1.558799999999998,25.98
Qtr 3,2017,Technology,Accessories,South,United States,Alabama,Hoover,,
Qtr 4,2017,Technology,Accessories,South,United States,Alabama,Hoover,,
Qtr 1,2014,Technology,Accessories,South,United States,Alabama,Huntsville,,
Qtr 2,2014,Technology,Accessories,South,United States,Alabama,Huntsville,,
Qtr 3,2014,Technology,Accessories,South,United States,Alabama,Huntsville,,
Qtr 4,2014,Technology,Accessories,South,United States,Alabama,Huntsville,,
Qtr 1,2015,Technology,Accessories,South,United States,Alabama,Huntsville,,
Qtr 2,2015,Technology,Accessories,South,United States,Alabama,Huntsville,,
Qtr 3,2015,Technology,Accessories,South,United States,Alabama,Huntsville,,
Qtr 4,2015,Technology,Accessories,South,United States,Alabama,Huntsville,,
Qtr 1,2016,Technology,Accessories,South,United States,Alabama,Huntsville,,
Qtr 2,2016,Technology,Accessories,South,United States,Alabama,Huntsville,,
Qtr 3,2016,Technology,Accessories,South,United States,Alabama,Huntsville,7.25,29
Qtr 4,2016,Technology,Accessories,South,United States,Alabama,Huntsville,527.984,1319.96
Qtr 1,2017,Technology,Accessories,South,United States,Alabama,Huntsville,,
Qtr 2,2017,Technology,Accessories,South,United States,Alabama,Huntsville,,
Qtr 3,2017,Technology,Accessories,South,United States,Alabama,Huntsville,,
Qtr 4,2017,Technology,Accessories,South,United States,Alabama,Huntsville,,
Qtr 1,2014,Technology,Accessories,South,United States,Alabama,Mobile,,
Qtr 2,2014,Technology,Accessories,South,United States,Alabama,Mobile,,
Qtr 3,2014,Technology,Accessories,South,United States,Alabama,Mobile,,
Qtr 4,2014,Technology,Accessories,South,United States,Alabama,Mobile,,
Qtr 1,2015,Technology,Accessories,South,United States,Alabama,Mobile,,
Qtr 2,2015,Technology,Accessories,South,United States,Alabama,Mobile,,
Qtr 3,2015,Technology,Accessories,South,United States,Alabama,Mobile,,
Qtr 4,2015,Technology,Accessories,South,United States,Alabama,Mobile,,
Qtr 1,2016,Technology,Accessories,South,United States,Alabama,Mobile,,
Qtr 2,2016,Technology,Accessories,South,United States,Alabama,Mobile,,
Qtr 3,2016,Technology,Accessories,South,United States,Alabama,Mobile,71.3898,209.96999999999997
Qtr 4,2016,Technology,Accessories,South,United States,Alabama,Mobile,,
Qtr 1,2017,Technology,Accessories,South,United States,Alabama,Mobile,,
Qtr 2,2017,Technology,Accessories,South,United States,Alabama,Mobile,,
Qtr 3,2017,Technology,Accessories,South,United States,Alabama,Mobile,,
Qtr 4,2017,Technology,Accessories,South,United States,Alabama,Mobile,,
Qtr 1,2014,Technology,Accessories,South,United States,Arkansas,Fayetteville,,
Qtr 2,2014,Technology,Accessories,South,United States,Arkansas,Fayetteville,,
Qtr 3,2014,Technology,Accessories,South,United States,Arkansas,Fayetteville,,
Qtr 4,2014,Technology,Accessories,South,United States,Arkansas,Fayetteville,,
Qtr 1,2015,Technology,Accessories,South,United States,Arkansas,Fayetteville,,
Qtr 2,2015,Technology,Accessories,South,United States,Arkansas,Fayetteville,,
Qtr 3,2015,Technology,Accessories,South,United States,Arkansas,Fayetteville,,
Qtr 4,2015,Technology,Accessories,South,United States,Arkansas,Fayetteville,,
Qtr 1,2016,Technology,Accessories,South,United States,Arkansas,Fayetteville,,
Qtr 2,2016,Technology,Accessories,South,United States,Arkansas,Fayetteville,,
Qtr 3,2016,Technology,Accessories,South,United States,Arkansas,Fayetteville,,
Qtr 4,2016,Technology,Accessories,South,United States,Arkansas,Fayetteville,171.99140000000003,399.98
Qtr 1,2017,Technology,Accessories,South,United States,Arkansas,Fayetteville,,
Qtr 2,2017,Technology,Accessories,South,United States,Arkansas,Fayetteville,,
Qtr 3,2017,Technology,Accessories,South,United States,Arkansas,Fayetteville,15.378000000000004,34.95
Qtr 4,2017,Technology,Accessories,South,United States,Arkansas,Fayetteville,78.81450000000001,204.55
Qtr 1,2014,Technology,Accessories,South,United States,Arkansas,Hot Springs,,
Qtr 2,2014,Technology,Accessories,South,United States,Arkansas,Hot Springs,,
Qtr 3,2014,Technology,Accessories,South,United States,Arkansas,Hot Springs,,
Qtr 4,2014,Technology,Accessories,South,United States,Arkansas,Hot Springs,,
Qtr 1,2015,Technology,Accessories,South,United States,Arkansas,Hot Springs,2.9989999999999988,29.99
Qtr 2,2015,Technology,Accessories,South,United States,Arkansas,Hot Springs,,
Qtr 3,2015,Technology,Accessories,South,United States,Arkansas,Hot Springs,,
Qtr 4,2015,Technology,Accessories,South,United States,Arkansas,Hot Springs,,
Qtr 1,2016,Technology,Accessories,South,United States,Arkansas,Hot Springs,,
Qtr 2,2016,Technology,Accessories,South,United States,Arkansas,Hot Springs,,
Qtr 3,2016,Technology,Accessories,South,United States,Arkansas,Hot Springs,,
Qtr 4,2016,Technology,Accessories,South,United States,Arkansas,Hot Springs,,
Qtr 1,2017,Technology,Accessories,South,United States,Arkansas,Hot Springs,,
Qtr 2,2017,Technology,Accessories,South,United States,Arkansas,Hot Springs,,
Qtr 3,2017,Technology,Accessories,South,United States,Arkansas,Hot Springs,,
Qtr 4,2017,Technology,Accessories,South,United States,Arkansas,Hot Springs,,
Qtr 1,2014,Technology,Accessories,South,United States,Arkansas,Little Rock,,
Qtr 2,2014,Technology,Accessories,South,United States,Arkansas,Little Rock,,
Qtr 3,2014,Technology,Accessories,South,United States,Arkansas,Little Rock,122.38559999999998,339.96
Qtr 4,2014,Technology,Accessories,South,United States,Arkansas,Little Rock,,
Qtr 1,2015,Technology,Accessories,South,United States,Arkansas,Little Rock,,
Qtr 2,2015,Technology,Accessories,South,United States,Arkansas,Little Rock,,
Qtr 3,2015,Technology,Accessories,South,United States,Arkansas,Little Rock,,
Qtr 4,2015,Technology,Accessories,South,United States,Arkansas,Little Rock,,
Qtr 1,2016,Technology,Accessories,South,United States,Arkansas,Little Rock,,
Qtr 2,2016,Technology,Accessories,South,United States,Arkansas,Little Rock,210.02430000000004,530.16
Qtr 3,2016,Technology,Accessories,South,United States,Arkansas,Little Rock,,
Qtr 4,2016,Technology,Accessories,South,United States,Arkansas,Little Rock,,
Qtr 1,2017,Technology,Accessories,South,United States,Arkansas,Little Rock,,
Qtr 2,2017,Technology,Accessories,South,United States,Arkansas,Little Rock,,
Qtr 3,2017,Technology,Accessories,South,United States,Arkansas,Little Rock,,
Qtr 4,2017,Technology,Accessories,South,United States,Arkansas,Little Rock,,
Qtr 1,2014,Technology,Accessories,South,United States,Arkansas,Pine Bluff,,
Qtr 2,2014,Technology,Accessories,South,United States,Arkansas,Pine Bluff,,
Qtr 3,2014,Technology,Accessories,South,United States,Arkansas,Pine Bluff,,
Qtr 4,2014,Technology,Accessories,South,United States,Arkansas,Pine Bluff,,
Qtr 1,2015,Technology,Accessories,South,United States,Arkansas,Pine Bluff,,
Qtr 2,2015,Technology,Accessories,South,United States,Arkansas,Pine Bluff,,
Qtr 3,2015,Technology,Accessories,South,United States,Arkansas,Pine Bluff,,
Qtr 4,2015,Technology,Accessories,South,United States,Arkansas,Pine Bluff,,
Qtr 1,2016,Technology,Accessories,South,United States,Arkansas,Pine Bluff,,
Qtr 2,2016,Technology,Accessories,South,United States,Arkansas,Pine Bluff,,
Qtr 3,2016,Technology,Accessories,South,United States,Arkansas,Pine Bluff,,
Qtr 4,2016,Technology,Accessories,South,United States,Arkansas,Pine Bluff,,
Qtr 1,2017,Technology,Accessories,South,United States,Arkansas,Pine Bluff,,
Qtr 2,2017,Technology,Accessories,South,United States,Arkansas,Pine Bluff,,
Qtr 3,2017,Technology,Accessories,South,United States,Arkansas,Pine Bluff,63.98399999999999,199.95000000000002
Qtr 4,2017,Technology,Accessories,South,United States,Arkansas,Pine Bluff,,
Qtr 1,2014,Technology,Accessories,South,United States,Arkansas,Texarkana,,
Qtr 2,2014,Technology,Accessories,South,United States,Arkansas,Texarkana,,
Qtr 3,2014,Technology,Accessories,South,United States,Arkansas,Texarkana,,
Qtr 4,2014,Technology,Accessories,South,United States,Arkansas,Texarkana,,
Qtr 1,2015,Technology,Accessories,South,United States,Arkansas,Texarkana,,
Qtr 2,2015,Technology,Accessories,South,United States,Arkansas,Texarkana,,
Qtr 3,2015,Technology,Accessories,South,United States,Arkansas,Texarkana,,
Qtr 4,2015,Technology,Accessories,South,United States,Arkansas,Texarkana,,
Qtr 1,2016,Technology,Accessories,South,United States,Arkansas,Texarkana,,
Qtr 2,2016,Technology,Accessories,South,United States,Arkansas,Texarkana,,
Qtr 3,2016,Technology,Accessories,South,United States,Arkansas,Texarkana,,
Qtr 4,2016,Technology,Accessories,South,United States,Arkansas,Texarkana,,
Qtr 1,2017,Technology,Accessories,South,United States,Arkansas,Texarkana,,
Qtr 2,2017,Technology,Accessories,South,United States,Arkansas,Texarkana,18.093,48.9
Qtr 3,2017,Technology,Accessories,South,United States,Arkansas,Texarkana,,
Qtr 4,2017,Technology,Accessories,South,United States,Arkansas,Texarkana,,
Qtr 1,2014,Technology,Accessories,South,United States,Florida,Boca Raton,,
Qtr 2,2014,Technology,Accessories,South,United States,Florida,Boca Raton,,
Qtr 3,2014,Technology,Accessories,South,United States,Florida,Boca Raton,,
Qtr 4,2014,Technology,Accessories,South,United States,Florida,Boca Raton,,
Qtr 1,2015,Technology,Accessories,South,United States,Florida,Boca Raton,,
Qtr 2,2015,Technology,Accessories,South,United States,Florida,Boca Raton,,
Qtr 3,2015,Technology,Accessories,South,United States,Florida,Boca Raton,,
Qtr 4,2015,Technology,Accessories,South,United States,Florida,Boca Raton,,
Qtr 1,2016,Technology,Accessories,South,United States,Florida,Boca Raton,,
Qtr 2,2016,Technology,Accessories,South,United States,Florida,Boca Raton,2.308,18.464
Qtr 3,2016,Technology,Accessories,South,United States,Florida,Boca Raton,,
Qtr 4,2016,Technology,Accessories,South,United States,Florida,Boca Raton,,
Qtr 1,2017,Technology,Accessories,South,United States,Florida,Boca Raton,,
Qtr 2,2017,Technology,Accessories,South,United States,Florida,Boca Raton,,
Qtr 3,2017,Technology,Accessories,South,United States,Florida,Boca Raton,,
Qtr 4,2017,Technology,Accessories,South,United States,Florida,Boca Raton,,
Qtr 1,2014,Technology,Accessories,South,United States,Florida,Daytona Beach,,
Qtr 2,2014,Technology,Accessories,South,United States,Florida,Daytona Beach,,
Qtr 3,2014,Technology,Accessories,South,United States,Florida,Daytona Beach,,
Qtr 4,2014,Technology,Accessories,South,United States,Florida,Daytona Beach,,
Qtr 1,2015,Technology,Accessories,South,United States,Florida,Daytona Beach,,
Qtr 2,2015,Technology,Accessories,South,United States,Florida,Daytona Beach,,
Qtr 3,2015,Technology,Accessories,South,United States,Florida,Daytona Beach,,
Qtr 4,2015,Technology,Accessories,South,United States,Florida,Daytona Beach,14.628000000000005,50.88
Qtr 1,2016,Technology,Accessories,South,United States,Florida,Daytona Beach,,
Qtr 2,2016,Technology,Accessories,South,United States,Florida,Daytona Beach,,
Qtr 3,2016,Technology,Accessories,South,United States,Florida,Daytona Beach,,
Qtr 4,2016,Technology,Accessories,South,United States,Florida,Daytona Beach,,
Qtr 1,2017,Technology,Accessories,South,United States,Florida,Daytona Beach,,
Qtr 2,2017,Technology,Accessories,South,United States,Florida,Daytona Beach,,
Qtr 3,2017,Technology,Accessories,South,United States,Florida,Daytona Beach,,
Qtr 4,2017,Technology,Accessories,South,United States,Florida,Daytona Beach,,
Qtr 1,2014,Technology,Accessories,South,United States,Florida,Delray Beach,,
Qtr 2,2014,Technology,Accessories,South,United States,Florida,Delray Beach,,
Qtr 3,2014,Technology,Accessories,South,United States,Florida,Delray Beach,,
Qtr 4,2014,Technology,Accessories,South,United States,Florida,Delray Beach,,
Qtr 1,2015,Technology,Accessories,South,United States,Florida,Delray Beach,,
Qtr 2,2015,Technology,Accessories,South,United States,Florida,Delray Beach,,
Qtr 3,2015,Technology,Accessories,South,United States,Florida,Delray Beach,,
Qtr 4,2015,Technology,Accessories,South,United States,Florida,Delray Beach,,
Qtr 1,2016,Technology,Accessories,South,United States,Florida,Delray Beach,,
Qtr 2,2016,Technology,Accessories,South,United States,Florida,Delray Beach,11.98,47.92
Qtr 3,2016,Technology,Accessories,South,United States,Florida,Delray Beach,,
Qtr 4,2016,Technology,Accessories,South,United States,Florida,Delray Beach,,
Qtr 1,2017,Technology,Accessories,South,United States,Florida,Delray Beach,,
Qtr 2,2017,Technology,Accessories,South,United States,Florida,Delray Beach,,
Qtr 3,2017,Technology,Accessories,South,United States,Florida,Delray Beach,,
Qtr 4,2017,Technology,Accessories,South,United States,Florida,Delray Beach,,
Qtr 1,2014,Technology,Accessories,South,United States,Florida,Fort Lauderdale,,
Qtr 2,2014,Technology,Accessories,South,United States,Florida,Fort Lauderdale,,
Qtr 3,2014,Technology,Accessories,South,United States,Florida,Fort Lauderdale,,
Qtr 4,2014,Technology,Accessories,South,United States,Florida,Fort Lauderdale,239.976,799.9200000000001
Qtr 1,2015,Technology,Accessories,South,United States,Florida,Fort Lauderdale,,
Qtr 2,2015,Technology,Accessories,South,United States,Florida,Fort Lauderdale,,
Qtr 3,2015,Technology,Accessories,South,United States,Florida,Fort Lauderdale,,
Qtr 4,2015,Technology,Accessories,South,United States,Florida,Fort Lauderdale,,
Qtr 1,2016,Technology,Accessories,South,United States,Florida,Fort Lauderdale,,
Qtr 2,2016,Technology,Accessories,South,United States,Florida,Fort Lauderdale,,
Qtr 3,2016,Technology,Accessories,South,United States,Florida,Fort Lauderdale,,
Qtr 4,2016,Technology,Accessories,South,United States,Florida,Fort Lauderdale,,
Qtr 1,2017,Technology,Accessories,South,United States,Florida,Fort Lauderdale,,
