Orders.Order Date.Variation.Date Hierarchy.Day,Orders.Order Date.Variation.Date Hierarchy.Month,Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Sum(Orders.Profit)
15,January,Qtr 1,2016,Technology,Accessories,91.7892
16,January,Qtr 1,2016,Technology,Accessories,11.774100000000004
17,January,Qtr 1,2016,Technology,Accessories,111.75019999999994
21,January,Qtr 1,2016,Technology,Accessories,
22,January,Qtr 1,2016,Technology,Accessories,15.8631
23,January,Qtr 1,2016,Technology,Accessories,42.991400000000006
24,January,Qtr 1,2016,Technology,Accessories,
25,January,Qtr 1,2016,Technology,Accessories,
28,January,Qtr 1,2016,Technology,Accessories,
30,January,Qtr 1,2016,Technology,Accessories,
31,January,Qtr 1,2016,Technology,Accessories,
1,February,Qtr 1,2016,Technology,Accessories,
2,February,Qtr 1,2016,Technology,Accessories,
3,February,Qtr 1,2016,Technology,Accessories,
4,February,Qtr 1,2016,Technology,Accessories,
5,February,Qtr 1,2016,Technology,Accessories,
6,February,Qtr 1,2016,Technology,Accessories,
7,February,Qtr 1,2016,Technology,Accessories,21
8,February,Qtr 1,2016,Technology,Accessories,
9,February,Qtr 1,2016,Technology,Accessories,50.73780000000001
11,February,Qtr 1,2016,Technology,Accessories,
12,February,Qtr 1,2016,Technology,Accessories,
13,February,Qtr 1,2016,Technology,Accessories,
14,February,Qtr 1,2016,Technology,Accessories,
15,February,Qtr 1,2016,Technology,Accessories,
16,February,Qtr 1,2016,Technology,Accessories,39.58680000000001
19,February,Qtr 1,2016,Technology,Accessories,
20,February,Qtr 1,2016,Technology,Accessories,
21,February,Qtr 1,2016,Technology,Accessories,0.779399999999999
22,February,Qtr 1,2016,Technology,Accessories,15.2208
23,February,Qtr 1,2016,Technology,Accessories,
25,February,Qtr 1,2016,Technology,Accessories,
27,February,Qtr 1,2016,Technology,Accessories,
28,February,Qtr 1,2016,Technology,Accessories,
29,February,Qtr 1,2016,Technology,Accessories,
1,March,Qtr 1,2016,Technology,Accessories,
3,March,Qtr 1,2016,Technology,Accessories,5.736499999999998
4,March,Qtr 1,2016,Technology,Accessories,57.5928
5,March,Qtr 1,2016,Technology,Accessories,
6,March,Qtr 1,2016,Technology,Accessories,
7,March,Qtr 1,2016,Technology,Accessories,
8,March,Qtr 1,2016,Technology,Accessories,8.388000000000003
9,March,Qtr 1,2016,Technology,Accessories,87.89000000000001
10,March,Qtr 1,2016,Technology,Accessories,12.599999999999994
11,March,Qtr 1,2016,Technology,Accessories,19.7714
12,March,Qtr 1,2016,Technology,Accessories,
13,March,Qtr 1,2016,Technology,Accessories,47.49499999999992
14,March,Qtr 1,2016,Technology,Accessories,
15,March,Qtr 1,2016,Technology,Accessories,-13.6461
17,March,Qtr 1,2016,Technology,Accessories,
18,March,Qtr 1,2016,Technology,Accessories,
19,March,Qtr 1,2016,Technology,Accessories,
20,March,Qtr 1,2016,Technology,Accessories,
21,March,Qtr 1,2016,Technology,Accessories,
22,March,Qtr 1,2016,Technology,Accessories,19.331399999999995
24,March,Qtr 1,2016,Technology,Accessories,
25,March,Qtr 1,2016,Technology,Accessories,244.61549999999988
26,March,Qtr 1,2016,Technology,Accessories,-17.99640000000002
27,March,Qtr 1,2016,Technology,Accessories,
28,March,Qtr 1,2016,Technology,Accessories,
29,March,Qtr 1,2016,Technology,Accessories,
30,March,Qtr 1,2016,Technology,Accessories,
31,March,Qtr 1,2016,Technology,Accessories,1.1993999999999998
1,April,Qtr 2,2016,Technology,Accessories,
2,April,Qtr 2,2016,Technology,Accessories,
3,April,Qtr 2,2016,Technology,Accessories,
4,April,Qtr 2,2016,Technology,Accessories,37.787400000000005
5,April,Qtr 2,2016,Technology,Accessories,
6,April,Qtr 2,2016,Technology,Accessories,
7,April,Qtr 2,2016,Technology,Accessories,
8,April,Qtr 2,2016,Technology,Accessories,64.78919999999995
9,April,Qtr 2,2016,Technology,Accessories,
10,April,Qtr 2,2016,Technology,Accessories,
12,April,Qtr 2,2016,Technology,Accessories,
13,April,Qtr 2,2016,Technology,Accessories,
14,April,Qtr 2,2016,Technology,Accessories,
15,April,Qtr 2,2016,Technology,Accessories,131.38199999999995
16,April,Qtr 2,2016,Technology,Accessories,8.352400000000001
17,April,Qtr 2,2016,Technology,Accessories,
18,April,Qtr 2,2016,Technology,Accessories,
19,April,Qtr 2,2016,Technology,Accessories,
21,April,Qtr 2,2016,Technology,Accessories,
22,April,Qtr 2,2016,Technology,Accessories,
23,April,Qtr 2,2016,Technology,Accessories,34.9965
24,April,Qtr 2,2016,Technology,Accessories,64.674
25,April,Qtr 2,2016,Technology,Accessories,
26,April,Qtr 2,2016,Technology,Accessories,
28,April,Qtr 2,2016,Technology,Accessories,
30,April,Qtr 2,2016,Technology,Accessories,
1,May,Qtr 2,2016,Technology,Accessories,
2,May,Qtr 2,2016,Technology,Accessories,
3,May,Qtr 2,2016,Technology,Accessories,-40.809300000000036
5,May,Qtr 2,2016,Technology,Accessories,
6,May,Qtr 2,2016,Technology,Accessories,-3.272000000000002
7,May,Qtr 2,2016,Technology,Accessories,21.994499999999988
8,May,Qtr 2,2016,Technology,Accessories,7.263999999999994
9,May,Qtr 2,2016,Technology,Accessories,13.157200000000003
10,May,Qtr 2,2016,Technology,Accessories,
11,May,Qtr 2,2016,Technology,Accessories,
12,May,Qtr 2,2016,Technology,Accessories,46.800000000000004
14,May,Qtr 2,2016,Technology,Accessories,48.7011
15,May,Qtr 2,2016,Technology,Accessories,
16,May,Qtr 2,2016,Technology,Accessories,
17,May,Qtr 2,2016,Technology,Accessories,
18,May,Qtr 2,2016,Technology,Accessories,
19,May,Qtr 2,2016,Technology,Accessories,
20,May,Qtr 2,2016,Technology,Accessories,
21,May,Qtr 2,2016,Technology,Accessories,27.166600000000003
22,May,Qtr 2,2016,Technology,Accessories,30.431999999999995
23,May,Qtr 2,2016,Technology,Accessories,
24,May,Qtr 2,2016,Technology,Accessories,
25,May,Qtr 2,2016,Technology,Accessories,
26,May,Qtr 2,2016,Technology,Accessories,4.780900000000004
27,May,Qtr 2,2016,Technology,Accessories,
28,May,Qtr 2,2016,Technology,Accessories,7.896000000000001
29,May,Qtr 2,2016,Technology,Accessories,
30,May,Qtr 2,2016,Technology,Accessories,691.3741999999999
31,May,Qtr 2,2016,Technology,Accessories,
2,June,Qtr 2,2016,Technology,Accessories,
3,June,Qtr 2,2016,Technology,Accessories,
4,June,Qtr 2,2016,Technology,Accessories,
5,June,Qtr 2,2016,Technology,Accessories,
6,June,Qtr 2,2016,Technology,Accessories,213.79870000000003
7,June,Qtr 2,2016,Technology,Accessories,
9,June,Qtr 2,2016,Technology,Accessories,
10,June,Qtr 2,2016,Technology,Accessories,
11,June,Qtr 2,2016,Technology,Accessories,204.5808
12,June,Qtr 2,2016,Technology,Accessories,
13,June,Qtr 2,2016,Technology,Accessories,
14,June,Qtr 2,2016,Technology,Accessories,11.973699999999997
15,June,Qtr 2,2016,Technology,Accessories,
16,June,Qtr 2,2016,Technology,Accessories,
17,June,Qtr 2,2016,Technology,Accessories,3.3000000000000007
18,June,Qtr 2,2016,Technology,Accessories,
19,June,Qtr 2,2016,Technology,Accessories,
20,June,Qtr 2,2016,Technology,Accessories,31.8932
21,June,Qtr 2,2016,Technology,Accessories,
23,June,Qtr 2,2016,Technology,Accessories,
24,June,Qtr 2,2016,Technology,Accessories,
25,June,Qtr 2,2016,Technology,Accessories,
26,June,Qtr 2,2016,Technology,Accessories,22.388500000000004
27,June,Qtr 2,2016,Technology,Accessories,
28,June,Qtr 2,2016,Technology,Accessories,
29,June,Qtr 2,2016,Technology,Accessories,
30,June,Qtr 2,2016,Technology,Accessories,-0.6265000000000072
1,July,Qtr 3,2016,Technology,Accessories,6.1679999999999975
2,July,Qtr 3,2016,Technology,Accessories,
3,July,Qtr 3,2016,Technology,Accessories,
4,July,Qtr 3,2016,Technology,Accessories,
7,July,Qtr 3,2016,Technology,Accessories,
8,July,Qtr 3,2016,Technology,Accessories,
9,July,Qtr 3,2016,Technology,Accessories,
10,July,Qtr 3,2016,Technology,Accessories,
12,July,Qtr 3,2016,Technology,Accessories,
14,July,Qtr 3,2016,Technology,Accessories,7.25
15,July,Qtr 3,2016,Technology,Accessories,
16,July,Qtr 3,2016,Technology,Accessories,18.2352
17,July,Qtr 3,2016,Technology,Accessories,89.964
18,July,Qtr 3,2016,Technology,Accessories,3.3099
19,July,Qtr 3,2016,Technology,Accessories,132.58980000000003
20,July,Qtr 3,2016,Technology,Accessories,
21,July,Qtr 3,2016,Technology,Accessories,
22,July,Qtr 3,2016,Technology,Accessories,36.283500000000004
23,July,Qtr 3,2016,Technology,Accessories,
24,July,Qtr 3,2016,Technology,Accessories,
25,July,Qtr 3,2016,Technology,Accessories,48.457499999999996
28,July,Qtr 3,2016,Technology,Accessories,
29,July,Qtr 3,2016,Technology,Accessories,
30,July,Qtr 3,2016,Technology,Accessories,
31,July,Qtr 3,2016,Technology,Accessories,
1,August,Qtr 3,2016,Technology,Accessories,
2,August,Qtr 3,2016,Technology,Accessories,
3,August,Qtr 3,2016,Technology,Accessories,23.41920000000001
4,August,Qtr 3,2016,Technology,Accessories,
5,August,Qtr 3,2016,Technology,Accessories,
6,August,Qtr 3,2016,Technology,Accessories,
7,August,Qtr 3,2016,Technology,Accessories,86.38560000000001
8,August,Qtr 3,2016,Technology,Accessories,
9,August,Qtr 3,2016,Technology,Accessories,
11,August,Qtr 3,2016,Technology,Accessories,
12,August,Qtr 3,2016,Technology,Accessories,52.497900000000016
13,August,Qtr 3,2016,Technology,Accessories,15.1158
14,August,Qtr 3,2016,Technology,Accessories,48.992999999999995
15,August,Qtr 3,2016,Technology,Accessories,
16,August,Qtr 3,2016,Technology,Accessories,
17,August,Qtr 3,2016,Technology,Accessories,
18,August,Qtr 3,2016,Technology,Accessories,
19,August,Qtr 3,2016,Technology,Accessories,
20,August,Qtr 3,2016,Technology,Accessories,
21,August,Qtr 3,2016,Technology,Accessories,91.7892
22,August,Qtr 3,2016,Technology,Accessories,
23,August,Qtr 3,2016,Technology,Accessories,-32.42899999999997
26,August,Qtr 3,2016,Technology,Accessories,322.73420000000004
27,August,Qtr 3,2016,Technology,Accessories,
28,August,Qtr 3,2016,Technology,Accessories,
29,August,Qtr 3,2016,Technology,Accessories,-10.79730000000001
30,August,Qtr 3,2016,Technology,Accessories,
31,August,Qtr 3,2016,Technology,Accessories,
1,September,Qtr 3,2016,Technology,Accessories,239.06620000000007
2,September,Qtr 3,2016,Technology,Accessories,337.7105
3,September,Qtr 3,2016,Technology,Accessories,
4,September,Qtr 3,2016,Technology,Accessories,67.18800000000002
5,September,Qtr 3,2016,Technology,Accessories,29
6,September,Qtr 3,2016,Technology,Accessories,11.151
8,September,Qtr 3,2016,Technology,Accessories,9.0722
9,September,Qtr 3,2016,Technology,Accessories,
10,September,Qtr 3,2016,Technology,Accessories,
11,September,Qtr 3,2016,Technology,Accessories,636.0002999999997
12,September,Qtr 3,2016,Technology,Accessories,1.6559999999999988
13,September,Qtr 3,2016,Technology,Accessories,
14,September,Qtr 3,2016,Technology,Accessories,
15,September,Qtr 3,2016,Technology,Accessories,
16,September,Qtr 3,2016,Technology,Accessories,
17,September,Qtr 3,2016,Technology,Accessories,
18,September,Qtr 3,2016,Technology,Accessories,
19,September,Qtr 3,2016,Technology,Accessories,107.47850000000001
20,September,Qtr 3,2016,Technology,Accessories,
22,September,Qtr 3,2016,Technology,Accessories,
23,September,Qtr 3,2016,Technology,Accessories,
24,September,Qtr 3,2016,Technology,Accessories,
25,September,Qtr 3,2016,Technology,Accessories,174.9825
26,September,Qtr 3,2016,Technology,Accessories,-54.59580000000004
27,September,Qtr 3,2016,Technology,Accessories,
28,September,Qtr 3,2016,Technology,Accessories,
29,September,Qtr 3,2016,Technology,Accessories,86.61059999999999
30,September,Qtr 3,2016,Technology,Accessories,
1,October,Qtr 4,2016,Technology,Accessories,20.8719
2,October,Qtr 4,2016,Technology,Accessories,
3,October,Qtr 4,2016,Technology,Accessories,
4,October,Qtr 4,2016,Technology,Accessories,
6,October,Qtr 4,2016,Technology,Accessories,0.8495000000000026
7,October,Qtr 4,2016,Technology,Accessories,
8,October,Qtr 4,2016,Technology,Accessories,
9,October,Qtr 4,2016,Technology,Accessories,
10,October,Qtr 4,2016,Technology,Accessories,
11,October,Qtr 4,2016,Technology,Accessories,
13,October,Qtr 4,2016,Technology,Accessories,23.996999999999986
14,October,Qtr 4,2016,Technology,Accessories,580.4672999999998
15,October,Qtr 4,2016,Technology,Accessories,
16,October,Qtr 4,2016,Technology,Accessories,
17,October,Qtr 4,2016,Technology,Accessories,
18,October,Qtr 4,2016,Technology,Accessories,
20,October,Qtr 4,2016,Technology,Accessories,
21,October,Qtr 4,2016,Technology,Accessories,0.5339999999999989
22,October,Qtr 4,2016,Technology,Accessories,
23,October,Qtr 4,2016,Technology,Accessories,
24,October,Qtr 4,2016,Technology,Accessories,290.5945
25,October,Qtr 4,2016,Technology,Accessories,
27,October,Qtr 4,2016,Technology,Accessories,
28,October,Qtr 4,2016,Technology,Accessories,
29,October,Qtr 4,2016,Technology,Accessories,
30,October,Qtr 4,2016,Technology,Accessories,
31,October,Qtr 4,2016,Technology,Accessories,
1,November,Qtr 4,2016,Technology,Accessories,17.879399999999997
3,November,Qtr 4,2016,Technology,Accessories,43.4325
4,November,Qtr 4,2016,Technology,Accessories,
5,November,Qtr 4,2016,Technology,Accessories,129.7624
6,November,Qtr 4,2016,Technology,Accessories,
7,November,Qtr 4,2016,Technology,Accessories,185.68529999999998
8,November,Qtr 4,2016,Technology,Accessories,
9,November,Qtr 4,2016,Technology,Accessories,177.58890000000002
10,November,Qtr 4,2016,Technology,Accessories,19.915699999999994
11,November,Qtr 4,2016,Technology,Accessories,22.672099999999986
12,November,Qtr 4,2016,Technology,Accessories,1.998999999999998
13,November,Qtr 4,2016,Technology,Accessories,
14,November,Qtr 4,2016,Technology,Accessories,114.99540000000002
15,November,Qtr 4,2016,Technology,Accessories,40.749900000000004
16,November,Qtr 4,2016,Technology,Accessories,
17,November,Qtr 4,2016,Technology,Accessories,
18,November,Qtr 4,2016,Technology,Accessories,623.1840000000001
19,November,Qtr 4,2016,Technology,Accessories,
20,November,Qtr 4,2016,Technology,Accessories,58.299800000000005
21,November,Qtr 4,2016,Technology,Accessories,2.0393999999999934
22,November,Qtr 4,2016,Technology,Accessories,-0.6008000000000004
23,November,Qtr 4,2016,Technology,Accessories,
24,November,Qtr 4,2016,Technology,Accessories,387.07409999999993
25,November,Qtr 4,2016,Technology,Accessories,74.3952
26,November,Qtr 4,2016,Technology,Accessories,14.992499999999996
27,November,Qtr 4,2016,Technology,Accessories,34.878
28,November,Qtr 4,2016,Technology,Accessories,6.101999999999997
29,November,Qtr 4,2016,Technology,Accessories,16.794600000000003
30,November,Qtr 4,2016,Technology,Accessories,
1,December,Qtr 4,2016,Technology,Accessories,
2,December,Qtr 4,2016,Technology,Accessories,-6.210000000000015
3,December,Qtr 4,2016,Technology,Accessories,659.98
4,December,Qtr 4,2016,Technology,Accessories,34.38600000000001
5,December,Qtr 4,2016,Technology,Accessories,
6,December,Qtr 4,2016,Technology,Accessories,
8,December,Qtr 4,2016,Technology,Accessories,15.395399999999995
9,December,Qtr 4,2016,Technology,Accessories,23.7636
10,December,Qtr 4,2016,Technology,Accessories,8.502499999999994
11,December,Qtr 4,2016,Technology,Accessories,86.74159999999996
12,December,Qtr 4,2016,Technology,Accessories,96.78639999999996
13,December,Qtr 4,2016,Technology,Accessories,24.913200000000003
14,December,Qtr 4,2016,Technology,Accessories,
15,December,Qtr 4,2016,Technology,Accessories,
16,December,Qtr 4,2016,Technology,Accessories,4.454099999999999
17,December,Qtr 4,2016,Technology,Accessories,-6.210000000000015
18,December,Qtr 4,2016,Technology,Accessories,160.10309999999993
19,December,Qtr 4,2016,Technology,Accessories,
20,December,Qtr 4,2016,Technology,Accessories,8.619000000000003
22,December,Qtr 4,2016,Technology,Accessories,
23,December,Qtr 4,2016,Technology,Accessories,
24,December,Qtr 4,2016,Technology,Accessories,76.70400000000001
25,December,Qtr 4,2016,Technology,Accessories,261.7874
26,December,Qtr 4,2016,Technology,Accessories,18.893699999999995
27,December,Qtr 4,2016,Technology,Accessories,0.5
29,December,Qtr 4,2016,Technology,Accessories,
30,December,Qtr 4,2016,Technology,Accessories,
31,December,Qtr 4,2016,Technology,Accessories,
3,January,Qtr 1,2014,Technology,Copiers,
4,January,Qtr 1,2014,Technology,Copiers,
5,January,Qtr 1,2014,Technology,Copiers,
6,January,Qtr 1,2014,Technology,Copiers,
7,January,Qtr 1,2014,Technology,Copiers,
9,January,Qtr 1,2014,Technology,Copiers,
10,January,Qtr 1,2014,Technology,Copiers,
11,January,Qtr 1,2014,Technology,Copiers,
13,January,Qtr 1,2014,Technology,Copiers,
14,January,Qtr 1,2014,Technology,Copiers,
15,January,Qtr 1,2014,Technology,Copiers,
16,January,Qtr 1,2014,Technology,Copiers,
18,January,Qtr 1,2014,Technology,Copiers,
19,January,Qtr 1,2014,Technology,Copiers,
20,January,Qtr 1,2014,Technology,Copiers,
21,January,Qtr 1,2014,Technology,Copiers,
23,January,Qtr 1,2014,Technology,Copiers,
26,January,Qtr 1,2014,Technology,Copiers,
27,January,Qtr 1,2014,Technology,Copiers,
28,January,Qtr 1,2014,Technology,Copiers,
30,January,Qtr 1,2014,Technology,Copiers,
31,January,Qtr 1,2014,Technology,Copiers,
1,February,Qtr 1,2014,Technology,Copiers,
2,February,Qtr 1,2014,Technology,Copiers,
3,February,Qtr 1,2014,Technology,Copiers,
4,February,Qtr 1,2014,Technology,Copiers,
6,February,Qtr 1,2014,Technology,Copiers,
7,February,Qtr 1,2014,Technology,Copiers,
8,February,Qtr 1,2014,Technology,Copiers,
11,February,Qtr 1,2014,Technology,Copiers,
12,February,Qtr 1,2014,Technology,Copiers,
14,February,Qtr 1,2014,Technology,Copiers,
15,February,Qtr 1,2014,Technology,Copiers,
16,February,Qtr 1,2014,Technology,Copiers,
17,February,Qtr 1,2014,Technology,Copiers,
18,February,Qtr 1,2014,Technology,Copiers,
20,February,Qtr 1,2014,Technology,Copiers,
21,February,Qtr 1,2014,Technology,Copiers,
22,February,Qtr 1,2014,Technology,Copiers,
23,February,Qtr 1,2014,Technology,Copiers,
24,February,Qtr 1,2014,Technology,Copiers,
27,February,Qtr 1,2014,Technology,Copiers,
1,March,Qtr 1,2014,Technology,Copiers,
2,March,Qtr 1,2014,Technology,Copiers,
3,March,Qtr 1,2014,Technology,Copiers,
4,March,Qtr 1,2014,Technology,Copiers,
5,March,Qtr 1,2014,Technology,Copiers,
7,March,Qtr 1,2014,Technology,Copiers,
10,March,Qtr 1,2014,Technology,Copiers,
11,March,Qtr 1,2014,Technology,Copiers,
14,March,Qtr 1,2014,Technology,Copiers,
15,March,Qtr 1,2014,Technology,Copiers,
16,March,Qtr 1,2014,Technology,Copiers,
17,March,Qtr 1,2014,Technology,Copiers,
18,March,Qtr 1,2014,Technology,Copiers,
19,March,Qtr 1,2014,Technology,Copiers,
21,March,Qtr 1,2014,Technology,Copiers,
22,March,Qtr 1,2014,Technology,Copiers,
23,March,Qtr 1,2014,Technology,Copiers,
24,March,Qtr 1,2014,Technology,Copiers,
25,March,Qtr 1,2014,Technology,Copiers,
26,March,Qtr 1,2014,Technology,Copiers,
28,March,Qtr 1,2014,Technology,Copiers,
29,March,Qtr 1,2014,Technology,Copiers,
30,March,Qtr 1,2014,Technology,Copiers,
31,March,Qtr 1,2014,Technology,Copiers,
1,April,Qtr 2,2014,Technology,Copiers,
2,April,Qtr 2,2014,Technology,Copiers,
3,April,Qtr 2,2014,Technology,Copiers,
4,April,Qtr 2,2014,Technology,Copiers,
5,April,Qtr 2,2014,Technology,Copiers,
6,April,Qtr 2,2014,Technology,Copiers,
7,April,Qtr 2,2014,Technology,Copiers,
8,April,Qtr 2,2014,Technology,Copiers,
11,April,Qtr 2,2014,Technology,Copiers,
12,April,Qtr 2,2014,Technology,Copiers,
13,April,Qtr 2,2014,Technology,Copiers,
15,April,Qtr 2,2014,Technology,Copiers,
16,April,Qtr 2,2014,Technology,Copiers,
18,April,Qtr 2,2014,Technology,Copiers,
19,April,Qtr 2,2014,Technology,Copiers,
20,April,Qtr 2,2014,Technology,Copiers,
21,April,Qtr 2,2014,Technology,Copiers,
22,April,Qtr 2,2014,Technology,Copiers,
23,April,Qtr 2,2014,Technology,Copiers,
25,April,Qtr 2,2014,Technology,Copiers,
26,April,Qtr 2,2014,Technology,Copiers,
28,April,Qtr 2,2014,Technology,Copiers,
29,April,Qtr 2,2014,Technology,Copiers,
30,April,Qtr 2,2014,Technology,Copiers,
2,May,Qtr 2,2014,Technology,Copiers,89.99699999999999
3,May,Qtr 2,2014,Technology,Copiers,
4,May,Qtr 2,2014,Technology,Copiers,
5,May,Qtr 2,2014,Technology,Copiers,
6,May,Qtr 2,2014,Technology,Copiers,
7,May,Qtr 2,2014,Technology,Copiers,
8,May,Qtr 2,2014,Technology,Copiers,239.9960000000001
9,May,Qtr 2,2014,Technology,Copiers,
10,May,Qtr 2,2014,Technology,Copiers,
11,May,Qtr 2,2014,Technology,Copiers,
12,May,Qtr 2,2014,Technology,Copiers,
13,May,Qtr 2,2014,Technology,Copiers,
14,May,Qtr 2,2014,Technology,Copiers,
16,May,Qtr 2,2014,Technology,Copiers,
17,May,Qtr 2,2014,Technology,Copiers,
18,May,Qtr 2,2014,Technology,Copiers,
19,May,Qtr 2,2014,Technology,Copiers,
20,May,Qtr 2,2014,Technology,Copiers,
21,May,Qtr 2,2014,Technology,Copiers,
22,May,Qtr 2,2014,Technology,Copiers,
23,May,Qtr 2,2014,Technology,Copiers,
24,May,Qtr 2,2014,Technology,Copiers,
25,May,Qtr 2,2014,Technology,Copiers,
26,May,Qtr 2,2014,Technology,Copiers,
27,May,Qtr 2,2014,Technology,Copiers,
28,May,Qtr 2,2014,Technology,Copiers,
30,May,Qtr 2,2014,Technology,Copiers,134.9955
31,May,Qtr 2,2014,Technology,Copiers,
1,June,Qtr 2,2014,Technology,Copiers,
2,June,Qtr 2,2014,Technology,Copiers,
3,June,Qtr 2,2014,Technology,Copiers,
4,June,Qtr 2,2014,Technology,Copiers,
6,June,Qtr 2,2014,Technology,Copiers,
7,June,Qtr 2,2014,Technology,Copiers,
8,June,Qtr 2,2014,Technology,Copiers,
9,June,Qtr 2,2014,Technology,Copiers,
10,June,Qtr 2,2014,Technology,Copiers,
13,June,Qtr 2,2014,Technology,Copiers,
14,June,Qtr 2,2014,Technology,Copiers,
15,June,Qtr 2,2014,Technology,Copiers,
16,June,Qtr 2,2014,Technology,Copiers,
17,June,Qtr 2,2014,Technology,Copiers,
18,June,Qtr 2,2014,Technology,Copiers,
20,June,Qtr 2,2014,Technology,Copiers,
21,June,Qtr 2,2014,Technology,Copiers,
22,June,Qtr 2,2014,Technology,Copiers,
23,June,Qtr 2,2014,Technology,Copiers,
24,June,Qtr 2,2014,Technology,Copiers,
25,June,Qtr 2,2014,Technology,Copiers,
27,June,Qtr 2,2014,Technology,Copiers,
28,June,Qtr 2,2014,Technology,Copiers,
29,June,Qtr 2,2014,Technology,Copiers,
30,June,Qtr 2,2014,Technology,Copiers,
1,July,Qtr 3,2014,Technology,Copiers,
2,July,Qtr 3,2014,Technology,Copiers,
4,July,Qtr 3,2014,Technology,Copiers,
5,July,Qtr 3,2014,Technology,Copiers,
6,July,Qtr 3,2014,Technology,Copiers,174.99749999999997
7,July,Qtr 3,2014,Technology,Copiers,
8,July,Qtr 3,2014,Technology,Copiers,
9,July,Qtr 3,2014,Technology,Copiers,
11,July,Qtr 3,2014,Technology,Copiers,
12,July,Qtr 3,2014,Technology,Copiers,
13,July,Qtr 3,2014,Technology,Copiers,
14,July,Qtr 3,2014,Technology,Copiers,
15,July,Qtr 3,2014,Technology,Copiers,
18,July,Qtr 3,2014,Technology,Copiers,
19,July,Qtr 3,2014,Technology,Copiers,
20,July,Qtr 3,2014,Technology,Copiers,
21,July,Qtr 3,2014,Technology,Copiers,
22,July,Qtr 3,2014,Technology,Copiers,
23,July,Qtr 3,2014,Technology,Copiers,
25,July,Qtr 3,2014,Technology,Copiers,
26,July,Qtr 3,2014,Technology,Copiers,
27,July,Qtr 3,2014,Technology,Copiers,
28,July,Qtr 3,2014,Technology,Copiers,
30,July,Qtr 3,2014,Technology,Copiers,
1,August,Qtr 3,2014,Technology,Copiers,
2,August,Qtr 3,2014,Technology,Copiers,
3,August,Qtr 3,2014,Technology,Copiers,
4,August,Qtr 3,2014,Technology,Copiers,
5,August,Qtr 3,2014,Technology,Copiers,
6,August,Qtr 3,2014,Technology,Copiers,
8,August,Qtr 3,2014,Technology,Copiers,709.9863
9,August,Qtr 3,2014,Technology,Copiers,
11,August,Qtr 3,2014,Technology,Copiers,
12,August,Qtr 3,2014,Technology,Copiers,
15,August,Qtr 3,2014,Technology,Copiers,
16,August,Qtr 3,2014,Technology,Copiers,
17,August,Qtr 3,2014,Technology,Copiers,
19,August,Qtr 3,2014,Technology,Copiers,
20,August,Qtr 3,2014,Technology,Copiers,
22,August,Qtr 3,2014,Technology,Copiers,
23,August,Qtr 3,2014,Technology,Copiers,
24,August,Qtr 3,2014,Technology,Copiers,
25,August,Qtr 3,2014,Technology,Copiers,
26,August,Qtr 3,2014,Technology,Copiers,
27,August,Qtr 3,2014,Technology,Copiers,
29,August,Qtr 3,2014,Technology,Copiers,
30,August,Qtr 3,2014,Technology,Copiers,
31,August,Qtr 3,2014,Technology,Copiers,
1,September,Qtr 3,2014,Technology,Copiers,
2,September,Qtr 3,2014,Technology,Copiers,
3,September,Qtr 3,2014,Technology,Copiers,
5,September,Qtr 3,2014,Technology,Copiers,
6,September,Qtr 3,2014,Technology,Copiers,
7,September,Qtr 3,2014,Technology,Copiers,
8,September,Qtr 3,2014,Technology,Copiers,
9,September,Qtr 3,2014,Technology,Copiers,
10,September,Qtr 3,2014,Technology,Copiers,
11,September,Qtr 3,2014,Technology,Copiers,
12,September,Qtr 3,2014,Technology,Copiers,
13,September,Qtr 3,2014,Technology,Copiers,
14,September,Qtr 3,2014,Technology,Copiers,
15,September,Qtr 3,2014,Technology,Copiers,
16,September,Qtr 3,2014,Technology,Copiers,
17,September,Qtr 3,2014,Technology,Copiers,
19,September,Qtr 3,2014,Technology,Copiers,
20,September,Qtr 3,2014,Technology,Copiers,
21,September,Qtr 3,2014,Technology,Copiers,701.9883
22,September,Qtr 3,2014,Technology,Copiers,
23,September,Qtr 3,2014,Technology,Copiers,
24,September,Qtr 3,2014,Technology,Copiers,
25,September,Qtr 3,2014,Technology,Copiers,
26,September,Qtr 3,2014,Technology,Copiers,
27,September,Qtr 3,2014,Technology,Copiers,
28,September,Qtr 3,2014,Technology,Copiers,
29,September,Qtr 3,2014,Technology,Copiers,
30,September,Qtr 3,2014,Technology,Copiers,
1,October,Qtr 4,2014,Technology,Copiers,
2,October,Qtr 4,2014,Technology,Copiers,
3,October,Qtr 4,2014,Technology,Copiers,
4,October,Qtr 4,2014,Technology,Copiers,
5,October,Qtr 4,2014,Technology,Copiers,
6,October,Qtr 4,2014,Technology,Copiers,
7,October,Qtr 4,2014,Technology,Copiers,
8,October,Qtr 4,2014,Technology,Copiers,
9,October,Qtr 4,2014,Technology,Copiers,
10,October,Qtr 4,2014,Technology,Copiers,
11,October,Qtr 4,2014,Technology,Copiers,
12,October,Qtr 4,2014,Technology,Copiers,
13,October,Qtr 4,2014,Technology,Copiers,
14,October,Qtr 4,2014,Technology,Copiers,624.9875
15,October,Qtr 4,2014,Technology,Copiers,
16,October,Qtr 4,2014,Technology,Copiers,
