Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.City,Orders.Country,Orders.Segment,Sum(Orders.Profit),Sum(Orders.Sales)
2015,Office Supplies,Storage,Tigard,United States,Consumer,,
2016,Office Supplies,Storage,Tigard,United States,Consumer,,
2017,Office Supplies,Storage,Tigard,United States,Consumer,,
2014,Office Supplies,Storage,Toledo,United States,Consumer,,
2015,Office Supplies,Storage,Toledo,United States,Consumer,,
2016,Office Supplies,Storage,Toledo,United States,Consumer,-2.436,38.976
2017,Office Supplies,Storage,Toledo,United States,Consumer,,
2014,Office Supplies,Storage,Toledo,United States,Home Office,,
2015,Office Supplies,Storage,Toledo,United States,Home Office,,
2016,Office Supplies,Storage,Toledo,United States,Home Office,3.751999999999999,37.52000000000001
2017,Office Supplies,Storage,Toledo,United States,Home Office,,
2014,Office Supplies,Storage,Trenton,United States,Consumer,,
2015,Office Supplies,Storage,Trenton,United States,Consumer,,
2016,Office Supplies,Storage,Trenton,United States,Consumer,1.4601999999999977,20.86
2017,Office Supplies,Storage,Trenton,United States,Consumer,,
2014,Office Supplies,Storage,Troy,United States,Consumer,,
2015,Office Supplies,Storage,Troy,United States,Consumer,,
2016,Office Supplies,Storage,Troy,United States,Consumer,52.139999999999986,208.56
2017,Office Supplies,Storage,Troy,United States,Consumer,,
2014,Office Supplies,Storage,Troy,United States,Home Office,,
2015,Office Supplies,Storage,Troy,United States,Home Office,,
2016,Office Supplies,Storage,Troy,United States,Home Office,8.0652,31.02
2017,Office Supplies,Storage,Troy,United States,Home Office,,
2014,Office Supplies,Storage,Tucson,United States,Consumer,,
2015,Office Supplies,Storage,Tucson,United States,Consumer,-58.68719999999999,247.10399999999998
2016,Office Supplies,Storage,Tucson,United States,Consumer,,
2017,Office Supplies,Storage,Tucson,United States,Consumer,,
2014,Office Supplies,Storage,Tulsa,United States,Corporate,,
2015,Office Supplies,Storage,Tulsa,United States,Corporate,,
2016,Office Supplies,Storage,Tulsa,United States,Corporate,9.98820000000002,332.94
2017,Office Supplies,Storage,Tulsa,United States,Corporate,,
2014,Office Supplies,Storage,Tulsa,United States,Home Office,5.759399999999998,19.86
2015,Office Supplies,Storage,Tulsa,United States,Home Office,,
2016,Office Supplies,Storage,Tulsa,United States,Home Office,,
2017,Office Supplies,Storage,Tulsa,United States,Home Office,,
2014,Office Supplies,Storage,Vacaville,United States,Consumer,110.05279999999999,423.28
2015,Office Supplies,Storage,Vacaville,United States,Consumer,,
2016,Office Supplies,Storage,Vacaville,United States,Consumer,,
2017,Office Supplies,Storage,Vacaville,United States,Consumer,,
2014,Office Supplies,Storage,Visalia,United States,Consumer,,
2015,Office Supplies,Storage,Visalia,United States,Consumer,,
2016,Office Supplies,Storage,Visalia,United States,Consumer,65.435,261.74
2017,Office Supplies,Storage,Visalia,United States,Consumer,,
2014,Office Supplies,Storage,Waco,United States,Consumer,,
2015,Office Supplies,Storage,Waco,United States,Consumer,,
2016,Office Supplies,Storage,Waco,United States,Consumer,2.396799999999999,23.968000000000004
2017,Office Supplies,Storage,Waco,United States,Consumer,,
2014,Office Supplies,Storage,Warwick,United States,Corporate,,
2015,Office Supplies,Storage,Warwick,United States,Corporate,,
2016,Office Supplies,Storage,Warwick,United States,Corporate,,
2017,Office Supplies,Storage,Warwick,United States,Corporate,9.492399999999996,49.96
2014,Office Supplies,Storage,Waterbury,United States,Home Office,,
2015,Office Supplies,Storage,Waterbury,United States,Home Office,,
2016,Office Supplies,Storage,Waterbury,United States,Home Office,,
2017,Office Supplies,Storage,Waterbury,United States,Home Office,82.3511,324.77
2014,Office Supplies,Storage,Watertown,United States,Corporate,,
2015,Office Supplies,Storage,Watertown,United States,Corporate,,
2016,Office Supplies,Storage,Watertown,United States,Corporate,,
2017,Office Supplies,Storage,Watertown,United States,Corporate,25.053599999999996,96.35999999999999
2014,Office Supplies,Storage,Waukesha,United States,Consumer,,
2015,Office Supplies,Storage,Waukesha,United States,Consumer,,
2016,Office Supplies,Storage,Waukesha,United States,Consumer,14.169999999999998,54.5
2017,Office Supplies,Storage,Waukesha,United States,Consumer,,
2014,Office Supplies,Storage,Wausau,United States,Consumer,15.760900000000003,59.21
2015,Office Supplies,Storage,Wausau,United States,Consumer,,
2016,Office Supplies,Storage,Wausau,United States,Consumer,,
2017,Office Supplies,Storage,Wausau,United States,Consumer,,
2014,Office Supplies,Storage,Waynesboro,United States,Consumer,10.315199999999999,36.839999999999996
2015,Office Supplies,Storage,Waynesboro,United States,Consumer,,
2016,Office Supplies,Storage,Waynesboro,United States,Consumer,,
2017,Office Supplies,Storage,Waynesboro,United States,Consumer,,
2014,Office Supplies,Storage,West Jordan,United States,Consumer,9.989999999999995,55.5
2015,Office Supplies,Storage,West Jordan,United States,Consumer,,
2016,Office Supplies,Storage,West Jordan,United States,Consumer,,
2017,Office Supplies,Storage,West Jordan,United States,Consumer,,
2014,Office Supplies,Storage,Westfield,United States,Home Office,,
2015,Office Supplies,Storage,Westfield,United States,Home Office,,
2016,Office Supplies,Storage,Westfield,United States,Home Office,,
2017,Office Supplies,Storage,Westfield,United States,Home Office,12.0276,46.26
2014,Office Supplies,Storage,Westland,United States,Consumer,28.511799999999994,292.52
2015,Office Supplies,Storage,Westland,United States,Consumer,,
2016,Office Supplies,Storage,Westland,United States,Consumer,135.21900000000002,965.8499999999999
2017,Office Supplies,Storage,Westland,United States,Consumer,,
2014,Office Supplies,Storage,Wilmington,United States,Consumer,,
2015,Office Supplies,Storage,Wilmington,United States,Consumer,,
2016,Office Supplies,Storage,Wilmington,United States,Consumer,63.436800000000005,226.56
2017,Office Supplies,Storage,Wilmington,United States,Consumer,,
2014,Office Supplies,Storage,Wilmington,United States,Corporate,,
2015,Office Supplies,Storage,Wilmington,United States,Corporate,21.714000000000002,77.55
2016,Office Supplies,Storage,Wilmington,United States,Corporate,,
2017,Office Supplies,Storage,Wilmington,United States,Corporate,,
2014,Office Supplies,Storage,Wilson,United States,Corporate,,
2015,Office Supplies,Storage,Wilson,United States,Corporate,,
2016,Office Supplies,Storage,Wilson,United States,Corporate,-27.870000000000005,181.536
2017,Office Supplies,Storage,Wilson,United States,Corporate,,
2014,Office Supplies,Storage,Woodbury,United States,Corporate,,
2015,Office Supplies,Storage,Woodbury,United States,Corporate,,
2016,Office Supplies,Storage,Woodbury,United States,Corporate,160.62299999999993,535.41
2017,Office Supplies,Storage,Woodbury,United States,Corporate,,
2014,Office Supplies,Storage,Woonsocket,United States,Corporate,,
2015,Office Supplies,Storage,Woonsocket,United States,Corporate,13.891499999999999,51.449999999999996
2016,Office Supplies,Storage,Woonsocket,United States,Corporate,,
2017,Office Supplies,Storage,Woonsocket,United States,Corporate,,
2014,Office Supplies,Storage,Yonkers,United States,Consumer,,
2015,Office Supplies,Storage,Yonkers,United States,Consumer,,
2016,Office Supplies,Storage,Yonkers,United States,Consumer,105.24679999999995,362.92
2017,Office Supplies,Storage,Yonkers,United States,Consumer,,
2014,Office Supplies,Storage,York,United States,Corporate,,
2015,Office Supplies,Storage,York,United States,Corporate,,
2016,Office Supplies,Storage,York,United States,Corporate,-50.87040000000002,254.35200000000003
2017,Office Supplies,Storage,York,United States,Corporate,,
2014,Office Supplies,Supplies,Aberdeen,United States,Consumer,,
2015,Office Supplies,Supplies,Aberdeen,United States,Consumer,,
2016,Office Supplies,Supplies,Aberdeen,United States,Consumer,,
2017,Office Supplies,Supplies,Aberdeen,United States,Consumer,6.63,25.5
2014,Office Supplies,Supplies,Alexandria,United States,Corporate,83.28100000000006,4164.049999999999
2015,Office Supplies,Supplies,Alexandria,United States,Corporate,,
2016,Office Supplies,Supplies,Alexandria,United States,Corporate,,
2017,Office Supplies,Supplies,Alexandria,United States,Corporate,,
2014,Office Supplies,Supplies,Allentown,United States,Home Office,,
2015,Office Supplies,Supplies,Allentown,United States,Home Office,-0.6976000000000007,3.4880000000000004
2016,Office Supplies,Supplies,Allentown,United States,Home Office,,
2017,Office Supplies,Supplies,Allentown,United States,Home Office,,
2014,Office Supplies,Supplies,Anaheim,United States,Consumer,13.299000000000003,51.150000000000006
2015,Office Supplies,Supplies,Anaheim,United States,Consumer,,
2016,Office Supplies,Supplies,Anaheim,United States,Consumer,,
2017,Office Supplies,Supplies,Anaheim,United States,Consumer,,
2014,Office Supplies,Supplies,Anaheim,United States,Corporate,,
2015,Office Supplies,Supplies,Anaheim,United States,Corporate,,
2016,Office Supplies,Supplies,Anaheim,United States,Corporate,,
2017,Office Supplies,Supplies,Anaheim,United States,Corporate,3.6348000000000003,13.98
2014,Office Supplies,Supplies,Aurora,United States,Consumer,,
2015,Office Supplies,Supplies,Aurora,United States,Consumer,,
2016,Office Supplies,Supplies,Aurora,United States,Consumer,,
2017,Office Supplies,Supplies,Aurora,United States,Consumer,2.7719999999999994,31.680000000000003
2014,Office Supplies,Supplies,Aurora,United States,Home Office,,
2015,Office Supplies,Supplies,Aurora,United States,Home Office,0.7299999999999995,5.84
2016,Office Supplies,Supplies,Aurora,United States,Home Office,,
2017,Office Supplies,Supplies,Aurora,United States,Home Office,,
2014,Office Supplies,Supplies,Austin,United States,Consumer,,
2015,Office Supplies,Supplies,Austin,United States,Consumer,-1.3248000000000004,5.888000000000001
2016,Office Supplies,Supplies,Austin,United States,Consumer,,
2017,Office Supplies,Supplies,Austin,United States,Consumer,,
2014,Office Supplies,Supplies,Avondale,United States,Consumer,3.5993999999999993,47.992000000000004
2015,Office Supplies,Supplies,Avondale,United States,Consumer,,
2016,Office Supplies,Supplies,Avondale,United States,Consumer,,
2017,Office Supplies,Supplies,Avondale,United States,Consumer,,
2014,Office Supplies,Supplies,Baltimore,United States,Consumer,,
2015,Office Supplies,Supplies,Baltimore,United States,Consumer,,
2016,Office Supplies,Supplies,Baltimore,United States,Consumer,,
2017,Office Supplies,Supplies,Baltimore,United States,Consumer,6.5052,25.02
2014,Office Supplies,Supplies,Bartlett,United States,Consumer,,
2015,Office Supplies,Supplies,Bartlett,United States,Consumer,10.007999999999988,88.96000000000001
2016,Office Supplies,Supplies,Bartlett,United States,Consumer,,
2017,Office Supplies,Supplies,Bartlett,United States,Consumer,,
2014,Office Supplies,Supplies,Bellevue,United States,Home Office,,
2015,Office Supplies,Supplies,Bellevue,United States,Home Office,,
2016,Office Supplies,Supplies,Bellevue,United States,Home Office,7.604999999999998,25.349999999999998
2017,Office Supplies,Supplies,Bellevue,United States,Home Office,,
2014,Office Supplies,Supplies,Bolingbrook,United States,Consumer,,
2015,Office Supplies,Supplies,Bolingbrook,United States,Consumer,2.7719999999999994,31.680000000000003
2016,Office Supplies,Supplies,Bolingbrook,United States,Consumer,,
2017,Office Supplies,Supplies,Bolingbrook,United States,Consumer,,
2014,Office Supplies,Supplies,Brownsville,United States,Consumer,,
2015,Office Supplies,Supplies,Brownsville,United States,Consumer,,
2016,Office Supplies,Supplies,Brownsville,United States,Consumer,,
2017,Office Supplies,Supplies,Brownsville,United States,Consumer,-0.34880000000000033,1.7440000000000002
2014,Office Supplies,Supplies,Buffalo,United States,Consumer,,
2015,Office Supplies,Supplies,Buffalo,United States,Consumer,,
2016,Office Supplies,Supplies,Buffalo,United States,Consumer,16.703400000000016,835.1700000000001
2017,Office Supplies,Supplies,Buffalo,United States,Consumer,,
2014,Office Supplies,Supplies,Carlsbad,United States,Home Office,,
2015,Office Supplies,Supplies,Carlsbad,United States,Home Office,,
2016,Office Supplies,Supplies,Carlsbad,United States,Home Office,,
2017,Office Supplies,Supplies,Carlsbad,United States,Home Office,4.3368,16.68
2014,Office Supplies,Supplies,Carrollton,United States,Consumer,,
2015,Office Supplies,Supplies,Carrollton,United States,Consumer,,
2016,Office Supplies,Supplies,Carrollton,United States,Consumer,,
2017,Office Supplies,Supplies,Carrollton,United States,Consumer,0.5004,6.672000000000001
2014,Office Supplies,Supplies,Charlotte,United States,Corporate,,
2015,Office Supplies,Supplies,Charlotte,United States,Corporate,,
2016,Office Supplies,Supplies,Charlotte,United States,Corporate,-34.75800000000002,185.376
2017,Office Supplies,Supplies,Charlotte,United States,Corporate,,
2014,Office Supplies,Supplies,Chester,United States,Corporate,,
2015,Office Supplies,Supplies,Chester,United States,Corporate,,
2016,Office Supplies,Supplies,Chester,United States,Corporate,,
2017,Office Supplies,Supplies,Chester,United States,Corporate,-42.9516,190.89600000000002
2014,Office Supplies,Supplies,Chicago,United States,Consumer,,
2015,Office Supplies,Supplies,Chicago,United States,Consumer,3.0690000000000026,40.92
2016,Office Supplies,Supplies,Chicago,United States,Consumer,,
2017,Office Supplies,Supplies,Chicago,United States,Consumer,2.5136999999999983,22.344
2014,Office Supplies,Supplies,Chicago,United States,Corporate,2.501999999999997,22.240000000000002
2015,Office Supplies,Supplies,Chicago,United States,Corporate,-1.7440000000000015,8.72
2016,Office Supplies,Supplies,Chicago,United States,Corporate,1.5426000000000002,20.568
2017,Office Supplies,Supplies,Chicago,United States,Corporate,,
2014,Office Supplies,Supplies,Columbia,United States,Consumer,,
2015,Office Supplies,Supplies,Columbia,United States,Consumer,,
2016,Office Supplies,Supplies,Columbia,United States,Consumer,,
2017,Office Supplies,Supplies,Columbia,United States,Consumer,-1.9872000000000005,8.832
2014,Office Supplies,Supplies,Columbus,United States,Consumer,1.1479999999999988,9.184000000000001
2015,Office Supplies,Supplies,Columbus,United States,Consumer,,
2016,Office Supplies,Supplies,Columbus,United States,Consumer,1.1796000000000002,18.752000000000002
2017,Office Supplies,Supplies,Columbus,United States,Consumer,,
2014,Office Supplies,Supplies,Columbus,United States,Corporate,,
2015,Office Supplies,Supplies,Columbus,United States,Corporate,,
2016,Office Supplies,Supplies,Columbus,United States,Corporate,1.6899999999999986,13.52
2017,Office Supplies,Supplies,Columbus,United States,Corporate,-71.72659999999999,419.07200000000006
2014,Office Supplies,Supplies,Concord,United States,Consumer,0.3491999999999995,3.104
2015,Office Supplies,Supplies,Concord,United States,Consumer,,
2016,Office Supplies,Supplies,Concord,United States,Consumer,,
2017,Office Supplies,Supplies,Concord,United States,Consumer,,
2014,Office Supplies,Supplies,Concord,United States,Home Office,,
2015,Office Supplies,Supplies,Concord,United States,Home Office,,
2016,Office Supplies,Supplies,Concord,United States,Home Office,8.099699999999999,27.93
2017,Office Supplies,Supplies,Concord,United States,Home Office,,
2014,Office Supplies,Supplies,Dallas,United States,Consumer,,
2015,Office Supplies,Supplies,Dallas,United States,Consumer,,
2016,Office Supplies,Supplies,Dallas,United States,Consumer,-4.7416000000000125,106.68800000000002
2017,Office Supplies,Supplies,Dallas,United States,Consumer,5.8661999999999965,55.872
2014,Office Supplies,Supplies,Dallas,United States,Corporate,,
2015,Office Supplies,Supplies,Dallas,United States,Corporate,-4.895999999999999,23.04
2016,Office Supplies,Supplies,Dallas,United States,Corporate,,
2017,Office Supplies,Supplies,Dallas,United States,Corporate,0.6837999999999984,30.736000000000004
2014,Office Supplies,Supplies,Denver,United States,Consumer,0.5099999999999998,6.800000000000001
2015,Office Supplies,Supplies,Denver,United States,Consumer,,
2016,Office Supplies,Supplies,Denver,United States,Consumer,,
2017,Office Supplies,Supplies,Denver,United States,Consumer,-299.8116,1332.496
2014,Office Supplies,Supplies,Eugene,United States,Corporate,,
2015,Office Supplies,Supplies,Eugene,United States,Corporate,,
2016,Office Supplies,Supplies,Eugene,United States,Corporate,-4.1762,17.584000000000003
2017,Office Supplies,Supplies,Eugene,United States,Corporate,,
2014,Office Supplies,Supplies,Fairfield,United States,Consumer,3.3755999999999986,11.64
2015,Office Supplies,Supplies,Fairfield,United States,Consumer,,
2016,Office Supplies,Supplies,Fairfield,United States,Consumer,,
2017,Office Supplies,Supplies,Fairfield,United States,Consumer,,
2014,Office Supplies,Supplies,Farmington,United States,Consumer,,
2015,Office Supplies,Supplies,Farmington,United States,Consumer,0.3864000000000001,12.88
2016,Office Supplies,Supplies,Farmington,United States,Consumer,,
2017,Office Supplies,Supplies,Farmington,United States,Consumer,,
2014,Office Supplies,Supplies,Florence,United States,Consumer,1.9629000000000003,7.27
2015,Office Supplies,Supplies,Florence,United States,Consumer,,
2016,Office Supplies,Supplies,Florence,United States,Consumer,,
2017,Office Supplies,Supplies,Florence,United States,Consumer,,
2014,Office Supplies,Supplies,Glendale,United States,Corporate,,
2015,Office Supplies,Supplies,Glendale,United States,Corporate,,
2016,Office Supplies,Supplies,Glendale,United States,Corporate,4.224999999999998,33.8
2017,Office Supplies,Supplies,Glendale,United States,Corporate,,
2014,Office Supplies,Supplies,Greensboro,United States,Corporate,,
2015,Office Supplies,Supplies,Greensboro,United States,Corporate,,
2016,Office Supplies,Supplies,Greensboro,United States,Corporate,-4.379200000000001,20.608000000000004
2017,Office Supplies,Supplies,Greensboro,United States,Corporate,,
2014,Office Supplies,Supplies,Greenville,United States,Home Office,,
2015,Office Supplies,Supplies,Greenville,United States,Home Office,,
2016,Office Supplies,Supplies,Greenville,United States,Home Office,3.5059999999999967,28.048000000000002
2017,Office Supplies,Supplies,Greenville,United States,Home Office,,
2014,Office Supplies,Supplies,Haltom City,United States,Corporate,,
2015,Office Supplies,Supplies,Haltom City,United States,Corporate,1.6776,22.368000000000002
2016,Office Supplies,Supplies,Haltom City,United States,Corporate,,
2017,Office Supplies,Supplies,Haltom City,United States,Corporate,,
2014,Office Supplies,Supplies,Hialeah,United States,Corporate,,
2015,Office Supplies,Supplies,Hialeah,United States,Corporate,,
2016,Office Supplies,Supplies,Hialeah,United States,Corporate,5.1282,45.584
2017,Office Supplies,Supplies,Hialeah,United States,Corporate,,
2014,Office Supplies,Supplies,Homestead,United States,Consumer,,
2015,Office Supplies,Supplies,Homestead,United States,Consumer,,
2016,Office Supplies,Supplies,Homestead,United States,Consumer,,
2017,Office Supplies,Supplies,Homestead,United States,Consumer,-0.6624000000000002,2.9440000000000004
2014,Office Supplies,Supplies,Hoover,United States,Corporate,,
2015,Office Supplies,Supplies,Hoover,United States,Corporate,,
2016,Office Supplies,Supplies,Hoover,United States,Corporate,,
2017,Office Supplies,Supplies,Hoover,United States,Corporate,9.54480000000001,477.24
2014,Office Supplies,Supplies,Houston,United States,Consumer,3.927300000000002,43.632
2015,Office Supplies,Supplies,Houston,United States,Consumer,,
2016,Office Supplies,Supplies,Houston,United States,Consumer,,
2017,Office Supplies,Supplies,Houston,United States,Consumer,,
2014,Office Supplies,Supplies,Houston,United States,Corporate,-3.123000000000002,16.656000000000002
2015,Office Supplies,Supplies,Houston,United States,Corporate,,
2016,Office Supplies,Supplies,Houston,United States,Corporate,,
2017,Office Supplies,Supplies,Houston,United States,Corporate,,
2014,Office Supplies,Supplies,Houston,United States,Home Office,,
2015,Office Supplies,Supplies,Houston,United States,Home Office,-14.687999999999999,69.12
2016,Office Supplies,Supplies,Houston,United States,Home Office,,
2017,Office Supplies,Supplies,Houston,United States,Home Office,-1.0410000000000006,5.5520000000000005
2014,Office Supplies,Supplies,Inglewood,United States,Corporate,,
2015,Office Supplies,Supplies,Inglewood,United States,Corporate,,
2016,Office Supplies,Supplies,Inglewood,United States,Corporate,,
2017,Office Supplies,Supplies,Inglewood,United States,Corporate,8.235999999999999,28.4
2014,Office Supplies,Supplies,Irving,United States,Consumer,,
2015,Office Supplies,Supplies,Irving,United States,Consumer,,
2016,Office Supplies,Supplies,Irving,United States,Consumer,-34.75800000000002,185.376
2017,Office Supplies,Supplies,Irving,United States,Consumer,,
2014,Office Supplies,Supplies,Jackson,United States,Home Office,,
2015,Office Supplies,Supplies,Jackson,United States,Home Office,21.035999999999994,70.12
2016,Office Supplies,Supplies,Jackson,United States,Home Office,,
2017,Office Supplies,Supplies,Jackson,United States,Home Office,,
2014,Office Supplies,Supplies,Jacksonville,United States,Consumer,,
2015,Office Supplies,Supplies,Jacksonville,United States,Consumer,,
2016,Office Supplies,Supplies,Jacksonville,United States,Consumer,1.436399999999999,12.768
2017,Office Supplies,Supplies,Jacksonville,United States,Consumer,0.4159999999999997,3.3280000000000003
2014,Office Supplies,Supplies,Lafayette,United States,Consumer,,
2015,Office Supplies,Supplies,Lafayette,United States,Consumer,,
2016,Office Supplies,Supplies,Lafayette,United States,Consumer,,
2017,Office Supplies,Supplies,Lafayette,United States,Consumer,33.312400000000025,1665.62
2014,Office Supplies,Supplies,Lakeville,United States,Consumer,,
2015,Office Supplies,Supplies,Lakeville,United States,Consumer,,
2016,Office Supplies,Supplies,Lakeville,United States,Consumer,,
2017,Office Supplies,Supplies,Lakeville,United States,Consumer,10.799599999999998,37.24
2014,Office Supplies,Supplies,Lakewood,United States,Consumer,,
2015,Office Supplies,Supplies,Lakewood,United States,Consumer,2.039999999999999,27.200000000000003
2016,Office Supplies,Supplies,Lakewood,United States,Consumer,,
2017,Office Supplies,Supplies,Lakewood,United States,Consumer,,
2014,Office Supplies,Supplies,Lancaster,United States,Consumer,-64.4274,286.34400000000005
2015,Office Supplies,Supplies,Lancaster,United States,Consumer,,
2016,Office Supplies,Supplies,Lancaster,United States,Consumer,,
2017,Office Supplies,Supplies,Lancaster,United States,Consumer,,
2014,Office Supplies,Supplies,Lawrence,United States,Home Office,,
2015,Office Supplies,Supplies,Lawrence,United States,Home Office,,
2016,Office Supplies,Supplies,Lawrence,United States,Home Office,,
2017,Office Supplies,Supplies,Lawrence,United States,Home Office,6.6846000000000005,25.71
2014,Office Supplies,Supplies,Lodi,United States,Consumer,,
2015,Office Supplies,Supplies,Lodi,United States,Consumer,,
2016,Office Supplies,Supplies,Lodi,United States,Consumer,,
2017,Office Supplies,Supplies,Lodi,United States,Consumer,28.21699999999999,97.3
2014,Office Supplies,Supplies,Long Beach,United States,Consumer,,
2015,Office Supplies,Supplies,Long Beach,United States,Consumer,18.313999999999993,62.9
2016,Office Supplies,Supplies,Long Beach,United States,Consumer,,
2017,Office Supplies,Supplies,Long Beach,United States,Consumer,31.931899999999988,110.11
2014,Office Supplies,Supplies,Long Beach,United States,Corporate,4.4564,17.14
2015,Office Supplies,Supplies,Long Beach,United States,Corporate,,
2016,Office Supplies,Supplies,Long Beach,United States,Corporate,6.6846000000000005,25.71
2017,Office Supplies,Supplies,Long Beach,United States,Corporate,,
2014,Office Supplies,Supplies,Los Angeles,United States,Consumer,5.319600000000001,20.46
2015,Office Supplies,Supplies,Los Angeles,United States,Consumer,2.0607999999999995,77.28
2016,Office Supplies,Supplies,Los Angeles,United States,Consumer,,
2017,Office Supplies,Supplies,Los Angeles,United States,Consumer,,
2014,Office Supplies,Supplies,Los Angeles,United States,Corporate,14.485000000000031,487.02
2015,Office Supplies,Supplies,Los Angeles,United States,Corporate,18.75509999999999,64.09
2016,Office Supplies,Supplies,Los Angeles,United States,Corporate,48.81819999999995,840.1399999999999
2017,Office Supplies,Supplies,Los Angeles,United States,Corporate,8.019,29.700000000000003
2014,Office Supplies,Supplies,Los Angeles,United States,Home Office,4.500799999999998,15.52
2015,Office Supplies,Supplies,Los Angeles,United States,Home Office,,
2016,Office Supplies,Supplies,Los Angeles,United States,Home Office,,
2017,Office Supplies,Supplies,Los Angeles,United States,Home Office,,
2014,Office Supplies,Supplies,Louisville,United States,Corporate,,
2015,Office Supplies,Supplies,Louisville,United States,Corporate,,
2016,Office Supplies,Supplies,Louisville,United States,Corporate,,
2017,Office Supplies,Supplies,Louisville,United States,Corporate,0.7728000000000002,25.76
2014,Office Supplies,Supplies,Lowell,United States,Consumer,,
2015,Office Supplies,Supplies,Lowell,United States,Consumer,,
2016,Office Supplies,Supplies,Lowell,United States,Consumer,,
2017,Office Supplies,Supplies,Lowell,United States,Consumer,0.17439999999999944,4.36
2014,Office Supplies,Supplies,Manchester,United States,Corporate,,
2015,Office Supplies,Supplies,Manchester,United States,Corporate,,
2016,Office Supplies,Supplies,Manchester,United States,Corporate,0.14719999999999978,7.36
2017,Office Supplies,Supplies,Manchester,United States,Corporate,,
2014,Office Supplies,Supplies,Mcallen,United States,Consumer,,
2015,Office Supplies,Supplies,Mcallen,United States,Consumer,,
2016,Office Supplies,Supplies,Mcallen,United States,Consumer,1.0008,13.344000000000001
2017,Office Supplies,Supplies,Mcallen,United States,Consumer,,
2014,Office Supplies,Supplies,Miami,United States,Home Office,-1.0410000000000006,5.5520000000000005
2015,Office Supplies,Supplies,Miami,United States,Home Office,,
2016,Office Supplies,Supplies,Miami,United States,Home Office,,
2017,Office Supplies,Supplies,Miami,United States,Home Office,,
2014,Office Supplies,Supplies,Milford,United States,Corporate,,
2015,Office Supplies,Supplies,Milford,United States,Corporate,,
2016,Office Supplies,Supplies,Milford,United States,Corporate,,
2017,Office Supplies,Supplies,Milford,United States,Corporate,7.979400000000002,30.69
2014,Office Supplies,Supplies,Milwaukee,United States,Home Office,,
2015,Office Supplies,Supplies,Milwaukee,United States,Home Office,,
2016,Office Supplies,Supplies,Milwaukee,United States,Home Office,,
2017,Office Supplies,Supplies,Milwaukee,United States,Home Office,5.888700000000001,21.81
2014,Office Supplies,Supplies,New Rochelle,United States,Home Office,2.1899999999999995,7.3
2015,Office Supplies,Supplies,New Rochelle,United States,Home Office,,
2016,Office Supplies,Supplies,New Rochelle,United States,Home Office,,
2017,Office Supplies,Supplies,New Rochelle,United States,Home Office,,
2014,Office Supplies,Supplies,New York City,United States,Consumer,26.749200000000005,107.34000000000002
2015,Office Supplies,Supplies,New York City,United States,Consumer,7.222200000000007,364.29
2016,Office Supplies,Supplies,New York City,United States,Consumer,46.0098,160.17000000000002
2017,Office Supplies,Supplies,New York City,United States,Consumer,73.22099999999999,247.73000000000002
2014,Office Supplies,Supplies,New York City,United States,Corporate,,
2015,Office Supplies,Supplies,New York City,United States,Corporate,,
2016,Office Supplies,Supplies,New York City,United States,Corporate,30.449400000000008,108.21000000000001
2017,Office Supplies,Supplies,New York City,United States,Corporate,25.614999999999974,375.97999999999996
2014,Office Supplies,Supplies,New York City,United States,Home Office,,
2015,Office Supplies,Supplies,New York City,United States,Home Office,,
2016,Office Supplies,Supplies,New York City,United States,Home Office,,
2017,Office Supplies,Supplies,New York City,United States,Home Office,7.211100000000016,240.37
2014,Office Supplies,Supplies,Newark,United States,Consumer,,
2015,Office Supplies,Supplies,Newark,United States,Consumer,-3.771500000000001,15.88
2016,Office Supplies,Supplies,Newark,United States,Consumer,,
2017,Office Supplies,Supplies,Newark,United States,Consumer,,
2014,Office Supplies,Supplies,Newport News,United States,Home Office,,
2015,Office Supplies,Supplies,Newport News,United States,Home Office,,
2016,Office Supplies,Supplies,Newport News,United States,Home Office,20.154999999999994,69.5
2017,Office Supplies,Supplies,Newport News,United States,Home Office,,
2014,Office Supplies,Supplies,North Miami,United States,Consumer,-1.8126000000000002,7.6320000000000014
2015,Office Supplies,Supplies,North Miami,United States,Consumer,,
2016,Office Supplies,Supplies,North Miami,United States,Consumer,,
2017,Office Supplies,Supplies,North Miami,United States,Consumer,,
2014,Office Supplies,Supplies,Olathe,United States,Home Office,7.158600000000007,357.93
2015,Office Supplies,Supplies,Olathe,United States,Home Office,,
2016,Office Supplies,Supplies,Olathe,United States,Home Office,,
2017,Office Supplies,Supplies,Olathe,United States,Home Office,,
2014,Office Supplies,Supplies,Omaha,United States,Consumer,,
2015,Office Supplies,Supplies,Omaha,United States,Consumer,,
2016,Office Supplies,Supplies,Omaha,United States,Consumer,5.0699999999999985,16.9
2017,Office Supplies,Supplies,Omaha,United States,Consumer,,
2014,Office Supplies,Supplies,Orange,United States,Home Office,,
2015,Office Supplies,Supplies,Orange,United States,Home Office,,
2016,Office Supplies,Supplies,Orange,United States,Home Office,8.099699999999999,27.93
2017,Office Supplies,Supplies,Orange,United States,Home Office,,
2014,Office Supplies,Supplies,Owensboro,United States,Corporate,6.63,25.5
2015,Office Supplies,Supplies,Owensboro,United States,Corporate,,
2016,Office Supplies,Supplies,Owensboro,United States,Corporate,,
