Category,Sub-Category,Region,Year,Quarter,Value Column Name,Value
"Technology","Copiers","Central","2016","Qtr 1","(Sum of Quantity - Sum of Sales)%",
"Technology","Copiers","Central","2016","Qtr 2","Sum of Sales",
"Technology","Copiers","Central","2016","Qtr 2","Sum of Quantity",
"Technology","Copiers","Central","2016","Qtr 2","Sum of Profit",
"Technology","Copiers","Central","2016","Qtr 2","Sum of Profit - Sum of Sales",
"Technology","Copiers","Central","2016","Qtr 2","(Sum of Profit - Sum of Sales)%",
"Technology","Copiers","Central","2016","Qtr 2","Sum of Profit - Sum of Quantity",
"Technology","Copiers","Central","2016","Qtr 2","(Sum of Profit - Sum of Quantity)%",
"Technology","Copiers","Central","2016","Qtr 2","Sum of Quantity - Sum of Sales",
"Technology","Copiers","Central","2016","Qtr 2","(Sum of Quantity - Sum of Sales)%",
"Technology","Copiers","Central","2016","Qtr 3","Sum of Sales",
"Technology","Copiers","Central","2016","Qtr 3","Sum of Quantity",
"Technology","Copiers","Central","2016","Qtr 3","Sum of Profit",
"Technology","Copiers","Central","2016","Qtr 3","Sum of Profit - Sum of Sales",
"Technology","Copiers","Central","2016","Qtr 3","(Sum of Profit - Sum of Sales)%",
"Technology","Copiers","Central","2016","Qtr 3","Sum of Profit - Sum of Quantity",
"Technology","Copiers","Central","2016","Qtr 3","(Sum of Profit - Sum of Quantity)%",
"Technology","Copiers","Central","2016","Qtr 3","Sum of Quantity - Sum of Sales",
"Technology","Copiers","Central","2016","Qtr 3","(Sum of Quantity - Sum of Sales)%",
"Technology","Copiers","Central","2016","Qtr 4","Sum of Sales","17499.949999999997"
"Technology","Copiers","Central","2016","Qtr 4","Sum of Quantity","5"
"Technology","Copiers","Central","2016","Qtr 4","Sum of Profit","8399.975999999999"
"Technology","Copiers","Central","2016","Qtr 4","Sum of Profit - Sum of Sales","-9099.973999999998"
"Technology","Copiers","Central","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.52"
"Technology","Copiers","Central","2016","Qtr 4","Sum of Profit - Sum of Quantity","8394.975999999999"
"Technology","Copiers","Central","2016","Qtr 4","(Sum of Profit - Sum of Quantity)%","1678.9951999999998"
"Technology","Copiers","Central","2016","Qtr 4","Sum of Quantity - Sum of Sales","-17494.949999999997"
"Technology","Copiers","Central","2016","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9997142848979569"
"Technology","Copiers","Central","2017","Qtr 1","Sum of Sales","3359.944"
"Technology","Copiers","Central","2017","Qtr 1","Sum of Quantity","7"
"Technology","Copiers","Central","2017","Qtr 1","Sum of Profit","905.9849000000002"
"Technology","Copiers","Central","2017","Qtr 1","Sum of Profit - Sum of Sales","-2453.9591"
"Technology","Copiers","Central","2017","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.7303571428571429"
"Technology","Copiers","Central","2017","Qtr 1","Sum of Profit - Sum of Quantity","898.9849000000002"
"Technology","Copiers","Central","2017","Qtr 1","(Sum of Profit - Sum of Quantity)%","128.42641428571432"
"Technology","Copiers","Central","2017","Qtr 1","Sum of Quantity - Sum of Sales","-3352.944"
"Technology","Copiers","Central","2017","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.9979166319438657"
"Technology","Copiers","Central","2017","Qtr 2","Sum of Sales",
"Technology","Copiers","Central","2017","Qtr 2","Sum of Quantity",
"Technology","Copiers","Central","2017","Qtr 2","Sum of Profit",
"Technology","Copiers","Central","2017","Qtr 2","Sum of Profit - Sum of Sales",
"Technology","Copiers","Central","2017","Qtr 2","(Sum of Profit - Sum of Sales)%",
"Technology","Copiers","Central","2017","Qtr 2","Sum of Profit - Sum of Quantity",
"Technology","Copiers","Central","2017","Qtr 2","(Sum of Profit - Sum of Quantity)%",
"Technology","Copiers","Central","2017","Qtr 2","Sum of Quantity - Sum of Sales",
"Technology","Copiers","Central","2017","Qtr 2","(Sum of Quantity - Sum of Sales)%",
"Technology","Copiers","Central","2017","Qtr 3","Sum of Sales","319.98400000000004"
"Technology","Copiers","Central","2017","Qtr 3","Sum of Quantity","2"
"Technology","Copiers","Central","2017","Qtr 3","Sum of Profit","107.99459999999999"
"Technology","Copiers","Central","2017","Qtr 3","Sum of Profit - Sum of Sales","-211.98940000000005"
"Technology","Copiers","Central","2017","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.6625000000000001"
"Technology","Copiers","Central","2017","Qtr 3","Sum of Profit - Sum of Quantity","105.99459999999999"
"Technology","Copiers","Central","2017","Qtr 3","(Sum of Profit - Sum of Quantity)%","52.997299999999996"
"Technology","Copiers","Central","2017","Qtr 3","Sum of Quantity - Sum of Sales","-317.98400000000004"
"Technology","Copiers","Central","2017","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9937496874843742"
"Technology","Copiers","Central","2017","Qtr 4","Sum of Sales",
"Technology","Copiers","Central","2017","Qtr 4","Sum of Quantity",
"Technology","Copiers","Central","2017","Qtr 4","Sum of Profit",
"Technology","Copiers","Central","2017","Qtr 4","Sum of Profit - Sum of Sales",
"Technology","Copiers","Central","2017","Qtr 4","(Sum of Profit - Sum of Sales)%",
"Technology","Copiers","Central","2017","Qtr 4","Sum of Profit - Sum of Quantity",
"Technology","Copiers","Central","2017","Qtr 4","(Sum of Profit - Sum of Quantity)%",
"Technology","Copiers","Central","2017","Qtr 4","Sum of Quantity - Sum of Sales",
"Technology","Copiers","Central","2017","Qtr 4","(Sum of Quantity - Sum of Sales)%",
"Technology","Copiers","East","2014","Qtr 1","Sum of Sales",
"Technology","Copiers","East","2014","Qtr 1","Sum of Quantity",
"Technology","Copiers","East","2014","Qtr 1","Sum of Profit",
"Technology","Copiers","East","2014","Qtr 1","Sum of Profit - Sum of Sales",
"Technology","Copiers","East","2014","Qtr 1","(Sum of Profit - Sum of Sales)%",
"Technology","Copiers","East","2014","Qtr 1","Sum of Profit - Sum of Quantity",
"Technology","Copiers","East","2014","Qtr 1","(Sum of Profit - Sum of Quantity)%",
"Technology","Copiers","East","2014","Qtr 1","Sum of Quantity - Sum of Sales",
"Technology","Copiers","East","2014","Qtr 1","(Sum of Quantity - Sum of Sales)%",
"Technology","Copiers","East","2014","Qtr 2","Sum of Sales","1799.9699999999998"
"Technology","Copiers","East","2014","Qtr 2","Sum of Quantity","5"
"Technology","Copiers","East","2014","Qtr 2","Sum of Profit","239.9960000000001"
"Technology","Copiers","East","2014","Qtr 2","Sum of Profit - Sum of Sales","-1559.9739999999997"
"Technology","Copiers","East","2014","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.8666666666666666"
"Technology","Copiers","East","2014","Qtr 2","Sum of Profit - Sum of Quantity","234.9960000000001"
"Technology","Copiers","East","2014","Qtr 2","(Sum of Profit - Sum of Quantity)%","46.999200000000016"
"Technology","Copiers","East","2014","Qtr 2","Sum of Quantity - Sum of Sales","-1794.9699999999998"
"Technology","Copiers","East","2014","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9972221759251542"
"Technology","Copiers","East","2014","Qtr 3","Sum of Sales","559.9920000000001"
"Technology","Copiers","East","2014","Qtr 3","Sum of Quantity","1"
"Technology","Copiers","East","2014","Qtr 3","Sum of Profit","174.99749999999997"
"Technology","Copiers","East","2014","Qtr 3","Sum of Profit - Sum of Sales","-384.99450000000013"
"Technology","Copiers","East","2014","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.6875000000000001"
"Technology","Copiers","East","2014","Qtr 3","Sum of Profit - Sum of Quantity","173.99749999999997"
"Technology","Copiers","East","2014","Qtr 3","(Sum of Profit - Sum of Quantity)%","173.99749999999997"
"Technology","Copiers","East","2014","Qtr 3","Sum of Quantity - Sum of Sales","-558.9920000000001"
"Technology","Copiers","East","2014","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9982142602037172"
"Technology","Copiers","East","2014","Qtr 4","Sum of Sales","1739.964"
"Technology","Copiers","East","2014","Qtr 4","Sum of Quantity","6"
"Technology","Copiers","East","2014","Qtr 4","Sum of Profit","235.9951999999999"
"Technology","Copiers","East","2014","Qtr 4","Sum of Profit - Sum of Sales","-1503.9688"
"Technology","Copiers","East","2014","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.8643677685285444"
"Technology","Copiers","East","2014","Qtr 4","Sum of Profit - Sum of Quantity","229.9951999999999"
"Technology","Copiers","East","2014","Qtr 4","(Sum of Profit - Sum of Quantity)%","38.332533333333316"
"Technology","Copiers","East","2014","Qtr 4","Sum of Quantity - Sum of Sales","-1733.964"
"Technology","Copiers","East","2014","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9965516527928164"
"Technology","Copiers","East","2015","Qtr 1","Sum of Sales",
"Technology","Copiers","East","2015","Qtr 1","Sum of Quantity",
"Technology","Copiers","East","2015","Qtr 1","Sum of Profit",
"Technology","Copiers","East","2015","Qtr 1","Sum of Profit - Sum of Sales",
"Technology","Copiers","East","2015","Qtr 1","(Sum of Profit - Sum of Sales)%",
"Technology","Copiers","East","2015","Qtr 1","Sum of Profit - Sum of Quantity",
"Technology","Copiers","East","2015","Qtr 1","(Sum of Profit - Sum of Quantity)%",
"Technology","Copiers","East","2015","Qtr 1","Sum of Quantity - Sum of Sales",
"Technology","Copiers","East","2015","Qtr 1","(Sum of Quantity - Sum of Sales)%",
"Technology","Copiers","East","2015","Qtr 2","Sum of Sales","2799.944"
"Technology","Copiers","East","2015","Qtr 2","Sum of Quantity","7"
"Technology","Copiers","East","2015","Qtr 2","Sum of Profit","1014.9797"
"Technology","Copiers","East","2015","Qtr 2","Sum of Profit - Sum of Sales","-1784.9643"
"Technology","Copiers","East","2015","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.6375000000000001"
"Technology","Copiers","East","2015","Qtr 2","Sum of Profit - Sum of Quantity","1007.9797"
"Technology","Copiers","East","2015","Qtr 2","(Sum of Profit - Sum of Quantity)%","143.9971"
"Technology","Copiers","East","2015","Qtr 2","Sum of Quantity - Sum of Sales","-2792.944"
"Technology","Copiers","East","2015","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9974999499989999"
"Technology","Copiers","East","2015","Qtr 3","Sum of Sales","1359.968"
"Technology","Copiers","East","2015","Qtr 3","Sum of Quantity","4"
"Technology","Copiers","East","2015","Qtr 3","Sum of Profit","389.99199999999996"
"Technology","Copiers","East","2015","Qtr 3","Sum of Profit - Sum of Sales","-969.9760000000001"
"Technology","Copiers","East","2015","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.7132344290453894"
"Technology","Copiers","East","2015","Qtr 3","Sum of Profit - Sum of Quantity","385.99199999999996"
"Technology","Copiers","East","2015","Qtr 3","(Sum of Profit - Sum of Quantity)%","96.49799999999999"
"Technology","Copiers","East","2015","Qtr 3","Sum of Quantity - Sum of Sales","-1355.968"
"Technology","Copiers","East","2015","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9970587543236311"
"Technology","Copiers","East","2015","Qtr 4","Sum of Sales","799.984"
"Technology","Copiers","East","2015","Qtr 4","Sum of Quantity","2"
"Technology","Copiers","East","2015","Qtr 4","Sum of Profit","249.99499999999998"
"Technology","Copiers","East","2015","Qtr 4","Sum of Profit - Sum of Sales","-549.989"
"Technology","Copiers","East","2015","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.6875"
"Technology","Copiers","East","2015","Qtr 4","Sum of Profit - Sum of Quantity","247.99499999999998"
"Technology","Copiers","East","2015","Qtr 4","(Sum of Profit - Sum of Quantity)%","123.99749999999999"
"Technology","Copiers","East","2015","Qtr 4","Sum of Quantity - Sum of Sales","-797.984"
"Technology","Copiers","East","2015","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9974999499989999"
"Technology","Copiers","East","2016","Qtr 1","Sum of Sales",
"Technology","Copiers","East","2016","Qtr 1","Sum of Quantity",
"Technology","Copiers","East","2016","Qtr 1","Sum of Profit",
"Technology","Copiers","East","2016","Qtr 1","Sum of Profit - Sum of Sales",
"Technology","Copiers","East","2016","Qtr 1","(Sum of Profit - Sum of Sales)%",
"Technology","Copiers","East","2016","Qtr 1","Sum of Profit - Sum of Quantity",
"Technology","Copiers","East","2016","Qtr 1","(Sum of Profit - Sum of Quantity)%",
"Technology","Copiers","East","2016","Qtr 1","Sum of Quantity - Sum of Sales",
"Technology","Copiers","East","2016","Qtr 1","(Sum of Quantity - Sum of Sales)%",
"Technology","Copiers","East","2016","Qtr 2","Sum of Sales","9239.963999999998"
"Technology","Copiers","East","2016","Qtr 2","Sum of Quantity","6"
"Technology","Copiers","East","2016","Qtr 2","Sum of Profit","1189.9957999999988"
"Technology","Copiers","East","2016","Qtr 2","Sum of Profit - Sum of Sales","-8049.968199999999"
"Technology","Copiers","East","2016","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.8712120739864355"
"Technology","Copiers","East","2016","Qtr 2","Sum of Profit - Sum of Quantity","1183.9957999999988"
"Technology","Copiers","East","2016","Qtr 2","(Sum of Profit - Sum of Quantity)%","197.3326333333331"
"Technology","Copiers","East","2016","Qtr 2","Sum of Quantity - Sum of Sales","-9233.963999999998"
"Technology","Copiers","East","2016","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.999350646820702"
"Technology","Copiers","East","2016","Qtr 3","Sum of Sales","1439.9759999999999"
"Technology","Copiers","East","2016","Qtr 3","Sum of Quantity","4"
"Technology","Copiers","East","2016","Qtr 3","Sum of Profit","191.9968"
"Technology","Copiers","East","2016","Qtr 3","Sum of Profit - Sum of Sales","-1247.9791999999998"
"Technology","Copiers","East","2016","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.8666666666666666"
"Technology","Copiers","East","2016","Qtr 3","Sum of Profit - Sum of Quantity","187.9968"
"Technology","Copiers","East","2016","Qtr 3","(Sum of Profit - Sum of Quantity)%","46.9992"
"Technology","Copiers","East","2016","Qtr 3","Sum of Quantity - Sum of Sales","-1435.9759999999999"
"Technology","Copiers","East","2016","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9972221759251542"
"Technology","Copiers","East","2016","Qtr 4","Sum of Sales","9079.83"
"Technology","Copiers","East","2016","Qtr 4","Sum of Quantity","19"
"Technology","Copiers","East","2016","Qtr 4","Sum of Profit","3761.9321999999997"
"Technology","Copiers","East","2016","Qtr 4","Sum of Profit - Sum of Sales","-5317.897800000001"
"Technology","Copiers","East","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.5856825292984561"
"Technology","Copiers","East","2016","Qtr 4","Sum of Profit - Sum of Quantity","3742.9321999999997"
"Technology","Copiers","East","2016","Qtr 4","(Sum of Profit - Sum of Quantity)%","196.99643157894735"
"Technology","Copiers","East","2016","Qtr 4","Sum of Quantity - Sum of Sales","-9060.83"
"Technology","Copiers","East","2016","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9979074498090823"
"Technology","Copiers","East","2017","Qtr 1","Sum of Sales",
"Technology","Copiers","East","2017","Qtr 1","Sum of Quantity",
"Technology","Copiers","East","2017","Qtr 1","Sum of Profit",
"Technology","Copiers","East","2017","Qtr 1","Sum of Profit - Sum of Sales",
"Technology","Copiers","East","2017","Qtr 1","(Sum of Profit - Sum of Sales)%",
"Technology","Copiers","East","2017","Qtr 1","Sum of Profit - Sum of Quantity",
"Technology","Copiers","East","2017","Qtr 1","(Sum of Profit - Sum of Quantity)%",
"Technology","Copiers","East","2017","Qtr 1","Sum of Quantity - Sum of Sales",
"Technology","Copiers","East","2017","Qtr 1","(Sum of Quantity - Sum of Sales)%",
"Technology","Copiers","East","2017","Qtr 2","Sum of Sales",
"Technology","Copiers","East","2017","Qtr 2","Sum of Quantity",
"Technology","Copiers","East","2017","Qtr 2","Sum of Profit",
"Technology","Copiers","East","2017","Qtr 2","Sum of Profit - Sum of Sales",
"Technology","Copiers","East","2017","Qtr 2","(Sum of Profit - Sum of Sales)%",
"Technology","Copiers","East","2017","Qtr 2","Sum of Profit - Sum of Quantity",
"Technology","Copiers","East","2017","Qtr 2","(Sum of Profit - Sum of Quantity)%",
"Technology","Copiers","East","2017","Qtr 2","Sum of Quantity - Sum of Sales",
"Technology","Copiers","East","2017","Qtr 2","(Sum of Quantity - Sum of Sales)%",
"Technology","Copiers","East","2017","Qtr 3","Sum of Sales","599.97"
"Technology","Copiers","East","2017","Qtr 3","Sum of Quantity","5"
"Technology","Copiers","East","2017","Qtr 3","Sum of Profit","69.99649999999997"
"Technology","Copiers","East","2017","Qtr 3","Sum of Profit - Sum of Sales","-529.9735000000001"
"Technology","Copiers","East","2017","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.8833333333333334"
"Technology","Copiers","East","2017","Qtr 3","Sum of Profit - Sum of Quantity","64.99649999999997"
"Technology","Copiers","East","2017","Qtr 3","(Sum of Profit - Sum of Quantity)%","12.999299999999995"
"Technology","Copiers","East","2017","Qtr 3","Sum of Quantity - Sum of Sales","-594.97"
"Technology","Copiers","East","2017","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9916662499791655"
"Technology","Copiers","East","2017","Qtr 4","Sum of Sales","23799.899999999998"
"Technology","Copiers","East","2017","Qtr 4","Sum of Quantity","12"
"Technology","Copiers","East","2017","Qtr 4","Sum of Profit","9502.9651"
"Technology","Copiers","East","2017","Qtr 4","Sum of Profit - Sum of Sales","-14296.934899999998"
"Technology","Copiers","East","2017","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.6007140744288841"
"Technology","Copiers","East","2017","Qtr 4","Sum of Profit - Sum of Quantity","9490.9651"
"Technology","Copiers","East","2017","Qtr 4","(Sum of Profit - Sum of Quantity)%","790.9137583333332"
"Technology","Copiers","East","2017","Qtr 4","Sum of Quantity - Sum of Sales","-23787.899999999998"
"Technology","Copiers","East","2017","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9994957962008244"
"Technology","Copiers","South","2014","Qtr 1","Sum of Sales",
"Technology","Copiers","South","2014","Qtr 1","Sum of Quantity",
"Technology","Copiers","South","2014","Qtr 1","Sum of Profit",
"Technology","Copiers","South","2014","Qtr 1","Sum of Profit - Sum of Sales",
"Technology","Copiers","South","2014","Qtr 1","(Sum of Profit - Sum of Sales)%",
"Technology","Copiers","South","2014","Qtr 1","Sum of Profit - Sum of Quantity",
"Technology","Copiers","South","2014","Qtr 1","(Sum of Profit - Sum of Quantity)%",
"Technology","Copiers","South","2014","Qtr 1","Sum of Quantity - Sum of Sales",
"Technology","Copiers","South","2014","Qtr 1","(Sum of Quantity - Sum of Sales)%",
"Technology","Copiers","South","2014","Qtr 2","Sum of Sales","479.98400000000004"
"Technology","Copiers","South","2014","Qtr 2","Sum of Quantity","2"
"Technology","Copiers","South","2014","Qtr 2","Sum of Profit","89.99699999999999"
"Technology","Copiers","South","2014","Qtr 2","Sum of Profit - Sum of Sales","-389.9870000000001"
"Technology","Copiers","South","2014","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.8125000000000001"
"Technology","Copiers","South","2014","Qtr 2","Sum of Profit - Sum of Quantity","87.99699999999999"
"Technology","Copiers","South","2014","Qtr 2","(Sum of Profit - Sum of Quantity)%","43.99849999999999"
"Technology","Copiers","South","2014","Qtr 2","Sum of Quantity - Sum of Sales","-477.98400000000004"
"Technology","Copiers","South","2014","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9958331944398147"
"Technology","Copiers","South","2014","Qtr 3","Sum of Sales",
"Technology","Copiers","South","2014","Qtr 3","Sum of Quantity",
"Technology","Copiers","South","2014","Qtr 3","Sum of Profit",
"Technology","Copiers","South","2014","Qtr 3","Sum of Profit - Sum of Sales",
"Technology","Copiers","South","2014","Qtr 3","(Sum of Profit - Sum of Sales)%",
"Technology","Copiers","South","2014","Qtr 3","Sum of Profit - Sum of Quantity",
"Technology","Copiers","South","2014","Qtr 3","(Sum of Profit - Sum of Quantity)%",
"Technology","Copiers","South","2014","Qtr 3","Sum of Quantity - Sum of Sales",
"Technology","Copiers","South","2014","Qtr 3","(Sum of Quantity - Sum of Sales)%",
"Technology","Copiers","South","2014","Qtr 4","Sum of Sales",
"Technology","Copiers","South","2014","Qtr 4","Sum of Quantity",
"Technology","Copiers","South","2014","Qtr 4","Sum of Profit",
"Technology","Copiers","South","2014","Qtr 4","Sum of Profit - Sum of Sales",
"Technology","Copiers","South","2014","Qtr 4","(Sum of Profit - Sum of Sales)%",
"Technology","Copiers","South","2014","Qtr 4","Sum of Profit - Sum of Quantity",
"Technology","Copiers","South","2014","Qtr 4","(Sum of Profit - Sum of Quantity)%",
"Technology","Copiers","South","2014","Qtr 4","Sum of Quantity - Sum of Sales",
"Technology","Copiers","South","2014","Qtr 4","(Sum of Quantity - Sum of Sales)%",
"Technology","Copiers","South","2015","Qtr 1","Sum of Sales",
"Technology","Copiers","South","2015","Qtr 1","Sum of Quantity",
"Technology","Copiers","South","2015","Qtr 1","Sum of Profit",
"Technology","Copiers","South","2015","Qtr 1","Sum of Profit - Sum of Sales",
"Technology","Copiers","South","2015","Qtr 1","(Sum of Profit - Sum of Sales)%",
"Technology","Copiers","South","2015","Qtr 1","Sum of Profit - Sum of Quantity",
"Technology","Copiers","South","2015","Qtr 1","(Sum of Profit - Sum of Quantity)%",
"Technology","Copiers","South","2015","Qtr 1","Sum of Quantity - Sum of Sales",
"Technology","Copiers","South","2015","Qtr 1","(Sum of Quantity - Sum of Sales)%",
"Technology","Copiers","South","2015","Qtr 2","Sum of Sales","899.97"
"Technology","Copiers","South","2015","Qtr 2","Sum of Quantity","3"
"Technology","Copiers","South","2015","Qtr 2","Sum of Profit","314.9895"
"Technology","Copiers","South","2015","Qtr 2","Sum of Profit - Sum of Sales","-584.9805"
"Technology","Copiers","South","2015","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.65"
"Technology","Copiers","South","2015","Qtr 2","Sum of Profit - Sum of Quantity","311.9895"
"Technology","Copiers","South","2015","Qtr 2","(Sum of Profit - Sum of Quantity)%","103.99650000000001"
"Technology","Copiers","South","2015","Qtr 2","Sum of Quantity - Sum of Sales","-896.97"
"Technology","Copiers","South","2015","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9966665555518517"
"Technology","Copiers","South","2015","Qtr 3","Sum of Sales",
"Technology","Copiers","South","2015","Qtr 3","Sum of Quantity",
"Technology","Copiers","South","2015","Qtr 3","Sum of Profit",
"Technology","Copiers","South","2015","Qtr 3","Sum of Profit - Sum of Sales",
"Technology","Copiers","South","2015","Qtr 3","(Sum of Profit - Sum of Sales)%",
"Technology","Copiers","South","2015","Qtr 3","Sum of Profit - Sum of Quantity",
"Technology","Copiers","South","2015","Qtr 3","(Sum of Profit - Sum of Quantity)%",
"Technology","Copiers","South","2015","Qtr 3","Sum of Quantity - Sum of Sales",
"Technology","Copiers","South","2015","Qtr 3","(Sum of Quantity - Sum of Sales)%",
"Technology","Copiers","South","2015","Qtr 4","Sum of Sales",
"Technology","Copiers","South","2015","Qtr 4","Sum of Quantity",
"Technology","Copiers","South","2015","Qtr 4","Sum of Profit",
"Technology","Copiers","South","2015","Qtr 4","Sum of Profit - Sum of Sales",
"Technology","Copiers","South","2015","Qtr 4","(Sum of Profit - Sum of Sales)%",
"Technology","Copiers","South","2015","Qtr 4","Sum of Profit - Sum of Quantity",
"Technology","Copiers","South","2015","Qtr 4","(Sum of Profit - Sum of Quantity)%",
"Technology","Copiers","South","2015","Qtr 4","Sum of Quantity - Sum of Sales",
"Technology","Copiers","South","2015","Qtr 4","(Sum of Quantity - Sum of Sales)%",
"Technology","Copiers","South","2016","Qtr 1","Sum of Sales","959.9680000000001"
"Technology","Copiers","South","2016","Qtr 1","Sum of Quantity","4"
"Technology","Copiers","South","2016","Qtr 1","Sum of Profit","119.99599999999992"
"Technology","Copiers","South","2016","Qtr 1","Sum of Profit - Sum of Sales","-839.9720000000002"
"Technology","Copiers","South","2016","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.8750000000000001"
"Technology","Copiers","South","2016","Qtr 1","Sum of Profit - Sum of Quantity","115.99599999999992"
"Technology","Copiers","South","2016","Qtr 1","(Sum of Profit - Sum of Quantity)%","28.99899999999998"
"Technology","Copiers","South","2016","Qtr 1","Sum of Quantity - Sum of Sales","-955.9680000000001"
"Technology","Copiers","South","2016","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.9958331944398147"
"Technology","Copiers","South","2016","Qtr 2","Sum of Sales",
"Technology","Copiers","South","2016","Qtr 2","Sum of Quantity",
"Technology","Copiers","South","2016","Qtr 2","Sum of Profit",
"Technology","Copiers","South","2016","Qtr 2","Sum of Profit - Sum of Sales",
"Technology","Copiers","South","2016","Qtr 2","(Sum of Profit - Sum of Sales)%",
"Technology","Copiers","South","2016","Qtr 2","Sum of Profit - Sum of Quantity",
"Technology","Copiers","South","2016","Qtr 2","(Sum of Profit - Sum of Quantity)%",
"Technology","Copiers","South","2016","Qtr 2","Sum of Quantity - Sum of Sales",
"Technology","Copiers","South","2016","Qtr 2","(Sum of Quantity - Sum of Sales)%",
"Technology","Copiers","South","2016","Qtr 3","Sum of Sales","1599.92"
"Technology","Copiers","South","2016","Qtr 3","Sum of Quantity","8"
"Technology","Copiers","South","2016","Qtr 3","Sum of Profit","751.9624"
"Technology","Copiers","South","2016","Qtr 3","Sum of Profit - Sum of Sales","-847.9576000000001"
"Technology","Copiers","South","2016","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.53"
"Technology","Copiers","South","2016","Qtr 3","Sum of Profit - Sum of Quantity","743.9624"
"Technology","Copiers","South","2016","Qtr 3","(Sum of Profit - Sum of Quantity)%","92.9953"
"Technology","Copiers","South","2016","Qtr 3","Sum of Quantity - Sum of Sales","-1591.92"
"Technology","Copiers","South","2016","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9949997499874993"
"Technology","Copiers","South","2016","Qtr 4","Sum of Sales",
"Technology","Copiers","South","2016","Qtr 4","Sum of Quantity",
"Technology","Copiers","South","2016","Qtr 4","Sum of Profit",
"Technology","Copiers","South","2016","Qtr 4","Sum of Profit - Sum of Sales",
"Technology","Copiers","South","2016","Qtr 4","(Sum of Profit - Sum of Sales)%",
"Technology","Copiers","South","2016","Qtr 4","Sum of Profit - Sum of Quantity",
"Technology","Copiers","South","2016","Qtr 4","(Sum of Profit - Sum of Quantity)%",
"Technology","Copiers","South","2016","Qtr 4","Sum of Quantity - Sum of Sales",
"Technology","Copiers","South","2016","Qtr 4","(Sum of Quantity - Sum of Sales)%",
"Technology","Copiers","South","2017","Qtr 1","Sum of Sales","2999.95"
"Technology","Copiers","South","2017","Qtr 1","Sum of Quantity","5"
"Technology","Copiers","South","2017","Qtr 1","Sum of Profit","1439.976"
"Technology","Copiers","South","2017","Qtr 1","Sum of Profit - Sum of Sales","-1559.9739999999997"
"Technology","Copiers","South","2017","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.5199999999999999"
"Technology","Copiers","South","2017","Qtr 1","Sum of Profit - Sum of Quantity","1434.976"
"Technology","Copiers","South","2017","Qtr 1","(Sum of Profit - Sum of Quantity)%","286.9952"
"Technology","Copiers","South","2017","Qtr 1","Sum of Quantity - Sum of Sales","-2994.95"
"Technology","Copiers","South","2017","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.9983333055550926"
"Technology","Copiers","South","2017","Qtr 2","Sum of Sales",
"Technology","Copiers","South","2017","Qtr 2","Sum of Quantity",
"Technology","Copiers","South","2017","Qtr 2","Sum of Profit",
"Technology","Copiers","South","2017","Qtr 2","Sum of Profit - Sum of Sales",
"Technology","Copiers","South","2017","Qtr 2","(Sum of Profit - Sum of Sales)%",
"Technology","Copiers","South","2017","Qtr 2","Sum of Profit - Sum of Quantity",
"Technology","Copiers","South","2017","Qtr 2","(Sum of Profit - Sum of Quantity)%",
"Technology","Copiers","South","2017","Qtr 2","Sum of Quantity - Sum of Sales",
"Technology","Copiers","South","2017","Qtr 2","(Sum of Quantity - Sum of Sales)%",
