Retail Orders.Category,Retail Orders.Order Date.Variation.Date Hierarchy.Year,Retail Orders.Order Date.Variation.Date Hierarchy.Quarter,Retail Orders.Order Date.Variation.Date Hierarchy.Month,Retail Orders.Order Date.Variation.Date Hierarchy.Day,Sum(Retail Orders.Sales)
Office Supplies,2022,Qtr 4,November,19,4762.139
Technology,2022,Qtr 4,November,19,31.968
Furniture,2022,Qtr 4,November,20,880.862
Office Supplies,2022,Qtr 4,November,20,274.482
Technology,2022,Qtr 4,November,20,1832.93
Furniture,2022,Qtr 4,November,21,98.4
Office Supplies,2022,Qtr 4,November,21,382.64
Technology,2022,Qtr 4,November,21,1755.144
Furniture,2022,Qtr 4,November,22,
Office Supplies,2022,Qtr 4,November,22,35.712
Technology,2022,Qtr 4,November,22,
Furniture,2022,Qtr 4,November,23,186.697
Office Supplies,2022,Qtr 4,November,23,445.964
Technology,2022,Qtr 4,November,23,520.448
Furniture,2022,Qtr 4,November,24,1734.028
Office Supplies,2022,Qtr 4,November,24,2832.945
Technology,2022,Qtr 4,November,24,392.668
Furniture,2022,Qtr 4,November,25,2639.309
Office Supplies,2022,Qtr 4,November,25,686.928
Technology,2022,Qtr 4,November,25,339.92
Furniture,2022,Qtr 4,November,26,1375.6
Office Supplies,2022,Qtr 4,November,26,463.89
Technology,2022,Qtr 4,November,26,3208.682
Furniture,2022,Qtr 4,November,27,65.78
Office Supplies,2022,Qtr 4,November,27,1185.016
Technology,2022,Qtr 4,November,27,367.458
Furniture,2022,Qtr 4,November,28,4659.14
Office Supplies,2022,Qtr 4,November,28,273.914
Technology,2022,Qtr 4,November,28,1979.89
Furniture,2022,Qtr 4,November,29,491.888
Office Supplies,2022,Qtr 4,November,29,
Technology,2022,Qtr 4,November,29,
Furniture,2022,Qtr 4,November,30,4129.728
Office Supplies,2022,Qtr 4,November,30,1417.566
Technology,2022,Qtr 4,November,30,1097.988
Furniture,2022,Qtr 4,December,1,37.68
Office Supplies,2022,Qtr 4,December,1,810.84
Technology,2022,Qtr 4,December,1,
Furniture,2022,Qtr 4,December,3,
Office Supplies,2022,Qtr 4,December,3,283.35
Technology,2022,Qtr 4,December,3,69.93
Furniture,2022,Qtr 4,December,4,
Office Supplies,2022,Qtr 4,December,4,69.66
Technology,2022,Qtr 4,December,4,
Furniture,2022,Qtr 4,December,5,328.33
Office Supplies,2022,Qtr 4,December,5,554.654
Technology,2022,Qtr 4,December,5,87.4
Furniture,2022,Qtr 4,December,6,1337.124
Office Supplies,2022,Qtr 4,December,6,206.948
Technology,2022,Qtr 4,December,6,135.896
Furniture,2022,Qtr 4,December,7,
Office Supplies,2022,Qtr 4,December,7,3.816
Technology,2022,Qtr 4,December,7,
Furniture,2022,Qtr 4,December,8,1834.82
Office Supplies,2022,Qtr 4,December,8,1140.7
Technology,2022,Qtr 4,December,8,717.564
Furniture,2022,Qtr 4,December,9,8.36
Office Supplies,2022,Qtr 4,December,9,483.19
Technology,2022,Qtr 4,December,9,
Furniture,2022,Qtr 4,December,10,3123.328
Office Supplies,2022,Qtr 4,December,10,233.788
Technology,2022,Qtr 4,December,10,2278.238
Furniture,2022,Qtr 4,December,11,250.304
Office Supplies,2022,Qtr 4,December,11,1375.124
Technology,2022,Qtr 4,December,11,1285.958
Furniture,2022,Qtr 4,December,13,489.016
Office Supplies,2022,Qtr 4,December,13,91.92
Technology,2022,Qtr 4,December,13,
Furniture,2022,Qtr 4,December,14,1852.532
Office Supplies,2022,Qtr 4,December,14,320.732
Technology,2022,Qtr 4,December,14,1724.45
Furniture,2022,Qtr 4,December,15,22.77
Office Supplies,2022,Qtr 4,December,15,87.342
Technology,2022,Qtr 4,December,15,196.776
Furniture,2022,Qtr 4,December,16,197.712
Office Supplies,2022,Qtr 4,December,16,321.09
Technology,2022,Qtr 4,December,16,339.9
Furniture,2022,Qtr 4,December,17,629.26
Office Supplies,2022,Qtr 4,December,17,1398.498
Technology,2022,Qtr 4,December,17,
Furniture,2022,Qtr 4,December,18,1380.681
Office Supplies,2022,Qtr 4,December,18,2115.91
Technology,2022,Qtr 4,December,18,149.32
Furniture,2022,Qtr 4,December,19,115.378
Office Supplies,2022,Qtr 4,December,19,1780.548
Technology,2022,Qtr 4,December,19,
Furniture,2022,Qtr 4,December,20,
Office Supplies,2022,Qtr 4,December,20,377.736
Technology,2022,Qtr 4,December,20,
Furniture,2022,Qtr 4,December,21,15.92
Office Supplies,2022,Qtr 4,December,21,1772.05
Technology,2022,Qtr 4,December,21,352.97
Furniture,2022,Qtr 4,December,22,4086.456
Office Supplies,2022,Qtr 4,December,22,1851.813
Technology,2022,Qtr 4,December,22,1503.752
Furniture,2022,Qtr 4,December,23,282.114
Office Supplies,2022,Qtr 4,December,23,1149.692
Technology,2022,Qtr 4,December,23,494.97
Furniture,2022,Qtr 4,December,24,1393.494
Office Supplies,2022,Qtr 4,December,24,1479.638
Technology,2022,Qtr 4,December,24,3359.922
Furniture,2022,Qtr 4,December,25,832.454
Office Supplies,2022,Qtr 4,December,25,1465.265
Technology,2022,Qtr 4,December,25,401.208
Furniture,2022,Qtr 4,December,26,
Office Supplies,2022,Qtr 4,December,26,814.594
Technology,2022,Qtr 4,December,26,
Furniture,2022,Qtr 4,December,27,
Office Supplies,2022,Qtr 4,December,27,13.248
Technology,2022,Qtr 4,December,27,164.388
Furniture,2022,Qtr 4,December,28,551.2568
Office Supplies,2022,Qtr 4,December,28,1091.244
Technology,2022,Qtr 4,December,28,14.85
Furniture,2022,Qtr 4,December,29,2330.718
Office Supplies,2022,Qtr 4,December,29,282.44
Technology,2022,Qtr 4,December,29,302.376
Furniture,2022,Qtr 4,December,30,323.136
Office Supplies,2022,Qtr 4,December,30,299.724
Technology,2022,Qtr 4,December,30,90.93
Furniture,2023,Qtr 1,January,2,
Office Supplies,2023,Qtr 1,January,2,
Technology,2023,Qtr 1,January,2,468.9
Furniture,2023,Qtr 1,January,3,1893.995
Office Supplies,2023,Qtr 1,January,3,303.216
Technology,2023,Qtr 1,January,3,5.94
Furniture,2023,Qtr 1,January,4,
Office Supplies,2023,Qtr 1,January,4,119.888
Technology,2023,Qtr 1,January,4,
Furniture,2023,Qtr 1,January,6,2024.06
Office Supplies,2023,Qtr 1,January,6,2282.53
Technology,2023,Qtr 1,January,6,881.93
Furniture,2023,Qtr 1,January,7,
Office Supplies,2023,Qtr 1,January,7,25.104
Technology,2023,Qtr 1,January,7,575.92
Furniture,2023,Qtr 1,January,8,44.128
Office Supplies,2023,Qtr 1,January,8,184.2
Technology,2023,Qtr 1,January,8,
Furniture,2023,Qtr 1,January,9,
Office Supplies,2023,Qtr 1,January,9,112.436
Technology,2023,Qtr 1,January,9,357
Furniture,2023,Qtr 1,January,10,
Office Supplies,2023,Qtr 1,January,10,4.71
Technology,2023,Qtr 1,January,10,
Furniture,2023,Qtr 1,January,11,100.384
Office Supplies,2023,Qtr 1,January,11,1512.912
Technology,2023,Qtr 1,January,11,3118.784
Furniture,2023,Qtr 1,January,12,4513.606
Office Supplies,2023,Qtr 1,January,12,82.928
Technology,2023,Qtr 1,January,12,1027.856
Furniture,2023,Qtr 1,January,13,879.939
Office Supplies,2023,Qtr 1,January,13,2027.116
Technology,2023,Qtr 1,January,13,646.74
Furniture,2023,Qtr 1,January,14,61.96
Office Supplies,2023,Qtr 1,January,14,
Technology,2023,Qtr 1,January,14,
Furniture,2023,Qtr 1,January,15,
Office Supplies,2023,Qtr 1,January,15,
Technology,2023,Qtr 1,January,15,149.95
Furniture,2023,Qtr 1,January,16,127.104
Office Supplies,2023,Qtr 1,January,16,48.66
Technology,2023,Qtr 1,January,16,124.2
Furniture,2023,Qtr 1,January,18,
Office Supplies,2023,Qtr 1,January,18,64.864
Technology,2023,Qtr 1,January,18,
Furniture,2023,Qtr 1,January,19,181.47
Office Supplies,2023,Qtr 1,January,19,197.124
Technology,2023,Qtr 1,January,19,
Furniture,2023,Qtr 1,January,20,1413.51
Office Supplies,2023,Qtr 1,January,20,560.43
Technology,2023,Qtr 1,January,20,699.93
Furniture,2023,Qtr 1,January,21,25.248
Office Supplies,2023,Qtr 1,January,21,
Technology,2023,Qtr 1,January,21,
Furniture,2023,Qtr 1,January,23,
Office Supplies,2023,Qtr 1,January,23,46.02
Technology,2023,Qtr 1,January,23,
Furniture,2023,Qtr 1,January,26,217.2
Office Supplies,2023,Qtr 1,January,26,536.72
Technology,2023,Qtr 1,January,26,343.33
Furniture,2023,Qtr 1,January,27,333
Office Supplies,2023,Qtr 1,January,27,93.67
Technology,2023,Qtr 1,January,27,
Furniture,2023,Qtr 1,January,28,
Office Supplies,2023,Qtr 1,January,28,3.928
Technology,2023,Qtr 1,January,28,
Furniture,2023,Qtr 1,January,30,
Office Supplies,2023,Qtr 1,January,30,240.5
Technology,2023,Qtr 1,January,30,
Furniture,2023,Qtr 1,January,31,290.666
Office Supplies,2023,Qtr 1,January,31,
Technology,2023,Qtr 1,January,31,
Furniture,2023,Qtr 1,February,2,
Office Supplies,2023,Qtr 1,February,2,30.686
Technology,2023,Qtr 1,February,2,180.96
Furniture,2023,Qtr 1,February,3,
Office Supplies,2023,Qtr 1,February,3,51.184
Technology,2023,Qtr 1,February,3,151.2
Furniture,2023,Qtr 1,February,4,177.68
Office Supplies,2023,Qtr 1,February,4,230.948
Technology,2023,Qtr 1,February,4,1049.93
Furniture,2023,Qtr 1,February,5,
Office Supplies,2023,Qtr 1,February,5,26.136
Technology,2023,Qtr 1,February,5,479.984
Furniture,2023,Qtr 1,February,6,73.32
Office Supplies,2023,Qtr 1,February,6,425.308
Technology,2023,Qtr 1,February,6,239.97
Furniture,2023,Qtr 1,February,7,
Office Supplies,2023,Qtr 1,February,7,5.58
Technology,2023,Qtr 1,February,7,73.98
Furniture,2023,Qtr 1,February,8,
Office Supplies,2023,Qtr 1,February,8,865.08
Technology,2023,Qtr 1,February,8,21.2
Furniture,2023,Qtr 1,February,9,70.71
Office Supplies,2023,Qtr 1,February,9,1907.81
Technology,2023,Qtr 1,February,9,1275.63
Furniture,2023,Qtr 1,February,10,
Office Supplies,2023,Qtr 1,February,10,42.208
Technology,2023,Qtr 1,February,10,555.936
Furniture,2023,Qtr 1,February,11,89.34
Office Supplies,2023,Qtr 1,February,11,417.022
Technology,2023,Qtr 1,February,11,1620.008
Furniture,2023,Qtr 1,February,12,1282.8
Office Supplies,2023,Qtr 1,February,12,243.298
Technology,2023,Qtr 1,February,12,245.71
Furniture,2023,Qtr 1,February,14,
Office Supplies,2023,Qtr 1,February,14,336.756
Technology,2023,Qtr 1,February,14,239.97
Furniture,2023,Qtr 1,February,15,
Office Supplies,2023,Qtr 1,February,15,21.36
Technology,2023,Qtr 1,February,15,
Furniture,2023,Qtr 1,February,16,
Office Supplies,2023,Qtr 1,February,16,9.04
Technology,2023,Qtr 1,February,16,
Furniture,2023,Qtr 1,February,17,
Office Supplies,2023,Qtr 1,February,17,54.208
Technology,2023,Qtr 1,February,17,
Furniture,2023,Qtr 1,February,18,25.16
Office Supplies,2023,Qtr 1,February,18,12.624
Technology,2023,Qtr 1,February,18,
Furniture,2023,Qtr 1,February,20,20.32
Office Supplies,2023,Qtr 1,February,20,12.96
Technology,2023,Qtr 1,February,20,62.31
Furniture,2023,Qtr 1,February,21,
Office Supplies,2023,Qtr 1,February,21,8.85
Technology,2023,Qtr 1,February,21,
Furniture,2023,Qtr 1,February,22,
Office Supplies,2023,Qtr 1,February,22,19.44
Technology,2023,Qtr 1,February,22,
Furniture,2023,Qtr 1,February,23,
Office Supplies,2023,Qtr 1,February,23,11.364
Technology,2023,Qtr 1,February,23,
Furniture,2023,Qtr 1,February,24,
Office Supplies,2023,Qtr 1,February,24,55.672
Technology,2023,Qtr 1,February,24,
Furniture,2023,Qtr 1,February,27,
Office Supplies,2023,Qtr 1,February,27,19.456
Technology,2023,Qtr 1,February,27,
Furniture,2023,Qtr 1,March,1,
Office Supplies,2023,Qtr 1,March,1,16.448
Technology,2023,Qtr 1,March,1,
Furniture,2023,Qtr 1,March,2,
Office Supplies,2023,Qtr 1,March,2,97.112
Technology,2023,Qtr 1,March,2,
Furniture,2023,Qtr 1,March,3,928.802
Office Supplies,2023,Qtr 1,March,3,407.1
Technology,2023,Qtr 1,March,3,9.99
Furniture,2023,Qtr 1,March,4,
Office Supplies,2023,Qtr 1,March,4,11.16
Technology,2023,Qtr 1,March,4,222.29
Furniture,2023,Qtr 1,March,5,
Office Supplies,2023,Qtr 1,March,5,72.632
Technology,2023,Qtr 1,March,5,
Furniture,2023,Qtr 1,March,6,577.424
Office Supplies,2023,Qtr 1,March,6,163.912
Technology,2023,Qtr 1,March,6,
Furniture,2023,Qtr 1,March,8,218.75
Office Supplies,2023,Qtr 1,March,8,259.244
Technology,2023,Qtr 1,March,8,
Furniture,2023,Qtr 1,March,9,
Office Supplies,2023,Qtr 1,March,9,22.08
Technology,2023,Qtr 1,March,9,
Furniture,2023,Qtr 1,March,10,555.839
Office Supplies,2023,Qtr 1,March,10,164.356
Technology,2023,Qtr 1,March,10,142.488
Furniture,2023,Qtr 1,March,11,1355.388
Office Supplies,2023,Qtr 1,March,11,554.845
Technology,2023,Qtr 1,March,11,873.93
Furniture,2023,Qtr 1,March,12,
Office Supplies,2023,Qtr 1,March,12,25.92
Technology,2023,Qtr 1,March,12,479.96
Furniture,2023,Qtr 1,March,14,1139.92
Office Supplies,2023,Qtr 1,March,14,310.92
Technology,2023,Qtr 1,March,14,657.71
Furniture,2023,Qtr 1,March,15,45.696
Office Supplies,2023,Qtr 1,March,15,325.086
Technology,2023,Qtr 1,March,15,
Furniture,2023,Qtr 1,March,16,
Office Supplies,2023,Qtr 1,March,16,
Technology,2023,Qtr 1,March,16,471.92
Furniture,2023,Qtr 1,March,17,3265.23
Office Supplies,2023,Qtr 1,March,17,695.128
Technology,2023,Qtr 1,March,17,
Furniture,2023,Qtr 1,March,18,1462.45
Office Supplies,2023,Qtr 1,March,18,1904.518
Technology,2023,Qtr 1,March,18,24739.748
Furniture,2023,Qtr 1,March,19,25.008
Office Supplies,2023,Qtr 1,March,19,71.538
Technology,2023,Qtr 1,March,19,494.216
Furniture,2023,Qtr 1,March,21,251.328
Office Supplies,2023,Qtr 1,March,21,358.558
Technology,2023,Qtr 1,March,21,3499.93
Furniture,2023,Qtr 1,March,22,314.352
Office Supplies,2023,Qtr 1,March,22,149.741
Technology,2023,Qtr 1,March,22,
Furniture,2023,Qtr 1,March,23,
Office Supplies,2023,Qtr 1,March,23,340.312
Technology,2023,Qtr 1,March,23,604.752
Furniture,2023,Qtr 1,March,24,40.48
Office Supplies,2023,Qtr 1,March,24,24.9
Technology,2023,Qtr 1,March,24,
Furniture,2023,Qtr 1,March,25,366.786
Office Supplies,2023,Qtr 1,March,25,46.88
Technology,2023,Qtr 1,March,25,45.48
Furniture,2023,Qtr 1,March,26,
Office Supplies,2023,Qtr 1,March,26,50.046
Technology,2023,Qtr 1,March,26,95.084
Furniture,2023,Qtr 1,March,28,1515.308
Office Supplies,2023,Qtr 1,March,28,6.12
Technology,2023,Qtr 1,March,28,302.376
Furniture,2023,Qtr 1,March,29,890.841
Office Supplies,2023,Qtr 1,March,29,
Technology,2023,Qtr 1,March,29,
Furniture,2023,Qtr 1,March,30,332.968
Office Supplies,2023,Qtr 1,March,30,585.41
Technology,2023,Qtr 1,March,30,251.944
Furniture,2023,Qtr 1,March,31,1125.488
Office Supplies,2023,Qtr 1,March,31,754.08
Technology,2023,Qtr 1,March,31,79.984
Furniture,2023,Qtr 2,April,1,
Office Supplies,2023,Qtr 2,April,1,288.06
Technology,2023,Qtr 2,April,1,
Furniture,2023,Qtr 2,April,2,
Office Supplies,2023,Qtr 2,April,2,134.384
Technology,2023,Qtr 2,April,2,
Furniture,2023,Qtr 2,April,3,
Office Supplies,2023,Qtr 2,April,3,370.452
Technology,2023,Qtr 2,April,3,
Furniture,2023,Qtr 2,April,4,5.47
Office Supplies,2023,Qtr 2,April,4,370.394
Technology,2023,Qtr 2,April,4,99.98
Furniture,2023,Qtr 2,April,5,39.64
Office Supplies,2023,Qtr 2,April,5,147.792
Technology,2023,Qtr 2,April,5,
Furniture,2023,Qtr 2,April,6,424.488
Office Supplies,2023,Qtr 2,April,6,31.784
Technology,2023,Qtr 2,April,6,
Furniture,2023,Qtr 2,April,7,
Office Supplies,2023,Qtr 2,April,7,247.408
Technology,2023,Qtr 2,April,7,
Furniture,2023,Qtr 2,April,8,
Office Supplies,2023,Qtr 2,April,8,2087.774
Technology,2023,Qtr 2,April,8,655.38
Furniture,2023,Qtr 2,April,10,589.41
Office Supplies,2023,Qtr 2,April,10,139.338
Technology,2023,Qtr 2,April,10,
Furniture,2023,Qtr 2,April,11,744.95
Office Supplies,2023,Qtr 2,April,11,206.566
Technology,2023,Qtr 2,April,11,5742.232
Furniture,2023,Qtr 2,April,12,
Office Supplies,2023,Qtr 2,April,12,
Technology,2023,Qtr 2,April,12,129.98
Furniture,2023,Qtr 2,April,13,
Office Supplies,2023,Qtr 2,April,13,566.648
Technology,2023,Qtr 2,April,13,71.928
Furniture,2023,Qtr 2,April,15,187.76
Office Supplies,2023,Qtr 2,April,15,106.96
Technology,2023,Qtr 2,April,15,
Furniture,2023,Qtr 2,April,16,
Office Supplies,2023,Qtr 2,April,16,39.072
Technology,2023,Qtr 2,April,16,
Furniture,2023,Qtr 2,April,18,317.058
Office Supplies,2023,Qtr 2,April,18,187.53
Technology,2023,Qtr 2,April,18,515.944
Furniture,2023,Qtr 2,April,19,76.14
Office Supplies,2023,Qtr 2,April,19,129.33
Technology,2023,Qtr 2,April,19,
Furniture,2023,Qtr 2,April,20,1205.61
Office Supplies,2023,Qtr 2,April,20,44.84
Technology,2023,Qtr 2,April,20,
Furniture,2023,Qtr 2,April,21,
Office Supplies,2023,Qtr 2,April,21,845.36
Technology,2023,Qtr 2,April,21,
Furniture,2023,Qtr 2,April,22,
Office Supplies,2023,Qtr 2,April,22,257.752
Technology,2023,Qtr 2,April,22,
Furniture,2023,Qtr 2,April,23,585.08
Office Supplies,2023,Qtr 2,April,23,58.9
Technology,2023,Qtr 2,April,23,
Furniture,2023,Qtr 2,April,25,1790.29
Office Supplies,2023,Qtr 2,April,25,287.328
Technology,2023,Qtr 2,April,25,302.376
Furniture,2023,Qtr 2,April,26,230.28
Office Supplies,2023,Qtr 2,April,26,52.288
Technology,2023,Qtr 2,April,26,
Furniture,2023,Qtr 2,April,28,
Office Supplies,2023,Qtr 2,April,28,738.536
Technology,2023,Qtr 2,April,28,1839.94
Furniture,2023,Qtr 2,April,29,631.004
Office Supplies,2023,Qtr 2,April,29,117.86
Technology,2023,Qtr 2,April,29,19.98
Furniture,2023,Qtr 2,April,30,
Office Supplies,2023,Qtr 2,April,30,1000.95
Technology,2023,Qtr 2,April,30,47.79
Furniture,2023,Qtr 2,May,1,
Office Supplies,2023,Qtr 2,May,1,19.536
Technology,2023,Qtr 2,May,1,
Furniture,2023,Qtr 2,May,3,
Office Supplies,2023,Qtr 2,May,3,225.592
Technology,2023,Qtr 2,May,3,479.97
Furniture,2023,Qtr 2,May,4,
Office Supplies,2023,Qtr 2,May,4,5266.108
Technology,2023,Qtr 2,May,4,28.99
Furniture,2023,Qtr 2,May,5,127.869
Office Supplies,2023,Qtr 2,May,5,133.108
Technology,2023,Qtr 2,May,5,
Furniture,2023,Qtr 2,May,7,232.736
Office Supplies,2023,Qtr 2,May,7,731.398
Technology,2023,Qtr 2,May,7,479.97
Furniture,2023,Qtr 2,May,8,1962.724
Office Supplies,2023,Qtr 2,May,8,293.65
Technology,2023,Qtr 2,May,8,152.35
Furniture,2023,Qtr 2,May,9,31.984
Office Supplies,2023,Qtr 2,May,9,264.32
Technology,2023,Qtr 2,May,9,
Furniture,2023,Qtr 2,May,10,
Office Supplies,2023,Qtr 2,May,10,91.92
Technology,2023,Qtr 2,May,10,99.98
Furniture,2023,Qtr 2,May,11,443.508
Office Supplies,2023,Qtr 2,May,11,1093.29
Technology,2023,Qtr 2,May,11,157.766
Furniture,2023,Qtr 2,May,12,
Office Supplies,2023,Qtr 2,May,12,2170.252
Technology,2023,Qtr 2,May,12,793.39
Furniture,2023,Qtr 2,May,13,279.456
Office Supplies,2023,Qtr 2,May,13,468.956
Technology,2023,Qtr 2,May,13,149.97
Furniture,2023,Qtr 2,May,14,310.88
Office Supplies,2023,Qtr 2,May,14,
Technology,2023,Qtr 2,May,14,
Furniture,2023,Qtr 2,May,16,232.88
Office Supplies,2023,Qtr 2,May,16,
Technology,2023,Qtr 2,May,16,56.4
Furniture,2023,Qtr 2,May,17,
Office Supplies,2023,Qtr 2,May,17,91.68
Technology,2023,Qtr 2,May,17,
Furniture,2023,Qtr 2,May,18,149.232
Office Supplies,2023,Qtr 2,May,18,19.92
Technology,2023,Qtr 2,May,18,779.796
Furniture,2023,Qtr 2,May,19,
Office Supplies,2023,Qtr 2,May,19,91.62
Technology,2023,Qtr 2,May,19,
Furniture,2023,Qtr 2,May,20,150.192
Office Supplies,2023,Qtr 2,May,20,149.128
Technology,2023,Qtr 2,May,20,20.784
Furniture,2023,Qtr 2,May,21,107.772
Office Supplies,2023,Qtr 2,May,21,3538.586
Technology,2023,Qtr 2,May,21,617.97
Furniture,2023,Qtr 2,May,22,
Office Supplies,2023,Qtr 2,May,22,
Technology,2023,Qtr 2,May,22,180.93
Furniture,2023,Qtr 2,May,23,
Office Supplies,2023,Qtr 2,May,23,268.57
Technology,2023,Qtr 2,May,23,55.188
Furniture,2023,Qtr 2,May,24,
Office Supplies,2023,Qtr 2,May,24,116.28
Technology,2023,Qtr 2,May,24,
Furniture,2023,Qtr 2,May,25,29.32
Office Supplies,2023,Qtr 2,May,25,90.22
Technology,2023,Qtr 2,May,25,
Furniture,2023,Qtr 2,May,26,875.734
Office Supplies,2023,Qtr 2,May,26,164.416
Technology,2023,Qtr 2,May,26,285.568
Furniture,2023,Qtr 2,May,27,567.12
Office Supplies,2023,Qtr 2,May,27,376.78
Technology,2023,Qtr 2,May,27,1213.494
Furniture,2023,Qtr 2,May,28,
Office Supplies,2023,Qtr 2,May,28,136.96
Technology,2023,Qtr 2,May,28,85.008
Furniture,2023,Qtr 2,May,30,355.455
Office Supplies,2023,Qtr 2,May,30,385.482
Technology,2023,Qtr 2,May,30,1183.976
Furniture,2023,Qtr 2,May,31,
Office Supplies,2023,Qtr 2,May,31,
Technology,2023,Qtr 2,May,31,773.7
Furniture,2023,Qtr 2,June,1,2573.82
Office Supplies,2023,Qtr 2,June,1,685.34
Technology,2023,Qtr 2,June,1,1147.94
Furniture,2023,Qtr 2,June,2,
Office Supplies,2023,Qtr 2,June,2,23.952
Technology,2023,Qtr 2,June,2,306.56
Furniture,2023,Qtr 2,June,4,933.384
Office Supplies,2023,Qtr 2,June,4,266.652
Technology,2023,Qtr 2,June,4,450.654
Furniture,2023,Qtr 2,June,5,
Office Supplies,2023,Qtr 2,June,5,254.456
Technology,2023,Qtr 2,June,5,
Furniture,2023,Qtr 2,June,6,991.764
Office Supplies,2023,Qtr 2,June,6,382.237
Technology,2023,Qtr 2,June,6,
Furniture,2023,Qtr 2,June,7,478.48
Office Supplies,2023,Qtr 2,June,7,
Technology,2023,Qtr 2,June,7,559.992
Furniture,2023,Qtr 2,June,8,
Office Supplies,2023,Qtr 2,June,8,
Technology,2023,Qtr 2,June,8,262.89
Furniture,2023,Qtr 2,June,9,41.88
Office Supplies,2023,Qtr 2,June,9,58.48
Technology,2023,Qtr 2,June,9,
Furniture,2023,Qtr 2,June,10,
Office Supplies,2023,Qtr 2,June,10,485.62
Technology,2023,Qtr 2,June,10,9.09
Furniture,2023,Qtr 2,June,11,
Office Supplies,2023,Qtr 2,June,11,43.68
Technology,2023,Qtr 2,June,11,
Furniture,2023,Qtr 2,June,12,525.192
Office Supplies,2023,Qtr 2,June,12,1410.746
Technology,2023,Qtr 2,June,12,35.04
Furniture,2023,Qtr 2,June,13,
Office Supplies,2023,Qtr 2,June,13,14.52
Technology,2023,Qtr 2,June,13,
Furniture,2023,Qtr 2,June,14,212.94
Office Supplies,2023,Qtr 2,June,14,
Technology,2023,Qtr 2,June,14,
Furniture,2023,Qtr 2,June,15,897.862
Office Supplies,2023,Qtr 2,June,15,45.112
Technology,2023,Qtr 2,June,15,
Furniture,2023,Qtr 2,June,16,647.84
Office Supplies,2023,Qtr 2,June,16,115.952
Technology,2023,Qtr 2,June,16,
Furniture,2023,Qtr 2,June,17,6.24
Office Supplies,2023,Qtr 2,June,17,3346.292
Technology,2023,Qtr 2,June,17,65.97
Furniture,2023,Qtr 2,June,18,
Office Supplies,2023,Qtr 2,June,18,
Technology,2023,Qtr 2,June,18,139.8
Furniture,2023,Qtr 2,June,20,193.0656
Office Supplies,2023,Qtr 2,June,20,1015.5
Technology,2023,Qtr 2,June,20,620.384
Furniture,2023,Qtr 2,June,21,107.994
Office Supplies,2023,Qtr 2,June,21,255.92
Technology,2023,Qtr 2,June,21,3743.529
Furniture,2023,Qtr 2,June,22,1023.988
Office Supplies,2023,Qtr 2,June,22,671.976
Technology,2023,Qtr 2,June,22,279.534
Furniture,2023,Qtr 2,June,23,
Office Supplies,2023,Qtr 2,June,23,23.12
Technology,2023,Qtr 2,June,23,86.376
Furniture,2023,Qtr 2,June,24,4.272
Office Supplies,2023,Qtr 2,June,24,
Technology,2023,Qtr 2,June,24,
Furniture,2023,Qtr 2,June,25,447.84
Office Supplies,2023,Qtr 2,June,25,80.96
Technology,2023,Qtr 2,June,25,263.96
Furniture,2023,Qtr 2,June,27,85.98
Office Supplies,2023,Qtr 2,June,27,306.2
Technology,2023,Qtr 2,June,27,223.96
Furniture,2023,Qtr 2,June,28,1228.465
Office Supplies,2023,Qtr 2,June,28,417.326
Technology,2023,Qtr 2,June,28,
Furniture,2023,Qtr 2,June,29,
Office Supplies,2023,Qtr 2,June,29,46.68
Technology,2023,Qtr 2,June,29,
Furniture,2023,Qtr 2,June,30,
Office Supplies,2023,Qtr 2,June,30,739.624
Technology,2023,Qtr 2,June,30,
Furniture,2023,Qtr 3,July,1,76.728
Office Supplies,2023,Qtr 3,July,1,10.43
Technology,2023,Qtr 3,July,1,
Furniture,2023,Qtr 3,July,2,
Office Supplies,2023,Qtr 3,July,2,64.96
Technology,2023,Qtr 3,July,2,115.36
Furniture,2023,Qtr 3,July,3,966.984
Office Supplies,2023,Qtr 3,July,3,594.078
Technology,2023,Qtr 3,July,3,
Furniture,2023,Qtr 3,July,4,8.96
Office Supplies,2023,Qtr 3,July,4,181.29
Technology,2023,Qtr 3,July,4,830.92
Furniture,2023,Qtr 3,July,5,1066.57
Office Supplies,2023,Qtr 3,July,5,24.78
Technology,2023,Qtr 3,July,5,
Furniture,2023,Qtr 3,July,6,268.935
Office Supplies,2023,Qtr 3,July,6,12.462
Technology,2023,Qtr 3,July,6,
Furniture,2023,Qtr 3,July,7,241.194
Office Supplies,2023,Qtr 3,July,7,
Technology,2023,Qtr 3,July,7,
Furniture,2023,Qtr 3,July,9,1714.593
Office Supplies,2023,Qtr 3,July,9,651.076
Technology,2023,Qtr 3,July,9,1158.206
Furniture,2023,Qtr 3,July,10,129.92
Office Supplies,2023,Qtr 3,July,10,107.44
Technology,2023,Qtr 3,July,10,
Furniture,2023,Qtr 3,July,11,683.144
Office Supplies,2023,Qtr 3,July,11,765.998
Technology,2023,Qtr 3,July,11,
Furniture,2023,Qtr 3,July,12,
Office Supplies,2023,Qtr 3,July,12,548.4
Technology,2023,Qtr 3,July,12,
Furniture,2023,Qtr 3,July,13,351.216
Office Supplies,2023,Qtr 3,July,13,
Technology,2023,Qtr 3,July,13,
Furniture,2023,Qtr 3,July,14,31.984
Office Supplies,2023,Qtr 3,July,14,184.856
Technology,2023,Qtr 3,July,14,75.754
