Retail Orders.Sub-Category,Retail Orders.Category,Retail Orders.Order Date.Variation.Date Hierarchy.Year,Retail Orders.Order Date.Variation.Date Hierarchy.Quarter,Retail Orders.Order Date.Variation.Date Hierarchy.Month,Retail Orders.Order Date.Variation.Date Hierarchy.Day,Sum(Retail Orders.Profit),Sum(Retail Orders.Discount)
Appliances,Office Supplies,2024,Qtr 2,June,20,,
Art,Office Supplies,2024,Qtr 2,June,20,,
Binders,Office Supplies,2024,Qtr 2,June,20,,
Envelopes,Office Supplies,2024,Qtr 2,June,20,,
Fasteners,Office Supplies,2024,Qtr 2,June,20,,
Labels,Office Supplies,2024,Qtr 2,June,20,,
Paper,Office Supplies,2024,Qtr 2,June,20,,
Storage,Office Supplies,2024,Qtr 2,June,20,,
Supplies,Office Supplies,2024,Qtr 2,June,20,,
Accessories,Technology,2024,Qtr 2,June,20,91.9954,0
Copiers,Technology,2024,Qtr 2,June,20,,
Machines,Technology,2024,Qtr 2,June,20,,
Phones,Technology,2024,Qtr 2,June,20,62.984,0
Bookcases,Furniture,2024,Qtr 2,June,21,,
Chairs,Furniture,2024,Qtr 2,June,21,,
Furnishings,Furniture,2024,Qtr 2,June,21,,
Tables,Furniture,2024,Qtr 2,June,21,,
Appliances,Office Supplies,2024,Qtr 2,June,21,,
Art,Office Supplies,2024,Qtr 2,June,21,,
Binders,Office Supplies,2024,Qtr 2,June,21,,
Envelopes,Office Supplies,2024,Qtr 2,June,21,,
Fasteners,Office Supplies,2024,Qtr 2,June,21,,
Labels,Office Supplies,2024,Qtr 2,June,21,,
Paper,Office Supplies,2024,Qtr 2,June,21,,
Storage,Office Supplies,2024,Qtr 2,June,21,,
Supplies,Office Supplies,2024,Qtr 2,June,21,,
Accessories,Technology,2024,Qtr 2,June,21,,
Copiers,Technology,2024,Qtr 2,June,21,,
Machines,Technology,2024,Qtr 2,June,21,,
Phones,Technology,2024,Qtr 2,June,21,37.7916,0
Bookcases,Furniture,2024,Qtr 2,June,22,,
Chairs,Furniture,2024,Qtr 2,June,22,,
Furnishings,Furniture,2024,Qtr 2,June,22,,
Tables,Furniture,2024,Qtr 2,June,22,-525.6405,0
Appliances,Office Supplies,2024,Qtr 2,June,22,,
Art,Office Supplies,2024,Qtr 2,June,22,,
Binders,Office Supplies,2024,Qtr 2,June,22,456.588,0
Envelopes,Office Supplies,2024,Qtr 2,June,22,,
Fasteners,Office Supplies,2024,Qtr 2,June,22,2.3312,0
Labels,Office Supplies,2024,Qtr 2,June,22,,
Paper,Office Supplies,2024,Qtr 2,June,22,,
Storage,Office Supplies,2024,Qtr 2,June,22,,
Supplies,Office Supplies,2024,Qtr 2,June,22,,
Accessories,Technology,2024,Qtr 2,June,22,,
Copiers,Technology,2024,Qtr 2,June,22,,
Machines,Technology,2024,Qtr 2,June,22,,
Phones,Technology,2024,Qtr 2,June,22,,
Bookcases,Furniture,2024,Qtr 2,June,23,,
Chairs,Furniture,2024,Qtr 2,June,23,,
Furnishings,Furniture,2024,Qtr 2,June,23,9.3228,0
Tables,Furniture,2024,Qtr 2,June,23,,
Appliances,Office Supplies,2024,Qtr 2,June,23,,
Art,Office Supplies,2024,Qtr 2,June,23,,
Binders,Office Supplies,2024,Qtr 2,June,23,74.691,0
Envelopes,Office Supplies,2024,Qtr 2,June,23,,
Fasteners,Office Supplies,2024,Qtr 2,June,23,1.7919,0
Labels,Office Supplies,2024,Qtr 2,June,23,,
Paper,Office Supplies,2024,Qtr 2,June,23,,
Storage,Office Supplies,2024,Qtr 2,June,23,,
Supplies,Office Supplies,2024,Qtr 2,June,23,,
Accessories,Technology,2024,Qtr 2,June,23,18,0
Copiers,Technology,2024,Qtr 2,June,23,,
Machines,Technology,2024,Qtr 2,June,23,,
Phones,Technology,2024,Qtr 2,June,23,50.7135,0
Bookcases,Furniture,2024,Qtr 2,June,25,,
Chairs,Furniture,2024,Qtr 2,June,25,,
Furnishings,Furniture,2024,Qtr 2,June,25,36.6274,1
Tables,Furniture,2024,Qtr 2,June,25,,
Appliances,Office Supplies,2024,Qtr 2,June,25,,
Art,Office Supplies,2024,Qtr 2,June,25,5.24,0
Binders,Office Supplies,2024,Qtr 2,June,25,26.259,1
Envelopes,Office Supplies,2024,Qtr 2,June,25,,
Fasteners,Office Supplies,2024,Qtr 2,June,25,,
Labels,Office Supplies,2024,Qtr 2,June,25,1.6704,0
Paper,Office Supplies,2024,Qtr 2,June,25,27.0702,0
Storage,Office Supplies,2024,Qtr 2,June,25,-8.4807,0
Supplies,Office Supplies,2024,Qtr 2,June,25,,
Accessories,Technology,2024,Qtr 2,June,25,,
Copiers,Technology,2024,Qtr 2,June,25,,
Machines,Technology,2024,Qtr 2,June,25,,
Phones,Technology,2024,Qtr 2,June,25,,
Bookcases,Furniture,2024,Qtr 2,June,26,,
Chairs,Furniture,2024,Qtr 2,June,26,79.9056,0
Furnishings,Furniture,2024,Qtr 2,June,26,,
Tables,Furniture,2024,Qtr 2,June,26,,
Appliances,Office Supplies,2024,Qtr 2,June,26,,
Art,Office Supplies,2024,Qtr 2,June,26,,
Binders,Office Supplies,2024,Qtr 2,June,26,90.1904,0
Envelopes,Office Supplies,2024,Qtr 2,June,26,,
Fasteners,Office Supplies,2024,Qtr 2,June,26,,
Labels,Office Supplies,2024,Qtr 2,June,26,,
Paper,Office Supplies,2024,Qtr 2,June,26,15.6078,0
Storage,Office Supplies,2024,Qtr 2,June,26,4.1634,0
Supplies,Office Supplies,2024,Qtr 2,June,26,,
Accessories,Technology,2024,Qtr 2,June,26,8.799,0
Copiers,Technology,2024,Qtr 2,June,26,,
Machines,Technology,2024,Qtr 2,June,26,,
Phones,Technology,2024,Qtr 2,June,26,109.3365,0
Bookcases,Furniture,2024,Qtr 2,June,28,-376.6932,0
Chairs,Furniture,2024,Qtr 2,June,28,,
Furnishings,Furniture,2024,Qtr 2,June,28,46.632,0
Tables,Furniture,2024,Qtr 2,June,28,,
Appliances,Office Supplies,2024,Qtr 2,June,28,,
Art,Office Supplies,2024,Qtr 2,June,28,42.225,0
Binders,Office Supplies,2024,Qtr 2,June,28,54.9976,0
Envelopes,Office Supplies,2024,Qtr 2,June,28,,
Fasteners,Office Supplies,2024,Qtr 2,June,28,,
Labels,Office Supplies,2024,Qtr 2,June,28,1.9926,0
Paper,Office Supplies,2024,Qtr 2,June,28,5.4432,0
Storage,Office Supplies,2024,Qtr 2,June,28,,
Supplies,Office Supplies,2024,Qtr 2,June,28,,
Accessories,Technology,2024,Qtr 2,June,28,,
Copiers,Technology,2024,Qtr 2,June,28,,
Machines,Technology,2024,Qtr 2,June,28,,
Phones,Technology,2024,Qtr 2,June,28,,
Bookcases,Furniture,2024,Qtr 2,June,29,,
Chairs,Furniture,2024,Qtr 2,June,29,1.3098,0
Furnishings,Furniture,2024,Qtr 2,June,29,1.7591,0
Tables,Furniture,2024,Qtr 2,June,29,,
Appliances,Office Supplies,2024,Qtr 2,June,29,,
Art,Office Supplies,2024,Qtr 2,June,29,,
Binders,Office Supplies,2024,Qtr 2,June,29,,
Envelopes,Office Supplies,2024,Qtr 2,June,29,,
Fasteners,Office Supplies,2024,Qtr 2,June,29,,
Labels,Office Supplies,2024,Qtr 2,June,29,,
Paper,Office Supplies,2024,Qtr 2,June,29,11.232,0
Storage,Office Supplies,2024,Qtr 2,June,29,,
Supplies,Office Supplies,2024,Qtr 2,June,29,,
Accessories,Technology,2024,Qtr 2,June,29,,
Copiers,Technology,2024,Qtr 2,June,29,,
Machines,Technology,2024,Qtr 2,June,29,,
Phones,Technology,2024,Qtr 2,June,29,72.8946,0
Bookcases,Furniture,2024,Qtr 3,July,2,,
Chairs,Furniture,2024,Qtr 3,July,2,,
Furnishings,Furniture,2024,Qtr 3,July,2,,
Tables,Furniture,2024,Qtr 3,July,2,,
Appliances,Office Supplies,2024,Qtr 3,July,2,,
Art,Office Supplies,2024,Qtr 3,July,2,,
Binders,Office Supplies,2024,Qtr 3,July,2,,
Envelopes,Office Supplies,2024,Qtr 3,July,2,146.2405,0
Fasteners,Office Supplies,2024,Qtr 3,July,2,,
Labels,Office Supplies,2024,Qtr 3,July,2,,
Paper,Office Supplies,2024,Qtr 3,July,2,6.3504,0
Storage,Office Supplies,2024,Qtr 3,July,2,,
Supplies,Office Supplies,2024,Qtr 3,July,2,,
Accessories,Technology,2024,Qtr 3,July,2,,
Copiers,Technology,2024,Qtr 3,July,2,,
Machines,Technology,2024,Qtr 3,July,2,,
Phones,Technology,2024,Qtr 3,July,2,,
Bookcases,Furniture,2024,Qtr 3,July,3,,
Chairs,Furniture,2024,Qtr 3,July,3,,
Furnishings,Furniture,2024,Qtr 3,July,3,,
Tables,Furniture,2024,Qtr 3,July,3,,
Appliances,Office Supplies,2024,Qtr 3,July,3,,
Art,Office Supplies,2024,Qtr 3,July,3,,
Binders,Office Supplies,2024,Qtr 3,July,3,48.17,0
Envelopes,Office Supplies,2024,Qtr 3,July,3,,
Fasteners,Office Supplies,2024,Qtr 3,July,3,,
Labels,Office Supplies,2024,Qtr 3,July,3,,
Paper,Office Supplies,2024,Qtr 3,July,3,,
Storage,Office Supplies,2024,Qtr 3,July,3,,
Supplies,Office Supplies,2024,Qtr 3,July,3,,
Accessories,Technology,2024,Qtr 3,July,3,52.734,0
Copiers,Technology,2024,Qtr 3,July,3,,
Machines,Technology,2024,Qtr 3,July,3,,
Phones,Technology,2024,Qtr 3,July,3,170.5113,0
Bookcases,Furniture,2024,Qtr 3,July,4,,
Chairs,Furniture,2024,Qtr 3,July,4,,
Furnishings,Furniture,2024,Qtr 3,July,4,,
Tables,Furniture,2024,Qtr 3,July,4,,
Appliances,Office Supplies,2024,Qtr 3,July,4,-1181.2824,1
Art,Office Supplies,2024,Qtr 3,July,4,1.0269,0
Binders,Office Supplies,2024,Qtr 3,July,4,,
Envelopes,Office Supplies,2024,Qtr 3,July,4,,
Fasteners,Office Supplies,2024,Qtr 3,July,4,,
Labels,Office Supplies,2024,Qtr 3,July,4,,
Paper,Office Supplies,2024,Qtr 3,July,4,12.4416,0
Storage,Office Supplies,2024,Qtr 3,July,4,5.8708,0
Supplies,Office Supplies,2024,Qtr 3,July,4,,
Accessories,Technology,2024,Qtr 3,July,4,47.994,0
Copiers,Technology,2024,Qtr 3,July,4,,
Machines,Technology,2024,Qtr 3,July,4,,
Phones,Technology,2024,Qtr 3,July,4,,
Bookcases,Furniture,2024,Qtr 3,July,5,,
Chairs,Furniture,2024,Qtr 3,July,5,,
Furnishings,Furniture,2024,Qtr 3,July,5,,
Tables,Furniture,2024,Qtr 3,July,5,-31.3722,0
Appliances,Office Supplies,2024,Qtr 3,July,5,,
Art,Office Supplies,2024,Qtr 3,July,5,,
Binders,Office Supplies,2024,Qtr 3,July,5,,
Envelopes,Office Supplies,2024,Qtr 3,July,5,,
Fasteners,Office Supplies,2024,Qtr 3,July,5,,
Labels,Office Supplies,2024,Qtr 3,July,5,,
Paper,Office Supplies,2024,Qtr 3,July,5,26.3912,0
Storage,Office Supplies,2024,Qtr 3,July,5,,
Supplies,Office Supplies,2024,Qtr 3,July,5,,
Accessories,Technology,2024,Qtr 3,July,5,,
Copiers,Technology,2024,Qtr 3,July,5,,
Machines,Technology,2024,Qtr 3,July,5,,
Phones,Technology,2024,Qtr 3,July,5,,
Bookcases,Furniture,2024,Qtr 3,July,6,,
Chairs,Furniture,2024,Qtr 3,July,6,,
Furnishings,Furniture,2024,Qtr 3,July,6,,
Tables,Furniture,2024,Qtr 3,July,6,,
Appliances,Office Supplies,2024,Qtr 3,July,6,,
Art,Office Supplies,2024,Qtr 3,July,6,1.002,0
Binders,Office Supplies,2024,Qtr 3,July,6,-9.576,1
Envelopes,Office Supplies,2024,Qtr 3,July,6,,
Fasteners,Office Supplies,2024,Qtr 3,July,6,,
Labels,Office Supplies,2024,Qtr 3,July,6,,
Paper,Office Supplies,2024,Qtr 3,July,6,9.072,0
Storage,Office Supplies,2024,Qtr 3,July,6,,
Supplies,Office Supplies,2024,Qtr 3,July,6,,
Accessories,Technology,2024,Qtr 3,July,6,,
Copiers,Technology,2024,Qtr 3,July,6,,
Machines,Technology,2024,Qtr 3,July,6,,
Phones,Technology,2024,Qtr 3,July,6,,
Bookcases,Furniture,2024,Qtr 3,July,8,,
Chairs,Furniture,2024,Qtr 3,July,8,,
Furnishings,Furniture,2024,Qtr 3,July,8,34.0704,0
Tables,Furniture,2024,Qtr 3,July,8,,
Appliances,Office Supplies,2024,Qtr 3,July,8,20.1708,0
Art,Office Supplies,2024,Qtr 3,July,8,10.68,0
Binders,Office Supplies,2024,Qtr 3,July,8,20.6429,0
Envelopes,Office Supplies,2024,Qtr 3,July,8,,
Fasteners,Office Supplies,2024,Qtr 3,July,8,,
Labels,Office Supplies,2024,Qtr 3,July,8,11.7782,0
Paper,Office Supplies,2024,Qtr 3,July,8,,
Storage,Office Supplies,2024,Qtr 3,July,8,,
Supplies,Office Supplies,2024,Qtr 3,July,8,,
Accessories,Technology,2024,Qtr 3,July,8,,
Copiers,Technology,2024,Qtr 3,July,8,,
Machines,Technology,2024,Qtr 3,July,8,,
Phones,Technology,2024,Qtr 3,July,8,148.491,0
Bookcases,Furniture,2024,Qtr 3,July,9,,
Chairs,Furniture,2024,Qtr 3,July,9,-2.0364,0
Furnishings,Furniture,2024,Qtr 3,July,9,,
Tables,Furniture,2024,Qtr 3,July,9,-134.4579,0
Appliances,Office Supplies,2024,Qtr 3,July,9,,
Art,Office Supplies,2024,Qtr 3,July,9,12.3144,0
Binders,Office Supplies,2024,Qtr 3,July,9,-8.8638,2
Envelopes,Office Supplies,2024,Qtr 3,July,9,,
Fasteners,Office Supplies,2024,Qtr 3,July,9,2.3892,0
Labels,Office Supplies,2024,Qtr 3,July,9,,
Paper,Office Supplies,2024,Qtr 3,July,9,,
Storage,Office Supplies,2024,Qtr 3,July,9,39.4073,0
Supplies,Office Supplies,2024,Qtr 3,July,9,,
Accessories,Technology,2024,Qtr 3,July,9,184.179,0
Copiers,Technology,2024,Qtr 3,July,9,,
Machines,Technology,2024,Qtr 3,July,9,,
Phones,Technology,2024,Qtr 3,July,9,-131.994,0
Bookcases,Furniture,2024,Qtr 3,July,11,,
Chairs,Furniture,2024,Qtr 3,July,11,190.72,0
Furnishings,Furniture,2024,Qtr 3,July,11,-84.448,1
Tables,Furniture,2024,Qtr 3,July,11,,
Appliances,Office Supplies,2024,Qtr 3,July,11,,
Art,Office Supplies,2024,Qtr 3,July,11,5.319,0
Binders,Office Supplies,2024,Qtr 3,July,11,-1095.7513,3
Envelopes,Office Supplies,2024,Qtr 3,July,11,7.93,0
Fasteners,Office Supplies,2024,Qtr 3,July,11,0.5236,0
Labels,Office Supplies,2024,Qtr 3,July,11,,
Paper,Office Supplies,2024,Qtr 3,July,11,30.255,0
Storage,Office Supplies,2024,Qtr 3,July,11,-45.8246,0
Supplies,Office Supplies,2024,Qtr 3,July,11,,
Accessories,Technology,2024,Qtr 3,July,11,,
Copiers,Technology,2024,Qtr 3,July,11,,
Machines,Technology,2024,Qtr 3,July,11,33.5895,0
Phones,Technology,2024,Qtr 3,July,11,,
Bookcases,Furniture,2024,Qtr 3,July,12,,
Chairs,Furniture,2024,Qtr 3,July,12,70.98,0
Furnishings,Furniture,2024,Qtr 3,July,12,28.7712,0
Tables,Furniture,2024,Qtr 3,July,12,,
Appliances,Office Supplies,2024,Qtr 3,July,12,41.2938,0
Art,Office Supplies,2024,Qtr 3,July,12,,
Binders,Office Supplies,2024,Qtr 3,July,12,9.5498,0
Envelopes,Office Supplies,2024,Qtr 3,July,12,,
Fasteners,Office Supplies,2024,Qtr 3,July,12,0,0
Labels,Office Supplies,2024,Qtr 3,July,12,1.2006,0
Paper,Office Supplies,2024,Qtr 3,July,12,6.2208,0
Storage,Office Supplies,2024,Qtr 3,July,12,,
Supplies,Office Supplies,2024,Qtr 3,July,12,,
Accessories,Technology,2024,Qtr 3,July,12,,
Copiers,Technology,2024,Qtr 3,July,12,,
Machines,Technology,2024,Qtr 3,July,12,,
Phones,Technology,2024,Qtr 3,July,12,224.4426,0
Bookcases,Furniture,2024,Qtr 3,July,13,,
Chairs,Furniture,2024,Qtr 3,July,13,321.84,0
Furnishings,Furniture,2024,Qtr 3,July,13,,
Tables,Furniture,2024,Qtr 3,July,13,,
Appliances,Office Supplies,2024,Qtr 3,July,13,,
Art,Office Supplies,2024,Qtr 3,July,13,,
Binders,Office Supplies,2024,Qtr 3,July,13,-62.2284,1
Envelopes,Office Supplies,2024,Qtr 3,July,13,,
Fasteners,Office Supplies,2024,Qtr 3,July,13,,
Labels,Office Supplies,2024,Qtr 3,July,13,,
Paper,Office Supplies,2024,Qtr 3,July,13,23.3436,0
Storage,Office Supplies,2024,Qtr 3,July,13,,
Supplies,Office Supplies,2024,Qtr 3,July,13,,
Accessories,Technology,2024,Qtr 3,July,13,,
Copiers,Technology,2024,Qtr 3,July,13,,
Machines,Technology,2024,Qtr 3,July,13,,
Phones,Technology,2024,Qtr 3,July,13,,
Bookcases,Furniture,2024,Qtr 3,July,14,-191.646,1
Chairs,Furniture,2024,Qtr 3,July,14,49.716,0
Furnishings,Furniture,2024,Qtr 3,July,14,,
Tables,Furniture,2024,Qtr 3,July,14,,
Appliances,Office Supplies,2024,Qtr 3,July,14,,
Art,Office Supplies,2024,Qtr 3,July,14,,
Binders,Office Supplies,2024,Qtr 3,July,14,,
Envelopes,Office Supplies,2024,Qtr 3,July,14,,
Fasteners,Office Supplies,2024,Qtr 3,July,14,,
Labels,Office Supplies,2024,Qtr 3,July,14,,
Paper,Office Supplies,2024,Qtr 3,July,14,6.7048,0
Storage,Office Supplies,2024,Qtr 3,July,14,-64.7748,0
Supplies,Office Supplies,2024,Qtr 3,July,14,,
Accessories,Technology,2024,Qtr 3,July,14,,
Copiers,Technology,2024,Qtr 3,July,14,,
Machines,Technology,2024,Qtr 3,July,14,,
Phones,Technology,2024,Qtr 3,July,14,,
Bookcases,Furniture,2024,Qtr 3,July,16,,
Chairs,Furniture,2024,Qtr 3,July,16,-96.6131,0
Furnishings,Furniture,2024,Qtr 3,July,16,,
Tables,Furniture,2024,Qtr 3,July,16,,
Appliances,Office Supplies,2024,Qtr 3,July,16,,
Art,Office Supplies,2024,Qtr 3,July,16,,
Binders,Office Supplies,2024,Qtr 3,July,16,,
Envelopes,Office Supplies,2024,Qtr 3,July,16,63.135,0
Fasteners,Office Supplies,2024,Qtr 3,July,16,5.4144,0
Labels,Office Supplies,2024,Qtr 3,July,16,,
Paper,Office Supplies,2024,Qtr 3,July,16,39.6312,0
Storage,Office Supplies,2024,Qtr 3,July,16,,
Supplies,Office Supplies,2024,Qtr 3,July,16,,
Accessories,Technology,2024,Qtr 3,July,16,191.968,0
Copiers,Technology,2024,Qtr 3,July,16,,
Machines,Technology,2024,Qtr 3,July,16,,
Phones,Technology,2024,Qtr 3,July,16,,
Bookcases,Furniture,2024,Qtr 3,July,17,-7.9996,0
Chairs,Furniture,2024,Qtr 3,July,17,,
Furnishings,Furniture,2024,Qtr 3,July,17,,
Tables,Furniture,2024,Qtr 3,July,17,,
Appliances,Office Supplies,2024,Qtr 3,July,17,,
Art,Office Supplies,2024,Qtr 3,July,17,,
Binders,Office Supplies,2024,Qtr 3,July,17,,
Envelopes,Office Supplies,2024,Qtr 3,July,17,,
Fasteners,Office Supplies,2024,Qtr 3,July,17,3.4276,0
Labels,Office Supplies,2024,Qtr 3,July,17,2.0358,0
Paper,Office Supplies,2024,Qtr 3,July,17,,
Storage,Office Supplies,2024,Qtr 3,July,17,,
Supplies,Office Supplies,2024,Qtr 3,July,17,,
Accessories,Technology,2024,Qtr 3,July,17,,
Copiers,Technology,2024,Qtr 3,July,17,,
Machines,Technology,2024,Qtr 3,July,17,,
Phones,Technology,2024,Qtr 3,July,17,,
Bookcases,Furniture,2024,Qtr 3,July,18,,
Chairs,Furniture,2024,Qtr 3,July,18,,
Furnishings,Furniture,2024,Qtr 3,July,18,2.1402,0
Tables,Furniture,2024,Qtr 3,July,18,,
Appliances,Office Supplies,2024,Qtr 3,July,18,,
Art,Office Supplies,2024,Qtr 3,July,18,1.6128,0
Binders,Office Supplies,2024,Qtr 3,July,18,1.2064,0
Envelopes,Office Supplies,2024,Qtr 3,July,18,,
Fasteners,Office Supplies,2024,Qtr 3,July,18,,
Labels,Office Supplies,2024,Qtr 3,July,18,,
Paper,Office Supplies,2024,Qtr 3,July,18,,
Storage,Office Supplies,2024,Qtr 3,July,18,,
Supplies,Office Supplies,2024,Qtr 3,July,18,,
Accessories,Technology,2024,Qtr 3,July,18,176.7864,0
Copiers,Technology,2024,Qtr 3,July,18,,
Machines,Technology,2024,Qtr 3,July,18,,
Phones,Technology,2024,Qtr 3,July,18,36.7173,0
Bookcases,Furniture,2024,Qtr 3,July,19,,
Chairs,Furniture,2024,Qtr 3,July,19,,
Furnishings,Furniture,2024,Qtr 3,July,19,,
Tables,Furniture,2024,Qtr 3,July,19,,
Appliances,Office Supplies,2024,Qtr 3,July,19,,
Art,Office Supplies,2024,Qtr 3,July,19,,
Binders,Office Supplies,2024,Qtr 3,July,19,-1.35,1
Envelopes,Office Supplies,2024,Qtr 3,July,19,,
Fasteners,Office Supplies,2024,Qtr 3,July,19,,
Labels,Office Supplies,2024,Qtr 3,July,19,,
Paper,Office Supplies,2024,Qtr 3,July,19,,
Storage,Office Supplies,2024,Qtr 3,July,19,,
Supplies,Office Supplies,2024,Qtr 3,July,19,,
Accessories,Technology,2024,Qtr 3,July,19,,
Copiers,Technology,2024,Qtr 3,July,19,,
Machines,Technology,2024,Qtr 3,July,19,,
Phones,Technology,2024,Qtr 3,July,19,,
Bookcases,Furniture,2024,Qtr 3,July,20,-178.6776,0
Chairs,Furniture,2024,Qtr 3,July,20,,
Furnishings,Furniture,2024,Qtr 3,July,20,,
Tables,Furniture,2024,Qtr 3,July,20,,
Appliances,Office Supplies,2024,Qtr 3,July,20,,
Art,Office Supplies,2024,Qtr 3,July,20,,
Binders,Office Supplies,2024,Qtr 3,July,20,-4.464,1
Envelopes,Office Supplies,2024,Qtr 3,July,20,49.105,0
Fasteners,Office Supplies,2024,Qtr 3,July,20,,
Labels,Office Supplies,2024,Qtr 3,July,20,,
Paper,Office Supplies,2024,Qtr 3,July,20,57.8554,0
Storage,Office Supplies,2024,Qtr 3,July,20,47.9108,0
Supplies,Office Supplies,2024,Qtr 3,July,20,,
Accessories,Technology,2024,Qtr 3,July,20,124.68,0
Copiers,Technology,2024,Qtr 3,July,20,,
Machines,Technology,2024,Qtr 3,July,20,,
Phones,Technology,2024,Qtr 3,July,20,13.4386,0
Bookcases,Furniture,2024,Qtr 3,July,23,,
Chairs,Furniture,2024,Qtr 3,July,23,,
Furnishings,Furniture,2024,Qtr 3,July,23,50.2398,0
Tables,Furniture,2024,Qtr 3,July,23,,
Appliances,Office Supplies,2024,Qtr 3,July,23,20.682,0
Art,Office Supplies,2024,Qtr 3,July,23,,
Binders,Office Supplies,2024,Qtr 3,July,23,3.6792,0
Envelopes,Office Supplies,2024,Qtr 3,July,23,,
Fasteners,Office Supplies,2024,Qtr 3,July,23,,
Labels,Office Supplies,2024,Qtr 3,July,23,,
Paper,Office Supplies,2024,Qtr 3,July,23,,
Storage,Office Supplies,2024,Qtr 3,July,23,,
Supplies,Office Supplies,2024,Qtr 3,July,23,,
Accessories,Technology,2024,Qtr 3,July,23,,
Copiers,Technology,2024,Qtr 3,July,23,,
Machines,Technology,2024,Qtr 3,July,23,,
Phones,Technology,2024,Qtr 3,July,23,,
Bookcases,Furniture,2024,Qtr 3,July,24,,
Chairs,Furniture,2024,Qtr 3,July,24,,
Furnishings,Furniture,2024,Qtr 3,July,24,6.0726,0
Tables,Furniture,2024,Qtr 3,July,24,,
Appliances,Office Supplies,2024,Qtr 3,July,24,,
Art,Office Supplies,2024,Qtr 3,July,24,,
Binders,Office Supplies,2024,Qtr 3,July,24,103.569,0
Envelopes,Office Supplies,2024,Qtr 3,July,24,,
Fasteners,Office Supplies,2024,Qtr 3,July,24,,
Labels,Office Supplies,2024,Qtr 3,July,24,,
Paper,Office Supplies,2024,Qtr 3,July,24,,
Storage,Office Supplies,2024,Qtr 3,July,24,,
Supplies,Office Supplies,2024,Qtr 3,July,24,,
Accessories,Technology,2024,Qtr 3,July,24,64.3678,0
Copiers,Technology,2024,Qtr 3,July,24,,
Machines,Technology,2024,Qtr 3,July,24,,
Phones,Technology,2024,Qtr 3,July,24,,
Bookcases,Furniture,2024,Qtr 3,July,25,56.392,0
Chairs,Furniture,2024,Qtr 3,July,25,28.0784,0
Furnishings,Furniture,2024,Qtr 3,July,25,,
Tables,Furniture,2024,Qtr 3,July,25,39.4438,0
Appliances,Office Supplies,2024,Qtr 3,July,25,,
Art,Office Supplies,2024,Qtr 3,July,25,,
Binders,Office Supplies,2024,Qtr 3,July,25,-18.4624,1
Envelopes,Office Supplies,2024,Qtr 3,July,25,49.23,0
Fasteners,Office Supplies,2024,Qtr 3,July,25,0.471,0
Labels,Office Supplies,2024,Qtr 3,July,25,,
Paper,Office Supplies,2024,Qtr 3,July,25,6.2208,0
Storage,Office Supplies,2024,Qtr 3,July,25,,
Supplies,Office Supplies,2024,Qtr 3,July,25,,
Accessories,Technology,2024,Qtr 3,July,25,,
Copiers,Technology,2024,Qtr 3,July,25,,
Machines,Technology,2024,Qtr 3,July,25,,
Phones,Technology,2024,Qtr 3,July,25,38.9975,0
Bookcases,Furniture,2024,Qtr 3,July,26,,
Chairs,Furniture,2024,Qtr 3,July,26,13.3176,0
Furnishings,Furniture,2024,Qtr 3,July,26,,
Tables,Furniture,2024,Qtr 3,July,26,-204.4458,0
Appliances,Office Supplies,2024,Qtr 3,July,26,,
Art,Office Supplies,2024,Qtr 3,July,26,25.792,0
Binders,Office Supplies,2024,Qtr 3,July,26,11.4729,0
Envelopes,Office Supplies,2024,Qtr 3,July,26,78.8942,0
Fasteners,Office Supplies,2024,Qtr 3,July,26,,
Labels,Office Supplies,2024,Qtr 3,July,26,,
Paper,Office Supplies,2024,Qtr 3,July,26,3.6288,0
Storage,Office Supplies,2024,Qtr 3,July,26,,
Supplies,Office Supplies,2024,Qtr 3,July,26,,
Accessories,Technology,2024,Qtr 3,July,26,,
Copiers,Technology,2024,Qtr 3,July,26,,
Machines,Technology,2024,Qtr 3,July,26,,
Phones,Technology,2024,Qtr 3,July,26,,
Bookcases,Furniture,2024,Qtr 3,July,27,,
Chairs,Furniture,2024,Qtr 3,July,27,,
Furnishings,Furniture,2024,Qtr 3,July,27,,
Tables,Furniture,2024,Qtr 3,July,27,,
Appliances,Office Supplies,2024,Qtr 3,July,27,,
Art,Office Supplies,2024,Qtr 3,July,27,,
Binders,Office Supplies,2024,Qtr 3,July,27,,
Envelopes,Office Supplies,2024,Qtr 3,July,27,,
Fasteners,Office Supplies,2024,Qtr 3,July,27,,
Labels,Office Supplies,2024,Qtr 3,July,27,,
Paper,Office Supplies,2024,Qtr 3,July,27,,
Storage,Office Supplies,2024,Qtr 3,July,27,,
Supplies,Office Supplies,2024,Qtr 3,July,27,,
Accessories,Technology,2024,Qtr 3,July,27,,
Copiers,Technology,2024,Qtr 3,July,27,,
Machines,Technology,2024,Qtr 3,July,27,,
Phones,Technology,2024,Qtr 3,July,27,0.2997,0
Bookcases,Furniture,2024,Qtr 3,July,30,,
Chairs,Furniture,2024,Qtr 3,July,30,38.97,0
Furnishings,Furniture,2024,Qtr 3,July,30,2.3232,0
Tables,Furniture,2024,Qtr 3,July,30,,
Appliances,Office Supplies,2024,Qtr 3,July,30,,
Art,Office Supplies,2024,Qtr 3,July,30,,
Binders,Office Supplies,2024,Qtr 3,July,30,4.095,0
Envelopes,Office Supplies,2024,Qtr 3,July,30,,
