Superstore 2023.Region	Superstore 2023.Category	Superstore 2023.Sub-Category	Superstore 2023.Order Date	Superstore 2023.ProfitM	Sum(Superstore 2023.Sales)
South	Technology	Copiers	Wednesday, November 10, 2021		
West	Technology	Copiers	Wednesday, November 10, 2021		
Central	Technology	Copiers	Sunday, November 21, 2021	164.997	439.992
East	Technology	Copiers	Sunday, November 21, 2021		
South	Technology	Copiers	Sunday, November 21, 2021		
West	Technology	Copiers	Sunday, November 21, 2021		
Central	Technology	Copiers	Friday, November 26, 2021	233.9961	599.99
East	Technology	Copiers	Friday, November 26, 2021		
South	Technology	Copiers	Friday, November 26, 2021		
West	Technology	Copiers	Friday, November 26, 2021		
Central	Technology	Copiers	Monday, December 06, 2021	449.991	999.98
East	Technology	Copiers	Monday, December 06, 2021		
South	Technology	Copiers	Monday, December 06, 2021		
West	Technology	Copiers	Monday, December 06, 2021		
Central	Technology	Copiers	Friday, December 10, 2021		
East	Technology	Copiers	Friday, December 10, 2021	249.995	799.984
South	Technology	Copiers	Friday, December 10, 2021		
West	Technology	Copiers	Friday, December 10, 2021		
Central	Technology	Copiers	Friday, December 24, 2021	2302.9671	4899.93
East	Technology	Copiers	Friday, December 24, 2021		
South	Technology	Copiers	Friday, December 24, 2021		
West	Technology	Copiers	Friday, December 24, 2021		
Central	Technology	Copiers	Saturday, December 25, 2021		
East	Technology	Copiers	Saturday, December 25, 2021		
South	Technology	Copiers	Saturday, December 25, 2021		
West	Technology	Copiers	Saturday, December 25, 2021	224.9925	1199.96
Central	Technology	Copiers	Tuesday, January 04, 2022		
East	Technology	Copiers	Tuesday, January 04, 2022		
South	Technology	Copiers	Tuesday, January 04, 2022	119.996	959.968
West	Technology	Copiers	Tuesday, January 04, 2022		
Central	Technology	Copiers	Thursday, April 07, 2022		
East	Technology	Copiers	Thursday, April 07, 2022		
South	Technology	Copiers	Thursday, April 07, 2022		
West	Technology	Copiers	Thursday, April 07, 2022	374.9925	1199.976
Central	Technology	Copiers	Monday, May 23, 2022		
East	Technology	Copiers	Monday, May 23, 2022	1119.9968	8399.976
South	Technology	Copiers	Monday, May 23, 2022		
West	Technology	Copiers	Monday, May 23, 2022		
Central	Technology	Copiers	Monday, May 30, 2022		
East	Technology	Copiers	Monday, May 30, 2022	69.999	839.988
South	Technology	Copiers	Monday, May 30, 2022		
West	Technology	Copiers	Monday, May 30, 2022		
Central	Technology	Copiers	Friday, July 01, 2022		
East	Technology	Copiers	Friday, July 01, 2022		
South	Technology	Copiers	Friday, July 01, 2022		
West	Technology	Copiers	Friday, July 01, 2022	449.985	1499.95
Central	Technology	Copiers	Thursday, July 07, 2022		
East	Technology	Copiers	Thursday, July 07, 2022		
South	Technology	Copiers	Thursday, July 07, 2022		
West	Technology	Copiers	Thursday, July 07, 2022	944.9865	2799.96
Central	Technology	Copiers	Monday, July 25, 2022		
East	Technology	Copiers	Monday, July 25, 2022	191.9968	1439.976
South	Technology	Copiers	Monday, July 25, 2022		
West	Technology	Copiers	Monday, July 25, 2022		
Central	Technology	Copiers	Friday, September 02, 2022		
East	Technology	Copiers	Friday, September 02, 2022		
South	Technology	Copiers	Friday, September 02, 2022		
West	Technology	Copiers	Friday, September 02, 2022	449.991	999.98
Central	Technology	Copiers	Sunday, September 04, 2022		
East	Technology	Copiers	Sunday, September 04, 2022		
South	Technology	Copiers	Sunday, September 04, 2022		
West	Technology	Copiers	Sunday, September 04, 2022	944.9865	2799.96
Central	Technology	Copiers	Sunday, September 11, 2022		
East	Technology	Copiers	Sunday, September 11, 2022		
South	Technology	Copiers	Sunday, September 11, 2022	751.9624	1599.92
West	Technology	Copiers	Sunday, September 11, 2022		
Central	Technology	Copiers	Sunday, September 25, 2022		
East	Technology	Copiers	Sunday, September 25, 2022		
South	Technology	Copiers	Sunday, September 25, 2022		
West	Technology	Copiers	Sunday, September 25, 2022	161.9919	479.976
Central	Technology	Copiers	Sunday, October 02, 2022	8399.976	17499.95
East	Technology	Copiers	Sunday, October 02, 2022		
South	Technology	Copiers	Sunday, October 02, 2022		
West	Technology	Copiers	Sunday, October 02, 2022		
Central	Technology	Copiers	Tuesday, October 04, 2022		
East	Technology	Copiers	Tuesday, October 04, 2022	2591.9568	5399.91
South	Technology	Copiers	Tuesday, October 04, 2022		
West	Technology	Copiers	Tuesday, October 04, 2022		
Central	Technology	Copiers	Monday, November 14, 2022		
East	Technology	Copiers	Monday, November 14, 2022	179.9964	1199.976
South	Technology	Copiers	Monday, November 14, 2022		
West	Technology	Copiers	Monday, November 14, 2022		
Central	Technology	Copiers	Tuesday, December 06, 2022		
East	Technology	Copiers	Tuesday, December 06, 2022	89.997	479.984
South	Technology	Copiers	Tuesday, December 06, 2022		
West	Technology	Copiers	Tuesday, December 06, 2022		
Central	Technology	Copiers	Friday, December 23, 2022		
East	Technology	Copiers	Friday, December 23, 2022	899.982	1999.96
South	Technology	Copiers	Friday, December 23, 2022		
West	Technology	Copiers	Friday, December 23, 2022		
Central	Technology	Copiers	Sunday, January 22, 2023		
East	Technology	Copiers	Sunday, January 22, 2023		
South	Technology	Copiers	Sunday, January 22, 2023		
West	Technology	Copiers	Sunday, January 22, 2023	1379.977	2999.95
Central	Technology	Copiers	Thursday, March 09, 2023		
East	Technology	Copiers	Thursday, March 09, 2023		
South	Technology	Copiers	Thursday, March 09, 2023		
West	Technology	Copiers	Thursday, March 09, 2023	59.998	479.984
Central	Technology	Copiers	Monday, March 13, 2023	335.9944	959.984
East	Technology	Copiers	Monday, March 13, 2023		
South	Technology	Copiers	Monday, March 13, 2023		
West	Technology	Copiers	Monday, March 13, 2023		
Central	Technology	Copiers	Thursday, March 23, 2023		
East	Technology	Copiers	Thursday, March 23, 2023		
South	Technology	Copiers	Thursday, March 23, 2023		
West	Technology	Copiers	Thursday, March 23, 2023	6719.9808	13999.96
Central	Technology	Copiers	Saturday, March 25, 2023		
East	Technology	Copiers	Saturday, March 25, 2023		
South	Technology	Copiers	Saturday, March 25, 2023		
West	Technology	Copiers	Saturday, March 25, 2023	59.998	479.984
Central	Technology	Copiers	Sunday, March 26, 2023	569.9905	2399.96
East	Technology	Copiers	Sunday, March 26, 2023		
South	Technology	Copiers	Sunday, March 26, 2023		
West	Technology	Copiers	Sunday, March 26, 2023		
Central	Technology	Copiers	Friday, March 31, 2023		
East	Technology	Copiers	Friday, March 31, 2023		
South	Technology	Copiers	Friday, March 31, 2023	1439.976	2999.95
West	Technology	Copiers	Friday, March 31, 2023		
Central	Technology	Copiers	Monday, May 08, 2023		
East	Technology	Copiers	Monday, May 08, 2023		
South	Technology	Copiers	Monday, May 08, 2023		
West	Technology	Copiers	Monday, May 08, 2023	1049.985	3359.952
Central	Technology	Copiers	Monday, July 17, 2023		
East	Technology	Copiers	Monday, July 17, 2023		
South	Technology	Copiers	Monday, July 17, 2023		
West	Technology	Copiers	Monday, July 17, 2023	89.997	479.984
Central	Technology	Copiers	Tuesday, July 18, 2023		
East	Technology	Copiers	Tuesday, July 18, 2023	69.9965	599.97
South	Technology	Copiers	Tuesday, July 18, 2023		
West	Technology	Copiers	Tuesday, July 18, 2023		
Central	Technology	Copiers	Monday, July 24, 2023		
East	Technology	Copiers	Monday, July 24, 2023		
South	Technology	Copiers	Monday, July 24, 2023		
West	Technology	Copiers	Monday, July 24, 2023	839.986	2399.96
Central	Technology	Copiers	Saturday, August 12, 2023		
East	Technology	Copiers	Saturday, August 12, 2023		
South	Technology	Copiers	Saturday, August 12, 2023		
West	Technology	Copiers	Saturday, August 12, 2023	89.997	299.99
Central	Technology	Copiers	Sunday, August 27, 2023		
East	Technology	Copiers	Sunday, August 27, 2023		
South	Technology	Copiers	Sunday, August 27, 2023		
West	Technology	Copiers	Sunday, August 27, 2023	329.994	879.984
Central	Technology	Copiers	Friday, September 08, 2023	107.9946	319.984
East	Technology	Copiers	Friday, September 08, 2023		
South	Technology	Copiers	Friday, September 08, 2023		
West	Technology	Copiers	Friday, September 08, 2023		
Central	Technology	Copiers	Sunday, October 22, 2023		
East	Technology	Copiers	Sunday, October 22, 2023	3919.9888	11199.968
South	Technology	Copiers	Sunday, October 22, 2023		
West	Technology	Copiers	Sunday, October 22, 2023		
Central	Technology	Copiers	Friday, November 03, 2023		
East	Technology	Copiers	Friday, November 03, 2023		
South	Technology	Copiers	Friday, November 03, 2023	311.9948	959.984
West	Technology	Copiers	Friday, November 03, 2023		
Central	Technology	Copiers	Thursday, November 16, 2023		
East	Technology	Copiers	Thursday, November 16, 2023	74.9985	899.982
South	Technology	Copiers	Thursday, November 16, 2023		
West	Technology	Copiers	Thursday, November 16, 2023		
Central	Technology	Copiers	Friday, November 17, 2023		
East	Technology	Copiers	Friday, November 17, 2023	5039.9856	10499.97
South	Technology	Copiers	Friday, November 17, 2023		
West	Technology	Copiers	Friday, November 17, 2023		
Central	Technology	Copiers	Friday, December 08, 2023		
East	Technology	Copiers	Friday, December 08, 2023		
South	Technology	Copiers	Friday, December 08, 2023		
West	Technology	Copiers	Friday, December 08, 2023	434.9913	1199.976
Central	Technology	Copiers	Saturday, December 09, 2023		
East	Technology	Copiers	Saturday, December 09, 2023		
South	Technology	Copiers	Saturday, December 09, 2023	629.991	1399.98
West	Technology	Copiers	Saturday, December 09, 2023		
Central	Technology	Copiers	Thursday, December 14, 2023		
East	Technology	Copiers	Thursday, December 14, 2023	467.9922	1199.98
South	Technology	Copiers	Thursday, December 14, 2023		
West	Technology	Copiers	Thursday, December 14, 2023		
Central	Technology	Copiers	Sunday, December 24, 2023		
East	Technology	Copiers	Sunday, December 24, 2023		
South	Technology	Copiers	Sunday, December 24, 2023		
West	Technology	Copiers	Sunday, December 24, 2023	1007.9832	2879.952
Central	Technology	Machines	Saturday, March 14, 2020	156.047	574.91
East	Technology	Machines	Saturday, March 14, 2020		
South	Technology	Machines	Saturday, March 14, 2020		
West	Technology	Machines	Saturday, March 14, 2020		
Central	Technology	Machines	Wednesday, March 18, 2020		
East	Technology	Machines	Wednesday, March 18, 2020		
South	Technology	Machines	Wednesday, March 18, 2020	-1827.5044	23459.78
West	Technology	Machines	Wednesday, March 18, 2020	415.9896	1279.968
Central	Technology	Machines	Saturday, April 18, 2020		
East	Technology	Machines	Saturday, April 18, 2020		
South	Technology	Machines	Saturday, April 18, 2020		
West	Technology	Machines	Saturday, April 18, 2020	97.1892	287.968
Central	Technology	Machines	Wednesday, June 17, 2020		
East	Technology	Machines	Wednesday, June 17, 2020	31.0059	65.97
South	Technology	Machines	Wednesday, June 17, 2020		
West	Technology	Machines	Wednesday, June 17, 2020		
Central	Technology	Machines	Saturday, June 20, 2020	-97.72	418.8
East	Technology	Machines	Saturday, June 20, 2020		
South	Technology	Machines	Saturday, June 20, 2020		
West	Technology	Machines	Saturday, June 20, 2020		
Central	Technology	Machines	Sunday, June 21, 2020		
East	Technology	Machines	Sunday, June 21, 2020	-172.4925	206.991
South	Technology	Machines	Sunday, June 21, 2020		
West	Technology	Machines	Sunday, June 21, 2020		
Central	Technology	Machines	Wednesday, September 02, 2020	-121.2705	559.71
East	Technology	Machines	Wednesday, September 02, 2020		
South	Technology	Machines	Wednesday, September 02, 2020		
West	Technology	Machines	Wednesday, September 02, 2020		
Central	Technology	Machines	Monday, September 07, 2020		
East	Technology	Machines	Monday, September 07, 2020	-559.356	399.54
South	Technology	Machines	Monday, September 07, 2020		
West	Technology	Machines	Monday, September 07, 2020		
Central	Technology	Machines	Tuesday, September 08, 2020	-1359.992	8159.952
East	Technology	Machines	Tuesday, September 08, 2020		
South	Technology	Machines	Tuesday, September 08, 2020	90.2871	209.97
West	Technology	Machines	Tuesday, September 08, 2020		
Central	Technology	Machines	Wednesday, September 09, 2020		
East	Technology	Machines	Wednesday, September 09, 2020		
South	Technology	Machines	Wednesday, September 09, 2020	-571.9956	1299.99
West	Technology	Machines	Wednesday, September 09, 2020		
Central	Technology	Machines	Saturday, September 12, 2020		
East	Technology	Machines	Saturday, September 12, 2020	30.0957	69.99
South	Technology	Machines	Saturday, September 12, 2020		
West	Technology	Machines	Saturday, September 12, 2020		
Central	Technology	Machines	Monday, September 14, 2020		
East	Technology	Machines	Monday, September 14, 2020	1371.9804	2799.96
South	Technology	Machines	Monday, September 14, 2020		
West	Technology	Machines	Monday, September 14, 2020		
Central	Technology	Machines	Thursday, September 17, 2020		
East	Technology	Machines	Thursday, September 17, 2020		
South	Technology	Machines	Thursday, September 17, 2020		
West	Technology	Machines	Thursday, September 17, 2020	-21.945	29.925
Central	Technology	Machines	Saturday, September 19, 2020	-761.9928	5579.94
East	Technology	Machines	Saturday, September 19, 2020		
South	Technology	Machines	Saturday, September 19, 2020	-944.9946	2624.985
West	Technology	Machines	Saturday, September 19, 2020		
Central	Technology	Machines	Tuesday, September 29, 2020		
East	Technology	Machines	Tuesday, September 29, 2020		
South	Technology	Machines	Tuesday, September 29, 2020		
West	Technology	Machines	Tuesday, September 29, 2020	223.054	686.32
Central	Technology	Machines	Saturday, October 10, 2020		
East	Technology	Machines	Saturday, October 10, 2020	-71.3958	101.994
South	Technology	Machines	Saturday, October 10, 2020		
West	Technology	Machines	Saturday, October 10, 2020		
Central	Technology	Machines	Wednesday, November 04, 2020		
East	Technology	Machines	Wednesday, November 04, 2020	1995.99	3991.98
South	Technology	Machines	Wednesday, November 04, 2020		
West	Technology	Machines	Wednesday, November 04, 2020	139.99	447.968
Central	Technology	Machines	Saturday, November 28, 2020	-199.77	998.85
East	Technology	Machines	Saturday, November 28, 2020		
South	Technology	Machines	Saturday, November 28, 2020		
West	Technology	Machines	Saturday, November 28, 2020		
Central	Technology	Machines	Monday, December 14, 2020		
East	Technology	Machines	Monday, December 14, 2020	2239.9872	6999.96
South	Technology	Machines	Monday, December 14, 2020		
West	Technology	Machines	Monday, December 14, 2020		
Central	Technology	Machines	Tuesday, December 29, 2020		
East	Technology	Machines	Tuesday, December 29, 2020		
South	Technology	Machines	Tuesday, December 29, 2020		
West	Technology	Machines	Tuesday, December 29, 2020	287.982	767.952
Central	Technology	Machines	Saturday, January 02, 2021		
East	Technology	Machines	Saturday, January 02, 2021	-950.4	1188
South	Technology	Machines	Saturday, January 02, 2021		
West	Technology	Machines	Saturday, January 02, 2021		
Central	Technology	Machines	Saturday, January 30, 2021		
East	Technology	Machines	Saturday, January 30, 2021		
South	Technology	Machines	Saturday, January 30, 2021		
West	Technology	Machines	Saturday, January 30, 2021	215.9973	1919.976
Central	Technology	Machines	Friday, April 02, 2021		
East	Technology	Machines	Friday, April 02, 2021		
South	Technology	Machines	Friday, April 02, 2021		
West	Technology	Machines	Friday, April 02, 2021	24.2919	71.976
Central	Technology	Machines	Tuesday, April 27, 2021		
East	Technology	Machines	Tuesday, April 27, 2021	648.5624	1379.92
South	Technology	Machines	Tuesday, April 27, 2021		
West	Technology	Machines	Tuesday, April 27, 2021		
Central	Technology	Machines	Saturday, May 22, 2021		
East	Technology	Machines	Saturday, May 22, 2021		
South	Technology	Machines	Saturday, May 22, 2021		
West	Technology	Machines	Saturday, May 22, 2021	334.4985	2973.32
Central	Technology	Machines	Wednesday, May 26, 2021	-79.908	399.54
East	Technology	Machines	Wednesday, May 26, 2021		
South	Technology	Machines	Wednesday, May 26, 2021		
West	Technology	Machines	Wednesday, May 26, 2021		
Central	Technology	Machines	Friday, July 09, 2021		
East	Technology	Machines	Friday, July 09, 2021	209.2365	464.97
South	Technology	Machines	Friday, July 09, 2021		
West	Technology	Machines	Friday, July 09, 2021		
Central	Technology	Machines	Monday, August 02, 2021		
East	Technology	Machines	Monday, August 02, 2021		
South	Technology	Machines	Monday, August 02, 2021		
West	Technology	Machines	Monday, August 02, 2021	41.88	558.4
Central	Technology	Machines	Tuesday, August 24, 2021		
East	Technology	Machines	Tuesday, August 24, 2021		
South	Technology	Machines	Tuesday, August 24, 2021	1416.8	3080
West	Technology	Machines	Tuesday, August 24, 2021		
Central	Technology	Machines	Tuesday, August 31, 2021		
East	Technology	Machines	Tuesday, August 31, 2021		
South	Technology	Machines	Tuesday, August 31, 2021		
West	Technology	Machines	Tuesday, August 31, 2021	80.9919	239.976
Central	Technology	Machines	Sunday, September 26, 2021		
East	Technology	Machines	Sunday, September 26, 2021	296.0671	629.93
South	Technology	Machines	Sunday, September 26, 2021		
West	Technology	Machines	Sunday, September 26, 2021		
Central	Technology	Machines	Saturday, October 30, 2021		
East	Technology	Machines	Saturday, October 30, 2021	269.308	1035.8
South	Technology	Machines	Saturday, October 30, 2021		
West	Technology	Machines	Saturday, October 30, 2021	-45.9954	59.994
Central	Technology	Machines	Sunday, November 07, 2021	33.5895	287.91
East	Technology	Machines	Sunday, November 07, 2021		
South	Technology	Machines	Sunday, November 07, 2021		
West	Technology	Machines	Sunday, November 07, 2021		
Central	Technology	Machines	Monday, November 08, 2021		
East	Technology	Machines	Monday, November 08, 2021	2229.024	4643.8
South	Technology	Machines	Monday, November 08, 2021		
West	Technology	Machines	Monday, November 08, 2021		
Central	Technology	Machines	Tuesday, November 09, 2021		
East	Technology	Machines	Tuesday, November 09, 2021	1114.512	2321.9
South	Technology	Machines	Tuesday, November 09, 2021		
West	Technology	Machines	Tuesday, November 09, 2021		
Central	Technology	Machines	Saturday, November 20, 2021	55.9986	479.988
East	Technology	Machines	Saturday, November 20, 2021		
South	Technology	Machines	Saturday, November 20, 2021		
West	Technology	Machines	Saturday, November 20, 2021		
Central	Technology	Machines	Sunday, November 21, 2021	22.653	83.9
East	Technology	Machines	Sunday, November 21, 2021		
South	Technology	Machines	Sunday, November 21, 2021		
West	Technology	Machines	Sunday, November 21, 2021		
Central	Technology	Machines	Monday, November 22, 2021		
East	Technology	Machines	Monday, November 22, 2021		
South	Technology	Machines	Monday, November 22, 2021	-1.9791	32.985
West	Technology	Machines	Monday, November 22, 2021		
Central	Technology	Machines	Friday, December 03, 2021		
East	Technology	Machines	Friday, December 03, 2021	-337.638	482.34
South	Technology	Machines	Friday, December 03, 2021		
West	Technology	Machines	Friday, December 03, 2021		
Central	Technology	Machines	Wednesday, December 15, 2021		
East	Technology	Machines	Wednesday, December 15, 2021	-2639.9912	1799.994
South	Technology	Machines	Wednesday, December 15, 2021		
West	Technology	Machines	Wednesday, December 15, 2021		
Central	Technology	Machines	Tuesday, December 21, 2021	137.264	600.53
East	Technology	Machines	Tuesday, December 21, 2021		
South	Technology	Machines	Tuesday, December 21, 2021		
West	Technology	Machines	Tuesday, December 21, 2021		
Central	Technology	Machines	Friday, December 24, 2021		
East	Technology	Machines	Friday, December 24, 2021	-383.9904	479.988
South	Technology	Machines	Friday, December 24, 2021		
West	Technology	Machines	Friday, December 24, 2021		
Central	Technology	Machines	Thursday, December 30, 2021		
East	Technology	Machines	Thursday, December 30, 2021		
South	Technology	Machines	Thursday, December 30, 2021		
West	Technology	Machines	Thursday, December 30, 2021	286.713	2548.56
Central	Technology	Machines	Wednesday, February 02, 2022		
East	Technology	Machines	Wednesday, February 02, 2022		
South	Technology	Machines	Wednesday, February 02, 2022	2799.984	8749.95
West	Technology	Machines	Wednesday, February 02, 2022		
Central	Technology	Machines	Tuesday, March 01, 2022		
East	Technology	Machines	Tuesday, March 01, 2022	2400.9657	4899.93
South	Technology	Machines	Tuesday, March 01, 2022		
West	Technology	Machines	Tuesday, March 01, 2022		
Central	Technology	Machines	Thursday, March 03, 2022	33.5895	287.91
East	Technology	Machines	Thursday, March 03, 2022		
South	Technology	Machines	Thursday, March 03, 2022		
West	Technology	Machines	Thursday, March 03, 2022		
Central	Technology	Machines	Thursday, March 10, 2022		
East	Technology	Machines	Thursday, March 10, 2022		
South	Technology	Machines	Thursday, March 10, 2022		
West	Technology	Machines	Thursday, March 10, 2022	377.73	3357.6
Central	Technology	Machines	Sunday, March 13, 2022		
East	Technology	Machines	Sunday, March 13, 2022	-643.71	449.1
South	Technology	Machines	Sunday, March 13, 2022		
West	Technology	Machines	Sunday, March 13, 2022		
Central	Technology	Machines	Saturday, April 16, 2022		
East	Technology	Machines	Saturday, April 16, 2022	2365.9818	9099.93
South	Technology	Machines	Saturday, April 16, 2022		
West	Technology	Machines	Saturday, April 16, 2022		
Central	Technology	Machines	Tuesday, May 03, 2022		
East	Technology	Machines	Tuesday, May 03, 2022	-164.9538	224.937
South	Technology	Machines	Tuesday, May 03, 2022		
West	Technology	Machines	Tuesday, May 03, 2022		
Central	Technology	Machines	Saturday, May 07, 2022		
East	Technology	Machines	Saturday, May 07, 2022	1159.9855	3999.95
South	Technology	Machines	Saturday, May 07, 2022		
West	Technology	Machines	Saturday, May 07, 2022		
Central	Technology	Machines	Saturday, May 21, 2022		
East	Technology	Machines	Saturday, May 21, 2022		
South	Technology	Machines	Saturday, May 21, 2022		
West	Technology	Machines	Saturday, May 21, 2022	179.73	2396.4
Central	Technology	Machines	Thursday, May 26, 2022		
East	Technology	Machines	Thursday, May 26, 2022		
South	Technology	Machines	Thursday, May 26, 2022		
West	Technology	Machines	Thursday, May 26, 2022	116.2425	371.976
Central	Technology	Machines	Saturday, May 28, 2022		
East	Technology	Machines	Saturday, May 28, 2022		
South	Technology	Machines	Saturday, May 28, 2022		
West	Technology	Machines	Saturday, May 28, 2022	41.88	558.4
Central	Technology	Machines	Saturday, June 04, 2022		
East	Technology	Machines	Saturday, June 04, 2022	364.4595	1349.85
South	Technology	Machines	Saturday, June 04, 2022		
West	Technology	Machines	Saturday, June 04, 2022		
Central	Technology	Machines	Thursday, June 09, 2022		
East	Technology	Machines	Thursday, June 09, 2022		
South	Technology	Machines	Thursday, June 09, 2022	-27.828	695.7
West	Technology	Machines	Thursday, June 09, 2022		
Central	Technology	Machines	Sunday, June 12, 2022	43.1991	1007.979
East	Technology	Machines	Sunday, June 12, 2022		
South	Technology	Machines	Sunday, June 12, 2022		
West	Technology	Machines	Sunday, June 12, 2022		
Central	Technology	Machines	Thursday, June 16, 2022		
East	Technology	Machines	Thursday, June 16, 2022		
South	Technology	Machines	Thursday, June 16, 2022	-1.8295	91.475
West	Technology	Machines	Thursday, June 16, 2022		
Central	Technology	Machines	Friday, June 24, 2022		
East	Technology	Machines	Friday, June 24, 2022		
South	Technology	Machines	Friday, June 24, 2022		
West	Technology	Machines	Friday, June 24, 2022	503.64	4476.8
Central	Technology	Machines	Sunday, July 10, 2022		
East	Technology	Machines	Sunday, July 10, 2022	-319.1916	341.991
South	Technology	Machines	Sunday, July 10, 2022		
West	Technology	Machines	Sunday, July 10, 2022		
Central	Technology	Machines	Saturday, July 23, 2022		
East	Technology	Machines	Saturday, July 23, 2022		
South	Technology	Machines	Saturday, July 23, 2022	-111.4995	265.475
West	Technology	Machines	Saturday, July 23, 2022		
Central	Technology	Machines	Sunday, August 14, 2022		
East	Technology	Machines	Sunday, August 14, 2022		
South	Technology	Machines	Sunday, August 14, 2022		
West	Technology	Machines	Sunday, August 14, 2022	35.6238	105.552
Central	Technology	Machines	Tuesday, August 23, 2022		
East	Technology	Machines	Tuesday, August 23, 2022		
South	Technology	Machines	Tuesday, August 23, 2022		
West	Technology	Machines	Tuesday, August 23, 2022	62.82	837.6
Central	Technology	Machines	Friday, September 02, 2022	-19.47	1362.9
East	Technology	Machines	Friday, September 02, 2022		
South	Technology	Machines	Friday, September 02, 2022		
West	Technology	Machines	Friday, September 02, 2022		
Central	Technology	Machines	Saturday, September 17, 2022		
East	Technology	Machines	Saturday, September 17, 2022		
South	Technology	Machines	Saturday, September 17, 2022	190.08	396
West	Technology	Machines	Saturday, September 17, 2022		
Central	Technology	Machines	Thursday, October 06, 2022		
East	Technology	Machines	Thursday, October 06, 2022		
South	Technology	Machines	Thursday, October 06, 2022		
West	Technology	Machines	Thursday, October 06, 2022	-938.28	703.71
Central	Technology	Machines	Friday, October 07, 2022		
East	Technology	Machines	Friday, October 07, 2022		
South	Technology	Machines	Friday, October 07, 2022		
West	Technology	Machines	Friday, October 07, 2022	62.82	837.6
Central	Technology	Machines	Thursday, November 03, 2022		
East	Technology	Machines	Thursday, November 03, 2022		
South	Technology	Machines	Thursday, November 03, 2022		
West	Technology	Machines	Thursday, November 03, 2022	-251.9874	179.991
Central	Technology	Machines	Friday, November 04, 2022		
East	Technology	Machines	Friday, November 04, 2022		
South	Technology	Machines	Friday, November 04, 2022		
West	Technology	Machines	Friday, November 04, 2022	77.22	686.4
Central	Technology	Machines	Monday, November 21, 2022		
East	Technology	Machines	Monday, November 21, 2022	-24.276	30.345
South	Technology	Machines	Monday, November 21, 2022		
West	Technology	Machines	Monday, November 21, 2022		
Central	Technology	Machines	Friday, November 25, 2022		
East	Technology	Machines	Friday, November 25, 2022	-6481.6076	4819.905
South	Technology	Machines	Friday, November 25, 2022		
West	Technology	Machines	Friday, November 25, 2022		
Central	Technology	Machines	Saturday, November 26, 2022		
East	Technology	Machines	Saturday, November 26, 2022		
South	Technology	Machines	Saturday, November 26, 2022	1459.2	3040
West	Technology	Machines	Saturday, November 26, 2022		
Central	Technology	Machines	Thursday, December 22, 2022		
East	Technology	Machines	Thursday, December 22, 2022		
South	Technology	Machines	Thursday, December 22, 2022		
West	Technology	Machines	Thursday, December 22, 2022	3.757	11.56
Central	Technology	Machines	Sunday, December 25, 2022		
East	Technology	Machines	Sunday, December 25, 2022		
South	Technology	Machines	Sunday, December 25, 2022		
West	Technology	Machines	Sunday, December 25, 2022	-386.957	269.97
Central	Technology	Machines	Monday, January 02, 2023		
East	Technology	Machines	Monday, January 02, 2023		
South	Technology	Machines	Monday, January 02, 2023	-27.828	695.7
West	Technology	Machines	Monday, January 02, 2023		
Central	Technology	Machines	Saturday, January 07, 2023	679.996	3059.982
East	Technology	Machines	Saturday, January 07, 2023		
South	Technology	Machines	Saturday, January 07, 2023		
West	Technology	Machines	Saturday, January 07, 2023		
Central	Technology	Machines	Saturday, January 21, 2023	152.0883	350.973
East	Technology	Machines	Saturday, January 21, 2023		
South	Technology	Machines	Saturday, January 21, 2023		
West	Technology	Machines	Saturday, January 21, 2023		
Central	Technology	Machines	Thursday, February 02, 2023		
East	Technology	Machines	Thursday, February 02, 2023		
South	Technology	Machines	Thursday, February 02, 2023		
West	Technology	Machines	Thursday, February 02, 2023	38.9974	239.984
Central	Technology	Machines	Monday, March 13, 2023	8.9994	209.986
East	Technology	Machines	Monday, March 13, 2023		
South	Technology	Machines	Monday, March 13, 2023		
West	Technology	Machines	Monday, March 13, 2023		
Central	Technology	Machines	Tuesday, March 28, 2023		
East	Technology	Machines	Tuesday, March 28, 2023		
South	Technology	Machines	Tuesday, March 28, 2023		
West	Technology	Machines	Tuesday, March 28, 2023	53.272	532.72
Central	Technology	Machines	Saturday, April 01, 2023		
East	Technology	Machines	Saturday, April 01, 2023		
South	Technology	Machines	Saturday, April 01, 2023		
West	Technology	Machines	Saturday, April 01, 2023	359.9988	4799.984
Central	Technology	Machines	Monday, April 17, 2023		
East	Technology	Machines	Monday, April 17, 2023		
South	Technology	Machines	Monday, April 17, 2023		
West	Technology	Machines	Monday, April 17, 2023	-3399.98	2549.985
Central	Technology	Machines	Saturday, May 20, 2023		
East	Technology	Machines	Saturday, May 20, 2023		
South	Technology	Machines	Saturday, May 20, 2023		
West	Technology	Machines	Saturday, May 20, 2023	38.61	343.2
Central	Technology	Machines	Saturday, June 03, 2023		
East	Technology	Machines	Saturday, June 03, 2023	36.1836	78.66
South	Technology	Machines	Saturday, June 03, 2023		
West	Technology	Machines	Saturday, June 03, 2023		
Central	Technology	Machines	Sunday, June 11, 2023		
East	Technology	Machines	Sunday, June 11, 2023		
South	Technology	Machines	Sunday, June 11, 2023		
West	Technology	Machines	Sunday, June 11, 2023	130.2075	385.8
Central	Technology	Machines	Saturday, June 17, 2023		
East	Technology	Machines	Saturday, June 17, 2023	1668.205	3404.5
South	Technology	Machines	Saturday, June 17, 2023		
West	Technology	Machines	Saturday, June 17, 2023		
