OnepointFive.Column.Variation.Date Hierarchy.Quarter,OnepointFive.Column.Variation.Date Hierarchy.Month,OnepointFive.Column.Variation.Date Hierarchy.Year,OnepointFive.Discount,OnepointFive.Performance,OnepointFive.Profit,OnepointFive.Sales,OnepointFive.Quantity,Sum(OnepointFive.Series 1),Sum(OnepointFive.Series 2),Sum(OnepointFive.Series 3),Sum(OnepointFive.Series 4),Sum(OnepointFive.Series 5)
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0002,Sales.0002,Quantity.0001,680282.887763,591043.5929200001,599447.8769549999,688975.3579480002,582956.091536
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0002,Sales.0002,Quantity.0001,741266.564426,618253.6002759999,622714.825886,784728.6470388001,706771.32895
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0002,Sales.0003,Quantity.0000,698396.2328359999,496254.87248619995,529739.5727509999,502938.58025000006,789047.498894
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0002,Sales.0003,Quantity.0000,626317.0029770001,592104.1826799999,748242.046894,379350.47426670004,513939.657201
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0002,Sales.0003,Quantity.0000,509950.5976478,697465.1115919999,580797.5792269999,501998.63665,710269.506529
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0002,Sales.0003,Quantity.0000,631389.7201530001,569050.0062699999,584432.1514000001,538318.185816,633216.1250783
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0002,Sales.0003,Quantity.0000,464528.07536599995,743107.9506689999,738800.04538,645586.876561,518239.123847
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0002,Sales.0003,Quantity.0001,555096.04796,512199.27598900005,631593.93165,648836.862016,747139.4622660002
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0002,Sales.0003,Quantity.0001,601595.003718,555805.733076,628182.4793426,649913.360706,586208.279993
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0002,Sales.0003,Quantity.0001,676274.89193,565543.5094900001,636423.0111270001,580066.153475,732392.903232
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0002,Sales.0003,Quantity.0001,521638.30703100003,422468.12443900004,512308.68432799994,604930.350831,687504.2082870001
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0002,Sales.0003,Quantity.0001,465765.67192100006,678278.5018690001,510838.767518,662925.088313,690182.205199
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0002,Sales.0004,Quantity.0000,667296.9221060001,424274.882295,607822.5085,573283.493116,515611.10806899995
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0002,Sales.0004,Quantity.0000,541907.522355,721514.45278,490380.09528000007,507609.68867400003,643472.0624333
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0002,Sales.0004,Quantity.0000,644021.280571,645797.19378,735792.9401879999,625610.49248,811335.1695000001
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0002,Sales.0004,Quantity.0000,576428.844912,520139.75966300006,754106.11564,529720.2008400001,408641.81822200003
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0002,Sales.0004,Quantity.0000,480206.98322099994,531670.153351,844840.69888,620911.12251,563691.977351
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0002,Sales.0004,Quantity.0001,626910.678075,713978.5624899999,591441.9416199999,672345.4596999999,477901.53349520004
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0002,Sales.0004,Quantity.0001,734287.8404799998,613146.3324999999,617730.5045929999,664615.8053499999,717364.2975900001
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0002,Sales.0004,Quantity.0001,778959.84103,591670.808335,652790.29688,420111.1431734,567708.5870510001
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0002,Sales.0004,Quantity.0001,726606.76412,427459.40262400004,529883.299603,639804.4321389999,516509.05426
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0002,Sales.0004,Quantity.0001,477613.455446,386355.746071,553017.3243570001,425621.82186900004,481539.599233
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0003,Sales.0000,Quantity.0000,529796.271711,485836.808035,569438.0747019999,570009.0874330001,697896.762323
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0003,Sales.0000,Quantity.0000,738589.2213089999,487121.38245399995,582698.008795,613495.7081947,706378.007433
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0003,Sales.0000,Quantity.0000,444883.067276,583082.493716,580138.1396460001,502515.73203099996,491460.5164120001
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0003,Sales.0000,Quantity.0000,575503.17576,498078.855249,740050.4728,722316.461446,520347.74278
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0003,Sales.0000,Quantity.0000,689837.4184000001,617601.370695,599638.18697,638420.433536,363400.32433220005
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0003,Sales.0000,Quantity.0001,685340.9972259998,619021.67652,620571.27264,435786.683865,629807.5613209999
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0003,Sales.0000,Quantity.0001,596948.02163,515206.97899999993,713587.4946365,722523.406235,346992.7617044
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0003,Sales.0000,Quantity.0001,469885.355845,657958.908544,662150.57376,786969.58626,636835.7576600001
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0003,Sales.0000,Quantity.0001,572427.4213506,667076.165223,652716.3756829998,355932.064938,741084.67067
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0003,Sales.0000,Quantity.0001,560855.70214,564248.0939757001,766691.2989269999,533035.82144,537606.8050800001
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0003,Sales.0001,Quantity.0000,595416.23009,544268.4715750001,708737.4568080001,560383.1216150001,761307.7745800001
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0003,Sales.0001,Quantity.0000,585875.275303,549064.0467928,517591.22784,579895.881669,607183.3353859999
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0003,Sales.0001,Quantity.0000,611572.5856799999,461124.192352,566501.28433,501922.388757,543100.250777
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0003,Sales.0001,Quantity.0000,739197.1346260001,638638.1738490001,662656.95417,701951.2640709999,781316.4889199999
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0003,Sales.0001,Quantity.0000,484547.4373900001,590575.36663,548884.289396,624094.52678,615116.5020659999
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0003,Sales.0001,Quantity.0001,734874.1574100001,692765.36682,515964.27487399994,477966.904182,501928.1349550001
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0003,Sales.0001,Quantity.0001,468809.12863500003,396776.42657999997,785205.5110079999,471175.306921,609019.5269310001
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0003,Sales.0001,Quantity.0001,606441.07815,468262.09796030005,652638.87466,612385.282502,544199.683346
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0003,Sales.0001,Quantity.0001,733953.775431,624029.990262,599066.4282200001,840726.41189,689860.637524
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0003,Sales.0001,Quantity.0001,576955.394606,683170.94215,527855.1837010001,724141.675933,630319.190524
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0003,Sales.0002,Quantity.0000,519230.31215000007,625230.286212,643925.042426,754907.43207,476119.931392
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0003,Sales.0002,Quantity.0000,513478.283542,553889.9069959999,445051.35909000004,637389.6374799999,669785.37853
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0003,Sales.0002,Quantity.0000,361458.78895200003,388680.28736699995,537606.491029,553986.3098016,518592.85652300005
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0003,Sales.0002,Quantity.0000,700418.8305999999,693282.2394630001,629246.3879219999,601414.6162299999,668527.4403690001
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0003,Sales.0002,Quantity.0000,771274.02993,649248.98345,682296.9661750001,727031.2176130001,556323.9378600001
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0003,Sales.0002,Quantity.0001,685462.04089,691126.3443090002,565854.2595303,598578.62827,636135.4506699999
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0003,Sales.0002,Quantity.0001,572392.7894830001,468122.34394700004,594114.2110090001,654907.26623,515066.906394
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0003,Sales.0002,Quantity.0001,625118.18031,554987.2033334,697502.24616,605757.8586400001,428380.965716
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0003,Sales.0002,Quantity.0001,549756.45821,700301.8174439999,648451.0573773,647657.23308,585786.6261208
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0003,Sales.0002,Quantity.0001,607391.3843570001,403921.91675900004,569448.5451549999,646812.486174,522503.926632
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0003,Sales.0003,Quantity.0000,446239.118752,577433.6116259999,700130.2012489,615755.736822,799576.4245130001
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0003,Sales.0003,Quantity.0000,580776.4663099999,722695.23201,617204.3723899999,605438.2217230999,687606.864075
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0003,Sales.0003,Quantity.0000,430459.94817399996,654331.2928239999,709914.10596,623781.546017,580662.4352707999
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0003,Sales.0003,Quantity.0000,545985.217394,745399.7412170002,671674.883589,448698.00819799997,521247.37146
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0003,Sales.0003,Quantity.0000,716740.04342,701467.67697,672369.66703,669509.852295,686079.2389700001
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0003,Sales.0003,Quantity.0001,784779.1159270002,646918.471478,689038.30395,516202.11214,534411.7578475
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0003,Sales.0003,Quantity.0001,827948.13754,700207.2444600002,607075.568438,732962.20076,437755.5391443999
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0003,Sales.0003,Quantity.0001,575317.70307,658790.65434,709502.02793,471891.6949,518818.602147
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0003,Sales.0003,Quantity.0001,560245.6981012,424728.9523170001,551604.55505,868915.90461,679361.2352700001
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0003,Sales.0003,Quantity.0001,573700.287903,476926.05803200003,540092.809545,501710.85230300005,699839.352399
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0003,Sales.0004,Quantity.0000,559682.6689400001,512797.6034840001,535012.2663809999,459204.36519599997,673913.3902660001
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0003,Sales.0004,Quantity.0000,837631.6891799999,472692.73309399997,677784.658164,830322.0452099999,500517.00178199995
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0003,Sales.0004,Quantity.0000,551417.16503,589410.44245,489457.16909999994,663481.087491,551821.427678
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0003,Sales.0004,Quantity.0000,700345.8792499999,639250.87924,607729.947146,595373.67691,558857.8791830001
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0003,Sales.0004,Quantity.0000,650684.975226,684464.40585,601324.542418,521947.22391000006,302445.5243444999
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0003,Sales.0004,Quantity.0001,660503.935663,676220.2834999999,717278.64342,753797.280578,594635.07825
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0003,Sales.0004,Quantity.0001,518348.873566,691821.4197140001,666769.6518169999,713121.99728,634100.692452
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0003,Sales.0004,Quantity.0001,577217.2311890001,568202.4669639999,500620.54279999994,579311.628845,587715.2876599999
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0003,Sales.0004,Quantity.0001,735739.80002,715687.0463121999,602243.811784,680976.7540830001,559858.423049
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0003,Sales.0004,Quantity.0001,542185.046818,556678.0672800001,675519.12878,396542.98201000004,720711.6168999999
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0004,Sales.0000,Quantity.0000,748869.545617,627308.9710024,667940.35546,710822.09833,773679.80022
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0004,Sales.0000,Quantity.0000,403720.26644199993,659539.640564,393457.469086,452457.07352,570161.396715
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0004,Sales.0000,Quantity.0000,711381.961193,525940.615903,711054.93829,648076.3615600001,541318.02159
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0004,Sales.0000,Quantity.0000,742371.4116700001,429513.245482,539811.9185700001,486440.88298900006,567129.814071
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0004,Sales.0000,Quantity.0000,544653.085519,590646.59315,460107.5679814,592185.277022,636269.80906
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0004,Sales.0000,Quantity.0001,563041.36295,726189.361192,510687.772228,577769.696444,620499.75335
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0004,Sales.0000,Quantity.0001,681080.1889760001,771451.9763999998,682344.0295400001,628932.6211000001,554541.2112680001
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0004,Sales.0000,Quantity.0001,632581.95586,594054.4944450001,622590.069461,650816.272595,685424.2727
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0004,Sales.0000,Quantity.0001,630418.504699,580663.11292,617999.939757,658934.4927699999,662984.5988099998
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0004,Sales.0000,Quantity.0001,628291.2448479999,644609.580649,576989.5374070001,695884.4033499999,759738.5568649999
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0004,Sales.0001,Quantity.0000,508501.517117,650364.2402947,592253.52295,709600.0317509999,431701.30141880014
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0004,Sales.0001,Quantity.0000,510885.89647100004,389649.41387000005,719499.3843000002,704082.876111,488660.06548700004
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0004,Sales.0001,Quantity.0000,529007.156823,570219.0048,795256.7232180001,759095.0732699999,669337.9283960001
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0004,Sales.0001,Quantity.0000,455429.06923,611958.4839141002,601716.71048,458809.711341,685567.6014899999
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0004,Sales.0001,Quantity.0000,690943.99726,287663.09631099994,551966.39605,457780.749215,464726.9523732999
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0004,Sales.0001,Quantity.0001,483890.934212,650078.026085,347098.9103112,422867.505571,499970.7103099999
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0004,Sales.0001,Quantity.0001,475495.39832199994,574148.2295156,593423.5114294,773872.61441,484055.63128300005
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0004,Sales.0001,Quantity.0001,647766.9171770001,504505.70209300006,825337.20772,576910.8962099999,738510.4655956001
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0004,Sales.0001,Quantity.0001,555252.5593366,565537.773871,714313.270739,553880.7073700001,443687.99605
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0004,Sales.0001,Quantity.0001,518652.35267,576300.6041850001,714469.45893,575925.824736,681957.1100870001
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0004,Sales.0002,Quantity.0000,507474.3096785,583685.4648891,569420.6330380001,545911.492084,677492.196964
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0004,Sales.0002,Quantity.0000,723283.7563170001,621787.64867,720808.05635,744389.54227,622577.37037
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0004,Sales.0002,Quantity.0000,706747.8114460001,552586.509142,593042.8587100001,682049.3429449999,500258.48788790003
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0004,Sales.0002,Quantity.0000,527340.4952059999,641066.81254,494298.31141100003,715796.1806719999,532053.7548199999
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0004,Sales.0002,Quantity.0000,600408.5343599999,747535.8552910001,660872.2398,462954.149311,538791.607638
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0004,Sales.0002,Quantity.0001,552677.9162537,648312.2529849999,563632.613265,660871.9396240001,704650.007674
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0004,Sales.0002,Quantity.0001,488783.58785,517462.76763899997,693315.3381489998,647116.267851,607558.08587
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0004,Sales.0002,Quantity.0001,402660.984736,569446.7984479,699595.2466999999,620980.2657829999,461723.266927
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0004,Sales.0002,Quantity.0001,701405.2601000001,660908.646419,772202.50567,628028.75753,601357.355271
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0004,Sales.0002,Quantity.0001,379561.21633200004,718537.79235,594894.930005,720933.4564600001,600307.646361
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0004,Sales.0003,Quantity.0000,547519.3597935,540501.39133,365015.288392,723206.7242909999,645474.891598
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0004,Sales.0003,Quantity.0000,685183.9470510001,434734.739666,663712.561712,529529.9630489999,699024.8905500001
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0004,Sales.0003,Quantity.0000,504190.38924,722435.1305599998,658489.179037,397217.99514799996,576632.1383039999
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0004,Sales.0003,Quantity.0000,682709.8224729999,819501.37664,627047.8729750001,511647.89592999994,652533.39101
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0004,Sales.0003,Quantity.0000,509953.3572690001,376174.026512,724945.1439299999,505216.09982,423106.50006200006
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0004,Sales.0003,Quantity.0001,678292.002952,564480.56522,699221.8597409999,540961.723454,530942.7251870001
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0004,Sales.0003,Quantity.0001,541841.3443944,628238.611123,694449.97137,672891.390503,716368.68315
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0004,Sales.0003,Quantity.0001,630912.2054699999,509661.9778500001,714118.1014200001,622285.053016,616652.805643
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0004,Sales.0003,Quantity.0001,757701.2338029998,512687.867847,565570.192967,513546.79640299996,533336.456787
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0004,Sales.0003,Quantity.0001,458644.95645899995,523609.25455599994,774632.0250780002,684613.49073,817946.38211
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0004,Sales.0004,Quantity.0000,620419.141091,609437.5507510001,678539.476807,702144.73303,542129.346039
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0004,Sales.0004,Quantity.0000,481709.600753,523712.487721,426318.23005739995,595826.856454,525758.5232520001
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0004,Sales.0004,Quantity.0000,554554.447407,681048.757244,474443.45108499995,634453.35196,681911.50379
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0004,Sales.0004,Quantity.0000,719840.75755,693735.1245710001,453627.6768991,505199.422952,641195.5828000001
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0004,Sales.0004,Quantity.0000,525862.1982623,585360.31784,722441.6725299999,640830.8188400001,665782.64085
Qtr 1,January,2021,Discount.0006,Performance.0004,Profit.0004,Sales.0004,Quantity.0001,595065.584642,551776.672722,713458.67227,694395.520737,620629.1530400001
Qtr 1,January,2022,Discount.0006,Performance.0004,Profit.0004,Sales.0004,Quantity.0001,634412.989023,402229.61626199994,432680.50104500004,498905.413315,545230.241863
Qtr 1,January,2023,Discount.0006,Performance.0004,Profit.0004,Sales.0004,Quantity.0001,613445.8225759999,409239.323785,471085.9996349999,664796.4434720001,682428.3797599999
Qtr 1,January,2024,Discount.0006,Performance.0004,Profit.0004,Sales.0004,Quantity.0001,640524.396042,503185.09244100004,555117.2981384001,595642.780115,554526.266633
Qtr 1,January,2025,Discount.0006,Performance.0004,Profit.0004,Sales.0004,Quantity.0001,660934.75808,655348.7155,564117.226118,755401.2278819999,709845.1968800001
Qtr 1,January,2021,Discount.0007,Performance.0000,Profit.0000,Sales.0000,Quantity.0000,497054.23766300007,435223.816752,664092.5787140001,623790.93001,590526.2620816999
Qtr 1,January,2022,Discount.0007,Performance.0000,Profit.0000,Sales.0000,Quantity.0000,518516.1434769999,544879.4657820001,476117.4734099999,810861.437392,617725.9596399999
Qtr 1,January,2023,Discount.0007,Performance.0000,Profit.0000,Sales.0000,Quantity.0000,705105.04337,663468.704792,831176.2964710001,691835.1295,666547.6863899999
Qtr 1,January,2024,Discount.0007,Performance.0000,Profit.0000,Sales.0000,Quantity.0000,371254.05234,615449.7259910001,786401.3462469999,506176.0482459,527292.5614710001
Qtr 1,January,2025,Discount.0007,Performance.0000,Profit.0000,Sales.0000,Quantity.0000,572679.347926,477352.59198699996,468823.3174812999,555388.823923,708054.0762119999
Qtr 1,January,2021,Discount.0007,Performance.0000,Profit.0000,Sales.0000,Quantity.0001,534866.01541,485881.53558699996,675630.33591,484736.915112,596721.4952530001
Qtr 1,January,2022,Discount.0007,Performance.0000,Profit.0000,Sales.0000,Quantity.0001,462147.42506200005,531873.804368,661663.97661,657117.279308,508716.78530999995
Qtr 1,January,2023,Discount.0007,Performance.0000,Profit.0000,Sales.0000,Quantity.0001,619554.304168,419847.754678,618809.1731229001,546489.781494,553346.117319
Qtr 1,January,2024,Discount.0007,Performance.0000,Profit.0000,Sales.0000,Quantity.0001,641006.744352,618170.8732211,542994.397706,799436.52023,471543.8790943
Qtr 1,January,2025,Discount.0007,Performance.0000,Profit.0000,Sales.0000,Quantity.0001,580303.907858,601312.3581600001,445389.5134330001,641928.3323319999,648955.933339
Qtr 1,January,2021,Discount.0007,Performance.0000,Profit.0000,Sales.0001,Quantity.0000,537494.1244109999,596093.547186,666358.4159269999,557107.7981710001,772612.6273400001
Qtr 1,January,2022,Discount.0007,Performance.0000,Profit.0000,Sales.0001,Quantity.0000,464863.36439000006,538339.540472,689619.8244699999,657914.45874,614941.158532
Qtr 1,January,2023,Discount.0007,Performance.0000,Profit.0000,Sales.0001,Quantity.0000,586218.2091260001,705990.1081600001,537567.760457,564230.625745,677741.39909
Qtr 1,January,2024,Discount.0007,Performance.0000,Profit.0000,Sales.0001,Quantity.0000,413174.2665779999,645263.99612,564929.57531,556069.53714,693277.34921
Qtr 1,January,2025,Discount.0007,Performance.0000,Profit.0000,Sales.0001,Quantity.0000,499143.85788500006,509888.70408299996,450130.91599999997,554726.487612,914052.5439399999
Qtr 1,January,2021,Discount.0007,Performance.0000,Profit.0000,Sales.0001,Quantity.0001,473060.24942999997,569775.8368869999,816534.3161599999,590936.570564,689702.6444010001
Qtr 1,January,2022,Discount.0007,Performance.0000,Profit.0000,Sales.0001,Quantity.0001,757887.98312,625085.023106,516631.3533184,734755.7132900001,671081.6506999999
Qtr 1,January,2023,Discount.0007,Performance.0000,Profit.0000,Sales.0001,Quantity.0001,717960.39166,573781.5147596,620358.117779,690280.6486379999,524162.48833399994
Qtr 1,January,2024,Discount.0007,Performance.0000,Profit.0000,Sales.0001,Quantity.0001,611312.156898,466033.157852,781164.74631,511633.843592,632645.67785
Qtr 1,January,2025,Discount.0007,Performance.0000,Profit.0000,Sales.0001,Quantity.0001,500603.530538,601578.2161179999,778131.473812,555416.99388,572160.4689089999
Qtr 1,January,2021,Discount.0007,Performance.0000,Profit.0000,Sales.0002,Quantity.0000,698196.984498,388140.645095,581190.9075829999,513452.424263,506064.197335
Qtr 1,January,2022,Discount.0007,Performance.0000,Profit.0000,Sales.0002,Quantity.0000,607288.07907,685230.71971,456884.550419,704641.15939,621910.0475699999
Qtr 1,January,2023,Discount.0007,Performance.0000,Profit.0000,Sales.0002,Quantity.0000,463533.50591820007,785384.4429400001,363041.689577,527510.814197,534390.851418
Qtr 1,January,2024,Discount.0007,Performance.0000,Profit.0000,Sales.0002,Quantity.0000,443986.537382,777779.37682,501686.66194799996,636547.3019742,602527.7862859999
Qtr 1,January,2025,Discount.0007,Performance.0000,Profit.0000,Sales.0002,Quantity.0000,824803.9536099999,645157.097825,568291.551634,555105.3482260001,795170.437137
Qtr 1,January,2021,Discount.0007,Performance.0000,Profit.0000,Sales.0002,Quantity.0001,631028.07651,672952.8485019999,505577.23727300006,685221.813176,642677.9780371998
Qtr 1,January,2022,Discount.0007,Performance.0000,Profit.0000,Sales.0002,Quantity.0001,548306.598,660927.4169200001,719205.34092,679692.84985,667461.83931
Qtr 1,January,2023,Discount.0007,Performance.0000,Profit.0000,Sales.0002,Quantity.0001,638390.9107299999,597568.28125,671749.57269,567475.7587159,516359.32101500005
Qtr 1,January,2024,Discount.0007,Performance.0000,Profit.0000,Sales.0002,Quantity.0001,714075.167485,662426.39692,509796.95630699996,641110.953535,758319.5957335001
Qtr 1,January,2025,Discount.0007,Performance.0000,Profit.0000,Sales.0002,Quantity.0001,624311.24817,597040.43223,570716.5695500001,440454.809935,630251.073022
Qtr 1,January,2021,Discount.0007,Performance.0000,Profit.0000,Sales.0003,Quantity.0000,525448.9764228001,475421.80233499996,538601.0568189999,548765.183211,614720.3121890001
Qtr 1,January,2022,Discount.0007,Performance.0000,Profit.0000,Sales.0003,Quantity.0000,586000.137889,712716.6777119999,521696.707814,698409.3979670001,615237.308261
Qtr 1,January,2023,Discount.0007,Performance.0000,Profit.0000,Sales.0003,Quantity.0000,658885.87272,492635.01297,458755.80676099996,603558.970751,577402.81715
Qtr 1,January,2024,Discount.0007,Performance.0000,Profit.0000,Sales.0003,Quantity.0000,570309.215854,867504.24436,608625.30482,394929.0523556,664861.233027
Qtr 1,January,2025,Discount.0007,Performance.0000,Profit.0000,Sales.0003,Quantity.0000,789622.7383900001,577827.747014,692554.0911999999,604511.4887399998,637117.002799
Qtr 1,January,2021,Discount.0007,Performance.0000,Profit.0000,Sales.0003,Quantity.0001,752276.2775099999,777020.461515,685539.4543200001,630150.258125,632467.331381
Qtr 1,January,2022,Discount.0007,Performance.0000,Profit.0000,Sales.0003,Quantity.0001,493048.92732799996,655614.214895,764691.42967,369437.647378,634450.50616
Qtr 1,January,2023,Discount.0007,Performance.0000,Profit.0000,Sales.0003,Quantity.0001,526653.5727840001,718519.955992,625862.38886,667770.7905677,648888.19179
Qtr 1,January,2024,Discount.0007,Performance.0000,Profit.0000,Sales.0003,Quantity.0001,468707.234826,514864.740522,578524.0055052,428914.05681899993,556413.770253
Qtr 1,January,2025,Discount.0007,Performance.0000,Profit.0000,Sales.0003,Quantity.0001,659909.241708,633397.232548,673847.6803400001,649879.2001399999,553713.5024192999
Qtr 1,January,2021,Discount.0007,Performance.0000,Profit.0000,Sales.0004,Quantity.0000,586321.74174,708736.1368500001,794293.57071,741619.23271,603780.478319
Qtr 1,January,2022,Discount.0007,Performance.0000,Profit.0000,Sales.0004,Quantity.0000,723472.0439816001,644680.515815,572232.714251,729289.407308,665401.944295
Qtr 1,January,2023,Discount.0007,Performance.0000,Profit.0000,Sales.0004,Quantity.0000,747833.927574,735343.47412,652355.150292,649460.1590491,531182.656083
Qtr 1,January,2024,Discount.0007,Performance.0000,Profit.0000,Sales.0004,Quantity.0000,503007.35305300006,695284.7139000001,695506.2734099999,547319.0914579,632239.5397440001
Qtr 1,January,2025,Discount.0007,Performance.0000,Profit.0000,Sales.0004,Quantity.0000,616234.727279,697222.6677499999,533200.006339,526140.050115,536911.0620810001
