Category,Sub-Category,Segment,Month,Value Column Name,Value
"Office Supplies","Labels","Corporate","July","Sum of Sales","122.3"
"Office Supplies","Labels","Corporate","July","Sum of Sales - Sum of Profit","67.8866"
"Office Supplies","Labels","Corporate","July","(Sum of Sales - Sum of Profit)%","1.2476081259395664"
"Office Supplies","Labels","Corporate","August","Sum of Profit","84.40759999999999"
"Office Supplies","Labels","Corporate","August","Sum of Sales","210.40200000000004"
"Office Supplies","Labels","Corporate","August","Sum of Sales - Sum of Profit","125.99440000000006"
"Office Supplies","Labels","Corporate","August","(Sum of Sales - Sum of Profit)%","1.4926902316852995"
"Office Supplies","Labels","Corporate","September","Sum of Profit","105.49149999999997"
"Office Supplies","Labels","Corporate","September","Sum of Sales","267.536"
"Office Supplies","Labels","Corporate","September","Sum of Sales - Sum of Profit","162.04450000000003"
"Office Supplies","Labels","Corporate","September","(Sum of Sales - Sum of Profit)%","1.5360905854974103"
"Office Supplies","Labels","Corporate","October","Sum of Profit","387.51930000000004"
"Office Supplies","Labels","Corporate","October","Sum of Sales","887.5239999999999"
"Office Supplies","Labels","Corporate","October","Sum of Sales - Sum of Profit","500.00469999999984"
"Office Supplies","Labels","Corporate","October","(Sum of Sales - Sum of Profit)%","1.2902704458848886"
"Office Supplies","Labels","Corporate","November","Sum of Profit","419.8621999999999"
"Office Supplies","Labels","Corporate","November","Sum of Sales","1056.382"
"Office Supplies","Labels","Corporate","November","Sum of Sales - Sum of Profit","636.5198000000001"
"Office Supplies","Labels","Corporate","November","(Sum of Sales - Sum of Profit)%","1.5160207325165262"
"Office Supplies","Labels","Corporate","December","Sum of Profit","222.2489"
"Office Supplies","Labels","Corporate","December","Sum of Sales","499.314"
"Office Supplies","Labels","Corporate","December","Sum of Sales - Sum of Profit","277.06510000000003"
"Office Supplies","Labels","Corporate","December","(Sum of Sales - Sum of Profit)%","1.246643290472979"
"Office Supplies","Labels","Home Office","January","Sum of Profit","11.143099999999999"
"Office Supplies","Labels","Home Office","January","Sum of Sales","26.404"
"Office Supplies","Labels","Home Office","January","Sum of Sales - Sum of Profit","15.260900000000001"
"Office Supplies","Labels","Home Office","January","(Sum of Sales - Sum of Profit)%","1.3695380998106454"
"Office Supplies","Labels","Home Office","February","Sum of Profit","2.3409000000000004"
"Office Supplies","Labels","Home Office","February","Sum of Sales","6.936000000000001"
"Office Supplies","Labels","Home Office","February","Sum of Sales - Sum of Profit","4.5951"
"Office Supplies","Labels","Home Office","February","(Sum of Sales - Sum of Profit)%","1.9629629629629628"
"Office Supplies","Labels","Home Office","March","Sum of Profit","21.476200000000002"
"Office Supplies","Labels","Home Office","March","Sum of Sales","47.501999999999995"
"Office Supplies","Labels","Home Office","March","Sum of Sales - Sum of Profit","26.025799999999993"
"Office Supplies","Labels","Home Office","March","(Sum of Sales - Sum of Profit)%","1.2118438084949847"
"Office Supplies","Labels","Home Office","April","Sum of Profit","53.3672"
"Office Supplies","Labels","Home Office","April","Sum of Sales","116.63000000000001"
"Office Supplies","Labels","Home Office","April","Sum of Sales - Sum of Profit","63.26280000000001"
"Office Supplies","Labels","Home Office","April","(Sum of Sales - Sum of Profit)%","1.1854247552803971"
"Office Supplies","Labels","Home Office","May","Sum of Profit","90.06219999999999"
"Office Supplies","Labels","Home Office","May","Sum of Sales","230.87600000000003"
"Office Supplies","Labels","Home Office","May","Sum of Sales - Sum of Profit","140.81380000000004"
"Office Supplies","Labels","Home Office","May","(Sum of Sales - Sum of Profit)%","1.5635172136590052"
"Office Supplies","Labels","Home Office","June","Sum of Profit","112.69359999999999"
"Office Supplies","Labels","Home Office","June","Sum of Sales","280.79400000000004"
"Office Supplies","Labels","Home Office","June","Sum of Sales - Sum of Profit","168.10040000000004"
"Office Supplies","Labels","Home Office","June","(Sum of Sales - Sum of Profit)%","1.491658798725039"
"Office Supplies","Labels","Home Office","July","Sum of Profit","18.731"
"Office Supplies","Labels","Home Office","July","Sum of Sales","43.49"
"Office Supplies","Labels","Home Office","July","Sum of Sales - Sum of Profit","24.759"
"Office Supplies","Labels","Home Office","July","(Sum of Sales - Sum of Profit)%","1.3218194437029522"
"Office Supplies","Labels","Home Office","August","Sum of Profit","83.41199999999999"
"Office Supplies","Labels","Home Office","August","Sum of Sales","179.578"
"Office Supplies","Labels","Home Office","August","Sum of Sales - Sum of Profit","96.16600000000001"
"Office Supplies","Labels","Home Office","August","(Sum of Sales - Sum of Profit)%","1.1529036589459554"
"Office Supplies","Labels","Home Office","September","Sum of Profit","67.8017"
"Office Supplies","Labels","Home Office","September","Sum of Sales","158.89600000000002"
"Office Supplies","Labels","Home Office","September","Sum of Sales - Sum of Profit","91.09430000000002"
"Office Supplies","Labels","Home Office","September","(Sum of Sales - Sum of Profit)%","1.3435400587300912"
"Office Supplies","Labels","Home Office","October","Sum of Profit","83.66129999999998"
"Office Supplies","Labels","Home Office","October","Sum of Sales","199.826"
"Office Supplies","Labels","Home Office","October","Sum of Sales - Sum of Profit","116.16470000000001"
"Office Supplies","Labels","Home Office","October","(Sum of Sales - Sum of Profit)%","1.3885117730659224"
"Office Supplies","Labels","Home Office","November","Sum of Profit","136.8752"
"Office Supplies","Labels","Home Office","November","Sum of Sales","317.81"
"Office Supplies","Labels","Home Office","November","Sum of Sales - Sum of Profit","180.9348"
"Office Supplies","Labels","Home Office","November","(Sum of Sales - Sum of Profit)%","1.321896150654026"
"Office Supplies","Labels","Home Office","December","Sum of Profit","27.873899999999995"
"Office Supplies","Labels","Home Office","December","Sum of Sales","66.662"
"Office Supplies","Labels","Home Office","December","Sum of Sales - Sum of Profit","38.788100000000014"
"Office Supplies","Labels","Home Office","December","(Sum of Sales - Sum of Profit)%","1.391556258722318"
"Office Supplies","Paper","Consumer","January","Sum of Profit","619.7955999999999"
"Office Supplies","Paper","Consumer","January","Sum of Sales","1389.058"
"Office Supplies","Paper","Consumer","January","Sum of Sales - Sum of Profit","769.2624000000001"
"Office Supplies","Paper","Consumer","January","(Sum of Sales - Sum of Profit)%","1.2411549872248209"
"Office Supplies","Paper","Consumer","February","Sum of Profit","260.06199999999995"
"Office Supplies","Paper","Consumer","February","Sum of Sales","615.9819999999999"
"Office Supplies","Paper","Consumer","February","Sum of Sales - Sum of Profit","355.9199999999999"
"Office Supplies","Paper","Consumer","February","(Sum of Sales - Sum of Profit)%","1.3685967192438724"
"Office Supplies","Paper","Consumer","March","Sum of Profit","1066.1732"
"Office Supplies","Paper","Consumer","March","Sum of Sales","2536.0100000000016"
"Office Supplies","Paper","Consumer","March","Sum of Sales - Sum of Profit","1469.8368000000016"
"Office Supplies","Paper","Consumer","March","(Sum of Sales - Sum of Profit)%","1.378609779349173"
"Office Supplies","Paper","Consumer","April","Sum of Profit","554.8768"
"Office Supplies","Paper","Consumer","April","Sum of Sales","1398.11"
"Office Supplies","Paper","Consumer","April","Sum of Sales - Sum of Profit","843.2331999999999"
"Office Supplies","Paper","Consumer","April","(Sum of Sales - Sum of Profit)%","1.5196764398871965"
"Office Supplies","Paper","Consumer","May","Sum of Profit","1035.8127999999995"
"Office Supplies","Paper","Consumer","May","Sum of Sales","2370.6600000000003"
"Office Supplies","Paper","Consumer","May","Sum of Sales - Sum of Profit","1334.8472000000008"
"Office Supplies","Paper","Consumer","May","(Sum of Sales - Sum of Profit)%","1.2886954090546106"
"Office Supplies","Paper","Consumer","June","Sum of Profit","1414.6576"
"Office Supplies","Paper","Consumer","June","Sum of Sales","3415.3380000000016"
"Office Supplies","Paper","Consumer","June","Sum of Sales - Sum of Profit","2000.6804000000016"
"Office Supplies","Paper","Consumer","June","(Sum of Sales - Sum of Profit)%","1.4142506285619938"
"Office Supplies","Paper","Consumer","July","Sum of Profit","816.7654999999999"
"Office Supplies","Paper","Consumer","July","Sum of Sales","1811.0959999999998"
"Office Supplies","Paper","Consumer","July","Sum of Sales - Sum of Profit","994.3304999999999"
"Office Supplies","Paper","Consumer","July","(Sum of Sales - Sum of Profit)%","1.2174002207487953"
"Office Supplies","Paper","Consumer","August","Sum of Profit","1709.8895000000002"
"Office Supplies","Paper","Consumer","August","Sum of Sales","4027.8919999999994"
"Office Supplies","Paper","Consumer","August","Sum of Sales - Sum of Profit","2318.002499999999"
"Office Supplies","Paper","Consumer","August","(Sum of Sales - Sum of Profit)%","1.3556446191405929"
"Office Supplies","Paper","Consumer","September","Sum of Profit","2427.3749"
"Office Supplies","Paper","Consumer","September","Sum of Sales","5507.654000000001"
"Office Supplies","Paper","Consumer","September","Sum of Sales - Sum of Profit","3080.2791000000016"
"Office Supplies","Paper","Consumer","September","(Sum of Sales - Sum of Profit)%","1.2689754269107758"
"Office Supplies","Paper","Consumer","October","Sum of Profit","746.5967"
"Office Supplies","Paper","Consumer","October","Sum of Sales","1844.6620000000003"
"Office Supplies","Paper","Consumer","October","Sum of Sales - Sum of Profit","1098.0653000000002"
"Office Supplies","Paper","Consumer","October","(Sum of Sales - Sum of Profit)%","1.4707609878264933"
"Office Supplies","Paper","Consumer","November","Sum of Profit","2661.9008999999996"
"Office Supplies","Paper","Consumer","November","Sum of Sales","6164.0380000000005"
"Office Supplies","Paper","Consumer","November","Sum of Sales - Sum of Profit","3502.137100000001"
"Office Supplies","Paper","Consumer","November","(Sum of Sales - Sum of Profit)%","1.31565269766429"
"Office Supplies","Paper","Consumer","December","Sum of Profit","2220.7381000000005"
"Office Supplies","Paper","Consumer","December","Sum of Sales","5243.868000000001"
"Office Supplies","Paper","Consumer","December","Sum of Sales - Sum of Profit","3023.129900000001"
"Office Supplies","Paper","Consumer","December","(Sum of Sales - Sum of Profit)%","1.3613176177776212"
"Office Supplies","Paper","Corporate","January","Sum of Profit","218.70600000000002"
"Office Supplies","Paper","Corporate","January","Sum of Sales","521.94"
"Office Supplies","Paper","Corporate","January","Sum of Sales - Sum of Profit","303.23400000000004"
"Office Supplies","Paper","Corporate","January","(Sum of Sales - Sum of Profit)%","1.3864914542810896"
"Office Supplies","Paper","Corporate","February","Sum of Profit","163.1846"
"Office Supplies","Paper","Corporate","February","Sum of Sales","409.60800000000006"
"Office Supplies","Paper","Corporate","February","Sum of Sales - Sum of Profit","246.42340000000007"
"Office Supplies","Paper","Corporate","February","(Sum of Sales - Sum of Profit)%","1.510089800140455"
"Office Supplies","Paper","Corporate","March","Sum of Profit","853.1863"
"Office Supplies","Paper","Corporate","March","Sum of Sales","1947.3540000000005"
"Office Supplies","Paper","Corporate","March","Sum of Sales - Sum of Profit","1094.1677000000004"
"Office Supplies","Paper","Corporate","March","(Sum of Sales - Sum of Profit)%","1.282448745367806"
"Office Supplies","Paper","Corporate","April","Sum of Profit","250.82009999999997"
"Office Supplies","Paper","Corporate","April","Sum of Sales","570.7460000000001"
"Office Supplies","Paper","Corporate","April","Sum of Sales - Sum of Profit","319.9259000000001"
"Office Supplies","Paper","Corporate","April","(Sum of Sales - Sum of Profit)%","1.275519386205492"
"Office Supplies","Paper","Corporate","May","Sum of Profit","1045.9096"
"Office Supplies","Paper","Corporate","May","Sum of Sales","2384.798"
"Office Supplies","Paper","Corporate","May","Sum of Sales - Sum of Profit","1338.8883999999998"
"Office Supplies","Paper","Corporate","May","(Sum of Sales - Sum of Profit)%","1.280118664175183"
"Office Supplies","Paper","Corporate","June","Sum of Profit","554.3105999999999"
"Office Supplies","Paper","Corporate","June","Sum of Sales","1374.388"
"Office Supplies","Paper","Corporate","June","Sum of Sales - Sum of Profit","820.0774"
"Office Supplies","Paper","Corporate","June","(Sum of Sales - Sum of Profit)%","1.4794546595356468"
"Office Supplies","Paper","Corporate","July","Sum of Profit","644.4305999999998"
"Office Supplies","Paper","Corporate","July","Sum of Sales","1642.3000000000002"
"Office Supplies","Paper","Corporate","July","Sum of Sales - Sum of Profit","997.8694000000004"
"Office Supplies","Paper","Corporate","July","(Sum of Sales - Sum of Profit)%","1.5484512994882624"
"Office Supplies","Paper","Corporate","August","Sum of Profit","770.2562000000004"
"Office Supplies","Paper","Corporate","August","Sum of Sales","1784.292"
"Office Supplies","Paper","Corporate","August","Sum of Sales - Sum of Profit","1014.0357999999995"
"Office Supplies","Paper","Corporate","August","(Sum of Sales - Sum of Profit)%","1.31649157773738"
"Office Supplies","Paper","Corporate","September","Sum of Profit","1638.6582999999998"
"Office Supplies","Paper","Corporate","September","Sum of Sales","3686.7560000000003"
"Office Supplies","Paper","Corporate","September","Sum of Sales - Sum of Profit","2048.0977000000003"
"Office Supplies","Paper","Corporate","September","(Sum of Sales - Sum of Profit)%","1.2498625857507941"
"Office Supplies","Paper","Corporate","October","Sum of Profit","884.4639000000001"
"Office Supplies","Paper","Corporate","October","Sum of Sales","2051.2700000000004"
"Office Supplies","Paper","Corporate","October","Sum of Sales - Sum of Profit","1166.8061000000002"
"Office Supplies","Paper","Corporate","October","(Sum of Sales - Sum of Profit)%","1.3192241085249499"
"Office Supplies","Paper","Corporate","November","Sum of Profit","1811.9983000000009"
"Office Supplies","Paper","Corporate","November","Sum of Sales","4089.502000000001"
"Office Supplies","Paper","Corporate","November","Sum of Sales - Sum of Profit","2277.5037"
"Office Supplies","Paper","Corporate","November","(Sum of Sales - Sum of Profit)%","1.2569016759011302"
"Office Supplies","Paper","Corporate","December","Sum of Profit","1525.6223"
"Office Supplies","Paper","Corporate","December","Sum of Sales","3420.176000000001"
"Office Supplies","Paper","Corporate","December","Sum of Sales - Sum of Profit","1894.5537000000008"
"Office Supplies","Paper","Corporate","December","(Sum of Sales - Sum of Profit)%","1.241823549642661"
"Office Supplies","Paper","Home Office","January","Sum of Profit","158.7686"
"Office Supplies","Paper","Home Office","January","Sum of Sales","352.624"
"Office Supplies","Paper","Home Office","January","Sum of Sales - Sum of Profit","193.85540000000003"
"Office Supplies","Paper","Home Office","January","(Sum of Sales - Sum of Profit)%","1.220993319837802"
"Office Supplies","Paper","Home Office","February","Sum of Profit","800.4699999999999"
"Office Supplies","Paper","Home Office","February","Sum of Sales","1787.0679999999998"
"Office Supplies","Paper","Home Office","February","Sum of Sales - Sum of Profit","986.5979999999998"
"Office Supplies","Paper","Home Office","February","(Sum of Sales - Sum of Profit)%","1.2325233925069021"
"Office Supplies","Paper","Home Office","March","Sum of Profit","824.0142999999999"
"Office Supplies","Paper","Home Office","March","Sum of Sales","1802.1680000000001"
"Office Supplies","Paper","Home Office","March","Sum of Sales - Sum of Profit","978.1537000000002"
"Office Supplies","Paper","Home Office","March","(Sum of Sales - Sum of Profit)%","1.187059132347582"
"Office Supplies","Paper","Home Office","April","Sum of Profit","872.8780000000002"
"Office Supplies","Paper","Home Office","April","Sum of Sales","1995.2879999999998"
"Office Supplies","Paper","Home Office","April","Sum of Sales - Sum of Profit","1122.4099999999996"
"Office Supplies","Paper","Home Office","April","(Sum of Sales - Sum of Profit)%","1.2858727107339163"
"Office Supplies","Paper","Home Office","May","Sum of Profit","639.5672"
"Office Supplies","Paper","Home Office","May","Sum of Sales","1457.752"
"Office Supplies","Paper","Home Office","May","Sum of Sales - Sum of Profit","818.1848"
"Office Supplies","Paper","Home Office","May","(Sum of Sales - Sum of Profit)%","1.2792788623306512"
"Office Supplies","Paper","Home Office","June","Sum of Profit","854.1842000000001"
"Office Supplies","Paper","Home Office","June","Sum of Sales","1932.4680000000003"
"Office Supplies","Paper","Home Office","June","Sum of Sales - Sum of Profit","1078.2838000000002"
"Office Supplies","Paper","Home Office","June","(Sum of Sales - Sum of Profit)%","1.2623551219982763"
"Office Supplies","Paper","Home Office","July","Sum of Profit","314.6939"
"Office Supplies","Paper","Home Office","July","Sum of Sales","726.8040000000001"
"Office Supplies","Paper","Home Office","July","Sum of Sales - Sum of Profit","412.1101000000001"
"Office Supplies","Paper","Home Office","July","(Sum of Sales - Sum of Profit)%","1.3095585901093099"
"Office Supplies","Paper","Home Office","August","Sum of Profit","306.13379999999995"
"Office Supplies","Paper","Home Office","August","Sum of Sales","710.98"
"Office Supplies","Paper","Home Office","August","Sum of Sales - Sum of Profit","404.84620000000007"
"Office Supplies","Paper","Home Office","August","(Sum of Sales - Sum of Profit)%","1.322448550274423"
"Office Supplies","Paper","Home Office","September","Sum of Profit","680.4095000000001"
"Office Supplies","Paper","Home Office","September","Sum of Sales","1495.146"
"Office Supplies","Paper","Home Office","September","Sum of Sales - Sum of Profit","814.7364999999999"
"Office Supplies","Paper","Home Office","September","(Sum of Sales - Sum of Profit)%","1.1974208179045116"
"Office Supplies","Paper","Home Office","October","Sum of Profit","490.37739999999997"
"Office Supplies","Paper","Home Office","October","Sum of Sales","1100.9519999999998"
"Office Supplies","Paper","Home Office","October","Sum of Sales - Sum of Profit","610.5745999999998"
"Office Supplies","Paper","Home Office","October","(Sum of Sales - Sum of Profit)%","1.2451116221913976"
"Office Supplies","Paper","Home Office","November","Sum of Profit","1046.7191"
"Office Supplies","Paper","Home Office","November","Sum of Sales","2324.3799999999997"
"Office Supplies","Paper","Home Office","November","Sum of Sales - Sum of Profit","1277.6608999999996"
"Office Supplies","Paper","Home Office","November","(Sum of Sales - Sum of Profit)%","1.2206339790685004"
"Office Supplies","Paper","Home Office","December","Sum of Profit","1169.1628999999998"
"Office Supplies","Paper","Home Office","December","Sum of Sales","2586.078"
"Office Supplies","Paper","Home Office","December","Sum of Sales - Sum of Profit","1416.9151000000002"
"Office Supplies","Paper","Home Office","December","(Sum of Sales - Sum of Profit)%","1.2119056292326762"
"Office Supplies","Storage","Consumer","January","Sum of Profit","361.70459999999986"
"Office Supplies","Storage","Consumer","January","Sum of Sales","3315.4939999999997"
"Office Supplies","Storage","Consumer","January","Sum of Sales - Sum of Profit","2953.7893999999997"
"Office Supplies","Storage","Consumer","January","(Sum of Sales - Sum of Profit)%","8.166303110328155"
"Office Supplies","Storage","Consumer","February","Sum of Profit","199.9925999999999"
"Office Supplies","Storage","Consumer","February","Sum of Sales","3475.74"
"Office Supplies","Storage","Consumer","February","Sum of Sales - Sum of Profit","3275.7473999999997"
"Office Supplies","Storage","Consumer","February","(Sum of Sales - Sum of Profit)%","16.37934303569233"
"Office Supplies","Storage","Consumer","March","Sum of Profit","574.3878999999997"
"Office Supplies","Storage","Consumer","March","Sum of Sales","5572.8560000000025"
"Office Supplies","Storage","Consumer","March","Sum of Sales - Sum of Profit","4998.468100000003"
"Office Supplies","Storage","Consumer","March","(Sum of Sales - Sum of Profit)%","8.70225173615253"
"Office Supplies","Storage","Consumer","April","Sum of Profit","463.03290000000004"
"Office Supplies","Storage","Consumer","April","Sum of Sales","4863.149999999999"
"Office Supplies","Storage","Consumer","April","Sum of Sales - Sum of Profit","4400.117099999999"
"Office Supplies","Storage","Consumer","April","(Sum of Sales - Sum of Profit)%","9.502817402391921"
"Office Supplies","Storage","Consumer","May","Sum of Profit","968.3835"
"Office Supplies","Storage","Consumer","May","Sum of Sales","8903.117999999999"
"Office Supplies","Storage","Consumer","May","Sum of Sales - Sum of Profit","7934.734499999999"
"Office Supplies","Storage","Consumer","May","(Sum of Sales - Sum of Profit)%","8.193793574549751"
"Office Supplies","Storage","Consumer","June","Sum of Profit","628.1981999999998"
"Office Supplies","Storage","Consumer","June","Sum of Sales","8435.454"
"Office Supplies","Storage","Consumer","June","Sum of Sales - Sum of Profit","7807.2558"
"Office Supplies","Storage","Consumer","June","(Sum of Sales - Sum of Profit)%","12.428013642828013"
"Office Supplies","Storage","Consumer","July","Sum of Profit","419.77519999999976"
"Office Supplies","Storage","Consumer","July","Sum of Sales","7455.543999999999"
"Office Supplies","Storage","Consumer","July","Sum of Sales - Sum of Profit","7035.768799999999"
"Office Supplies","Storage","Consumer","July","(Sum of Sales - Sum of Profit)%","16.760801495657685"
"Office Supplies","Storage","Consumer","August","Sum of Profit","1030.4325999999992"
"Office Supplies","Storage","Consumer","August","Sum of Sales","8839.788"
"Office Supplies","Storage","Consumer","August","Sum of Sales - Sum of Profit","7809.355400000001"
"Office Supplies","Storage","Consumer","August","(Sum of Sales - Sum of Profit)%","7.578715386139772"
"Office Supplies","Storage","Consumer","September","Sum of Profit","1435.2269999999994"
"Office Supplies","Storage","Consumer","September","Sum of Sales","14979.041999999992"
"Office Supplies","Storage","Consumer","September","Sum of Sales - Sum of Profit","13543.814999999993"
"Office Supplies","Storage","Consumer","September","(Sum of Sales - Sum of Profit)%","9.436705831203007"
"Office Supplies","Storage","Consumer","October","Sum of Profit","-179.00070000000017"
"Office Supplies","Storage","Consumer","October","Sum of Sales","5629.388000000001"
"Office Supplies","Storage","Consumer","October","Sum of Sales - Sum of Profit","5808.388700000001"
"Office Supplies","Storage","Consumer","October","(Sum of Sales - Sum of Profit)%","32.448971987260364"
"Office Supplies","Storage","Consumer","November","Sum of Profit","422.8860999999998"
"Office Supplies","Storage","Consumer","November","Sum of Sales","16104.277999999997"
"Office Supplies","Storage","Consumer","November","Sum of Sales - Sum of Profit","15681.391899999997"
"Office Supplies","Storage","Consumer","November","(Sum of Sales - Sum of Profit)%","37.08183338255858"
"Office Supplies","Storage","Consumer","December","Sum of Profit","779.1805000000002"
"Office Supplies","Storage","Consumer","December","Sum of Sales","12918.549999999997"
"Office Supplies","Storage","Consumer","December","Sum of Sales - Sum of Profit","12139.369499999997"
"Office Supplies","Storage","Consumer","December","(Sum of Sales - Sum of Profit)%","15.579662863739525"
"Office Supplies","Storage","Corporate","January","Sum of Profit","599.0067999999999"
"Office Supplies","Storage","Corporate","January","Sum of Sales","3284.8739999999993"
"Office Supplies","Storage","Corporate","January","Sum of Sales - Sum of Profit","2685.8671999999997"
"Office Supplies","Storage","Corporate","January","(Sum of Sales - Sum of Profit)%","4.483867628881676"
"Office Supplies","Storage","Corporate","February","Sum of Profit","208.9347"
"Office Supplies","Storage","Corporate","February","Sum of Sales","1763.43"
"Office Supplies","Storage","Corporate","February","Sum of Sales - Sum of Profit","1554.4953"
"Office Supplies","Storage","Corporate","February","(Sum of Sales - Sum of Profit)%","7.440101141648563"
"Office Supplies","Storage","Corporate","March","Sum of Profit","664.8770000000001"
"Office Supplies","Storage","Corporate","March","Sum of Sales","6274.011999999999"
"Office Supplies","Storage","Corporate","March","Sum of Sales - Sum of Profit","5609.134999999998"
"Office Supplies","Storage","Corporate","March","(Sum of Sales - Sum of Profit)%","8.436349881256229"
"Office Supplies","Storage","Corporate","April","Sum of Profit","123.70309999999995"
"Office Supplies","Storage","Corporate","April","Sum of Sales","4572.2080000000005"
"Office Supplies","Storage","Corporate","April","Sum of Sales - Sum of Profit","4448.504900000001"
"Office Supplies","Storage","Corporate","April","(Sum of Sales - Sum of Profit)%","35.96114325348356"
"Office Supplies","Storage","Corporate","May","Sum of Profit","242.88809999999975"
"Office Supplies","Storage","Corporate","May","Sum of Sales","4197.812000000001"
"Office Supplies","Storage","Corporate","May","Sum of Sales - Sum of Profit","3954.923900000001"
"Office Supplies","Storage","Corporate","May","(Sum of Sales - Sum of Profit)%","16.282905173205297"
"Office Supplies","Storage","Corporate","June","Sum of Profit","1057.1442"
"Office Supplies","Storage","Corporate","June","Sum of Sales","8576.214"
"Office Supplies","Storage","Corporate","June","Sum of Sales - Sum of Profit","7519.0698"
"Office Supplies","Storage","Corporate","June","(Sum of Sales - Sum of Profit)%","7.112624559639073"
"Office Supplies","Storage","Corporate","July","Sum of Profit","394.2161999999999"
"Office Supplies","Storage","Corporate","July","Sum of Sales","3169.9339999999997"
"Office Supplies","Storage","Corporate","July","Sum of Sales - Sum of Profit","2775.7178"
"Office Supplies","Storage","Corporate","July","(Sum of Sales - Sum of Profit)%","7.0411053629962455"
"Office Supplies","Storage","Corporate","August","Sum of Profit","479.24019999999973"
"Office Supplies","Storage","Corporate","August","Sum of Sales","6067.6"
"Office Supplies","Storage","Corporate","August","Sum of Sales - Sum of Profit","5588.3598"
"Office Supplies","Storage","Corporate","August","(Sum of Sales - Sum of Profit)%","11.660874442502951"
"Office Supplies","Storage","Corporate","September","Sum of Profit","313.55249999999995"
"Office Supplies","Storage","Corporate","September","Sum of Sales","8959.454"
"Office Supplies","Storage","Corporate","September","Sum of Sales - Sum of Profit","8645.9015"
"Office Supplies","Storage","Corporate","September","(Sum of Sales - Sum of Profit)%","27.574015515742982"
"Office Supplies","Storage","Corporate","October","Sum of Profit","465.0729999999999"
"Office Supplies","Storage","Corporate","October","Sum of Sales","7676.6359999999995"
"Office Supplies","Storage","Corporate","October","Sum of Sales - Sum of Profit","7211.562999999999"
"Office Supplies","Storage","Corporate","October","(Sum of Sales - Sum of Profit)%","15.506303311523139"
"Office Supplies","Storage","Corporate","November","Sum of Profit","2941.228099999999"
"Office Supplies","Storage","Corporate","November","Sum of Sales","14441.29"
"Office Supplies","Storage","Corporate","November","Sum of Sales - Sum of Profit","11500.061900000002"
"Office Supplies","Storage","Corporate","November","(Sum of Sales - Sum of Profit)%","3.909952410695385"
"Office Supplies","Storage","Corporate","December","Sum of Profit","1641.1607999999994"
"Office Supplies","Storage","Corporate","December","Sum of Sales","10807.533999999998"
"Office Supplies","Storage","Corporate","December","Sum of Sales - Sum of Profit","9166.373199999998"
"Office Supplies","Storage","Corporate","December","(Sum of Sales - Sum of Profit)%","5.585298649589974"
"Office Supplies","Storage","Home Office","January","Sum of Profit","68.38029999999999"
"Office Supplies","Storage","Home Office","January","Sum of Sales","2617.434"
"Office Supplies","Storage","Home Office","January","Sum of Sales - Sum of Profit","2549.0537000000004"
"Office Supplies","Storage","Home Office","January","(Sum of Sales - Sum of Profit)%","37.27760334482301"
"Office Supplies","Storage","Home Office","February","Sum of Profit","69.15020000000001"
"Office Supplies","Storage","Home Office","February","Sum of Sales","885.494"
"Office Supplies","Storage","Home Office","February","Sum of Sales - Sum of Profit","816.3438"
"Office Supplies","Storage","Home Office","February","(Sum of Sales - Sum of Profit)%","11.80537149567174"
"Office Supplies","Storage","Home Office","March","Sum of Profit","514.3609999999999"
"Office Supplies","Storage","Home Office","March","Sum of Sales","2945.9000000000005"
"Office Supplies","Storage","Home Office","March","Sum of Sales - Sum of Profit","2431.5390000000007"
"Office Supplies","Storage","Home Office","March","(Sum of Sales - Sum of Profit)%","4.727300475735915"
"Office Supplies","Storage","Home Office","April","Sum of Profit","716.2589000000002"
"Office Supplies","Storage","Home Office","April","Sum of Sales","6370.3060000000005"
"Office Supplies","Storage","Home Office","April","Sum of Sales - Sum of Profit","5654.047100000001"
"Office Supplies","Storage","Home Office","April","(Sum of Sales - Sum of Profit)%","7.893859468971344"
"Office Supplies","Storage","Home Office","May","Sum of Profit","180.93260000000004"
"Office Supplies","Storage","Home Office","May","Sum of Sales","1569.0459999999998"
"Office Supplies","Storage","Home Office","May","Sum of Sales - Sum of Profit","1388.1133999999997"
"Office Supplies","Storage","Home Office","May","(Sum of Sales - Sum of Profit)%","7.67199166982622"
"Office Supplies","Storage","Home Office","June","Sum of Profit","24.533599999999982"
"Office Supplies","Storage","Home Office","June","Sum of Sales","1593.9940000000001"
"Office Supplies","Storage","Home Office","June","Sum of Sales - Sum of Profit","1569.4604000000002"
"Office Supplies","Storage","Home Office","June","(Sum of Sales - Sum of Profit)%","63.97187530570325"
"Office Supplies","Storage","Home Office","July","Sum of Profit","176.89479999999995"
"Office Supplies","Storage","Home Office","July","Sum of Sales","1865.3180000000002"
"Office Supplies","Storage","Home Office","July","Sum of Sales - Sum of Profit","1688.4232000000002"
"Office Supplies","Storage","Home Office","July","(Sum of Sales - Sum of Profit)%","9.544787071185816"
"Office Supplies","Storage","Home Office","August","Sum of Profit","-8.4392"
"Office Supplies","Storage","Home Office","August","Sum of Sales","2835.434"
"Office Supplies","Storage","Home Office","August","Sum of Sales - Sum of Profit","2843.8732"
"Office Supplies","Storage","Home Office","August","(Sum of Sales - Sum of Profit)%","336.98374253483746"
"Office Supplies","Storage","Home Office","September","Sum of Profit","872.8733999999996"
"Office Supplies","Storage","Home Office","September","Sum of Sales","5548.972000000001"
