Model3_Invoice_Table.Invoice Date,Model3_Invoice_Table.Order Date,Model3_Invoice_Table.Shipping Date,Model3_Invoice_Table.Bill To Address,Model3_Invoice_Table.Shipping Address,Model3_Invoice_Table.Company Name,Model3_Invoice_Table.Company Address,Model3_Invoice_Table.Date,Model3_Invoice_Table.Phone,Model3_Invoice_Table.Invoice Number,Model3_Invoice_Table.Item Code,Model3_Invoice_Table.Description,Sum(Model3_Invoice_Table.Unit Price),Sum(Model3_Invoice_Table.Quantity),Sum(Model3_Invoice_Table.Discount),Sum(Model3_Invoice_Table.Price)
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D403564,Invoice-D403564,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D403564,Invoice-D403564,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D403564,Invoice-D403564,378,46,57,17331
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D403564,Invoice-D403564,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D403564,Invoice-D403564,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D411858,Invoice-D411858,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D411858,Invoice-D411858,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D411858,Invoice-D411858,364,37,50,13418
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D411858,Invoice-D411858,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D411858,Invoice-D411858,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D450299,Invoice-D450299,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D450299,Invoice-D450299,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D450299,Invoice-D450299,117,38,21,4425
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D450299,Invoice-D450299,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D450299,Invoice-D450299,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D451183,Invoice-D451183,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D451183,Invoice-D451183,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D451183,Invoice-D451183,499,57,54,28389
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D451183,Invoice-D451183,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D451183,Invoice-D451183,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D509998,Invoice-D509998,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D509998,Invoice-D509998,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D509998,Invoice-D509998,366,45,41,16429
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D509998,Invoice-D509998,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D509998,Invoice-D509998,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D512960,Invoice-D512960,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D512960,Invoice-D512960,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D512960,Invoice-D512960,186,39,57,7197
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D512960,Invoice-D512960,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D512960,Invoice-D512960,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D520661,Invoice-D520661,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D520661,Invoice-D520661,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D520661,Invoice-D520661,460,59,43,27097
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D520661,Invoice-D520661,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D520661,Invoice-D520661,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D522832,Invoice-D522832,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D522832,Invoice-D522832,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D522832,Invoice-D522832,119,41,70,4809
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D522832,Invoice-D522832,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D522832,Invoice-D522832,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D544201,Invoice-D544201,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D544201,Invoice-D544201,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D544201,Invoice-D544201,342,41,36,13986
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D544201,Invoice-D544201,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D544201,Invoice-D544201,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D574620,Invoice-D574620,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D574620,Invoice-D574620,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D574620,Invoice-D574620,491,38,48,18610
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D574620,Invoice-D574620,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D574620,Invoice-D574620,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D576246,Invoice-D576246,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D576246,Invoice-D576246,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D576246,Invoice-D576246,145,38,21,5489
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D576246,Invoice-D576246,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D576246,Invoice-D576246,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D578052,Invoice-D578052,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D578052,Invoice-D578052,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D578052,Invoice-D578052,306,55,28,16802
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D578052,Invoice-D578052,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D578052,Invoice-D578052,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D594760,Invoice-D594760,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D594760,Invoice-D594760,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D594760,Invoice-D594760,111,57,70,6257
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D594760,Invoice-D594760,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D594760,Invoice-D594760,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D597447,Invoice-D597447,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D597447,Invoice-D597447,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D597447,Invoice-D597447,183,55,39,10026
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D597447,Invoice-D597447,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D597447,Invoice-D597447,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D638698,Invoice-D638698,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D638698,Invoice-D638698,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D638698,Invoice-D638698,431,18,49,7709
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D638698,Invoice-D638698,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D638698,Invoice-D638698,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D658672,Invoice-D658672,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D658672,Invoice-D658672,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D658672,Invoice-D658672,314,45,65,14065
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D658672,Invoice-D658672,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D658672,Invoice-D658672,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D674031,Invoice-D674031,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D674031,Invoice-D674031,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D674031,Invoice-D674031,301,60,51,18009
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D674031,Invoice-D674031,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D674031,Invoice-D674031,,,,
12/02/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D57546,Invoice-D57546,,,,
25/04/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D57546,Invoice-D57546,,,,
02/06/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D57546,Invoice-D57546,,,,
12/06/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D57546,Invoice-D57546,111,57,70,6257
03/07/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D57546,Invoice-D57546,,,,
12/02/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D59541,Invoice-D59541,,,,
25/04/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D59541,Invoice-D59541,,,,
02/06/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D59541,Invoice-D59541,,,,
12/06/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D59541,Invoice-D59541,145,38,21,5489
03/07/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D59541,Invoice-D59541,,,,
12/02/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D60005,Invoice-D60005,,,,
25/04/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D60005,Invoice-D60005,,,,
02/06/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D60005,Invoice-D60005,,,,
12/06/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D60005,Invoice-D60005,119,41,70,4809
03/07/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D60005,Invoice-D60005,,,,
12/02/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D60766,Invoice-D60766,,,,
25/04/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D60766,Invoice-D60766,,,,
02/06/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D60766,Invoice-D60766,,,,
12/06/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D60766,Invoice-D60766,491,38,48,18610
03/07/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D60766,Invoice-D60766,,,,
12/02/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D62706,Invoice-D62706,,,,
25/04/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D62706,Invoice-D62706,,,,
02/06/2021,12/06/2021,17/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-389,100150,D62706,Invoice-D62706,,,,
