Orders.Order Date.Variation.Date Hierarchy.Day,Orders.Order Date.Variation.Date Hierarchy.Month,Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Sum(Orders.Profit),Sum(Orders.Quantity),Sum(Orders.Sales)
6,November,Qtr 4,2014,Office Supplies,Supplies,,,
7,November,Qtr 4,2014,Office Supplies,Supplies,3.5623000000000022,7,40.711999999999996
8,November,Qtr 4,2014,Office Supplies,Supplies,,,
9,November,Qtr 4,2014,Office Supplies,Supplies,,,
10,November,Qtr 4,2014,Office Supplies,Supplies,,,
11,November,Qtr 4,2014,Office Supplies,Supplies,2.1899999999999995,2,7.3
12,November,Qtr 4,2014,Office Supplies,Supplies,-3.123000000000002,6,16.656000000000002
14,November,Qtr 4,2014,Office Supplies,Supplies,,,
15,November,Qtr 4,2014,Office Supplies,Supplies,8.604600000000001,5,31.41
16,November,Qtr 4,2014,Office Supplies,Supplies,,,
17,November,Qtr 4,2014,Office Supplies,Supplies,,,
18,November,Qtr 4,2014,Office Supplies,Supplies,,,
19,November,Qtr 4,2014,Office Supplies,Supplies,,,
20,November,Qtr 4,2014,Office Supplies,Supplies,,,
21,November,Qtr 4,2014,Office Supplies,Supplies,,,
22,November,Qtr 4,2014,Office Supplies,Supplies,,,
23,November,Qtr 4,2014,Office Supplies,Supplies,,,
24,November,Qtr 4,2014,Office Supplies,Supplies,,,
25,November,Qtr 4,2014,Office Supplies,Supplies,,,
26,November,Qtr 4,2014,Office Supplies,Supplies,,,
27,November,Qtr 4,2014,Office Supplies,Supplies,,,
28,November,Qtr 4,2014,Office Supplies,Supplies,0.14719999999999978,2,7.36
29,November,Qtr 4,2014,Office Supplies,Supplies,,,
30,November,Qtr 4,2014,Office Supplies,Supplies,3.5993999999999993,7,47.992000000000004
1,December,Qtr 4,2014,Office Supplies,Supplies,,,
2,December,Qtr 4,2014,Office Supplies,Supplies,,,
3,December,Qtr 4,2014,Office Supplies,Supplies,,,
4,December,Qtr 4,2014,Office Supplies,Supplies,,,
5,December,Qtr 4,2014,Office Supplies,Supplies,,,
6,December,Qtr 4,2014,Office Supplies,Supplies,,,
7,December,Qtr 4,2014,Office Supplies,Supplies,,,
8,December,Qtr 4,2014,Office Supplies,Supplies,-2.6025000000000014,5,13.88
9,December,Qtr 4,2014,Office Supplies,Supplies,,,
10,December,Qtr 4,2014,Office Supplies,Supplies,,,
12,December,Qtr 4,2014,Office Supplies,Supplies,,,
13,December,Qtr 4,2014,Office Supplies,Supplies,0.36499999999999977,1,2.92
14,December,Qtr 4,2014,Office Supplies,Supplies,,,
15,December,Qtr 4,2014,Office Supplies,Supplies,,,
16,December,Qtr 4,2014,Office Supplies,Supplies,,,
17,December,Qtr 4,2014,Office Supplies,Supplies,,,
19,December,Qtr 4,2014,Office Supplies,Supplies,1.9629000000000003,1,7.27
20,December,Qtr 4,2014,Office Supplies,Supplies,,,
21,December,Qtr 4,2014,Office Supplies,Supplies,,,
22,December,Qtr 4,2014,Office Supplies,Supplies,,,
23,December,Qtr 4,2014,Office Supplies,Supplies,,,
24,December,Qtr 4,2014,Office Supplies,Supplies,,,
26,December,Qtr 4,2014,Office Supplies,Supplies,0.11909999999999954,3,11.91
27,December,Qtr 4,2014,Office Supplies,Supplies,,,
28,December,Qtr 4,2014,Office Supplies,Supplies,13.299000000000003,5,51.150000000000006
29,December,Qtr 4,2014,Office Supplies,Supplies,,,
30,December,Qtr 4,2014,Office Supplies,Supplies,,,
31,December,Qtr 4,2014,Office Supplies,Supplies,,,
3,January,Qtr 1,2014,Technology,Accessories,,,
4,January,Qtr 1,2014,Technology,Accessories,,,
5,January,Qtr 1,2014,Technology,Accessories,,,
6,January,Qtr 1,2014,Technology,Accessories,,,
7,January,Qtr 1,2014,Technology,Accessories,,,
9,January,Qtr 1,2014,Technology,Accessories,9.749999999999996,3,31.200000000000003
10,January,Qtr 1,2014,Technology,Accessories,,,
11,January,Qtr 1,2014,Technology,Accessories,,,
13,January,Qtr 1,2014,Technology,Accessories,258.696,6,646.74
14,January,Qtr 1,2014,Technology,Accessories,,,
15,January,Qtr 1,2014,Technology,Accessories,65.97800000000001,5,149.95
16,January,Qtr 1,2014,Technology,Accessories,,,
18,January,Qtr 1,2014,Technology,Accessories,,,
19,January,Qtr 1,2014,Technology,Accessories,,,
20,January,Qtr 1,2014,Technology,Accessories,,,
21,January,Qtr 1,2014,Technology,Accessories,,,
23,January,Qtr 1,2014,Technology,Accessories,,,
26,January,Qtr 1,2014,Technology,Accessories,,,
27,January,Qtr 1,2014,Technology,Accessories,,,
28,January,Qtr 1,2014,Technology,Accessories,,,
30,January,Qtr 1,2014,Technology,Accessories,,,
31,January,Qtr 1,2014,Technology,Accessories,,,
1,February,Qtr 1,2014,Technology,Accessories,206.31600000000006,6,468.90000000000003
2,February,Qtr 1,2014,Technology,Accessories,,,
3,February,Qtr 1,2014,Technology,Accessories,,,
4,February,Qtr 1,2014,Technology,Accessories,,,
6,February,Qtr 1,2014,Technology,Accessories,,,
7,February,Qtr 1,2014,Technology,Accessories,49.60480000000001,7,115.36
8,February,Qtr 1,2014,Technology,Accessories,,,
11,February,Qtr 1,2014,Technology,Accessories,103.15800000000003,3,234.45000000000002
12,February,Qtr 1,2014,Technology,Accessories,,,
14,February,Qtr 1,2014,Technology,Accessories,86.38919999999999,3,239.96999999999997
15,February,Qtr 1,2014,Technology,Accessories,,,
16,February,Qtr 1,2014,Technology,Accessories,,,
17,February,Qtr 1,2014,Technology,Accessories,,,
18,February,Qtr 1,2014,Technology,Accessories,,,
20,February,Qtr 1,2014,Technology,Accessories,22.4316,3,62.31
21,February,Qtr 1,2014,Technology,Accessories,,,
22,February,Qtr 1,2014,Technology,Accessories,,,
23,February,Qtr 1,2014,Technology,Accessories,,,
24,February,Qtr 1,2014,Technology,Accessories,,,
27,February,Qtr 1,2014,Technology,Accessories,,,
1,March,Qtr 1,2014,Technology,Accessories,,,
2,March,Qtr 1,2014,Technology,Accessories,32.13,3,151.20000000000002
3,March,Qtr 1,2014,Technology,Accessories,,,
4,March,Qtr 1,2014,Technology,Accessories,,,
5,March,Qtr 1,2014,Technology,Accessories,177.58890000000002,3,479.97
7,March,Qtr 1,2014,Technology,Accessories,,,
10,March,Qtr 1,2014,Technology,Accessories,,,
11,March,Qtr 1,2014,Technology,Accessories,14.172800000000002,2,32.96
14,March,Qtr 1,2014,Technology,Accessories,6.623999999999995,12,82.80000000000001
15,March,Qtr 1,2014,Technology,Accessories,,,
16,March,Qtr 1,2014,Technology,Accessories,,,
17,March,Qtr 1,2014,Technology,Accessories,,,
18,March,Qtr 1,2014,Technology,Accessories,,,
19,March,Qtr 1,2014,Technology,Accessories,53.19999999999999,2,170.24
21,March,Qtr 1,2014,Technology,Accessories,,,
22,March,Qtr 1,2014,Technology,Accessories,,,
23,March,Qtr 1,2014,Technology,Accessories,,,
24,March,Qtr 1,2014,Technology,Accessories,,,
25,March,Qtr 1,2014,Technology,Accessories,15.918,4,45.48
26,March,Qtr 1,2014,Technology,Accessories,8.619000000000003,3,66.30000000000001
28,March,Qtr 1,2014,Technology,Accessories,,,
29,March,Qtr 1,2014,Technology,Accessories,,,
30,March,Qtr 1,2014,Technology,Accessories,,,
31,March,Qtr 1,2014,Technology,Accessories,13.9972,2,79.98400000000001
1,April,Qtr 2,2014,Technology,Accessories,,,
2,April,Qtr 2,2014,Technology,Accessories,,,
3,April,Qtr 2,2014,Technology,Accessories,80.0244,5,222.29
4,April,Qtr 2,2014,Technology,Accessories,42.991400000000006,2,99.98
5,April,Qtr 2,2014,Technology,Accessories,,,
6,April,Qtr 2,2014,Technology,Accessories,155.9178,7,450.65399999999994
7,April,Qtr 2,2014,Technology,Accessories,,,
8,April,Qtr 2,2014,Technology,Accessories,139.986,4,399.96
11,April,Qtr 2,2014,Technology,Accessories,214.91270000000003,16,937.3600000000001
12,April,Qtr 2,2014,Technology,Accessories,,,
13,April,Qtr 2,2014,Technology,Accessories,,,
15,April,Qtr 2,2014,Technology,Accessories,,,
16,April,Qtr 2,2014,Technology,Accessories,,,
18,April,Qtr 2,2014,Technology,Accessories,28.496999999999957,3,227.976
19,April,Qtr 2,2014,Technology,Accessories,,,
20,April,Qtr 2,2014,Technology,Accessories,,,
21,April,Qtr 2,2014,Technology,Accessories,,,
22,April,Qtr 2,2014,Technology,Accessories,,,
23,April,Qtr 2,2014,Technology,Accessories,,,
25,April,Qtr 2,2014,Technology,Accessories,,,
26,April,Qtr 2,2014,Technology,Accessories,,,
28,April,Qtr 2,2014,Technology,Accessories,57.5928,2,159.98
29,April,Qtr 2,2014,Technology,Accessories,,,
30,April,Qtr 2,2014,Technology,Accessories,16.2486,3,47.79
2,May,Qtr 2,2014,Technology,Accessories,,,
3,May,Qtr 2,2014,Technology,Accessories,,,
4,May,Qtr 2,2014,Technology,Accessories,,,
5,May,Qtr 2,2014,Technology,Accessories,,,
6,May,Qtr 2,2014,Technology,Accessories,,,
7,May,Qtr 2,2014,Technology,Accessories,,,
8,May,Qtr 2,2014,Technology,Accessories,,,
9,May,Qtr 2,2014,Technology,Accessories,44.38080000000001,7,235.76999999999998
10,May,Qtr 2,2014,Technology,Accessories,,,
11,May,Qtr 2,2014,Technology,Accessories,14.879399999999988,4,104.976
12,May,Qtr 2,2014,Technology,Accessories,,,
13,May,Qtr 2,2014,Technology,Accessories,52.48949999999999,3,149.97
14,May,Qtr 2,2014,Technology,Accessories,,,
16,May,Qtr 2,2014,Technology,Accessories,3.3840000000000003,3,56.400000000000006
17,May,Qtr 2,2014,Technology,Accessories,,,
18,May,Qtr 2,2014,Technology,Accessories,,,
19,May,Qtr 2,2014,Technology,Accessories,,,
20,May,Qtr 2,2014,Technology,Accessories,-3.6372000000000027,2,20.784000000000002
21,May,Qtr 2,2014,Technology,Accessories,,,
22,May,Qtr 2,2014,Technology,Accessories,,,
23,May,Qtr 2,2014,Technology,Accessories,,,
24,May,Qtr 2,2014,Technology,Accessories,,,
25,May,Qtr 2,2014,Technology,Accessories,,,
26,May,Qtr 2,2014,Technology,Accessories,,,
27,May,Qtr 2,2014,Technology,Accessories,37.9962,1,99.99
28,May,Qtr 2,2014,Technology,Accessories,2.2079999999999984,4,27.6
30,May,Qtr 2,2014,Technology,Accessories,,,
31,May,Qtr 2,2014,Technology,Accessories,,,
1,June,Qtr 2,2014,Technology,Accessories,,,
2,June,Qtr 2,2014,Technology,Accessories,,,
3,June,Qtr 2,2014,Technology,Accessories,,,
4,June,Qtr 2,2014,Technology,Accessories,,,
6,June,Qtr 2,2014,Technology,Accessories,,,
7,June,Qtr 2,2014,Technology,Accessories,,,
8,June,Qtr 2,2014,Technology,Accessories,,,
9,June,Qtr 2,2014,Technology,Accessories,10.397399999999998,2,63.98400000000001
10,June,Qtr 2,2014,Technology,Accessories,,,
13,June,Qtr 2,2014,Technology,Accessories,,,
14,June,Qtr 2,2014,Technology,Accessories,,,
15,June,Qtr 2,2014,Technology,Accessories,,,
16,June,Qtr 2,2014,Technology,Accessories,,,
17,June,Qtr 2,2014,Technology,Accessories,,,
18,June,Qtr 2,2014,Technology,Accessories,,,
20,June,Qtr 2,2014,Technology,Accessories,,,
21,June,Qtr 2,2014,Technology,Accessories,28.79040000000001,4,95.968
22,June,Qtr 2,2014,Technology,Accessories,56.56620000000001,6,196.752
23,June,Qtr 2,2014,Technology,Accessories,1.079699999999999,3,86.376
24,June,Qtr 2,2014,Technology,Accessories,,,
25,June,Qtr 2,2014,Technology,Accessories,,,
27,June,Qtr 2,2014,Technology,Accessories,53.75040000000001,4,223.96
28,June,Qtr 2,2014,Technology,Accessories,,,
29,June,Qtr 2,2014,Technology,Accessories,,,
30,June,Qtr 2,2014,Technology,Accessories,,,
1,July,Qtr 3,2014,Technology,Accessories,,,
2,July,Qtr 3,2014,Technology,Accessories,,,
4,July,Qtr 3,2014,Technology,Accessories,,,
5,July,Qtr 3,2014,Technology,Accessories,163.1898,3,479.97
6,July,Qtr 3,2014,Technology,Accessories,,,
7,July,Qtr 3,2014,Technology,Accessories,,,
8,July,Qtr 3,2014,Technology,Accessories,,,
9,July,Qtr 3,2014,Technology,Accessories,,,
11,July,Qtr 3,2014,Technology,Accessories,,,
12,July,Qtr 3,2014,Technology,Accessories,3.2779999999999987,4,23.840000000000003
13,July,Qtr 3,2014,Technology,Accessories,,,
14,July,Qtr 3,2014,Technology,Accessories,,,
15,July,Qtr 3,2014,Technology,Accessories,1.3068000000000004,3,2.9699999999999998
18,July,Qtr 3,2014,Technology,Accessories,,,
19,July,Qtr 3,2014,Technology,Accessories,,,
20,July,Qtr 3,2014,Technology,Accessories,15.098399999999998,2,41.94
21,July,Qtr 3,2014,Technology,Accessories,,,
22,July,Qtr 3,2014,Technology,Accessories,57.5928,2,159.98
23,July,Qtr 3,2014,Technology,Accessories,162.1971999999999,23,1647.9560000000001
25,July,Qtr 3,2014,Technology,Accessories,,,
26,July,Qtr 3,2014,Technology,Accessories,77.84999999999998,19,714.0360000000001
27,July,Qtr 3,2014,Technology,Accessories,38.08000000000001,2,238
28,July,Qtr 3,2014,Technology,Accessories,,,
30,July,Qtr 3,2014,Technology,Accessories,,,
1,August,Qtr 3,2014,Technology,Accessories,,,
2,August,Qtr 3,2014,Technology,Accessories,9.116000000000001,2,21.2
3,August,Qtr 3,2014,Technology,Accessories,,,
4,August,Qtr 3,2014,Technology,Accessories,104.7222,9,255.42
5,August,Qtr 3,2014,Technology,Accessories,1.6359999999999992,1,16.36
6,August,Qtr 3,2014,Technology,Accessories,106.6392,5,262.89
8,August,Qtr 3,2014,Technology,Accessories,-10.79730000000001,3,95.97600000000001
9,August,Qtr 3,2014,Technology,Accessories,,,
11,August,Qtr 3,2014,Technology,Accessories,,,
12,August,Qtr 3,2014,Technology,Accessories,139.85819999999998,20,431.538
15,August,Qtr 3,2014,Technology,Accessories,,,
16,August,Qtr 3,2014,Technology,Accessories,,,
17,August,Qtr 3,2014,Technology,Accessories,122.38559999999998,4,339.96
19,August,Qtr 3,2014,Technology,Accessories,,,
20,August,Qtr 3,2014,Technology,Accessories,,,
22,August,Qtr 3,2014,Technology,Accessories,,,
23,August,Qtr 3,2014,Technology,Accessories,,,
24,August,Qtr 3,2014,Technology,Accessories,,,
25,August,Qtr 3,2014,Technology,Accessories,30.431999999999995,5,95.1
26,August,Qtr 3,2014,Technology,Accessories,75.4735,11,326.77
27,August,Qtr 3,2014,Technology,Accessories,,,
29,August,Qtr 3,2014,Technology,Accessories,,,
30,August,Qtr 3,2014,Technology,Accessories,,,
31,August,Qtr 3,2014,Technology,Accessories,18.50399999999999,9,92.52
1,September,Qtr 3,2014,Technology,Accessories,57.12000000000002,3,357
2,September,Qtr 3,2014,Technology,Accessories,149.18339999999998,10,715.9200000000001
3,September,Qtr 3,2014,Technology,Accessories,,,
5,September,Qtr 3,2014,Technology,Accessories,,,
6,September,Qtr 3,2014,Technology,Accessories,,,
7,September,Qtr 3,2014,Technology,Accessories,-2.918000000000003,4,46.688
8,September,Qtr 3,2014,Technology,Accessories,51.55169999999999,9,166.82999999999998
9,September,Qtr 3,2014,Technology,Accessories,-4.852800000000002,6,64.70400000000001
10,September,Qtr 3,2014,Technology,Accessories,,,
11,September,Qtr 3,2014,Technology,Accessories,,,
12,September,Qtr 3,2014,Technology,Accessories,13.188399999999993,6,72.61600000000001
13,September,Qtr 3,2014,Technology,Accessories,210.48560000000003,13,714.94
14,September,Qtr 3,2014,Technology,Accessories,,,
15,September,Qtr 3,2014,Technology,Accessories,,,
16,September,Qtr 3,2014,Technology,Accessories,,,
17,September,Qtr 3,2014,Technology,Accessories,29.97160000000001,12,103.904
19,September,Qtr 3,2014,Technology,Accessories,,,
20,September,Qtr 3,2014,Technology,Accessories,26.391200000000005,2,59.98
21,September,Qtr 3,2014,Technology,Accessories,,,
22,September,Qtr 3,2014,Technology,Accessories,,,
23,September,Qtr 3,2014,Technology,Accessories,,,
24,September,Qtr 3,2014,Technology,Accessories,,,
25,September,Qtr 3,2014,Technology,Accessories,,,
26,September,Qtr 3,2014,Technology,Accessories,38.9288,13,156.976
27,September,Qtr 3,2014,Technology,Accessories,,,
28,September,Qtr 3,2014,Technology,Accessories,,,
29,September,Qtr 3,2014,Technology,Accessories,,,
30,September,Qtr 3,2014,Technology,Accessories,,,
1,October,Qtr 4,2014,Technology,Accessories,,,
2,October,Qtr 4,2014,Technology,Accessories,-0.08950000000000102,1,7.16
3,October,Qtr 4,2014,Technology,Accessories,-3.5622000000000043,3,142.488
4,October,Qtr 4,2014,Technology,Accessories,,,
5,October,Qtr 4,2014,Technology,Accessories,34.992999999999995,2,99.98
6,October,Qtr 4,2014,Technology,Accessories,1.9088999999999996,3,9.09
7,October,Qtr 4,2014,Technology,Accessories,,,
8,October,Qtr 4,2014,Technology,Accessories,4.987799999999998,3,23.472
9,October,Qtr 4,2014,Technology,Accessories,,,
10,October,Qtr 4,2014,Technology,Accessories,,,
11,October,Qtr 4,2014,Technology,Accessories,58.649999999999984,5,345
12,October,Qtr 4,2014,Technology,Accessories,,,
13,October,Qtr 4,2014,Technology,Accessories,6.940399999999997,4,48.74
14,October,Qtr 4,2014,Technology,Accessories,30.089999999999982,3,177
15,October,Qtr 4,2014,Technology,Accessories,,,
16,October,Qtr 4,2014,Technology,Accessories,86.38560000000001,3,179.97
17,October,Qtr 4,2014,Technology,Accessories,-17.99640000000002,3,119.97600000000001
18,October,Qtr 4,2014,Technology,Accessories,,,
19,October,Qtr 4,2014,Technology,Accessories,,,
20,October,Qtr 4,2014,Technology,Accessories,71.9928,4,319.968
21,October,Qtr 4,2014,Technology,Accessories,,,
22,October,Qtr 4,2014,Technology,Accessories,,,
24,October,Qtr 4,2014,Technology,Accessories,,,
25,October,Qtr 4,2014,Technology,Accessories,0.5097000000000005,3,40.775999999999996
26,October,Qtr 4,2014,Technology,Accessories,,,
27,October,Qtr 4,2014,Technology,Accessories,,,
28,October,Qtr 4,2014,Technology,Accessories,,,
29,October,Qtr 4,2014,Technology,Accessories,0.891,2,1.98
31,October,Qtr 4,2014,Technology,Accessories,47.86289999999998,9,251.91
1,November,Qtr 4,2014,Technology,Accessories,,,
2,November,Qtr 4,2014,Technology,Accessories,255.0744,12,841.8600000000001
3,November,Qtr 4,2014,Technology,Accessories,18.893699999999995,3,89.97
4,November,Qtr 4,2014,Technology,Accessories,129.6,4,360
5,November,Qtr 4,2014,Technology,Accessories,26.5982,10,157.766
6,November,Qtr 4,2014,Technology,Accessories,,,
7,November,Qtr 4,2014,Technology,Accessories,,,
8,November,Qtr 4,2014,Technology,Accessories,,,
9,November,Qtr 4,2014,Technology,Accessories,,,
10,November,Qtr 4,2014,Technology,Accessories,4.2861,1,10.99
11,November,Qtr 4,2014,Technology,Accessories,15.319499999999996,7,102.13
12,November,Qtr 4,2014,Technology,Accessories,46.4687,5,207.496
14,November,Qtr 4,2014,Technology,Accessories,,,
15,November,Qtr 4,2014,Technology,Accessories,146.76929999999993,3,772.47
16,November,Qtr 4,2014,Technology,Accessories,,,
17,November,Qtr 4,2014,Technology,Accessories,7.9983999999999895,2,99.98
18,November,Qtr 4,2014,Technology,Accessories,,,
19,November,Qtr 4,2014,Technology,Accessories,6.062599999999998,3,76.49600000000001
20,November,Qtr 4,2014,Technology,Accessories,,,
21,November,Qtr 4,2014,Technology,Accessories,28.496999999999986,1,94.99
22,November,Qtr 4,2014,Technology,Accessories,,,
23,November,Qtr 4,2014,Technology,Accessories,7.961099999999999,8,35.534
24,November,Qtr 4,2014,Technology,Accessories,43.5981,7,111.79
25,November,Qtr 4,2014,Technology,Accessories,0,3,24.672
26,November,Qtr 4,2014,Technology,Accessories,,,
27,November,Qtr 4,2014,Technology,Accessories,,,
28,November,Qtr 4,2014,Technology,Accessories,34.98249999999999,7,139.92999999999998
29,November,Qtr 4,2014,Technology,Accessories,,,
30,November,Qtr 4,2014,Technology,Accessories,-16.614000000000004,4,102.24000000000001
1,December,Qtr 4,2014,Technology,Accessories,,,
2,December,Qtr 4,2014,Technology,Accessories,83.56540000000001,10,245.71
3,December,Qtr 4,2014,Technology,Accessories,,,
4,December,Qtr 4,2014,Technology,Accessories,,,
5,December,Qtr 4,2014,Technology,Accessories,76.63949999999998,7,408.74399999999997
6,December,Qtr 4,2014,Technology,Accessories,,,
7,December,Qtr 4,2014,Technology,Accessories,,,
8,December,Qtr 4,2014,Technology,Accessories,-18.186000000000014,10,103.92000000000002
9,December,Qtr 4,2014,Technology,Accessories,,,
10,December,Qtr 4,2014,Technology,Accessories,,,
12,December,Qtr 4,2014,Technology,Accessories,,,
13,December,Qtr 4,2014,Technology,Accessories,,,
14,December,Qtr 4,2014,Technology,Accessories,40.70499999999997,4,298.976
15,December,Qtr 4,2014,Technology,Accessories,,,
16,December,Qtr 4,2014,Technology,Accessories,143.48879999999997,11,814.9480000000001
17,December,Qtr 4,2014,Technology,Accessories,,,
19,December,Qtr 4,2014,Technology,Accessories,-18.584999999999994,5,247.8
20,December,Qtr 4,2014,Technology,Accessories,103.0016,15,585.3599999999999
21,December,Qtr 4,2014,Technology,Accessories,,,
22,December,Qtr 4,2014,Technology,Accessories,,,
23,December,Qtr 4,2014,Technology,Accessories,,,
24,December,Qtr 4,2014,Technology,Accessories,13.1985,3,62.849999999999994
26,December,Qtr 4,2014,Technology,Accessories,,,
27,December,Qtr 4,2014,Technology,Accessories,184.26,5,498
28,December,Qtr 4,2014,Technology,Accessories,,,
29,December,Qtr 4,2014,Technology,Accessories,47.92,4,119.8
30,December,Qtr 4,2014,Technology,Accessories,21.387200000000007,4,75.952
31,December,Qtr 4,2014,Technology,Accessories,797.6191000000001,17,1884.07
3,January,Qtr 1,2014,Technology,Copiers,,,
4,January,Qtr 1,2014,Technology,Copiers,,,
5,January,Qtr 1,2014,Technology,Copiers,,,
6,January,Qtr 1,2014,Technology,Copiers,,,
7,January,Qtr 1,2014,Technology,Copiers,,,
9,January,Qtr 1,2014,Technology,Copiers,,,
10,January,Qtr 1,2014,Technology,Copiers,,,
11,January,Qtr 1,2014,Technology,Copiers,,,
13,January,Qtr 1,2014,Technology,Copiers,,,
14,January,Qtr 1,2014,Technology,Copiers,,,
15,January,Qtr 1,2014,Technology,Copiers,,,
16,January,Qtr 1,2014,Technology,Copiers,,,
18,January,Qtr 1,2014,Technology,Copiers,,,
19,January,Qtr 1,2014,Technology,Copiers,,,
20,January,Qtr 1,2014,Technology,Copiers,,,
21,January,Qtr 1,2014,Technology,Copiers,,,
23,January,Qtr 1,2014,Technology,Copiers,,,
26,January,Qtr 1,2014,Technology,Copiers,,,
27,January,Qtr 1,2014,Technology,Copiers,,,
28,January,Qtr 1,2014,Technology,Copiers,,,
30,January,Qtr 1,2014,Technology,Copiers,,,
31,January,Qtr 1,2014,Technology,Copiers,,,
1,February,Qtr 1,2014,Technology,Copiers,,,
2,February,Qtr 1,2014,Technology,Copiers,,,
3,February,Qtr 1,2014,Technology,Copiers,,,
4,February,Qtr 1,2014,Technology,Copiers,,,
6,February,Qtr 1,2014,Technology,Copiers,,,
7,February,Qtr 1,2014,Technology,Copiers,,,
8,February,Qtr 1,2014,Technology,Copiers,,,
11,February,Qtr 1,2014,Technology,Copiers,,,
12,February,Qtr 1,2014,Technology,Copiers,,,
14,February,Qtr 1,2014,Technology,Copiers,,,
15,February,Qtr 1,2014,Technology,Copiers,,,
16,February,Qtr 1,2014,Technology,Copiers,,,
17,February,Qtr 1,2014,Technology,Copiers,,,
18,February,Qtr 1,2014,Technology,Copiers,,,
20,February,Qtr 1,2014,Technology,Copiers,,,
21,February,Qtr 1,2014,Technology,Copiers,,,
22,February,Qtr 1,2014,Technology,Copiers,,,
23,February,Qtr 1,2014,Technology,Copiers,,,
24,February,Qtr 1,2014,Technology,Copiers,,,
27,February,Qtr 1,2014,Technology,Copiers,,,
1,March,Qtr 1,2014,Technology,Copiers,,,
2,March,Qtr 1,2014,Technology,Copiers,,,
3,March,Qtr 1,2014,Technology,Copiers,,,
4,March,Qtr 1,2014,Technology,Copiers,,,
5,March,Qtr 1,2014,Technology,Copiers,,,
7,March,Qtr 1,2014,Technology,Copiers,,,
10,March,Qtr 1,2014,Technology,Copiers,,,
11,March,Qtr 1,2014,Technology,Copiers,,,
14,March,Qtr 1,2014,Technology,Copiers,,,
15,March,Qtr 1,2014,Technology,Copiers,,,
16,March,Qtr 1,2014,Technology,Copiers,,,
17,March,Qtr 1,2014,Technology,Copiers,,,
18,March,Qtr 1,2014,Technology,Copiers,,,
19,March,Qtr 1,2014,Technology,Copiers,,,
21,March,Qtr 1,2014,Technology,Copiers,,,
22,March,Qtr 1,2014,Technology,Copiers,,,
23,March,Qtr 1,2014,Technology,Copiers,,,
24,March,Qtr 1,2014,Technology,Copiers,,,
25,March,Qtr 1,2014,Technology,Copiers,,,
26,March,Qtr 1,2014,Technology,Copiers,,,
28,March,Qtr 1,2014,Technology,Copiers,,,
29,March,Qtr 1,2014,Technology,Copiers,,,
30,March,Qtr 1,2014,Technology,Copiers,,,
31,March,Qtr 1,2014,Technology,Copiers,,,
1,April,Qtr 2,2014,Technology,Copiers,,,
2,April,Qtr 2,2014,Technology,Copiers,,,
3,April,Qtr 2,2014,Technology,Copiers,,,
4,April,Qtr 2,2014,Technology,Copiers,,,
5,April,Qtr 2,2014,Technology,Copiers,,,
6,April,Qtr 2,2014,Technology,Copiers,,,
7,April,Qtr 2,2014,Technology,Copiers,,,
8,April,Qtr 2,2014,Technology,Copiers,,,
11,April,Qtr 2,2014,Technology,Copiers,,,
12,April,Qtr 2,2014,Technology,Copiers,,,
13,April,Qtr 2,2014,Technology,Copiers,,,
15,April,Qtr 2,2014,Technology,Copiers,,,
16,April,Qtr 2,2014,Technology,Copiers,,,
18,April,Qtr 2,2014,Technology,Copiers,,,
19,April,Qtr 2,2014,Technology,Copiers,,,
20,April,Qtr 2,2014,Technology,Copiers,,,
21,April,Qtr 2,2014,Technology,Copiers,,,
22,April,Qtr 2,2014,Technology,Copiers,,,
23,April,Qtr 2,2014,Technology,Copiers,,,
25,April,Qtr 2,2014,Technology,Copiers,,,
26,April,Qtr 2,2014,Technology,Copiers,,,
28,April,Qtr 2,2014,Technology,Copiers,,,
29,April,Qtr 2,2014,Technology,Copiers,,,
30,April,Qtr 2,2014,Technology,Copiers,,,
2,May,Qtr 2,2014,Technology,Copiers,89.99699999999999,2,479.98400000000004
3,May,Qtr 2,2014,Technology,Copiers,,,
4,May,Qtr 2,2014,Technology,Copiers,,,
5,May,Qtr 2,2014,Technology,Copiers,,,
6,May,Qtr 2,2014,Technology,Copiers,,,
7,May,Qtr 2,2014,Technology,Copiers,,,
8,May,Qtr 2,2014,Technology,Copiers,239.9960000000001,5,1799.9699999999998
9,May,Qtr 2,2014,Technology,Copiers,,,
10,May,Qtr 2,2014,Technology,Copiers,,,
11,May,Qtr 2,2014,Technology,Copiers,,,
12,May,Qtr 2,2014,Technology,Copiers,,,
13,May,Qtr 2,2014,Technology,Copiers,,,
14,May,Qtr 2,2014,Technology,Copiers,,,
16,May,Qtr 2,2014,Technology,Copiers,,,
17,May,Qtr 2,2014,Technology,Copiers,,,
18,May,Qtr 2,2014,Technology,Copiers,,,
19,May,Qtr 2,2014,Technology,Copiers,,,
20,May,Qtr 2,2014,Technology,Copiers,,,
21,May,Qtr 2,2014,Technology,Copiers,,,
22,May,Qtr 2,2014,Technology,Copiers,,,
23,May,Qtr 2,2014,Technology,Copiers,,,
24,May,Qtr 2,2014,Technology,Copiers,,,
25,May,Qtr 2,2014,Technology,Copiers,,,
26,May,Qtr 2,2014,Technology,Copiers,,,
27,May,Qtr 2,2014,Technology,Copiers,,,
