Superstore 2023.Region,Superstore 2023.Category,Superstore 2023.Sub-Category,Superstore 2023.Segment,Superstore 2023.State,Superstore 2023.ProfitM,Sum(Superstore 2023.Sales)
East,Office Supplies,Supplies,Consumer,Pennsylvania,-1413.7275,6505.52
South,Office Supplies,Supplies,Consumer,Pennsylvania,,
West,Office Supplies,Supplies,Consumer,Pennsylvania,,
Central,Office Supplies,Supplies,Consumer,Texas,-815.8929,4349.288
East,Office Supplies,Supplies,Consumer,Texas,,
South,Office Supplies,Supplies,Consumer,Texas,,
West,Office Supplies,Supplies,Consumer,Texas,,
Central,Office Supplies,Supplies,Consumer,New York,,
East,Office Supplies,Supplies,Consumer,New York,191.4294,1788.92
South,Office Supplies,Supplies,Consumer,New York,,
West,Office Supplies,Supplies,Consumer,New York,,
Central,Office Supplies,Supplies,Consumer,Louisiana,,
East,Office Supplies,Supplies,Consumer,Louisiana,,
South,Office Supplies,Supplies,Consumer,Louisiana,33.3124,1665.62
West,Office Supplies,Supplies,Consumer,Louisiana,,
Central,Office Supplies,Supplies,Consumer,Colorado,,
East,Office Supplies,Supplies,Consumer,Colorado,,
South,Office Supplies,Supplies,Consumer,Colorado,,
West,Office Supplies,Supplies,Consumer,Colorado,-292.429,1397.56
Central,Office Supplies,Supplies,Consumer,Virginia,,
East,Office Supplies,Supplies,Consumer,Virginia,,
South,Office Supplies,Supplies,Consumer,Virginia,20.82,265.92
West,Office Supplies,Supplies,Consumer,Virginia,,
Central,Office Supplies,Supplies,Consumer,Illinois,11.1267,126.624
East,Office Supplies,Supplies,Consumer,Illinois,,
South,Office Supplies,Supplies,Consumer,Illinois,,
West,Office Supplies,Supplies,Consumer,Illinois,,
Central,Office Supplies,Supplies,Consumer,Tennessee,,
East,Office Supplies,Supplies,Consumer,Tennessee,,
South,Office Supplies,Supplies,Consumer,Tennessee,8.0208,97.792
West,Office Supplies,Supplies,Consumer,Tennessee,,
Central,Office Supplies,Supplies,Consumer,New Jersey,,
East,Office Supplies,Supplies,Consumer,New Jersey,24.575,86.5
South,Office Supplies,Supplies,Consumer,New Jersey,,
West,Office Supplies,Supplies,Consumer,New Jersey,,
Central,Office Supplies,Supplies,Consumer,Ohio,,
East,Office Supplies,Supplies,Consumer,Ohio,-2.8671,80.696
South,Office Supplies,Supplies,Consumer,Ohio,,
West,Office Supplies,Supplies,Consumer,Ohio,,
Central,Office Supplies,Supplies,Consumer,Washington,,
East,Office Supplies,Supplies,Consumer,Washington,,
South,Office Supplies,Supplies,Consumer,Washington,,
West,Office Supplies,Supplies,Consumer,Washington,11.3125,79.91
Central,Office Supplies,Supplies,Consumer,Connecticut,,
East,Office Supplies,Supplies,Consumer,Connecticut,22.2749,76.81
South,Office Supplies,Supplies,Consumer,Connecticut,,
West,Office Supplies,Supplies,Consumer,Connecticut,,
Central,Office Supplies,Supplies,Consumer,North Carolina,,
East,Office Supplies,Supplies,Consumer,North Carolina,,
South,Office Supplies,Supplies,Consumer,North Carolina,7.6509,68.008
West,Office Supplies,Supplies,Consumer,North Carolina,,
Central,Office Supplies,Supplies,Consumer,Oregon,,
East,Office Supplies,Supplies,Consumer,Oregon,,
South,Office Supplies,Supplies,Consumer,Oregon,,
West,Office Supplies,Supplies,Consumer,Oregon,1.7931,52.952
Central,Office Supplies,Supplies,Consumer,Arizona,,
East,Office Supplies,Supplies,Consumer,Arizona,,
South,Office Supplies,Supplies,Consumer,Arizona,,
West,Office Supplies,Supplies,Consumer,Arizona,3.5994,47.992
Central,Office Supplies,Supplies,Consumer,Minnesota,10.7996,37.24
East,Office Supplies,Supplies,Consumer,Minnesota,,
South,Office Supplies,Supplies,Consumer,Minnesota,,
West,Office Supplies,Supplies,Consumer,Minnesota,,
Central,Office Supplies,Supplies,Consumer,South Dakota,6.63,25.5
East,Office Supplies,Supplies,Consumer,South Dakota,,
South,Office Supplies,Supplies,Consumer,South Dakota,,
West,Office Supplies,Supplies,Consumer,South Dakota,,
Central,Office Supplies,Supplies,Consumer,Maryland,,
East,Office Supplies,Supplies,Consumer,Maryland,6.5052,25.02
South,Office Supplies,Supplies,Consumer,Maryland,,
West,Office Supplies,Supplies,Consumer,Maryland,,
Central,Office Supplies,Supplies,Consumer,Nebraska,5.07,16.9
East,Office Supplies,Supplies,Consumer,Nebraska,,
South,Office Supplies,Supplies,Consumer,Nebraska,,
West,Office Supplies,Supplies,Consumer,Nebraska,,
Central,Office Supplies,Supplies,Consumer,Florida,,
East,Office Supplies,Supplies,Consumer,Florida,,
South,Office Supplies,Supplies,Consumer,Florida,-2.059,13.904
West,Office Supplies,Supplies,Consumer,Florida,,
Central,Office Supplies,Supplies,Consumer,New Mexico,,
East,Office Supplies,Supplies,Consumer,New Mexico,,
South,Office Supplies,Supplies,Consumer,New Mexico,,
West,Office Supplies,Supplies,Consumer,New Mexico,0.3864,12.88
Central,Office Supplies,Supplies,Consumer,Alabama,,
East,Office Supplies,Supplies,Consumer,Alabama,,
South,Office Supplies,Supplies,Consumer,Alabama,1.9629,7.27
West,Office Supplies,Supplies,Consumer,Alabama,,
Central,Office Supplies,Supplies,Consumer,Georgia,,
East,Office Supplies,Supplies,Consumer,Georgia,,
South,Office Supplies,Supplies,Consumer,Georgia,0.1512,5.04
West,Office Supplies,Supplies,Consumer,Georgia,,
Central,Office Supplies,Supplies,Consumer,Massachusetts,,
East,Office Supplies,Supplies,Consumer,Massachusetts,0.1744,4.36
South,Office Supplies,Supplies,Consumer,Massachusetts,,
West,Office Supplies,Supplies,Consumer,Massachusetts,,
Central,Office Supplies,Supplies,Consumer,Michigan,0.1744,4.36
East,Office Supplies,Supplies,Consumer,Michigan,,
South,Office Supplies,Supplies,Consumer,Michigan,,
West,Office Supplies,Supplies,Consumer,Michigan,,
Central,Office Supplies,Supplies,Corporate,California,,
East,Office Supplies,Supplies,Corporate,California,,
South,Office Supplies,Supplies,Corporate,California,,
West,Office Supplies,Supplies,Corporate,California,338.4703,6736.12
Central,Office Supplies,Supplies,Corporate,Missouri,99.058,4216.64
East,Office Supplies,Supplies,Corporate,Missouri,,
South,Office Supplies,Supplies,Corporate,Missouri,,
West,Office Supplies,Supplies,Corporate,Missouri,,
Central,Office Supplies,Supplies,Corporate,Virginia,,
East,Office Supplies,Supplies,Corporate,Virginia,,
South,Office Supplies,Supplies,Corporate,Virginia,95.084,4204.75
West,Office Supplies,Supplies,Corporate,Virginia,,
Central,Office Supplies,Supplies,Corporate,Florida,,
East,Office Supplies,Supplies,Corporate,Florida,,
South,Office Supplies,Supplies,Corporate,Florida,-194.5315,1048.44
West,Office Supplies,Supplies,Corporate,Florida,,
Central,Office Supplies,Supplies,Corporate,Rhode Island,,
East,Office Supplies,Supplies,Corporate,Rhode Island,34.758,695.16
South,Office Supplies,Supplies,Corporate,Rhode Island,,
West,Office Supplies,Supplies,Corporate,Rhode Island,,
Central,Office Supplies,Supplies,Corporate,New York,,
East,Office Supplies,Supplies,Corporate,New York,67.2054,527.04
South,Office Supplies,Supplies,Corporate,New York,,
West,Office Supplies,Supplies,Corporate,New York,,
Central,Office Supplies,Supplies,Corporate,Alabama,,
East,Office Supplies,Supplies,Corporate,Alabama,,
South,Office Supplies,Supplies,Corporate,Alabama,9.5448,477.24
West,Office Supplies,Supplies,Corporate,Alabama,,
Central,Office Supplies,Supplies,Corporate,Ohio,,
East,Office Supplies,Supplies,Corporate,Ohio,-80.0358,398.112
South,Office Supplies,Supplies,Corporate,Ohio,,
West,Office Supplies,Supplies,Corporate,Ohio,,
Central,Office Supplies,Supplies,Corporate,Washington,,
East,Office Supplies,Supplies,Corporate,Washington,,
South,Office Supplies,Supplies,Corporate,Washington,,
West,Office Supplies,Supplies,Corporate,Washington,26.3568,378.08
Central,Office Supplies,Supplies,Corporate,North Carolina,,
East,Office Supplies,Supplies,Corporate,North Carolina,,
South,Office Supplies,Supplies,Corporate,North Carolina,-39.1372,205.984
West,Office Supplies,Supplies,Corporate,North Carolina,,
Central,Office Supplies,Supplies,Corporate,Pennsylvania,,
East,Office Supplies,Supplies,Corporate,Pennsylvania,-42.9516,190.896
South,Office Supplies,Supplies,Corporate,Pennsylvania,,
West,Office Supplies,Supplies,Corporate,Pennsylvania,,
Central,Office Supplies,Supplies,Corporate,Texas,-5.6576,92.8
East,Office Supplies,Supplies,Corporate,Texas,,
South,Office Supplies,Supplies,Corporate,Texas,,
West,Office Supplies,Supplies,Corporate,Texas,,
Central,Office Supplies,Supplies,Corporate,Illinois,2.3006,51.528
East,Office Supplies,Supplies,Corporate,Illinois,,
South,Office Supplies,Supplies,Corporate,Illinois,,
West,Office Supplies,Supplies,Corporate,Illinois,,
Central,Office Supplies,Supplies,Corporate,Kentucky,,
East,Office Supplies,Supplies,Corporate,Kentucky,,
South,Office Supplies,Supplies,Corporate,Kentucky,7.4028,51.26
West,Office Supplies,Supplies,Corporate,Kentucky,,
Central,Office Supplies,Supplies,Corporate,Arizona,,
East,Office Supplies,Supplies,Corporate,Arizona,,
South,Office Supplies,Supplies,Corporate,Arizona,,
West,Office Supplies,Supplies,Corporate,Arizona,0.961,49.16
Central,Office Supplies,Supplies,Corporate,Connecticut,,
East,Office Supplies,Supplies,Corporate,Connecticut,8.1266,38.05
South,Office Supplies,Supplies,Corporate,Connecticut,,
West,Office Supplies,Supplies,Corporate,Connecticut,,
Central,Office Supplies,Supplies,Corporate,Georgia,,
East,Office Supplies,Supplies,Corporate,Georgia,,
South,Office Supplies,Supplies,Corporate,Georgia,9.9992,34.48
West,Office Supplies,Supplies,Corporate,Georgia,,
Central,Office Supplies,Supplies,Corporate,Oklahoma,6.1488,21.96
East,Office Supplies,Supplies,Corporate,Oklahoma,,
South,Office Supplies,Supplies,Corporate,Oklahoma,,
West,Office Supplies,Supplies,Corporate,Oklahoma,,
Central,Office Supplies,Supplies,Corporate,Oregon,,
East,Office Supplies,Supplies,Corporate,Oregon,,
South,Office Supplies,Supplies,Corporate,Oregon,,
West,Office Supplies,Supplies,Corporate,Oregon,-4.1762,17.584
Central,Office Supplies,Supplies,Home Office,Kansas,7.1586,357.93
East,Office Supplies,Supplies,Home Office,Kansas,,
South,Office Supplies,Supplies,Home Office,Kansas,,
West,Office Supplies,Supplies,Home Office,Kansas,,
Central,Office Supplies,Supplies,Home Office,New York,,
East,Office Supplies,Supplies,Home Office,New York,9.4011,247.67
South,Office Supplies,Supplies,Home Office,New York,,
West,Office Supplies,Supplies,Home Office,New York,,
Central,Office Supplies,Supplies,Home Office,Arizona,,
East,Office Supplies,Supplies,Home Office,Arizona,,
South,Office Supplies,Supplies,Home Office,Arizona,,
West,Office Supplies,Supplies,Home Office,Arizona,-34.758,185.376
Central,Office Supplies,Supplies,Home Office,Virginia,,
East,Office Supplies,Supplies,Home Office,Virginia,,
South,Office Supplies,Supplies,Home Office,Virginia,30.673,104.56
West,Office Supplies,Supplies,Home Office,Virginia,,
Central,Office Supplies,Supplies,Home Office,Nevada,,
East,Office Supplies,Supplies,Home Office,Nevada,,
South,Office Supplies,Supplies,Home Office,Nevada,,
West,Office Supplies,Supplies,Home Office,Nevada,24.998,86.2
Central,Office Supplies,Supplies,Home Office,California,,
East,Office Supplies,Supplies,Home Office,California,,
South,Office Supplies,Supplies,Home Office,California,,
West,Office Supplies,Supplies,Home Office,California,22.075,85.92
Central,Office Supplies,Supplies,Home Office,Texas,-15.729,74.672
East,Office Supplies,Supplies,Home Office,Texas,,
South,Office Supplies,Supplies,Home Office,Texas,,
West,Office Supplies,Supplies,Home Office,Texas,,
Central,Office Supplies,Supplies,Home Office,Michigan,21.036,70.12
East,Office Supplies,Supplies,Home Office,Michigan,,
South,Office Supplies,Supplies,Home Office,Michigan,,
West,Office Supplies,Supplies,Home Office,Michigan,,
Central,Office Supplies,Supplies,Home Office,Utah,,
East,Office Supplies,Supplies,Home Office,Utah,,
South,Office Supplies,Supplies,Home Office,Utah,,
West,Office Supplies,Supplies,Home Office,Utah,12.432,44.4
Central,Office Supplies,Supplies,Home Office,Kentucky,,
East,Office Supplies,Supplies,Home Office,Kentucky,,
South,Office Supplies,Supplies,Home Office,Kentucky,10.518,35.06
West,Office Supplies,Supplies,Home Office,Kentucky,,
Central,Office Supplies,Supplies,Home Office,North Carolina,,
East,Office Supplies,Supplies,Home Office,North Carolina,,
South,Office Supplies,Supplies,Home Office,North Carolina,3.506,28.048
West,Office Supplies,Supplies,Home Office,North Carolina,,
Central,Office Supplies,Supplies,Home Office,New Hampshire,,
East,Office Supplies,Supplies,Home Office,New Hampshire,8.0997,27.93
South,Office Supplies,Supplies,Home Office,New Hampshire,,
West,Office Supplies,Supplies,Home Office,New Hampshire,,
Central,Office Supplies,Supplies,Home Office,New Jersey,,
East,Office Supplies,Supplies,Home Office,New Jersey,8.0997,27.93
South,Office Supplies,Supplies,Home Office,New Jersey,,
West,Office Supplies,Supplies,Home Office,New Jersey,,
Central,Office Supplies,Supplies,Home Office,Massachusetts,,
East,Office Supplies,Supplies,Home Office,Massachusetts,6.6846,25.71
South,Office Supplies,Supplies,Home Office,Massachusetts,,
West,Office Supplies,Supplies,Home Office,Massachusetts,,
Central,Office Supplies,Supplies,Home Office,Washington,,
East,Office Supplies,Supplies,Home Office,Washington,,
South,Office Supplies,Supplies,Home Office,Washington,,
West,Office Supplies,Supplies,Home Office,Washington,7.605,25.35
Central,Office Supplies,Supplies,Home Office,Wisconsin,5.8887,21.81
East,Office Supplies,Supplies,Home Office,Wisconsin,,
South,Office Supplies,Supplies,Home Office,Wisconsin,,
West,Office Supplies,Supplies,Home Office,Wisconsin,,
Central,Office Supplies,Supplies,Home Office,New Mexico,,
East,Office Supplies,Supplies,Home Office,New Mexico,,
South,Office Supplies,Supplies,Home Office,New Mexico,,
West,Office Supplies,Supplies,Home Office,New Mexico,4.3368,16.68
Central,Office Supplies,Supplies,Home Office,Pennsylvania,,
East,Office Supplies,Supplies,Home Office,Pennsylvania,-2.8872,13.792
South,Office Supplies,Supplies,Home Office,Pennsylvania,,
West,Office Supplies,Supplies,Home Office,Pennsylvania,,
Central,Office Supplies,Supplies,Home Office,Oregon,,
East,Office Supplies,Supplies,Home Office,Oregon,,
South,Office Supplies,Supplies,Home Office,Oregon,,
West,Office Supplies,Supplies,Home Office,Oregon,0.6984,6.208
Central,Office Supplies,Supplies,Home Office,Colorado,,
East,Office Supplies,Supplies,Home Office,Colorado,,
South,Office Supplies,Supplies,Home Office,Colorado,,
West,Office Supplies,Supplies,Home Office,Colorado,0.73,5.84
Central,Office Supplies,Supplies,Home Office,Florida,,
East,Office Supplies,Supplies,Home Office,Florida,,
South,Office Supplies,Supplies,Home Office,Florida,-1.041,5.552
West,Office Supplies,Supplies,Home Office,Florida,,
Central,Office Supplies,Art,Consumer,California,,
East,Office Supplies,Art,Consumer,California,,
South,Office Supplies,Art,Consumer,California,,
West,Office Supplies,Art,Consumer,California,898.1479,3033.78
Central,Office Supplies,Art,Consumer,New York,,
East,Office Supplies,Art,Consumer,New York,487.5134,1609.57
South,Office Supplies,Art,Consumer,New York,,
West,Office Supplies,Art,Consumer,New York,,
Central,Office Supplies,Art,Consumer,Texas,185.7929,1592.28
East,Office Supplies,Art,Consumer,Texas,,
South,Office Supplies,Art,Consumer,Texas,,
West,Office Supplies,Art,Consumer,Texas,,
Central,Office Supplies,Art,Consumer,Virginia,,
East,Office Supplies,Art,Consumer,Virginia,,
South,Office Supplies,Art,Consumer,Virginia,225.2617,761.08
West,Office Supplies,Art,Consumer,Virginia,,
Central,Office Supplies,Art,Consumer,Illinois,95.9971,640.672
East,Office Supplies,Art,Consumer,Illinois,,
South,Office Supplies,Art,Consumer,Illinois,,
West,Office Supplies,Art,Consumer,Illinois,,
Central,Office Supplies,Art,Consumer,Washington,,
East,Office Supplies,Art,Consumer,Washington,,
South,Office Supplies,Art,Consumer,Washington,,
West,Office Supplies,Art,Consumer,Washington,188.1818,602.21
Central,Office Supplies,Art,Consumer,Ohio,,
East,Office Supplies,Art,Consumer,Ohio,74.6409,588.672
South,Office Supplies,Art,Consumer,Ohio,,
West,Office Supplies,Art,Consumer,Ohio,,
Central,Office Supplies,Art,Consumer,Michigan,155.8419,502.79
East,Office Supplies,Art,Consumer,Michigan,,
South,Office Supplies,Art,Consumer,Michigan,,
West,Office Supplies,Art,Consumer,Michigan,,
Central,Office Supplies,Art,Consumer,Pennsylvania,,
East,Office Supplies,Art,Consumer,Pennsylvania,72.121,501.776
South,Office Supplies,Art,Consumer,Pennsylvania,,
West,Office Supplies,Art,Consumer,Pennsylvania,,
Central,Office Supplies,Art,Consumer,Mississippi,,
East,Office Supplies,Art,Consumer,Mississippi,,
South,Office Supplies,Art,Consumer,Mississippi,118.8744,450.06
West,Office Supplies,Art,Consumer,Mississippi,,
Central,Office Supplies,Art,Consumer,New Jersey,,
East,Office Supplies,Art,Consumer,New Jersey,110.466,419.67
South,Office Supplies,Art,Consumer,New Jersey,,
West,Office Supplies,Art,Consumer,New Jersey,,
Central,Office Supplies,Art,Consumer,Oregon,,
East,Office Supplies,Art,Consumer,Oregon,,
South,Office Supplies,Art,Consumer,Oregon,,
West,Office Supplies,Art,Consumer,Oregon,36.3712,330.712
Central,Office Supplies,Art,Consumer,North Carolina,,
East,Office Supplies,Art,Consumer,North Carolina,,
South,Office Supplies,Art,Consumer,North Carolina,40.2177,311
West,Office Supplies,Art,Consumer,North Carolina,,
Central,Office Supplies,Art,Consumer,Kentucky,,
East,Office Supplies,Art,Consumer,Kentucky,,
South,Office Supplies,Art,Consumer,Kentucky,75.7694,280.86
West,Office Supplies,Art,Consumer,Kentucky,,
Central,Office Supplies,Art,Consumer,Florida,,
East,Office Supplies,Art,Consumer,Florida,,
South,Office Supplies,Art,Consumer,Florida,28.1384,212.704
West,Office Supplies,Art,Consumer,Florida,,
Central,Office Supplies,Art,Consumer,Tennessee,,
East,Office Supplies,Art,Consumer,Tennessee,,
South,Office Supplies,Art,Consumer,Tennessee,36.9342,210.992
West,Office Supplies,Art,Consumer,Tennessee,,
Central,Office Supplies,Art,Consumer,Delaware,,
East,Office Supplies,Art,Consumer,Delaware,58.2686,195.74
South,Office Supplies,Art,Consumer,Delaware,,
West,Office Supplies,Art,Consumer,Delaware,,
Central,Office Supplies,Art,Consumer,Massachusetts,,
East,Office Supplies,Art,Consumer,Massachusetts,56.1209,187.37
South,Office Supplies,Art,Consumer,Massachusetts,,
West,Office Supplies,Art,Consumer,Massachusetts,,
Central,Office Supplies,Art,Consumer,Colorado,,
East,Office Supplies,Art,Consumer,Colorado,,
South,Office Supplies,Art,Consumer,Colorado,,
West,Office Supplies,Art,Consumer,Colorado,21.2319,185.792
Central,Office Supplies,Art,Consumer,Georgia,,
East,Office Supplies,Art,Consumer,Georgia,,
South,Office Supplies,Art,Consumer,Georgia,52.2168,183.97
West,Office Supplies,Art,Consumer,Georgia,,
Central,Office Supplies,Art,Consumer,North Dakota,51.0132,179.36
East,Office Supplies,Art,Consumer,North Dakota,,
South,Office Supplies,Art,Consumer,North Dakota,,
West,Office Supplies,Art,Consumer,North Dakota,,
Central,Office Supplies,Art,Consumer,Connecticut,,
East,Office Supplies,Art,Consumer,Connecticut,62.7334,166.14
South,Office Supplies,Art,Consumer,Connecticut,,
West,Office Supplies,Art,Consumer,Connecticut,,
Central,Office Supplies,Art,Consumer,Arizona,,
East,Office Supplies,Art,Consumer,Arizona,,
South,Office Supplies,Art,Consumer,Arizona,,
West,Office Supplies,Art,Consumer,Arizona,18.8048,157.4
Central,Office Supplies,Art,Consumer,Louisiana,,
East,Office Supplies,Art,Consumer,Louisiana,,
South,Office Supplies,Art,Consumer,Louisiana,36.992,129.5
West,Office Supplies,Art,Consumer,Louisiana,,
Central,Office Supplies,Art,Consumer,Wisconsin,33.2568,119.37
East,Office Supplies,Art,Consumer,Wisconsin,,
South,Office Supplies,Art,Consumer,Wisconsin,,
West,Office Supplies,Art,Consumer,Wisconsin,,
Central,Office Supplies,Art,Consumer,Iowa,34.6128,106.28
East,Office Supplies,Art,Consumer,Iowa,,
South,Office Supplies,Art,Consumer,Iowa,,
West,Office Supplies,Art,Consumer,Iowa,,
Central,Office Supplies,Art,Consumer,Maryland,,
East,Office Supplies,Art,Consumer,Maryland,39.6164,106.27
South,Office Supplies,Art,Consumer,Maryland,,
West,Office Supplies,Art,Consumer,Maryland,,
Central,Office Supplies,Art,Consumer,Utah,,
East,Office Supplies,Art,Consumer,Utah,,
South,Office Supplies,Art,Consumer,Utah,,
West,Office Supplies,Art,Consumer,Utah,24.6755,88.37
Central,Office Supplies,Art,Consumer,Nevada,,
East,Office Supplies,Art,Consumer,Nevada,,
South,Office Supplies,Art,Consumer,Nevada,,
West,Office Supplies,Art,Consumer,Nevada,23.808,79.36
Central,Office Supplies,Art,Consumer,Arkansas,,
East,Office Supplies,Art,Consumer,Arkansas,,
South,Office Supplies,Art,Consumer,Arkansas,22.3128,74
West,Office Supplies,Art,Consumer,Arkansas,,
Central,Office Supplies,Art,Consumer,Indiana,25.1844,63.2
East,Office Supplies,Art,Consumer,Indiana,,
South,Office Supplies,Art,Consumer,Indiana,,
West,Office Supplies,Art,Consumer,Indiana,,
Central,Office Supplies,Art,Consumer,Minnesota,20.4448,59.12
East,Office Supplies,Art,Consumer,Minnesota,,
South,Office Supplies,Art,Consumer,Minnesota,,
West,Office Supplies,Art,Consumer,Minnesota,,
Central,Office Supplies,Art,Consumer,Rhode Island,,
East,Office Supplies,Art,Consumer,Rhode Island,18.715,49.25
South,Office Supplies,Art,Consumer,Rhode Island,,
West,Office Supplies,Art,Consumer,Rhode Island,,
Central,Office Supplies,Art,Consumer,Alabama,,
East,Office Supplies,Art,Consumer,Alabama,,
South,Office Supplies,Art,Consumer,Alabama,11.7369,40.59
West,Office Supplies,Art,Consumer,Alabama,,
Central,Office Supplies,Art,Consumer,District of Columbia,,
East,Office Supplies,Art,Consumer,District of Columbia,8.8686,22.74
South,Office Supplies,Art,Consumer,District of Columbia,,
West,Office Supplies,Art,Consumer,District of Columbia,,
Central,Office Supplies,Art,Consumer,Kansas,1.728,5.76
East,Office Supplies,Art,Consumer,Kansas,,
South,Office Supplies,Art,Consumer,Kansas,,
West,Office Supplies,Art,Consumer,Kansas,,
Central,Office Supplies,Art,Consumer,Oklahoma,1.6896,3.52
East,Office Supplies,Art,Consumer,Oklahoma,,
South,Office Supplies,Art,Consumer,Oklahoma,,
West,Office Supplies,Art,Consumer,Oklahoma,,
Central,Office Supplies,Art,Corporate,California,,
East,Office Supplies,Art,Corporate,California,,
South,Office Supplies,Art,Corporate,California,,
West,Office Supplies,Art,Corporate,California,505.2553,1755.09
Central,Office Supplies,Art,Corporate,Arizona,,
East,Office Supplies,Art,Corporate,Arizona,,
South,Office Supplies,Art,Corporate,Arizona,,
West,Office Supplies,Art,Corporate,Arizona,113.3932,1126.432
Central,Office Supplies,Art,Corporate,New York,,
East,Office Supplies,Art,Corporate,New York,281.1347,947.67
South,Office Supplies,Art,Corporate,New York,,
West,Office Supplies,Art,Corporate,New York,,
Central,Office Supplies,Art,Corporate,Texas,49.593,404.608
East,Office Supplies,Art,Corporate,Texas,,
South,Office Supplies,Art,Corporate,Texas,,
West,Office Supplies,Art,Corporate,Texas,,
Central,Office Supplies,Art,Corporate,Michigan,114.8437,389.25
East,Office Supplies,Art,Corporate,Michigan,,
South,Office Supplies,Art,Corporate,Michigan,,
West,Office Supplies,Art,Corporate,Michigan,,
Central,Office Supplies,Art,Corporate,Florida,,
East,Office Supplies,Art,Corporate,Florida,,
South,Office Supplies,Art,Corporate,Florida,34.3897,379.48
West,Office Supplies,Art,Corporate,Florida,,
Central,Office Supplies,Art,Corporate,Pennsylvania,,
East,Office Supplies,Art,Corporate,Pennsylvania,37.4634,359.184
South,Office Supplies,Art,Corporate,Pennsylvania,,
West,Office Supplies,Art,Corporate,Pennsylvania,,
Central,Office Supplies,Art,Corporate,Delaware,,
East,Office Supplies,Art,Corporate,Delaware,98.857,330.97
South,Office Supplies,Art,Corporate,Delaware,,
West,Office Supplies,Art,Corporate,Delaware,,
Central,Office Supplies,Art,Corporate,Maryland,,
East,Office Supplies,Art,Corporate,Maryland,92.432,325.78
South,Office Supplies,Art,Corporate,Maryland,,
West,Office Supplies,Art,Corporate,Maryland,,
Central,Office Supplies,Art,Corporate,North Carolina,,
East,Office Supplies,Art,Corporate,North Carolina,,
South,Office Supplies,Art,Corporate,North Carolina,38.2344,286.2
West,Office Supplies,Art,Corporate,North Carolina,,
Central,Office Supplies,Art,Corporate,New Mexico,,
East,Office Supplies,Art,Corporate,New Mexico,,
South,Office Supplies,Art,Corporate,New Mexico,,
West,Office Supplies,Art,Corporate,New Mexico,113.6582,260.02
Central,Office Supplies,Art,Corporate,Alabama,,
East,Office Supplies,Art,Corporate,Alabama,,
South,Office Supplies,Art,Corporate,Alabama,75.7071,256.86
West,Office Supplies,Art,Corporate,Alabama,,
Central,Office Supplies,Art,Corporate,Missouri,66.1596,239.62
East,Office Supplies,Art,Corporate,Missouri,,
South,Office Supplies,Art,Corporate,Missouri,,
West,Office Supplies,Art,Corporate,Missouri,,
Central,Office Supplies,Art,Corporate,Indiana,68.8898,235.27
East,Office Supplies,Art,Corporate,Indiana,,
South,Office Supplies,Art,Corporate,Indiana,,
West,Office Supplies,Art,Corporate,Indiana,,
Central,Office Supplies,Art,Corporate,Washington,,
East,Office Supplies,Art,Corporate,Washington,,
South,Office Supplies,Art,Corporate,Washington,,
West,Office Supplies,Art,Corporate,Washington,60.6356,210.93
Central,Office Supplies,Art,Corporate,Ohio,,
East,Office Supplies,Art,Corporate,Ohio,23.4182,203.008
South,Office Supplies,Art,Corporate,Ohio,,
West,Office Supplies,Art,Corporate,Ohio,,
Central,Office Supplies,Art,Corporate,Georgia,,
East,Office Supplies,Art,Corporate,Georgia,,
South,Office Supplies,Art,Corporate,Georgia,43.1454,139.56
West,Office Supplies,Art,Corporate,Georgia,,
Central,Office Supplies,Art,Corporate,Illinois,14.8724,107.024
East,Office Supplies,Art,Corporate,Illinois,,
South,Office Supplies,Art,Corporate,Illinois,,
West,Office Supplies,Art,Corporate,Illinois,,
Central,Office Supplies,Art,Corporate,Oregon,,
East,Office Supplies,Art,Corporate,Oregon,,
South,Office Supplies,Art,Corporate,Oregon,,
West,Office Supplies,Art,Corporate,Oregon,25.278,104.792
Central,Office Supplies,Art,Corporate,Virginia,,
East,Office Supplies,Art,Corporate,Virginia,,
South,Office Supplies,Art,Corporate,Virginia,20.7776,69.04
West,Office Supplies,Art,Corporate,Virginia,,
Central,Office Supplies,Art,Corporate,Kentucky,,
East,Office Supplies,Art,Corporate,Kentucky,,
South,Office Supplies,Art,Corporate,Kentucky,21.357,64.38
West,Office Supplies,Art,Corporate,Kentucky,,
Central,Office Supplies,Art,Corporate,Mississippi,,
East,Office Supplies,Art,Corporate,Mississippi,,
South,Office Supplies,Art,Corporate,Mississippi,15.764,56.3
West,Office Supplies,Art,Corporate,Mississippi,,
Central,Office Supplies,Art,Corporate,Tennessee,,
East,Office Supplies,Art,Corporate,Tennessee,,
South,Office Supplies,Art,Corporate,Tennessee,4.9695,45.144
West,Office Supplies,Art,Corporate,Tennessee,,
Central,Office Supplies,Art,Corporate,Iowa,10.881,40.3
East,Office Supplies,Art,Corporate,Iowa,,
South,Office Supplies,Art,Corporate,Iowa,,
West,Office Supplies,Art,Corporate,Iowa,,
Central,Office Supplies,Art,Corporate,New Hampshire,,
East,Office Supplies,Art,Corporate,New Hampshire,11.9412,38.52
South,Office Supplies,Art,Corporate,New Hampshire,,
West,Office Supplies,Art,Corporate,New Hampshire,,
Central,Office Supplies,Art,Corporate,South Carolina,,
East,Office Supplies,Art,Corporate,South Carolina,,
South,Office Supplies,Art,Corporate,South Carolina,9.9096,35.44
