Orders.Ship Date.Variation.Date Hierarchy.Year,Sum(Orders.Sales),Orders.City,Orders.Colors
2017,,Rockville,
2018,,Rockville,
2014,,Rogers,
2015,,Rogers,
2016,,Rogers,
2017,40.410000000000004,Rogers,
2018,,Rogers,
2014,,Rome,
2015,90.882,Rome,
2016,35.01,Rome,
2017,408.96000000000004,Rome,
2018,,Rome,
2014,8.951999999999998,Romeoville,
2015,,Romeoville,
2016,,Romeoville,
2017,,Romeoville,
2018,,Romeoville,
2014,7.98,Roseville,
2015,2187.04,Roseville,
2016,1047.86,Roseville,
2017,89.55,Roseville,
2018,,Roseville,
2014,,Roseville,Blue
2015,,Roseville,Blue
2016,4.02,Roseville,Blue
2017,,Roseville,Blue
2018,,Roseville,Blue
2014,,Roseville,Maroon
2015,,Roseville,Maroon
2016,20.04,Roseville,Maroon
2017,,Roseville,Maroon
2018,,Roseville,Maroon
2014,,Roseville,Orange
2015,,Roseville,Orange
2016,65.88,Roseville,Orange
2017,,Roseville,Orange
2018,,Roseville,Orange
2014,,Roseville,Purple
2015,,Roseville,Purple
2016,11.52,Roseville,Purple
2017,,Roseville,Purple
2018,,Roseville,Purple
2014,,Roseville,Red
2015,,Roseville,Red
2016,43.120000000000005,Roseville,Red
2017,,Roseville,Red
2018,,Roseville,Red
2014,,Roseville,Voilet
2015,,Roseville,Voilet
2016,35.44,Roseville,Voilet
2017,,Roseville,Voilet
2018,,Roseville,Voilet
2014,,Roseville,White
2015,,Roseville,White
2016,76.176,Roseville,White
2017,,Roseville,White
2018,,Roseville,White
2014,755.4199999999998,Roswell,
2015,1073.55,Roswell,
2016,,Roswell,
2017,4823.35,Roswell,
2018,,Roswell,
2014,,Round Rock,
2015,,Round Rock,
2016,4406.072,Round Rock,
2017,341.96,Round Rock,
2018,106.0208,Round Rock,
2014,22.38,Royal Oak,
2015,12.96,Royal Oak,
2016,,Royal Oak,
2017,,Royal Oak,
2018,,Royal Oak,
2014,1524.6320000000003,Sacramento,
2015,73.672,Sacramento,
2016,345.1,Sacramento,
2017,5367.874,Sacramento,
2018,,Sacramento,
2014,,Saginaw,
2015,,Saginaw,
2016,,Saginaw,
2017,19.76,Saginaw,
2018,,Saginaw,
2014,,Saginaw,Blue
2015,,Saginaw,Blue
2016,,Saginaw,Blue
2017,15.92,Saginaw,Blue
2018,,Saginaw,Blue
2014,,Saginaw,Orange
2015,,Saginaw,Orange
2016,,Saginaw,Orange
2017,91.99,Saginaw,Orange
2018,,Saginaw,Orange
2014,,Saginaw,Purple
2015,,Saginaw,Purple
2016,,Saginaw,Purple
2017,131.98,Saginaw,Purple
2018,,Saginaw,Purple
2014,,Saginaw,Voilet
2015,,Saginaw,Voilet
2016,,Saginaw,Voilet
2017,83.92,Saginaw,Voilet
2018,,Saginaw,Voilet
2014,,Saginaw,White
2015,,Saginaw,White
2016,,Saginaw,White
2017,52.29,Saginaw,White
2018,,Saginaw,White
2014,11.56,Saint Charles,
2015,1368.9260000000002,Saint Charles,
2016,30.344,Saint Charles,
2017,248.82,Saint Charles,
2018,,Saint Charles,
2014,,Saint Cloud,
2015,,Saint Cloud,
2016,,Saint Cloud,
2017,1331.8200000000002,Saint Cloud,
2018,,Saint Cloud,
2014,137.71,Saint Louis,
2015,52.59,Saint Louis,
2016,,Saint Louis,
2017,95.66000000000001,Saint Louis,
2018,,Saint Louis,
2014,,Saint Paul,
2015,,Saint Paul,
2016,114.94999999999999,Saint Paul,
2017,,Saint Paul,
2018,,Saint Paul,
2014,,Saint Paul,Voilet
2015,,Saint Paul,Voilet
2016,77.88,Saint Paul,Voilet
2017,,Saint Paul,Voilet
2018,,Saint Paul,Voilet
2014,,Saint Peters,
2015,,Saint Peters,
2016,697.16,Saint Peters,
2017,,Saint Peters,
2018,,Saint Peters,
2014,542.1600000000001,Saint Petersburg,
2015,937.6080000000001,Saint Petersburg,
2016,,Saint Petersburg,
2017,17.088,Saint Petersburg,
2018,,Saint Petersburg,
2014,15.552000000000003,Saint Petersburg,Purple
2015,,Saint Petersburg,Purple
2016,,Saint Petersburg,Purple
2017,,Saint Petersburg,Purple
2018,,Saint Petersburg,Purple
2014,178.38400000000001,Saint Petersburg,Voilet
2015,,Saint Petersburg,Voilet
2016,,Saint Petersburg,Voilet
2017,,Saint Petersburg,Voilet
2018,,Saint Petersburg,Voilet
2014,610.7040000000001,Salem,
2015,42.432,Salem,
2016,1044.577,Salem,
2017,1746.532,Salem,
2018,,Salem,
2014,,Salinas,
2015,481.69800000000004,Salinas,
2016,44.040000000000006,Salinas,
2017,203.15300000000002,Salinas,
2018,,Salinas,
2014,166.44,Salt Lake City,
2015,,Salt Lake City,
2016,219.11999999999998,Salt Lake City,
2017,417.216,Salt Lake City,
2018,,Salt Lake City,
2014,,San Angelo,
2015,,San Angelo,
2016,345.324,San Angelo,
2017,305.312,San Angelo,
2018,,San Angelo,
2014,3951.0389999999998,San Antonio,
2015,3030.7219999999998,San Antonio,
2016,2227.663,San Antonio,
2017,2094.2079999999996,San Antonio,
2018,,San Antonio,
2014,32.064,San Antonio,Black
2015,,San Antonio,Black
2016,,San Antonio,Black
2017,,San Antonio,Black
2018,,San Antonio,Black
2014,177.97999999999996,San Antonio,Maroon
2015,,San Antonio,Maroon
2016,,San Antonio,Maroon
2017,,San Antonio,Maroon
2018,,San Antonio,Maroon
2014,8159.951999999999,San Antonio,Orange
2015,,San Antonio,Orange
2016,,San Antonio,Orange
2017,,San Antonio,Orange
2018,,San Antonio,Orange
2014,275.928,San Antonio,Red
2015,,San Antonio,Red
2016,,San Antonio,Red
2017,,San Antonio,Red
2018,,San Antonio,Red
2014,143.976,San Antonio,Voilet
2015,,San Antonio,Voilet
2016,,San Antonio,Voilet
2017,,San Antonio,Voilet
2018,,San Antonio,Voilet
2014,9.936,San Antonio,White
2015,,San Antonio,White
2016,,San Antonio,White
2017,,San Antonio,White
2018,,San Antonio,White
2014,1740.0599999999997,San Antonio,Yellow
2015,,San Antonio,Yellow
2016,,San Antonio,Yellow
2017,,San Antonio,Yellow
2018,,San Antonio,Yellow
2014,,San Bernardino,
2015,979.3,San Bernardino,
2016,,San Bernardino,
2017,,San Bernardino,
2018,,San Bernardino,
2014,,San Clemente,
2015,,San Clemente,
2016,90.05799999999999,San Clemente,
2017,,San Clemente,
2018,,San Clemente,
2014,9181.049000000003,San Diego,
2015,14383.430000000002,San Diego,
2016,14966.021999999999,San Diego,
2017,5635.548000000001,San Diego,
2018,,San Diego,
2014,,San Diego,Maroon
2015,,San Diego,Maroon
2016,7.61,San Diego,Maroon
2017,,San Diego,Maroon
2018,,San Diego,Maroon
2014,,San Diego,Voilet
2015,,San Diego,Voilet
2016,3347.37,San Diego,Voilet
2017,,San Diego,Voilet
2018,,San Diego,Voilet
2014,28175.687999999995,San Francisco,
2015,16024.777999999998,San Francisco,
2016,29385.430999999997,San Francisco,
2017,36247.418999999994,San Francisco,
2018,,San Francisco,
2014,,San Francisco,Black
2015,,San Francisco,Black
2016,321.568,San Francisco,Black
2017,8.82,San Francisco,Black
2018,,San Francisco,Black
2014,234.87,San Francisco,Blue
2015,209.92999999999998,San Francisco,Blue
2016,,San Francisco,Blue
2017,,San Francisco,Blue
2018,,San Francisco,Blue
2014,,San Francisco,Maroon
2015,,San Francisco,Maroon
2016,,San Francisco,Maroon
2017,62.172,San Francisco,Maroon
2018,,San Francisco,Maroon
2014,,San Francisco,Orange
2015,10.92,San Francisco,Orange
2016,50.96,San Francisco,Orange
2017,47.976,San Francisco,Orange
2018,,San Francisco,Orange
2014,23.46,San Francisco,Purple
2015,,San Francisco,Purple
2016,,San Francisco,Purple
2017,,San Francisco,Purple
2018,725.84,San Francisco,Purple
2014,7.712000000000001,San Francisco,Red
2015,,San Francisco,Red
2016,49.536,San Francisco,Red
2017,,San Francisco,Red
2018,,San Francisco,Red
2014,,San Francisco,Voilet
2015,,San Francisco,Voilet
2016,,San Francisco,Voilet
2017,143.7,San Francisco,Voilet
2018,,San Francisco,Voilet
2014,22.72,San Francisco,White
2015,5.28,San Francisco,White
2016,,San Francisco,White
2017,,San Francisco,White
2018,,San Francisco,White
2014,910.3120000000001,San Francisco,Yellow
2015,,San Francisco,Yellow
2016,,San Francisco,Yellow
2017,,San Francisco,Yellow
2018,,San Francisco,Yellow
2014,2061.01,San Gabriel,
2015,,San Gabriel,
2016,,San Gabriel,
2017,,San Gabriel,
2018,,San Gabriel,
2014,2067.8140000000003,San Jose,
2015,540.728,San Jose,
2016,1704.7039999999997,San Jose,
2017,1513.203,San Jose,
2018,,San Jose,
2014,,San Jose,Blue
2015,105.52,San Jose,Blue
2016,,San Jose,Blue
2017,,San Jose,Blue
2018,,San Jose,Blue
2014,,San Jose,Purple
2015,58.379999999999995,San Jose,Purple
2016,,San Jose,Purple
2017,,San Jose,Purple
2018,,San Jose,Purple
2014,,San Jose,White
2015,80.88,San Jose,White
2016,,San Jose,White
2017,,San Jose,White
2018,,San Jose,White
2014,,San Luis Obispo,
2015,,San Luis Obispo,
2016,3.62,San Luis Obispo,
2017,,San Luis Obispo,
2018,,San Luis Obispo,
2014,108.44399999999999,San Marcos,
2015,,San Marcos,
2016,,San Marcos,
2017,,San Marcos,
2018,,San Marcos,
2014,,San Mateo,
2015,,San Mateo,
2016,,San Mateo,
2017,75.17999999999999,San Mateo,
2018,,San Mateo,
2014,21.19,Sandy Springs,
2015,,Sandy Springs,
2016,1302.83,Sandy Springs,
2017,673.01,Sandy Springs,
2018,,Sandy Springs,
2014,,Sanford,
2015,,Sanford,
2016,,Sanford,
2017,225.54600000000002,Sanford,
2018,,Sanford,
2014,,Santa Ana,
2015,56.3,Santa Ana,
2016,1285.3480000000002,Santa Ana,
2017,2024.662,Santa Ana,
2018,,Santa Ana,
2014,,Santa Barbara,
2015,402.14599999999996,Santa Barbara,
2016,3528.4880000000003,Santa Barbara,
2017,358.59999999999997,Santa Barbara,
2018,,Santa Barbara,
2014,131.84000000000003,Santa Clara,
2015,,Santa Clara,
2016,79.792,Santa Clara,
2017,,Santa Clara,
2018,,Santa Clara,
2014,,Santa Clara,White
2015,,Santa Clara,White
2016,,Santa Clara,White
2017,10.56,Santa Clara,White
2018,,Santa Clara,White
2014,92.52,Santa Fe,
2015,8.4,Santa Fe,
2016,,Santa Fe,
2017,,Santa Fe,
2018,,Santa Fe,
2014,,Santa Maria,
2015,115.44,Santa Maria,
2016,,Santa Maria,
2017,,Santa Maria,
2018,,Santa Maria,
2014,402.06600000000003,Scottsdale,
2015,11.481000000000002,Scottsdale,
2016,383.88,Scottsdale,
2017,307.776,Scottsdale,
2018,,Scottsdale,
2014,,Scottsdale,Maroon
2015,,Scottsdale,Maroon
2016,157.92,Scottsdale,Maroon
2017,,Scottsdale,Maroon
2018,,Scottsdale,Maroon
2014,,Scottsdale,Voilet
2015,,Scottsdale,Voilet
2016,203.184,Scottsdale,Voilet
2017,,Scottsdale,Voilet
2018,,Scottsdale,Voilet
2014,23074.425999999992,Seattle,
2015,22065.045999999995,Seattle,
2016,16131.042000000005,Seattle,
2017,56983.419999999984,Seattle,
2018,7.4,Seattle,
2014,,Seattle,Blue
2015,,Seattle,Blue
2016,27.680000000000003,Seattle,Blue
2017,,Seattle,Blue
2018,,Seattle,Blue
2014,,Seattle,Orange
2015,6.63,Seattle,Orange
2016,,Seattle,Orange
2017,,Seattle,Orange
2018,,Seattle,Orange
2014,,Seattle,Purple
2015,787.53,Seattle,Purple
2016,,Seattle,Purple
2017,,Seattle,Purple
2018,,Seattle,Purple
2014,457.56800000000004,Seattle,Red
2015,,Seattle,Red
2016,407.97600000000006,Seattle,Red
2017,,Seattle,Red
2018,,Seattle,Red
2014,,Sheboygan,
2015,,Sheboygan,
2016,79.74,Sheboygan,
2017,,Sheboygan,
2018,,Sheboygan,
2014,,Shelton,
2015,,Shelton,
2016,73.33,Shelton,
2017,,Shelton,
2018,,Shelton,
2014,,Sierra Vista,
2015,,Sierra Vista,
2016,76.072,Sierra Vista,
2017,,Sierra Vista,
2018,,Sierra Vista,
2014,9.510000000000002,Sioux Falls,
2015,,Sioux Falls,
2016,,Sioux Falls,
2017,1127.9099999999999,Sioux Falls,
2018,,Sioux Falls,
2014,75.59200000000001,Skokie,
2015,,Skokie,
2016,,Skokie,
2017,493.23999999999995,Skokie,
2018,,Skokie,
2014,67.194,Smyrna,
2015,930.3109999999999,Smyrna,
2016,2204.8140000000003,Smyrna,
2017,36.57,Smyrna,
2018,,Smyrna,
2014,,South Bend,
2015,1238.3300000000002,South Bend,
2016,,South Bend,
2017,,South Bend,
2018,,South Bend,
2014,616.14,Southaven,
2015,,Southaven,
2016,,Southaven,
2017,839.25,Southaven,
2018,,Southaven,
2014,,Sparks,
2015,79.36,Sparks,
2016,2482.6,Sparks,
2017,,Sparks,
2018,,Sparks,
2014,,Spokane,
2015,263.78,Spokane,
2016,837.5999999999999,Spokane,
2017,926.5380000000001,Spokane,
2018,,Spokane,
2014,,Springdale,
2015,,Springdale,
2016,,Springdale,
2017,4.3,Springdale,
2018,,Springdale,
2014,7812.498999999996,Springfield,
2015,11723.641,Springfield,
2016,13039.05,Springfield,
2017,10403.272,Springfield,
2018,,Springfield,
2014,,Springfield,Black
2015,,Springfield,Black
2016,75.88,Springfield,Black
2017,,Springfield,Black
2018,,Springfield,Black
2014,,Sterling Heights,
2015,98.36,Sterling Heights,
2016,11.68,Sterling Heights,
2017,,Sterling Heights,
2018,,Sterling Heights,
2014,,Stockton,
2015,,Stockton,
2016,489.16,Stockton,
2017,738.44,Stockton,
2018,,Stockton,
2014,,Suffolk,
2015,373.25,Suffolk,
2016,158.81,Suffolk,
2017,1065.8400000000001,Suffolk,
2018,,Suffolk,
2014,,Summerville,
2015,,Summerville,
2016,,Summerville,
2017,406.93999999999994,Summerville,
2018,,Summerville,
2014,,Sunnyvale,
2015,,Sunnyvale,
2016,,Sunnyvale,
2017,636.21,Sunnyvale,
2018,,Sunnyvale,
2014,,Superior,
2015,17.12,Superior,
2016,1282.61,Superior,
2017,,Superior,
2018,,Superior,
2014,,Tallahassee,
2015,8.226,Tallahassee,
2016,2556.4120000000003,Tallahassee,
2017,4686.031000000001,Tallahassee,
2018,,Tallahassee,
2014,,Tamarac,
2015,3.444000000000001,Tamarac,
2016,,Tamarac,
2017,,Tamarac,
2018,,Tamarac,
2014,,Tamarac,Maroon
2015,,Tamarac,Maroon
2016,254.05800000000002,Tamarac,Maroon
2017,,Tamarac,Maroon
2018,,Tamarac,Maroon
2014,,Tamarac,Purple
2015,,Tamarac,Purple
2016,961.4800000000001,Tamarac,Purple
2017,,Tamarac,Purple
2018,,Tamarac,Purple
2014,,Tamarac,Voilet
2015,,Tamarac,Voilet
2016,194.52800000000002,Tamarac,Voilet
2017,,Tamarac,Voilet
2018,,Tamarac,Voilet
2014,2158.923,Tampa,
2015,411.192,Tampa,
2016,833.6550000000001,Tampa,
2017,56.46000000000001,Tampa,
2018,,Tampa,
2014,,Tampa,Black
2015,,Tampa,Black
2016,,Tampa,Black
2017,233.86,Tampa,Black
2018,,Tampa,Black
2014,,Tampa,Blue
2015,,Tampa,Blue
2016,,Tampa,Blue
2017,617.9760000000001,Tampa,Blue
2018,,Tampa,Blue
2014,,Tampa,Maroon
2015,,Tampa,Maroon
2016,,Tampa,Maroon
2017,620.6145000000001,Tampa,Maroon
2018,,Tampa,Maroon
2014,,Tampa,Purple
2015,,Tampa,Purple
2016,,Tampa,Purple
2017,258.072,Tampa,Purple
2018,,Tampa,Purple
2014,,Tampa,Voilet
2015,,Tampa,Voilet
2016,,Tampa,Voilet
2017,5.328000000000001,Tampa,Voilet
2018,,Tampa,Voilet
2014,,Taylor,
2015,,Taylor,
2016,301.96,Taylor,
2017,,Taylor,
2018,,Taylor,
2014,,Taylor,Voilet
2015,9.84,Taylor,Voilet
2016,,Taylor,Voilet
2017,,Taylor,Voilet
2018,,Taylor,Voilet
2014,,Taylor,Yellow
2015,41.9,Taylor,Yellow
2016,,Taylor,Yellow
2017,,Taylor,Yellow
2018,,Taylor,Yellow
2014,,Temecula,
2015,808.6660000000002,Temecula,
2016,,Temecula,
2017,,Temecula,
2018,,Temecula,
2014,677.544,Tempe,
2015,3.366000000000001,Tempe,
2016,307.92,Tempe,
2017,81.47200000000001,Tempe,
2018,,Tempe,
2014,605.34,Texarkana,
2015,,Texarkana,
2016,,Texarkana,
2017,48.9,Texarkana,
2018,,Texarkana,
2014,489.22999999999996,Texas City,
2015,301.742,Texas City,
2016,,Texas City,
2017,,Texas City,
2018,,Texas City,
2014,,The Colony,
2015,,The Colony,
2016,142.16,The Colony,
2017,,The Colony,
2018,,The Colony,
2014,,Thomasville,
2015,,Thomasville,
2016,151.292,Thomasville,
2017,,Thomasville,
2018,,Thomasville,
2014,447.94399999999996,Thornton,
2015,10.944,Thornton,
2016,,Thornton,
2017,306.36,Thornton,
2018,,Thornton,
2014,,Thousand Oaks,
2015,48.734,Thousand Oaks,
2016,,Thousand Oaks,
2017,190.07,Thousand Oaks,
2018,,Thousand Oaks,
2014,1122.968,Tigard,
2015,,Tigard,
2016,65.07000000000001,Tigard,
2017,205.74400000000003,Tigard,
2018,,Tigard,
2014,,Tinley Park,
2015,22.288,Tinley Park,
2016,,Tinley Park,
2017,,Tinley Park,
2018,,Tinley Park,
2014,1709.654,Toledo,
2015,795.558,Toledo,
2016,372.692,Toledo,
2017,1588.149,Toledo,
2018,,Toledo,
2014,,Torrance,
2015,,Torrance,
2016,1120.368,Torrance,
2017,2011.8999999999999,Torrance,
2018,,Torrance,
2014,1109.7250000000001,Trenton,
2015,,Trenton,
2016,338.53999999999996,Trenton,
2017,316.93000000000006,Trenton,
2018,,Trenton,
2014,257.752,Troy,
2015,1656.3900000000003,Troy,
2016,428.8860000000001,Troy,
2017,1508.9729999999997,Troy,
2018,,Troy,
2014,,Troy,Black
2015,,Troy,Black
2016,48.480000000000004,Troy,Black
2017,,Troy,Black
2018,,Troy,Black
2014,,Troy,Blue
2015,,Troy,Blue
2016,208.56,Troy,Blue
2017,,Troy,Blue
2018,,Troy,Blue
2014,,Troy,Maroon
2015,,Troy,Maroon
2016,1.68,Troy,Maroon
2017,,Troy,Maroon
2018,,Troy,Maroon
2014,,Troy,Orange
2015,,Troy,Orange
2016,319.41,Troy,Orange
2017,,Troy,Orange
2018,,Troy,Orange
2014,,Troy,Red
2015,,Troy,Red
2016,14.56,Troy,Red
2017,,Troy,Red
2018,,Troy,Red
2014,,Troy,White
2015,,Troy,White
2016,32.400000000000006,Troy,White
2017,,Troy,White
2018,,Troy,White
2014,,Troy,Yellow
2015,,Troy,Yellow
2016,30,Troy,Yellow
2017,,Troy,Yellow
2018,,Troy,Yellow
2014,1248.776,Tucson,
2015,1030.984,Tucson,
2016,852.4880000000002,Tucson,
2017,1660.3919999999998,Tucson,
2018,,Tucson,
2014,479.04,Tucson,Black
2015,,Tucson,Black
2016,,Tucson,Black
2017,,Tucson,Black
2018,,Tucson,Black
2014,8.160000000000002,Tucson,Orange
2015,,Tucson,Orange
2016,,Tucson,Orange
2017,,Tucson,Orange
2018,,Tucson,Orange
2014,1023.9360000000001,Tucson,Red
2015,,Tucson,Red
2016,,Tucson,Red
2017,,Tucson,Red
2018,,Tucson,Red
2014,9.24,Tucson,Yellow
2015,,Tucson,Yellow
2016,,Tucson,Yellow
2017,,Tucson,Yellow
2018,,Tucson,Yellow
2014,1683.9699999999998,Tulsa,
2015,14.940000000000001,Tulsa,
2016,1235.68,Tulsa,
2017,2622.3800000000006,Tulsa,
2018,,Tulsa,
2014,,Tuscaloosa,
2015,,Tuscaloosa,
2016,,Tuscaloosa,
2017,175.70000000000002,Tuscaloosa,
2018,,Tuscaloosa,
2014,,Twin Falls,
2015,,Twin Falls,
2016,1148.8059999999998,Twin Falls,
2017,,Twin Falls,
2018,,Twin Falls,
2014,51.18399999999998,Tyler,
2015,,Tyler,
2016,,Tyler,
2017,296.022,Tyler,
2018,,Tyler,
2014,,Urbandale,
2015,,Urbandale,
2016,,Urbandale,
2017,45.92,Urbandale,
2018,,Urbandale,
2014,,Urbandale,Orange
2015,,Urbandale,Orange
2016,75.96,Urbandale,Orange
2017,,Urbandale,Orange
2018,,Urbandale,Orange
2014,,Urbandale,Red
2015,,Urbandale,Red
2016,27.240000000000002,Urbandale,Red
2017,,Urbandale,Red
2018,,Urbandale,Red
2014,414.62999999999994,Utica,
2015,79.99,Utica,
2016,40.48,Utica,
2017,119.94,Utica,
2018,,Utica,
2014,423.28,Vacaville,
2015,,Vacaville,
2016,,Vacaville,
2017,,Vacaville,
2018,,Vacaville,
2014,156.786,Vallejo,
2015,,Vallejo,
2016,1064.624,Vallejo,
2017,,Vallejo,
2018,,Vallejo,
2014,,Vancouver,
2015,,Vancouver,
2016,677.1959999999999,Vancouver,
2017,9.64,Vancouver,
2018,,Vancouver,
2014,,Vineland,
2015,11.12,Vineland,
2016,244.00599999999997,Vineland,
2017,392.8400000000001,Vineland,
2018,,Vineland,
2014,3772.09,Virginia Beach,
2015,182.91,Virginia Beach,
2016,1131.69,Virginia Beach,
2017,665.44,Virginia Beach,
2018,,Virginia Beach,
2014,,Visalia,
2015,7.92,Visalia,
2016,310.86,Visalia,
2017,,Visalia,
2018,,Visalia,
2014,,Waco,
2015,,Waco,
2016,23.968000000000004,Waco,
2017,582.1392,Waco,
2018,,Waco,
2014,,Warner Robins,
2015,392.93999999999994,Warner Robins,
2016,41.86,Warner Robins,
2017,,Warner Robins,
2018,,Warner Robins,
2014,,Warwick,
2015,,Warwick,
2016,2111.92,Warwick,
2017,252,Warwick,
2018,,Warwick,
2014,,Warwick,Purple
2015,,Warwick,Purple
2016,,Warwick,Purple
2017,12.96,Warwick,Purple
2018,,Warwick,Purple
2014,,Warwick,Voilet
2015,,Warwick,Voilet
2016,,Warwick,Voilet
2017,49.96,Warwick,Voilet
2018,,Warwick,Voilet
2014,,Washington,
2015,2670.1899999999996,Washington,
2016,117.07000000000001,Washington,
2017,77.75999999999999,Washington,
2018,,Washington,
2014,,Waterbury,
2015,,Waterbury,
2016,837.8000000000001,Waterbury,
2017,488.26,Waterbury,
2018,,Waterbury,
2014,,Waterloo,
2015,,Waterloo,
2016,,Waterloo,
2017,30.32,Waterloo,
2018,,Waterloo,
2014,126.52000000000001,Watertown,
2015,1573.488,Watertown,
2016,698.5,Watertown,
2017,1646.49,Watertown,
2018,,Watertown,
2014,,Waukesha,
2015,,Waukesha,
2016,54.5,Waukesha,
2017,,Waukesha,
2018,,Waukesha,
2014,317.47999999999996,Wausau,
2015,,Wausau,
2016,,Wausau,
2017,,Wausau,
2018,,Wausau,
2014,425.66999999999996,Waynesboro,
2015,2298.9,Waynesboro,
2016,334.2,Waynesboro,
2017,,Waynesboro,
2018,,Waynesboro,
2014,,West Allis,
2015,,West Allis,
2016,250.48000000000002,West Allis,
2017,,West Allis,
2018,,West Allis,
2014,,West Jordan,
2015,256.35,West Jordan,
2016,,West Jordan,
2017,,West Jordan,
2018,,West Jordan,
2014,55.5,West Jordan,Voilet
2015,,West Jordan,Voilet
2016,,West Jordan,Voilet
2017,,West Jordan,Voilet
2018,,West Jordan,Voilet
2014,,West Palm Beach,
2015,69.10400000000001,West Palm Beach,
2016,,West Palm Beach,
2017,72.224,West Palm Beach,
2018,,West Palm Beach,
2014,,Westfield,
2015,,Westfield,
2016,343.53,Westfield,
2017,129.93,Westfield,
2018,,Westfield,
2014,,Westfield,Voilet
2015,,Westfield,Voilet
2016,,Westfield,Voilet
2017,46.26,Westfield,Voilet
2018,,Westfield,Voilet
2014,708.616,Westland,
2015,,Westland,
2016,1137.4,Westland,
2017,,Westland,
2018,,Westland,
2014,211.96,Westland,Blue
2015,,Westland,Blue
2016,,Westland,Blue
2017,,Westland,Blue
2018,,Westland,Blue
2014,,Westminster,
2015,,Westminster,
2016,,Westminster,
2017,3826.646,Westminster,
2018,,Westminster,
2014,,Wheeling,
2015,,Wheeling,
2016,615.606,Wheeling,
2017,1331.3600000000001,Wheeling,
2018,,Wheeling,
2014,,Whittier,Maroon
2015,,Whittier,Maroon
2016,,Whittier,Maroon
2017,444.76800000000003,Whittier,Maroon
2018,,Whittier,Maroon
2014,,Wichita,
2015,149.2,Wichita,
2016,243.65,Wichita,
2017,432.41999999999996,Wichita,
2018,,Wichita,
2014,1903.9399999999996,Wilmington,
2015,3206.626,Wilmington,
2016,3.2820000000000005,Wilmington,
2017,1656.6409999999998,Wilmington,
2018,,Wilmington,
2014,,Wilmington,Black
2015,,Wilmington,Black
2016,68.04,Wilmington,Black
2017,,Wilmington,Black
2018,,Wilmington,Black
2014,39.072,Wilmington,Maroon
2015,,Wilmington,Maroon
2016,,Wilmington,Maroon
2017,,Wilmington,Maroon
2018,,Wilmington,Maroon
2014,,Wilmington,Orange
2015,,Wilmington,Orange
2016,30.84,Wilmington,Orange
2017,,Wilmington,Orange
2018,,Wilmington,Orange
2014,,Wilmington,Red
2015,,Wilmington,Red
2016,226.56,Wilmington,Red
2017,,Wilmington,Red
2018,,Wilmington,Red
2014,,Wilmington,White
2015,,Wilmington,White
2016,47.04,Wilmington,White
2017,,Wilmington,White
2018,,Wilmington,White
2014,,Wilmington,Yellow
2015,,Wilmington,Yellow
2016,115.02,Wilmington,Yellow
2017,,Wilmington,Yellow
2018,,Wilmington,Yellow
2014,,Wilson,
2015,176.92399999999998,Wilson,
2016,191.808,Wilson,
2017,,Wilson,
2018,,Wilson,
2014,,Woodbury,
2015,72.24000000000001,Woodbury,
2016,535.41,Woodbury,
2017,,Woodbury,
2018,,Woodbury,
2014,,Woodland,
2015,,Woodland,
2016,239.98400000000004,Woodland,
2017,24.678,Woodland,
2018,,Woodland,
2014,295.50000000000006,Woodstock,
2015,,Woodstock,
2016,845.4879999999999,Woodstock,
2017,2.9120000000000004,Woodstock,
2018,,Woodstock,
2014,52.96,Woonsocket,
2015,51.449999999999996,Woonsocket,
2016,,Woonsocket,
2017,91.14,Woonsocket,
2018,,Woonsocket,
2014,756.6340000000001,Yonkers,
2015,,Yonkers,
2016,6125.822,Yonkers,
2017,775.2099999999999,Yonkers,
2018,,Yonkers,
2014,,York,
2015,,York,
2016,714.4979999999999,York,
2017,103.48,York,
2018,,York,
2014,,Yucaipa,
2015,50.8,Yucaipa,
2016,,Yucaipa,
2017,,Yucaipa,
2018,,Yucaipa,
2014,,Yuma,
2015,,Yuma,
2016,240.88000000000005,Yuma,
2017,599.9850000000001,Yuma,
2018,,Yuma,
