Orders.Category	Orders.Country	Orders.Order Date.Variation.Date Hierarchy.Year	Orders.Order Date.Variation.Date Hierarchy.Month	Orders.Order Date.Variation.Date Hierarchy.Day	Sum(Orders.Profit)
Furniture	United States	2017	January	26	24.4608
Office Supplies	United States	2017	January	26	15.1129
Technology	United States	2017	January	26	764.3818
Furniture	United States	2017	January	27	
Office Supplies	United States	2017	January	27	1.752
Technology	United States	2017	January	27	-0.1281
Furniture	United States	2017	January	28	12.8316
Office Supplies	United States	2017	January	28	137.151
Technology	United States	2017	January	28	183.8652
Furniture	United States	2017	January	29	4.6221
Office Supplies	United States	2017	January	29	82.281
Technology	United States	2017	January	29	
Furniture	United States	2017	January	30	-114.3492
Office Supplies	United States	2017	January	30	60.1705
Technology	United States	2017	January	30	362.6228
Furniture	United States	2017	February	2	41.9632
Office Supplies	United States	2017	February	2	101.7104
Technology	United States	2017	February	2	27.0034
Furniture	United States	2017	February	3	-26.085
Office Supplies	United States	2017	February	3	241.655
Technology	United States	2017	February	3	
Furniture	United States	2017	February	4	
Office Supplies	United States	2017	February	4	8.4942
Technology	United States	2017	February	4	
Furniture	United States	2017	February	5	
Office Supplies	United States	2017	February	5	33.122
Technology	United States	2017	February	5	41.76
Furniture	United States	2017	February	6	109.2914
Office Supplies	United States	2017	February	6	29.061
Technology	United States	2017	February	6	65.9634
Furniture	United States	2017	February	9	3.858
Office Supplies	United States	2017	February	9	-431.8286
Technology	United States	2017	February	9	15.998
Furniture	United States	2017	February	10	16.7986
Office Supplies	United States	2017	February	10	11.3288
Technology	United States	2017	February	10	
Furniture	United States	2017	February	11	104.6636
Office Supplies	United States	2017	February	11	17.6703
Technology	United States	2017	February	11	7.7679
Furniture	United States	2017	February	13	21.506
Office Supplies	United States	2017	February	13	58.8457
Technology	United States	2017	February	13	343.9828
Furniture	United States	2017	February	16	-12.2331
Office Supplies	United States	2017	February	16	100.8636
Technology	United States	2017	February	16	7.3451
Furniture	United States	2017	February	17	-397.3174
Office Supplies	United States	2017	February	17	93.5799
Technology	United States	2017	February	17	-79.8103
Furniture	United States	2017	February	18	
Office Supplies	United States	2017	February	18	4.8118
Technology	United States	2017	February	18	57.5964
Furniture	United States	2017	February	19	12.0609
Office Supplies	United States	2017	February	19	364.9906
Technology	United States	2017	February	19	
Furniture	United States	2017	February	20	-162.0637
Office Supplies	United States	2017	February	20	5.8374
Technology	United States	2017	February	20	48.7142
Furniture	United States	2017	February	21	
Office Supplies	United States	2017	February	21	
Technology	United States	2017	February	21	-2.994
Furniture	United States	2017	February	23	
Office Supplies	United States	2017	February	23	17.184
Technology	United States	2017	February	23	25.186
Furniture	United States	2017	February	24	
Office Supplies	United States	2017	February	24	34.9254
Technology	United States	2017	February	24	214.4675
Furniture	United States	2017	February	25	-16.3402
Office Supplies	United States	2017	February	25	-3.0396
Technology	United States	2017	February	25	
Furniture	United States	2017	February	26	104.8556
Office Supplies	United States	2017	February	26	256.3892
Technology	United States	2017	February	26	86.1084
Furniture	United States	2017	February	28	
Office Supplies	United States	2017	February	28	8.2242
Technology	United States	2017	February	28	
Furniture	United States	2017	March	2	101.6508
Office Supplies	United States	2017	March	2	74.8373
Technology	United States	2017	March	2	67.5516
Furniture	United States	2017	March	3	15.0319
Office Supplies	United States	2017	March	3	29.4
Technology	United States	2017	March	3	483.7562
Furniture	United States	2017	March	4	-77.625
Office Supplies	United States	2017	March	4	43.7026
Technology	United States	2017	March	4	
Furniture	United States	2017	March	5	
Office Supplies	United States	2017	March	5	354.4639
Technology	United States	2017	March	5	125.9874
Furniture	United States	2017	March	6	16.5531
Office Supplies	United States	2017	March	6	195.3547
Technology	United States	2017	March	6	23.2182
Furniture	United States	2017	March	7	
Office Supplies	United States	2017	March	7	51.2034
Technology	United States	2017	March	7	4.908
Furniture	United States	2017	March	8	
Office Supplies	United States	2017	March	8	243.448
Technology	United States	2017	March	8	
Furniture	United States	2017	March	9	
Office Supplies	United States	2017	March	9	9.6375
Technology	United States	2017	March	9	129.991
Furniture	United States	2017	March	10	-161.3286
Office Supplies	United States	2017	March	10	-5.788
Technology	United States	2017	March	10	2.097
Furniture	United States	2017	March	11	-34.6724
Office Supplies	United States	2017	March	11	415.7226
Technology	United States	2017	March	11	-156.3518
Furniture	United States	2017	March	12	
Office Supplies	United States	2017	March	12	28.3062
Technology	United States	2017	March	12	32.1678
Furniture	United States	2017	March	13	-2.5648
Office Supplies	United States	2017	March	13	277.1886
Technology	United States	2017	March	13	552.6518
Furniture	United States	2017	March	14	
Office Supplies	United States	2017	March	14	
Technology	United States	2017	March	14	4.9616
Furniture	United States	2017	March	16	7.6896
Office Supplies	United States	2017	March	16	170.1791
Technology	United States	2017	March	16	4.4338
Furniture	United States	2017	March	17	
Office Supplies	United States	2017	March	17	66.7422
Technology	United States	2017	March	17	62.9852
Furniture	United States	2017	March	18	-41.262
Office Supplies	United States	2017	March	18	-260.4113
Technology	United States	2017	March	18	51.5552
Furniture	United States	2017	March	19	21.3958
Office Supplies	United States	2017	March	19	143.5821
Technology	United States	2017	March	19	-34.5686
Furniture	United States	2017	March	20	1.3677
Office Supplies	United States	2017	March	20	149.7936
Technology	United States	2017	March	20	101.9032
Furniture	United States	2017	March	21	530.1258
Office Supplies	United States	2017	March	21	382.1338
Technology	United States	2017	March	21	
Furniture	United States	2017	March	23	76.2624
Office Supplies	United States	2017	March	23	22.3844
Technology	United States	2017	March	23	6719.9808
Furniture	United States	2017	March	24	62.7014
Office Supplies	United States	2017	March	24	129.5739
Technology	United States	2017	March	24	147.9971
Furniture	United States	2017	March	25	482.5819
Office Supplies	United States	2017	March	25	125.0575
Technology	United States	2017	March	25	122.8732
Furniture	United States	2017	March	26	-5.8572
Office Supplies	United States	2017	March	26	-193.7194
Technology	United States	2017	March	26	626.1463
Furniture	United States	2017	March	27	-45.1482
Office Supplies	United States	2017	March	27	111.0258
Technology	United States	2017	March	27	62.6456
Furniture	United States	2017	March	28	16.9616
Office Supplies	United States	2017	March	28	-11.3694
Technology	United States	2017	March	28	53.272
Furniture	United States	2017	March	29	
Office Supplies	United States	2017	March	29	21.164
Technology	United States	2017	March	29	
Furniture	United States	2017	March	30	39.564
Office Supplies	United States	2017	March	30	163.9331
Technology	United States	2017	March	30	18.5391
Furniture	United States	2017	March	31	-2.5746
Office Supplies	United States	2017	March	31	-21.5838
Technology	United States	2017	March	31	1826.3742
Furniture	United States	2017	April	1	87.8217
Office Supplies	United States	2017	April	1	100.8146
Technology	United States	2017	April	1	354.3045
Furniture	United States	2017	April	2	76.5346
Office Supplies	United States	2017	April	2	9.7636
Technology	United States	2017	April	2	129.6
Furniture	United States	2017	April	3	7.6416
Office Supplies	United States	2017	April	3	2.205
Technology	United States	2017	April	3	
Furniture	United States	2017	April	4	
Office Supplies	United States	2017	April	4	17.7427
Technology	United States	2017	April	4	92.435
Furniture	United States	2017	April	6	
Office Supplies	United States	2017	April	6	44.0304
Technology	United States	2017	April	6	
Furniture	United States	2017	April	7	-350.2938
Office Supplies	United States	2017	April	7	-2.3328
Technology	United States	2017	April	7	11.4539
Furniture	United States	2017	April	8	166.782
Office Supplies	United States	2017	April	8	2110.0363
Technology	United States	2017	April	8	
Furniture	United States	2017	April	9	
Office Supplies	United States	2017	April	9	411.2821
Technology	United States	2017	April	9	
Furniture	United States	2017	April	10	8.2656
Office Supplies	United States	2017	April	10	101.1789
Technology	United States	2017	April	10	62.3397
Furniture	United States	2017	April	11	
Office Supplies	United States	2017	April	11	1.1685
Technology	United States	2017	April	11	17.2485
Furniture	United States	2017	April	12	
Office Supplies	United States	2017	April	12	31.347
Technology	United States	2017	April	12	
Furniture	United States	2017	April	13	-38.2116
Office Supplies	United States	2017	April	13	306.432
Technology	United States	2017	April	13	
Furniture	United States	2017	April	14	-3.0295
Office Supplies	United States	2017	April	14	36.63
Technology	United States	2017	April	14	
Furniture	United States	2017	April	15	70.722
Office Supplies	United States	2017	April	15	39.1731
Technology	United States	2017	April	15	
Furniture	United States	2017	April	16	-6.049
Office Supplies	United States	2017	April	16	-40.9488
Technology	United States	2017	April	16	1.5588
Furniture	United States	2017	April	17	-13.8285
Office Supplies	United States	2017	April	17	-36.4178
Technology	United States	2017	April	17	-3353.2487
Furniture	United States	2017	April	20	-56.5402
Office Supplies	United States	2017	April	20	103.7709
Technology	United States	2017	April	20	-24.4764
Furniture	United States	2017	April	21	261.351
Office Supplies	United States	2017	April	21	-245.6047
Technology	United States	2017	April	21	11.8578
Furniture	United States	2017	April	22	6.2152
Office Supplies	United States	2017	April	22	87.7578
Technology	United States	2017	April	22	
Furniture	United States	2017	April	23	11.6532
Office Supplies	United States	2017	April	23	119.822
Technology	United States	2017	April	23	67.842
Furniture	United States	2017	April	24	
Office Supplies	United States	2017	April	24	-51.4347
Technology	United States	2017	April	24	39.3986
Furniture	United States	2017	April	25	28.4102
Office Supplies	United States	2017	April	25	53.501
Technology	United States	2017	April	25	22.6737
Furniture	United States	2017	April	26	-1.4413
Office Supplies	United States	2017	April	26	28.6036
Technology	United States	2017	April	26	
Furniture	United States	2017	April	27	-3.0272
Office Supplies	United States	2017	April	27	63.0478
Technology	United States	2017	April	27	
Furniture	United States	2017	April	28	
Office Supplies	United States	2017	April	28	6.769
Technology	United States	2017	April	28	84.5982
Furniture	United States	2017	April	29	-69.89
Office Supplies	United States	2017	April	29	2.4059
Technology	United States	2017	April	29	
Furniture	United States	2017	April	30	19.3764
Office Supplies	United States	2017	April	30	69.8581
Technology	United States	2017	April	30	-157.3595
Furniture	United States	2017	May	1	-473.8644
Office Supplies	United States	2017	May	1	1.9136
Technology	United States	2017	May	1	18.093
Furniture	United States	2017	May	2	12.993
Office Supplies	United States	2017	May	2	38.3642
Technology	United States	2017	May	2	59.0372
Furniture	United States	2017	May	3	-104.7402
Office Supplies	United States	2017	May	3	24.64
Technology	United States	2017	May	3	
Furniture	United States	2017	May	4	11.2839
Office Supplies	United States	2017	May	4	260.3499
Technology	United States	2017	May	4	20.6955
Furniture	United States	2017	May	5	-152.9847
Office Supplies	United States	2017	May	5	30.4222
Technology	United States	2017	May	5	
Furniture	United States	2017	May	6	-119.1918
Office Supplies	United States	2017	May	6	27.3955
Technology	United States	2017	May	6	175.9911
Furniture	United States	2017	May	7	549.6677
Office Supplies	United States	2017	May	7	18.4604
Technology	United States	2017	May	7	81.2894
Furniture	United States	2017	May	8	-25.839
Office Supplies	United States	2017	May	8	37.2176
Technology	United States	2017	May	8	1049.985
Furniture	United States	2017	May	9	88.982
Office Supplies	United States	2017	May	9	96.9892
Technology	United States	2017	May	9	87.9912
Furniture	United States	2017	May	11	-363.9608
Office Supplies	United States	2017	May	11	44.5359
Technology	United States	2017	May	11	
Furniture	United States	2017	May	12	4.7205
Office Supplies	United States	2017	May	12	-3.1495
Technology	United States	2017	May	12	34.96
Furniture	United States	2017	May	13	-124.431
Office Supplies	United States	2017	May	13	775.5323
Technology	United States	2017	May	13	158.7519
Furniture	United States	2017	May	14	16.9426
Office Supplies	United States	2017	May	14	304.3898
Technology	United States	2017	May	14	756.5554
Furniture	United States	2017	May	15	46.3032
Office Supplies	United States	2017	May	15	21.6072
Technology	United States	2017	May	15	6.0643
Furniture	United States	2017	May	16	
Office Supplies	United States	2017	May	16	-55.256
Technology	United States	2017	May	16	
Furniture	United States	2017	May	18	70.8289
Office Supplies	United States	2017	May	18	265.5758
Technology	United States	2017	May	18	71.4889
Furniture	United States	2017	May	19	381.852
Office Supplies	United States	2017	May	19	463.7851
Technology	United States	2017	May	19	326.1382
Furniture	United States	2017	May	20	-93.8256
Office Supplies	United States	2017	May	20	258.2305
Technology	United States	2017	May	20	108.8055
Furniture	United States	2017	May	21	72.807
Office Supplies	United States	2017	May	21	5.2113
Technology	United States	2017	May	21	
Furniture	United States	2017	May	22	-54.5958
Office Supplies	United States	2017	May	22	22.2961
Technology	United States	2017	May	22	25.3302
Furniture	United States	2017	May	23	-6.4233
Office Supplies	United States	2017	May	23	-59.6544
Technology	United States	2017	May	23	
Furniture	United States	2017	May	25	6.0288
Office Supplies	United States	2017	May	25	211.1029
Technology	United States	2017	May	25	13.2
Furniture	United States	2017	May	26	
Office Supplies	United States	2017	May	26	69.5256
Technology	United States	2017	May	26	6.924
Furniture	United States	2017	May	27	153.117
Office Supplies	United States	2017	May	27	63.5142
Technology	United States	2017	May	27	167.8266
Furniture	United States	2017	May	28	50.6067
Office Supplies	United States	2017	May	28	40.5225
Technology	United States	2017	May	28	78.0672
Furniture	United States	2017	May	29	-49.7184
Office Supplies	United States	2017	May	29	160.1483
Technology	United States	2017	May	29	
Furniture	United States	2017	May	30	30.5588
Office Supplies	United States	2017	May	30	30.0558
Technology	United States	2017	May	30	14.5451
Furniture	United States	2017	June	1	539.2464
Office Supplies	United States	2017	June	1	759.8609
Technology	United States	2017	June	1	-3.6012
Furniture	United States	2017	June	2	
Office Supplies	United States	2017	June	2	39.17
Technology	United States	2017	June	2	-0.6435
Furniture	United States	2017	June	3	-105.7592
Office Supplies	United States	2017	June	3	38.7024
Technology	United States	2017	June	3	451.2022
Furniture	United States	2017	June	4	-15.4442
Office Supplies	United States	2017	June	4	56.995
Technology	United States	2017	June	4	25.1944
Furniture	United States	2017	June	5	
Office Supplies	United States	2017	June	5	7.2576
Technology	United States	2017	June	5	52.9173
Furniture	United States	2017	June	6	2.178
Office Supplies	United States	2017	June	6	0
Technology	United States	2017	June	6	
Furniture	United States	2017	June	8	140.9568
Office Supplies	United States	2017	June	8	-44.2214
Technology	United States	2017	June	8	37.4265
Furniture	United States	2017	June	9	-86.2761
Office Supplies	United States	2017	June	9	88.5034
Technology	United States	2017	June	9	
Furniture	United States	2017	June	10	-30.245
Office Supplies	United States	2017	June	10	137.1387
Technology	United States	2017	June	10	79.5986
Furniture	United States	2017	June	11	76.9598
Office Supplies	United States	2017	June	11	67.7739
Technology	United States	2017	June	11	130.2075
Furniture	United States	2017	June	12	205.1856
Office Supplies	United States	2017	June	12	81.5558
Technology	United States	2017	June	12	28.173
Furniture	United States	2017	June	13	-112.8162
Office Supplies	United States	2017	June	13	11.796
Technology	United States	2017	June	13	5.998
Furniture	United States	2017	June	15	29.6164
Office Supplies	United States	2017	June	15	111.5194
Technology	United States	2017	June	15	263.286
Furniture	United States	2017	June	16	181.56
Office Supplies	United States	2017	June	16	162.8238
Technology	United States	2017	June	16	176.9812
Furniture	United States	2017	June	17	46.575
Office Supplies	United States	2017	June	17	-26.4213
Technology	United States	2017	June	17	1676.3122
Furniture	United States	2017	June	18	75.5937
Office Supplies	United States	2017	June	18	42.2862
Technology	United States	2017	June	18	
Furniture	United States	2017	June	19	-99.9903
Office Supplies	United States	2017	June	19	66.1146
Technology	United States	2017	June	19	11.8411
Furniture	United States	2017	June	20	
Office Supplies	United States	2017	June	20	50.776
Technology	United States	2017	June	20	212.976
Furniture	United States	2017	June	21	2.464
Office Supplies	United States	2017	June	21	228.4952
Technology	United States	2017	June	21	
Furniture	United States	2017	June	22	146.388
Office Supplies	United States	2017	June	22	-23.1094
Technology	United States	2017	June	22	
Furniture	United States	2017	June	24	82.4374
Office Supplies	United States	2017	June	24	-110.9608
Technology	United States	2017	June	24	
Furniture	United States	2017	June	25	143.1282
Office Supplies	United States	2017	June	25	25.2553
Technology	United States	2017	June	25	16.704
Furniture	United States	2017	June	26	17.9094
Office Supplies	United States	2017	June	26	304.8404
Technology	United States	2017	June	26	382.5396
Furniture	United States	2017	June	27	72.357
Office Supplies	United States	2017	June	27	18.5634
Technology	United States	2017	June	27	244.6155
Furniture	United States	2017	June	29	57.83
Office Supplies	United States	2017	June	29	808.9386
Technology	United States	2017	June	29	22.4316
Furniture	United States	2017	June	30	-464.8591
Office Supplies	United States	2017	June	30	475.3284
Technology	United States	2017	June	30	125.198
Furniture	United States	2017	July	1	
Office Supplies	United States	2017	July	1	103.9546
Technology	United States	2017	July	1	
Furniture	United States	2017	July	2	
Office Supplies	United States	2017	July	2	51.3259
Technology	United States	2017	July	2	
Furniture	United States	2017	July	3	97.0998
Office Supplies	United States	2017	July	3	128.7399
Technology	United States	2017	July	3	1262.3054
Furniture	United States	2017	July	5	-348.6294
Office Supplies	United States	2017	July	5	-11.1693
Technology	United States	2017	July	5	22.3888
Furniture	United States	2017	July	6	10.1837
Office Supplies	United States	2017	July	6	3.5617
Technology	United States	2017	July	6	
Furniture	United States	2017	July	7	-45.3492
Office Supplies	United States	2017	July	7	12.9
Technology	United States	2017	July	7	69.8521
Furniture	United States	2017	July	8	181.9472
Office Supplies	United States	2017	July	8	566.5114
Technology	United States	2017	July	8	68.679
Furniture	United States	2017	July	9	31.587
Office Supplies	United States	2017	July	9	57.7102
Technology	United States	2017	July	9	74.8142
Furniture	United States	2017	July	10	7.9128
Office Supplies	United States	2017	July	10	37.0122
Technology	United States	2017	July	10	
Furniture	United States	2017	July	11	
Office Supplies	United States	2017	July	11	68.9182
Technology	United States	2017	July	11	267.2499
Furniture	United States	2017	July	12	
Office Supplies	United States	2017	July	12	1.1925
Technology	United States	2017	July	12	
Furniture	United States	2017	July	13	19.3392
Office Supplies	United States	2017	July	13	99.9364
Technology	United States	2017	July	13	-7.2589
Furniture	United States	2017	July	14	206.562
Office Supplies	United States	2017	July	14	52.7302
Technology	United States	2017	July	14	-305.3361
Furniture	United States	2017	July	15	196.8981
Office Supplies	United States	2017	July	15	79.5081
Technology	United States	2017	July	15	8.799
Furniture	United States	2017	July	16	14.1274
Office Supplies	United States	2017	July	16	0.91
Technology	United States	2017	July	16	
Furniture	United States	2017	July	17	227.3682
Office Supplies	United States	2017	July	17	92.454
Technology	United States	2017	July	17	157.492
Furniture	United States	2017	July	18	-495.8907
Office Supplies	United States	2017	July	18	0.2544
Technology	United States	2017	July	18	69.9965
Furniture	United States	2017	July	20	78.467
Office Supplies	United States	2017	July	20	516.2206
Technology	United States	2017	July	20	132.5898
Furniture	United States	2017	July	21	74.7514
Office Supplies	United States	2017	July	21	-74.1299
Technology	United States	2017	July	21	143.6071
Furniture	United States	2017	July	22	-75.192
Office Supplies	United States	2017	July	22	
Technology	United States	2017	July	22	14.0859
Furniture	United States	2017	July	23	
Office Supplies	United States	2017	July	23	103.2473
Technology	United States	2017	July	23	155.1645
Furniture	United States	2017	July	24	
Office Supplies	United States	2017	July	24	
Technology	United States	2017	July	24	839.986
Furniture	United States	2017	July	25	-35.8914
Office Supplies	United States	2017	July	25	-3.9054
Technology	United States	2017	July	25	
Furniture	United States	2017	July	26	45.294
Office Supplies	United States	2017	July	26	
Technology	United States	2017	July	26	659.98
Furniture	United States	2017	July	27	24.4297
Office Supplies	United States	2017	July	27	18.2728
Technology	United States	2017	July	27	168.873
Furniture	United States	2017	July	28	
Office Supplies	United States	2017	July	28	7.8136
Technology	United States	2017	July	28	100.24
Furniture	United States	2017	July	29	98.152
Office Supplies	United States	2017	July	29	106.5892
Technology	United States	2017	July	29	162.7194
Furniture	United States	2017	July	30	
Office Supplies	United States	2017	July	30	44.7608
Technology	United States	2017	July	30	43.176
Furniture	United States	2017	July	31	11.4576
Office Supplies	United States	2017	July	31	497.9651
Technology	United States	2017	July	31	-44.6913
Furniture	United States	2017	August	1	
Office Supplies	United States	2017	August	1	81.594
Technology	United States	2017	August	1	-241.0002
Furniture	United States	2017	August	3	-25.518
Office Supplies	United States	2017	August	3	58.3534
Technology	United States	2017	August	3	7.4655
Furniture	United States	2017	August	4	
Office Supplies	United States	2017	August	4	0.432
Technology	United States	2017	August	4	
Furniture	United States	2017	August	5	
Office Supplies	United States	2017	August	5	140.9048
Technology	United States	2017	August	5	29.5186
Furniture	United States	2017	August	6	30.7104
Office Supplies	United States	2017	August	6	141.5808
Technology	United States	2017	August	6	247.485
Furniture	United States	2017	August	7	41.423
Office Supplies	United States	2017	August	7	566.0305
Technology	United States	2017	August	7	98.4319
Furniture	United States	2017	August	10	25.473
Office Supplies	United States	2017	August	10	118.324
Technology	United States	2017	August	10	378.1674
Furniture	United States	2017	August	11	
Office Supplies	United States	2017	August	11	222.4658
Technology	United States	2017	August	11	13.4386
Furniture	United States	2017	August	12	393.5502
Office Supplies	United States	2017	August	12	365.5956
Technology	United States	2017	August	12	129.5387
Furniture	United States	2017	August	13	47.6604
Office Supplies	United States	2017	August	13	-1119.8508
Technology	United States	2017	August	13	0.4752
Furniture	United States	2017	August	14	5.2287
Office Supplies	United States	2017	August	14	7.1592
Technology	United States	2017	August	14	
Furniture	United States	2017	August	15	
Office Supplies	United States	2017	August	15	-289.1836
Technology	United States	2017	August	15	
Furniture	United States	2017	August	16	
Office Supplies	United States	2017	August	16	-12.0292
Technology	United States	2017	August	16	
Furniture	United States	2017	August	17	-557.5996
Office Supplies	United States	2017	August	17	1144.6851
Technology	United States	2017	August	17	18.813
Furniture	United States	2017	August	18	68.5744
Office Supplies	United States	2017	August	18	1289.0129
Technology	United States	2017	August	18	614.3833
Furniture	United States	2017	August	19	
Office Supplies	United States	2017	August	19	225.0193
Technology	United States	2017	August	19	
Furniture	United States	2017	August	20	
Office Supplies	United States	2017	August	20	169.2338
Technology	United States	2017	August	20	14.384
Furniture	United States	2017	August	21	349.8816
Office Supplies	United States	2017	August	21	1846.357
Technology	United States	2017	August	21	49.4102
Furniture	United States	2017	August	22	-81.2501
Office Supplies	United States	2017	August	22	
Technology	United States	2017	August	22	
Furniture	United States	2017	August	23	0.4176
Office Supplies	United States	2017	August	23	30.5362
Technology	United States	2017	August	23	327.5922
Furniture	United States	2017	August	24	
Office Supplies	United States	2017	August	24	77.406
Technology	United States	2017	August	24	
Furniture	United States	2017	August	25	-89.0664
Office Supplies	United States	2017	August	25	71.9556
Technology	United States	2017	August	25	
Furniture	United States	2017	August	26	-43.848
Office Supplies	United States	2017	August	26	13.9672
Technology	United States	2017	August	26	15.1158
Furniture	United States	2017	August	27	-142.2684
Office Supplies	United States	2017	August	27	510.2662
Technology	United States	2017	August	27	640.8843
Furniture	United States	2017	August	28	250.305
Office Supplies	United States	2017	August	28	83.5663
Technology	United States	2017	August	28	11.4296
Furniture	United States	2017	August	29	41.4456
Office Supplies	United States	2017	August	29	15.6826
Technology	United States	2017	August	29	
Furniture	United States	2017	August	31	7.1196
Office Supplies	United States	2017	August	31	308.7935
Technology	United States	2017	August	31	295.3254
Furniture	United States	2017	September	1	218.9658
Office Supplies	United States	2017	September	1	114.7962
Technology	United States	2017	September	1	6.7966
Furniture	United States	2017	September	2	255.3493
Office Supplies	United States	2017	September	2	1050.2305
Technology	United States	2017	September	2	1294.6055
Furniture	United States	2017	September	3	-85.5458
Office Supplies	United States	2017	September	3	178.1166
Technology	United States	2017	September	3	106.911
Furniture	United States	2017	September	4	-118.5924
Office Supplies	United States	2017	September	4	288.0536
Technology	United States	2017	September	4	54.9639
Furniture	United States	2017	September	5	
Office Supplies	United States	2017	September	5	-16.0748
Technology	United States	2017	September	5	-1.1196
Furniture	United States	2017	September	7	65.6858
Office Supplies	United States	2017	September	7	972.0012
Technology	United States	2017	September	7	210.5527
Furniture	United States	2017	September	8	-617.8507
Office Supplies	United States	2017	September	8	-23.1018
Technology	United States	2017	September	8	129.9854
Furniture	United States	2017	September	9	-66.8626
Office Supplies	United States	2017	September	9	155.7536
Technology	United States	2017	September	9	-241.7664
Furniture	United States	2017	September	10	27.1764
Office Supplies	United States	2017	September	10	-1033.7457
Technology	United States	2017	September	10	29.2474
Furniture	United States	2017	September	11	217.4972
Office Supplies	United States	2017	September	11	815.3845
Technology	United States	2017	September	11	0.003
Furniture	United States	2017	September	12	3.0096
Office Supplies	United States	2017	September	12	216.3814
Technology	United States	2017	September	12	
Furniture	United States	2017	September	13	
Office Supplies	United States	2017	September	13	2.786
Technology	United States	2017	September	13	
Furniture	United States	2017	September	14	-30.9042
Office Supplies	United States	2017	September	14	177.7603
Technology	United States	2017	September	14	327.4856
Furniture	United States	2017	September	15	474.7229
Office Supplies	United States	2017	September	15	1282.3249
Technology	United States	2017	September	15	177.9215
Furniture	United States	2017	September	16	2.2512
Office Supplies	United States	2017	September	16	-380.9416
Technology	United States	2017	September	16	43.0278
Furniture	United States	2017	September	17	188.4626
Office Supplies	United States	2017	September	17	228.9367
Technology	United States	2017	September	17	351.8724
Furniture	United States	2017	September	18	10.1494
Office Supplies	United States	2017	September	18	337.0209
Technology	United States	2017	September	18	154.3718
Furniture	United States	2017	September	19	-66.8564
Office Supplies	United States	2017	September	19	36.185
Technology	United States	2017	September	19	84.6613
Furniture	United States	2017	September	20	1011.7262
Office Supplies	United States	2017	September	20	42.9107
Technology	United States	2017	September	20	517.1595
Furniture	United States	2017	September	21	
Office Supplies	United States	2017	September	21	55.6977
Technology	United States	2017	September	21	41.5092
Furniture	United States	2017	September	22	45.1163
Office Supplies	United States	2017	September	22	-549.1391
Technology	United States	2017	September	22	358.4449
Furniture	United States	2017	September	23	-177.6364
Office Supplies	United States	2017	September	23	135.0486
Technology	United States	2017	September	23	157.7734
Furniture	United States	2017	September	24	262.7094
Office Supplies	United States	2017	September	24	143.2339
Technology	United States	2017	September	24	594.5182
Furniture	United States	2017	September	25	158.8975
Office Supplies	United States	2017	September	25	34.1123
Technology	United States	2017	September	25	35.988
Furniture	United States	2017	September	26	-54.6744
Office Supplies	United States	2017	September	26	369.5767
Technology	United States	2017	September	26	
Furniture	United States	2017	September	28	7.7128
Office Supplies	United States	2017	September	28	-55.4503
Technology	United States	2017	September	28	1.3596
Furniture	United States	2017	September	29	-181.8258
Office Supplies	United States	2017	September	29	110.5251
Technology	United States	2017	September	29	110.8614
Furniture	United States	2017	September	30	
Office Supplies	United States	2017	September	30	159.3607
Technology	United States	2017	September	30	47.994
Furniture	United States	2017	October	1	9.5032
Office Supplies	United States	2017	October	1	214.3718
Technology	United States	2017	October	1	789.198
Furniture	United States	2017	October	2	-1312.4973
Office Supplies	United States	2017	October	2	187.6579
Technology	United States	2017	October	2	29.3227
Furniture	United States	2017	October	3	15.3959
Office Supplies	United States	2017	October	3	861.0427
Technology	United States	2017	October	3	66.9546
Furniture	United States	2017	October	4	8.5914
Office Supplies	United States	2017	October	4	
Technology	United States	2017	October	4	
Furniture	United States	2017	October	5	-25.244
Office Supplies	United States	2017	October	5	85.1236
Technology	United States	2017	October	5	1415.3681
Furniture	United States	2017	October	6	2.9372
Office Supplies	United States	2017	October	6	230.2002
Technology	United States	2017	October	6	115.1856
Furniture	United States	2017	October	7	-50.59
Office Supplies	United States	2017	October	7	53.4823
Technology	United States	2017	October	7	215.5482
Furniture	United States	2017	October	8	3.2392
Office Supplies	United States	2017	October	8	11.5244
Technology	United States	2017	October	8	133.2699
Furniture	United States	2017	October	9	-512.4744
Office Supplies	United States	2017	October	9	45.3363
Technology	United States	2017	October	9	
Furniture	United States	2017	October	10	-47.8716
Office Supplies	United States	2017	October	10	
Technology	United States	2017	October	10	
Furniture	United States	2017	October	12	51.5608
Office Supplies	United States	2017	October	12	88.3564
Technology	United States	2017	October	12	386.2345
Furniture	United States	2017	October	13	339.2302
Office Supplies	United States	2017	October	13	2182.1191
Technology	United States	2017	October	13	31.8926
Furniture	United States	2017	October	14	3.6894
Office Supplies	United States	2017	October	14	-47.5584
Technology	United States	2017	October	14	15.2988
Furniture	United States	2017	October	15	15.6932
Office Supplies	United States	2017	October	15	214.446
Technology	United States	2017	October	15	
Furniture	United States	2017	October	16	-793.7473
Office Supplies	United States	2017	October	16	168.9538
Technology	United States	2017	October	16	-475.5876
Furniture	United States	2017	October	17	
Office Supplies	United States	2017	October	17	18.4796
Technology	United States	2017	October	17	4.6193
Furniture	United States	2017	October	19	-137.5567
Office Supplies	United States	2017	October	19	-1241.6906
Technology	United States	2017	October	19	-51.5431
Furniture	United States	2017	October	20	-69.7892
Office Supplies	United States	2017	October	20	204.1465
Technology	United States	2017	October	20	1.3986
