Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Segment,Orders.State,Orders.Country,Orders.City,Sum(Orders.Quantity),Sum(Orders.Sales)
2016,Home Office,California,United States,La Mesa,,
2017,Home Office,California,United States,La Mesa,8,367.53
2014,Home Office,California,United States,Laguna Niguel,,
2015,Home Office,California,United States,Laguna Niguel,,
2016,Home Office,California,United States,Laguna Niguel,2,12.96
2017,Home Office,California,United States,Laguna Niguel,2,203.98299999999998
2014,Home Office,California,United States,Lake Forest,,
2015,Home Office,California,United States,Lake Forest,,
2016,Home Office,California,United States,Lake Forest,10,1027.6760000000002
2017,Home Office,California,United States,Lake Forest,,
2014,Home Office,California,United States,Lakewood,6,321.552
2015,Home Office,California,United States,Lakewood,,
2016,Home Office,California,United States,Lakewood,,
2017,Home Office,California,United States,Lakewood,10,868.4520000000001
2014,Home Office,California,United States,Lancaster,,
2015,Home Office,California,United States,Lancaster,,
2016,Home Office,California,United States,Lancaster,6,100.16000000000001
2017,Home Office,California,United States,Lancaster,,
2014,Home Office,California,United States,Long Beach,,
2015,Home Office,California,United States,Long Beach,,
2016,Home Office,California,United States,Long Beach,12,80.28
2017,Home Office,California,United States,Long Beach,12,2089.4120000000003
2014,Home Office,California,United States,Los Angeles,158,5215.234
2015,Home Office,California,United States,Los Angeles,93,6675.478
2016,Home Office,California,United States,Los Angeles,134,11948.950999999997
2017,Home Office,California,United States,Los Angeles,129,15548.798999999997
2014,Home Office,California,United States,Manteca,5,137.632
2015,Home Office,California,United States,Manteca,,
2016,Home Office,California,United States,Manteca,,
2017,Home Office,California,United States,Manteca,3,314.54999999999995
2014,Home Office,California,United States,Moreno Valley,10,107.34599999999999
2015,Home Office,California,United States,Moreno Valley,,
2016,Home Office,California,United States,Moreno Valley,,
2017,Home Office,California,United States,Moreno Valley,,
2014,Home Office,California,United States,Oakland,,
2015,Home Office,California,United States,Oakland,8,454.27200000000005
2016,Home Office,California,United States,Oakland,1,34.58
2017,Home Office,California,United States,Oakland,,
2014,Home Office,California,United States,Oceanside,,
2015,Home Office,California,United States,Oceanside,,
2016,Home Office,California,United States,Oceanside,2,12.9
2017,Home Office,California,United States,Oceanside,,
2014,Home Office,California,United States,Oxnard,,
2015,Home Office,California,United States,Oxnard,,
2016,Home Office,California,United States,Oxnard,9,1215.7200000000003
2017,Home Office,California,United States,Oxnard,,
2014,Home Office,California,United States,Pasadena,,
2015,Home Office,California,United States,Pasadena,,
2016,Home Office,California,United States,Pasadena,,
2017,Home Office,California,United States,Pasadena,10,739.7360000000001
2014,Home Office,California,United States,Pico Rivera,,
2015,Home Office,California,United States,Pico Rivera,,
2016,Home Office,California,United States,Pico Rivera,,
2017,Home Office,California,United States,Pico Rivera,5,145.9
2014,Home Office,California,United States,Riverside,,
2015,Home Office,California,United States,Riverside,,
2016,Home Office,California,United States,Riverside,7,51.18400000000001
2017,Home Office,California,United States,Riverside,3,7.800000000000001
2014,Home Office,California,United States,Roseville,,
2015,Home Office,California,United States,Roseville,2,2.48
2016,Home Office,California,United States,Roseville,,
2017,Home Office,California,United States,Roseville,,
2014,Home Office,California,United States,Sacramento,,
2015,Home Office,California,United States,Sacramento,3,60.84
2016,Home Office,California,United States,Sacramento,1,9.98
2017,Home Office,California,United States,Sacramento,,
2014,Home Office,California,United States,Salinas,,
2015,Home Office,California,United States,Salinas,,
2016,Home Office,California,United States,Salinas,,
2017,Home Office,California,United States,Salinas,3,148.257
2014,Home Office,California,United States,San Bernardino,,
2015,Home Office,California,United States,San Bernardino,4,110.528
2016,Home Office,California,United States,San Bernardino,,
2017,Home Office,California,United States,San Bernardino,,
2014,Home Office,California,United States,San Diego,34,787.198
2015,Home Office,California,United States,San Diego,25,3821.08
2016,Home Office,California,United States,San Diego,17,1060.228
2017,Home Office,California,United States,San Diego,39,2007.8439999999998
2014,Home Office,California,United States,San Francisco,62,2401.653
2015,Home Office,California,United States,San Francisco,46,1130.1200000000001
2016,Home Office,California,United States,San Francisco,62,1211.9579999999996
2017,Home Office,California,United States,San Francisco,172,4126.422
2014,Home Office,California,United States,San Gabriel,13,2061.01
2015,Home Office,California,United States,San Gabriel,,
2016,Home Office,California,United States,San Gabriel,,
2017,Home Office,California,United States,San Gabriel,,
2014,Home Office,California,United States,San Jose,3,76.14
2015,Home Office,California,United States,San Jose,3,13.847999999999999
2016,Home Office,California,United States,San Jose,5,29.120000000000005
2017,Home Office,California,United States,San Jose,,
2014,Home Office,California,United States,Santa Ana,,
2015,Home Office,California,United States,Santa Ana,2,56.3
2016,Home Office,California,United States,Santa Ana,7,20.16
2017,Home Office,California,United States,Santa Ana,,
2014,Home Office,California,United States,Santa Barbara,,
2015,Home Office,California,United States,Santa Barbara,,
2016,Home Office,California,United States,Santa Barbara,14,3528.4880000000003
2017,Home Office,California,United States,Santa Barbara,1,1.81
2014,Home Office,California,United States,Stockton,,
2015,Home Office,California,United States,Stockton,,
2016,Home Office,California,United States,Stockton,,
2017,Home Office,California,United States,Stockton,9,629.64
2014,Home Office,California,United States,Thousand Oaks,,
2015,Home Office,California,United States,Thousand Oaks,5,32.75
2016,Home Office,California,United States,Thousand Oaks,,
2017,Home Office,California,United States,Thousand Oaks,,
2014,Home Office,California,United States,Vallejo,,
2015,Home Office,California,United States,Vallejo,,
2016,Home Office,California,United States,Vallejo,9,1064.624
2017,Home Office,California,United States,Vallejo,,
2014,Home Office,Connecticut,United States,Danbury,,
2015,Home Office,Connecticut,United States,Danbury,,
2016,Home Office,Connecticut,United States,Danbury,,
2017,Home Office,Connecticut,United States,Danbury,2,27.46
2014,Home Office,Connecticut,United States,Fairfield,,
2015,Home Office,Connecticut,United States,Fairfield,,
2016,Home Office,Connecticut,United States,Fairfield,,
2017,Home Office,Connecticut,United States,Fairfield,6,916.5900000000001
2014,Home Office,Connecticut,United States,Meriden,,
2015,Home Office,Connecticut,United States,Meriden,,
2016,Home Office,Connecticut,United States,Meriden,,
2017,Home Office,Connecticut,United States,Meriden,4,11.12
2014,Home Office,Connecticut,United States,Milford,,
2015,Home Office,Connecticut,United States,Milford,,
2016,Home Office,Connecticut,United States,Milford,5,199.75
2017,Home Office,Connecticut,United States,Milford,,
2014,Home Office,Connecticut,United States,Norwich,,
2015,Home Office,Connecticut,United States,Norwich,6,22.200000000000003
2016,Home Office,Connecticut,United States,Norwich,,
2017,Home Office,Connecticut,United States,Norwich,,
2014,Home Office,Connecticut,United States,Shelton,,
2015,Home Office,Connecticut,United States,Shelton,,
2016,Home Office,Connecticut,United States,Shelton,5,73.33
2017,Home Office,Connecticut,United States,Shelton,,
2014,Home Office,Connecticut,United States,Waterbury,,
2015,Home Office,Connecticut,United States,Waterbury,,
2016,Home Office,Connecticut,United States,Waterbury,,
2017,Home Office,Connecticut,United States,Waterbury,10,484.74
2014,Home Office,Delaware,United States,Newark,7,198.09
2015,Home Office,Delaware,United States,Newark,10,807.5400000000001
2016,Home Office,Delaware,United States,Newark,,
2017,Home Office,Delaware,United States,Newark,9,299.52
2014,Home Office,Delaware,United States,Wilmington,,
2015,Home Office,Delaware,United States,Wilmington,,
2016,Home Office,Delaware,United States,Wilmington,,
2017,Home Office,Delaware,United States,Wilmington,9,872.5
2014,Home Office,District of Columbia,United States,Washington,,
2015,Home Office,District of Columbia,United States,Washington,,
2016,Home Office,District of Columbia,United States,Washington,8,33.92
2017,Home Office,District of Columbia,United States,Washington,8,77.75999999999999
2014,Home Office,Florida,United States,Apopka,,
2015,Home Office,Florida,United States,Apopka,,
2016,Home Office,Florida,United States,Apopka,5,681.4320000000001
2017,Home Office,Florida,United States,Apopka,,
2014,Home Office,Florida,United States,Boynton Beach,,
2015,Home Office,Florida,United States,Boynton Beach,,
2016,Home Office,Florida,United States,Boynton Beach,,
2017,Home Office,Florida,United States,Boynton Beach,8,32.088
2014,Home Office,Florida,United States,Deltona,,
2015,Home Office,Florida,United States,Deltona,,
2016,Home Office,Florida,United States,Deltona,,
2017,Home Office,Florida,United States,Deltona,4,17.856
2014,Home Office,Florida,United States,Fort Lauderdale,12,810.2880000000001
2015,Home Office,Florida,United States,Fort Lauderdale,,
2016,Home Office,Florida,United States,Fort Lauderdale,10,74.32000000000001
2017,Home Office,Florida,United States,Fort Lauderdale,4,188.608
2014,Home Office,Florida,United States,Hollywood,,
2015,Home Office,Florida,United States,Hollywood,,
2016,Home Office,Florida,United States,Hollywood,,
2017,Home Office,Florida,United States,Hollywood,13,411.05
2014,Home Office,Florida,United States,Jacksonville,31,23752.284
2015,Home Office,Florida,United States,Jacksonville,9,1422.8880000000001
2016,Home Office,Florida,United States,Jacksonville,1,5.08
2017,Home Office,Florida,United States,Jacksonville,11,926.5840000000001
2014,Home Office,Florida,United States,Lakeland,,
2015,Home Office,Florida,United States,Lakeland,,
2016,Home Office,Florida,United States,Lakeland,,
2017,Home Office,Florida,United States,Lakeland,6,729.6480000000001
2014,Home Office,Florida,United States,Miami,27,457.7439999999999
2015,Home Office,Florida,United States,Miami,2,11.696
2016,Home Office,Florida,United States,Miami,17,66.49600000000001
2017,Home Office,Florida,United States,Miami,3,71.976
2014,Home Office,Florida,United States,Miramar,,
2015,Home Office,Florida,United States,Miramar,,
2016,Home Office,Florida,United States,Miramar,,
2017,Home Office,Florida,United States,Miramar,4,419.13599999999997
2014,Home Office,Florida,United States,Sanford,,
2015,Home Office,Florida,United States,Sanford,,
2016,Home Office,Florida,United States,Sanford,,
2017,Home Office,Florida,United States,Sanford,9,225.54600000000002
2014,Home Office,Florida,United States,Tallahassee,,
2015,Home Office,Florida,United States,Tallahassee,,
2016,Home Office,Florida,United States,Tallahassee,10,702.7040000000002
2017,Home Office,Florida,United States,Tallahassee,,
2014,Home Office,Florida,United States,Tamarac,,
2015,Home Office,Florida,United States,Tamarac,1,3.444000000000001
2016,Home Office,Florida,United States,Tamarac,,
2017,Home Office,Florida,United States,Tamarac,,
2014,Home Office,Florida,United States,Tampa,,
2015,Home Office,Florida,United States,Tampa,,
2016,Home Office,Florida,United States,Tampa,8,471.07800000000003
2017,Home Office,Florida,United States,Tampa,18,1781.5105000000003
2014,Home Office,Florida,United States,West Palm Beach,,
2015,Home Office,Florida,United States,West Palm Beach,5,13.120000000000001
2016,Home Office,Florida,United States,West Palm Beach,,
2017,Home Office,Florida,United States,West Palm Beach,,
2014,Home Office,Georgia,United States,Atlanta,,
2015,Home Office,Georgia,United States,Atlanta,,
2016,Home Office,Georgia,United States,Atlanta,9,1396.35
2017,Home Office,Georgia,United States,Atlanta,,
2014,Home Office,Georgia,United States,Columbus,,
2015,Home Office,Georgia,United States,Columbus,,
2016,Home Office,Georgia,United States,Columbus,29,1999.0299999999997
2017,Home Office,Georgia,United States,Columbus,29,1697.5800000000002
2014,Home Office,Georgia,United States,Marietta,12,259.28999999999996
2015,Home Office,Georgia,United States,Marietta,,
2016,Home Office,Georgia,United States,Marietta,,
2017,Home Office,Georgia,United States,Marietta,,
2014,Home Office,Georgia,United States,Roswell,,
2015,Home Office,Georgia,United States,Roswell,,
2016,Home Office,Georgia,United States,Roswell,,
2017,Home Office,Georgia,United States,Roswell,7,830.24
2014,Home Office,Georgia,United States,Sandy Springs,,
2015,Home Office,Georgia,United States,Sandy Springs,,
2016,Home Office,Georgia,United States,Sandy Springs,,
2017,Home Office,Georgia,United States,Sandy Springs,15,148.16000000000003
2014,Home Office,Georgia,United States,Smyrna,,
2015,Home Office,Georgia,United States,Smyrna,7,260.31
2016,Home Office,Georgia,United States,Smyrna,41,2075.51
2017,Home Office,Georgia,United States,Smyrna,,
2014,Home Office,Idaho,United States,Meridian,,
2015,Home Office,Idaho,United States,Meridian,,
2016,Home Office,Idaho,United States,Meridian,,
2017,Home Office,Idaho,United States,Meridian,8,307.74
2014,Home Office,Illinois,United States,Aurora,11,68.204
2015,Home Office,Illinois,United States,Aurora,14,904.1790000000001
2016,Home Office,Illinois,United States,Aurora,20,1103.88
2017,Home Office,Illinois,United States,Aurora,6,298.464
2014,Home Office,Illinois,United States,Bolingbrook,5,9.979999999999997
2015,Home Office,Illinois,United States,Bolingbrook,,
2016,Home Office,Illinois,United States,Bolingbrook,,
2017,Home Office,Illinois,United States,Bolingbrook,,
2014,Home Office,Illinois,United States,Chicago,26,1567.612
2015,Home Office,Illinois,United States,Chicago,16,489.659
2016,Home Office,Illinois,United States,Chicago,46,3283.291
2017,Home Office,Illinois,United States,Chicago,117,6813.956999999999
2014,Home Office,Illinois,United States,Danville,,
2015,Home Office,Illinois,United States,Danville,,
2016,Home Office,Illinois,United States,Danville,,
2017,Home Office,Illinois,United States,Danville,7,43.37199999999999
2014,Home Office,Illinois,United States,Elmhurst,9,651.588
2015,Home Office,Illinois,United States,Elmhurst,,
2016,Home Office,Illinois,United States,Elmhurst,5,240.04000000000002
2017,Home Office,Illinois,United States,Elmhurst,,
2014,Home Office,Illinois,United States,Highland Park,,
2015,Home Office,Illinois,United States,Highland Park,,
2016,Home Office,Illinois,United States,Highland Park,2,3.1359999999999992
2017,Home Office,Illinois,United States,Highland Park,,
2014,Home Office,Illinois,United States,Naperville,8,288.06
2015,Home Office,Illinois,United States,Naperville,,
2016,Home Office,Illinois,United States,Naperville,,
2017,Home Office,Illinois,United States,Naperville,,
2014,Home Office,Illinois,United States,Normal,,
2015,Home Office,Illinois,United States,Normal,4,366.74399999999997
2016,Home Office,Illinois,United States,Normal,,
2017,Home Office,Illinois,United States,Normal,,
2014,Home Office,Illinois,United States,Orland Park,,
2015,Home Office,Illinois,United States,Orland Park,5,339.96000000000004
2016,Home Office,Illinois,United States,Orland Park,,
2017,Home Office,Illinois,United States,Orland Park,,
2014,Home Office,Illinois,United States,Park Ridge,,
2015,Home Office,Illinois,United States,Park Ridge,7,254.74400000000003
2016,Home Office,Illinois,United States,Park Ridge,1,286.40000000000003
2017,Home Office,Illinois,United States,Park Ridge,,
2014,Home Office,Illinois,United States,Peoria,,
2015,Home Office,Illinois,United States,Peoria,3,359.05799999999994
2016,Home Office,Illinois,United States,Peoria,,
2017,Home Office,Illinois,United States,Peoria,,
2014,Home Office,Illinois,United States,Rockford,,
2015,Home Office,Illinois,United States,Rockford,,
2016,Home Office,Illinois,United States,Rockford,4,11.415999999999997
2017,Home Office,Illinois,United States,Rockford,14,254.60399999999998
2014,Home Office,Illinois,United States,Saint Charles,3,8.736
2015,Home Office,Illinois,United States,Saint Charles,15,1349.63
2016,Home Office,Illinois,United States,Saint Charles,,
2017,Home Office,Illinois,United States,Saint Charles,,
2014,Home Office,Illinois,United States,Woodstock,,
2015,Home Office,Illinois,United States,Woodstock,,
2016,Home Office,Illinois,United States,Woodstock,,
2017,Home Office,Illinois,United States,Woodstock,2,2.9120000000000004
2014,Home Office,Indiana,United States,Bloomington,20,308.59999999999997
2015,Home Office,Indiana,United States,Bloomington,,
2016,Home Office,Indiana,United States,Bloomington,,
2017,Home Office,Indiana,United States,Bloomington,,
2014,Home Office,Indiana,United States,Columbus,,
2015,Home Office,Indiana,United States,Columbus,2,24.56
2016,Home Office,Indiana,United States,Columbus,7,40.879999999999995
2017,Home Office,Indiana,United States,Columbus,6,237.46
2014,Home Office,Indiana,United States,Greenwood,,
2015,Home Office,Indiana,United States,Greenwood,,
2016,Home Office,Indiana,United States,Greenwood,,
2017,Home Office,Indiana,United States,Greenwood,14,240.14999999999998
2014,Home Office,Indiana,United States,Indianapolis,,
2015,Home Office,Indiana,United States,Indianapolis,2,999.98
2016,Home Office,Indiana,United States,Indianapolis,,
2017,Home Office,Indiana,United States,Indianapolis,9,639.83
2014,Home Office,Indiana,United States,Lafayette,,
2015,Home Office,Indiana,United States,Lafayette,,
2016,Home Office,Indiana,United States,Lafayette,,
2017,Home Office,Indiana,United States,Lafayette,5,526.45
2014,Home Office,Indiana,United States,Richmond,,
2015,Home Office,Indiana,United States,Richmond,7,112.03999999999999
2016,Home Office,Indiana,United States,Richmond,,
2017,Home Office,Indiana,United States,Richmond,38,3442.640000000001
2014,Home Office,Iowa,United States,Burlington,,
2015,Home Office,Iowa,United States,Burlington,,
2016,Home Office,Iowa,United States,Burlington,,
2017,Home Office,Iowa,United States,Burlington,4,12.68
2014,Home Office,Iowa,United States,Dubuque,,
2015,Home Office,Iowa,United States,Dubuque,14,1423.34
2016,Home Office,Iowa,United States,Dubuque,,
2017,Home Office,Iowa,United States,Dubuque,,
2014,Home Office,Iowa,United States,Marion,,
2015,Home Office,Iowa,United States,Marion,,
2016,Home Office,Iowa,United States,Marion,,
2017,Home Office,Iowa,United States,Marion,3,106.32
2014,Home Office,Kansas,United States,Manhattan,2,273.96
2015,Home Office,Kansas,United States,Manhattan,,
2016,Home Office,Kansas,United States,Manhattan,,
2017,Home Office,Kansas,United States,Manhattan,,
2014,Home Office,Kansas,United States,Olathe,12,787.8499999999999
2015,Home Office,Kansas,United States,Olathe,,
2016,Home Office,Kansas,United States,Olathe,3,107.94
2017,Home Office,Kansas,United States,Olathe,,
2014,Home Office,Kansas,United States,Wichita,,
2015,Home Office,Kansas,United States,Wichita,5,149.2
2016,Home Office,Kansas,United States,Wichita,,
2017,Home Office,Kansas,United States,Wichita,,
2014,Home Office,Louisiana,United States,Lake Charles,,
2015,Home Office,Louisiana,United States,Lake Charles,,
2016,Home Office,Louisiana,United States,Lake Charles,,
2017,Home Office,Louisiana,United States,Lake Charles,11,477.51
2014,Home Office,Louisiana,United States,Monroe,11,682.91
2015,Home Office,Louisiana,United States,Monroe,,
2016,Home Office,Louisiana,United States,Monroe,,
2017,Home Office,Louisiana,United States,Monroe,,
2014,Home Office,Maine,United States,Lewiston,,
2015,Home Office,Maine,United States,Lewiston,6,106.08000000000001
2016,Home Office,Maine,United States,Lewiston,,
2017,Home Office,Maine,United States,Lewiston,,
2014,Home Office,Maryland,United States,Baltimore,3,7.83
2015,Home Office,Maryland,United States,Baltimore,14,299.75
2016,Home Office,Maryland,United States,Baltimore,,
2017,Home Office,Maryland,United States,Baltimore,11,1071.7400000000002
2014,Home Office,Maryland,United States,Clinton,,
2015,Home Office,Maryland,United States,Clinton,7,384.85999999999996
2016,Home Office,Maryland,United States,Clinton,,
2017,Home Office,Maryland,United States,Clinton,4,69.06
2014,Home Office,Maryland,United States,Columbia,,
2015,Home Office,Maryland,United States,Columbia,,
2016,Home Office,Maryland,United States,Columbia,,
2017,Home Office,Maryland,United States,Columbia,18,432.14
2014,Home Office,Massachusetts,United States,Cambridge,,
2015,Home Office,Massachusetts,United States,Cambridge,14,411.49
2016,Home Office,Massachusetts,United States,Cambridge,,
2017,Home Office,Massachusetts,United States,Cambridge,5,90.6
2014,Home Office,Massachusetts,United States,Everett,,
2015,Home Office,Massachusetts,United States,Everett,29,2303.758
2016,Home Office,Massachusetts,United States,Everett,,
2017,Home Office,Massachusetts,United States,Everett,,
2014,Home Office,Massachusetts,United States,Holyoke,,
2015,Home Office,Massachusetts,United States,Holyoke,2,301.96
2016,Home Office,Massachusetts,United States,Holyoke,,
2017,Home Office,Massachusetts,United States,Holyoke,,
2014,Home Office,Massachusetts,United States,Malden,,
2015,Home Office,Massachusetts,United States,Malden,,
2016,Home Office,Massachusetts,United States,Malden,7,188.7
2017,Home Office,Massachusetts,United States,Malden,,
2014,Home Office,Massachusetts,United States,Quincy,,
2015,Home Office,Massachusetts,United States,Quincy,2,85.3
2016,Home Office,Massachusetts,United States,Quincy,,
2017,Home Office,Massachusetts,United States,Quincy,12,283.46
2014,Home Office,Massachusetts,United States,Revere,,
2015,Home Office,Massachusetts,United States,Revere,5,57.32000000000001
2016,Home Office,Massachusetts,United States,Revere,,
2017,Home Office,Massachusetts,United States,Revere,,
2014,Home Office,Michigan,United States,Ann Arbor,,
2015,Home Office,Michigan,United States,Ann Arbor,5,152.79999999999998
2016,Home Office,Michigan,United States,Ann Arbor,,
2017,Home Office,Michigan,United States,Ann Arbor,,
2014,Home Office,Michigan,United States,Canton,,
2015,Home Office,Michigan,United States,Canton,,
2016,Home Office,Michigan,United States,Canton,,
2017,Home Office,Michigan,United States,Canton,3,501.81000000000006
2014,Home Office,Michigan,United States,Detroit,3,212.94
2015,Home Office,Michigan,United States,Detroit,25,1472.23
2016,Home Office,Michigan,United States,Detroit,11,569.3599999999999
2017,Home Office,Michigan,United States,Detroit,19,1106.06
2014,Home Office,Michigan,United States,Grand Rapids,3,19.44
2015,Home Office,Michigan,United States,Grand Rapids,,
2016,Home Office,Michigan,United States,Grand Rapids,,
2017,Home Office,Michigan,United States,Grand Rapids,,
2014,Home Office,Michigan,United States,Holland,,
2015,Home Office,Michigan,United States,Holland,,
2016,Home Office,Michigan,United States,Holland,9,130.36
2017,Home Office,Michigan,United States,Holland,,
2014,Home Office,Michigan,United States,Jackson,,
2015,Home Office,Michigan,United States,Jackson,11,111.74000000000001
2016,Home Office,Michigan,United States,Jackson,21,1110.1399999999999
2017,Home Office,Michigan,United States,Jackson,31,4720.793
2014,Home Office,Michigan,United States,Lansing,,
2015,Home Office,Michigan,United States,Lansing,,
2016,Home Office,Michigan,United States,Lansing,,
2017,Home Office,Michigan,United States,Lansing,11,269.68
2014,Home Office,Michigan,United States,Midland,2,15.28
2015,Home Office,Michigan,United States,Midland,4,3999.702
2016,Home Office,Michigan,United States,Midland,,
2017,Home Office,Michigan,United States,Midland,,
2014,Home Office,Michigan,United States,Roseville,,
2015,Home Office,Michigan,United States,Roseville,,
2016,Home Office,Michigan,United States,Roseville,14,547.97
2017,Home Office,Michigan,United States,Roseville,,
2014,Home Office,Michigan,United States,Saginaw,,
2015,Home Office,Michigan,United States,Saginaw,,
2016,Home Office,Michigan,United States,Saginaw,,
2017,Home Office,Michigan,United States,Saginaw,4,19.76
2014,Home Office,Michigan,United States,Sterling Heights,,
2015,Home Office,Michigan,United States,Sterling Heights,9,98.36
2016,Home Office,Michigan,United States,Sterling Heights,,
2017,Home Office,Michigan,United States,Sterling Heights,,
2014,Home Office,Michigan,United States,Trenton,15,1109.7250000000001
2015,Home Office,Michigan,United States,Trenton,,
2016,Home Office,Michigan,United States,Trenton,,
2017,Home Office,Michigan,United States,Trenton,,
2014,Home Office,Minnesota,United States,Eagan,,
2015,Home Office,Minnesota,United States,Eagan,8,74.94
2016,Home Office,Minnesota,United States,Eagan,,
2017,Home Office,Minnesota,United States,Eagan,,
2014,Home Office,Minnesota,United States,Lakeville,24,3745.63
2015,Home Office,Minnesota,United States,Lakeville,6,155.88
2016,Home Office,Minnesota,United States,Lakeville,,
2017,Home Office,Minnesota,United States,Lakeville,,
2014,Home Office,Minnesota,United States,Maple Grove,,
2015,Home Office,Minnesota,United States,Maple Grove,,
2016,Home Office,Minnesota,United States,Maple Grove,,
2017,Home Office,Minnesota,United States,Maple Grove,11,146.89
2014,Home Office,Minnesota,United States,Moorhead,5,479.90000000000003
2015,Home Office,Minnesota,United States,Moorhead,,
2016,Home Office,Minnesota,United States,Moorhead,,
2017,Home Office,Minnesota,United States,Moorhead,,
2014,Home Office,Minnesota,United States,Roseville,,
2015,Home Office,Minnesota,United States,Roseville,12,2165.1200000000003
2016,Home Office,Minnesota,United States,Roseville,,
2017,Home Office,Minnesota,United States,Roseville,,
2014,Home Office,Mississippi,United States,Jackson,,
2015,Home Office,Mississippi,United States,Jackson,,
2016,Home Office,Mississippi,United States,Jackson,40,1035.26
2017,Home Office,Mississippi,United States,Jackson,14,684.7800000000001
2014,Home Office,Missouri,United States,Columbia,,
2015,Home Office,Missouri,United States,Columbia,,
2016,Home Office,Missouri,United States,Columbia,10,2377.5600000000004
2017,Home Office,Missouri,United States,Columbia,,
2014,Home Office,Missouri,United States,Independence,,
2015,Home Office,Missouri,United States,Independence,,
2016,Home Office,Missouri,United States,Independence,,
2017,Home Office,Missouri,United States,Independence,3,1577.94
2014,Home Office,Missouri,United States,Jefferson City,,
2015,Home Office,Missouri,United States,Jefferson City,,
2016,Home Office,Missouri,United States,Jefferson City,2,86.62
2017,Home Office,Missouri,United States,Jefferson City,,
2014,Home Office,Missouri,United States,Saint Peters,,
2015,Home Office,Missouri,United States,Saint Peters,,
2016,Home Office,Missouri,United States,Saint Peters,4,697.16
2017,Home Office,Missouri,United States,Saint Peters,,
2014,Home Office,Missouri,United States,Springfield,9,886.2800000000001
2015,Home Office,Missouri,United States,Springfield,,
2016,Home Office,Missouri,United States,Springfield,1,54.48
2017,Home Office,Missouri,United States,Springfield,21,873.76
2014,Home Office,Montana,United States,Bozeman,,
2015,Home Office,Montana,United States,Bozeman,5,43.66
2016,Home Office,Montana,United States,Bozeman,,
2017,Home Office,Montana,United States,Bozeman,,
2014,Home Office,Montana,United States,Great Falls,2,6.096
2015,Home Office,Montana,United States,Great Falls,,
2016,Home Office,Montana,United States,Great Falls,,
2017,Home Office,Montana,United States,Great Falls,13,4189.38
2014,Home Office,Montana,United States,Helena,,
2015,Home Office,Montana,United States,Helena,12,403.94000000000005
2016,Home Office,Montana,United States,Helena,,
2017,Home Office,Montana,United States,Helena,,
2014,Home Office,Nebraska,United States,Fremont,,
2015,Home Office,Nebraska,United States,Fremont,,
2016,Home Office,Nebraska,United States,Fremont,,
2017,Home Office,Nebraska,United States,Fremont,2,15.92
2014,Home Office,Nebraska,United States,Omaha,,
2015,Home Office,Nebraska,United States,Omaha,2,269.98
2016,Home Office,Nebraska,United States,Omaha,8,592.9899999999999
2017,Home Office,Nebraska,United States,Omaha,8,58.05
2014,Home Office,Nevada,United States,North Las Vegas,2,14.56
2015,Home Office,Nevada,United States,North Las Vegas,,
2016,Home Office,Nevada,United States,North Las Vegas,12,4685.076000000001
2017,Home Office,Nevada,United States,North Las Vegas,,
2014,Home Office,Nevada,United States,Reno,8,480.654
2015,Home Office,Nevada,United States,Reno,,
2016,Home Office,Nevada,United States,Reno,,
2017,Home Office,Nevada,United States,Reno,,
2014,Home Office,Nevada,United States,Sparks,,
2015,Home Office,Nevada,United States,Sparks,,
2016,Home Office,Nevada,United States,Sparks,5,86.19999999999999
2017,Home Office,Nevada,United States,Sparks,,
2014,Home Office,New Hampshire,United States,Concord,,
2015,Home Office,New Hampshire,United States,Concord,7,184.66
2016,Home Office,New Hampshire,United States,Concord,10,752.4799999999999
2017,Home Office,New Hampshire,United States,Concord,24,1144.8700000000001
2014,Home Office,New Hampshire,United States,Dover,,
2015,Home Office,New Hampshire,United States,Dover,18,3332.974
2016,Home Office,New Hampshire,United States,Dover,,
2017,Home Office,New Hampshire,United States,Dover,,
2014,Home Office,New Jersey,United States,Bayonne,,
2015,Home Office,New Jersey,United States,Bayonne,9,183.4
2016,Home Office,New Jersey,United States,Bayonne,,
2017,Home Office,New Jersey,United States,Bayonne,,
2014,Home Office,New Jersey,United States,Lakewood,9,334.68000000000006
2015,Home Office,New Jersey,United States,Lakewood,,
2016,Home Office,New Jersey,United States,Lakewood,,
2017,Home Office,New Jersey,United States,Lakewood,,
2014,Home Office,New Jersey,United States,Orange,,
2015,Home Office,New Jersey,United States,Orange,,
2016,Home Office,New Jersey,United States,Orange,9,53.370000000000005
2017,Home Office,New Jersey,United States,Orange,,
2014,Home Office,New Jersey,United States,Paterson,,
2015,Home Office,New Jersey,United States,Paterson,21,399.49
2016,Home Office,New Jersey,United States,Paterson,,
2017,Home Office,New Jersey,United States,Paterson,,
2014,Home Office,New Jersey,United States,Perth Amboy,,
2015,Home Office,New Jersey,United States,Perth Amboy,,
2016,Home Office,New Jersey,United States,Perth Amboy,,
2017,Home Office,New Jersey,United States,Perth Amboy,7,178.20999999999998
2014,Home Office,New Jersey,United States,Plainfield,,
2015,Home Office,New Jersey,United States,Plainfield,,
2016,Home Office,New Jersey,United States,Plainfield,,
2017,Home Office,New Jersey,United States,Plainfield,10,2639.99
2014,Home Office,New Jersey,United States,Westfield,,
2015,Home Office,New Jersey,United States,Westfield,,
2016,Home Office,New Jersey,United States,Westfield,7,311.97
