Fifty Thousand Report.Column.Variation.Date Hierarchy.Month,Fifty Thousand Report.Column.Variation.Date Hierarchy.Quarter,Fifty Thousand Report.Column.Variation.Date Hierarchy.Year,Fifty Thousand Report.Appliances,Fifty Thousand Report.Office Suppliers,Fifty Thousand Report.Performance,Fifty Thousand Report.Sales,Sum(Fifty Thousand Report.Series 2),Sum(Fifty Thousand Report.Series 3),Sum(Fifty Thousand Report.Series 4),Sum(Fifty Thousand Report.Series 5),Sum(Fifty Thousand Report.Series 1)
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0003,Performance.0004,Sales.0002,611512.864694,806381.4407400001,520495.74383000005,647366.002998,517767.53535699996
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0003,Performance.0004,Sales.0002,637189.36054,582370.6341029999,536019.649643,473853.468625,701113.1277458
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0003,Performance.0004,Sales.0003,566326.1850359999,655750.7705110002,672689.8823749999,568668.725785,528319.140762
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0003,Performance.0004,Sales.0003,615548.2681250001,706417.335656,613897.2867814001,541457.386635,520119.10396200005
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0003,Performance.0004,Sales.0003,599810.9651623,497313.296845,527688.553957,690281.3690599999,648178.422091
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0003,Performance.0004,Sales.0004,692591.8018194,565361.185006,734640.96438,477408.70839499997,537630.770441
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0003,Performance.0004,Sales.0004,626440.574509,628767.4897800001,601614.50205,548119.6554680001,480123.5769001
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0003,Performance.0004,Sales.0004,760183.10436,519840.862667,614562.446358,559792.44754,666584.4657899999
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0003,Performance.0004,Sales.0005,641220.8868439998,568870.61738,502131.68561,619586.1008613001,712051.6138099999
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0003,Performance.0004,Sales.0005,677093.61838,619846.4332219999,514936.4961962,570136.324717,712251.774646
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0003,Performance.0004,Sales.0005,714183.6905499999,705521.834191,604806.539204,501244.99561,545851.19599
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0003,Performance.0004,Sales.0006,634401.5610789999,641645.280113,463837.737011,598541.9716,691696.568639
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0003,Performance.0004,Sales.0006,619164.3307790001,480912.658167,635366.815836,645031.4686204,506751.7332380001
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0003,Performance.0004,Sales.0006,648342.215835,455932.91945610003,599015.57841,524534.3455139999,591855.54405
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0003,Performance.0004,Sales.0007,707869.515429,691614.143083,543375.724408,761361.122325,548950.44726
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0003,Performance.0004,Sales.0007,349710.605868,511614.321918,671619.1479780001,626713.2427480001,481158.4233299999
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0003,Performance.0004,Sales.0007,706304.4605100001,727224.84564,440134.551906,316682.2964166,554376.767945
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0000,598989.785184,677468.9331329999,682720.297211,808866.02517,408877.4675844
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0000,361403.330316,584188.501286,629388.8533359999,372397.79112599994,678315.76123
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0000,502687.25995579996,715457.597878,624037.795091,609642.46165,549342.2883049
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0001,664641.526299,547023.7750126001,714305.2497700001,513733.627883,610484.5105079999
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0001,557354.8988629999,667853.643623,622464.228446,464504.61691899993,585535.6037780001
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0001,484094.457984,449094.55471199995,471962.168555,733064.88132,219031.361186
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0002,565639.5826750001,588927.1660699999,534226.728944,729965.2810300001,577400.87697
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0002,662278.7995900001,817367.05015,671351.72901,560111.376632,696425.68725
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0002,512526.58466,566013.373989,588385.8497391,453678.637536,618907.337528
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0003,569159.616106,665651.525672,466611.06761900004,500777.480981,593307.568343
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0003,468376.00918799994,493024.9532679999,577386.9196039999,615972.1245340001,573539.4084889999
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0003,633834.252664,474780.88208600006,521383.5305959999,577518.5429646001,514833.18732649996
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0004,466633.0266205,728162.8858299999,568352.6305249999,671520.7923300001,674548.439963
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0004,534224.7709230001,599533.7761436,714769.4176500001,446476.095979,693572.192418
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0004,388545.53946500004,640943.5688900001,533232.501448,593134.8988792,580655.6736824999
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0005,758177.5085900001,603860.27219,686530.0007,653898.93478,705146.68761
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0005,412134.35939899995,517251.20278,549612.617268,570934.36891,776996.731406
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0005,788397.0158199999,625142.81789,605537.7459999999,606417.570434,610380.129915
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0006,712257.73659,452383.228757,571567.6444229999,597091.047987,478634.1492969999
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0006,594484.994187,498313.56279,425586.979801,485788.129295,591356.383199
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0006,511700.16581199993,550689.81356,602670.3902,549868.755536,700806.7542650001
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0007,601477.2931900001,760957.8918,504764.48754999996,686069.4578,789367.1677700001
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0007,579501.717492,469795.441208,426816.813282,705088.62336,723618.21738
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0000,Sales.0007,697025.5070005001,481666.664859,566279.0750020001,585075.31817,537284.807312
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0000,728476.324925,597950.585487,501534.23351499997,638057.181803,806753.95567
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0000,485933.28648800007,447443.50503,621870.86214,691535.9827419998,593361.261246
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0000,668987.960814,493932.4256719999,585590.78206,643878.80595,778477.77185
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0001,585076.2970735,524113.95275999996,672572.68842,652621.474309,581706.45277
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0001,709273.60591,657997.537777,431006.75993199996,750829.55661,596522.3337689999
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0001,448899.9636690001,577871.3480920001,674014.1268248999,706218.9707500001,530119.339318
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0002,641774.53745,655971.1649499999,633409.589481,545542.689283,608507.09419
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0002,321046.88997200003,682789.92096,827815.7379400001,625252.41508,635150.476863
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0002,682700.4833110002,727516.335333,646069.535933,641033.160499,619515.49432
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0003,704428.448487,603561.955164,545571.9497130001,481142.28098199994,768833.9553299999
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0003,543757.5163199999,384476.32499079994,550012.9900682999,602273.25101,587781.755294
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0003,575265.099554,762023.540166,478681.35817,764659.23765,637709.4580600001
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0004,539051.0087049,568683.5550270001,607748.94282,583217.9789780001,595001.4723
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0004,546653.35558,693447.4282879999,675033.649438,611732.107235,854867.1642759999
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0004,613243.631765,606945.8721559999,785934.387597,776229.6918400001,787247.07769
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0005,648420.26393,744701.45467,712993.440845,588515.169921,656485.99412
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0005,608747.203381,529580.7706040001,689933.0784219999,603707.90729,528627.250052
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0005,836888.793323,565893.7104900001,526859.8071079999,682428.3875960001,531537.49442
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0006,671434.74504,664115.41183,666281.05236,552378.1809899999,462296.0000716
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0006,413509.685899,556699.0724992001,682011.950022,613556.2559979999,523515.76308799995
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0006,595367.3245989999,428948.395625,635210.92003,534540.586084,735190.5459
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0007,488247.63969,675618.286842,533711.878338,470207.13622710004,740664.030401
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0007,449158.067223,436754.12084300007,694476.2238819998,623898.147408,627008.093897
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0001,Sales.0007,641640.264069,553466.328154,359636.65899300005,542827.267781,691231.0389004999
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0000,355404.586331,763865.23658,468256.55701989995,593423.5520919999,714539.6949199999
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0000,574911.2547001999,566915.0368199999,521246.98799099994,480958.91777,621310.005995
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0000,477856.71615900006,612163.18482,554152.068538,489293.9654623,686392.2725600001
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0001,824629.66763,664963.0997990001,678259.63802,540393.134845,630170.999542
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0001,586423.2269686,732758.6272181999,589228.8470790001,605495.985857,485746.15502299997
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0001,582350.29328,533263.7286584,652111.9944809999,696127.36517,746586.1053899999
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0002,523493.66966099996,581540.0727100001,350892.4094949999,571988.199366,539298.333565
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0002,470752.5820969999,614281.212698,526564.652012,529033.178791,603875.702905
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0002,686858.664564,769707.05849,676575.63949,643232.05815,797221.5414199999
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0003,439153.52474100003,610854.6073500001,678823.557534,447712.9439195,600276.3920359998
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0003,633288.413768,639310.383845,748035.45765,567802.0280619999,512019.8564949999
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0003,744216.3046939999,548816.40089,576972.5500950001,699803.76622,502618.41841700004
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0004,580929.019302,737614.2850179999,669273.4600499999,612590.917758,534434.728259
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0004,500073.051025,580644.4828400001,478542.94717829995,619836.660788,677896.30625
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0004,632362.463132,399478.83515299996,610956.4124899999,631788.21022,629495.9772879999
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0005,599488.41104,594718.718101,763190.36561,455584.523359,623673.5058520001
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0005,526121.8476549999,624861.3184529999,500862.72462999984,619280.7811220001,602929.090783
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0005,586789.6665180001,627878.49579,616704.15939,678837.5863099998,465247.582288
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0006,627574.0908159999,601735.4005799999,596244.2353280002,645286.2067599999,606149.2866159999
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0006,823432.7373999999,722616.30946,526401.3614159999,589450.1428019999,585421.2395639999
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0006,577116.4098499999,671709.4111999999,659481.4410809999,575863.326554,623009.843664
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0007,613102.4152599999,744835.3673960001,507423.1147210001,632266.0084299999,736529.5201600001
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0007,499720.71106899995,690983.94928,752897.2101770001,691141.4375231,722930.93252
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0002,Sales.0007,694285.4417200001,557631.039866,632348.782387,687696.127985,570701.444223
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0000,552561.551674,635224.059493,583919.2146349999,806857.2063999999,615165.104819
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0000,536825.2352199999,462445.12361099996,595918.7932530001,613928.753515,591537.273122
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0000,692512.1219729999,626820.58415,536356.157283,582947.79664,514948.88236899994
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0001,419129.128371,768462.81129,683500.7098600001,674745.213873,582584.768062
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0001,745474.1350850001,557084.7729049999,606289.46961,524148.9578599999,476569.52015000005
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0001,637894.7063010001,557908.220549,717951.8203899999,595782.18857,668547.2996729999
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0002,593630.159648,621631.4398159999,590429.10112,564174.6644700001,586920.22718
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0002,483529.614176,663784.82907,595320.0174070001,675224.230478,626657.3447690001
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0002,521842.1647647,772754.3807999999,706798.2306565001,657380.74566,498687.29805999994
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0003,373661.884472,755343.4990999999,552836.239827,529188.248902,587087.6805909999
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0003,823019.7862799999,560341.922242,591061.565257,717470.798513,644751.508446
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0003,707145.590215,560095.8549179999,568368.297504,619462.1071599999,484730.42536099994
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0004,691499.59282,640233.1693170001,789551.612278,576748.043354,546337.286645
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0004,413108.41105490003,374767.3386541,497244.5443909999,607768.331861,682186.0072800001
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0004,718662.964113,485125.44752,544193.1008179999,467332.46860300004,642406.117514
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0005,520023.80250600004,637483.3030200001,656652.6083429999,585239.99903,475800.31690100004
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0005,471627.645,597082.34697,623885.5849499999,725642.2282870001,617211.4597059999
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0005,636104.0082611999,763078.407943,632857.9125909999,582616.5136423,585112.7760024001
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0006,627262.5597450001,775860.6660799999,514149.503396,583821.99897,689324.61118
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0006,477883.0563192,540541.3603269999,480485.824486,508929.3279198,734028.743455
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0006,683872.086151,649666.339075,671950.8467829999,701910.348219,380080.8387265
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0007,524615.709522,680938.0153600001,569837.2932600001,501246.4658600001,708998.7808889999
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0007,397682.76984629995,676803.8818040001,441814.71417,451227.726889,454287.59820899996
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0003,Sales.0007,590670.7535829999,572944.6565090001,803824.4941199998,407396.029123,625090.4471
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0000,434001.26315499994,487864.41165200004,554592.2557106,781117.4797000001,766479.9533016001
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0000,702448.363747,576858.485214,560330.0161217,745801.8567400001,500550.55419700005
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0000,479515.325581,407725.731658,439294.2048960001,652438.5658999999,730076.58261
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0001,614735.1776959,644665.09769,775371.7279899999,760847.3760570001,571389.52562
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0001,805232.08282,571730.08479,462667.93319999997,604825.1889920001,570885.6518280001
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0001,811600.5714599999,531077.409341,760507.2035400001,653240.561,609094.512844
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0002,565266.5983790001,600087.714668,402660.23605899996,793740.38599,613726.8086379999
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0002,507645.33011,551445.2964570001,628506.3606599999,638436.047557,694213.584606
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0002,666008.730728,343890.51998,664261.9393019999,775275.08353,527982.8926499999
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0003,601632.88493,516634.710168,455031.1758478,598001.726409,724969.05128
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0003,607478.8132509999,651464.535458,515878.170375,529541.827063,559594.8054162
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0003,688093.1486037001,598799.191259,458584.993158,596996.577444,721945.75686
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0004,512492.366177,724653.979415,537435.945402,651055.181996,520496.67793999997
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0004,660293.9667590001,678078.6593090001,585887.198961,649359.37525,701041.44484
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0004,410525.44455,599149.4935880001,707270.251336,661960.59787,579077.46008
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0005,675558.70492,649728.369021,586578.7713639999,667713.0161890001,466379.0583079999
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0005,496989.01365700003,541400.8316217,554787.97144,329759.5134958,733285.73697
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0005,694303.9192460001,509101.86866399995,350531.04052599997,668176.494002,769445.92998
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0006,720326.920459,576362.3862612,713592.6079711999,664808.78341,658073.3316500001
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0006,557332.6310960001,534547.270018,493571.045312,517774.4511339999,543930.2813564
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0006,589491.4162279998,568804.697074,689970.2189099999,577773.921736,729155.66917
January,Qtr 1,2021,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0007,579641.2180140001,519149.93039,787515.3178399999,666728.27812,659986.1907468
January,Qtr 1,2022,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0007,590983.110676,564106.68287,499963.747534,681903.8997460001,733833.3258430001
January,Qtr 1,2023,Appliances.0003,Office Suppliers.0004,Performance.0004,Sales.0007,493464.173142,724243.2225998001,753413.514463,708515.51029,863018.40584
January,Qtr 1,2021,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0000,590435.88913,639172.9470779998,560966.356455,564420.761694,652171.166237
January,Qtr 1,2022,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0000,714290.1622179999,631348.418288,630463.946156,543091.4164679999,638694.1954830001
January,Qtr 1,2023,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0000,770099.9662929999,519895.8534789999,723535.0406,532119.1245110001,836535.4653899999
January,Qtr 1,2021,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0001,584055.2576699998,743675.7082929999,738819.668117,538591.889602,589358.81182
January,Qtr 1,2022,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0001,474764.895576,626112.4745299999,542438.528436,801603.4597699998,634020.6551799999
January,Qtr 1,2023,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0001,525684.4258379999,613490.985462,655525.50352,526304.2860952,740293.6047299999
January,Qtr 1,2021,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0002,708488.200274,675576.37956,580653.207502,596750.152643,527329.045388
January,Qtr 1,2022,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0002,543277.5677029999,472540.69888599997,483522.261366,678128.637885,578261.547101
January,Qtr 1,2023,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0002,655355.165823,594759.059067,691727.0665099999,698690.0826568,538281.461137
January,Qtr 1,2021,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0003,591277.97331,648286.26002,652069.893765,711222.0135550001,758534.29989
January,Qtr 1,2022,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0003,718415.6104700001,686679.44881,614026.769919,675590.9284399999,795747.5683
January,Qtr 1,2023,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0003,454988.799665,495360.817996,419592.80752699997,600714.5603700001,787049.62381
January,Qtr 1,2021,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0004,483882.712793,718821.8762099999,569628.763685,422963.31799999997,557813.2239399999
January,Qtr 1,2022,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0004,583258.4410669999,583906.6353600001,659363.88563,620041.364877,788967.0516900001
January,Qtr 1,2023,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0004,575084.5723600001,609368.30329,819500.98441,593229.80412,611883.4483329998
January,Qtr 1,2021,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0005,516144.710616,595515.43847,633138.4387110001,544807.5804490001,751832.5500480002
January,Qtr 1,2022,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0005,663020.3555139999,524387.515141,433225.038707,487207.01115,559347.5320100001
January,Qtr 1,2023,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0005,332154.0054229,605973.72068,732980.4202900002,595331.5153682,736986.2565900001
January,Qtr 1,2021,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0006,580480.178579,748191.8570109999,645558.0280520002,517172.526561,489087.321131
January,Qtr 1,2022,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0006,599495.64428,497501.8741339999,546291.833415,607372.16863,456723.248825
January,Qtr 1,2023,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0006,663028.92212,521654.879555,545890.0946500001,665543.3759979999,670366.4507299999
January,Qtr 1,2021,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0007,647823.6043390001,651651.3171900001,685340.7503900001,520659.492004,492280.655067
January,Qtr 1,2022,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0007,736875.65554,436697.947026,637429.889282,596612.85326,474132.0767686
January,Qtr 1,2023,Appliances.0004,Office Suppliers.0000,Performance.0000,Sales.0007,677196.5185400001,622396.9714984001,580011.675072,579015.022721,566900.192964
January,Qtr 1,2021,Appliances.0004,Office Suppliers.0000,Performance.0001,Sales.0000,689917.0521800001,519145.38034599996,615930.726052,432877.3804011,620329.54175
January,Qtr 1,2022,Appliances.0004,Office Suppliers.0000,Performance.0001,Sales.0000,738221.514561,474305.624252,665387.6793889999,746940.1442509999,569851.639236
January,Qtr 1,2023,Appliances.0004,Office Suppliers.0000,Performance.0001,Sales.0000,557231.12231,553859.3595339999,635979.8849330001,543612.244972,582943.3943340001
January,Qtr 1,2021,Appliances.0004,Office Suppliers.0000,Performance.0001,Sales.0001,614602.96866,472605.194043,447132.67419000005,679300.89837,632555.105638
January,Qtr 1,2022,Appliances.0004,Office Suppliers.0000,Performance.0001,Sales.0001,748191.8042599999,719726.9895699999,639408.9518589999,651866.744937,633981.71139
January,Qtr 1,2023,Appliances.0004,Office Suppliers.0000,Performance.0001,Sales.0001,415871.57082400005,675959.761907,582675.1182889999,684547.4470660001,590926.89896
January,Qtr 1,2021,Appliances.0004,Office Suppliers.0000,Performance.0001,Sales.0002,605376.711296,345896.82871199993,481348.25818400003,508978.12435999996,517586.24401
January,Qtr 1,2022,Appliances.0004,Office Suppliers.0000,Performance.0001,Sales.0002,698379.241714,711196.9412590001,620173.5954669999,810407.17955,749439.553575
January,Qtr 1,2023,Appliances.0004,Office Suppliers.0000,Performance.0001,Sales.0002,733316.74342,724919.4112699999,559644.778496,650666.8246210001,639605.1893807
January,Qtr 1,2021,Appliances.0004,Office Suppliers.0000,Performance.0001,Sales.0003,568899.73104,579122.9727700001,630426.4784130001,679432.319951,562603.9704075
January,Qtr 1,2022,Appliances.0004,Office Suppliers.0000,Performance.0001,Sales.0003,574150.049616,542872.1153810001,693784.0797570001,694162.2428469999,707073.48001
January,Qtr 1,2023,Appliances.0004,Office Suppliers.0000,Performance.0001,Sales.0003,598910.120705,560292.95757,516580.814461,516534.07518300007,623660.2364539999
