One Lakh Report.column.Variation.Date Hierarchy.Month,One Lakh Report.column.Variation.Date Hierarchy.Quarter,One Lakh Report.column.Variation.Date Hierarchy.Year,One Lakh Report.Continent,One Lakh Report.Country,One Lakh Report.States,One Lakh Report.Districts,One Lakh Report.Villages,Sum(One Lakh Report.Series 2),Sum(One Lakh Report.Series 3),Sum(One Lakh Report.Series 4),Sum(One Lakh Report.Series 5),Sum(One Lakh Report.Series 1)
January,Qtr 1,2021,Continent.0004,Country.0000,States.0007,Districts.0000,Villages.0000,657245.07701,498924.66494999995,507726.841213,474340.21134000004,614113.5613650001
January,Qtr 1,2022,Continent.0004,Country.0000,States.0007,Districts.0000,Villages.0000,457506.4303,665595.558276,604588.83616,656025.7388020001,658670.54655
January,Qtr 1,2023,Continent.0004,Country.0000,States.0007,Districts.0000,Villages.0000,553104.487515,610009.82614,701158.95865,741194.9018639999,636175.7567737
January,Qtr 1,2021,Continent.0004,Country.0000,States.0007,Districts.0000,Villages.0001,794677.62193,529782.902286,660010.62259,552430.8478320001,613254.704565
January,Qtr 1,2022,Continent.0004,Country.0000,States.0007,Districts.0000,Villages.0001,591561.954027,323712.630576,601967.6493579999,587896.0248759999,849393.128385
January,Qtr 1,2023,Continent.0004,Country.0000,States.0007,Districts.0000,Villages.0001,738249.4600629999,608830.7615060001,617746.97636,675514.327654,484747.62548000005
January,Qtr 1,2021,Continent.0004,Country.0000,States.0007,Districts.0001,Villages.0000,499775.90481399995,594285.35528,657010.352322,502209.665955,534356.957239
January,Qtr 1,2022,Continent.0004,Country.0000,States.0007,Districts.0001,Villages.0000,465086.70578,632585.02688,506247.93027899996,515879.75852,544751.63881
January,Qtr 1,2023,Continent.0004,Country.0000,States.0007,Districts.0001,Villages.0000,634432.1239585001,585612.568495,575767.30565,378943.444599,574225.560086
January,Qtr 1,2021,Continent.0004,Country.0000,States.0007,Districts.0001,Villages.0001,712519.4842899999,490700.674755,644644.1604619999,613057.6996550001,630095.2532899999
January,Qtr 1,2022,Continent.0004,Country.0000,States.0007,Districts.0001,Villages.0001,429793.302101,518265.55527300003,678328.9269699999,583713.759096,564524.9669819999
January,Qtr 1,2023,Continent.0004,Country.0000,States.0007,Districts.0001,Villages.0001,523716.312958,500118.26686,499806.773596,796309.7029400001,630604.94144
January,Qtr 1,2021,Continent.0004,Country.0000,States.0007,Districts.0002,Villages.0000,597344.94312,662431.70461,481999.058266,834303.29365,636541.3473310001
January,Qtr 1,2022,Continent.0004,Country.0000,States.0007,Districts.0002,Villages.0000,595818.1917797,624670.8733280001,518814.30484,517308.942206,674432.18884
January,Qtr 1,2023,Continent.0004,Country.0000,States.0007,Districts.0002,Villages.0000,431609.5594681,606209.071607,676278.888616,619463.4367349999,721153.4996800001
January,Qtr 1,2021,Continent.0004,Country.0000,States.0007,Districts.0002,Villages.0001,621374.0175079999,524691.7014109,556772.478632,544053.659918,640125.25238
January,Qtr 1,2022,Continent.0004,Country.0000,States.0007,Districts.0002,Villages.0001,583730.59624,544506.660635,657335.77669,577128.6022400999,493883.300089
January,Qtr 1,2023,Continent.0004,Country.0000,States.0007,Districts.0002,Villages.0001,629652.2372894001,667355.623456,597300.421014,520959.6689184001,448480.161016
January,Qtr 1,2021,Continent.0004,Country.0000,States.0007,Districts.0003,Villages.0000,675685.413832,654574.62413,638844.7159339999,516640.782786,460089.96918300004
January,Qtr 1,2022,Continent.0004,Country.0000,States.0007,Districts.0003,Villages.0000,570406.2276379999,532789.1244405,641793.8042628,658898.0108199999,704769.908679
January,Qtr 1,2023,Continent.0004,Country.0000,States.0007,Districts.0003,Villages.0000,499497.58117799996,523105.0982409999,711606.1126900001,451953.59732999996,707406.0346489999
January,Qtr 1,2021,Continent.0004,Country.0000,States.0007,Districts.0003,Villages.0001,431879.430971,515079.83967,671246.8858834,573264.178309,468684.78542000003
January,Qtr 1,2022,Continent.0004,Country.0000,States.0007,Districts.0003,Villages.0001,622602.9221760001,660137.752512,670531.376226,700413.262627,693191.6081979999
January,Qtr 1,2023,Continent.0004,Country.0000,States.0007,Districts.0003,Villages.0001,424429.66907999996,732114.467514,710523.5579169999,600765.2724380001,539130.925573
January,Qtr 1,2021,Continent.0004,Country.0000,States.0007,Districts.0004,Villages.0000,738788.786415,693169.5401699999,593279.00368,627248.3132379999,499692.43062799994
January,Qtr 1,2022,Continent.0004,Country.0000,States.0007,Districts.0004,Villages.0000,495040.66694,525688.2982164,624980.363144,558801.2399799,611938.5275760001
January,Qtr 1,2023,Continent.0004,Country.0000,States.0007,Districts.0004,Villages.0000,516462.76850999997,470528.77933800005,545056.275711,734976.0132299999,411720.636613
January,Qtr 1,2021,Continent.0004,Country.0000,States.0007,Districts.0004,Villages.0001,303792.5354792,687134.995601,595153.548875,592964.01044,400445.728716
January,Qtr 1,2022,Continent.0004,Country.0000,States.0007,Districts.0004,Villages.0001,627651.358764,638146.2352689999,602103.165153,636145.3232420001,412973.99026299996
January,Qtr 1,2023,Continent.0004,Country.0000,States.0007,Districts.0004,Villages.0001,647301.733148,722693.7292459998,509773.77262000006,496406.379211,805815.3136860001
January,Qtr 1,2021,Continent.0004,Country.0001,States.0000,Districts.0000,Villages.0000,716829.0293500001,629391.88994,716275.87475,570674.576922,710241.34145
January,Qtr 1,2022,Continent.0004,Country.0001,States.0000,Districts.0000,Villages.0000,582011.511117,713059.1702800001,637564.4419769999,491877.46207999997,534415.8198034001
January,Qtr 1,2023,Continent.0004,Country.0001,States.0000,Districts.0000,Villages.0000,613482.341473,433748.76944600005,600781.6314899999,672781.5726800001,733099.1717300001
January,Qtr 1,2021,Continent.0004,Country.0001,States.0000,Districts.0000,Villages.0001,695989.4461899999,619766.316822,510600.510036,645622.231133,584096.153218
January,Qtr 1,2022,Continent.0004,Country.0001,States.0000,Districts.0000,Villages.0001,746764.7606100001,511654.355296,459388.2434504,731016.15723,673129.1881750001
January,Qtr 1,2023,Continent.0004,Country.0001,States.0000,Districts.0000,Villages.0001,606701.0703470001,696114.576586,683747.92292,498253.22936,420661.66593009996
January,Qtr 1,2021,Continent.0004,Country.0001,States.0000,Districts.0001,Villages.0000,469623.056352,418608.1219426,630321.27933,819462.5007507999,529309.104
January,Qtr 1,2022,Continent.0004,Country.0001,States.0000,Districts.0001,Villages.0000,540560.7188339999,613721.1139070002,600654.1921829999,659055.95418,503083.68157599994
January,Qtr 1,2023,Continent.0004,Country.0001,States.0000,Districts.0001,Villages.0000,638803.9668949998,552116.8251799999,443443.49770500005,604742.308474,649886.44707
January,Qtr 1,2021,Continent.0004,Country.0001,States.0000,Districts.0001,Villages.0001,587316.958043,659834.665681,563787.161157,672853.59369,676975.200238
January,Qtr 1,2022,Continent.0004,Country.0001,States.0000,Districts.0001,Villages.0001,654726.91708,662371.0551,545704.263841,673517.1815300001,539976.21542
January,Qtr 1,2023,Continent.0004,Country.0001,States.0000,Districts.0001,Villages.0001,659510.095128,566592.586789,557037.389223,817180.76306,781763.475443
January,Qtr 1,2021,Continent.0004,Country.0001,States.0000,Districts.0002,Villages.0000,565175.1596659999,627787.1062299999,590228.740892,654456.2061529999,682035.2318000001
January,Qtr 1,2022,Continent.0004,Country.0001,States.0000,Districts.0002,Villages.0000,457185.932809,683938.979403,378113.1272494001,495223.90781000006,689965.123814
January,Qtr 1,2023,Continent.0004,Country.0001,States.0000,Districts.0002,Villages.0000,578209.280465,609061.204621,487923.53956,566947.85961,509937.02177600004
January,Qtr 1,2021,Continent.0004,Country.0001,States.0000,Districts.0002,Villages.0001,480724.4934544,621034.9917890001,719476.2791399999,524652.062207,477108.77852900006
January,Qtr 1,2022,Continent.0004,Country.0001,States.0000,Districts.0002,Villages.0001,571297.3859400001,607408.99003,667353.3584099999,447470.04720000003,605905.574528
January,Qtr 1,2023,Continent.0004,Country.0001,States.0000,Districts.0002,Villages.0001,613452.1219200001,580642.2016860001,647536.842943,485392.35915,615031.7110659999
January,Qtr 1,2021,Continent.0004,Country.0001,States.0000,Districts.0003,Villages.0000,647666.5315363,686918.485076,556913.3638184,760176.3802359999,593595.05935
January,Qtr 1,2022,Continent.0004,Country.0001,States.0000,Districts.0003,Villages.0000,730939.2643520001,526252.334348,624729.023778,643453.010734,671553.1207000001
January,Qtr 1,2023,Continent.0004,Country.0001,States.0000,Districts.0003,Villages.0000,793345.43298,715311.9061600001,577254.660969,617878.1619529999,677524.7544909999
January,Qtr 1,2021,Continent.0004,Country.0001,States.0000,Districts.0003,Villages.0001,571060.797116,703169.8991830001,704835.1181239999,720221.84464,626499.6155429999
January,Qtr 1,2022,Continent.0004,Country.0001,States.0000,Districts.0003,Villages.0001,522316.77174399997,522090.7375690001,707559.14981,636623.629245,715918.7002000001
January,Qtr 1,2023,Continent.0004,Country.0001,States.0000,Districts.0003,Villages.0001,557546.520752,410012.94344299997,560169.261346,827629.5551959999,587390.5678609998
January,Qtr 1,2021,Continent.0004,Country.0001,States.0000,Districts.0004,Villages.0000,595517.966524,501518.8873618,645782.9279,551134.9034259999,626374.1148
January,Qtr 1,2022,Continent.0004,Country.0001,States.0000,Districts.0004,Villages.0000,576562.23317,776834.462369,587782.942452,550412.4238920001,511148.760939
January,Qtr 1,2023,Continent.0004,Country.0001,States.0000,Districts.0004,Villages.0000,685357.09073,531414.0843890001,371406.0034350001,527948.5896755,525124.0542819999
January,Qtr 1,2021,Continent.0004,Country.0001,States.0000,Districts.0004,Villages.0001,703502.0949700001,482026.712307,705000.18496,591976.146207,575131.0854818
January,Qtr 1,2022,Continent.0004,Country.0001,States.0000,Districts.0004,Villages.0001,593438.10771,607130.14229,404467.189369,606610.9514199999,561910.22809
January,Qtr 1,2023,Continent.0004,Country.0001,States.0000,Districts.0004,Villages.0001,584239.579158,720336.2557490001,507503.381192,452269.73675149994,548801.190655
January,Qtr 1,2021,Continent.0004,Country.0001,States.0001,Districts.0000,Villages.0000,518624.76472770004,688448.5359599999,553132.0825475,699743.8340149999,515997.64214599994
January,Qtr 1,2022,Continent.0004,Country.0001,States.0001,Districts.0000,Villages.0000,746194.66776,494382.18743750005,737445.3935400001,581874.4056139999,726128.74087
January,Qtr 1,2023,Continent.0004,Country.0001,States.0001,Districts.0000,Villages.0000,625741.84736,592158.860596,658919.9620609999,408461.33336999995,624770.598578
January,Qtr 1,2021,Continent.0004,Country.0001,States.0001,Districts.0000,Villages.0001,495632.2423150999,519439.441412,677568.9594299999,712719.897354,728909.082489
January,Qtr 1,2022,Continent.0004,Country.0001,States.0001,Districts.0000,Villages.0001,609220.546868,649265.0832188,718320.3561000001,553071.2663070001,552450.1052844
January,Qtr 1,2023,Continent.0004,Country.0001,States.0001,Districts.0000,Villages.0001,516860.56889700005,699362.8673410001,660276.7875600001,648353.5930338,458278.46514600003
January,Qtr 1,2021,Continent.0004,Country.0001,States.0001,Districts.0001,Villages.0000,739674.18044,609064.80236,762588.696726,569670.9860520001,594468.557251
January,Qtr 1,2022,Continent.0004,Country.0001,States.0001,Districts.0001,Villages.0000,516917.81992000004,528366.9610429001,567610.0497329999,557887.334904,478397.90947
January,Qtr 1,2023,Continent.0004,Country.0001,States.0001,Districts.0001,Villages.0000,440038.22956999997,571324.1960700001,448002.836199,622396.1495170001,787963.3552766
January,Qtr 1,2021,Continent.0004,Country.0001,States.0001,Districts.0001,Villages.0001,626272.8159340001,659002.492719,437933.569051,696322.315615,564896.32255
January,Qtr 1,2022,Continent.0004,Country.0001,States.0001,Districts.0001,Villages.0001,571121.067449,607277.3643299999,446507.95876179996,574093.680524,760827.59669
January,Qtr 1,2023,Continent.0004,Country.0001,States.0001,Districts.0001,Villages.0001,629002.741152,373324.126981,530545.79829,423379.934187,387250.11948799994
January,Qtr 1,2021,Continent.0004,Country.0001,States.0001,Districts.0002,Villages.0000,534586.209915,373979.423975,438417.247562,484177.3243877,652353.63704
January,Qtr 1,2022,Continent.0004,Country.0001,States.0001,Districts.0002,Villages.0000,660863.875385,659074.4385300002,541008.387845,625261.463441,549571.504919
January,Qtr 1,2023,Continent.0004,Country.0001,States.0001,Districts.0002,Villages.0000,557977.3319599999,583328.673513,587003.074109,700807.9622800001,661182.65401
January,Qtr 1,2021,Continent.0004,Country.0001,States.0001,Districts.0002,Villages.0001,628735.525285,564897.178664,688023.80686,746945.3668700001,622285.590383
January,Qtr 1,2022,Continent.0004,Country.0001,States.0001,Districts.0002,Villages.0001,454296.768032,578313.308103,617933.508567,459301.76037100004,484409.605974
January,Qtr 1,2023,Continent.0004,Country.0001,States.0001,Districts.0002,Villages.0001,523596.6926888,477537.194517,334623.931286,570615.72794,441114.57999139995
January,Qtr 1,2021,Continent.0004,Country.0001,States.0001,Districts.0003,Villages.0000,695752.87813,572696.906485,403995.95582,466352.48919500003,519619.58485000004
January,Qtr 1,2022,Continent.0004,Country.0001,States.0001,Districts.0003,Villages.0000,557720.3046489999,564959.4234600001,472407.34163100005,465306.07146300003,546343.182918
January,Qtr 1,2023,Continent.0004,Country.0001,States.0001,Districts.0003,Villages.0000,607319.593258,607335.4795819999,596493.5239420001,441076.3879,488500.39984499995
January,Qtr 1,2021,Continent.0004,Country.0001,States.0001,Districts.0003,Villages.0001,515129.0997299999,552867.086207,700024.012145,635896.1048359999,484883.019812
January,Qtr 1,2022,Continent.0004,Country.0001,States.0001,Districts.0003,Villages.0001,742245.6320299999,632942.012825,661948.69325,557057.43472,591559.195063
January,Qtr 1,2023,Continent.0004,Country.0001,States.0001,Districts.0003,Villages.0001,488969.143711,579801.7282580001,727112.3539809999,520541.17887299997,575822.203574
January,Qtr 1,2021,Continent.0004,Country.0001,States.0001,Districts.0004,Villages.0000,615400.899934,507226.031786,651607.708845,674941.1265841,640408.8325059
January,Qtr 1,2022,Continent.0004,Country.0001,States.0001,Districts.0004,Villages.0000,497503.553443,743916.4701000002,608885.999462,524955.4011689998,537915.460064
January,Qtr 1,2023,Continent.0004,Country.0001,States.0001,Districts.0004,Villages.0000,556971.4785940001,547141.563983,403001.78942600003,610660.0312300001,656864.46901
January,Qtr 1,2021,Continent.0004,Country.0001,States.0001,Districts.0004,Villages.0001,703712.7097200002,624470.03015,624992.0039920001,641883.88328,561441.54868
January,Qtr 1,2022,Continent.0004,Country.0001,States.0001,Districts.0004,Villages.0001,773297.8587211,558192.2488074999,618044.3466239999,603775.926518,700549.2351700001
January,Qtr 1,2023,Continent.0004,Country.0001,States.0001,Districts.0004,Villages.0001,722386.500687,512130.319098,522499.470483,588280.6948016,725328.7837700001
January,Qtr 1,2021,Continent.0004,Country.0001,States.0002,Districts.0000,Villages.0000,546124.9148299999,773556.3393499999,759850.2780369,413398.7491239999,492791.1809062
January,Qtr 1,2022,Continent.0004,Country.0001,States.0002,Districts.0000,Villages.0000,466622.32648469997,686541.7293100001,567376.6696000001,784742.1151579999,534079.8785460001
January,Qtr 1,2023,Continent.0004,Country.0001,States.0002,Districts.0000,Villages.0000,487423.7376900001,549220.55526,569860.3322000001,759006.15183,692814.106054
January,Qtr 1,2021,Continent.0004,Country.0001,States.0002,Districts.0000,Villages.0001,750587.70675,591475.28433,639559.9442110001,662989.6363,658301.0471800001
January,Qtr 1,2022,Continent.0004,Country.0001,States.0002,Districts.0000,Villages.0001,690591.6993199999,552448.42288,501111.55346220004,543544.683419,467449.633059
January,Qtr 1,2023,Continent.0004,Country.0001,States.0002,Districts.0000,Villages.0001,623632.491279,695468.1318549999,741087.804863,673463.311762,644412.3107
January,Qtr 1,2021,Continent.0004,Country.0001,States.0002,Districts.0001,Villages.0000,749761.7113799999,577807.579261,676157.058494,465018.9293699999,449417.742891
January,Qtr 1,2022,Continent.0004,Country.0001,States.0002,Districts.0001,Villages.0000,506820.4125739,650702.7491700001,727787.40818,700590.9058160001,481757.08029000007
January,Qtr 1,2023,Continent.0004,Country.0001,States.0002,Districts.0001,Villages.0000,484701.16997899994,611099.5067580001,661490.0878529999,601994.324018,470347.513319
January,Qtr 1,2021,Continent.0004,Country.0001,States.0002,Districts.0001,Villages.0001,560946.096055,404670.769155,503777.69690900005,501066.36526,468138.1803700001
January,Qtr 1,2022,Continent.0004,Country.0001,States.0002,Districts.0001,Villages.0001,628999.3402270001,708859.0864046001,418974.56610109995,666431.7596767,664169.295185
January,Qtr 1,2023,Continent.0004,Country.0001,States.0002,Districts.0001,Villages.0001,529746.927538,675022.857148,543086.020242,718941.2629799999,643838.756134
January,Qtr 1,2021,Continent.0004,Country.0001,States.0002,Districts.0002,Villages.0000,533995.64698,423723.3404730001,629136.6569099999,678548.7016519998,530008.7023343999
January,Qtr 1,2022,Continent.0004,Country.0001,States.0002,Districts.0002,Villages.0000,486661.33016000007,566182.4306460001,540919.3414289999,732731.23607,694491.41812
January,Qtr 1,2023,Continent.0004,Country.0001,States.0002,Districts.0002,Villages.0000,669113.17334,653277.1533299999,640341.8911000001,484950.9320759999,653187.1100379999
January,Qtr 1,2021,Continent.0004,Country.0001,States.0002,Districts.0002,Villages.0001,730989.00739,518203.23571000004,543167.225973,754053.0418459999,512988.48692000005
January,Qtr 1,2022,Continent.0004,Country.0001,States.0002,Districts.0002,Villages.0001,486668.81046599994,755960.18585,677749.7687481,638385.485692,663489.07011
January,Qtr 1,2023,Continent.0004,Country.0001,States.0002,Districts.0002,Villages.0001,524760.4554880001,580323.665761,432896.033641,523177.98659700004,609267.1209755001
January,Qtr 1,2021,Continent.0004,Country.0001,States.0002,Districts.0003,Villages.0000,577685.887878,618601.01362,677593.93744,527164.7929260001,557752.149427
January,Qtr 1,2022,Continent.0004,Country.0001,States.0002,Districts.0003,Villages.0000,657284.657971,530801.0936368,615280.5886967999,631059.90198,665816.8431
January,Qtr 1,2023,Continent.0004,Country.0001,States.0002,Districts.0003,Villages.0000,602920.1332800001,749554.58279,862350.447654,769711.17869,766538.792159
January,Qtr 1,2021,Continent.0004,Country.0001,States.0002,Districts.0003,Villages.0001,628305.413859,577051.0167970001,457549.26807930006,685383.5196899999,657852.00537
January,Qtr 1,2022,Continent.0004,Country.0001,States.0002,Districts.0003,Villages.0001,772529.649274,735261.1997540002,579003.9991009999,631573.2936184,451784.39314299996
January,Qtr 1,2023,Continent.0004,Country.0001,States.0002,Districts.0003,Villages.0001,688783.0448009999,635387.2129599998,607372.0399459,547789.267103,543380.420137
January,Qtr 1,2021,Continent.0004,Country.0001,States.0002,Districts.0004,Villages.0000,560402.588778,567831.477107,532469.5442440001,621839.79365,524322.9087879999
January,Qtr 1,2022,Continent.0004,Country.0001,States.0002,Districts.0004,Villages.0000,726767.9032,630724.723602,556600.728817,705554.1435700001,581344.6661700001
January,Qtr 1,2023,Continent.0004,Country.0001,States.0002,Districts.0004,Villages.0000,560925.5271100001,666822.273085,611314.847977,498844.38756199996,549130.3833880001
January,Qtr 1,2021,Continent.0004,Country.0001,States.0002,Districts.0004,Villages.0001,556462.82319,680940.871725,482957.1566230001,698620.127854,644578.93283
January,Qtr 1,2022,Continent.0004,Country.0001,States.0002,Districts.0004,Villages.0001,483541.89417369995,643382.9459899999,468894.9860900001,759774.08515,476541.309948
January,Qtr 1,2023,Continent.0004,Country.0001,States.0002,Districts.0004,Villages.0001,527044.2948159999,602568.5691170001,577913.494251,705718.9350850001,573237.95054
January,Qtr 1,2021,Continent.0004,Country.0001,States.0003,Districts.0000,Villages.0000,444041.833373,521097.580672,473969.6270090001,464575.29598099994,592317.7304529999
January,Qtr 1,2022,Continent.0004,Country.0001,States.0003,Districts.0000,Villages.0000,558618.1800800001,607112.152769,449174.08855399996,560311.0351745001,558442.743671
January,Qtr 1,2023,Continent.0004,Country.0001,States.0003,Districts.0000,Villages.0000,697959.6217199999,625594.1035900001,665470.054413,748948.2080315999,586608.313233
January,Qtr 1,2021,Continent.0004,Country.0001,States.0003,Districts.0000,Villages.0001,525089.772794,497572.112892,678769.7434732001,537693.76707,828300.9893799999
January,Qtr 1,2022,Continent.0004,Country.0001,States.0003,Districts.0000,Villages.0001,485542.98125699995,491824.39166,749330.0463818,467679.374169,521342.908981
January,Qtr 1,2023,Continent.0004,Country.0001,States.0003,Districts.0000,Villages.0001,693906.786119,531076.824626,573101.396022,615599.5476879999,574397.25116
January,Qtr 1,2021,Continent.0004,Country.0001,States.0003,Districts.0001,Villages.0000,553892.30588,787926.87827,564927.1279819999,735676.1252164,714465.86152
January,Qtr 1,2022,Continent.0004,Country.0001,States.0003,Districts.0001,Villages.0000,570293.5020309,604075.3736899999,657964.5832512999,739608.58137,719256.6342139998
January,Qtr 1,2023,Continent.0004,Country.0001,States.0003,Districts.0001,Villages.0000,595318.622497,534461.160536,704686.472054,660828.106051,710783.0571859999
January,Qtr 1,2021,Continent.0004,Country.0001,States.0003,Districts.0001,Villages.0001,500561.1517200001,472107.81312380004,788190.6948100001,819919.11722,476030.119875
January,Qtr 1,2022,Continent.0004,Country.0001,States.0003,Districts.0001,Villages.0001,558623.3128239999,533245.3528872,661320.9582609998,485650.69308500004,580847.01336
January,Qtr 1,2023,Continent.0004,Country.0001,States.0003,Districts.0001,Villages.0001,703262.6912400001,679917.0615399999,441593.14743,453562.30862599995,685077.062821
January,Qtr 1,2021,Continent.0004,Country.0001,States.0003,Districts.0002,Villages.0000,586912.976484,770785.6401340001,565119.56535,584800.4845949999,696361.0197229999
January,Qtr 1,2022,Continent.0004,Country.0001,States.0003,Districts.0002,Villages.0000,696479.676205,750857.18226,633756.0493868999,362352.79504999996,758831.4833
January,Qtr 1,2023,Continent.0004,Country.0001,States.0003,Districts.0002,Villages.0000,605853.7329800001,639094.16231,568193.112574,478098.277171,634386.8835809999
January,Qtr 1,2021,Continent.0004,Country.0001,States.0003,Districts.0002,Villages.0001,490328.590073,576011.61072,657793.277338,459939.591565,676064.036707
January,Qtr 1,2022,Continent.0004,Country.0001,States.0003,Districts.0002,Villages.0001,658018.98436,604815.9880669999,575460.4048769,489064.927841,801260.179654
January,Qtr 1,2023,Continent.0004,Country.0001,States.0003,Districts.0002,Villages.0001,639738.85202,559160.5699249998,738266.5305319,520949.87634099997,762879.66578
January,Qtr 1,2021,Continent.0004,Country.0001,States.0003,Districts.0003,Villages.0000,523512.7038452,616798.01145,484468.296205,521379.12810699997,680962.2955260001
January,Qtr 1,2022,Continent.0004,Country.0001,States.0003,Districts.0003,Villages.0000,874886.9910299999,572293.92485,581732.65863,539763.8167000001,876512.1479500001
January,Qtr 1,2023,Continent.0004,Country.0001,States.0003,Districts.0003,Villages.0000,681686.82052,709818.76012,538021.935931,650010.9665599999,494359.3998029
January,Qtr 1,2021,Continent.0004,Country.0001,States.0003,Districts.0003,Villages.0001,730935.56384,432164.083351,497164.1766349999,452765.257925,572392.4536140001
January,Qtr 1,2022,Continent.0004,Country.0001,States.0003,Districts.0003,Villages.0001,548262.4506249999,504340.680602,677216.77289,678354.2601190001,545554.5387
January,Qtr 1,2023,Continent.0004,Country.0001,States.0003,Districts.0003,Villages.0001,488544.553052,690221.1169000001,771295.38842,758880.9963189999,501391.63522
January,Qtr 1,2021,Continent.0004,Country.0001,States.0003,Districts.0004,Villages.0000,492422.3567,558314.5749499999,450849.38821299997,671523.439435,650886.2579150001
January,Qtr 1,2022,Continent.0004,Country.0001,States.0003,Districts.0004,Villages.0000,303260.866877,718593.57664,742930.3169099999,564306.9971709999,620684.0221712999
January,Qtr 1,2023,Continent.0004,Country.0001,States.0003,Districts.0004,Villages.0000,691414.9466400001,594425.1974113,632832.478711,657305.5795799999,526527.157777
January,Qtr 1,2021,Continent.0004,Country.0001,States.0003,Districts.0004,Villages.0001,530489.0191868,681441.78151,624186.817423,676400.1782900001,593536.9143100001
January,Qtr 1,2022,Continent.0004,Country.0001,States.0003,Districts.0004,Villages.0001,579268.520557,623576.271526,663704.2086100001,579144.7007929999,552020.6941320001
January,Qtr 1,2023,Continent.0004,Country.0001,States.0003,Districts.0004,Villages.0001,747831.5326690001,539525.7135959,537861.8128800001,344427.741496,511976.139484
January,Qtr 1,2021,Continent.0004,Country.0001,States.0004,Districts.0000,Villages.0000,589829.4505810001,567431.055992,511762.93426600005,576749.39492,614824.4270289999
January,Qtr 1,2022,Continent.0004,Country.0001,States.0004,Districts.0000,Villages.0000,520391.75704999996,481818.95682699996,789596.7785230001,608227.115135,581926.7494719
January,Qtr 1,2023,Continent.0004,Country.0001,States.0004,Districts.0000,Villages.0000,560832.8255024,623889.6892820001,643584.527313,621033.62568,462263.42183300003
January,Qtr 1,2021,Continent.0004,Country.0001,States.0004,Districts.0000,Villages.0001,517646.330442,306190.844659,696022.7430144,535672.995869,481104.08379799995
January,Qtr 1,2022,Continent.0004,Country.0001,States.0004,Districts.0000,Villages.0001,568667.59128,451780.930286,526372.004765,567647.04367,711214.64296
January,Qtr 1,2023,Continent.0004,Country.0001,States.0004,Districts.0000,Villages.0001,518797.2176010001,599744.8133299999,573445.66755,625630.3404595,564520.9669810999
January,Qtr 1,2021,Continent.0004,Country.0001,States.0004,Districts.0001,Villages.0000,737888.95924,649463.12556,658238.9116079999,605131.7268429,682049.903689
January,Qtr 1,2022,Continent.0004,Country.0001,States.0004,Districts.0001,Villages.0000,701396.4885199999,498624.3919149999,699055.58795,649364.283998,606805.702433
January,Qtr 1,2023,Continent.0004,Country.0001,States.0004,Districts.0001,Villages.0000,491262.046738,638904.27929,465061.68497899995,566347.938114,591708.0313263999
January,Qtr 1,2021,Continent.0004,Country.0001,States.0004,Districts.0001,Villages.0001,551944.562304,658367.03411,725941.57892,711689.25967,625400.112496
January,Qtr 1,2022,Continent.0004,Country.0001,States.0004,Districts.0001,Villages.0001,576172.2468781,450455.467115,761992.2784800001,513580.9057499999,568978.650008
January,Qtr 1,2023,Continent.0004,Country.0001,States.0004,Districts.0001,Villages.0001,527432.1318069999,720615.362424,658690.8840010001,486153.242981,653529.39143
January,Qtr 1,2021,Continent.0004,Country.0001,States.0004,Districts.0002,Villages.0000,465680.7320553,724986.575452,470050.4141420001,755505.205291,794236.0763500001
January,Qtr 1,2022,Continent.0004,Country.0001,States.0004,Districts.0002,Villages.0000,372807.00702200003,546053.172923,486273.365539,575348.493928,499318.8344193
January,Qtr 1,2023,Continent.0004,Country.0001,States.0004,Districts.0002,Villages.0000,648034.8201020001,612196.855258,721986.03678,616388.9678386,638106.1287
January,Qtr 1,2021,Continent.0004,Country.0001,States.0004,Districts.0002,Villages.0001,600976.0891309999,630650.500708,532299.3546059999,658143.690866,784583.4100700002
January,Qtr 1,2022,Continent.0004,Country.0001,States.0004,Districts.0002,Villages.0001,811483.565897,709464.1874599999,476283.536692,443121.46714369993,400246.6642879999
January,Qtr 1,2023,Continent.0004,Country.0001,States.0004,Districts.0002,Villages.0001,515031.9229150001,466103.41900999995,716977.44234,571888.243008,411071.7510394
January,Qtr 1,2021,Continent.0004,Country.0001,States.0004,Districts.0003,Villages.0000,537614.161898,530745.960568,598188.311242,740178.4385670001,673573.2200250002
January,Qtr 1,2022,Continent.0004,Country.0001,States.0004,Districts.0003,Villages.0000,502145.57896,586346.5366029999,610333.7498204,754459.97105,487691.4222004999
January,Qtr 1,2023,Continent.0004,Country.0001,States.0004,Districts.0003,Villages.0000,609600.557477,736707.685941,592159.4838919999,526666.3213180001,762380.64506
January,Qtr 1,2021,Continent.0004,Country.0001,States.0004,Districts.0003,Villages.0001,630146.342967,522475.03491,625010.6155699999,764336.4470600002,470213.858603
January,Qtr 1,2022,Continent.0004,Country.0001,States.0004,Districts.0003,Villages.0001,760617.90979,627755.2888740001,679142.0069,686837.6752651,348429.1942056
January,Qtr 1,2023,Continent.0004,Country.0001,States.0004,Districts.0003,Villages.0001,602126.2418924,599325.2101009999,722469.521647,643104.7144199,629938.33896
January,Qtr 1,2021,Continent.0004,Country.0001,States.0004,Districts.0004,Villages.0000,589357.1341760001,419055.4247159999,520166.024231,571208.1161110001,514608.996349
