Superstore 2023.Region,Superstore 2023.Category,Superstore 2023.Sub-Category,Superstore 2023.Order Date,Superstore 2023.ProfitM,Sum(Superstore 2023.Sales)
South,Office Supplies,Storage,31 October 2020,,
West,Office Supplies,Storage,31 October 2020,33.0472,485.94
Central,Office Supplies,Storage,01 November 2020,,
East,Office Supplies,Storage,01 November 2020,,
South,Office Supplies,Storage,01 November 2020,19.4656,69.52
West,Office Supplies,Storage,01 November 2020,-94.333,443.92
Central,Office Supplies,Storage,02 November 2020,,
East,Office Supplies,Storage,02 November 2020,,
South,Office Supplies,Storage,02 November 2020,,
West,Office Supplies,Storage,02 November 2020,105.2468,362.92
Central,Office Supplies,Storage,03 November 2020,,
East,Office Supplies,Storage,03 November 2020,,
South,Office Supplies,Storage,03 November 2020,-1.624,25.984
West,Office Supplies,Storage,03 November 2020,,
Central,Office Supplies,Storage,04 November 2020,,
East,Office Supplies,Storage,04 November 2020,13.071,43.57
South,Office Supplies,Storage,04 November 2020,,
West,Office Supplies,Storage,04 November 2020,,
Central,Office Supplies,Storage,05 November 2020,,
East,Office Supplies,Storage,05 November 2020,-94.5084,1080.096
South,Office Supplies,Storage,05 November 2020,,
West,Office Supplies,Storage,05 November 2020,,
Central,Office Supplies,Storage,07 November 2020,15.7609,59.21
East,Office Supplies,Storage,07 November 2020,,
South,Office Supplies,Storage,07 November 2020,,
West,Office Supplies,Storage,07 November 2020,,
Central,Office Supplies,Storage,09 November 2020,,
East,Office Supplies,Storage,09 November 2020,,
South,Office Supplies,Storage,09 November 2020,,
West,Office Supplies,Storage,09 November 2020,28.3896,433.44
Central,Office Supplies,Storage,10 November 2020,172.5816,598.35
East,Office Supplies,Storage,10 November 2020,,
South,Office Supplies,Storage,10 November 2020,,
West,Office Supplies,Storage,10 November 2020,,
Central,Office Supplies,Storage,11 November 2020,13.3176,665.88
East,Office Supplies,Storage,11 November 2020,,
South,Office Supplies,Storage,11 November 2020,,
West,Office Supplies,Storage,11 November 2020,,
Central,Office Supplies,Storage,12 November 2020,4.9632,49.632
East,Office Supplies,Storage,12 November 2020,,
South,Office Supplies,Storage,12 November 2020,,
West,Office Supplies,Storage,12 November 2020,,
Central,Office Supplies,Storage,16 November 2020,42.3625,169.45
East,Office Supplies,Storage,16 November 2020,,
South,Office Supplies,Storage,16 November 2020,,
West,Office Supplies,Storage,16 November 2020,10.3473,344.91
Central,Office Supplies,Storage,17 November 2020,,
East,Office Supplies,Storage,17 November 2020,792.2691,2934.33
South,Office Supplies,Storage,17 November 2020,,
West,Office Supplies,Storage,17 November 2020,,
Central,Office Supplies,Storage,18 November 2020,-50.0135,448.87
East,Office Supplies,Storage,18 November 2020,-16.3183,76.792
South,Office Supplies,Storage,18 November 2020,,
West,Office Supplies,Storage,18 November 2020,,
Central,Office Supplies,Storage,19 November 2020,57.5016,221.16
East,Office Supplies,Storage,19 November 2020,,
South,Office Supplies,Storage,19 November 2020,,
West,Office Supplies,Storage,19 November 2020,,
Central,Office Supplies,Storage,21 November 2020,,
East,Office Supplies,Storage,21 November 2020,,
South,Office Supplies,Storage,21 November 2020,9.6975,193.95
West,Office Supplies,Storage,21 November 2020,,
Central,Office Supplies,Storage,24 November 2020,-8.0775,646.2
East,Office Supplies,Storage,24 November 2020,,
South,Office Supplies,Storage,24 November 2020,,
West,Office Supplies,Storage,24 November 2020,63.0642,683.46
Central,Office Supplies,Storage,25 November 2020,,
East,Office Supplies,Storage,25 November 2020,55.896,1117.92
South,Office Supplies,Storage,25 November 2020,,
West,Office Supplies,Storage,25 November 2020,,
Central,Office Supplies,Storage,26 November 2020,,
East,Office Supplies,Storage,26 November 2020,,
South,Office Supplies,Storage,26 November 2020,,
West,Office Supplies,Storage,26 November 2020,-167.27,669.08
Central,Office Supplies,Storage,05 December 2020,1.8612,24.816
East,Office Supplies,Storage,05 December 2020,-30.2288,172.736
South,Office Supplies,Storage,05 December 2020,6.8768,24.56
West,Office Supplies,Storage,05 December 2020,,
Central,Office Supplies,Storage,06 December 2020,-8.3524,35.168
East,Office Supplies,Storage,06 December 2020,,
South,Office Supplies,Storage,06 December 2020,,
West,Office Supplies,Storage,06 December 2020,332.6204,1314.754
Central,Office Supplies,Storage,07 December 2020,,
East,Office Supplies,Storage,07 December 2020,,
South,Office Supplies,Storage,07 December 2020,,
West,Office Supplies,Storage,07 December 2020,70.0336,269.36
Central,Office Supplies,Storage,08 December 2020,6.0416,60.416
East,Office Supplies,Storage,08 December 2020,,
South,Office Supplies,Storage,08 December 2020,,
West,Office Supplies,Storage,08 December 2020,2.9304,39.072
Central,Office Supplies,Storage,09 December 2020,20.7459,237.096
East,Office Supplies,Storage,09 December 2020,,
South,Office Supplies,Storage,09 December 2020,,
West,Office Supplies,Storage,09 December 2020,-1.2588,100.704
Central,Office Supplies,Storage,12 December 2020,,
East,Office Supplies,Storage,12 December 2020,,
South,Office Supplies,Storage,12 December 2020,,
West,Office Supplies,Storage,12 December 2020,0.6258,8.94
Central,Office Supplies,Storage,19 December 2020,-7.7406,32.592
East,Office Supplies,Storage,19 December 2020,,
South,Office Supplies,Storage,19 December 2020,,
West,Office Supplies,Storage,19 December 2020,,
Central,Office Supplies,Storage,20 December 2020,,
East,Office Supplies,Storage,20 December 2020,,
South,Office Supplies,Storage,20 December 2020,0,122.48
West,Office Supplies,Storage,20 December 2020,,
Central,Office Supplies,Storage,22 December 2020,9.912,132.16
East,Office Supplies,Storage,22 December 2020,56.264,216.4
South,Office Supplies,Storage,22 December 2020,,
West,Office Supplies,Storage,22 December 2020,,
Central,Office Supplies,Storage,23 December 2020,,
East,Office Supplies,Storage,23 December 2020,,
South,Office Supplies,Storage,23 December 2020,-11.6558,508.192
West,Office Supplies,Storage,23 December 2020,,
Central,Office Supplies,Storage,24 December 2020,,
East,Office Supplies,Storage,24 December 2020,,
South,Office Supplies,Storage,24 December 2020,,
West,Office Supplies,Storage,24 December 2020,41.6328,163.2
Central,Office Supplies,Storage,26 December 2020,,
East,Office Supplies,Storage,26 December 2020,-23.4,419.016
South,Office Supplies,Storage,26 December 2020,,
West,Office Supplies,Storage,26 December 2020,,
Central,Office Supplies,Storage,27 December 2020,3.0016,30.016
East,Office Supplies,Storage,27 December 2020,-25.109,118.16
South,Office Supplies,Storage,27 December 2020,,
West,Office Supplies,Storage,27 December 2020,13.8915,51.45
Central,Office Supplies,Storage,28 December 2020,,
East,Office Supplies,Storage,28 December 2020,84.51,704.25
South,Office Supplies,Storage,28 December 2020,,
West,Office Supplies,Storage,28 December 2020,29.9646,998.82
Central,Office Supplies,Storage,29 December 2020,6.8768,24.56
East,Office Supplies,Storage,29 December 2020,,
South,Office Supplies,Storage,29 December 2020,,
West,Office Supplies,Storage,29 December 2020,7.9896,33.29
Central,Office Supplies,Storage,30 December 2020,,
East,Office Supplies,Storage,30 December 2020,,
South,Office Supplies,Storage,30 December 2020,-8.8038,39.128
West,Office Supplies,Storage,30 December 2020,,
Central,Office Supplies,Storage,02 January 2021,,
East,Office Supplies,Storage,02 January 2021,22.2352,85.52
South,Office Supplies,Storage,02 January 2021,,
West,Office Supplies,Storage,02 January 2021,,
Central,Office Supplies,Storage,12 January 2021,,
East,Office Supplies,Storage,12 January 2021,120.9468,465.18
South,Office Supplies,Storage,12 January 2021,,
West,Office Supplies,Storage,12 January 2021,,
Central,Office Supplies,Storage,06 February 2021,-125.766,670.752
East,Office Supplies,Storage,06 February 2021,,
South,Office Supplies,Storage,06 February 2021,2.9346,146.73
West,Office Supplies,Storage,06 February 2021,,
Central,Office Supplies,Storage,10 February 2021,,
East,Office Supplies,Storage,10 February 2021,7.724,77.24
South,Office Supplies,Storage,10 February 2021,,
West,Office Supplies,Storage,10 February 2021,,
Central,Office Supplies,Storage,05 March 2021,6.0416,60.416
East,Office Supplies,Storage,05 March 2021,67.608,563.4
South,Office Supplies,Storage,05 March 2021,,
West,Office Supplies,Storage,05 March 2021,,
Central,Office Supplies,Storage,10 March 2021,,
East,Office Supplies,Storage,10 March 2021,25.1496,89.82
South,Office Supplies,Storage,10 March 2021,,
West,Office Supplies,Storage,10 March 2021,,
Central,Office Supplies,Storage,16 March 2021,,
East,Office Supplies,Storage,16 March 2021,,
South,Office Supplies,Storage,16 March 2021,11.685,46.74
West,Office Supplies,Storage,16 March 2021,,
Central,Office Supplies,Storage,17 March 2021,,
East,Office Supplies,Storage,17 March 2021,9.1314,33.82
South,Office Supplies,Storage,17 March 2021,,
West,Office Supplies,Storage,17 March 2021,,
Central,Office Supplies,Storage,19 March 2021,,
East,Office Supplies,Storage,19 March 2021,,
South,Office Supplies,Storage,19 March 2021,,
West,Office Supplies,Storage,19 March 2021,349.3392,1247.64
Central,Office Supplies,Storage,20 March 2021,,
East,Office Supplies,Storage,20 March 2021,20.1408,83.92
South,Office Supplies,Storage,20 March 2021,,
West,Office Supplies,Storage,20 March 2021,2.5641,29.304
Central,Office Supplies,Storage,22 March 2021,-25.9136,129.568
East,Office Supplies,Storage,22 March 2021,,
South,Office Supplies,Storage,22 March 2021,-33.8418,150.408
West,Office Supplies,Storage,22 March 2021,,
Central,Office Supplies,Storage,23 March 2021,,
East,Office Supplies,Storage,23 March 2021,,
South,Office Supplies,Storage,23 March 2021,0.5584,27.92
West,Office Supplies,Storage,23 March 2021,,
Central,Office Supplies,Storage,26 March 2021,,
East,Office Supplies,Storage,26 March 2021,282.2092,1085.42
South,Office Supplies,Storage,26 March 2021,,
West,Office Supplies,Storage,26 March 2021,,
Central,Office Supplies,Storage,27 March 2021,,
East,Office Supplies,Storage,27 March 2021,,
South,Office Supplies,Storage,27 March 2021,,
West,Office Supplies,Storage,27 March 2021,3.348,83.7
Central,Office Supplies,Storage,05 April 2021,,
East,Office Supplies,Storage,05 April 2021,21.1428,563.808
South,Office Supplies,Storage,05 April 2021,,
West,Office Supplies,Storage,05 April 2021,,
Central,Office Supplies,Storage,07 April 2021,,
East,Office Supplies,Storage,07 April 2021,5.8708,22.58
South,Office Supplies,Storage,07 April 2021,,
West,Office Supplies,Storage,07 April 2021,,
Central,Office Supplies,Storage,09 April 2021,,
East,Office Supplies,Storage,09 April 2021,3.0498,17.94
South,Office Supplies,Storage,09 April 2021,,
West,Office Supplies,Storage,09 April 2021,,
Central,Office Supplies,Storage,10 April 2021,,
East,Office Supplies,Storage,10 April 2021,38.3508,142.04
South,Office Supplies,Storage,10 April 2021,,
West,Office Supplies,Storage,10 April 2021,,
Central,Office Supplies,Storage,12 April 2021,,
East,Office Supplies,Storage,12 April 2021,,
South,Office Supplies,Storage,12 April 2021,,
West,Office Supplies,Storage,12 April 2021,0.4074,40.74
Central,Office Supplies,Storage,13 April 2021,,
East,Office Supplies,Storage,13 April 2021,,
South,Office Supplies,Storage,13 April 2021,,
West,Office Supplies,Storage,13 April 2021,0.8058,10.744
Central,Office Supplies,Storage,18 April 2021,,
East,Office Supplies,Storage,18 April 2021,,
South,Office Supplies,Storage,18 April 2021,,
West,Office Supplies,Storage,18 April 2021,39.4861,1062.61
Central,Office Supplies,Storage,25 April 2021,-55.256,221.024
East,Office Supplies,Storage,25 April 2021,,
South,Office Supplies,Storage,25 April 2021,,
West,Office Supplies,Storage,25 April 2021,,
Central,Office Supplies,Storage,26 April 2021,,
East,Office Supplies,Storage,26 April 2021,,
South,Office Supplies,Storage,26 April 2021,-18.196,72.784
West,Office Supplies,Storage,26 April 2021,,
Central,Office Supplies,Storage,28 April 2021,2.6811,23.832
East,Office Supplies,Storage,28 April 2021,,
South,Office Supplies,Storage,28 April 2021,,
West,Office Supplies,Storage,28 April 2021,,
Central,Office Supplies,Storage,01 May 2021,,
East,Office Supplies,Storage,01 May 2021,,
South,Office Supplies,Storage,01 May 2021,,
West,Office Supplies,Storage,01 May 2021,10.4496,37.32
Central,Office Supplies,Storage,03 May 2021,,
East,Office Supplies,Storage,03 May 2021,-9.594,76.752
South,Office Supplies,Storage,03 May 2021,,
West,Office Supplies,Storage,03 May 2021,,
Central,Office Supplies,Storage,12 May 2021,,
East,Office Supplies,Storage,12 May 2021,9.8901,36.63
South,Office Supplies,Storage,12 May 2021,,
West,Office Supplies,Storage,12 May 2021,,
Central,Office Supplies,Storage,14 May 2021,,
East,Office Supplies,Storage,14 May 2021,,
South,Office Supplies,Storage,14 May 2021,,
West,Office Supplies,Storage,14 May 2021,55.896,1117.92
Central,Office Supplies,Storage,15 May 2021,,
East,Office Supplies,Storage,15 May 2021,-10.3936,51.968
South,Office Supplies,Storage,15 May 2021,,
West,Office Supplies,Storage,15 May 2021,,
Central,Office Supplies,Storage,22 May 2021,,
East,Office Supplies,Storage,22 May 2021,,
South,Office Supplies,Storage,22 May 2021,,
West,Office Supplies,Storage,22 May 2021,29.3412,104.79
Central,Office Supplies,Storage,23 May 2021,,
East,Office Supplies,Storage,23 May 2021,13.8915,51.45
South,Office Supplies,Storage,23 May 2021,,
West,Office Supplies,Storage,23 May 2021,,
Central,Office Supplies,Storage,28 May 2021,,
East,Office Supplies,Storage,28 May 2021,184.773,629.2
South,Office Supplies,Storage,28 May 2021,,
West,Office Supplies,Storage,28 May 2021,,
Central,Office Supplies,Storage,29 May 2021,,
East,Office Supplies,Storage,29 May 2021,,
South,Office Supplies,Storage,29 May 2021,,
West,Office Supplies,Storage,29 May 2021,140.5482,540.57
Central,Office Supplies,Storage,31 May 2021,,
East,Office Supplies,Storage,31 May 2021,16.7886,62.18
South,Office Supplies,Storage,31 May 2021,,
West,Office Supplies,Storage,31 May 2021,82.4178,403.98
Central,Office Supplies,Storage,08 June 2021,,
East,Office Supplies,Storage,08 June 2021,,
South,Office Supplies,Storage,08 June 2021,-6.462,516.96
West,Office Supplies,Storage,08 June 2021,,
Central,Office Supplies,Storage,11 June 2021,,
East,Office Supplies,Storage,11 June 2021,,
South,Office Supplies,Storage,11 June 2021,72.974,1600.432
West,Office Supplies,Storage,11 June 2021,,
Central,Office Supplies,Storage,12 June 2021,6.8768,24.56
East,Office Supplies,Storage,12 June 2021,5.083,29.9
South,Office Supplies,Storage,12 June 2021,,
West,Office Supplies,Storage,12 June 2021,,
Central,Office Supplies,Storage,15 June 2021,,
East,Office Supplies,Storage,15 June 2021,,
South,Office Supplies,Storage,15 June 2021,,
West,Office Supplies,Storage,15 June 2021,-19.5624,82.368
Central,Office Supplies,Storage,18 June 2021,,
East,Office Supplies,Storage,18 June 2021,,
South,Office Supplies,Storage,18 June 2021,58.5052,450.04
West,Office Supplies,Storage,18 June 2021,,
Central,Office Supplies,Storage,19 June 2021,14.3075,228.92
East,Office Supplies,Storage,19 June 2021,,
South,Office Supplies,Storage,19 June 2021,,
West,Office Supplies,Storage,19 June 2021,,
Central,Office Supplies,Storage,25 June 2021,,
East,Office Supplies,Storage,25 June 2021,-17.6076,78.256
South,Office Supplies,Storage,25 June 2021,,
West,Office Supplies,Storage,25 June 2021,9.1269,304.23
Central,Office Supplies,Storage,26 June 2021,,
East,Office Supplies,Storage,26 June 2021,,
South,Office Supplies,Storage,26 June 2021,4.1634,15.42
West,Office Supplies,Storage,26 June 2021,,
Central,Office Supplies,Storage,02 July 2021,54.9967,504.104
East,Office Supplies,Storage,02 July 2021,,
South,Office Supplies,Storage,02 July 2021,,
West,Office Supplies,Storage,02 July 2021,,
Central,Office Supplies,Storage,05 July 2021,,
East,Office Supplies,Storage,05 July 2021,-2.436,38.976
South,Office Supplies,Storage,05 July 2021,,
West,Office Supplies,Storage,05 July 2021,,
Central,Office Supplies,Storage,06 July 2021,,
East,Office Supplies,Storage,06 July 2021,156.429,601.65
South,Office Supplies,Storage,06 July 2021,,
West,Office Supplies,Storage,06 July 2021,,
Central,Office Supplies,Storage,09 July 2021,,
East,Office Supplies,Storage,09 July 2021,28.4809,98.21
South,Office Supplies,Storage,09 July 2021,,
West,Office Supplies,Storage,09 July 2021,,
Central,Office Supplies,Storage,14 July 2021,,
East,Office Supplies,Storage,14 July 2021,,
South,Office Supplies,Storage,14 July 2021,,
West,Office Supplies,Storage,14 July 2021,-64.7748,272.736
Central,Office Supplies,Storage,20 July 2021,47.9108,176.16
East,Office Supplies,Storage,20 July 2021,,
South,Office Supplies,Storage,20 July 2021,,
West,Office Supplies,Storage,20 July 2021,,
Central,Office Supplies,Storage,30 July 2021,6.1792,61.792
East,Office Supplies,Storage,30 July 2021,,
South,Office Supplies,Storage,30 July 2021,,
West,Office Supplies,Storage,30 July 2021,,
Central,Office Supplies,Storage,05 August 2021,-1.2558,33.488
East,Office Supplies,Storage,05 August 2021,,
South,Office Supplies,Storage,05 August 2021,,
West,Office Supplies,Storage,05 August 2021,,
Central,Office Supplies,Storage,09 August 2021,0.2198,21.98
East,Office Supplies,Storage,09 August 2021,2.9372,41.96
South,Office Supplies,Storage,09 August 2021,,
West,Office Supplies,Storage,09 August 2021,,
Central,Office Supplies,Storage,13 August 2021,,
East,Office Supplies,Storage,13 August 2021,15.8571,422.856
South,Office Supplies,Storage,13 August 2021,,
West,Office Supplies,Storage,13 August 2021,,
Central,Office Supplies,Storage,15 August 2021,,
East,Office Supplies,Storage,15 August 2021,,
South,Office Supplies,Storage,15 August 2021,,
West,Office Supplies,Storage,15 August 2021,80.3592,393.36
Central,Office Supplies,Storage,16 August 2021,,
East,Office Supplies,Storage,16 August 2021,3.3516,44.688
South,Office Supplies,Storage,16 August 2021,,
West,Office Supplies,Storage,16 August 2021,,
Central,Office Supplies,Storage,21 August 2021,,
East,Office Supplies,Storage,21 August 2021,-165.768,663.072
South,Office Supplies,Storage,21 August 2021,,
West,Office Supplies,Storage,21 August 2021,3.2392,80.98
Central,Office Supplies,Storage,24 August 2021,-10.836,1723.512
East,Office Supplies,Storage,24 August 2021,48.9942,435.504
South,Office Supplies,Storage,24 August 2021,,
West,Office Supplies,Storage,24 August 2021,,
Central,Office Supplies,Storage,27 August 2021,,
East,Office Supplies,Storage,27 August 2021,,
South,Office Supplies,Storage,27 August 2021,,
West,Office Supplies,Storage,27 August 2021,92.0835,484.65
Central,Office Supplies,Storage,28 August 2021,,
East,Office Supplies,Storage,28 August 2021,122.2936,470.36
South,Office Supplies,Storage,28 August 2021,,
West,Office Supplies,Storage,28 August 2021,296.8578,1621.17
Central,Office Supplies,Storage,01 September 2021,,
East,Office Supplies,Storage,01 September 2021,315.7404,1088.76
South,Office Supplies,Storage,01 September 2021,,
West,Office Supplies,Storage,01 September 2021,,
Central,Office Supplies,Storage,03 September 2021,,
East,Office Supplies,Storage,03 September 2021,24.0186,156.666
South,Office Supplies,Storage,03 September 2021,,
West,Office Supplies,Storage,03 September 2021,8.4888,31.44
Central,Office Supplies,Storage,07 September 2021,,
East,Office Supplies,Storage,07 September 2021,19.2494,84.22
South,Office Supplies,Storage,07 September 2021,,
West,Office Supplies,Storage,07 September 2021,20.1579,671.93
Central,Office Supplies,Storage,08 September 2021,,
East,Office Supplies,Storage,08 September 2021,,
South,Office Supplies,Storage,08 September 2021,,
West,Office Supplies,Storage,08 September 2021,0.8376,41.88
Central,Office Supplies,Storage,10 September 2021,,
East,Office Supplies,Storage,10 September 2021,,
South,Office Supplies,Storage,10 September 2021,,
West,Office Supplies,Storage,10 September 2021,17.694,353.88
Central,Office Supplies,Storage,11 September 2021,,
East,Office Supplies,Storage,11 September 2021,109.7512,851.48
South,Office Supplies,Storage,11 September 2021,,
West,Office Supplies,Storage,11 September 2021,,
Central,Office Supplies,Storage,12 September 2021,,
East,Office Supplies,Storage,12 September 2021,4.2392,105.98
South,Office Supplies,Storage,12 September 2021,,
West,Office Supplies,Storage,12 September 2021,,
Central,Office Supplies,Storage,14 September 2021,,
East,Office Supplies,Storage,14 September 2021,257.712,991.2
South,Office Supplies,Storage,14 September 2021,5.3898,269.49
West,Office Supplies,Storage,14 September 2021,,
Central,Office Supplies,Storage,15 September 2021,11.4516,190.86
East,Office Supplies,Storage,15 September 2021,-29.4368,147.184
South,Office Supplies,Storage,15 September 2021,2.1588,24.672
West,Office Supplies,Storage,15 September 2021,,
Central,Office Supplies,Storage,17 September 2021,,
East,Office Supplies,Storage,17 September 2021,28.477,109.5
South,Office Supplies,Storage,17 September 2021,,
West,Office Supplies,Storage,17 September 2021,,
Central,Office Supplies,Storage,18 September 2021,,
East,Office Supplies,Storage,18 September 2021,7.9724,678.82
South,Office Supplies,Storage,18 September 2021,,
West,Office Supplies,Storage,18 September 2021,8.8784,443.92
Central,Office Supplies,Storage,20 September 2021,,
East,Office Supplies,Storage,20 September 2021,,
South,Office Supplies,Storage,20 September 2021,-58.8736,294.368
West,Office Supplies,Storage,20 September 2021,,
Central,Office Supplies,Storage,21 September 2021,,
East,Office Supplies,Storage,21 September 2021,,
South,Office Supplies,Storage,21 September 2021,48.2216,1037.76
West,Office Supplies,Storage,21 September 2021,47.9376,199.74
Central,Office Supplies,Storage,22 September 2021,,
East,Office Supplies,Storage,22 September 2021,,
South,Office Supplies,Storage,22 September 2021,-67.7726,745.488
West,Office Supplies,Storage,22 September 2021,,
Central,Office Supplies,Storage,24 September 2021,,
East,Office Supplies,Storage,24 September 2021,1.6784,33.568
South,Office Supplies,Storage,24 September 2021,,
West,Office Supplies,Storage,24 September 2021,,
Central,Office Supplies,Storage,26 September 2021,,
East,Office Supplies,Storage,26 September 2021,,
South,Office Supplies,Storage,26 September 2021,,
West,Office Supplies,Storage,26 September 2021,-69.2559,547.722
Central,Office Supplies,Storage,27 September 2021,,
East,Office Supplies,Storage,27 September 2021,,
South,Office Supplies,Storage,27 September 2021,,
West,Office Supplies,Storage,27 September 2021,4.3428,15.51
Central,Office Supplies,Storage,01 October 2021,,
East,Office Supplies,Storage,01 October 2021,,
South,Office Supplies,Storage,01 October 2021,,
West,Office Supplies,Storage,01 October 2021,17.428,139.424
Central,Office Supplies,Storage,02 October 2021,,
East,Office Supplies,Storage,02 October 2021,,
South,Office Supplies,Storage,02 October 2021,,
West,Office Supplies,Storage,02 October 2021,75.6952,270.34
Central,Office Supplies,Storage,03 October 2021,,
East,Office Supplies,Storage,03 October 2021,1.5008,15.008
South,Office Supplies,Storage,03 October 2021,,
West,Office Supplies,Storage,03 October 2021,,
Central,Office Supplies,Storage,04 October 2021,,
East,Office Supplies,Storage,04 October 2021,,
South,Office Supplies,Storage,04 October 2021,,
West,Office Supplies,Storage,04 October 2021,7.0096,26.96
Central,Office Supplies,Storage,05 October 2021,,
East,Office Supplies,Storage,05 October 2021,21.714,77.55
South,Office Supplies,Storage,05 October 2021,,
West,Office Supplies,Storage,05 October 2021,,
Central,Office Supplies,Storage,09 October 2021,,
East,Office Supplies,Storage,09 October 2021,,
South,Office Supplies,Storage,09 October 2021,8.3268,30.84
West,Office Supplies,Storage,09 October 2021,,
Central,Office Supplies,Storage,10 October 2021,,
East,Office Supplies,Storage,10 October 2021,,
South,Office Supplies,Storage,10 October 2021,-337.806,1801.632
West,Office Supplies,Storage,10 October 2021,,
Central,Office Supplies,Storage,11 October 2021,,
East,Office Supplies,Storage,11 October 2021,,
South,Office Supplies,Storage,11 October 2021,2.5164,22.368
West,Office Supplies,Storage,11 October 2021,,
Central,Office Supplies,Storage,12 October 2021,,
East,Office Supplies,Storage,12 October 2021,,
South,Office Supplies,Storage,12 October 2021,,
West,Office Supplies,Storage,12 October 2021,0,81.96
Central,Office Supplies,Storage,17 October 2021,,
East,Office Supplies,Storage,17 October 2021,,
South,Office Supplies,Storage,17 October 2021,,
West,Office Supplies,Storage,17 October 2021,3.894,77.88
Central,Office Supplies,Storage,22 October 2021,,
East,Office Supplies,Storage,22 October 2021,,
South,Office Supplies,Storage,22 October 2021,0.9952,9.952
West,Office Supplies,Storage,22 October 2021,,
Central,Office Supplies,Storage,26 October 2021,,
East,Office Supplies,Storage,26 October 2021,,
South,Office Supplies,Storage,26 October 2021,,
West,Office Supplies,Storage,26 October 2021,-161.694,718.64
Central,Office Supplies,Storage,28 October 2021,,
East,Office Supplies,Storage,28 October 2021,,
South,Office Supplies,Storage,28 October 2021,9.8901,36.63
West,Office Supplies,Storage,28 October 2021,,
Central,Office Supplies,Storage,31 October 2021,,
East,Office Supplies,Storage,31 October 2021,,
South,Office Supplies,Storage,31 October 2021,,
West,Office Supplies,Storage,31 October 2021,12.6468,46.84
Central,Office Supplies,Storage,05 November 2021,,
East,Office Supplies,Storage,05 November 2021,,
South,Office Supplies,Storage,05 November 2021,,
West,Office Supplies,Storage,05 November 2021,15.7,62.8
Central,Office Supplies,Storage,07 November 2021,-45.8246,262.432
East,Office Supplies,Storage,07 November 2021,,
South,Office Supplies,Storage,07 November 2021,,
West,Office Supplies,Storage,07 November 2021,,
Central,Office Supplies,Storage,08 November 2021,,
East,Office Supplies,Storage,08 November 2021,16.7875,67.15
South,Office Supplies,Storage,08 November 2021,,
West,Office Supplies,Storage,08 November 2021,,
Central,Office Supplies,Storage,09 November 2021,,
East,Office Supplies,Storage,09 November 2021,7.9408,262.49
South,Office Supplies,Storage,09 November 2021,,
West,Office Supplies,Storage,09 November 2021,,
Central,Office Supplies,Storage,10 November 2021,350.3388,1509.81
East,Office Supplies,Storage,10 November 2021,43.3188,577.584
South,Office Supplies,Storage,10 November 2021,,
West,Office Supplies,Storage,10 November 2021,,
Central,Office Supplies,Storage,11 November 2021,117.1296,418.32
East,Office Supplies,Storage,11 November 2021,,
South,Office Supplies,Storage,11 November 2021,,
West,Office Supplies,Storage,11 November 2021,,
Central,Office Supplies,Storage,12 November 2021,-14.5764,64.784
East,Office Supplies,Storage,12 November 2021,,
South,Office Supplies,Storage,12 November 2021,,
West,Office Supplies,Storage,12 November 2021,,
Central,Office Supplies,Storage,13 November 2021,,
East,Office Supplies,Storage,13 November 2021,,
South,Office Supplies,Storage,13 November 2021,6.372,84.96
West,Office Supplies,Storage,13 November 2021,,
Central,Office Supplies,Storage,15 November 2021,15.642,250.272
East,Office Supplies,Storage,15 November 2021,20.5755,70.95
South,Office Supplies,Storage,15 November 2021,,
West,Office Supplies,Storage,15 November 2021,,
Central,Office Supplies,Storage,16 November 2021,1.6116,21.488
East,Office Supplies,Storage,16 November 2021,,
South,Office Supplies,Storage,16 November 2021,,
West,Office Supplies,Storage,16 November 2021,,
Central,Office Supplies,Storage,17 November 2021,5.4124,541.24
East,Office Supplies,Storage,17 November 2021,,
South,Office Supplies,Storage,17 November 2021,,
West,Office Supplies,Storage,17 November 2021,60.5027,1082.11
Central,Office Supplies,Storage,20 November 2021,,
East,Office Supplies,Storage,20 November 2021,-26.541,141.552
South,Office Supplies,Storage,20 November 2021,1.308,17.44
West,Office Supplies,Storage,20 November 2021,,
Central,Office Supplies,Storage,22 November 2021,,
East,Office Supplies,Storage,22 November 2021,,
South,Office Supplies,Storage,22 November 2021,,
West,Office Supplies,Storage,22 November 2021,10.089,33.63
Central,Office Supplies,Storage,23 November 2021,2.3674,27.056
East,Office Supplies,Storage,23 November 2021,,
South,Office Supplies,Storage,23 November 2021,,
West,Office Supplies,Storage,23 November 2021,,
Central,Office Supplies,Storage,24 November 2021,,
East,Office Supplies,Storage,24 November 2021,,
South,Office Supplies,Storage,24 November 2021,,
West,Office Supplies,Storage,24 November 2021,54.5832,454.86
Central,Office Supplies,Storage,26 November 2021,,
East,Office Supplies,Storage,26 November 2021,25.176,104.9
South,Office Supplies,Storage,26 November 2021,,
West,Office Supplies,Storage,26 November 2021,,
Central,Office Supplies,Storage,28 November 2021,-15.5184,136.288
East,Office Supplies,Storage,28 November 2021,,
South,Office Supplies,Storage,28 November 2021,,
West,Office Supplies,Storage,28 November 2021,,
Central,Office Supplies,Storage,29 November 2021,130.87,523.48
East,Office Supplies,Storage,29 November 2021,,
South,Office Supplies,Storage,29 November 2021,,
West,Office Supplies,Storage,29 November 2021,,
Central,Office Supplies,Storage,01 December 2021,,
East,Office Supplies,Storage,01 December 2021,,
