Retail Orders.Order Date.Variation.Date Hierarchy.Day,Retail Orders.Order Date.Variation.Date Hierarchy.Month,Retail Orders.Order Date.Variation.Date Hierarchy.Quarter,Retail Orders.Order Date.Variation.Date Hierarchy.Year,Retail Orders.Category,Sum(Retail Orders.Sales)
18,July,Qtr 3,2023,Office Supplies,13.904
19,July,Qtr 3,2023,Office Supplies,30.786
20,July,Qtr 3,2023,Office Supplies,1202.714
21,July,Qtr 3,2023,Office Supplies,193.156
22,July,Qtr 3,2023,Office Supplies,300.292
23,July,Qtr 3,2023,Office Supplies,58.1
25,July,Qtr 3,2023,Office Supplies,8263.37
26,July,Qtr 3,2023,Office Supplies,2494.526
27,July,Qtr 3,2023,Office Supplies,342.06
28,July,Qtr 3,2023,Office Supplies,63.264
30,July,Qtr 3,2023,Office Supplies,
2,August,Qtr 3,2023,Office Supplies,
4,August,Qtr 3,2023,Office Supplies,71.168
5,August,Qtr 3,2023,Office Supplies,
6,August,Qtr 3,2023,Office Supplies,1745.36
7,August,Qtr 3,2023,Office Supplies,196.704
8,August,Qtr 3,2023,Office Supplies,705.275
9,August,Qtr 3,2023,Office Supplies,1692.256
10,August,Qtr 3,2023,Office Supplies,123.92
11,August,Qtr 3,2023,Office Supplies,
12,August,Qtr 3,2023,Office Supplies,215.28
15,August,Qtr 3,2023,Office Supplies,647.646
16,August,Qtr 3,2023,Office Supplies,
17,August,Qtr 3,2023,Office Supplies,160.382
19,August,Qtr 3,2023,Office Supplies,511.046
20,August,Qtr 3,2023,Office Supplies,917.11
22,August,Qtr 3,2023,Office Supplies,23.104
23,August,Qtr 3,2023,Office Supplies,417.36
24,August,Qtr 3,2023,Office Supplies,46.46
25,August,Qtr 3,2023,Office Supplies,342.326
26,August,Qtr 3,2023,Office Supplies,29.36
27,August,Qtr 3,2023,Office Supplies,44.64
29,August,Qtr 3,2023,Office Supplies,658.264
30,August,Qtr 3,2023,Office Supplies,121.24
31,August,Qtr 3,2023,Office Supplies,
1,September,Qtr 3,2023,Office Supplies,9.344
5,September,Qtr 3,2023,Office Supplies,158.71
6,September,Qtr 3,2023,Office Supplies,338.712
7,September,Qtr 3,2023,Office Supplies,145.688
8,September,Qtr 3,2023,Office Supplies,2116.965
9,September,Qtr 3,2023,Office Supplies,1679.354
10,September,Qtr 3,2023,Office Supplies,233.368
11,September,Qtr 3,2023,Office Supplies,590.94
12,September,Qtr 3,2023,Office Supplies,442.676
13,September,Qtr 3,2023,Office Supplies,206.162
14,September,Qtr 3,2023,Office Supplies,1289.016
15,September,Qtr 3,2023,Office Supplies,14.94
16,September,Qtr 3,2023,Office Supplies,33.552
17,September,Qtr 3,2023,Office Supplies,651.354
19,September,Qtr 3,2023,Office Supplies,172.694
20,September,Qtr 3,2023,Office Supplies,213.368
21,September,Qtr 3,2023,Office Supplies,384.77
22,September,Qtr 3,2023,Office Supplies,563.298
23,September,Qtr 3,2023,Office Supplies,10142.354
24,September,Qtr 3,2023,Office Supplies,211.96
25,September,Qtr 3,2023,Office Supplies,54.356
26,September,Qtr 3,2023,Office Supplies,571.334
27,September,Qtr 3,2023,Office Supplies,81.98
28,September,Qtr 3,2023,Office Supplies,153.204
29,September,Qtr 3,2023,Office Supplies,4269.362
30,September,Qtr 3,2023,Office Supplies,972.292
1,October,Qtr 4,2023,Office Supplies,2.89
3,October,Qtr 4,2023,Office Supplies,741.956
5,October,Qtr 4,2023,Office Supplies,261.45
6,October,Qtr 4,2023,Office Supplies,491.55
9,October,Qtr 4,2023,Office Supplies,113.288
10,October,Qtr 4,2023,Office Supplies,302.272
11,October,Qtr 4,2023,Office Supplies,733.01
12,October,Qtr 4,2023,Office Supplies,234.984
13,October,Qtr 4,2023,Office Supplies,618.912
14,October,Qtr 4,2023,Office Supplies,719.704
15,October,Qtr 4,2023,Office Supplies,7.968
16,October,Qtr 4,2023,Office Supplies,14.352
17,October,Qtr 4,2023,Office Supplies,10.78
18,October,Qtr 4,2023,Office Supplies,588.746
19,October,Qtr 4,2023,Office Supplies,201.976
20,October,Qtr 4,2023,Office Supplies,852.546
21,October,Qtr 4,2023,Office Supplies,355.692
22,October,Qtr 4,2023,Office Supplies,
24,October,Qtr 4,2023,Office Supplies,56.49
25,October,Qtr 4,2023,Office Supplies,63.106
26,October,Qtr 4,2023,Office Supplies,
27,October,Qtr 4,2023,Office Supplies,22.32
28,October,Qtr 4,2023,Office Supplies,635.604
29,October,Qtr 4,2023,Office Supplies,75.88
31,October,Qtr 4,2023,Office Supplies,703.164
1,November,Qtr 4,2023,Office Supplies,
2,November,Qtr 4,2023,Office Supplies,158.9
3,November,Qtr 4,2023,Office Supplies,289.064
4,November,Qtr 4,2023,Office Supplies,113.944
5,November,Qtr 4,2023,Office Supplies,157.962
7,November,Qtr 4,2023,Office Supplies,269.368
8,November,Qtr 4,2023,Office Supplies,439.27
9,November,Qtr 4,2023,Office Supplies,
10,November,Qtr 4,2023,Office Supplies,530.206
11,November,Qtr 4,2023,Office Supplies,4415.426
14,November,Qtr 4,2023,Office Supplies,132.536
15,November,Qtr 4,2023,Office Supplies,998.242
16,November,Qtr 4,2023,Office Supplies,658.73
17,November,Qtr 4,2023,Office Supplies,6174.214
18,November,Qtr 4,2023,Office Supplies,665.571
19,November,Qtr 4,2023,Office Supplies,639.02
20,November,Qtr 4,2023,Office Supplies,73.62
21,November,Qtr 4,2023,Office Supplies,849.682
22,November,Qtr 4,2023,Office Supplies,1103.298
23,November,Qtr 4,2023,Office Supplies,180.646
24,November,Qtr 4,2023,Office Supplies,1884.662
25,November,Qtr 4,2023,Office Supplies,1548.136
26,November,Qtr 4,2023,Office Supplies,968.394
27,November,Qtr 4,2023,Office Supplies,3.76
28,November,Qtr 4,2023,Office Supplies,333.118
29,November,Qtr 4,2023,Office Supplies,73.124
30,November,Qtr 4,2023,Office Supplies,116.914
2,December,Qtr 4,2023,Office Supplies,
4,December,Qtr 4,2023,Office Supplies,90.168
5,December,Qtr 4,2023,Office Supplies,
7,December,Qtr 4,2023,Office Supplies,346.39
8,December,Qtr 4,2023,Office Supplies,509.066
9,December,Qtr 4,2023,Office Supplies,936.202
10,December,Qtr 4,2023,Office Supplies,58.53
11,December,Qtr 4,2023,Office Supplies,125.08
12,December,Qtr 4,2023,Office Supplies,242.804
13,December,Qtr 4,2023,Office Supplies,110.764
14,December,Qtr 4,2023,Office Supplies,19.888
15,December,Qtr 4,2023,Office Supplies,
16,December,Qtr 4,2023,Office Supplies,153.639
17,December,Qtr 4,2023,Office Supplies,45.534
19,December,Qtr 4,2023,Office Supplies,250.156
20,December,Qtr 4,2023,Office Supplies,2337.266
21,December,Qtr 4,2023,Office Supplies,35.52
22,December,Qtr 4,2023,Office Supplies,798.968
23,December,Qtr 4,2023,Office Supplies,824.008
24,December,Qtr 4,2023,Office Supplies,548.698
26,December,Qtr 4,2023,Office Supplies,688.256
27,December,Qtr 4,2023,Office Supplies,1255.59
28,December,Qtr 4,2023,Office Supplies,3732.296
29,December,Qtr 4,2023,Office Supplies,505.252
30,December,Qtr 4,2023,Office Supplies,774.611
31,December,Qtr 4,2023,Office Supplies,308.728
3,January,Qtr 1,2024,Office Supplies,117.6
5,January,Qtr 1,2024,Office Supplies,298.636
6,January,Qtr 1,2024,Office Supplies,492.318
2,January,Qtr 1,2021,Technology,
3,January,Qtr 1,2021,Technology,5059.914
4,January,Qtr 1,2021,Technology,48.11
5,January,Qtr 1,2021,Technology,
7,January,Qtr 1,2021,Technology,1530.79
8,January,Qtr 1,2021,Technology,1039.728
9,January,Qtr 1,2021,Technology,580.938
10,January,Qtr 1,2021,Technology,149.412
11,January,Qtr 1,2021,Technology,89.912
12,January,Qtr 1,2021,Technology,1181.838
14,January,Qtr 1,2021,Technology,
15,January,Qtr 1,2021,Technology,254.97
16,January,Qtr 1,2021,Technology,90.57
17,January,Qtr 1,2021,Technology,717.96
21,January,Qtr 1,2021,Technology,
22,January,Qtr 1,2021,Technology,165.552
23,January,Qtr 1,2021,Technology,99.98
24,January,Qtr 1,2021,Technology,
25,January,Qtr 1,2021,Technology,
28,January,Qtr 1,2021,Technology,
30,January,Qtr 1,2021,Technology,1439.968
31,January,Qtr 1,2021,Technology,109.592
1,February,Qtr 1,2021,Technology,231.98
2,February,Qtr 1,2021,Technology,8749.95
4,February,Qtr 1,2021,Technology,
5,February,Qtr 1,2021,Technology,
6,February,Qtr 1,2021,Technology,
7,February,Qtr 1,2021,Technology,
8,February,Qtr 1,2021,Technology,333.576
9,February,Qtr 1,2021,Technology,4626.288
10,February,Qtr 1,2021,Technology,17499.95
12,February,Qtr 1,2021,Technology,795.55
13,February,Qtr 1,2021,Technology,
14,February,Qtr 1,2021,Technology,
15,February,Qtr 1,2021,Technology,
16,February,Qtr 1,2021,Technology,89.97
19,February,Qtr 1,2021,Technology,
20,February,Qtr 1,2021,Technology,
21,February,Qtr 1,2021,Technology,52.97
22,February,Qtr 1,2021,Technology,482.2
23,February,Qtr 1,2021,Technology,
25,February,Qtr 1,2021,Technology,
27,February,Qtr 1,2021,Technology,
28,February,Qtr 1,2021,Technology,
1,March,Qtr 1,2021,Technology,376.64
2,March,Qtr 1,2021,Technology,
3,March,Qtr 1,2021,Technology,1376.406
4,March,Qtr 1,2021,Technology,259.96
5,March,Qtr 1,2021,Technology,789.433
6,March,Qtr 1,2021,Technology,
7,March,Qtr 1,2021,Technology,
8,March,Qtr 1,2021,Technology,167.28
9,March,Qtr 1,2021,Technology,280.782
10,March,Qtr 1,2021,Technology,
11,March,Qtr 1,2021,Technology,334.941
12,March,Qtr 1,2021,Technology,1649.95
13,March,Qtr 1,2021,Technology,1572.154
14,March,Qtr 1,2021,Technology,
15,March,Qtr 1,2021,Technology,83.976
17,March,Qtr 1,2021,Technology,214.764
18,March,Qtr 1,2021,Technology,
19,March,Qtr 1,2021,Technology,
20,March,Qtr 1,2021,Technology,96.776
21,March,Qtr 1,2021,Technology,
22,March,Qtr 1,2021,Technology,58.58
24,March,Qtr 1,2021,Technology,403.168
25,March,Qtr 1,2021,Technology,1287.45
26,March,Qtr 1,2021,Technology,119.976
27,March,Qtr 1,2021,Technology,
28,March,Qtr 1,2021,Technology,
29,March,Qtr 1,2021,Technology,971.112
30,March,Qtr 1,2021,Technology,
31,March,Qtr 1,2021,Technology,312.766
1,April,Qtr 2,2021,Technology,959.968
2,April,Qtr 2,2021,Technology,90.48
3,April,Qtr 2,2021,Technology,159.98
4,April,Qtr 2,2021,Technology,239.94
6,April,Qtr 2,2021,Technology,1381.834
7,April,Qtr 2,2021,Technology,249.456
8,April,Qtr 2,2021,Technology,302.384
9,April,Qtr 2,2021,Technology,3079.91
10,April,Qtr 2,2021,Technology,5452.59
11,April,Qtr 2,2021,Technology,686.4
12,April,Qtr 2,2021,Technology,78.15
13,April,Qtr 2,2021,Technology,
14,April,Qtr 2,2021,Technology,
15,April,Qtr 2,2021,Technology,700.704
16,April,Qtr 2,2021,Technology,9135.098
17,April,Qtr 2,2021,Technology,36.792
18,April,Qtr 2,2021,Technology,29.56
19,April,Qtr 2,2021,Technology,65.94
21,April,Qtr 2,2021,Technology,
22,April,Qtr 2,2021,Technology,
23,April,Qtr 2,2021,Technology,99.99
24,April,Qtr 2,2021,Technology,258.696
25,April,Qtr 2,2021,Technology,82.8
26,April,Qtr 2,2021,Technology,
28,April,Qtr 2,2021,Technology,369.576
30,April,Qtr 2,2021,Technology,
1,May,Qtr 2,2021,Technology,250.656
2,May,Qtr 2,2021,Technology,749.648
3,May,Qtr 2,2021,Technology,
4,May,Qtr 2,2021,Technology,118.782
5,May,Qtr 2,2021,Technology,423.648
6,May,Qtr 2,2021,Technology,
8,May,Qtr 2,2021,Technology,
9,May,Qtr 2,2021,Technology,546.784
11,May,Qtr 2,2021,Technology,837.638
12,May,Qtr 2,2021,Technology,1234.4
14,May,Qtr 2,2021,Technology,229.128
15,May,Qtr 2,2021,Technology,
16,May,Qtr 2,2021,Technology,
17,May,Qtr 2,2021,Technology,
18,May,Qtr 2,2021,Technology,
19,May,Qtr 2,2021,Technology,
20,May,Qtr 2,2021,Technology,1363.96
21,May,Qtr 2,2021,Technology,2517.836
22,May,Qtr 2,2021,Technology,920.464
23,May,Qtr 2,2021,Technology,10502.286
24,May,Qtr 2,2021,Technology,
25,May,Qtr 2,2021,Technology,
26,May,Qtr 2,2021,Technology,695.056
27,May,Qtr 2,2021,Technology,
28,May,Qtr 2,2021,Technology,976.4
29,May,Qtr 2,2021,Technology,979.95
30,May,Qtr 2,2021,Technology,3361.578
31,May,Qtr 2,2021,Technology,179.7
2,June,Qtr 2,2021,Technology,
3,June,Qtr 2,2021,Technology,500.178
4,June,Qtr 2,2021,Technology,1294.75
5,June,Qtr 2,2021,Technology,26.176
6,June,Qtr 2,2021,Technology,4386.872
8,June,Qtr 2,2021,Technology,211.168
9,June,Qtr 2,2021,Technology,361.444
10,June,Qtr 2,2021,Technology,771.67
11,June,Qtr 2,2021,Technology,
12,June,Qtr 2,2021,Technology,1590.296
13,June,Qtr 2,2021,Technology,377.97
14,June,Qtr 2,2021,Technology,47.754
15,June,Qtr 2,2021,Technology,
16,June,Qtr 2,2021,Technology,91.475
17,June,Qtr 2,2021,Technology,596.97
18,June,Qtr 2,2021,Technology,
19,June,Qtr 2,2021,Technology,
20,June,Qtr 2,2021,Technology,169.668
21,June,Qtr 2,2021,Technology,
23,June,Qtr 2,2021,Technology,862.344
24,June,Qtr 2,2021,Technology,4955.95
25,June,Qtr 2,2021,Technology,
26,June,Qtr 2,2021,Technology,310.496
27,June,Qtr 2,2021,Technology,201.584
28,June,Qtr 2,2021,Technology,359.976
29,June,Qtr 2,2021,Technology,
30,June,Qtr 2,2021,Technology,50.12
1,July,Qtr 3,2021,Technology,
2,July,Qtr 3,2021,Technology,723.96
3,July,Qtr 3,2021,Technology,21.072
4,July,Qtr 3,2021,Technology,1199.976
5,July,Qtr 3,2021,Technology,4199.9
6,July,Qtr 3,2021,Technology,
7,July,Qtr 3,2021,Technology,2859.954
8,July,Qtr 3,2021,Technology,179.97
10,July,Qtr 3,2021,Technology,837.6
11,July,Qtr 3,2021,Technology,1223.876
14,July,Qtr 3,2021,Technology,940.184
15,July,Qtr 3,2021,Technology,
16,July,Qtr 3,2021,Technology,714.338
17,July,Qtr 3,2021,Technology,1046.184
18,July,Qtr 3,2021,Technology,71.568
19,July,Qtr 3,2021,Technology,425.954
20,July,Qtr 3,2021,Technology,89.95
21,July,Qtr 3,2021,Technology,
22,July,Qtr 3,2021,Technology,109.95
23,July,Qtr 3,2021,Technology,380.611
24,July,Qtr 3,2021,Technology,
25,July,Qtr 3,2021,Technology,1861.776
28,July,Qtr 3,2021,Technology,
29,July,Qtr 3,2021,Technology,
30,July,Qtr 3,2021,Technology,
31,July,Qtr 3,2021,Technology,754.95
1,August,Qtr 3,2021,Technology,108.784
2,August,Qtr 3,2021,Technology,1127.976
3,August,Qtr 3,2021,Technology,1500.496
4,August,Qtr 3,2021,Technology,431.928
5,August,Qtr 3,2021,Technology,58.112
7,August,Qtr 3,2021,Technology,1795.584
8,August,Qtr 3,2021,Technology,
9,August,Qtr 3,2021,Technology,152.712
10,August,Qtr 3,2021,Technology,
11,August,Qtr 3,2021,Technology,
12,August,Qtr 3,2021,Technology,1546.75
13,August,Qtr 3,2021,Technology,71.98
14,August,Qtr 3,2021,Technology,892.596
15,August,Qtr 3,2021,Technology,943.12
16,August,Qtr 3,2021,Technology,
17,August,Qtr 3,2021,Technology,
18,August,Qtr 3,2021,Technology,39.99
19,August,Qtr 3,2021,Technology,
20,August,Qtr 3,2021,Technology,14.78
21,August,Qtr 3,2021,Technology,378.914
22,August,Qtr 3,2021,Technology,
23,August,Qtr 3,2021,Technology,1505.98
26,August,Qtr 3,2021,Technology,1228.828
27,August,Qtr 3,2021,Technology,59.97
28,August,Qtr 3,2021,Technology,108.576
29,August,Qtr 3,2021,Technology,117.976
30,August,Qtr 3,2021,Technology,630.858
31,August,Qtr 3,2021,Technology,
1,September,Qtr 3,2021,Technology,727.878
2,September,Qtr 3,2021,Technology,121.83
3,September,Qtr 3,2021,Technology,199.75
4,September,Qtr 3,2021,Technology,517.9
5,September,Qtr 3,2021,Technology,113.116
6,September,Qtr 3,2021,Technology,873.18
7,September,Qtr 3,2021,Technology,
8,September,Qtr 3,2021,Technology,44.784
9,September,Qtr 3,2021,Technology,
10,September,Qtr 3,2021,Technology,23.976
11,September,Qtr 3,2021,Technology,479.97
12,September,Qtr 3,2021,Technology,130.6
13,September,Qtr 3,2021,Technology,179.92
14,September,Qtr 3,2021,Technology,437.85
15,September,Qtr 3,2021,Technology,
16,September,Qtr 3,2021,Technology,
17,September,Qtr 3,2021,Technology,1013.018
18,September,Qtr 3,2021,Technology,239.984
19,September,Qtr 3,2021,Technology,249.95
20,September,Qtr 3,2021,Technology,
22,September,Qtr 3,2021,Technology,161.916
23,September,Qtr 3,2021,Technology,
24,September,Qtr 3,2021,Technology,
25,September,Qtr 3,2021,Technology,1024.662
26,September,Qtr 3,2021,Technology,531.976
27,September,Qtr 3,2021,Technology,1001.584
28,September,Qtr 3,2021,Technology,
29,September,Qtr 3,2021,Technology,1105.41
30,September,Qtr 3,2021,Technology,
1,October,Qtr 4,2021,Technology,69.98
3,October,Qtr 4,2021,Technology,7583.354
4,October,Qtr 4,2021,Technology,
5,October,Qtr 4,2021,Technology,743.988
6,October,Qtr 4,2021,Technology,
7,October,Qtr 4,2021,Technology,341.991
9,October,Qtr 4,2021,Technology,1239.64
10,October,Qtr 4,2021,Technology,15.992
11,October,Qtr 4,2021,Technology,1604.732
12,October,Qtr 4,2021,Technology,44.75
13,October,Qtr 4,2021,Technology,191.976
14,October,Qtr 4,2021,Technology,2941.384
15,October,Qtr 4,2021,Technology,5.5
16,October,Qtr 4,2021,Technology,
17,October,Qtr 4,2021,Technology,449.97
18,October,Qtr 4,2021,Technology,
20,October,Qtr 4,2021,Technology,317.68
21,October,Qtr 4,2021,Technology,439.392
22,October,Qtr 4,2021,Technology,
23,October,Qtr 4,2021,Technology,
24,October,Qtr 4,2021,Technology,1349.946
25,October,Qtr 4,2021,Technology,783.96
27,October,Qtr 4,2021,Technology,
28,October,Qtr 4,2021,Technology,302.376
29,October,Qtr 4,2021,Technology,
30,October,Qtr 4,2021,Technology,
31,October,Qtr 4,2021,Technology,
1,November,Qtr 4,2021,Technology,15.588
2,November,Qtr 4,2021,Technology,69.93
3,November,Qtr 4,2021,Technology,45.98
5,November,Qtr 4,2021,Technology,
6,November,Qtr 4,2021,Technology,629.94
8,November,Qtr 4,2021,Technology,
9,November,Qtr 4,2021,Technology,5900.986
10,November,Qtr 4,2021,Technology,
11,November,Qtr 4,2021,Technology,449.918
12,November,Qtr 4,2021,Technology,2188.854
13,November,Qtr 4,2021,Technology,2279.96
14,November,Qtr 4,2021,Technology,1803.906
15,November,Qtr 4,2021,Technology,460.766
16,November,Qtr 4,2021,Technology,
17,November,Qtr 4,2021,Technology,67.176
18,November,Qtr 4,2021,Technology,1976.152
19,November,Qtr 4,2021,Technology,71.96
20,November,Qtr 4,2021,Technology,1747.674
21,November,Qtr 4,2021,Technology,516.861
22,November,Qtr 4,2021,Technology,24.032
23,November,Qtr 4,2021,Technology,
24,November,Qtr 4,2021,Technology,2531.82
25,November,Qtr 4,2021,Technology,5099.861
26,November,Qtr 4,2021,Technology,3594.952
27,November,Qtr 4,2021,Technology,486.102
28,November,Qtr 4,2021,Technology,441.882
29,November,Qtr 4,2021,Technology,58.416
30,November,Qtr 4,2021,Technology,36.192
2,December,Qtr 4,2021,Technology,
3,December,Qtr 4,2021,Technology,
4,December,Qtr 4,2021,Technology,
5,December,Qtr 4,2021,Technology,751.96
6,December,Qtr 4,2021,Technology,1076.019
7,December,Qtr 4,2021,Technology,95.76
8,December,Qtr 4,2021,Technology,1399.944
9,December,Qtr 4,2021,Technology,167.652
11,December,Qtr 4,2021,Technology,235.96
12,December,Qtr 4,2021,Technology,1291.832
13,December,Qtr 4,2021,Technology,63.88
14,December,Qtr 4,2021,Technology,
15,December,Qtr 4,2021,Technology,
16,December,Qtr 4,2021,Technology,21.21
17,December,Qtr 4,2021,Technology,165.6
18,December,Qtr 4,2021,Technology,1053.542
19,December,Qtr 4,2021,Technology,
20,December,Qtr 4,2021,Technology,66.3
22,December,Qtr 4,2021,Technology,11.56
23,December,Qtr 4,2021,Technology,4373.266
24,December,Qtr 4,2021,Technology,453.65
25,December,Qtr 4,2021,Technology,3646.054
26,December,Qtr 4,2021,Technology,392.354
27,December,Qtr 4,2021,Technology,40
29,December,Qtr 4,2021,Technology,
30,December,Qtr 4,2021,Technology,
31,December,Qtr 4,2021,Technology,302.376
1,January,Qtr 1,2022,Technology,
4,January,Qtr 1,2022,Technology,4823.96
5,January,Qtr 1,2022,Technology,48.9
6,January,Qtr 1,2022,Technology,282.236
7,January,Qtr 1,2022,Technology,
8,January,Qtr 1,2022,Technology,1807.926
9,January,Qtr 1,2022,Technology,19.99
10,January,Qtr 1,2022,Technology,1809.64
11,January,Qtr 1,2022,Technology,
12,January,Qtr 1,2022,Technology,1417.436
13,January,Qtr 1,2022,Technology,
14,January,Qtr 1,2022,Technology,528.688
15,January,Qtr 1,2022,Technology,110.576
16,January,Qtr 1,2022,Technology,
19,January,Qtr 1,2022,Technology,429.6
20,January,Qtr 1,2022,Technology,520.752
21,January,Qtr 1,2022,Technology,1315.883
22,January,Qtr 1,2022,Technology,2999.95
23,January,Qtr 1,2022,Technology,182.336
24,January,Qtr 1,2022,Technology,110.352
26,January,Qtr 1,2022,Technology,2939.93
27,January,Qtr 1,2022,Technology,317.898
28,January,Qtr 1,2022,Technology,689.88
29,January,Qtr 1,2022,Technology,
30,January,Qtr 1,2022,Technology,2814.936
1,February,Qtr 1,2022,Technology,712.29
2,February,Qtr 1,2022,Technology,299.954
3,February,Qtr 1,2022,Technology,676.716
4,February,Qtr 1,2022,Technology,360
5,February,Qtr 1,2022,Technology,159.56
6,February,Qtr 1,2022,Technology,2.97
7,February,Qtr 1,2022,Technology,
9,February,Qtr 1,2022,Technology,3974.784
10,February,Qtr 1,2022,Technology,519.934
11,February,Qtr 1,2022,Technology,3109.11
12,February,Qtr 1,2022,Technology,3758.066
13,February,Qtr 1,2022,Technology,799.96
16,February,Qtr 1,2022,Technology,14.99
17,February,Qtr 1,2022,Technology,649.882
18,February,Qtr 1,2022,Technology,277.506
19,February,Qtr 1,2022,Technology,
20,February,Qtr 1,2022,Technology,581.536
21,February,Qtr 1,2022,Technology,47.904
23,February,Qtr 1,2022,Technology,71.96
24,February,Qtr 1,2022,Technology,1319.8
25,February,Qtr 1,2022,Technology,
26,February,Qtr 1,2022,Technology,1148.112
28,February,Qtr 1,2022,Technology,
1,March,Qtr 1,2022,Technology,
2,March,Qtr 1,2022,Technology,
3,March,Qtr 1,2022,Technology,1149.42
4,March,Qtr 1,2022,Technology,
5,March,Qtr 1,2022,Technology,
6,March,Qtr 1,2022,Technology,2043.262
7,March,Qtr 1,2022,Technology,5486.942
8,March,Qtr 1,2022,Technology,39.816
9,March,Qtr 1,2022,Technology,385.77
10,March,Qtr 1,2022,Technology,371.97
11,March,Qtr 1,2022,Technology,1605.386
12,March,Qtr 1,2022,Technology,364.07
13,March,Qtr 1,2022,Technology,1867.908
14,March,Qtr 1,2022,Technology,49.616
16,March,Qtr 1,2022,Technology,1309.776
17,March,Qtr 1,2022,Technology,248.36
18,March,Qtr 1,2022,Technology,565.36
19,March,Qtr 1,2022,Technology,957.004
20,March,Qtr 1,2022,Technology,503.93
21,March,Qtr 1,2022,Technology,
23,March,Qtr 1,2022,Technology,13999.96
24,March,Qtr 1,2022,Technology,495.99
25,March,Qtr 1,2022,Technology,1161.528
26,March,Qtr 1,2022,Technology,2717.13
27,March,Qtr 1,2022,Technology,246.092
28,March,Qtr 1,2022,Technology,532.72
29,March,Qtr 1,2022,Technology,
30,March,Qtr 1,2022,Technology,164.792
31,March,Qtr 1,2022,Technology,4434.41
2,April,Qtr 2,2022,Technology,
3,April,Qtr 2,2022,Technology,
4,April,Qtr 2,2022,Technology,544.08
5,April,Qtr 2,2022,Technology,183.96
6,April,Qtr 2,2022,Technology,71.984
8,April,Qtr 2,2022,Technology,
9,April,Qtr 2,2022,Technology,159.736
10,April,Qtr 2,2022,Technology,
11,April,Qtr 2,2022,Technology,9670.564
12,April,Qtr 2,2022,Technology,1447.718
13,April,Qtr 2,2022,Technology,
14,April,Qtr 2,2022,Technology,
15,April,Qtr 2,2022,Technology,
16,April,Qtr 2,2022,Technology,25.98
17,April,Qtr 2,2022,Technology,2824.875
20,April,Qtr 2,2022,Technology,122.382
21,April,Qtr 2,2022,Technology,59.516
22,April,Qtr 2,2022,Technology,
23,April,Qtr 2,2022,Technology,200.748
24,April,Qtr 2,2022,Technology,621.98
25,April,Qtr 2,2022,Technology,107.97
26,April,Qtr 2,2022,Technology,
27,April,Qtr 2,2022,Technology,
28,April,Qtr 2,2022,Technology,751.984
29,April,Qtr 2,2022,Technology,
30,April,Qtr 2,2022,Technology,679.956
2,May,Qtr 2,2022,Technology,371.2
3,May,Qtr 2,2022,Technology,299.97
5,May,Qtr 2,2022,Technology,
6,May,Qtr 2,2022,Technology,470.376
7,May,Qtr 2,2022,Technology,79.96
8,May,Qtr 2,2022,Technology,79.78
9,May,Qtr 2,2022,Technology,89.568
10,May,Qtr 2,2022,Technology,5520.506
11,May,Qtr 2,2022,Technology,1143.488
12,May,Qtr 2,2022,Technology,335.596
13,May,Qtr 2,2022,Technology,587.97
14,May,Qtr 2,2022,Technology,2037.862
15,May,Qtr 2,2022,Technology,40.712
16,May,Qtr 2,2022,Technology,
18,May,Qtr 2,2022,Technology,586.432
19,May,Qtr 2,2022,Technology,1186.032
20,May,Qtr 2,2022,Technology,1466.328
21,May,Qtr 2,2022,Technology,
22,May,Qtr 2,2022,Technology,68.46
23,May,Qtr 2,2022,Technology,
25,May,Qtr 2,2022,Technology,120
26,May,Qtr 2,2022,Technology,23.08
27,May,Qtr 2,2022,Technology,967.698
28,May,Qtr 2,2022,Technology,522.296
29,May,Qtr 2,2022,Technology,
30,May,Qtr 2,2022,Technology,192.152
1,June,Qtr 2,2022,Technology,
2,June,Qtr 2,2022,Technology,227.46
3,June,Qtr 2,2022,Technology,206.384
4,June,Qtr 2,2022,Technology,
5,June,Qtr 2,2022,Technology,1227.88
6,June,Qtr 2,2022,Technology,
7,June,Qtr 2,2022,Technology,
8,June,Qtr 2,2022,Technology,824.95
10,June,Qtr 2,2022,Technology,319.96
11,June,Qtr 2,2022,Technology,125.91
12,June,Qtr 2,2022,Technology,
13,June,Qtr 2,2022,Technology,47.984
15,June,Qtr 2,2022,Technology,2647.848
16,June,Qtr 2,2022,Technology,737.922
17,June,Qtr 2,2022,Technology,3505.84
18,June,Qtr 2,2022,Technology,
19,June,Qtr 2,2022,Technology,225.448
20,June,Qtr 2,2022,Technology,893.88
21,June,Qtr 2,2022,Technology,
22,June,Qtr 2,2022,Technology,
24,June,Qtr 2,2022,Technology,
25,June,Qtr 2,2022,Technology,148.48
26,June,Qtr 2,2022,Technology,2119.934
27,June,Qtr 2,2022,Technology,1287.45
29,June,Qtr 2,2022,Technology,62.31
30,June,Qtr 2,2022,Technology,1001.584
1,July,Qtr 3,2022,Technology,3059.982
3,July,Qtr 3,2022,Technology,49.08
4,July,Qtr 3,2022,Technology,837.16
5,July,Qtr 3,2022,Technology,499.934
7,July,Qtr 3,2022,Technology,1480.684
8,July,Qtr 3,2022,Technology,1187
9,July,Qtr 3,2022,Technology,989.216
10,July,Qtr 3,2022,Technology,1546.958
11,July,Qtr 3,2022,Technology,1629.164
12,July,Qtr 3,2022,Technology,554.36
13,July,Qtr 3,2022,Technology,39.594
