Date.Month,Date.Fiscal Quarter,Date.Fiscal Year,Product.Category,Product.Subcategory,Customer.Country-Region,Avg(Sales.Unit Price),Sum(Sales.Sales Amount),Sum(Bullet_Report.Total Sales)
2018 Dec,FY2019 Q2,FY2019,Clothing,Shorts,Australia,,,
2019 Jan,FY2019 Q3,FY2019,Clothing,Shorts,Australia,,,
2019 Feb,FY2019 Q3,FY2019,Clothing,Shorts,Australia,,,
2019 Mar,FY2019 Q3,FY2019,Clothing,Shorts,Australia,,,
2019 Apr,FY2019 Q4,FY2019,Clothing,Shorts,Australia,,,
2019 May,FY2019 Q4,FY2019,Clothing,Shorts,Australia,,,
2019 Jun,FY2019 Q4,FY2019,Clothing,Shorts,Australia,,,
2019 Jul,FY2020 Q1,FY2020,Clothing,Shorts,Australia,69.99,699.9,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Clothing,Shorts,Australia,69.99,909.87,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Clothing,Shorts,Australia,69.99,769.89,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Clothing,Shorts,Australia,69.99,1049.85,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Clothing,Shorts,Australia,69.99,1329.81,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Clothing,Shorts,Australia,69.99,979.86,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Clothing,Shorts,Australia,69.99,629.91,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Clothing,Shorts,Australia,69.99,1189.83,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Clothing,Shorts,Australia,69.99,1119.84,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Clothing,Shorts,Australia,69.99,559.92,933216056.6900003
2020 May,FY2020 Q4,FY2020,Clothing,Shorts,Australia,69.99,839.88,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Clothing,Shorts,Australia,69.99,699.9,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Clothing,Shorts,Canada,,,
2017 Aug,FY2018 Q1,FY2018,Clothing,Shorts,Canada,,,
2017 Sep,FY2018 Q1,FY2018,Clothing,Shorts,Canada,,,
2017 Oct,FY2018 Q2,FY2018,Clothing,Shorts,Canada,,,
2017 Nov,FY2018 Q2,FY2018,Clothing,Shorts,Canada,,,
2017 Dec,FY2018 Q2,FY2018,Clothing,Shorts,Canada,,,
2018 Jan,FY2018 Q3,FY2018,Clothing,Shorts,Canada,,,
2018 Feb,FY2018 Q3,FY2018,Clothing,Shorts,Canada,,,
2018 Mar,FY2018 Q3,FY2018,Clothing,Shorts,Canada,,,
2018 Apr,FY2018 Q4,FY2018,Clothing,Shorts,Canada,,,
2018 May,FY2018 Q4,FY2018,Clothing,Shorts,Canada,,,
2018 Jun,FY2018 Q4,FY2018,Clothing,Shorts,Canada,,,
2018 Jul,FY2019 Q1,FY2019,Clothing,Shorts,Canada,,,
2018 Aug,FY2019 Q1,FY2019,Clothing,Shorts,Canada,,,
2018 Sep,FY2019 Q1,FY2019,Clothing,Shorts,Canada,,,
2018 Oct,FY2019 Q2,FY2019,Clothing,Shorts,Canada,,,
2018 Nov,FY2019 Q2,FY2019,Clothing,Shorts,Canada,,,
2018 Dec,FY2019 Q2,FY2019,Clothing,Shorts,Canada,,,
2019 Jan,FY2019 Q3,FY2019,Clothing,Shorts,Canada,,,
2019 Feb,FY2019 Q3,FY2019,Clothing,Shorts,Canada,,,
2019 Mar,FY2019 Q3,FY2019,Clothing,Shorts,Canada,,,
2019 Apr,FY2019 Q4,FY2019,Clothing,Shorts,Canada,,,
2019 May,FY2019 Q4,FY2019,Clothing,Shorts,Canada,,,
2019 Jun,FY2019 Q4,FY2019,Clothing,Shorts,Canada,69.99,139.98,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Clothing,Shorts,Canada,69.99,1749.75,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Clothing,Shorts,Canada,69.99,979.86,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Clothing,Shorts,Canada,69.99,1539.78,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Clothing,Shorts,Canada,69.99,1259.82,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Clothing,Shorts,Canada,69.99,1259.82,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Clothing,Shorts,Canada,69.99,1399.8,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Clothing,Shorts,Canada,69.99,1329.81,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Clothing,Shorts,Canada,69.99,909.87,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Clothing,Shorts,Canada,69.99,1609.77,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Clothing,Shorts,Canada,69.99,1259.82,933216056.6900003
2020 May,FY2020 Q4,FY2020,Clothing,Shorts,Canada,69.99,1889.73,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Clothing,Shorts,Canada,69.99,979.86,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Clothing,Shorts,France,,,
2017 Aug,FY2018 Q1,FY2018,Clothing,Shorts,France,,,
2017 Sep,FY2018 Q1,FY2018,Clothing,Shorts,France,,,
2017 Oct,FY2018 Q2,FY2018,Clothing,Shorts,France,,,
2017 Nov,FY2018 Q2,FY2018,Clothing,Shorts,France,,,
2017 Dec,FY2018 Q2,FY2018,Clothing,Shorts,France,,,
2018 Jan,FY2018 Q3,FY2018,Clothing,Shorts,France,,,
2018 Feb,FY2018 Q3,FY2018,Clothing,Shorts,France,,,
2018 Mar,FY2018 Q3,FY2018,Clothing,Shorts,France,,,
2018 Apr,FY2018 Q4,FY2018,Clothing,Shorts,France,,,
2018 May,FY2018 Q4,FY2018,Clothing,Shorts,France,,,
2018 Jun,FY2018 Q4,FY2018,Clothing,Shorts,France,,,
2018 Jul,FY2019 Q1,FY2019,Clothing,Shorts,France,,,
2018 Aug,FY2019 Q1,FY2019,Clothing,Shorts,France,,,
2018 Sep,FY2019 Q1,FY2019,Clothing,Shorts,France,,,
2018 Oct,FY2019 Q2,FY2019,Clothing,Shorts,France,,,
2018 Nov,FY2019 Q2,FY2019,Clothing,Shorts,France,,,
2018 Dec,FY2019 Q2,FY2019,Clothing,Shorts,France,,,
2019 Jan,FY2019 Q3,FY2019,Clothing,Shorts,France,,,
2019 Feb,FY2019 Q3,FY2019,Clothing,Shorts,France,,,
2019 Mar,FY2019 Q3,FY2019,Clothing,Shorts,France,,,
2019 Apr,FY2019 Q4,FY2019,Clothing,Shorts,France,,,
2019 May,FY2019 Q4,FY2019,Clothing,Shorts,France,,,
2019 Jun,FY2019 Q4,FY2019,Clothing,Shorts,France,69.99,69.99,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Clothing,Shorts,France,69.99,699.9,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Clothing,Shorts,France,69.99,489.93,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Clothing,Shorts,France,69.99,349.95,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Clothing,Shorts,France,69.99,419.94,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Clothing,Shorts,France,69.99,349.95,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Clothing,Shorts,France,69.99,279.96,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Clothing,Shorts,France,69.99,209.97,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Clothing,Shorts,France,69.99,69.99,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Clothing,Shorts,France,69.99,139.98,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Clothing,Shorts,France,69.99,279.96,933216056.6900003
2020 May,FY2020 Q4,FY2020,Clothing,Shorts,France,69.99,139.98,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Clothing,Shorts,France,69.99,209.97,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Clothing,Shorts,Germany,,,
2017 Aug,FY2018 Q1,FY2018,Clothing,Shorts,Germany,,,
2017 Sep,FY2018 Q1,FY2018,Clothing,Shorts,Germany,,,
2017 Oct,FY2018 Q2,FY2018,Clothing,Shorts,Germany,,,
2017 Nov,FY2018 Q2,FY2018,Clothing,Shorts,Germany,,,
2017 Dec,FY2018 Q2,FY2018,Clothing,Shorts,Germany,,,
2018 Jan,FY2018 Q3,FY2018,Clothing,Shorts,Germany,,,
2018 Feb,FY2018 Q3,FY2018,Clothing,Shorts,Germany,,,
2018 Mar,FY2018 Q3,FY2018,Clothing,Shorts,Germany,,,
2018 Apr,FY2018 Q4,FY2018,Clothing,Shorts,Germany,,,
2018 May,FY2018 Q4,FY2018,Clothing,Shorts,Germany,,,
2018 Jun,FY2018 Q4,FY2018,Clothing,Shorts,Germany,,,
2018 Jul,FY2019 Q1,FY2019,Clothing,Shorts,Germany,,,
2018 Aug,FY2019 Q1,FY2019,Clothing,Shorts,Germany,,,
2018 Sep,FY2019 Q1,FY2019,Clothing,Shorts,Germany,,,
2018 Oct,FY2019 Q2,FY2019,Clothing,Shorts,Germany,,,
2018 Nov,FY2019 Q2,FY2019,Clothing,Shorts,Germany,,,
2018 Dec,FY2019 Q2,FY2019,Clothing,Shorts,Germany,,,
2019 Jan,FY2019 Q3,FY2019,Clothing,Shorts,Germany,,,
2019 Feb,FY2019 Q3,FY2019,Clothing,Shorts,Germany,,,
2019 Mar,FY2019 Q3,FY2019,Clothing,Shorts,Germany,,,
2019 Apr,FY2019 Q4,FY2019,Clothing,Shorts,Germany,,,
2019 May,FY2019 Q4,FY2019,Clothing,Shorts,Germany,,,
2019 Jun,FY2019 Q4,FY2019,Clothing,Shorts,Germany,,,
2019 Jul,FY2020 Q1,FY2020,Clothing,Shorts,Germany,,,
2019 Aug,FY2020 Q1,FY2020,Clothing,Shorts,Germany,69.99,209.97,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Clothing,Shorts,Germany,,,
2019 Oct,FY2020 Q2,FY2020,Clothing,Shorts,Germany,,,
2019 Nov,FY2020 Q2,FY2020,Clothing,Shorts,Germany,,,
2019 Dec,FY2020 Q2,FY2020,Clothing,Shorts,Germany,,,
2020 Jan,FY2020 Q3,FY2020,Clothing,Shorts,Germany,69.99,69.99,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Clothing,Shorts,Germany,69.99,69.99,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Clothing,Shorts,Germany,,,
2020 Apr,FY2020 Q4,FY2020,Clothing,Shorts,Germany,,,
2020 May,FY2020 Q4,FY2020,Clothing,Shorts,Germany,69.99,139.98,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Clothing,Shorts,Germany,69.99,139.98,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Clothing,Shorts,United Kingdom,,,
2017 Aug,FY2018 Q1,FY2018,Clothing,Shorts,United Kingdom,,,
2017 Sep,FY2018 Q1,FY2018,Clothing,Shorts,United Kingdom,,,
2017 Oct,FY2018 Q2,FY2018,Clothing,Shorts,United Kingdom,,,
2017 Nov,FY2018 Q2,FY2018,Clothing,Shorts,United Kingdom,,,
2017 Dec,FY2018 Q2,FY2018,Clothing,Shorts,United Kingdom,,,
2018 Jan,FY2018 Q3,FY2018,Clothing,Shorts,United Kingdom,,,
2018 Feb,FY2018 Q3,FY2018,Clothing,Shorts,United Kingdom,,,
2018 Mar,FY2018 Q3,FY2018,Clothing,Shorts,United Kingdom,,,
2018 Apr,FY2018 Q4,FY2018,Clothing,Shorts,United Kingdom,,,
2018 May,FY2018 Q4,FY2018,Clothing,Shorts,United Kingdom,,,
2018 Jun,FY2018 Q4,FY2018,Clothing,Shorts,United Kingdom,,,
2018 Jul,FY2019 Q1,FY2019,Clothing,Shorts,United Kingdom,,,
2018 Aug,FY2019 Q1,FY2019,Clothing,Shorts,United Kingdom,,,
2018 Sep,FY2019 Q1,FY2019,Clothing,Shorts,United Kingdom,,,
2018 Oct,FY2019 Q2,FY2019,Clothing,Shorts,United Kingdom,,,
2018 Nov,FY2019 Q2,FY2019,Clothing,Shorts,United Kingdom,,,
2018 Dec,FY2019 Q2,FY2019,Clothing,Shorts,United Kingdom,,,
2019 Jan,FY2019 Q3,FY2019,Clothing,Shorts,United Kingdom,,,
2019 Feb,FY2019 Q3,FY2019,Clothing,Shorts,United Kingdom,,,
2019 Mar,FY2019 Q3,FY2019,Clothing,Shorts,United Kingdom,,,
2019 Apr,FY2019 Q4,FY2019,Clothing,Shorts,United Kingdom,,,
2019 May,FY2019 Q4,FY2019,Clothing,Shorts,United Kingdom,,,
2019 Jun,FY2019 Q4,FY2019,Clothing,Shorts,United Kingdom,,,
2019 Jul,FY2020 Q1,FY2020,Clothing,Shorts,United Kingdom,69.99,139.98,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Clothing,Shorts,United Kingdom,69.99,489.93,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Clothing,Shorts,United Kingdom,69.99,279.96,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Clothing,Shorts,United Kingdom,69.99,349.95,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Clothing,Shorts,United Kingdom,69.99,349.95,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Clothing,Shorts,United Kingdom,69.99,419.94,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Clothing,Shorts,United Kingdom,69.99,279.96,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Clothing,Shorts,United Kingdom,69.99,209.97,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Clothing,Shorts,United Kingdom,69.99,139.98,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Clothing,Shorts,United Kingdom,69.99,349.95,933216056.6900003
2020 May,FY2020 Q4,FY2020,Clothing,Shorts,United Kingdom,69.99,279.96,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Clothing,Shorts,United Kingdom,69.99,139.98,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Clothing,Shorts,United States,,,
2017 Aug,FY2018 Q1,FY2018,Clothing,Shorts,United States,,,
2017 Sep,FY2018 Q1,FY2018,Clothing,Shorts,United States,,,
2017 Oct,FY2018 Q2,FY2018,Clothing,Shorts,United States,,,
2017 Nov,FY2018 Q2,FY2018,Clothing,Shorts,United States,,,
2017 Dec,FY2018 Q2,FY2018,Clothing,Shorts,United States,,,
2018 Jan,FY2018 Q3,FY2018,Clothing,Shorts,United States,,,
2018 Feb,FY2018 Q3,FY2018,Clothing,Shorts,United States,,,
2018 Mar,FY2018 Q3,FY2018,Clothing,Shorts,United States,,,
2018 Apr,FY2018 Q4,FY2018,Clothing,Shorts,United States,,,
2018 May,FY2018 Q4,FY2018,Clothing,Shorts,United States,,,
2018 Jun,FY2018 Q4,FY2018,Clothing,Shorts,United States,,,
2018 Jul,FY2019 Q1,FY2019,Clothing,Shorts,United States,,,
2018 Aug,FY2019 Q1,FY2019,Clothing,Shorts,United States,,,
2018 Sep,FY2019 Q1,FY2019,Clothing,Shorts,United States,,,
2018 Oct,FY2019 Q2,FY2019,Clothing,Shorts,United States,,,
2018 Nov,FY2019 Q2,FY2019,Clothing,Shorts,United States,,,
2018 Dec,FY2019 Q2,FY2019,Clothing,Shorts,United States,,,
2019 Jan,FY2019 Q3,FY2019,Clothing,Shorts,United States,,,
2019 Feb,FY2019 Q3,FY2019,Clothing,Shorts,United States,,,
2019 Mar,FY2019 Q3,FY2019,Clothing,Shorts,United States,,,
2019 Apr,FY2019 Q4,FY2019,Clothing,Shorts,United States,,,
2019 May,FY2019 Q4,FY2019,Clothing,Shorts,United States,,,
2019 Jun,FY2019 Q4,FY2019,Clothing,Shorts,United States,69.99,139.98,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Clothing,Shorts,United States,69.99,2309.67,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Clothing,Shorts,United States,69.99,3779.46,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Clothing,Shorts,United States,69.99,2869.59,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Clothing,Shorts,United States,69.99,2379.66,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Clothing,Shorts,United States,69.99,3079.56,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Clothing,Shorts,United States,69.99,2449.65,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Clothing,Shorts,United States,69.99,3429.51,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Clothing,Shorts,United States,69.99,3009.57,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Clothing,Shorts,United States,69.99,3919.44,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Clothing,Shorts,United States,69.99,3219.54,933216056.6900003
2020 May,FY2020 Q4,FY2020,Clothing,Shorts,United States,69.99,3919.44,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Clothing,Shorts,United States,69.99,1959.72,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Clothing,Socks,[Not Applicable],5.7,245.1,933216056.6900003
2017 Aug,FY2018 Q1,FY2018,Clothing,Socks,[Not Applicable],5.643,785.3888,933216056.6900003
2017 Sep,FY2018 Q1,FY2018,Clothing,Socks,[Not Applicable],5.6312,1003.3093,933216056.6900003
2017 Oct,FY2018 Q2,FY2018,Clothing,Socks,[Not Applicable],,,
2017 Nov,FY2018 Q2,FY2018,Clothing,Socks,[Not Applicable],5.6667,1400.092,933216056.6900003
2017 Dec,FY2018 Q2,FY2018,Clothing,Socks,[Not Applicable],,,
2018 Jan,FY2018 Q3,FY2018,Clothing,Socks,[Not Applicable],5.7,256.5,933216056.6900003
2018 Feb,FY2018 Q3,FY2018,Clothing,Socks,[Not Applicable],5.6763,1009.3057,933216056.6900003
2018 Mar,FY2018 Q3,FY2018,Clothing,Socks,[Not Applicable],,,
2018 Apr,FY2018 Q4,FY2018,Clothing,Socks,[Not Applicable],5.6488,461.9451,933216056.6900003
2018 May,FY2018 Q4,FY2018,Clothing,Socks,[Not Applicable],5.6852,836.0475,933216056.6900003
2018 Jun,FY2018 Q4,FY2018,Clothing,Socks,[Not Applicable],5.65,575.7,933216056.6900003
2018 Jul,FY2019 Q1,FY2019,Clothing,Socks,[Not Applicable],,,
2018 Aug,FY2019 Q1,FY2019,Clothing,Socks,[Not Applicable],,,
2018 Sep,FY2019 Q1,FY2019,Clothing,Socks,[Not Applicable],,,
2018 Oct,FY2019 Q2,FY2019,Clothing,Socks,[Not Applicable],,,
2018 Nov,FY2019 Q2,FY2019,Clothing,Socks,[Not Applicable],,,
2018 Dec,FY2019 Q2,FY2019,Clothing,Socks,[Not Applicable],,,
2019 Jan,FY2019 Q3,FY2019,Clothing,Socks,[Not Applicable],,,
2019 Feb,FY2019 Q3,FY2019,Clothing,Socks,[Not Applicable],,,
2019 Mar,FY2019 Q3,FY2019,Clothing,Socks,[Not Applicable],,,
2019 Apr,FY2019 Q4,FY2019,Clothing,Socks,[Not Applicable],,,
2019 May,FY2019 Q4,FY2019,Clothing,Socks,[Not Applicable],,,
2019 Jun,FY2019 Q4,FY2019,Clothing,Socks,[Not Applicable],,,
2019 Jul,FY2020 Q1,FY2020,Clothing,Socks,[Not Applicable],5.3588,1393.5561,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Clothing,Socks,[Not Applicable],5.3462,2704.2243,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Clothing,Socks,[Not Applicable],5.3429,1902.2337,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Clothing,Socks,[Not Applicable],5.3598,1177.5174,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Clothing,Socks,[Not Applicable],5.3631,2007.4429,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Clothing,Socks,[Not Applicable],5.364,1608.7812,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Clothing,Socks,[Not Applicable],5.3816,672.5419,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Clothing,Socks,[Not Applicable],5.391,1232.1011,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Clothing,Socks,[Not Applicable],5.3771,989.6031,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Clothing,Socks,[Not Applicable],5.3341,869.5641,933216056.6900003
2020 May,FY2020 Q4,FY2020,Clothing,Socks,[Not Applicable],5.3561,1943.0833,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Clothing,Socks,[Not Applicable],5.3635,1564.7706,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Clothing,Socks,Australia,,,
2017 Aug,FY2018 Q1,FY2018,Clothing,Socks,Australia,,,
2017 Sep,FY2018 Q1,FY2018,Clothing,Socks,Australia,,,
2017 Oct,FY2018 Q2,FY2018,Clothing,Socks,Australia,,,
2017 Nov,FY2018 Q2,FY2018,Clothing,Socks,Australia,,,
2017 Dec,FY2018 Q2,FY2018,Clothing,Socks,Australia,,,
2018 Jan,FY2018 Q3,FY2018,Clothing,Socks,Australia,,,
2018 Feb,FY2018 Q3,FY2018,Clothing,Socks,Australia,,,
2018 Mar,FY2018 Q3,FY2018,Clothing,Socks,Australia,,,
2018 Apr,FY2018 Q4,FY2018,Clothing,Socks,Australia,,,
2018 May,FY2018 Q4,FY2018,Clothing,Socks,Australia,,,
2018 Jun,FY2018 Q4,FY2018,Clothing,Socks,Australia,,,
2018 Jul,FY2019 Q1,FY2019,Clothing,Socks,Australia,,,
2018 Aug,FY2019 Q1,FY2019,Clothing,Socks,Australia,,,
2018 Sep,FY2019 Q1,FY2019,Clothing,Socks,Australia,,,
2018 Oct,FY2019 Q2,FY2019,Clothing,Socks,Australia,,,
2018 Nov,FY2019 Q2,FY2019,Clothing,Socks,Australia,,,
2018 Dec,FY2019 Q2,FY2019,Clothing,Socks,Australia,,,
2019 Jan,FY2019 Q3,FY2019,Clothing,Socks,Australia,,,
2019 Feb,FY2019 Q3,FY2019,Clothing,Socks,Australia,,,
2019 Mar,FY2019 Q3,FY2019,Clothing,Socks,Australia,,,
2019 Apr,FY2019 Q4,FY2019,Clothing,Socks,Australia,,,
2019 May,FY2019 Q4,FY2019,Clothing,Socks,Australia,,,
2019 Jun,FY2019 Q4,FY2019,Clothing,Socks,Australia,8.99,17.98,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Clothing,Socks,Australia,8.99,53.94,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Clothing,Socks,Australia,8.99,89.9,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Clothing,Socks,Australia,8.99,125.86,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Clothing,Socks,Australia,8.99,80.91,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Clothing,Socks,Australia,8.99,116.87,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Clothing,Socks,Australia,8.99,89.9,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Clothing,Socks,Australia,8.99,98.89,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Clothing,Socks,Australia,8.99,35.96,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Clothing,Socks,Australia,8.99,80.91,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Clothing,Socks,Australia,8.99,98.89,933216056.6900003
2020 May,FY2020 Q4,FY2020,Clothing,Socks,Australia,8.99,71.92,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Clothing,Socks,Australia,8.99,44.95,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Clothing,Socks,Canada,,,
2017 Aug,FY2018 Q1,FY2018,Clothing,Socks,Canada,,,
2017 Sep,FY2018 Q1,FY2018,Clothing,Socks,Canada,,,
2017 Oct,FY2018 Q2,FY2018,Clothing,Socks,Canada,,,
2017 Nov,FY2018 Q2,FY2018,Clothing,Socks,Canada,,,
2017 Dec,FY2018 Q2,FY2018,Clothing,Socks,Canada,,,
2018 Jan,FY2018 Q3,FY2018,Clothing,Socks,Canada,,,
2018 Feb,FY2018 Q3,FY2018,Clothing,Socks,Canada,,,
2018 Mar,FY2018 Q3,FY2018,Clothing,Socks,Canada,,,
2018 Apr,FY2018 Q4,FY2018,Clothing,Socks,Canada,,,
2018 May,FY2018 Q4,FY2018,Clothing,Socks,Canada,,,
2018 Jun,FY2018 Q4,FY2018,Clothing,Socks,Canada,,,
2018 Jul,FY2019 Q1,FY2019,Clothing,Socks,Canada,,,
2018 Aug,FY2019 Q1,FY2019,Clothing,Socks,Canada,,,
2018 Sep,FY2019 Q1,FY2019,Clothing,Socks,Canada,,,
2018 Oct,FY2019 Q2,FY2019,Clothing,Socks,Canada,,,
2018 Nov,FY2019 Q2,FY2019,Clothing,Socks,Canada,,,
2018 Dec,FY2019 Q2,FY2019,Clothing,Socks,Canada,,,
2019 Jan,FY2019 Q3,FY2019,Clothing,Socks,Canada,,,
2019 Feb,FY2019 Q3,FY2019,Clothing,Socks,Canada,,,
2019 Mar,FY2019 Q3,FY2019,Clothing,Socks,Canada,,,
2019 Apr,FY2019 Q4,FY2019,Clothing,Socks,Canada,,,
2019 May,FY2019 Q4,FY2019,Clothing,Socks,Canada,,,
2019 Jun,FY2019 Q4,FY2019,Clothing,Socks,Canada,,,
2019 Jul,FY2020 Q1,FY2020,Clothing,Socks,Canada,8.99,71.92,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Clothing,Socks,Canada,8.99,107.88,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Clothing,Socks,Canada,8.99,44.95,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Clothing,Socks,Canada,8.99,80.91,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Clothing,Socks,Canada,8.99,44.95,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Clothing,Socks,Canada,8.99,107.88,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Clothing,Socks,Canada,8.99,44.95,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Clothing,Socks,Canada,8.99,71.92,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Clothing,Socks,Canada,8.99,44.95,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Clothing,Socks,Canada,8.99,44.95,933216056.6900003
2020 May,FY2020 Q4,FY2020,Clothing,Socks,Canada,8.99,62.93,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Clothing,Socks,Canada,8.99,71.92,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Clothing,Socks,France,,,
2017 Aug,FY2018 Q1,FY2018,Clothing,Socks,France,,,
2017 Sep,FY2018 Q1,FY2018,Clothing,Socks,France,,,
2017 Oct,FY2018 Q2,FY2018,Clothing,Socks,France,,,
2017 Nov,FY2018 Q2,FY2018,Clothing,Socks,France,,,
2017 Dec,FY2018 Q2,FY2018,Clothing,Socks,France,,,
2018 Jan,FY2018 Q3,FY2018,Clothing,Socks,France,,,
2018 Feb,FY2018 Q3,FY2018,Clothing,Socks,France,,,
2018 Mar,FY2018 Q3,FY2018,Clothing,Socks,France,,,
2018 Apr,FY2018 Q4,FY2018,Clothing,Socks,France,,,
2018 May,FY2018 Q4,FY2018,Clothing,Socks,France,,,
2018 Jun,FY2018 Q4,FY2018,Clothing,Socks,France,,,
2018 Jul,FY2019 Q1,FY2019,Clothing,Socks,France,,,
2018 Aug,FY2019 Q1,FY2019,Clothing,Socks,France,,,
2018 Sep,FY2019 Q1,FY2019,Clothing,Socks,France,,,
2018 Oct,FY2019 Q2,FY2019,Clothing,Socks,France,,,
2018 Nov,FY2019 Q2,FY2019,Clothing,Socks,France,,,
2018 Dec,FY2019 Q2,FY2019,Clothing,Socks,France,,,
2019 Jan,FY2019 Q3,FY2019,Clothing,Socks,France,,,
