Superstore 2023.Region,Superstore 2023.Category,Dates.Date,Sum(Superstore 2023.Sales)
Central,Technology,"Monday, November 08, 2021",263.96
East,Technology,"Monday, November 08, 2021",5193.78
South,Technology,"Monday, November 08, 2021",226.2
West,Technology,"Monday, November 08, 2021",491.87
Central,Technology,"Tuesday, November 09, 2021",
East,Technology,"Tuesday, November 09, 2021",3235.83
South,Technology,"Tuesday, November 09, 2021",
West,Technology,"Tuesday, November 09, 2021",
Central,Technology,"Wednesday, November 10, 2021",549.99
East,Technology,"Wednesday, November 10, 2021",
South,Technology,"Wednesday, November 10, 2021",
West,Technology,"Wednesday, November 10, 2021",79.9
Central,Technology,"Friday, November 12, 2021",
East,Technology,"Friday, November 12, 2021",
South,Technology,"Friday, November 12, 2021",100.792
West,Technology,"Friday, November 12, 2021",
Central,Technology,"Saturday, November 13, 2021",50.97
East,Technology,"Saturday, November 13, 2021",467.95
South,Technology,"Saturday, November 13, 2021",111.96
West,Technology,"Saturday, November 13, 2021",578.856
Central,Technology,"Sunday, November 14, 2021",
East,Technology,"Sunday, November 14, 2021",145.484
South,Technology,"Sunday, November 14, 2021",
West,Technology,"Sunday, November 14, 2021",251.144
Central,Technology,"Tuesday, November 16, 2021",1239.936
East,Technology,"Tuesday, November 16, 2021",
South,Technology,"Tuesday, November 16, 2021",
West,Technology,"Tuesday, November 16, 2021",304.776
Central,Technology,"Wednesday, November 17, 2021",
East,Technology,"Wednesday, November 17, 2021",
South,Technology,"Wednesday, November 17, 2021",
West,Technology,"Wednesday, November 17, 2021",415.968
Central,Technology,"Friday, November 19, 2021",
East,Technology,"Friday, November 19, 2021",861.76
South,Technology,"Friday, November 19, 2021",
West,Technology,"Friday, November 19, 2021",
Central,Technology,"Saturday, November 20, 2021",479.988
East,Technology,"Saturday, November 20, 2021",
South,Technology,"Saturday, November 20, 2021",
West,Technology,"Saturday, November 20, 2021",86.724
Central,Technology,"Sunday, November 21, 2021",917.432
East,Technology,"Sunday, November 21, 2021",110.97
South,Technology,"Sunday, November 21, 2021",
West,Technology,"Sunday, November 21, 2021",23.344
Central,Technology,"Monday, November 22, 2021",27.168
East,Technology,"Monday, November 22, 2021",
South,Technology,"Monday, November 22, 2021",32.985
West,Technology,"Monday, November 22, 2021",
Central,Technology,"Tuesday, November 23, 2021",
East,Technology,"Tuesday, November 23, 2021",307.98
South,Technology,"Tuesday, November 23, 2021",
West,Technology,"Tuesday, November 23, 2021",
Central,Technology,"Wednesday, November 24, 2021",
East,Technology,"Wednesday, November 24, 2021",
South,Technology,"Wednesday, November 24, 2021",
West,Technology,"Wednesday, November 24, 2021",13.98
Central,Technology,"Friday, November 26, 2021",599.99
East,Technology,"Friday, November 26, 2021",
South,Technology,"Friday, November 26, 2021",
West,Technology,"Friday, November 26, 2021",
Central,Technology,"Saturday, November 27, 2021",
East,Technology,"Saturday, November 27, 2021",1197.672
South,Technology,"Saturday, November 27, 2021",83.976
West,Technology,"Saturday, November 27, 2021",107.97
Central,Technology,"Sunday, November 28, 2021",647.904
East,Technology,"Sunday, November 28, 2021",
South,Technology,"Sunday, November 28, 2021",
West,Technology,"Sunday, November 28, 2021",
Central,Technology,"Monday, November 29, 2021",21.48
East,Technology,"Monday, November 29, 2021",
South,Technology,"Monday, November 29, 2021",
West,Technology,"Monday, November 29, 2021",
Central,Technology,"Tuesday, November 30, 2021",
East,Technology,"Tuesday, November 30, 2021",94.92
South,Technology,"Tuesday, November 30, 2021",177.48
West,Technology,"Tuesday, November 30, 2021",
Central,Technology,"Friday, December 03, 2021",
East,Technology,"Friday, December 03, 2021",519.124
South,Technology,"Friday, December 03, 2021",105.584
West,Technology,"Friday, December 03, 2021",
Central,Technology,"Saturday, December 04, 2021",
East,Technology,"Saturday, December 04, 2021",1839.71
South,Technology,"Saturday, December 04, 2021",
West,Technology,"Saturday, December 04, 2021",110.352
Central,Technology,"Sunday, December 05, 2021",
East,Technology,"Sunday, December 05, 2021",47.984
South,Technology,"Sunday, December 05, 2021",
West,Technology,"Sunday, December 05, 2021",39
Central,Technology,"Monday, December 06, 2021",999.98
East,Technology,"Monday, December 06, 2021",2105.85
South,Technology,"Monday, December 06, 2021",173.94
West,Technology,"Monday, December 06, 2021",219.184
Central,Technology,"Tuesday, December 07, 2021",
East,Technology,"Tuesday, December 07, 2021",773.94
South,Technology,"Tuesday, December 07, 2021",
West,Technology,"Tuesday, December 07, 2021",
Central,Technology,"Wednesday, December 08, 2021",1838.36
East,Technology,"Wednesday, December 08, 2021",
South,Technology,"Wednesday, December 08, 2021",
West,Technology,"Wednesday, December 08, 2021",236
Central,Technology,"Friday, December 10, 2021",
East,Technology,"Friday, December 10, 2021",960.462
South,Technology,"Friday, December 10, 2021",101.94
West,Technology,"Friday, December 10, 2021",
Central,Technology,"Saturday, December 11, 2021",461.204
East,Technology,"Saturday, December 11, 2021",
South,Technology,"Saturday, December 11, 2021",
West,Technology,"Saturday, December 11, 2021",58.08
Central,Technology,"Sunday, December 12, 2021",22.368
East,Technology,"Sunday, December 12, 2021",
South,Technology,"Sunday, December 12, 2021",
West,Technology,"Sunday, December 12, 2021",299.94
Central,Technology,"Monday, December 13, 2021",
East,Technology,"Monday, December 13, 2021",
South,Technology,"Monday, December 13, 2021",
West,Technology,"Monday, December 13, 2021",779.466
Central,Technology,"Tuesday, December 14, 2021",
East,Technology,"Tuesday, December 14, 2021",
South,Technology,"Tuesday, December 14, 2021",
West,Technology,"Tuesday, December 14, 2021",369.968
Central,Technology,"Wednesday, December 15, 2021",
East,Technology,"Wednesday, December 15, 2021",3927.342
South,Technology,"Wednesday, December 15, 2021",246.168
West,Technology,"Wednesday, December 15, 2021",899.91
Central,Technology,"Friday, December 17, 2021",
East,Technology,"Friday, December 17, 2021",
South,Technology,"Friday, December 17, 2021",
West,Technology,"Friday, December 17, 2021",135.984
Central,Technology,"Saturday, December 18, 2021",
East,Technology,"Saturday, December 18, 2021",166.24
South,Technology,"Saturday, December 18, 2021",
West,Technology,"Saturday, December 18, 2021",
Central,Technology,"Sunday, December 19, 2021",183.864
East,Technology,"Sunday, December 19, 2021",2249.91
South,Technology,"Sunday, December 19, 2021",
West,Technology,"Sunday, December 19, 2021",1941.81
Central,Technology,"Monday, December 20, 2021",516.752
East,Technology,"Monday, December 20, 2021",
South,Technology,"Monday, December 20, 2021",
West,Technology,"Monday, December 20, 2021",
Central,Technology,"Tuesday, December 21, 2021",1237.97
East,Technology,"Tuesday, December 21, 2021",
South,Technology,"Tuesday, December 21, 2021",98.856
West,Technology,"Tuesday, December 21, 2021",99.6
Central,Technology,"Friday, December 24, 2021",4899.93
East,Technology,"Friday, December 24, 2021",479.988
South,Technology,"Friday, December 24, 2021",
West,Technology,"Friday, December 24, 2021",111.984
Central,Technology,"Saturday, December 25, 2021",73.98
East,Technology,"Saturday, December 25, 2021",843.9
South,Technology,"Saturday, December 25, 2021",
West,Technology,"Saturday, December 25, 2021",1199.96
Central,Technology,"Monday, December 27, 2021",611.068
East,Technology,"Monday, December 27, 2021",
South,Technology,"Monday, December 27, 2021",77.472
West,Technology,"Monday, December 27, 2021",676.08
Central,Technology,"Tuesday, December 28, 2021",
East,Technology,"Tuesday, December 28, 2021",54.384
South,Technology,"Tuesday, December 28, 2021",
West,Technology,"Tuesday, December 28, 2021",
Central,Technology,"Thursday, December 30, 2021",
East,Technology,"Thursday, December 30, 2021",
South,Technology,"Thursday, December 30, 2021",
West,Technology,"Thursday, December 30, 2021",2836.44
Central,Technology,"Sunday, January 02, 2022",
East,Technology,"Sunday, January 02, 2022",231.98
South,Technology,"Sunday, January 02, 2022",
West,Technology,"Sunday, January 02, 2022",
Central,Technology,"Monday, January 03, 2022",376.64
East,Technology,"Monday, January 03, 2022",
South,Technology,"Monday, January 03, 2022",
West,Technology,"Monday, January 03, 2022",
Central,Technology,"Tuesday, January 04, 2022",
East,Technology,"Tuesday, January 04, 2022",
South,Technology,"Tuesday, January 04, 2022",959.968
West,Technology,"Tuesday, January 04, 2022",
Central,Technology,"Wednesday, January 05, 2022",
East,Technology,"Wednesday, January 05, 2022",
South,Technology,"Wednesday, January 05, 2022",250.656
West,Technology,"Wednesday, January 05, 2022",
Central,Technology,"Saturday, January 08, 2022",
East,Technology,"Saturday, January 08, 2022",
South,Technology,"Saturday, January 08, 2022",108.784
West,Technology,"Saturday, January 08, 2022",
Central,Technology,"Sunday, January 09, 2022",
East,Technology,"Sunday, January 09, 2022",
South,Technology,"Sunday, January 09, 2022",
West,Technology,"Sunday, January 09, 2022",727.878
Central,Technology,"Monday, January 10, 2022",
East,Technology,"Monday, January 10, 2022",
South,Technology,"Monday, January 10, 2022",
West,Technology,"Monday, January 10, 2022",69.98
Central,Technology,"Tuesday, January 11, 2022",
East,Technology,"Tuesday, January 11, 2022",15.588
South,Technology,"Tuesday, January 11, 2022",
West,Technology,"Tuesday, January 11, 2022",
Central,Technology,"Saturday, January 15, 2022",
East,Technology,"Saturday, January 15, 2022",254.97
South,Technology,"Saturday, January 15, 2022",
West,Technology,"Saturday, January 15, 2022",
Central,Technology,"Sunday, January 16, 2022",
East,Technology,"Sunday, January 16, 2022",
South,Technology,"Sunday, January 16, 2022",
West,Technology,"Sunday, January 16, 2022",90.57
Central,Technology,"Monday, January 17, 2022",
East,Technology,"Monday, January 17, 2022",401.96
South,Technology,"Monday, January 17, 2022",316
West,Technology,"Monday, January 17, 2022",
Central,Technology,"Saturday, January 22, 2022",
East,Technology,"Saturday, January 22, 2022",165.552
South,Technology,"Saturday, January 22, 2022",
West,Technology,"Saturday, January 22, 2022",
Central,Technology,"Sunday, January 23, 2022",
East,Technology,"Sunday, January 23, 2022",99.98
South,Technology,"Sunday, January 23, 2022",
West,Technology,"Sunday, January 23, 2022",
Central,Technology,"Sunday, January 30, 2022",1439.968
East,Technology,"Sunday, January 30, 2022",
South,Technology,"Sunday, January 30, 2022",
West,Technology,"Sunday, January 30, 2022",
Central,Technology,"Monday, January 31, 2022",
East,Technology,"Monday, January 31, 2022",
South,Technology,"Monday, January 31, 2022",
West,Technology,"Monday, January 31, 2022",109.592
Central,Technology,"Wednesday, February 02, 2022",
East,Technology,"Wednesday, February 02, 2022",
South,Technology,"Wednesday, February 02, 2022",8749.95
West,Technology,"Wednesday, February 02, 2022",
Central,Technology,"Friday, February 04, 2022",
East,Technology,"Friday, February 04, 2022",90.48
South,Technology,"Friday, February 04, 2022",
West,Technology,"Friday, February 04, 2022",
Central,Technology,"Saturday, February 05, 2022",
East,Technology,"Saturday, February 05, 2022",
South,Technology,"Saturday, February 05, 2022",589.68
West,Technology,"Saturday, February 05, 2022",159.968
Central,Technology,"Monday, February 07, 2022",
East,Technology,"Monday, February 07, 2022",
South,Technology,"Monday, February 07, 2022",100
West,Technology,"Monday, February 07, 2022",623.96
Central,Technology,"Tuesday, February 08, 2022",
East,Technology,"Tuesday, February 08, 2022",
South,Technology,"Tuesday, February 08, 2022",1127.976
West,Technology,"Tuesday, February 08, 2022",
Central,Technology,"Wednesday, February 09, 2022",
East,Technology,"Wednesday, February 09, 2022",
South,Technology,"Wednesday, February 09, 2022",
West,Technology,"Wednesday, February 09, 2022",121.83
Central,Technology,"Friday, February 11, 2022",69.93
East,Technology,"Friday, February 11, 2022",
South,Technology,"Friday, February 11, 2022",
West,Technology,"Friday, February 11, 2022",
Central,Technology,"Wednesday, February 16, 2022",
East,Technology,"Wednesday, February 16, 2022",89.97
South,Technology,"Wednesday, February 16, 2022",
West,Technology,"Wednesday, February 16, 2022",
Central,Technology,"Monday, February 21, 2022",
East,Technology,"Monday, February 21, 2022",39.98
South,Technology,"Monday, February 21, 2022",
West,Technology,"Monday, February 21, 2022",12.99
Central,Technology,"Tuesday, February 22, 2022",
East,Technology,"Tuesday, February 22, 2022",
South,Technology,"Tuesday, February 22, 2022",
West,Technology,"Tuesday, February 22, 2022",482.2
Central,Technology,"Tuesday, March 01, 2022",
East,Technology,"Tuesday, March 01, 2022",4899.93
South,Technology,"Tuesday, March 01, 2022",
West,Technology,"Tuesday, March 01, 2022",159.984
Central,Technology,"Thursday, March 03, 2022",896.456
East,Technology,"Thursday, March 03, 2022",479.95
South,Technology,"Thursday, March 03, 2022",
West,Technology,"Thursday, March 03, 2022",
Central,Technology,"Friday, March 04, 2022",
East,Technology,"Friday, March 04, 2022",159.98
South,Technology,"Friday, March 04, 2022",
West,Technology,"Friday, March 04, 2022",
Central,Technology,"Sunday, March 06, 2022",
East,Technology,"Sunday, March 06, 2022",500.178
South,Technology,"Sunday, March 06, 2022",
West,Technology,"Sunday, March 06, 2022",
Central,Technology,"Monday, March 07, 2022",21.072
East,Technology,"Monday, March 07, 2022",
South,Technology,"Monday, March 07, 2022",
West,Technology,"Monday, March 07, 2022",
Central,Technology,"Tuesday, March 08, 2022",27.96
East,Technology,"Tuesday, March 08, 2022",108.576
South,Technology,"Tuesday, March 08, 2022",1363.96
West,Technology,"Tuesday, March 08, 2022",
Central,Technology,"Wednesday, March 09, 2022",
East,Technology,"Wednesday, March 09, 2022",199.75
South,Technology,"Wednesday, March 09, 2022",
West,Technology,"Wednesday, March 09, 2022",
Central,Technology,"Thursday, March 10, 2022",
East,Technology,"Thursday, March 10, 2022",39.992
South,Technology,"Thursday, March 10, 2022",
West,Technology,"Thursday, March 10, 2022",7543.362
Central,Technology,"Friday, March 11, 2022",45.98
East,Technology,"Friday, March 11, 2022",
South,Technology,"Friday, March 11, 2022",
West,Technology,"Friday, March 11, 2022",
Central,Technology,"Sunday, March 13, 2022",
East,Technology,"Sunday, March 13, 2022",1368.97
South,Technology,"Sunday, March 13, 2022",
West,Technology,"Sunday, March 13, 2022",203.184
Central,Technology,"Tuesday, March 15, 2022",
East,Technology,"Tuesday, March 15, 2022",83.976
South,Technology,"Tuesday, March 15, 2022",
West,Technology,"Tuesday, March 15, 2022",
Central,Technology,"Thursday, March 17, 2022",
East,Technology,"Thursday, March 17, 2022",129.98
South,Technology,"Thursday, March 17, 2022",
West,Technology,"Thursday, March 17, 2022",84.784
Central,Technology,"Sunday, March 20, 2022",11.992
East,Technology,"Sunday, March 20, 2022",
South,Technology,"Sunday, March 20, 2022",
West,Technology,"Sunday, March 20, 2022",84.784
Central,Technology,"Tuesday, March 22, 2022",
East,Technology,"Tuesday, March 22, 2022",
South,Technology,"Tuesday, March 22, 2022",
West,Technology,"Tuesday, March 22, 2022",58.58
Central,Technology,"Thursday, March 24, 2022",
East,Technology,"Thursday, March 24, 2022",
South,Technology,"Thursday, March 24, 2022",
West,Technology,"Thursday, March 24, 2022",403.168
Central,Technology,"Friday, March 25, 2022",1287.45
East,Technology,"Friday, March 25, 2022",
South,Technology,"Friday, March 25, 2022",
West,Technology,"Friday, March 25, 2022",
Central,Technology,"Saturday, March 26, 2022",
East,Technology,"Saturday, March 26, 2022",
South,Technology,"Saturday, March 26, 2022",119.976
West,Technology,"Saturday, March 26, 2022",
Central,Technology,"Tuesday, March 29, 2022",812.736
East,Technology,"Tuesday, March 29, 2022",158.376
South,Technology,"Tuesday, March 29, 2022",
West,Technology,"Tuesday, March 29, 2022",
Central,Technology,"Thursday, March 31, 2022",
East,Technology,"Thursday, March 31, 2022",312.766
South,Technology,"Thursday, March 31, 2022",
West,Technology,"Thursday, March 31, 2022",
Central,Technology,"Friday, April 01, 2022",12.99
East,Technology,"Friday, April 01, 2022",35.12
South,Technology,"Friday, April 01, 2022",
West,Technology,"Friday, April 01, 2022",
Central,Technology,"Sunday, April 03, 2022",259.96
East,Technology,"Sunday, April 03, 2022",
South,Technology,"Sunday, April 03, 2022",
West,Technology,"Sunday, April 03, 2022",
Central,Technology,"Monday, April 04, 2022",
East,Technology,"Monday, April 04, 2022",89.97
South,Technology,"Monday, April 04, 2022",149.97
West,Technology,"Monday, April 04, 2022",
Central,Technology,"Tuesday, April 05, 2022",
East,Technology,"Tuesday, April 05, 2022",118.782
South,Technology,"Tuesday, April 05, 2022",
West,Technology,"Tuesday, April 05, 2022",
Central,Technology,"Wednesday, April 06, 2022",
East,Technology,"Wednesday, April 06, 2022",1294.75
South,Technology,"Wednesday, April 06, 2022",
West,Technology,"Wednesday, April 06, 2022",
Central,Technology,"Thursday, April 07, 2022",
East,Technology,"Thursday, April 07, 2022",
South,Technology,"Thursday, April 07, 2022",
West,Technology,"Thursday, April 07, 2022",1199.976
Central,Technology,"Friday, April 08, 2022",431.928
East,Technology,"Friday, April 08, 2022",
South,Technology,"Friday, April 08, 2022",
West,Technology,"Friday, April 08, 2022",
Central,Technology,"Saturday, April 09, 2022",517.9
East,Technology,"Saturday, April 09, 2022",
South,Technology,"Saturday, April 09, 2022",
West,Technology,"Saturday, April 09, 2022",
Central,Technology,"Friday, April 15, 2022",
East,Technology,"Friday, April 15, 2022",
South,Technology,"Friday, April 15, 2022",700.704
West,Technology,"Friday, April 15, 2022",
Central,Technology,"Saturday, April 16, 2022",
East,Technology,"Saturday, April 16, 2022",9099.93
South,Technology,"Saturday, April 16, 2022",35.168
West,Technology,"Saturday, April 16, 2022",
Central,Technology,"Sunday, April 17, 2022",
East,Technology,"Sunday, April 17, 2022",
South,Technology,"Sunday, April 17, 2022",36.792
West,Technology,"Sunday, April 17, 2022",
Central,Technology,"Monday, April 18, 2022",
East,Technology,"Monday, April 18, 2022",
South,Technology,"Monday, April 18, 2022",29.56
West,Technology,"Monday, April 18, 2022",
Central,Technology,"Tuesday, April 19, 2022",
East,Technology,"Tuesday, April 19, 2022",25.98
South,Technology,"Tuesday, April 19, 2022",
West,Technology,"Tuesday, April 19, 2022",39.96
Central,Technology,"Saturday, April 23, 2022",
East,Technology,"Saturday, April 23, 2022",
South,Technology,"Saturday, April 23, 2022",
West,Technology,"Saturday, April 23, 2022",99.99
Central,Technology,"Sunday, April 24, 2022",258.696
East,Technology,"Sunday, April 24, 2022",
South,Technology,"Sunday, April 24, 2022",
West,Technology,"Sunday, April 24, 2022",
Central,Technology,"Monday, April 25, 2022",
East,Technology,"Monday, April 25, 2022",82.8
South,Technology,"Monday, April 25, 2022",
West,Technology,"Monday, April 25, 2022",
Central,Technology,"Thursday, April 28, 2022",369.576
East,Technology,"Thursday, April 28, 2022",
South,Technology,"Thursday, April 28, 2022",
West,Technology,"Thursday, April 28, 2022",
Central,Technology,"Tuesday, May 03, 2022",
East,Technology,"Tuesday, May 03, 2022",789.433
South,Technology,"Tuesday, May 03, 2022",
West,Technology,"Tuesday, May 03, 2022",
Central,Technology,"Thursday, May 05, 2022",
East,Technology,"Thursday, May 05, 2022",
South,Technology,"Thursday, May 05, 2022",177.48
West,Technology,"Thursday, May 05, 2022",246.168
Central,Technology,"Friday, May 06, 2022",26.176
East,Technology,"Friday, May 06, 2022",
South,Technology,"Friday, May 06, 2022",
West,Technology,"Friday, May 06, 2022",
Central,Technology,"Saturday, May 07, 2022",
East,Technology,"Saturday, May 07, 2022",4199.9
South,Technology,"Saturday, May 07, 2022",
West,Technology,"Saturday, May 07, 2022",
Central,Technology,"Sunday, May 08, 2022",
East,Technology,"Sunday, May 08, 2022",58.112
South,Technology,"Sunday, May 08, 2022",
West,Technology,"Sunday, May 08, 2022",
Central,Technology,"Monday, May 09, 2022",19.136
East,Technology,"Monday, May 09, 2022",
South,Technology,"Monday, May 09, 2022",
West,Technology,"Monday, May 09, 2022",93.98
Central,Technology,"Tuesday, May 10, 2022",
East,Technology,"Tuesday, May 10, 2022",743.988
South,Technology,"Tuesday, May 10, 2022",
West,Technology,"Tuesday, May 10, 2022",
Central,Technology,"Thursday, May 12, 2022",
East,Technology,"Thursday, May 12, 2022",631.96
South,Technology,"Thursday, May 12, 2022",
West,Technology,"Thursday, May 12, 2022",120
Central,Technology,"Saturday, May 14, 2022",
East,Technology,"Saturday, May 14, 2022",
South,Technology,"Saturday, May 14, 2022",43.6
West,Technology,"Saturday, May 14, 2022",185.528
Central,Technology,"Friday, May 20, 2022",
East,Technology,"Friday, May 20, 2022",
South,Technology,"Friday, May 20, 2022",1363.96
West,Technology,"Friday, May 20, 2022",
Central,Technology,"Saturday, May 21, 2022",
East,Technology,"Saturday, May 21, 2022",
South,Technology,"Saturday, May 21, 2022",
West,Technology,"Saturday, May 21, 2022",2517.836
Central,Technology,"Sunday, May 22, 2022",
East,Technology,"Sunday, May 22, 2022",698.08
South,Technology,"Sunday, May 22, 2022",
West,Technology,"Sunday, May 22, 2022",222.384
Central,Technology,"Monday, May 23, 2022",1979.928
East,Technology,"Monday, May 23, 2022",8522.358
South,Technology,"Monday, May 23, 2022",
West,Technology,"Monday, May 23, 2022",
Central,Technology,"Thursday, May 26, 2022",63.992
East,Technology,"Thursday, May 26, 2022",
South,Technology,"Thursday, May 26, 2022",47.92
West,Technology,"Thursday, May 26, 2022",583.144
Central,Technology,"Saturday, May 28, 2022",286.4
East,Technology,"Saturday, May 28, 2022",
South,Technology,"Saturday, May 28, 2022",
West,Technology,"Saturday, May 28, 2022",690
Central,Technology,"Sunday, May 29, 2022",
East,Technology,"Sunday, May 29, 2022",
South,Technology,"Sunday, May 29, 2022",979.95
West,Technology,"Sunday, May 29, 2022",
Central,Technology,"Monday, May 30, 2022",429.91
East,Technology,"Monday, May 30, 2022",839.988
South,Technology,"Monday, May 30, 2022",2091.68
West,Technology,"Monday, May 30, 2022",
Central,Technology,"Tuesday, May 31, 2022",
East,Technology,"Tuesday, May 31, 2022",179.7
South,Technology,"Tuesday, May 31, 2022",
West,Technology,"Tuesday, May 31, 2022",
Central,Technology,"Saturday, June 04, 2022",31.984
East,Technology,"Saturday, June 04, 2022",1349.85
South,Technology,"Saturday, June 04, 2022",
West,Technology,"Saturday, June 04, 2022",
Central,Technology,"Monday, June 06, 2022",328.224
East,Technology,"Monday, June 06, 2022",
South,Technology,"Monday, June 06, 2022",530.16
West,Technology,"Monday, June 06, 2022",3528.488
Central,Technology,"Thursday, June 09, 2022",
East,Technology,"Thursday, June 09, 2022",
South,Technology,"Thursday, June 09, 2022",695.7
West,Technology,"Thursday, June 09, 2022",177.48
Central,Technology,"Saturday, June 11, 2022",
East,Technology,"Saturday, June 11, 2022",239.97
South,Technology,"Saturday, June 11, 2022",
West,Technology,"Saturday, June 11, 2022",389.97
Central,Technology,"Sunday, June 12, 2022",1007.979
East,Technology,"Sunday, June 12, 2022",68.04
South,Technology,"Sunday, June 12, 2022",
West,Technology,"Sunday, June 12, 2022",
Central,Technology,"Monday, June 13, 2022",377.97
East,Technology,"Monday, June 13, 2022",
South,Technology,"Monday, June 13, 2022",
West,Technology,"Monday, June 13, 2022",
Central,Technology,"Tuesday, June 14, 2022",
East,Technology,"Tuesday, June 14, 2022",
South,Technology,"Tuesday, June 14, 2022",18.464
West,Technology,"Tuesday, June 14, 2022",29.29
Central,Technology,"Thursday, June 16, 2022",
East,Technology,"Thursday, June 16, 2022",
South,Technology,"Thursday, June 16, 2022",91.475
West,Technology,"Thursday, June 16, 2022",
Central,Technology,"Friday, June 17, 2022",
East,Technology,"Friday, June 17, 2022",596.97
South,Technology,"Friday, June 17, 2022",
West,Technology,"Friday, June 17, 2022",
Central,Technology,"Monday, June 20, 2022",102.868
East,Technology,"Monday, June 20, 2022",66.8
South,Technology,"Monday, June 20, 2022",
West,Technology,"Monday, June 20, 2022",
Central,Technology,"Thursday, June 23, 2022",
East,Technology,"Thursday, June 23, 2022",
South,Technology,"Thursday, June 23, 2022",
West,Technology,"Thursday, June 23, 2022",862.344
Central,Technology,"Friday, June 24, 2022",440.91
East,Technology,"Friday, June 24, 2022",
South,Technology,"Friday, June 24, 2022",
West,Technology,"Friday, June 24, 2022",4515.04
Central,Technology,"Sunday, June 26, 2022",13.616
East,Technology,"Sunday, June 26, 2022",160.93
South,Technology,"Sunday, June 26, 2022",135.95
West,Technology,"Sunday, June 26, 2022",
Central,Technology,"Monday, June 27, 2022",
East,Technology,"Monday, June 27, 2022",
South,Technology,"Monday, June 27, 2022",
West,Technology,"Monday, June 27, 2022",201.584
Central,Technology,"Tuesday, June 28, 2022",359.976
East,Technology,"Tuesday, June 28, 2022",
South,Technology,"Tuesday, June 28, 2022",
West,Technology,"Tuesday, June 28, 2022",
Central,Technology,"Thursday, June 30, 2022",50.12
East,Technology,"Thursday, June 30, 2022",
South,Technology,"Thursday, June 30, 2022",
West,Technology,"Thursday, June 30, 2022",
Central,Technology,"Friday, July 01, 2022",
East,Technology,"Friday, July 01, 2022",30.84
South,Technology,"Friday, July 01, 2022",
West,Technology,"Friday, July 01, 2022",1499.95
Central,Technology,"Monday, July 04, 2022",
East,Technology,"Monday, July 04, 2022",
South,Technology,"Monday, July 04, 2022",
West,Technology,"Monday, July 04, 2022",249.456
Central,Technology,"Thursday, July 07, 2022",
East,Technology,"Thursday, July 07, 2022",59.994
South,Technology,"Thursday, July 07, 2022",
West,Technology,"Thursday, July 07, 2022",2799.96
Central,Technology,"Friday, July 08, 2022",863.64
East,Technology,"Friday, July 08, 2022",
South,Technology,"Friday, July 08, 2022",823.96
West,Technology,"Friday, July 08, 2022",107.984
Central,Technology,"Sunday, July 10, 2022",
East,Technology,"Sunday, July 10, 2022",341.991
South,Technology,"Sunday, July 10, 2022",
West,Technology,"Sunday, July 10, 2022",
Central,Technology,"Tuesday, July 12, 2022",
East,Technology,"Tuesday, July 12, 2022",
South,Technology,"Tuesday, July 12, 2022",
West,Technology,"Tuesday, July 12, 2022",95.76
Central,Technology,"Thursday, July 14, 2022",419.944
East,Technology,"Thursday, July 14, 2022",
South,Technology,"Thursday, July 14, 2022",29
West,Technology,"Thursday, July 14, 2022",491.24
Central,Technology,"Saturday, July 16, 2022",
East,Technology,"Saturday, July 16, 2022",638.358
South,Technology,"Saturday, July 16, 2022",75.98
West,Technology,"Saturday, July 16, 2022",
Central,Technology,"Sunday, July 17, 2022",
East,Technology,"Sunday, July 17, 2022",597
South,Technology,"Sunday, July 17, 2022",
West,Technology,"Sunday, July 17, 2022",449.184
Central,Technology,"Monday, July 18, 2022",15.576
East,Technology,"Monday, July 18, 2022",
South,Technology,"Monday, July 18, 2022",
West,Technology,"Monday, July 18, 2022",55.992
Central,Technology,"Tuesday, July 19, 2022",
East,Technology,"Tuesday, July 19, 2022",
South,Technology,"Tuesday, July 19, 2022",
West,Technology,"Tuesday, July 19, 2022",425.954
Central,Technology,"Wednesday, July 20, 2022",
East,Technology,"Wednesday, July 20, 2022",89.95
South,Technology,"Wednesday, July 20, 2022",
West,Technology,"Wednesday, July 20, 2022",
Central,Technology,"Friday, July 22, 2022",109.95
East,Technology,"Friday, July 22, 2022",
South,Technology,"Friday, July 22, 2022",
West,Technology,"Friday, July 22, 2022",
Central,Technology,"Saturday, July 23, 2022",115.136
East,Technology,"Saturday, July 23, 2022",
South,Technology,"Saturday, July 23, 2022",265.475
West,Technology,"Saturday, July 23, 2022",
Central,Technology,"Monday, July 25, 2022",421.8
East,Technology,"Monday, July 25, 2022",1439.976
South,Technology,"Monday, July 25, 2022",
West,Technology,"Monday, July 25, 2022",
Central,Technology,"Sunday, July 31, 2022",754.95
East,Technology,"Sunday, July 31, 2022",
South,Technology,"Sunday, July 31, 2022",
West,Technology,"Sunday, July 31, 2022",
Central,Technology,"Monday, August 01, 2022",
East,Technology,"Monday, August 01, 2022",
South,Technology,"Monday, August 01, 2022",
West,Technology,"Monday, August 01, 2022",1039.728
Central,Technology,"Tuesday, August 02, 2022",
East,Technology,"Tuesday, August 02, 2022",
South,Technology,"Tuesday, August 02, 2022",
West,Technology,"Tuesday, August 02, 2022",333.576
Central,Technology,"Wednesday, August 03, 2022",167.28
East,Technology,"Wednesday, August 03, 2022",
South,Technology,"Wednesday, August 03, 2022",
West,Technology,"Wednesday, August 03, 2022",
Central,Technology,"Thursday, August 04, 2022",
East,Technology,"Thursday, August 04, 2022",
South,Technology,"Thursday, August 04, 2022",
