Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Segment,Orders.Region,Orders.City,Sum(Orders.Profit)
2017,Corporate,Central,Kenosha,
2014,Corporate,Central,La Crosse,
2015,Corporate,Central,La Crosse,
2016,Corporate,Central,La Crosse,243.6661
2017,Corporate,Central,La Crosse,
2014,Corporate,Central,La Porte,
2015,Corporate,Central,La Porte,
2016,Corporate,Central,La Porte,163.17199999999997
2017,Corporate,Central,La Porte,
2014,Corporate,Central,Lafayette,
2015,Corporate,Central,Lafayette,
2016,Corporate,Central,Lafayette,8768.595099999999
2017,Corporate,Central,Lafayette,
2014,Corporate,Central,Laredo,63.25080000000001
2015,Corporate,Central,Laredo,
2016,Corporate,Central,Laredo,
2017,Corporate,Central,Laredo,
2014,Corporate,Central,Lincoln Park,
2015,Corporate,Central,Lincoln Park,38.62830000000001
2016,Corporate,Central,Lincoln Park,29.7408
2017,Corporate,Central,Lincoln Park,
2014,Corporate,Central,Lubbock,
2015,Corporate,Central,Lubbock,
2016,Corporate,Central,Lubbock,
2017,Corporate,Central,Lubbock,3.3524000000000003
2014,Corporate,Central,Mansfield,
2015,Corporate,Central,Mansfield,
2016,Corporate,Central,Mansfield,
2017,Corporate,Central,Mansfield,14.5152
2014,Corporate,Central,Maple Grove,
2015,Corporate,Central,Maple Grove,
2016,Corporate,Central,Maple Grove,
2017,Corporate,Central,Maple Grove,331.191
2014,Corporate,Central,Marion,
2015,Corporate,Central,Marion,
2016,Corporate,Central,Marion,54.4448
2017,Corporate,Central,Marion,
2014,Corporate,Central,Mcallen,
2015,Corporate,Central,Mcallen,22.287199999999974
2016,Corporate,Central,Mcallen,
2017,Corporate,Central,Mcallen,-13.278500000000005
2014,Corporate,Central,Mesquite,-89.43440000000002
2015,Corporate,Central,Mesquite,
2016,Corporate,Central,Mesquite,
2017,Corporate,Central,Mesquite,1.8144
2014,Corporate,Central,Milwaukee,
2015,Corporate,Central,Milwaukee,24.883200000000002
2016,Corporate,Central,Milwaukee,644.4591
2017,Corporate,Central,Milwaukee,884.6608
2014,Corporate,Central,Minneapolis,16.7875
2015,Corporate,Central,Minneapolis,
2016,Corporate,Central,Minneapolis,6.0287999999999995
2017,Corporate,Central,Minneapolis,
2014,Corporate,Central,Missouri City,
2015,Corporate,Central,Missouri City,
2016,Corporate,Central,Missouri City,
2017,Corporate,Central,Missouri City,-9.555000000000001
2014,Corporate,Central,Naperville,
2015,Corporate,Central,Naperville,
2016,Corporate,Central,Naperville,
2017,Corporate,Central,Naperville,16.556399999999996
2014,Corporate,Central,Noblesville,
2015,Corporate,Central,Noblesville,
2016,Corporate,Central,Noblesville,241.1046
2017,Corporate,Central,Noblesville,
2014,Corporate,Central,Norman,
2015,Corporate,Central,Norman,
2016,Corporate,Central,Norman,24.913200000000003
2017,Corporate,Central,Norman,
2014,Corporate,Central,Oak Park,
2015,Corporate,Central,Oak Park,
2016,Corporate,Central,Oak Park,
2017,Corporate,Central,Oak Park,152.0428
2014,Corporate,Central,Odessa,
2015,Corporate,Central,Odessa,
2016,Corporate,Central,Odessa,-40.83380000000002
2017,Corporate,Central,Odessa,-19.1604
2014,Corporate,Central,Oklahoma City,
2015,Corporate,Central,Oklahoma City,
2016,Corporate,Central,Oklahoma City,37.2597
2017,Corporate,Central,Oklahoma City,
2014,Corporate,Central,Omaha,48.093499999999985
2015,Corporate,Central,Omaha,60.48759999999999
2016,Corporate,Central,Omaha,
2017,Corporate,Central,Omaha,
2014,Corporate,Central,Overland Park,
2015,Corporate,Central,Overland Park,
2016,Corporate,Central,Overland Park,85.29799999999999
2017,Corporate,Central,Overland Park,118.22380000000001
2014,Corporate,Central,Palatine,
2015,Corporate,Central,Palatine,
2016,Corporate,Central,Palatine,
2017,Corporate,Central,Palatine,23.262400000000003
2014,Corporate,Central,Pasadena,7.2576
2015,Corporate,Central,Pasadena,
2016,Corporate,Central,Pasadena,14.71800000000011
2017,Corporate,Central,Pasadena,-2.144000000000003
2014,Corporate,Central,Pearland,
2015,Corporate,Central,Pearland,
2016,Corporate,Central,Pearland,
2017,Corporate,Central,Pearland,-13.50420000000001
2014,Corporate,Central,Peoria,-20.5623
2015,Corporate,Central,Peoria,
2016,Corporate,Central,Peoria,
2017,Corporate,Central,Peoria,-9.72359999999999
2014,Corporate,Central,Plano,
2015,Corporate,Central,Plano,
2016,Corporate,Central,Plano,
2017,Corporate,Central,Plano,3.4495999999999993
2014,Corporate,Central,Port Arthur,1.8144
2015,Corporate,Central,Port Arthur,92.93280000000003
2016,Corporate,Central,Port Arthur,
2017,Corporate,Central,Port Arthur,
2014,Corporate,Central,Quincy,
2015,Corporate,Central,Quincy,
2016,Corporate,Central,Quincy,30.979999999999993
2017,Corporate,Central,Quincy,14.976999999999997
2014,Corporate,Central,Rapid City,44.7684
2015,Corporate,Central,Rapid City,
2016,Corporate,Central,Rapid City,
2017,Corporate,Central,Rapid City,
2014,Corporate,Central,Richardson,
2015,Corporate,Central,Richardson,
2016,Corporate,Central,Richardson,-24.489300000000128
2017,Corporate,Central,Richardson,
2014,Corporate,Central,Richmond,58.78959999999999
2015,Corporate,Central,Richmond,207.14699999999993
2016,Corporate,Central,Richmond,10.3408
2017,Corporate,Central,Richmond,83.28399999999999
2014,Corporate,Central,Rochester,
2015,Corporate,Central,Rochester,20.2716
2016,Corporate,Central,Rochester,
2017,Corporate,Central,Rochester,
2014,Corporate,Central,Rockford,
2015,Corporate,Central,Rockford,
2016,Corporate,Central,Rockford,-729.9138
2017,Corporate,Central,Rockford,55.390399999999985
2014,Corporate,Central,Roseville,
2015,Corporate,Central,Roseville,
2016,Corporate,Central,Roseville,31.519199999999998
2017,Corporate,Central,Roseville,23.183999999999997
2014,Corporate,Central,Round Rock,
2015,Corporate,Central,Round Rock,
2016,Corporate,Central,Round Rock,
2017,Corporate,Central,Round Rock,-427.45000000000005
2014,Corporate,Central,Saint Charles,
2015,Corporate,Central,Saint Charles,4.752
2016,Corporate,Central,Saint Charles,
2017,Corporate,Central,Saint Charles,
2014,Corporate,Central,Saint Cloud,
2015,Corporate,Central,Saint Cloud,
2016,Corporate,Central,Saint Cloud,
2017,Corporate,Central,Saint Cloud,469.6139999999999
2014,Corporate,Central,Saint Louis,12.441600000000001
2015,Corporate,Central,Saint Louis,15.776999999999996
2016,Corporate,Central,Saint Louis,
2017,Corporate,Central,Saint Louis,
2014,Corporate,Central,Saint Paul,
2015,Corporate,Central,Saint Paul,
2016,Corporate,Central,Saint Paul,24.8842
2017,Corporate,Central,Saint Paul,
2014,Corporate,Central,San Angelo,
2015,Corporate,Central,San Angelo,
2016,Corporate,Central,San Angelo,
2017,Corporate,Central,San Angelo,-8.72320000000002
2014,Corporate,Central,San Antonio,-426.7450000000001
2015,Corporate,Central,San Antonio,110.2040999999999
2016,Corporate,Central,San Antonio,2.097999999999981
2017,Corporate,Central,San Antonio,-52.2576
2014,Corporate,Central,San Marcos,-19.341300000000004
2015,Corporate,Central,San Marcos,
2016,Corporate,Central,San Marcos,
2017,Corporate,Central,San Marcos,
2014,Corporate,Central,Sioux Falls,3.988200000000001
2015,Corporate,Central,Sioux Falls,
2016,Corporate,Central,Sioux Falls,
2017,Corporate,Central,Sioux Falls,329.93360000000007
2014,Corporate,Central,Skokie,3.944999999999999
2015,Corporate,Central,Skokie,
2016,Corporate,Central,Skokie,
2017,Corporate,Central,Skokie,-15.520000000000003
2014,Corporate,Central,Springfield,
2015,Corporate,Central,Springfield,2581.1395999999995
2016,Corporate,Central,Springfield,56.49879999999999
2017,Corporate,Central,Springfield,206.65240000000009
2014,Corporate,Central,Taylor,2.853599999999999
2015,Corporate,Central,Taylor,8.799
2016,Corporate,Central,Taylor,
2017,Corporate,Central,Taylor,
2014,Corporate,Central,Tinley Park,
2015,Corporate,Central,Tinley Park,-8.915199999999999
2016,Corporate,Central,Tinley Park,
2017,Corporate,Central,Tinley Park,
2014,Corporate,Central,Trenton,
2015,Corporate,Central,Trenton,
2016,Corporate,Central,Trenton,
2017,Corporate,Central,Trenton,19.8144
2014,Corporate,Central,Tulsa,
2015,Corporate,Central,Tulsa,
2016,Corporate,Central,Tulsa,101.47890000000001
2017,Corporate,Central,Tulsa,
2014,Corporate,Central,Waco,
2015,Corporate,Central,Waco,
2016,Corporate,Central,Waco,
2017,Corporate,Central,Waco,-0.9452
2014,Corporate,Central,West Allis,
2015,Corporate,Central,West Allis,
2016,Corporate,Central,West Allis,28.370799999999996
2017,Corporate,Central,West Allis,
2014,Corporate,Central,Woodbury,
2015,Corporate,Central,Woodbury,35.473200000000006
2016,Corporate,Central,Woodbury,160.62299999999993
2017,Corporate,Central,Woodbury,
2014,Corporate,Central,Woodstock,
2015,Corporate,Central,Woodstock,
2016,Corporate,Central,Woodstock,-12.078400000000101
2017,Corporate,Central,Woodstock,
2014,Corporate,East,Akron,
2015,Corporate,East,Akron,
2016,Corporate,East,Akron,-56.75540000000001
2017,Corporate,East,Akron,19.416799999999895
2014,Corporate,East,Altoona,
2015,Corporate,East,Altoona,-1.1835000000000022
2016,Corporate,East,Altoona,
2017,Corporate,East,Altoona,
2014,Corporate,East,Atlantic City,
2015,Corporate,East,Atlantic City,
2016,Corporate,East,Atlantic City,11.68
2017,Corporate,East,Atlantic City,
2014,Corporate,East,Auburn,
2015,Corporate,East,Auburn,
2016,Corporate,East,Auburn,
2017,Corporate,East,Auburn,100.55910000000003
2014,Corporate,East,Baltimore,141.77280000000002
2015,Corporate,East,Baltimore,240.34189999999998
2016,Corporate,East,Baltimore,85.1816
2017,Corporate,East,Baltimore,208.89749999999998
2014,Corporate,East,Bangor,256.9266
2015,Corporate,East,Bangor,
2016,Corporate,East,Bangor,165.29379999999998
2017,Corporate,East,Bangor,
2014,Corporate,East,Belleville,
2015,Corporate,East,Belleville,
2016,Corporate,East,Belleville,98.2864000000001
2017,Corporate,East,Belleville,
2014,Corporate,East,Bethlehem,
2015,Corporate,East,Bethlehem,-12.552799999999996
2016,Corporate,East,Bethlehem,
2017,Corporate,East,Bethlehem,
2014,Corporate,East,Beverly,654.9193999999998
2015,Corporate,East,Beverly,
2016,Corporate,East,Beverly,
2017,Corporate,East,Beverly,
2014,Corporate,East,Bowling Green,
2015,Corporate,East,Bowling Green,
2016,Corporate,East,Bowling Green,
2017,Corporate,East,Bowling Green,78.6459999999999
2014,Corporate,East,Bridgeton,
2015,Corporate,East,Bridgeton,
2016,Corporate,East,Bridgeton,3.4415999999999993
2017,Corporate,East,Bridgeton,
2014,Corporate,East,Bristol,100.99640000000002
2015,Corporate,East,Bristol,85.67530000000001
2016,Corporate,East,Bristol,
2017,Corporate,East,Bristol,
2014,Corporate,East,Buffalo,39.97999999999999
2015,Corporate,East,Buffalo,169.18200000000004
2016,Corporate,East,Buffalo,
2017,Corporate,East,Buffalo,43.19799999999999
2014,Corporate,East,Burlington,
2015,Corporate,East,Burlington,1013.1270000000001
2016,Corporate,East,Burlington,452.44039999999995
2017,Corporate,East,Burlington,67.65989999999998
2014,Corporate,East,Chester,
2015,Corporate,East,Chester,
2016,Corporate,East,Chester,
2017,Corporate,East,Chester,-49.254599999999996
2014,Corporate,East,Cincinnati,
2015,Corporate,East,Cincinnati,
2016,Corporate,East,Cincinnati,68.93399999999991
2017,Corporate,East,Cincinnati,14.1494
2014,Corporate,East,Cleveland,
2015,Corporate,East,Cleveland,
2016,Corporate,East,Cleveland,
2017,Corporate,East,Cleveland,-55.76419999999999
2014,Corporate,East,Clinton,169.0512
2015,Corporate,East,Clinton,522.5904
2016,Corporate,East,Clinton,
2017,Corporate,East,Clinton,43.67520000000002
2014,Corporate,East,Columbia,
2015,Corporate,East,Columbia,
2016,Corporate,East,Columbia,47.3484
2017,Corporate,East,Columbia,1429.7697999999998
2014,Corporate,East,Columbus,-480.04159999999996
2015,Corporate,East,Columbus,-86.96250000000002
2016,Corporate,East,Columbus,-263.56850000000003
2017,Corporate,East,Columbus,-23.034399999999984
2014,Corporate,East,Concord,27.19559999999999
2015,Corporate,East,Concord,
2016,Corporate,East,Concord,
2017,Corporate,East,Concord,101.4504
2014,Corporate,East,Cranston,
2015,Corporate,East,Cranston,
2016,Corporate,East,Cranston,
2017,Corporate,East,Cranston,-43.00359999999995
2014,Corporate,East,Cuyahoga Falls,
2015,Corporate,East,Cuyahoga Falls,1.2527999999999997
2016,Corporate,East,Cuyahoga Falls,
2017,Corporate,East,Cuyahoga Falls,
2014,Corporate,East,Dover,81.39940000000001
2015,Corporate,East,Dover,16.146
2016,Corporate,East,Dover,99.98479999999999
2017,Corporate,East,Dover,
2014,Corporate,East,Dublin,
2015,Corporate,East,Dublin,
2016,Corporate,East,Dublin,
2017,Corporate,East,Dublin,-68.18449999999999
2014,Corporate,East,Elyria,
2015,Corporate,East,Elyria,
2016,Corporate,East,Elyria,
2017,Corporate,East,Elyria,-1.3983999999999996
2014,Corporate,East,Fairfield,59.65559999999999
2015,Corporate,East,Fairfield,122.2936
2016,Corporate,East,Fairfield,-26.328200000000027
2017,Corporate,East,Fairfield,94.47950000000002
2014,Corporate,East,Franklin,
2015,Corporate,East,Franklin,62.03799999999999
2016,Corporate,East,Franklin,20.485
2017,Corporate,East,Franklin,-287.20939999999985
2014,Corporate,East,Gaithersburg,
2015,Corporate,East,Gaithersburg,
2016,Corporate,East,Gaithersburg,105.54099999999998
2017,Corporate,East,Gaithersburg,
2014,Corporate,East,Hackensack,451.25469999999996
2015,Corporate,East,Hackensack,
2016,Corporate,East,Hackensack,
2017,Corporate,East,Hackensack,
2014,Corporate,East,Hempstead,
2015,Corporate,East,Hempstead,
2016,Corporate,East,Hempstead,482.66200000000003
2017,Corporate,East,Hempstead,3.9102000000000006
2014,Corporate,East,Jamestown,57.5928
2015,Corporate,East,Jamestown,
2016,Corporate,East,Jamestown,
2017,Corporate,East,Jamestown,
2014,Corporate,East,Kent,
2015,Corporate,East,Kent,
2016,Corporate,East,Kent,16.894799999999996
2017,Corporate,East,Kent,
2014,Corporate,East,Lakewood,134.63279999999997
2015,Corporate,East,Lakewood,100.93199999999999
2016,Corporate,East,Lakewood,2167.9592
2017,Corporate,East,Lakewood,270.288
2014,Corporate,East,Lancaster,-35.928
2015,Corporate,East,Lancaster,
2016,Corporate,East,Lancaster,-2.0348999999999995
2017,Corporate,East,Lancaster,-60.19
2014,Corporate,East,Laurel,
2015,Corporate,East,Laurel,
2016,Corporate,East,Laurel,
2017,Corporate,East,Laurel,46.17329999999998
2014,Corporate,East,Lawrence,12.490200000000003
2015,Corporate,East,Lawrence,91.2034
2016,Corporate,East,Lawrence,
2017,Corporate,East,Lawrence,450.39230000000003
2014,Corporate,East,Leominster,
2015,Corporate,East,Leominster,67.7656
2016,Corporate,East,Leominster,
2017,Corporate,East,Leominster,
2014,Corporate,East,Linden,49.60480000000001
2015,Corporate,East,Linden,
2016,Corporate,East,Linden,
2017,Corporate,East,Linden,
2014,Corporate,East,Lindenhurst,
2015,Corporate,East,Lindenhurst,26.630399999999998
2016,Corporate,East,Lindenhurst,
2017,Corporate,East,Lindenhurst,
2014,Corporate,East,Long Beach,-287.9949000000001
2015,Corporate,East,Long Beach,256.3255999999999
2016,Corporate,East,Long Beach,10.759500000000001
2017,Corporate,East,Long Beach,19.872
2014,Corporate,East,Lorain,-734.5264
2015,Corporate,East,Lorain,
2016,Corporate,East,Lorain,62.459099999999985
2017,Corporate,East,Lorain,
2014,Corporate,East,Lowell,543.5697999999999
2015,Corporate,East,Lowell,
2016,Corporate,East,Lowell,48.539199999999994
2017,Corporate,East,Lowell,32.1678
2014,Corporate,East,Manchester,
2015,Corporate,East,Manchester,
2016,Corporate,East,Manchester,311.34760000000006
2017,Corporate,East,Manchester,
2014,Corporate,East,Marion,
2015,Corporate,East,Marion,-457.99020000000013
2016,Corporate,East,Marion,
2017,Corporate,East,Marion,27.193200000000004
2014,Corporate,East,Mason,-4.235199999999988
2015,Corporate,East,Mason,
2016,Corporate,East,Mason,
2017,Corporate,East,Mason,
2014,Corporate,East,Medina,
2015,Corporate,East,Medina,-1196.0596
2016,Corporate,East,Medina,
2017,Corporate,East,Medina,
2014,Corporate,East,Meriden,318.92900000000003
2015,Corporate,East,Meriden,
2016,Corporate,East,Meriden,
2017,Corporate,East,Meriden,
2014,Corporate,East,Middletown,
2015,Corporate,East,Middletown,13.181000000000001
2016,Corporate,East,Middletown,22.153599999999997
2017,Corporate,East,Middletown,38.2095
2014,Corporate,East,Milford,
2015,Corporate,East,Milford,
2016,Corporate,East,Milford,
2017,Corporate,East,Milford,201.79159999999996
2014,Corporate,East,Morristown,
2015,Corporate,East,Morristown,
2016,Corporate,East,Morristown,843.1705999999999
2017,Corporate,East,Morristown,20.1015
2014,Corporate,East,Mount Vernon,2.8101
2015,Corporate,East,Mount Vernon,
2016,Corporate,East,Mount Vernon,
2017,Corporate,East,Mount Vernon,595.2346
2014,Corporate,East,Nashua,
2015,Corporate,East,Nashua,
2016,Corporate,East,Nashua,6.547199999999998
2017,Corporate,East,Nashua,
2014,Corporate,East,New Bedford,
2015,Corporate,East,New Bedford,23.49
2016,Corporate,East,New Bedford,
2017,Corporate,East,New Bedford,19.3467
2014,Corporate,East,New York City,-120.95200000000007
2015,Corporate,East,New York City,5350.366799999999
2016,Corporate,East,New York City,3066.945900000001
2017,Corporate,East,New York City,5788.3803999999955
2014,Corporate,East,Newark,806.0167000000002
2015,Corporate,East,Newark,307.29549999999995
2016,Corporate,East,Newark,92.5276
2017,Corporate,East,Newark,145.81179999999998
2014,Corporate,East,Norwich,
2015,Corporate,East,Norwich,
2016,Corporate,East,Norwich,5.5565999999999995
2017,Corporate,East,Norwich,
2014,Corporate,East,Oceanside,10.8096
2015,Corporate,East,Oceanside,
2016,Corporate,East,Oceanside,110.97789999999999
2017,Corporate,East,Oceanside,
2014,Corporate,East,Orange,24.897199999999998
2015,Corporate,East,Orange,
2016,Corporate,East,Orange,
2017,Corporate,East,Orange,
2014,Corporate,East,Paterson,
2015,Corporate,East,Paterson,154.42139999999998
2016,Corporate,East,Paterson,
2017,Corporate,East,Paterson,2.1582
2014,Corporate,East,Perth Amboy,
2015,Corporate,East,Perth Amboy,
2016,Corporate,East,Perth Amboy,352.75960000000003
2017,Corporate,East,Perth Amboy,
2014,Corporate,East,Philadelphia,-1553.7188
2015,Corporate,East,Philadelphia,-775.6782
2016,Corporate,East,Philadelphia,-1721.0772000000002
2017,Corporate,East,Philadelphia,-694.3562000000002
2014,Corporate,East,Plainfield,
2015,Corporate,East,Plainfield,
2016,Corporate,East,Plainfield,196.56090000000003
2017,Corporate,East,Plainfield,
2014,Corporate,East,Providence,
2015,Corporate,East,Providence,-27.164199999999994
2016,Corporate,East,Providence,6.2208000000000006
2017,Corporate,East,Providence,90.48199999999996
2014,Corporate,East,Reading,-242.75119999999998
2015,Corporate,East,Reading,1.5008
2016,Corporate,East,Reading,
2017,Corporate,East,Reading,
2014,Corporate,East,Revere,5.735999999999996
2015,Corporate,East,Revere,224.82939999999996
2016,Corporate,East,Revere,
2017,Corporate,East,Revere,
2014,Corporate,East,Rochester,
2015,Corporate,East,Rochester,80.30879999999999
2016,Corporate,East,Rochester,-137.87740000000008
2017,Corporate,East,Rochester,68.8993
2014,Corporate,East,Rome,
2015,Corporate,East,Rome,15.147000000000004
2016,Corporate,East,Rome,
2017,Corporate,East,Rome,
2014,Corporate,East,Springfield,
2015,Corporate,East,Springfield,-55.62419999999996
2016,Corporate,East,Springfield,2.6623999999999928
2017,Corporate,East,Springfield,-743.9218
2014,Corporate,East,Toledo,
2015,Corporate,East,Toledo,-245.10410000000005
2016,Corporate,East,Toledo,31.22849999999996
2017,Corporate,East,Toledo,1.311
2014,Corporate,East,Troy,124.78689999999999
2015,Corporate,East,Troy,-371.25
2016,Corporate,East,Troy,-15.584400000000002
2017,Corporate,East,Troy,
2014,Corporate,East,Utica,
2015,Corporate,East,Utica,
2016,Corporate,East,Utica,14.572799999999997
2017,Corporate,East,Utica,
2014,Corporate,East,Vineland,
2015,Corporate,East,Vineland,2.8911999999999995
2016,Corporate,East,Vineland,32.970000000000006
2017,Corporate,East,Vineland,
2014,Corporate,East,Warwick,
2015,Corporate,East,Warwick,
2016,Corporate,East,Warwick,954.8424
2017,Corporate,East,Warwick,108.95320000000001
2014,Corporate,East,Waterbury,
2015,Corporate,East,Waterbury,
2016,Corporate,East,Waterbury,159.67669999999998
2017,Corporate,East,Waterbury,
2014,Corporate,East,Watertown,206.38169999999985
2015,Corporate,East,Watertown,
2016,Corporate,East,Watertown,
2017,Corporate,East,Watertown,425.0789999999999
2014,Corporate,East,Westfield,
2015,Corporate,East,Westfield,
2016,Corporate,East,Westfield,10.4148
2017,Corporate,East,Westfield,12.992999999999988
2014,Corporate,East,Wilmington,353.61240000000004
2015,Corporate,East,Wilmington,281.8198
2016,Corporate,East,Wilmington,
2017,Corporate,East,Wilmington,
2014,Corporate,East,Woonsocket,
2015,Corporate,East,Woonsocket,13.891499999999999
2016,Corporate,East,Woonsocket,
2017,Corporate,East,Woonsocket,44.662800000000004
2014,Corporate,East,York,
2015,Corporate,East,York,
2016,Corporate,East,York,-96.88980000000001
2017,Corporate,East,York,-5.2794000000000025
2014,Corporate,South,Alexandria,112.27370000000005
2015,Corporate,South,Alexandria,69.1992
2016,Corporate,South,Alexandria,
2017,Corporate,South,Alexandria,
2014,Corporate,South,Apopka,
2015,Corporate,South,Apopka,
2016,Corporate,South,Apopka,-23.77920000000001
2017,Corporate,South,Apopka,
2014,Corporate,South,Arlington,22.002799999999997
2015,Corporate,South,Arlington,
2016,Corporate,South,Arlington,62.14620000000001
2017,Corporate,South,Arlington,
2014,Corporate,South,Asheville,-2.979000000000003
2015,Corporate,South,Asheville,
2016,Corporate,South,Asheville,
2017,Corporate,South,Asheville,-12.671999999999997
2014,Corporate,South,Athens,5.2398
2015,Corporate,South,Athens,
2016,Corporate,South,Athens,
2017,Corporate,South,Athens,84.4434
2014,Corporate,South,Atlanta,4.880400000000001
2015,Corporate,South,Atlanta,
2016,Corporate,South,Atlanta,
2017,Corporate,South,Atlanta,1497.4466
2014,Corporate,South,Bossier City,336.9608
2015,Corporate,South,Bossier City,
2016,Corporate,South,Bossier City,
2017,Corporate,South,Bossier City,
2014,Corporate,South,Bowling Green,
2015,Corporate,South,Bowling Green,
2016,Corporate,South,Bowling Green,39.4268
2017,Corporate,South,Bowling Green,
2014,Corporate,South,Bristol,10.647000000000006
2015,Corporate,South,Bristol,-115.7156
2016,Corporate,South,Bristol,-29.896799999999992
2017,Corporate,South,Bristol,
2014,Corporate,South,Burlington,
2015,Corporate,South,Burlington,
2016,Corporate,South,Burlington,-199.50760000000008
2017,Corporate,South,Burlington,-3823.787199999999
2014,Corporate,South,Cary,32.498899999999985
2015,Corporate,South,Cary,21.539699999999996
2016,Corporate,South,Cary,
2017,Corporate,South,Cary,
2014,Corporate,South,Chapel Hill,
2015,Corporate,South,Chapel Hill,
2016,Corporate,South,Chapel Hill,
2017,Corporate,South,Chapel Hill,4.7303999999999995
2014,Corporate,South,Charlotte,173.1786999999999
2015,Corporate,South,Charlotte,5.010899999999999
2016,Corporate,South,Charlotte,-191.57780000000022
2017,Corporate,South,Charlotte,
2014,Corporate,South,Chattanooga,
2015,Corporate,South,Chattanooga,
2016,Corporate,South,Chattanooga,-18.180799999999998
2017,Corporate,South,Chattanooga,-5.939999999999998
2014,Corporate,South,Chesapeake,91.2541
2015,Corporate,South,Chesapeake,47.354400000000005
2016,Corporate,South,Chesapeake,
2017,Corporate,South,Chesapeake,
2014,Corporate,South,Columbia,334.88250000000005
2015,Corporate,South,Columbia,146.12429999999992
2016,Corporate,South,Columbia,85.5642
2017,Corporate,South,Columbia,-964.4829
2014,Corporate,South,Columbus,470.69180000000006
2015,Corporate,South,Columbus,411.5053
2016,Corporate,South,Columbus,67.42539999999997
2017,Corporate,South,Columbus,553.9914999999999
2014,Corporate,South,Coral Gables,
2015,Corporate,South,Coral Gables,
2016,Corporate,South,Coral Gables,22.3578
2017,Corporate,South,Coral Gables,
2014,Corporate,South,Coral Springs,
2015,Corporate,South,Coral Springs,8.580799999999995
2016,Corporate,South,Coral Springs,
2017,Corporate,South,Coral Springs,
2014,Corporate,South,Decatur,512.1200000000001
2015,Corporate,South,Decatur,346.28430000000003
2016,Corporate,South,Decatur,64.23840000000001
2017,Corporate,South,Decatur,
2014,Corporate,South,Delray Beach,
2015,Corporate,South,Delray Beach,
2016,Corporate,South,Delray Beach,25.832799999999995
2017,Corporate,South,Delray Beach,
2014,Corporate,South,Deltona,68.36119999999998
2015,Corporate,South,Deltona,
2016,Corporate,South,Deltona,
2017,Corporate,South,Deltona,
2014,Corporate,South,Durham,
2015,Corporate,South,Durham,75.12189999999998
2016,Corporate,South,Durham,
2017,Corporate,South,Durham,5.8835999999999995
2014,Corporate,South,East Point,
2015,Corporate,South,East Point,102.01379999999999
2016,Corporate,South,East Point,
2017,Corporate,South,East Point,
2014,Corporate,South,Fayetteville,42.38449999999999
2015,Corporate,South,Fayetteville,-5.044800000000001
2016,Corporate,South,Fayetteville,
2017,Corporate,South,Fayetteville,46.59529999999999
2014,Corporate,South,Florence,
2015,Corporate,South,Florence,18.2472
2016,Corporate,South,Florence,
2017,Corporate,South,Florence,49.00469999999997
2014,Corporate,South,Fort Lauderdale,
2015,Corporate,South,Fort Lauderdale,
2016,Corporate,South,Fort Lauderdale,58.46399999999997
2017,Corporate,South,Fort Lauderdale,130.28849999999983
2014,Corporate,South,Franklin,
2015,Corporate,South,Franklin,
2016,Corporate,South,Franklin,-31.386000000000006
2017,Corporate,South,Franklin,12.0076
2014,Corporate,South,Greensboro,
2015,Corporate,South,Greensboro,8.084999999999997
2016,Corporate,South,Greensboro,-17.11030000000001
2017,Corporate,South,Greensboro,-82.76040000000005
2014,Corporate,South,Greenville,
2015,Corporate,South,Greenville,
2016,Corporate,South,Greenville,-14.0928
2017,Corporate,South,Greenville,
2014,Corporate,South,Gulfport,
2015,Corporate,South,Gulfport,
2016,Corporate,South,Gulfport,53.718
2017,Corporate,South,Gulfport,
2014,Corporate,South,Hampton,575.9100999999998
2015,Corporate,South,Hampton,
2016,Corporate,South,Hampton,
2017,Corporate,South,Hampton,
2014,Corporate,South,Hattiesburg,
2015,Corporate,South,Hattiesburg,105.46800000000002
2016,Corporate,South,Hattiesburg,
2017,Corporate,South,Hattiesburg,
2014,Corporate,South,Henderson,56.616099999999996
2015,Corporate,South,Henderson,278.38019999999995
2016,Corporate,South,Henderson,
2017,Corporate,South,Henderson,829.6397000000001
2014,Corporate,South,Hialeah,102.05279999999999
2015,Corporate,South,Hialeah,
2016,Corporate,South,Hialeah,5.1282
2017,Corporate,South,Hialeah,
2014,Corporate,South,Hollywood,
2015,Corporate,South,Hollywood,
2016,Corporate,South,Hollywood,3.3408
2017,Corporate,South,Hollywood,
2014,Corporate,South,Hoover,
2015,Corporate,South,Hoover,
2016,Corporate,South,Hoover,
2017,Corporate,South,Hoover,18.71730000000001
2014,Corporate,South,Huntsville,
2015,Corporate,South,Huntsville,5.476800000000001
2016,Corporate,South,Huntsville,587.099
2017,Corporate,South,Huntsville,12.8184
2014,Corporate,South,Jackson,42.8123
2015,Corporate,South,Jackson,208.16500000000005
2016,Corporate,South,Jackson,
2017,Corporate,South,Jackson,
2014,Corporate,South,Jacksonville,31.198599999999995
2015,Corporate,South,Jacksonville,168.73339999999993
2016,Corporate,South,Jacksonville,-137.58419999999998
2017,Corporate,South,Jacksonville,-464.71970000000016
2014,Corporate,South,Knoxville,-172.0713
2015,Corporate,South,Knoxville,
2016,Corporate,South,Knoxville,
2017,Corporate,South,Knoxville,-25.25520000000001
2014,Corporate,South,Lafayette,67.975
2015,Corporate,South,Lafayette,
2016,Corporate,South,Lafayette,
