New Report.CO_DIV_FIP NO,Min(New Report.SHIPMENT_TYPE)
TN/FR/60109/2022,LCL
TN/FR/60109/2023,LCL
TN/FR/60110/2023,LCL
TN/FR/60111/2023,LCL
TN/FR/60112/2023,LCL
TN/FR/60113/2023,LCL
TN/FR/60114/2023,LCL
TN/FR/60115/2023,LCL
TN/FR/60116/2023,LCL
TN/FR/60117/2023,LCL
TN/FR/60118/2023,LCL
TN/FR/60119/2023,LCL
TN/FR/60120/2023,LCL
TN/FR/60121/2023,LCL
TN/FR/60122/2023,LCL
TN/FR/60123/2023,LCL
TN/FR/60124/2023,LCL
TN/FR/60125/2023,LCL
TN/FR/60126/2023,LCL
TN/FR/60127/2023,LCL
TN/FR/60128/2023,LCL
TN/FR/60129/2023,LCL
TN/FR/60130/2023,LCL
TN/FR/60131/2023,LCL
TN/FR/60132/2023,LCL
TN/FR/60133/2023,LCL
TN/FR/60134/2023,LCL
TN/FR/60135/2023,LCL
TN/FR/60136/2023,LCL
TN/FR/60137/2023,LCL
TN/FR/60138/2023,LCL
TN/FR/60139/2023,LCL
TN/FR/60140/2023,LCL
TN/FR/60141/2023,LCL
TN/FR/60142/2023,LCL
TN/FR/60143/2023,LCL
TN/FR/60144/2023,LCL
TN/FR/60145/2023,LCL
TN/FR/60146/2023,LCL
TN/FR/60147/2023,LCL
TN/FR/60148/2023,LCL
TN/FR/60149/2023,LCL
TN/FR/60150/2023,LCL
TN/FR/60151/2023,LCL
TN/FR/60152/2023,LCL
TN/FR/60153/2023,LCL
TN/FR/60154/2023,LCL
TN/FR/60155/2023,LCL
TN/FR/60156/2023,LCL
TN/FR/60157/2023,LCL
TN/FR/60158/2023,LCL
TN/FR/60159/2023,LCL
TN/FR/60160/2023,LCL
TN/FR/60161/2023,LCL
TN/FR/60162/2023,LCL
TN/FR/60163/2023,LCL
TN/FR/609/2024,LCL
TN/FR/625/2024,LCL
TN/FR/628/2024,LCL
TN/FR/667/2021,40FCL
TN/FR/670/2024,LCL
TN/FR/671/2024,LCL
TN/FR/672/2024,LCL
TN/FR/703/2024,LCL
TN/FR/704/2024,LCL
TN/FR/714/2024,LCL
TN/FR/715/2024,LCL
TN/FR/737/2024,LCL
TN/FR/757/2024,LCL
TN/FR/759/2024,LCL
TN/FR/795/2024,LCL
TN/FR/798/2024,LCL
TN/FR/799/2024,LCL
TN/FR/809/2024,LCL
TN/FR/810/2024,LCL
TN/FR/816/2024,LCL
TN/FR/817/2024,LCL
TN/FR/818/2024,LCL
TN/FR/836/2024,LCL
TN/FR/840/2024,LCL
TN/FR/886/2024,LCL
TN/FR/934/2024,LCL
TN/FR/946/2024,LCL
TN/FR/963/2021,40FCL
TN/FR/985/2024,LCL
TN/FR/989/2024,LCL
TN/NB/1/2022,LCL
TN/NB/1/2023,LCL
TN/NB/1/2024,LCL
TN/NB/10/2022,LCL
TN/NB/10/2023,LCL
TN/NB/10/2024,LCL
TN/NB/100/2023,LCL
TN/NB/101/2023,LCL
TN/NB/102/2023,20FCL
TN/NB/103/2023,LCL
TN/NB/104/2023,LCL
TN/NB/105/2023,LCL
TN/NB/106/2023,LCL
TN/NB/11/2022,LCL
TN/NB/11/2023,LCL
TN/NB/11/2024,LCL
TN/NB/12/2022,LCL
TN/NB/12/2023,LCL
TN/NB/12/2024,20FCL
TN/NB/13/2022,LCL
TN/NB/13/2023,LCL
TN/NB/13/2024,LCL
TN/NB/14/2022,LCL
TN/NB/14/2023,LCL
TN/NB/14/2024,LCL
TN/NB/15/2022,LCL
TN/NB/15/2023,LCL
TN/NB/15/2024,20FCL
TN/NB/16/2022,LCL
TN/NB/16/2023,20FCL
TN/NB/16/2024,LCL
TN/NB/17/2022,20FCL
TN/NB/17/2023,LCL
TN/NB/18/2022,LCL
TN/NB/18/2023,LCL
TN/NB/19/2022,LCL
TN/NB/19/2023,LCL
TN/NB/2/2022,LCL
TN/NB/2/2023,LCL
TN/NB/20/2022,LCL
TN/NB/20/2023,LCL
TN/NB/21/2022,LCL
TN/NB/21/2023,LCL
TN/NB/22/2022,LCL
TN/NB/22/2023,LCL
TN/NB/23/2022,LCL
TN/NB/23/2023,LCL
TN/NB/24/2022,LCL
TN/NB/24/2023,LCL
TN/NB/25/2022,LCL
TN/NB/25/2023,LCL
TN/NB/26/2022,LCL
TN/NB/26/2023,LCL
TN/NB/27/2022,LCL
TN/NB/27/2023,LCL
TN/NB/28/2022,LCL
TN/NB/28/2023,LCL
TN/NB/29/2022,LCL
TN/NB/29/2023,LCL
TN/NB/3/2022,LCL
TN/NB/3/2023,LCL
TN/NB/3/2024,LCL
TN/NB/30/2022,LCL
TN/NB/30/2023,LCL
TN/NB/31/2022,LCL
TN/NB/31/2023,20FCL
TN/NB/32/2022,20FCL
TN/NB/32/2023,LCL
TN/NB/33/2022,LCL
TN/NB/33/2023,LCL
TN/NB/34/2022,LCL
TN/NB/34/2023,LCL
TN/NB/35/2022,LCL
TN/NB/35/2023,LCL
TN/NB/36/2022,LCL
TN/NB/36/2023,LCL
TN/NB/37/2022,20FCL
TN/NB/37/2023,LCL
TN/NB/38/2022,LCL
TN/NB/38/2023,LCL
TN/NB/39/2022,LCL
TN/NB/39/2023,LCL
TN/NB/4/2022,LCL
TN/NB/4/2023,LCL
TN/NB/4/2024,LCL
TN/NB/40/2022,LCL
TN/NB/40/2023,LCL
TN/NB/41/2022,LCL
TN/NB/41/2023,LCL
TN/NB/42/2022,LCL
TN/NB/42/2023,LCL
TN/NB/43/2022,LCL
TN/NB/43/2023,LCL
TN/NB/44/2022,LCL
TN/NB/44/2023,LCL
TN/NB/45/2022,LCL
TN/NB/45/2023,LCL
TN/NB/46/2022,LCL
TN/NB/46/2023,LCL
TN/NB/47/2022,LCL
TN/NB/47/2023,LCL
TN/NB/48/2022,LCL
TN/NB/48/2023,LCL
TN/NB/49/2022,LCL
TN/NB/49/2023,LCL
TN/NB/5/2022,LCL
TN/NB/5/2023,LCL
TN/NB/5/2024,LCL
TN/NB/50/2022,LCL
TN/NB/50/2023,20FCL
TN/NB/51/2022,LCL
TN/NB/51/2023,LCL
TN/NB/52/2022,LCL
TN/NB/52/2023,LCL
TN/NB/53/2023,LCL
TN/NB/54/2023,LCL
TN/NB/55/2023,20FCL
TN/NB/56/2023,LCL
TN/NB/57/2023,LCL
TN/NB/58/2023,LCL
TN/NB/59/2023,LCL
TN/NB/6/2022,LCL
TN/NB/6/2023,LCL
TN/NB/6/2024,LCL
TN/NB/60/2023,LCL
TN/NB/61/2023,20FCL
TN/NB/62/2023,LCL
TN/NB/63/2023,LCL
TN/NB/64/2023,LCL
TN/NB/65/2023,LCL
TN/NB/66/2023,LCL
TN/NB/67/2023,LCL
TN/NB/68/2023,LCL
TN/NB/69/2023,LCL
TN/NB/7/2022,LCL
TN/NB/7/2023,LCL
TN/NB/7/2024,LCL
TN/NB/70/2023,LCL
TN/NB/71/2023,LCL
TN/NB/72/2023,20FCL
TN/NB/73/2023,20FCL
TN/NB/74/2023,LCL
TN/NB/75/2023,LCL
TN/NB/76/2023,LCL
TN/NB/77/2023,LCL
TN/NB/78/2023,LCL
TN/NB/79/2023,LCL
TN/NB/8/2022,20FCL
TN/NB/8/2023,LCL
TN/NB/8/2024,LCL
TN/NB/80/2023,LCL
TN/NB/81/2023,LCL
TN/NB/82/2023,LCL
TN/NB/83/2023,LCL
TN/NB/84/2023,LCL
TN/NB/85/2023,LCL
TN/NB/86/2023,LCL
TN/NB/87/2023,LCL
TN/NB/88/2023,20FCL
TN/NB/89/2023,LCL
TN/NB/9/2022,LCL
TN/NB/9/2023,LCL
TN/NB/9/2024,LCL
TN/NB/90/2023,LCL
TN/NB/91/2023,LCL
TN/NB/92/2023,LCL
TN/NB/93/2023,LCL
TN/NB/94/2023,20FCL
TN/NB/95/2023,LCL
TN/NB/96/2023,LCL
TN/NB/97/2023,LCL
TN/NB/99/2023,LCL
TR/FR/1/2021,LCL
TR/FR/1/2023,LCL
TR/FR/10/2021,LCL
TR/FR/10/2023,LCL
TR/FR/100/2021,LCL
TR/FR/101/2021,LCL
TR/FR/102/2021,LCL
TR/FR/103/2021,LCL
TR/FR/104/2021,LCL
TR/FR/105/2021,LCL
TR/FR/106/2021,LCL
TR/FR/107/2021,LCL
TR/FR/108/2021,LCL
TR/FR/109/2021,LCL
TR/FR/11/2021,LCL
TR/FR/11/2023,LCL
TR/FR/110/2021,LCL
TR/FR/111/2021,LCL
TR/FR/112/2021,LCL
TR/FR/113/2021,LCL
TR/FR/114/2021,LCL
TR/FR/115/2021,LCL
TR/FR/116/2021,LCL
TR/FR/117/2021,LCL
TR/FR/118/2021,LCL
TR/FR/119/2021,LCL
TR/FR/12/2021,LCL
TR/FR/12/2023,LCL
TR/FR/120/2021,LCL
TR/FR/121/2021,LCL
TR/FR/122/2021,LCL
TR/FR/123/2021,LCL
TR/FR/124/2021,LCL
TR/FR/125/2021,LCL
TR/FR/126/2021,LCL
TR/FR/127/2021,LCL
TR/FR/128/2021,LCL
TR/FR/129/2021,LCL
TR/FR/13/2021,LCL
TR/FR/13/2023,LCL
TR/FR/130/2021,LCL
TR/FR/131/2021,LCL
TR/FR/132/2021,LCL
TR/FR/133/2021,LCL
TR/FR/134/2021,LCL
TR/FR/135/2021,LCL
TR/FR/136/2021,LCL
TR/FR/137/2021,LCL
TR/FR/138/2021,LCL
TR/FR/139/2021,LCL
TR/FR/14/2021,LCL
TR/FR/14/2023,LCL
TR/FR/140/2021,LCL
TR/FR/141/2021,LCL
TR/FR/142/2021,LCL
TR/FR/143/2021,LCL
TR/FR/144/2021,LCL
TR/FR/145/2021,LCL
TR/FR/146/2021,LCL
TR/FR/147/2021,LCL
TR/FR/148/2021,LCL
TR/FR/149/2021,LCL
TR/FR/15/2021,LCL
TR/FR/15/2023,LCL
TR/FR/150/2021,LCL
TR/FR/151/2021,LCL
TR/FR/152/2021,LCL
TR/FR/153/2021,LCL
TR/FR/154/2021,LCL
TR/FR/155/2021,LCL
TR/FR/156/2021,LCL
TR/FR/157/2021,LCL
TR/FR/158/2021,LCL
TR/FR/159/2021,LCL
TR/FR/16/2021,LCL
TR/FR/160/2021,LCL
TR/FR/161/2021,LCL
TR/FR/162/2021,LCL
TR/FR/163/2021,LCL
TR/FR/164/2021,LCL
TR/FR/165/2021,LCL
TR/FR/166/2021,LCL
TR/FR/167/2021,LCL
TR/FR/168/2021,LCL
TR/FR/169/2021,LCL
TR/FR/17/2021,LCL
TR/FR/170/2021,LCL
TR/FR/171/2021,LCL
TR/FR/172/2021,LCL
TR/FR/173/2021,LCL
TR/FR/174/2021,LCL
TR/FR/175/2021,LCL
TR/FR/176/2021,LCL
TR/FR/177/2021,LCL
TR/FR/178/2021,LCL
TR/FR/179/2021,LCL
TR/FR/18/2021,LCL
TR/FR/180/2021,LCL
TR/FR/181/2021,LCL
TR/FR/182/2021,LCL
TR/FR/183/2021,LCL
TR/FR/19/2021,LCL
TR/FR/2/2021,LCL
TR/FR/2/2023,LCL
TR/FR/20/2021,LCL
TR/FR/21/2021,LCL
TR/FR/22/2021,LCL
TR/FR/24/2021,LCL
TR/FR/25/2021,LCL
TR/FR/26/2021,LCL
TR/FR/27/2021,LCL
TR/FR/28/2021,LCL
TR/FR/29/2021,LCL
TR/FR/3/2021,LCL
TR/FR/3/2023,LCL
TR/FR/30/2021,LCL
TR/FR/31/2021,LCL
TR/FR/32/2021,LCL
TR/FR/33/2021,LCL
TR/FR/34/2021,LCL
TR/FR/35/2021,LCL
TR/FR/36/2021,LCL
TR/FR/37/2021,LCL
TR/FR/38/2021,LCL
TR/FR/39/2021,LCL
TR/FR/4/2021,LCL
TR/FR/4/2023,LCL
TR/FR/40/2021,LCL
TR/FR/41/2021,LCL
TR/FR/42/2021,LCL
TR/FR/43/2021,LCL
TR/FR/44/2021,LCL
TR/FR/45/2021,LCL
TR/FR/46/2021,LCL
TR/FR/47/2021,LCL
TR/FR/48/2021,LCL
TR/FR/49/2021,LCL
TR/FR/5/2021,LCL
TR/FR/5/2023,LCL
TR/FR/50/2021,LCL
TR/FR/51/2021,LCL
TR/FR/52/2021,LCL
TR/FR/53/2021,LCL
TR/FR/54/2021,LCL
TR/FR/55/2021,LCL
TR/FR/56/2021,LCL
TR/FR/57/2021,LCL
TR/FR/58/2021,LCL
TR/FR/59/2021,LCL
TR/FR/6/2021,LCL
TR/FR/6/2023,LCL
TR/FR/60/2021,LCL
TR/FR/61/2021,LCL
TR/FR/62/2021,LCL
TR/FR/63/2021,LCL
TR/FR/64/2021,LCL
TR/FR/65/2021,LCL
TR/FR/66/2021,LCL
TR/FR/67/2021,LCL
TR/FR/68/2021,LCL
TR/FR/69/2021,LCL
TR/FR/7/2021,LCL
TR/FR/7/2023,LCL
TR/FR/70/2021,LCL
TR/FR/7001/2022,LCL
TR/FR/7001/2023,LCL
TR/FR/7001/2024,LCL
TR/FR/7002/2021,LCL
TR/FR/7002/2022,LCL
TR/FR/7002/2023,LCL
TR/FR/7002/2024,LCL
TR/FR/7003/2021,LCL
TR/FR/7003/2022,LCL
TR/FR/7003/2023,LCL
TR/FR/7003/2024,LCL
TR/FR/7004/2021,LCL
TR/FR/7004/2022,LCL
TR/FR/7004/2023,LCL
TR/FR/7004/2024,LCL
TR/FR/7005/2022,LCL
TR/FR/7005/2023,LCL
TR/FR/7005/2024,LCL
TR/FR/7006/2021,LCL
TR/FR/7006/2022,LCL
TR/FR/7006/2023,LCL
TR/FR/7006/2024,LCL
TR/FR/7007/2021,LCL
TR/FR/7007/2022,LCL
TR/FR/7007/2023,LCL
TR/FR/7007/2024,LCL
TR/FR/7008/2021,LCL
TR/FR/7008/2022,LCL
TR/FR/7008/2023,LCL
TR/FR/7008/2024,LCL
TR/FR/7009/2021,LCL
TR/FR/7009/2022,LCL
TR/FR/7009/2023,LCL
TR/FR/7009/2024,LCL
TR/FR/7010/2021,LCL
TR/FR/7010/2022,LCL
TR/FR/7010/2023,LCL
TR/FR/7010/2024,LCL
TR/FR/7011/2021,LCL
TR/FR/7011/2022,LCL
TR/FR/7011/2023,LCL
TR/FR/7011/2024,LCL
TR/FR/7012/2021,LCL
TR/FR/7012/2022,LCL
TR/FR/7012/2023,LCL
TR/FR/7012/2024,LCL
TR/FR/7013/2021,LCL
TR/FR/7013/2022,LCL
TR/FR/7013/2023,LCL
TR/FR/7013/2024,LCL
TR/FR/7014/2021,LCL
TR/FR/7014/2022,LCL
TR/FR/7014/2023,LCL
TR/FR/7014/2024,LCL
TR/FR/7015/2021,LCL
TR/FR/7015/2022,LCL
TR/FR/7015/2023,LCL
TR/FR/7015/2024,LCL
TR/FR/7016/2021,LCL
TR/FR/7016/2022,LCL
TR/FR/7016/2023,LCL
TR/FR/7016/2024,LCL
TR/FR/7017/2021,LCL
TR/FR/7017/2022,LCL
TR/FR/7017/2023,LCL
TR/FR/7017/2024,LCL
TR/FR/7018/2021,LCL
TR/FR/7018/2022,LCL
TR/FR/7018/2023,LCL
TR/FR/7018/2024,LCL
TR/FR/7019/2021,LCL
TR/FR/7019/2022,LCL
TR/FR/7019/2023,LCL
TR/FR/7019/2024,LCL
TR/FR/7020/2021,LCL
TR/FR/7020/2022,LCL
TR/FR/7020/2023,LCL
TR/FR/7020/2024,LCL
TR/FR/7021/2021,LCL
TR/FR/7021/2022,LCL
TR/FR/7021/2023,LCL
TR/FR/7021/2024,LCL
TR/FR/7022/2021,LCL
TR/FR/7022/2022,LCL
TR/FR/7022/2023,LCL
TR/FR/7022/2024,LCL
TR/FR/7023/2021,LCL
TR/FR/7023/2022,LCL
TR/FR/7023/2023,LCL
TR/FR/7023/2024,LCL
TR/FR/7024/2021,LCL
TR/FR/7024/2022,LCL
TR/FR/7024/2023,LCL
TR/FR/7024/2024,LCL
TR/FR/7025/2021,LCL
TR/FR/7025/2022,LCL
TR/FR/7025/2023,LCL
TR/FR/7025/2024,LCL
TR/FR/7026/2021,LCL
TR/FR/7026/2022,LCL
TR/FR/7026/2023,LCL
TR/FR/7026/2024,LCL
TR/FR/7027/2021,LCL
TR/FR/7027/2022,LCL
TR/FR/7027/2023,LCL
TR/FR/7027/2024,LCL
TR/FR/7028/2021,LCL
TR/FR/7028/2022,LCL
TR/FR/7028/2023,LCL
TR/FR/7028/2024,LCL
TR/FR/7029/2021,LCL
TR/FR/7029/2022,LCL
TR/FR/7029/2023,LCL
TR/FR/7029/2024,LCL
TR/FR/7030/2021,LCL
TR/FR/7030/2022,LCL
TR/FR/7030/2023,LCL
TR/FR/7030/2024,LCL
TR/FR/7031/2021,LCL
TR/FR/7031/2022,LCL
TR/FR/7031/2023,LCL
TR/FR/7031/2024,LCL
TR/FR/7032/2021,LCL
TR/FR/7032/2022,LCL
TR/FR/7032/2023,LCL
TR/FR/7032/2024,LCL
TR/FR/7033/2021,LCL
TR/FR/7033/2022,LCL
TR/FR/7033/2023,LCL
TR/FR/7033/2024,LCL
TR/FR/7034/2021,LCL
TR/FR/7034/2022,LCL
TR/FR/7034/2023,LCL
TR/FR/7034/2024,LCL
TR/FR/7035/2021,LCL
TR/FR/7035/2022,LCL
TR/FR/7035/2023,LCL
TR/FR/7035/2024,LCL
TR/FR/7036/2021,LCL
TR/FR/7036/2022,LCL
TR/FR/7036/2023,LCL
TR/FR/7036/2024,LCL
TR/FR/7037/2021,LCL
TR/FR/7037/2022,LCL
TR/FR/7037/2023,LCL
TR/FR/7037/2024,LCL
TR/FR/7038/2021,LCL
TR/FR/7038/2022,LCL
TR/FR/7038/2023,LCL
TR/FR/7038/2024,LCL
TR/FR/7039/2021,LCL
TR/FR/7039/2022,LCL
TR/FR/7039/2023,LCL
TR/FR/7039/2024,LCL
TR/FR/7040/2021,LCL
TR/FR/7040/2022,LCL
TR/FR/7040/2023,LCL
TR/FR/7040/2024,LCL
TR/FR/7041/2021,LCL
TR/FR/7041/2022,LCL
TR/FR/7041/2023,LCL
TR/FR/7041/2024,LCL
TR/FR/7042/2021,LCL
TR/FR/7042/2022,LCL
TR/FR/7042/2023,LCL
TR/FR/7042/2024,LCL
TR/FR/7043/2021,LCL
TR/FR/7043/2022,LCL
TR/FR/7043/2023,LCL
TR/FR/7043/2024,LCL
TR/FR/7044/2021,LCL
TR/FR/7044/2022,LCL
TR/FR/7044/2023,LCL
TR/FR/7044/2024,LCL
TR/FR/7045/2021,LCL
TR/FR/7045/2022,LCL
TR/FR/7045/2023,LCL
TR/FR/7045/2024,LCL
TR/FR/7046/2021,LCL
TR/FR/7046/2022,LCL
TR/FR/7046/2023,LCL
TR/FR/7046/2024,LCL
TR/FR/7047/2021,LCL
TR/FR/7047/2022,LCL
TR/FR/7047/2023,LCL
TR/FR/7047/2024,LCL
TR/FR/7048/2021,LCL
TR/FR/7048/2022,LCL
TR/FR/7048/2023,LCL
TR/FR/7048/2024,LCL
TR/FR/7049/2021,LCL
TR/FR/7049/2022,LCL
TR/FR/7049/2023,LCL
TR/FR/7049/2024,LCL
TR/FR/7050/2022,LCL
TR/FR/7050/2023,LCL
TR/FR/7050/2024,LCL
TR/FR/7051/2021,LCL
TR/FR/7051/2022,LCL
TR/FR/7051/2023,LCL
TR/FR/7051/2024,LCL
TR/FR/7052/2021,LCL
TR/FR/7052/2022,LCL
TR/FR/7052/2023,LCL
TR/FR/7052/2024,LCL
TR/FR/7053/2021,LCL
TR/FR/7053/2022,LCL
TR/FR/7053/2023,LCL
TR/FR/7053/2024,LCL
TR/FR/7054/2021,LCL
TR/FR/7054/2022,LCL
TR/FR/7054/2023,LCL
TR/FR/7054/2024,LCL
TR/FR/7055/2021,LCL
TR/FR/7055/2022,LCL
TR/FR/7055/2023,LCL
TR/FR/7055/2024,LCL
TR/FR/7056/2021,LCL
TR/FR/7056/2022,LCL
TR/FR/7056/2023,LCL
TR/FR/7056/2024,LCL
TR/FR/7057/2021,LCL
TR/FR/7057/2022,LCL
TR/FR/7057/2023,LCL
TR/FR/7057/2024,LCL
TR/FR/7058/2021,LCL
TR/FR/7058/2022,LCL
TR/FR/7058/2023,LCL
TR/FR/7058/2024,LCL
TR/FR/7059/2021,LCL
TR/FR/7059/2022,LCL
TR/FR/7059/2023,LCL
TR/FR/7059/2024,LCL
TR/FR/7060/2021,LCL
TR/FR/7060/2022,LCL
TR/FR/7060/2023,LCL
TR/FR/7060/2024,LCL
TR/FR/7061/2021,LCL
TR/FR/7061/2022,LCL
TR/FR/7061/2023,LCL
TR/FR/7061/2024,LCL
TR/FR/7062/2021,LCL
TR/FR/7062/2022,LCL
TR/FR/7062/2023,LCL
TR/FR/7062/2024,LCL
TR/FR/7063/2021,LCL
TR/FR/7063/2022,LCL
TR/FR/7063/2023,LCL
TR/FR/7063/2024,LCL
TR/FR/7064/2021,LCL
TR/FR/7064/2022,LCL
TR/FR/7064/2023,LCL
TR/FR/7064/2024,LCL
TR/FR/7065/2021,LCL
TR/FR/7065/2022,LCL
TR/FR/7065/2023,LCL
TR/FR/7065/2024,LCL
TR/FR/7066/2021,LCL
TR/FR/7066/2022,LCL
TR/FR/7066/2023,LCL
TR/FR/7066/2024,LCL
TR/FR/7067/2021,LCL
TR/FR/7067/2022,LCL
TR/FR/7067/2023,LCL
TR/FR/7067/2024,LCL
TR/FR/7068/2021,LCL
TR/FR/7068/2022,LCL
TR/FR/7068/2023,LCL
TR/FR/7068/2024,LCL
TR/FR/7069/2021,LCL
TR/FR/7069/2022,LCL
TR/FR/7069/2023,LCL
TR/FR/7069/2024,LCL
TR/FR/7070/2021,LCL
TR/FR/7070/2022,LCL
TR/FR/7070/2023,LCL
TR/FR/7070/2024,LCL
TR/FR/7071/2021,LCL
TR/FR/7071/2022,LCL
TR/FR/7071/2023,LCL
TR/FR/7071/2024,LCL
TR/FR/7072/2021,LCL
TR/FR/7072/2022,LCL
TR/FR/7072/2023,LCL
TR/FR/7072/2024,LCL
TR/FR/7073/2021,LCL
TR/FR/7073/2022,LCL
TR/FR/7073/2023,LCL
TR/FR/7073/2024,LCL
TR/FR/7074/2021,LCL
TR/FR/7074/2022,LCL
TR/FR/7074/2023,LCL
TR/FR/7074/2024,LCL
TR/FR/7075/2021,LCL
TR/FR/7075/2022,LCL
TR/FR/7075/2023,LCL
TR/FR/7075/2024,LCL
TR/FR/7076/2021,LCL
TR/FR/7076/2022,LCL
TR/FR/7076/2023,LCL
TR/FR/7076/2024,LCL
TR/FR/7077/2021,LCL
TR/FR/7077/2022,LCL
TR/FR/7077/2023,LCL
TR/FR/7077/2024,LCL
TR/FR/7078/2021,LCL
TR/FR/7078/2022,LCL
TR/FR/7078/2023,LCL
TR/FR/7078/2024,LCL
TR/FR/7079/2021,LCL
TR/FR/7079/2022,LCL
TR/FR/7079/2023,LCL
TR/FR/7079/2024,LCL
TR/FR/7080/2021,LCL
TR/FR/7080/2022,LCL
TR/FR/7080/2023,LCL
TR/FR/7080/2024,LCL
TR/FR/7081/2021,LCL
TR/FR/7081/2022,LCL
TR/FR/7081/2023,LCL
TR/FR/7081/2024,LCL
TR/FR/7082/2021,LCL
TR/FR/7082/2022,LCL
TR/FR/7082/2023,LCL
TR/FR/7082/2024,LCL
TR/FR/7083/2021,LCL
TR/FR/7083/2022,LCL
TR/FR/7083/2023,LCL
TR/FR/7083/2024,LCL
TR/FR/7084/2021,LCL
TR/FR/7084/2022,LCL
TR/FR/7084/2023,LCL
TR/FR/7084/2024,LCL
TR/FR/7085/2021,LCL
TR/FR/7085/2022,LCL
TR/FR/7085/2023,LCL
TR/FR/7085/2024,LCL
TR/FR/7086/2021,LCL
TR/FR/7086/2022,LCL
TR/FR/7086/2023,LCL
TR/FR/7086/2024,LCL
TR/FR/7087/2021,LCL
TR/FR/7087/2022,LCL
TR/FR/7087/2023,LCL
TR/FR/7087/2024,LCL
TR/FR/7088/2021,LCL
TR/FR/7088/2022,LCL
TR/FR/7088/2023,LCL
TR/FR/7088/2024,LCL
TR/FR/7089/2021,LCL
TR/FR/7089/2022,LCL
TR/FR/7089/2023,LCL
TR/FR/7089/2024,LCL
TR/FR/7090/2021,LCL
TR/FR/7090/2022,LCL
TR/FR/7090/2023,LCL
TR/FR/7090/2024,LCL
TR/FR/7091/2021,LCL
TR/FR/7091/2022,LCL
TR/FR/7091/2023,LCL
TR/FR/7091/2024,LCL
TR/FR/7092/2021,LCL
TR/FR/7092/2022,LCL
TR/FR/7092/2023,LCL
TR/FR/7092/2024,LCL
TR/FR/7093/2021,LCL
TR/FR/7093/2022,LCL
TR/FR/7093/2023,LCL
TR/FR/7093/2024,LCL
TR/FR/7094/2021,LCL
TR/FR/7094/2022,LCL
TR/FR/7094/2023,LCL
TR/FR/7094/2024,LCL
TR/FR/7095/2021,LCL
TR/FR/7095/2022,LCL
TR/FR/7095/2023,LCL
TR/FR/7095/2024,LCL
TR/FR/7096/2021,LCL
TR/FR/7096/2022,LCL
TR/FR/7096/2023,LCL
TR/FR/7096/2024,LCL
TR/FR/7097/2021,LCL
TR/FR/7097/2022,LCL
TR/FR/7097/2023,LCL
TR/FR/7097/2024,LCL
TR/FR/7098/2021,LCL
TR/FR/7098/2022,LCL
TR/FR/7098/2023,LCL
TR/FR/7098/2024,LCL
TR/FR/7099/2021,LCL
TR/FR/7099/2022,LCL
TR/FR/7099/2023,LCL
TR/FR/7099/2024,LCL
TR/FR/71/2021,LCL
TR/FR/7100/2021,LCL
TR/FR/7100/2022,LCL
TR/FR/7100/2023,LCL
TR/FR/7100/2024,LCL
TR/FR/7101/2021,LCL
TR/FR/7101/2022,LCL
TR/FR/7101/2023,LCL
TR/FR/7101/2024,LCL
TR/FR/7102/2021,LCL
TR/FR/7102/2022,LCL
TR/FR/7102/2023,LCL
TR/FR/7102/2024,LCL
TR/FR/7103/2021,LCL
TR/FR/7103/2022,LCL
TR/FR/7103/2023,LCL
TR/FR/7103/2024,LCL
TR/FR/7104/2021,LCL
TR/FR/7104/2022,LCL
TR/FR/7104/2023,LCL
TR/FR/7104/2024,LCL
TR/FR/7105/2021,LCL
TR/FR/7105/2022,LCL
TR/FR/7105/2023,LCL
TR/FR/7105/2024,LCL
TR/FR/7106/2021,LCL
TR/FR/7106/2022,LCL
TR/FR/7106/2023,LCL
TR/FR/7106/2024,LCL
TR/FR/7107/2021,LCL
TR/FR/7107/2022,LCL
TR/FR/7107/2023,LCL
TR/FR/7107/2024,LCL
TR/FR/7108/2021,LCL
TR/FR/7108/2022,LCL
TR/FR/7108/2023,LCL
TR/FR/7108/2024,LCL
TR/FR/7109/2021,LCL
TR/FR/7109/2022,LCL
TR/FR/7109/2023,LCL
TR/FR/7109/2024,LCL
TR/FR/7110/2021,LCL
TR/FR/7110/2022,LCL
TR/FR/7110/2023,LCL
TR/FR/7110/2024,LCL
TR/FR/7111/2021,LCL
TR/FR/7111/2022,LCL
TR/FR/7111/2023,LCL
TR/FR/7111/2024,LCL
TR/FR/7112/2021,LCL
TR/FR/7112/2022,LCL
TR/FR/7112/2023,LCL
TR/FR/7112/2024,LCL
TR/FR/7113/2022,LCL
TR/FR/7113/2023,LCL
TR/FR/7113/2024,LCL
TR/FR/7114/2021,LCL
TR/FR/7114/2022,LCL
TR/FR/7114/2023,LCL
TR/FR/7114/2024,LCL
TR/FR/7115/2021,LCL
TR/FR/7115/2022,LCL
TR/FR/7115/2023,LCL
TR/FR/7115/2024,LCL
TR/FR/7116/2021,LCL
TR/FR/7116/2022,LCL
TR/FR/7116/2023,LCL
TR/FR/7116/2024,LCL
TR/FR/7117/2021,LCL
TR/FR/7117/2022,LCL
TR/FR/7117/2023,LCL
TR/FR/7117/2024,LCL
TR/FR/7118/2021,LCL
TR/FR/7118/2022,LCL
TR/FR/7118/2023,LCL
TR/FR/7118/2024,LCL
TR/FR/7119/2021,LCL
TR/FR/7119/2022,LCL
TR/FR/7119/2023,LCL
