Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Region,Orders.City,Orders.Category,Sum(Orders.Profit),Sum(Orders.Quantity)
2017,West,Carlsbad,Technology,6.703999999999997,4
2014,West,Chandler,Furniture,-45.82730000000001,1
2015,West,Chandler,Furniture,,
2016,West,Chandler,Furniture,,
2017,West,Chandler,Furniture,107.21939999999988,7
2014,West,Chandler,Office Supplies,-11.825600000000001,8
2015,West,Chandler,Office Supplies,,
2016,West,Chandler,Office Supplies,,
2017,West,Chandler,Office Supplies,31.894,7
2014,West,Cheyenne,Furniture,,
2015,West,Cheyenne,Furniture,,
2016,West,Cheyenne,Furniture,100.19599999999997,4
2017,West,Cheyenne,Furniture,,
2014,West,Chico,Furniture,,
2015,West,Chico,Furniture,194.7255999999999,12
2016,West,Chico,Furniture,,
2017,West,Chico,Furniture,-27.703800000000058,12
2014,West,Chico,Office Supplies,,
2015,West,Chico,Office Supplies,24.4443,9
2016,West,Chico,Office Supplies,,
2017,West,Chico,Office Supplies,10.962,9
2014,West,Chico,Technology,,
2015,West,Chico,Technology,,
2016,West,Chico,Technology,,
2017,West,Chico,Technology,2.6972999999999994,1
2014,West,Chula Vista,Furniture,,
2015,West,Chula Vista,Furniture,106.54079999999999,6
2016,West,Chula Vista,Furniture,,
2017,West,Chula Vista,Furniture,,
2014,West,Chula Vista,Office Supplies,85.98179999999999,3
2015,West,Chula Vista,Office Supplies,,
2016,West,Chula Vista,Office Supplies,55.91199999999998,4
2017,West,Chula Vista,Office Supplies,,
2014,West,Citrus Heights,Furniture,,
2015,West,Citrus Heights,Furniture,,
2016,West,Citrus Heights,Furniture,,
2017,West,Citrus Heights,Furniture,54.34380000000001,3
2014,West,Clovis,Office Supplies,,
2015,West,Clovis,Office Supplies,,
2016,West,Clovis,Office Supplies,,
2017,West,Clovis,Office Supplies,3.5279999999999996,7
2014,West,Clovis,Technology,,
2015,West,Clovis,Technology,,
2016,West,Clovis,Technology,,
2017,West,Clovis,Technology,8.107199999999992,3
2014,West,Coachella,Office Supplies,,
2015,West,Coachella,Office Supplies,,
2016,West,Coachella,Office Supplies,,
2017,West,Coachella,Office Supplies,3.1779999999999973,2
2014,West,Coachella,Technology,,
2015,West,Coachella,Technology,,
2016,West,Coachella,Technology,,
2017,West,Coachella,Technology,43.9956,1
2014,West,Colorado Springs,Furniture,74.45040000000002,14
2015,West,Colorado Springs,Furniture,-1152.6468000000002,30
2016,West,Colorado Springs,Furniture,149.1479999999999,6
2017,West,Colorado Springs,Furniture,,
2014,West,Colorado Springs,Office Supplies,-53.58120000000001,8
2015,West,Colorado Springs,Office Supplies,59.171099999999974,34
2016,West,Colorado Springs,Office Supplies,-26.691599999999994,14
2017,West,Colorado Springs,Office Supplies,,
2014,West,Colorado Springs,Technology,,
2015,West,Colorado Springs,Technology,-6.533999999999995,4
2016,West,Colorado Springs,Technology,,
2017,West,Colorado Springs,Technology,,
2014,West,Commerce City,Office Supplies,,
2015,West,Commerce City,Office Supplies,,
2016,West,Commerce City,Office Supplies,,
2017,West,Commerce City,Office Supplies,-32.9292,3
2014,West,Concord,Furniture,-17.473200000000023,4
2015,West,Concord,Furniture,,
2016,West,Concord,Furniture,,
2017,West,Concord,Furniture,14.097999999999999,2
2014,West,Concord,Office Supplies,,
2015,West,Concord,Office Supplies,,
2016,West,Concord,Office Supplies,22.156,5
2017,West,Concord,Office Supplies,1.6896,2
2014,West,Concord,Technology,139.986,4
2015,West,Concord,Technology,,
2016,West,Concord,Technology,,
2017,West,Concord,Technology,121.96440000000001,9
2014,West,Costa Mesa,Furniture,,
2015,West,Costa Mesa,Furniture,12.856800000000002,3
2016,West,Costa Mesa,Furniture,122.8298,15
2017,West,Costa Mesa,Furniture,28.464799999999983,5
2014,West,Costa Mesa,Office Supplies,,
2015,West,Costa Mesa,Office Supplies,,
2016,West,Costa Mesa,Office Supplies,40.3704,8
2017,West,Costa Mesa,Office Supplies,46.897200000000005,6
2014,West,Costa Mesa,Technology,,
2015,West,Costa Mesa,Technology,,
2016,West,Costa Mesa,Technology,,
2017,West,Costa Mesa,Technology,45.78990000000002,5
2014,West,Covington,Furniture,,
2015,West,Covington,Furniture,13.132000000000001,5
2016,West,Covington,Furniture,,
2017,West,Covington,Furniture,,
2014,West,Covington,Office Supplies,,
2015,West,Covington,Office Supplies,,
2016,West,Covington,Office Supplies,80.9774,11
2017,West,Covington,Office Supplies,,
2014,West,Covington,Technology,,
2015,West,Covington,Technology,,
2016,West,Covington,Technology,21,4
2017,West,Covington,Technology,,
2014,West,Danville,Furniture,,
2015,West,Danville,Furniture,,
2016,West,Danville,Furniture,,
2017,West,Danville,Furniture,10.508400000000002,3
2014,West,Danville,Office Supplies,,
2015,West,Danville,Office Supplies,,
2016,West,Danville,Office Supplies,,
2017,West,Danville,Office Supplies,271.93209999999993,28
2014,West,Davis,Office Supplies,,
2015,West,Davis,Office Supplies,,
2016,West,Davis,Office Supplies,15.552000000000001,5
2017,West,Davis,Office Supplies,,
2014,West,Denver,Furniture,-160.6078,5
2015,West,Denver,Furniture,-25.438399999999955,12
2016,West,Denver,Furniture,-125.78400000000018,10
2017,West,Denver,Furniture,-295.5269999999999,19
2014,West,Denver,Office Supplies,84.6008999999999,30
2015,West,Denver,Office Supplies,,
2016,West,Denver,Office Supplies,-21.78240000000001,13
2017,West,Denver,Office Supplies,-281.54490000000004,23
2014,West,Denver,Technology,258.7689999999998,13
2015,West,Denver,Technology,149.7876,8
2016,West,Denver,Technology,11.000099999999987,3
2017,West,Denver,Technology,161.60689999999988,28
2014,West,Des Moines,Furniture,,
2015,West,Des Moines,Furniture,,
2016,West,Des Moines,Furniture,-2.6997000000000355,3
2017,West,Des Moines,Furniture,,
2014,West,Des Moines,Office Supplies,33.639999999999986,2
2015,West,Des Moines,Office Supplies,8.713799999999999,2
2016,West,Des Moines,Office Supplies,30.9918,3
2017,West,Des Moines,Office Supplies,,
2014,West,Des Moines,Technology,729.7065,5
2015,West,Des Moines,Technology,,
2016,West,Des Moines,Technology,449.991,2
2017,West,Des Moines,Technology,,
2014,West,Draper,Furniture,,
2015,West,Draper,Furniture,,
2016,West,Draper,Furniture,,
2017,West,Draper,Furniture,10.567200000000001,2
2014,West,Draper,Technology,34.698299999999996,7
2015,West,Draper,Technology,,
2016,West,Draper,Technology,,
2017,West,Draper,Technology,47.459999999999994,4
2014,West,Dublin,Technology,,
2015,West,Dublin,Technology,,
2016,West,Dublin,Technology,,
2017,West,Dublin,Technology,1.375,5
2014,West,Edmonds,Furniture,311.652,5
2015,West,Edmonds,Furniture,,
2016,West,Edmonds,Furniture,,
2017,West,Edmonds,Furniture,55.3508,6
2014,West,Edmonds,Office Supplies,65.26239999999997,8
2015,West,Edmonds,Office Supplies,,
2016,West,Edmonds,Office Supplies,61.9622,10
2017,West,Edmonds,Office Supplies,16.8784,6
2014,West,Edmonds,Technology,2.5779999999999994,2
2015,West,Edmonds,Technology,,
2016,West,Edmonds,Technology,86.38560000000001,3
2017,West,Edmonds,Technology,34.17840000000001,2
2014,West,El Cajon,Furniture,47.84800000000001,2
2015,West,El Cajon,Furniture,,
2016,West,El Cajon,Furniture,4.839199999999991,4
2017,West,El Cajon,Furniture,,
2014,West,Encinitas,Furniture,,
2015,West,Encinitas,Furniture,,
2016,West,Encinitas,Furniture,7.469399999999993,3
2017,West,Encinitas,Furniture,-12.688200000000002,1
2014,West,Encinitas,Office Supplies,,
2015,West,Encinitas,Office Supplies,,
2016,West,Encinitas,Office Supplies,2.351999999999999,5
2017,West,Encinitas,Office Supplies,16.3352,2
2014,West,Encinitas,Technology,,
2015,West,Encinitas,Technology,,
2016,West,Encinitas,Technology,,
2017,West,Encinitas,Technology,57.5904,2
2014,West,Englewood,Office Supplies,,
2015,West,Englewood,Office Supplies,,
2016,West,Englewood,Office Supplies,5.6115,3
2017,West,Englewood,Office Supplies,,
2014,West,Englewood,Technology,,
2015,West,Englewood,Technology,,
2016,West,Englewood,Technology,8.1432,3
2017,West,Englewood,Technology,,
2014,West,Escondido,Office Supplies,21.679399999999994,5
2015,West,Escondido,Office Supplies,,
2016,West,Escondido,Office Supplies,,
2017,West,Escondido,Office Supplies,6.073599999999999,4
2014,West,Eugene,Furniture,,
2015,West,Eugene,Furniture,,
2016,West,Eugene,Furniture,-111.96060000000008,4
2017,West,Eugene,Furniture,,
2014,West,Eugene,Office Supplies,,
2015,West,Eugene,Office Supplies,,
2016,West,Eugene,Office Supplies,245.99779999999998,19
2017,West,Eugene,Office Supplies,,
2014,West,Everett,Office Supplies,,
2015,West,Everett,Office Supplies,,
2016,West,Everett,Office Supplies,,
2017,West,Everett,Office Supplies,1.3978000000000002,1
2014,West,Fairfield,Furniture,,
2015,West,Fairfield,Furniture,,
2016,West,Fairfield,Furniture,,
2017,West,Fairfield,Furniture,16.961599999999997,8
2014,West,Fairfield,Office Supplies,,
2015,West,Fairfield,Office Supplies,,
2016,West,Fairfield,Office Supplies,,
2017,West,Fairfield,Office Supplies,47.743799999999965,20
2014,West,Fairfield,Technology,,
2015,West,Fairfield,Technology,,
2016,West,Fairfield,Technology,,
2017,West,Fairfield,Technology,53.27199999999999,2
2014,West,Farmington,Furniture,,
2015,West,Farmington,Furniture,,
2016,West,Farmington,Furniture,,
2017,West,Farmington,Furniture,114.6285,9
2014,West,Farmington,Office Supplies,,
2015,West,Farmington,Office Supplies,0.3864000000000001,1
2016,West,Farmington,Office Supplies,,
2017,West,Farmington,Office Supplies,,
2014,West,Farmington,Technology,,
2015,West,Farmington,Technology,,
2016,West,Farmington,Technology,,
2017,West,Farmington,Technology,54.39659999999999,1
2014,West,Fort Collins,Furniture,,
2015,West,Fort Collins,Furniture,,
2016,West,Fort Collins,Furniture,9.832800000000006,3
2017,West,Fort Collins,Furniture,-269.7408,6
2014,West,Fort Collins,Office Supplies,,
2015,West,Fort Collins,Office Supplies,,
2016,West,Fort Collins,Office Supplies,,
2017,West,Fort Collins,Office Supplies,6.615600000000001,9
2014,West,Fort Collins,Technology,,
2015,West,Fort Collins,Technology,,
2016,West,Fort Collins,Technology,,
2017,West,Fort Collins,Technology,0.5997999999999966,2
2014,West,Fresno,Furniture,257.5644000000001,23
2015,West,Fresno,Furniture,,
2016,West,Fresno,Furniture,21.293999999999993,2
2017,West,Fresno,Furniture,21.395799999999987,6
2014,West,Fresno,Office Supplies,25.135200000000005,10
2015,West,Fresno,Office Supplies,,
2016,West,Fresno,Office Supplies,,
2017,West,Fresno,Office Supplies,286.3370999999999,45
2014,West,Fresno,Technology,,
2015,West,Fresno,Technology,,
2016,West,Fresno,Technology,260.706,14
2017,West,Fresno,Technology,75.83559999999997,6
2014,West,Gilbert,Furniture,,
2015,West,Gilbert,Furniture,120.66399999999987,18
2016,West,Gilbert,Furniture,,
2017,West,Gilbert,Furniture,-169.39959999999996,11
2014,West,Gilbert,Office Supplies,111.30239999999998,8
2015,West,Gilbert,Office Supplies,-14.579799999999999,6
2016,West,Gilbert,Office Supplies,,
2017,West,Gilbert,Office Supplies,-2.5390000000000006,7
2014,West,Gilbert,Technology,62.988,4
2015,West,Gilbert,Technology,,
2016,West,Gilbert,Technology,,
2017,West,Gilbert,Technology,29.81699999999999,4
2014,West,Glendale,Furniture,-3.034400000000012,4
2015,West,Glendale,Furniture,13.317599999999985,3
2016,West,Glendale,Furniture,105.02279999999996,4
2017,West,Glendale,Furniture,4.286799999999996,4
2014,West,Glendale,Office Supplies,41.4404,8
2015,West,Glendale,Office Supplies,0.8057999999999996,1
2016,West,Glendale,Office Supplies,7.9513,13
2017,West,Glendale,Office Supplies,-52.53729999999998,12
2014,West,Glendale,Technology,-10.79730000000001,3
2015,West,Glendale,Technology,,
2016,West,Glendale,Technology,,
2017,West,Glendale,Technology,76.40410000000001,15
2014,West,Great Falls,Office Supplies,26.592200000000002,9
2015,West,Great Falls,Office Supplies,,
2016,West,Great Falls,Office Supplies,,
2017,West,Great Falls,Office Supplies,75.57449999999999,8
2014,West,Great Falls,Technology,100.56340000000002,8
2015,West,Great Falls,Technology,,
2016,West,Great Falls,Technology,,
2017,West,Great Falls,Technology,1379.9769999999999,5
2014,West,Greeley,Furniture,,
2015,West,Greeley,Furniture,,
2016,West,Greeley,Furniture,,
2017,West,Greeley,Furniture,3.3534000000000006,3
2014,West,Greeley,Office Supplies,,
2015,West,Greeley,Office Supplies,,
2016,West,Greeley,Office Supplies,,
2017,West,Greeley,Office Supplies,7.008,2
2014,West,Gresham,Furniture,148.70400000000006,5
2015,West,Gresham,Furniture,,
2016,West,Gresham,Furniture,-12.196000000000005,4
2017,West,Gresham,Furniture,,
2014,West,Gresham,Office Supplies,7.604799999999999,7
2015,West,Gresham,Office Supplies,,
2016,West,Gresham,Office Supplies,-18.446399999999997,8
2017,West,Gresham,Office Supplies,,
2014,West,Gresham,Technology,,
2015,West,Gresham,Technology,,
2016,West,Gresham,Technology,25.198000000000008,4
2017,West,Gresham,Technology,,
2014,West,Helena,Furniture,,
2015,West,Helena,Furniture,21.7532,7
2016,West,Helena,Furniture,,
2017,West,Helena,Furniture,,
2014,West,Helena,Office Supplies,,
2015,West,Helena,Office Supplies,,
2016,West,Helena,Office Supplies,,
2017,West,Helena,Office Supplies,10.373999999999999,5
2014,West,Helena,Technology,,
2015,West,Helena,Technology,42.49499999999995,5
2016,West,Helena,Technology,,
2017,West,Helena,Technology,,
2014,West,Henderson,Furniture,,
2015,West,Henderson,Furniture,,
2016,West,Henderson,Furniture,320.3172,6
2017,West,Henderson,Furniture,70.72199999999998,5
2014,West,Henderson,Office Supplies,,
2015,West,Henderson,Office Supplies,,
2016,West,Henderson,Office Supplies,2.0047999999999995,2
2017,West,Henderson,Office Supplies,,
2014,West,Hesperia,Furniture,,
2015,West,Hesperia,Furniture,,
2016,West,Hesperia,Furniture,19.997999999999976,5
2017,West,Hesperia,Furniture,-38.21160000000003,6
2014,West,Hesperia,Office Supplies,,
2015,West,Hesperia,Office Supplies,,
2016,West,Hesperia,Office Supplies,81.744,6
2017,West,Hesperia,Office Supplies,,
2014,West,Hesperia,Technology,,
2015,West,Hesperia,Technology,,
2016,West,Hesperia,Technology,34.9965,1
2017,West,Hesperia,Technology,,
2014,West,Hillsboro,Furniture,,
2015,West,Hillsboro,Furniture,3.0338000000000003,1
2016,West,Hillsboro,Furniture,,
2017,West,Hillsboro,Furniture,,
2014,West,Hillsboro,Office Supplies,,
2015,West,Hillsboro,Office Supplies,,
2016,West,Hillsboro,Office Supplies,,
2017,West,Hillsboro,Office Supplies,3.1527000000000003,10
2014,West,Hillsboro,Technology,,
2015,West,Hillsboro,Technology,-4.640999999999998,3
2016,West,Hillsboro,Technology,,
2017,West,Hillsboro,Technology,,
2014,West,Huntington Beach,Office Supplies,8.403799999999999,5
2015,West,Huntington Beach,Office Supplies,,
2016,West,Huntington Beach,Office Supplies,5.7509999999999994,1
2017,West,Huntington Beach,Office Supplies,25.898399999999995,8
2014,West,Huntington Beach,Technology,,
2015,West,Huntington Beach,Technology,,
2016,West,Huntington Beach,Technology,,
2017,West,Huntington Beach,Technology,839.9860000000001,5
2014,West,Inglewood,Furniture,,
2015,West,Inglewood,Furniture,,
2016,West,Inglewood,Furniture,,
2017,West,Inglewood,Furniture,137.726,7
2014,West,Inglewood,Office Supplies,,
2015,West,Inglewood,Office Supplies,,
2016,West,Inglewood,Office Supplies,,
2017,West,Inglewood,Office Supplies,544.2177999999998,41
2014,West,Inglewood,Technology,,
2015,West,Inglewood,Technology,,
2016,West,Inglewood,Technology,,
2017,West,Inglewood,Technology,344.7522,5
2014,West,Kent,Furniture,,
2015,West,Kent,Furniture,,
2016,West,Kent,Furniture,,
2017,West,Kent,Furniture,99.23,2
2014,West,Kent,Office Supplies,77.4837,3
2015,West,Kent,Office Supplies,,
2016,West,Kent,Office Supplies,,
2017,West,Kent,Office Supplies,402.52560000000005,13
2014,West,Kent,Technology,4.360000000000001,5
2015,West,Kent,Technology,,
2016,West,Kent,Technology,,
2017,West,Kent,Technology,19.49699999999999,5
2014,West,La Mesa,Office Supplies,,
2015,West,La Mesa,Office Supplies,,
2016,West,La Mesa,Office Supplies,,
2017,West,La Mesa,Office Supplies,28.896,5
2014,West,La Mesa,Technology,,
2015,West,La Mesa,Technology,,
2016,West,La Mesa,Technology,,
2017,West,La Mesa,Technology,85.49099999999996,3
2014,West,La Quinta,Technology,,
2015,West,La Quinta,Technology,18.0648,4
2016,West,La Quinta,Technology,,
2017,West,La Quinta,Technology,,
2014,West,Laguna Niguel,Furniture,,
2015,West,Laguna Niguel,Furniture,,
2016,West,Laguna Niguel,Furniture,,
2017,West,Laguna Niguel,Furniture,16.79859999999998,2
2014,West,Laguna Niguel,Office Supplies,,
2015,West,Laguna Niguel,Office Supplies,,
2016,West,Laguna Niguel,Office Supplies,6.3504000000000005,2
2017,West,Laguna Niguel,Office Supplies,15.335999999999999,6
2014,West,Laguna Niguel,Technology,,
2015,West,Laguna Niguel,Technology,,
2016,West,Laguna Niguel,Technology,,
2017,West,Laguna Niguel,Technology,3.4964999999999993,5
2014,West,Lake Elsinore,Furniture,,
2015,West,Lake Elsinore,Furniture,17.74500000000002,5
2016,West,Lake Elsinore,Furniture,,
2017,West,Lake Elsinore,Furniture,,
2014,West,Lake Forest,Furniture,,
2015,West,Lake Forest,Furniture,,
2016,West,Lake Forest,Furniture,102.95279999999988,4
2017,West,Lake Forest,Furniture,19.7712,4
2014,West,Lake Forest,Office Supplies,,
2015,West,Lake Forest,Office Supplies,,
2016,West,Lake Forest,Office Supplies,52.78419999999999,6
2017,West,Lake Forest,Office Supplies,152.02319999999997,3
2014,West,Lakewood,Furniture,,
2015,West,Lakewood,Furniture,9.0288,6
2016,West,Lakewood,Furniture,24.235199999999978,3
2017,West,Lakewood,Furniture,-54.261600000000065,14
2014,West,Lakewood,Office Supplies,,
2015,West,Lakewood,Office Supplies,6.253,5
2016,West,Lakewood,Office Supplies,,
2017,West,Lakewood,Office Supplies,,
2014,West,Lakewood,Technology,20.09700000000001,6
2015,West,Lakewood,Technology,,
2016,West,Lakewood,Technology,,
2017,West,Lakewood,Technology,38.60999999999996,1
2014,West,Lancaster,Furniture,,
2015,West,Lancaster,Furniture,34.89279999999998,2
2016,West,Lancaster,Furniture,,
2017,West,Lancaster,Furniture,,
2014,West,Lancaster,Office Supplies,,
2015,West,Lancaster,Office Supplies,3.5970000000000004,5
2016,West,Lancaster,Office Supplies,35.056,6
2017,West,Lancaster,Office Supplies,5.8914,2
2014,West,Las Cruces,Furniture,,
2015,West,Las Cruces,Furniture,,
2016,West,Las Cruces,Furniture,,
2017,West,Las Cruces,Furniture,17.3754,3
2014,West,Las Cruces,Office Supplies,,
2015,West,Las Cruces,Office Supplies,26.563999999999997,6
2016,West,Las Cruces,Office Supplies,,
2017,West,Las Cruces,Office Supplies,,
2014,West,Las Vegas,Furniture,,
2015,West,Las Vegas,Furniture,70.314,6
2016,West,Las Vegas,Furniture,,
2017,West,Las Vegas,Furniture,,
2014,West,Las Vegas,Office Supplies,19.2384,6
2015,West,Las Vegas,Office Supplies,125.2902,30
2016,West,Las Vegas,Office Supplies,,
2017,West,Las Vegas,Office Supplies,47.40519999999999,10
2014,West,Las Vegas,Technology,,
2015,West,Las Vegas,Technology,,
2016,West,Las Vegas,Technology,,
2017,West,Las Vegas,Technology,70.19549999999998,9
2014,West,Layton,Office Supplies,,
2015,West,Layton,Office Supplies,2.3312,4
2016,West,Layton,Office Supplies,,
2017,West,Layton,Office Supplies,,
2014,West,Lehi,Technology,,
2015,West,Lehi,Technology,1.6776,3
2016,West,Lehi,Technology,449.9849999999999,5
2017,West,Lehi,Technology,,
2014,West,Lewiston,Office Supplies,3.3543999999999996,1
2015,West,Lewiston,Office Supplies,,
2016,West,Lewiston,Office Supplies,,
2017,West,Lewiston,Office Supplies,,
2014,West,Littleton,Furniture,,
2015,West,Littleton,Furniture,,
2016,West,Littleton,Furniture,-98.80179999999999,1
2017,West,Littleton,Furniture,,
2014,West,Lodi,Office Supplies,16.268800000000002,2
2015,West,Lodi,Office Supplies,,
2016,West,Lodi,Office Supplies,,
2017,West,Lodi,Office Supplies,28.21699999999999,7
2014,West,Logan,Office Supplies,40.33919999999999,9
2015,West,Logan,Office Supplies,,
2016,West,Logan,Office Supplies,,
2017,West,Logan,Office Supplies,,
2014,West,Logan,Technology,6.623999999999995,12
2015,West,Logan,Technology,,
2016,West,Logan,Technology,,
2017,West,Logan,Technology,,
2014,West,Long Beach,Furniture,,
2015,West,Long Beach,Furniture,-14.760300000000049,4
2016,West,Long Beach,Furniture,60.39199999999994,4
2017,West,Long Beach,Furniture,222.71359999999976,14
2014,West,Long Beach,Office Supplies,4.3738,3
2015,West,Long Beach,Office Supplies,120.58310000000002,25
2016,West,Long Beach,Office Supplies,60.813,22
2017,West,Long Beach,Office Supplies,97.77779999999997,26
2014,West,Long Beach,Technology,,
2015,West,Long Beach,Technology,28.037100000000017,5
2016,West,Long Beach,Technology,166.4655,11
2017,West,Long Beach,Technology,,
2014,West,Longmont,Furniture,,
2015,West,Longmont,Furniture,,
2016,West,Longmont,Furniture,41.03519999999993,7
2017,West,Longmont,Furniture,,
2014,West,Longmont,Technology,,
2015,West,Longmont,Technology,,
2016,West,Longmont,Technology,-6.210000000000015,3
2017,West,Longmont,Technology,,
2014,West,Longview,Furniture,,
2015,West,Longview,Furniture,,
2016,West,Longview,Furniture,7.703499999999998,5
2017,West,Longview,Furniture,,
2014,West,Longview,Office Supplies,,
2015,West,Longview,Office Supplies,,
2016,West,Longview,Office Supplies,,
2017,West,Longview,Office Supplies,31.194799999999997,5
2014,West,Los Angeles,Furniture,522.6170999999997,135
2015,West,Los Angeles,Furniture,497.6038999999999,115
2016,West,Los Angeles,Furniture,1353.6307999999995,174
2017,West,Los Angeles,Furniture,697.7394999999997,164
2014,West,Los Angeles,Office Supplies,1915.1204999999993,319
2015,West,Los Angeles,Office Supplies,3286.657699999999,370
2016,West,Los Angeles,Office Supplies,3860.8565999999983,507
2017,West,Los Angeles,Office Supplies,4397.9938999999995,492
2014,West,Los Angeles,Technology,1727.1719999999998,140
2015,West,Los Angeles,Technology,3385.0133999999994,119
2016,West,Los Angeles,Technology,3901.152599999999,164
2017,West,Los Angeles,Technology,4963.556700000001,184
2014,West,Louisville,Furniture,-23.776400000000052,7
2015,West,Louisville,Furniture,,
2016,West,Louisville,Furniture,5.1960000000000015,4
2017,West,Louisville,Furniture,-142.20870000000002,9
2014,West,Louisville,Office Supplies,13.3384,5
2015,West,Louisville,Office Supplies,0.5992000000000002,2
2016,West,Louisville,Office Supplies,,
2017,West,Louisville,Office Supplies,1.632499999999986,41
2014,West,Louisville,Technology,112.56460000000004,8
2015,West,Louisville,Technology,17.24040000000001,6
2016,West,Louisville,Technology,9.184499999999993,3
2017,West,Louisville,Technology,-3399.980000000001,5
2014,West,Loveland,Office Supplies,,
2015,West,Loveland,Office Supplies,,
2016,West,Loveland,Office Supplies,,
2017,West,Loveland,Office Supplies,4.477800000000002,8
2014,West,Manteca,Furniture,13.764599999999994,3
2015,West,Manteca,Furniture,,
2016,West,Manteca,Furniture,,
2017,West,Manteca,Furniture,,
2014,West,Manteca,Office Supplies,7.4872,2
2015,West,Manteca,Office Supplies,,
2016,West,Manteca,Office Supplies,,
2017,West,Manteca,Office Supplies,150.98399999999998,3
2014,West,Marysville,Office Supplies,,
2015,West,Marysville,Office Supplies,,
2016,West,Marysville,Office Supplies,3.3149999999999986,15
2017,West,Marysville,Office Supplies,,
2014,West,Medford,Office Supplies,18.789299999999997,7
2015,West,Medford,Office Supplies,-6.833400000000001,2
2016,West,Medford,Office Supplies,7.744999999999998,1
2017,West,Medford,Office Supplies,,
2014,West,Meridian,Furniture,,
2015,West,Meridian,Furniture,,
2016,West,Meridian,Furniture,,
2017,West,Meridian,Furniture,2.937199999999997,2
2014,West,Meridian,Office Supplies,,
2015,West,Meridian,Office Supplies,,
2016,West,Meridian,Office Supplies,,
2017,West,Meridian,Office Supplies,92.27679999999997,9
2014,West,Mesa,Furniture,,
2015,West,Mesa,Furniture,-346.3758,11
2016,West,Mesa,Furniture,,
2017,West,Mesa,Furniture,-101.92859999999999,10
2014,West,Mesa,Office Supplies,-1.2588000000000008,6
2015,West,Mesa,Office Supplies,-178.99950000000004,43
2016,West,Mesa,Office Supplies,-6.4796000000000005,14
2017,West,Mesa,Office Supplies,-16.709599999999988,22
2014,West,Mesa,Technology,,
2015,West,Mesa,Technology,56.0215,10
2016,West,Mesa,Technology,1.998999999999998,2
2017,West,Mesa,Technology,34.5,10
2014,West,Mission Viejo,Furniture,3.4195999999999884,2
2015,West,Mission Viejo,Furniture,,
2016,West,Mission Viejo,Furniture,,
2017,West,Mission Viejo,Furniture,,
2014,West,Mission Viejo,Office Supplies,,
2015,West,Mission Viejo,Office Supplies,,
2016,West,Mission Viejo,Office Supplies,2.3409000000000004,1
2017,West,Mission Viejo,Office Supplies,98.50399999999999,9
2014,West,Mission Viejo,Technology,,
2015,West,Mission Viejo,Technology,,
2016,West,Mission Viejo,Technology,46.800000000000004,6
2017,West,Mission Viejo,Technology,,
2014,West,Missoula,Office Supplies,,
2015,West,Missoula,Office Supplies,152.49499999999998,2
2016,West,Missoula,Office Supplies,,
2017,West,Missoula,Office Supplies,,
2014,West,Modesto,Furniture,,
2015,West,Modesto,Furniture,,
2016,West,Modesto,Furniture,,
2017,West,Modesto,Furniture,-28.27440000000002,2
2014,West,Modesto,Technology,,
2015,West,Modesto,Technology,,
2016,West,Modesto,Technology,,
2017,West,Modesto,Technology,48.217400000000005,8
2014,West,Montebello,Technology,,
2015,West,Montebello,Technology,,
2016,West,Montebello,Technology,3.903200000000002,2
2017,West,Montebello,Technology,,
2014,West,Moreno Valley,Furniture,,
2015,West,Moreno Valley,Furniture,,
2016,West,Moreno Valley,Furniture,213.1624,10
2017,West,Moreno Valley,Furniture,,
2014,West,Moreno Valley,Office Supplies,43.6989,13
2015,West,Moreno Valley,Office Supplies,96.76879999999998,19
2016,West,Moreno Valley,Office Supplies,,
2017,West,Moreno Valley,Office Supplies,,
2014,West,Morgan Hill,Furniture,,
2015,West,Morgan Hill,Furniture,,
2016,West,Morgan Hill,Furniture,-5.380400000000023,5
2017,West,Morgan Hill,Furniture,,
2014,West,Morgan Hill,Office Supplies,,
2015,West,Morgan Hill,Office Supplies,,
2016,West,Morgan Hill,Office Supplies,13.226400000000002,11
2017,West,Morgan Hill,Office Supplies,,
2014,West,Murray,Office Supplies,23.232,5
2015,West,Murray,Office Supplies,,
2016,West,Murray,Office Supplies,,
2017,West,Murray,Office Supplies,7.537099999999999,1
2014,West,Murray,Technology,,
2015,West,Murray,Technology,,
2016,West,Murray,Technology,,
2017,West,Murray,Technology,6.293699999999998,9
2014,West,Murrieta,Office Supplies,,
2015,West,Murrieta,Office Supplies,92.08350000000002,3
2016,West,Murrieta,Office Supplies,,
2017,West,Murrieta,Office Supplies,,
2014,West,North Las Vegas,Furniture,-53.654700000000105,16
2015,West,North Las Vegas,Furniture,,
2016,West,North Las Vegas,Furniture,,
2017,West,North Las Vegas,Furniture,116.87199999999984,4
2014,West,North Las Vegas,Office Supplies,41.099999999999994,10
2015,West,North Las Vegas,Office Supplies,248.6357999999999,9
2016,West,North Las Vegas,Office Supplies,1691.3096999999998,12
2017,West,North Las Vegas,Office Supplies,,
2014,West,North Las Vegas,Technology,184.0956999999999,5
2015,West,North Las Vegas,Technology,,
2016,West,North Las Vegas,Technology,19.331399999999995,2
2017,West,North Las Vegas,Technology,,
2014,West,Oakland,Furniture,8.9496,6
2015,West,Oakland,Furniture,-9.917100000000083,18
2016,West,Oakland,Furniture,,
2017,West,Oakland,Furniture,85.98399999999984,18
