15000.Date.Variation.Date Hierarchy.Year,15000.Date.Variation.Date Hierarchy.Quarter,15000.City,Sum(15000.Volume Sold (Gallons))
2012,Qtr 2,ROCKWELL CITY,
2012,Qtr 4,ROCKWELL CITY,
2013,Qtr 2,ROCKWELL CITY,
2013,Qtr 4,ROCKWELL CITY,
2014,Qtr 2,ROCKWELL CITY,2.77
2014,Qtr 4,ROCKWELL CITY,
2015,Qtr 2,ROCKWELL CITY,
2015,Qtr 4,ROCKWELL CITY,
2012,Qtr 2,ROLFE,
2012,Qtr 4,ROLFE,
2013,Qtr 2,ROLFE,
2013,Qtr 4,ROLFE,
2014,Qtr 2,ROLFE,
2014,Qtr 4,ROLFE,
2015,Qtr 2,ROLFE,1.06
2015,Qtr 4,ROLFE,
2012,Qtr 2,RUTHVEN,2.77
2012,Qtr 4,RUTHVEN,
2013,Qtr 2,RUTHVEN,
2013,Qtr 4,RUTHVEN,
2014,Qtr 2,RUTHVEN,1.59
2014,Qtr 4,RUTHVEN,
2015,Qtr 2,RUTHVEN,
2015,Qtr 4,RUTHVEN,
2012,Qtr 2,SAC CITY,
2012,Qtr 4,SAC CITY,2.38
2013,Qtr 2,SAC CITY,0.79
2013,Qtr 4,SAC CITY,1.46
2014,Qtr 2,SAC CITY,2.84
2014,Qtr 4,SAC CITY,1.38
2015,Qtr 2,SAC CITY,7.720000000000001
2015,Qtr 4,SAC CITY,5.75
2012,Qtr 2,SANBORN,
2012,Qtr 4,SANBORN,
2013,Qtr 2,SANBORN,
2013,Qtr 4,SANBORN,
2014,Qtr 2,SANBORN,
2014,Qtr 4,SANBORN,
2015,Qtr 2,SANBORN,5.55
2015,Qtr 4,SANBORN,
2012,Qtr 2,SCHALLER,
2012,Qtr 4,SCHALLER,
2013,Qtr 2,SCHALLER,
2013,Qtr 4,SCHALLER,
2014,Qtr 2,SCHALLER,8.32
2014,Qtr 4,SCHALLER,
2015,Qtr 2,SCHALLER,
2015,Qtr 4,SCHALLER,
2012,Qtr 2,SCHLESWIG,
2012,Qtr 4,SCHLESWIG,0.79
2013,Qtr 2,SCHLESWIG,
2013,Qtr 4,SCHLESWIG,0.52
2014,Qtr 2,SCHLESWIG,0.26
2014,Qtr 4,SCHLESWIG,0.26
2015,Qtr 2,SCHLESWIG,2.98
2015,Qtr 4,SCHLESWIG,
2012,Qtr 2,SCRANTON,
2012,Qtr 4,SCRANTON,
2013,Qtr 2,SCRANTON,
2013,Qtr 4,SCRANTON,
2014,Qtr 2,SCRANTON,2.38
2014,Qtr 4,SCRANTON,
2015,Qtr 2,SCRANTON,
2015,Qtr 4,SCRANTON,
2012,Qtr 2,SERGEANT BLUFF,1.19
2012,Qtr 4,SERGEANT BLUFF,4.76
2013,Qtr 2,SERGEANT BLUFF,
2013,Qtr 4,SERGEANT BLUFF,
2014,Qtr 2,SERGEANT BLUFF,0.4
2014,Qtr 4,SERGEANT BLUFF,
2015,Qtr 2,SERGEANT BLUFF,
2015,Qtr 4,SERGEANT BLUFF,1.27
2012,Qtr 2,SHELDON,3.0799999999999996
2012,Qtr 4,SHELDON,30.509999999999998
2013,Qtr 2,SHELDON,2.38
2013,Qtr 4,SHELDON,0.2
2014,Qtr 2,SHELDON,1.9900000000000002
2014,Qtr 4,SHELDON,4.5600000000000005
2015,Qtr 2,SHELDON,3.56
2015,Qtr 4,SHELDON,6.21
2012,Qtr 2,SHELLSBURG,
2012,Qtr 4,SHELLSBURG,
2013,Qtr 2,SHELLSBURG,1.52
2013,Qtr 4,SHELLSBURG,0.26
2014,Qtr 2,SHELLSBURG,0.26
2014,Qtr 4,SHELLSBURG,0.2
2015,Qtr 2,SHELLSBURG,
2015,Qtr 4,SHELLSBURG,
2012,Qtr 2,SHENANDOAH,
2012,Qtr 4,SHENANDOAH,
2013,Qtr 2,SHENANDOAH,12.309999999999999
2013,Qtr 4,SHENANDOAH,6.64
2014,Qtr 2,SHENANDOAH,13.469999999999999
2014,Qtr 4,SHENANDOAH,2.91
2015,Qtr 2,SHENANDOAH,9.12
2015,Qtr 4,SHENANDOAH,8.71
2012,Qtr 2,SIBLEY,3.57
2012,Qtr 4,SIBLEY,8.55
2013,Qtr 2,SIBLEY,3.17
2013,Qtr 4,SIBLEY,5.15
2014,Qtr 2,SIBLEY,
2014,Qtr 4,SIBLEY,0.4
2015,Qtr 2,SIBLEY,1.38
2015,Qtr 4,SIBLEY,
2012,Qtr 2,SIGOURNEY,0.2
2012,Qtr 4,SIGOURNEY,
2013,Qtr 2,SIGOURNEY,1.12
2013,Qtr 4,SIGOURNEY,1.19
2014,Qtr 2,SIGOURNEY,0.46
2014,Qtr 4,SIGOURNEY,
2015,Qtr 2,SIGOURNEY,0.53
2015,Qtr 4,SIGOURNEY,0.53
2012,Qtr 2,SIOUX CENTER,0.59
2012,Qtr 4,SIOUX CENTER,24.57
2013,Qtr 2,SIOUX CENTER,5.15
2013,Qtr 4,SIOUX CENTER,66.57
2014,Qtr 2,SIOUX CENTER,9.11
2014,Qtr 4,SIOUX CENTER,0.4
2015,Qtr 2,SIOUX CENTER,0.79
2015,Qtr 4,SIOUX CENTER,0.79
2012,Qtr 2,SIOUX CITY,77.97999999999998
2012,Qtr 4,SIOUX CITY,335.9599999999999
2013,Qtr 2,SIOUX CITY,72.52000000000002
2013,Qtr 4,SIOUX CITY,83.14999999999999
2014,Qtr 2,SIOUX CITY,57.41000000000001
2014,Qtr 4,SIOUX CITY,123.78999999999999
2015,Qtr 2,SIOUX CITY,65.61000000000003
2015,Qtr 4,SIOUX CITY,33.79
2012,Qtr 2,SIOUX RAPIDS,
2012,Qtr 4,SIOUX RAPIDS,3.07
2013,Qtr 2,SIOUX RAPIDS,0.21
2013,Qtr 4,SIOUX RAPIDS,0.79
2014,Qtr 2,SIOUX RAPIDS,
2014,Qtr 4,SIOUX RAPIDS,1.06
2015,Qtr 2,SIOUX RAPIDS,0.53
2015,Qtr 4,SIOUX RAPIDS,3.56
2012,Qtr 2,SLOAN,2.77
2012,Qtr 4,SLOAN,5.55
2013,Qtr 2,SLOAN,
2013,Qtr 4,SLOAN,
2014,Qtr 2,SLOAN,
2014,Qtr 4,SLOAN,
2015,Qtr 2,SLOAN,2.38
2015,Qtr 4,SLOAN,
2012,Qtr 2,SOLON,3.96
2012,Qtr 4,SOLON,2.77
2013,Qtr 2,SOLON,
2013,Qtr 4,SOLON,
2014,Qtr 2,SOLON,
2014,Qtr 4,SOLON,
2015,Qtr 2,SOLON,3.17
2015,Qtr 4,SOLON,
2012,Qtr 2,SPENCER,16.77
2012,Qtr 4,SPENCER,19.419999999999998
2013,Qtr 2,SPENCER,13.770000000000001
2013,Qtr 4,SPENCER,13.930000000000001
2014,Qtr 2,SPENCER,50.33000000000001
2014,Qtr 4,SPENCER,3.6099999999999994
2015,Qtr 2,SPENCER,9.180000000000001
2015,Qtr 4,SPENCER,3.69
2012,Qtr 2,SPIRIT LAKE,31.89
2012,Qtr 4,SPIRIT LAKE,26.61
2013,Qtr 2,SPIRIT LAKE,19.8
2013,Qtr 4,SPIRIT LAKE,17.110000000000003
2014,Qtr 2,SPIRIT LAKE,10.3
2014,Qtr 4,SPIRIT LAKE,7.85
2015,Qtr 2,SPIRIT LAKE,52.860000000000014
2015,Qtr 4,SPIRIT LAKE,0.79
2012,Qtr 2,ST ANSGAR,
2012,Qtr 4,ST ANSGAR,
2013,Qtr 2,ST ANSGAR,
2013,Qtr 4,ST ANSGAR,
2014,Qtr 2,ST ANSGAR,2.77
2014,Qtr 4,ST ANSGAR,
2015,Qtr 2,ST ANSGAR,
2015,Qtr 4,ST ANSGAR,
2012,Qtr 2,STATE CENTER,0.4
2012,Qtr 4,STATE CENTER,0.4
2013,Qtr 2,STATE CENTER,0.4
2013,Qtr 4,STATE CENTER,6.15
2014,Qtr 2,STATE CENTER,
2014,Qtr 4,STATE CENTER,
2015,Qtr 2,STATE CENTER,
2015,Qtr 4,STATE CENTER,0.2
2012,Qtr 2,STORM LAKE,5.26
2012,Qtr 4,STORM LAKE,29.620000000000005
2013,Qtr 2,STORM LAKE,29.52
2013,Qtr 4,STORM LAKE,25.479999999999997
2014,Qtr 2,STORM LAKE,8.64
2014,Qtr 4,STORM LAKE,18.16
2015,Qtr 2,STORM LAKE,4.779999999999999
2015,Qtr 4,STORM LAKE,48.209999999999994
2012,Qtr 2,STORY CITY,
2012,Qtr 4,STORY CITY,2.77
2013,Qtr 2,STORY CITY,4.76
2013,Qtr 4,STORY CITY,10.7
2014,Qtr 2,STORY CITY,5.15
2014,Qtr 4,STORY CITY,2.77
2015,Qtr 2,STORY CITY,7.92
2015,Qtr 4,STORY CITY,
2012,Qtr 2,STRATFORD,
2012,Qtr 4,STRATFORD,0.3
2013,Qtr 2,STRATFORD,
2013,Qtr 4,STRATFORD,
2014,Qtr 2,STRATFORD,
2014,Qtr 4,STRATFORD,2.38
2015,Qtr 2,STRATFORD,0.53
2015,Qtr 4,STRATFORD,
2012,Qtr 2,STRAWBERRY POINT,3.17
2012,Qtr 4,STRAWBERRY POINT,
2013,Qtr 2,STRAWBERRY POINT,
2013,Qtr 4,STRAWBERRY POINT,
2014,Qtr 2,STRAWBERRY POINT,
2014,Qtr 4,STRAWBERRY POINT,2.77
2015,Qtr 2,STRAWBERRY POINT,
2015,Qtr 4,STRAWBERRY POINT,
2012,Qtr 2,STUART,
2012,Qtr 4,STUART,2.38
2013,Qtr 2,STUART,2.38
2013,Qtr 4,STUART,2.38
2014,Qtr 2,STUART,0.26
2014,Qtr 4,STUART,
2015,Qtr 2,STUART,5.35
2015,Qtr 4,STUART,0.59
2012,Qtr 2,SULLY,
2012,Qtr 4,SULLY,1.19
2013,Qtr 2,SULLY,
2013,Qtr 4,SULLY,
2014,Qtr 2,SULLY,
2014,Qtr 4,SULLY,
2015,Qtr 2,SULLY,
2015,Qtr 4,SULLY,
2012,Qtr 2,SUMNER,5.48
2012,Qtr 4,SUMNER,0.46
2013,Qtr 2,SUMNER,7.92
2013,Qtr 4,SUMNER,
2014,Qtr 2,SUMNER,0.46
2014,Qtr 4,SUMNER,
2015,Qtr 2,SUMNER,0.99
2015,Qtr 4,SUMNER,0.8
2012,Qtr 2,SWEA CITY,
2012,Qtr 4,SWEA CITY,
2013,Qtr 2,SWEA CITY,
2013,Qtr 4,SWEA CITY,
2014,Qtr 2,SWEA CITY,2.54
2014,Qtr 4,SWEA CITY,
2015,Qtr 2,SWEA CITY,
2015,Qtr 4,SWEA CITY,
2012,Qtr 2,SWISHER,3.17
2012,Qtr 4,SWISHER,
2013,Qtr 2,SWISHER,
2013,Qtr 4,SWISHER,
2014,Qtr 2,SWISHER,
2014,Qtr 4,SWISHER,4.02
2015,Qtr 2,SWISHER,4.76
2015,Qtr 4,SWISHER,0.59
2012,Qtr 2,TIFFIN,
2012,Qtr 4,TIFFIN,0.59
2013,Qtr 2,TIFFIN,2.38
2013,Qtr 4,TIFFIN,1.18
2014,Qtr 2,TIFFIN,
2014,Qtr 4,TIFFIN,
2015,Qtr 2,TIFFIN,1.19
2015,Qtr 4,TIFFIN,
2012,Qtr 2,TIPTON,
2012,Qtr 4,TIPTON,0.8899999999999999
2013,Qtr 2,TIPTON,3.17
2013,Qtr 4,TIPTON,2.38
2014,Qtr 2,TIPTON,0.4
2014,Qtr 4,TIPTON,2.38
2015,Qtr 2,TIPTON,1.19
2015,Qtr 4,TIPTON,5.15
2012,Qtr 2,TOLEDO,2.11
2012,Qtr 4,TOLEDO,13.08
2013,Qtr 2,TOLEDO,1.59
2013,Qtr 4,TOLEDO,1.38
2014,Qtr 2,TOLEDO,3.36
2014,Qtr 4,TOLEDO,6.61
2015,Qtr 2,TOLEDO,3.17
2015,Qtr 4,TOLEDO,2.35
2012,Qtr 2,TRAER,
2012,Qtr 4,TRAER,0.59
2013,Qtr 2,TRAER,0.46
2013,Qtr 4,TRAER,
2014,Qtr 2,TRAER,
2014,Qtr 4,TRAER,12.84
2015,Qtr 2,TRAER,0.79
2015,Qtr 4,TRAER,
2012,Qtr 2,TREYNOR,
2012,Qtr 4,TREYNOR,
2013,Qtr 2,TREYNOR,
2013,Qtr 4,TREYNOR,
2014,Qtr 2,TREYNOR,
2014,Qtr 4,TREYNOR,
2015,Qtr 2,TREYNOR,
2015,Qtr 4,TREYNOR,5.55
2012,Qtr 2,TRIPOLI,7.13
2012,Qtr 4,TRIPOLI,0.4
2013,Qtr 2,TRIPOLI,3.3
2013,Qtr 4,TRIPOLI,3.17
2014,Qtr 2,TRIPOLI,3.56
2014,Qtr 4,TRIPOLI,3.37
2015,Qtr 2,TRIPOLI,3.57
2015,Qtr 4,TRIPOLI,
2012,Qtr 2,URBANA,
2012,Qtr 4,URBANA,
2013,Qtr 2,URBANA,
2013,Qtr 4,URBANA,
2014,Qtr 2,URBANA,2.51
2014,Qtr 4,URBANA,2.38
2015,Qtr 2,URBANA,0.59
2015,Qtr 4,URBANA,
2012,Qtr 2,URBANDALE,9.72
2012,Qtr 4,URBANDALE,7.949999999999999
2013,Qtr 2,URBANDALE,10.629999999999999
2013,Qtr 4,URBANDALE,25.859999999999996
2014,Qtr 2,URBANDALE,16.97
2014,Qtr 4,URBANDALE,71.33
2015,Qtr 2,URBANDALE,9.6
2015,Qtr 4,URBANDALE,9.049999999999999
2012,Qtr 2,VAN METER,
2012,Qtr 4,VAN METER,
2013,Qtr 2,VAN METER,
2013,Qtr 4,VAN METER,2.54
2014,Qtr 2,VAN METER,
2014,Qtr 4,VAN METER,
2015,Qtr 2,VAN METER,2.38
2015,Qtr 4,VAN METER,
2012,Qtr 2,VINTON,
2012,Qtr 4,VINTON,
2013,Qtr 2,VINTON,
2013,Qtr 4,VINTON,
2014,Qtr 2,VINTON,2.77
2014,Qtr 4,VINTON,6.13
2015,Qtr 2,VINTON,5.15
2015,Qtr 4,VINTON,2.38
2012,Qtr 2,WALNUT,
2012,Qtr 4,WALNUT,
2013,Qtr 2,WALNUT,
2013,Qtr 4,WALNUT,
2014,Qtr 2,WALNUT,2.38
2014,Qtr 4,WALNUT,
2015,Qtr 2,WALNUT,
2015,Qtr 4,WALNUT,
2012,Qtr 2,WAPELLO,0.16
2012,Qtr 4,WAPELLO,
2013,Qtr 2,WAPELLO,5.54
2013,Qtr 4,WAPELLO,1.67
2014,Qtr 2,WAPELLO,
2014,Qtr 4,WAPELLO,0.2
2015,Qtr 2,WAPELLO,
2015,Qtr 4,WAPELLO,
2012,Qtr 2,WASHINGTON,8.52
2012,Qtr 4,WASHINGTON,6.9399999999999995
2013,Qtr 2,WASHINGTON,7.06
2013,Qtr 4,WASHINGTON,3.68
2014,Qtr 2,WASHINGTON,2.46
2014,Qtr 4,WASHINGTON,11.09
2015,Qtr 2,WASHINGTON,3.1799999999999997
2015,Qtr 4,WASHINGTON,10.38
2012,Qtr 2,WATERLOO,58.29000000000001
2012,Qtr 4,WATERLOO,92.69999999999999
2013,Qtr 2,WATERLOO,123.32999999999998
2013,Qtr 4,WATERLOO,66.83
2014,Qtr 2,WATERLOO,80.38999999999997
2014,Qtr 4,WATERLOO,121.84999999999997
2015,Qtr 2,WATERLOO,93.74999999999997
2015,Qtr 4,WATERLOO,36.809999999999995
2012,Qtr 2,WAUKEE,0.43
2012,Qtr 4,WAUKEE,
2013,Qtr 2,WAUKEE,2.77
2013,Qtr 4,WAUKEE,10.440000000000001
2014,Qtr 2,WAUKEE,14.269999999999998
2014,Qtr 4,WAUKEE,14.87
2015,Qtr 2,WAUKEE,9.909999999999998
2015,Qtr 4,WAUKEE,21.3
2012,Qtr 2,WAUKON,1.06
2012,Qtr 4,WAUKON,0.8
2013,Qtr 2,WAUKON,4.359999999999999
2013,Qtr 4,WAUKON,0.57
2014,Qtr 2,WAUKON,2.78
2014,Qtr 4,WAUKON,8.92
2015,Qtr 2,WAUKON,9.24
2015,Qtr 4,WAUKON,12.28
2012,Qtr 2,WAVERLY,2.9699999999999998
2012,Qtr 4,WAVERLY,6.17
2013,Qtr 2,WAVERLY,21.98
2013,Qtr 4,WAVERLY,2.78
2014,Qtr 2,WAVERLY,7.37
2014,Qtr 4,WAVERLY,26.2
2015,Qtr 2,WAVERLY,13.85
2015,Qtr 4,WAVERLY,17.779999999999998
2012,Qtr 2,WEBSTER CITY,6.7299999999999995
2012,Qtr 4,WEBSTER CITY,6.699999999999999
2013,Qtr 2,WEBSTER CITY,2.97
2013,Qtr 4,WEBSTER CITY,13.68
2014,Qtr 2,WEBSTER CITY,4.76
2014,Qtr 4,WEBSTER CITY,
2015,Qtr 2,WEBSTER CITY,2.38
2015,Qtr 4,WEBSTER CITY,0.8899999999999999
2012,Qtr 2,WELLMAN,
2012,Qtr 4,WELLMAN,
2013,Qtr 2,WELLMAN,0.6000000000000001
2013,Qtr 4,WELLMAN,0.79
2014,Qtr 2,WELLMAN,
2014,Qtr 4,WELLMAN,0.46
2015,Qtr 2,WELLMAN,3.4299999999999997
2015,Qtr 4,WELLMAN,
2012,Qtr 2,WESLEY,
2012,Qtr 4,WESLEY,
2013,Qtr 2,WESLEY,3.17
2013,Qtr 4,WESLEY,0.5
2014,Qtr 2,WESLEY,
2014,Qtr 4,WESLEY,
2015,Qtr 2,WESLEY,
2015,Qtr 4,WESLEY,
2012,Qtr 2,WEST BEND,2.77
2012,Qtr 4,WEST BEND,
2013,Qtr 2,WEST BEND,3.76
2013,Qtr 4,WEST BEND,
2014,Qtr 2,WEST BEND,
2014,Qtr 4,WEST BEND,
2015,Qtr 2,WEST BEND,2.77
2015,Qtr 4,WEST BEND,
2012,Qtr 2,WEST BRANCH,0.79
2012,Qtr 4,WEST BRANCH,0.46
2013,Qtr 2,WEST BRANCH,0.59
2013,Qtr 4,WEST BRANCH,1.05
2014,Qtr 2,WEST BRANCH,0.79
2014,Qtr 4,WEST BRANCH,
2015,Qtr 2,WEST BRANCH,
2015,Qtr 4,WEST BRANCH,0.4
2012,Qtr 2,WEST BURLINGTON,7.529999999999999
2012,Qtr 4,WEST BURLINGTON,2.77
2013,Qtr 2,WEST BURLINGTON,
2013,Qtr 4,WEST BURLINGTON,0.2
2014,Qtr 2,WEST BURLINGTON,2.77
2014,Qtr 4,WEST BURLINGTON,7.529999999999999
2015,Qtr 2,WEST BURLINGTON,2.38
2015,Qtr 4,WEST BURLINGTON,2.38
2012,Qtr 2,WEST DES MOINES,35.46999999999999
2012,Qtr 4,WEST DES MOINES,55.79000000000001
2013,Qtr 2,WEST DES MOINES,97.63999999999997
2013,Qtr 4,WEST DES MOINES,87.94999999999999
2014,Qtr 2,WEST DES MOINES,37.88
2014,Qtr 4,WEST DES MOINES,59.11
2015,Qtr 2,WEST DES MOINES,55.719999999999985
2015,Qtr 4,WEST DES MOINES,92.18999999999998
2012,Qtr 2,WEST LIBERTY,0.1
2012,Qtr 4,WEST LIBERTY,1.42
2013,Qtr 2,WEST LIBERTY,2.58
2013,Qtr 4,WEST LIBERTY,2.58
2014,Qtr 2,WEST LIBERTY,0.4
2014,Qtr 4,WEST LIBERTY,2.78
2015,Qtr 2,WEST LIBERTY,0.3
2015,Qtr 4,WEST LIBERTY,
2012,Qtr 2,WEST POINT,
2012,Qtr 4,WEST POINT,0.93
2013,Qtr 2,WEST POINT,
2013,Qtr 4,WEST POINT,2.38
2014,Qtr 2,WEST POINT,4.359999999999999
2014,Qtr 4,WEST POINT,3.17
2015,Qtr 2,WEST POINT,7.93
2015,Qtr 4,WEST POINT,0.53
2012,Qtr 2,WEST UNION,5.54
2012,Qtr 4,WEST UNION,5.15
2013,Qtr 2,WEST UNION,0.26
2013,Qtr 4,WEST UNION,8.32
2014,Qtr 2,WEST UNION,0.59
2014,Qtr 4,WEST UNION,0.2
2015,Qtr 2,WEST UNION,0.4
2015,Qtr 4,WEST UNION,
2012,Qtr 2,WHEATLAND,
2012,Qtr 4,WHEATLAND,
2013,Qtr 2,WHEATLAND,
2013,Qtr 4,WHEATLAND,
2014,Qtr 2,WHEATLAND,1.19
2014,Qtr 4,WHEATLAND,
2015,Qtr 2,WHEATLAND,
2015,Qtr 4,WHEATLAND,
2012,Qtr 2,WHITTEMORE,
2012,Qtr 4,WHITTEMORE,
2013,Qtr 2,WHITTEMORE,
2013,Qtr 4,WHITTEMORE,
2014,Qtr 2,WHITTEMORE,5.55
2014,Qtr 4,WHITTEMORE,
2015,Qtr 2,WHITTEMORE,
2015,Qtr 4,WHITTEMORE,
2012,Qtr 2,WILLIAMSBURG,
2012,Qtr 4,WILLIAMSBURG,8.319999999999999
2013,Qtr 2,WILLIAMSBURG,3.57
2013,Qtr 4,WILLIAMSBURG,
2014,Qtr 2,WILLIAMSBURG,5.15
2014,Qtr 4,WILLIAMSBURG,
2015,Qtr 2,WILLIAMSBURG,5.9399999999999995
2015,Qtr 4,WILLIAMSBURG,3.17
2012,Qtr 2,WILTON,
2012,Qtr 4,WILTON,3.0300000000000002
2013,Qtr 2,WILTON,2.38
2013,Qtr 4,WILTON,0.2
2014,Qtr 2,WILTON,
2014,Qtr 4,WILTON,1.78
2015,Qtr 2,WILTON,0.4
2015,Qtr 4,WILTON,
2012,Qtr 2,WINDSOR HEIGHTS,5.68
2012,Qtr 4,WINDSOR HEIGHTS,25.900000000000002
2013,Qtr 2,WINDSOR HEIGHTS,38.95
2013,Qtr 4,WINDSOR HEIGHTS,15.18
2014,Qtr 2,WINDSOR HEIGHTS,31.490000000000006
2014,Qtr 4,WINDSOR HEIGHTS,38.00000000000001
2015,Qtr 2,WINDSOR HEIGHTS,29.320000000000004
2015,Qtr 4,WINDSOR HEIGHTS,32.89
2012,Qtr 2,WINTERSET,3.36
2012,Qtr 4,WINTERSET,3.57
2013,Qtr 2,WINTERSET,6.34
2013,Qtr 4,WINTERSET,9.38
2014,Qtr 2,WINTERSET,3.76
2014,Qtr 4,WINTERSET,8.19
2015,Qtr 2,WINTERSET,3.37
2015,Qtr 4,WINTERSET,5.54
2012,Qtr 2,WINTHROP,3.3
2012,Qtr 4,WINTHROP,
2013,Qtr 2,WINTHROP,
2013,Qtr 4,WINTHROP,2.77
2014,Qtr 2,WINTHROP,
2014,Qtr 4,WINTHROP,2.77
2015,Qtr 2,WINTHROP,
2015,Qtr 4,WINTHROP,
2012,Qtr 2,WOODBINE,2.1100000000000003
2012,Qtr 4,WOODBINE,
2013,Qtr 2,WOODBINE,1.39
2013,Qtr 4,WOODBINE,
2014,Qtr 2,WOODBINE,1.58
2014,Qtr 4,WOODBINE,
2015,Qtr 2,WOODBINE,1.19
2015,Qtr 4,WOODBINE,
2012,Qtr 2,ZWINGLE,
2012,Qtr 4,ZWINGLE,
2013,Qtr 2,ZWINGLE,1.19
2013,Qtr 4,ZWINGLE,
2014,Qtr 2,ZWINGLE,
2014,Qtr 4,ZWINGLE,
2015,Qtr 2,ZWINGLE,2.77
2015,Qtr 4,ZWINGLE,
