Category,Subcategory,Fiscal Year,Fiscal Quarter,Channel,Value Column Name,Value
"Accessories","Bike Racks","FY2019","FY2019 Q4","Reseller","Sales Amount",
"Accessories","Bike Racks","FY2019","FY2019 Q4","Reseller","Sales Amount - Unit Price",
"Accessories","Bike Racks","FY2019","FY2019 Q4","Reseller","(Sales Amount - Unit Price)%",
"Accessories","Bike Racks","FY2019","FY2019 Q4","Reseller","Total Sales",
"Accessories","Bike Racks","FY2020","FY2020 Q1","Internet","Unit Price","120"
"Accessories","Bike Racks","FY2020","FY2020 Q1","Internet","Sales Amount","9360"
"Accessories","Bike Racks","FY2020","FY2020 Q1","Internet","Sales Amount - Unit Price","9240"
"Accessories","Bike Racks","FY2020","FY2020 Q1","Internet","(Sales Amount - Unit Price)%","77"
"Accessories","Bike Racks","FY2020","FY2020 Q1","Internet","Total Sales","933216056.6900003"
"Accessories","Bike Racks","FY2020","FY2020 Q1","Reseller","Unit Price","70.9075"
"Accessories","Bike Racks","FY2020","FY2020 Q1","Reseller","Sales Amount","66391.572"
"Accessories","Bike Racks","FY2020","FY2020 Q1","Reseller","Sales Amount - Unit Price","66320.6645"
"Accessories","Bike Racks","FY2020","FY2020 Q1","Reseller","(Sales Amount - Unit Price)%","935.3124070091316"
"Accessories","Bike Racks","FY2020","FY2020 Q1","Reseller","Total Sales","933216056.6900003"
"Accessories","Bike Racks","FY2020","FY2020 Q2","Internet","Unit Price","120"
"Accessories","Bike Racks","FY2020","FY2020 Q2","Internet","Sales Amount","8160"
"Accessories","Bike Racks","FY2020","FY2020 Q2","Internet","Sales Amount - Unit Price","8040"
"Accessories","Bike Racks","FY2020","FY2020 Q2","Internet","(Sales Amount - Unit Price)%","67"
"Accessories","Bike Racks","FY2020","FY2020 Q2","Internet","Total Sales","933216056.6900003"
"Accessories","Bike Racks","FY2020","FY2020 Q2","Reseller","Unit Price","71.5905"
"Accessories","Bike Racks","FY2020","FY2020 Q2","Reseller","Sales Amount","52036.896"
"Accessories","Bike Racks","FY2020","FY2020 Q2","Reseller","Sales Amount - Unit Price","51965.3055"
"Accessories","Bike Racks","FY2020","FY2020 Q2","Reseller","(Sales Amount - Unit Price)%","725.8687325832339"
"Accessories","Bike Racks","FY2020","FY2020 Q2","Reseller","Total Sales","933216056.6900003"
"Accessories","Bike Racks","FY2020","FY2020 Q3","Internet","Unit Price","120"
"Accessories","Bike Racks","FY2020","FY2020 Q3","Internet","Sales Amount","9240"
"Accessories","Bike Racks","FY2020","FY2020 Q3","Internet","Sales Amount - Unit Price","9120"
"Accessories","Bike Racks","FY2020","FY2020 Q3","Internet","(Sales Amount - Unit Price)%","76"
"Accessories","Bike Racks","FY2020","FY2020 Q3","Internet","Total Sales","933216056.6900003"
"Accessories","Bike Racks","FY2020","FY2020 Q3","Reseller","Unit Price","71.9696"
"Accessories","Bike Racks","FY2020","FY2020 Q3","Reseller","Sales Amount","28254.288"
"Accessories","Bike Racks","FY2020","FY2020 Q3","Reseller","Sales Amount - Unit Price","28182.3184"
"Accessories","Bike Racks","FY2020","FY2020 Q3","Reseller","(Sales Amount - Unit Price)%","391.58642537960475"
"Accessories","Bike Racks","FY2020","FY2020 Q3","Reseller","Total Sales","933216056.6900003"
"Accessories","Bike Racks","FY2020","FY2020 Q4","Internet","Unit Price","120"
"Accessories","Bike Racks","FY2020","FY2020 Q4","Internet","Sales Amount","11520"
"Accessories","Bike Racks","FY2020","FY2020 Q4","Internet","Sales Amount - Unit Price","11400"
"Accessories","Bike Racks","FY2020","FY2020 Q4","Internet","(Sales Amount - Unit Price)%","95"
"Accessories","Bike Racks","FY2020","FY2020 Q4","Internet","Total Sales","933216056.6900003"
"Accessories","Bike Racks","FY2020","FY2020 Q4","Reseller","Unit Price","71.6093"
"Accessories","Bike Racks","FY2020","FY2020 Q4","Reseller","Sales Amount","51053.4"
"Accessories","Bike Racks","FY2020","FY2020 Q4","Reseller","Sales Amount - Unit Price","50981.790700000005"
"Accessories","Bike Racks","FY2020","FY2020 Q4","Reseller","(Sales Amount - Unit Price)%","711.9437098253998"
"Accessories","Bike Racks","FY2020","FY2020 Q4","Reseller","Total Sales","933216056.6900003"
"Accessories","Hydration Packs","FY2018","FY2018 Q1","Internet","Unit Price",
"Accessories","Hydration Packs","FY2018","FY2018 Q1","Internet","Sales Amount",
"Accessories","Hydration Packs","FY2018","FY2018 Q1","Internet","Sales Amount - Unit Price",
"Accessories","Hydration Packs","FY2018","FY2018 Q1","Internet","(Sales Amount - Unit Price)%",
"Accessories","Hydration Packs","FY2018","FY2018 Q1","Internet","Total Sales",
"Accessories","Hydration Packs","FY2018","FY2018 Q1","Reseller","Unit Price",
"Accessories","Hydration Packs","FY2018","FY2018 Q1","Reseller","Sales Amount",
"Accessories","Hydration Packs","FY2018","FY2018 Q1","Reseller","Sales Amount - Unit Price",
"Accessories","Hydration Packs","FY2018","FY2018 Q1","Reseller","(Sales Amount - Unit Price)%",
"Accessories","Hydration Packs","FY2018","FY2018 Q1","Reseller","Total Sales",
"Accessories","Hydration Packs","FY2018","FY2018 Q2","Internet","Unit Price",
"Accessories","Hydration Packs","FY2018","FY2018 Q2","Internet","Sales Amount",
"Accessories","Hydration Packs","FY2018","FY2018 Q2","Internet","Sales Amount - Unit Price",
"Accessories","Hydration Packs","FY2018","FY2018 Q2","Internet","(Sales Amount - Unit Price)%",
"Accessories","Hydration Packs","FY2018","FY2018 Q2","Internet","Total Sales",
"Accessories","Hydration Packs","FY2018","FY2018 Q2","Reseller","Unit Price",
"Accessories","Hydration Packs","FY2018","FY2018 Q2","Reseller","Sales Amount",
"Accessories","Hydration Packs","FY2018","FY2018 Q2","Reseller","Sales Amount - Unit Price",
"Accessories","Hydration Packs","FY2018","FY2018 Q2","Reseller","(Sales Amount - Unit Price)%",
"Accessories","Hydration Packs","FY2018","FY2018 Q2","Reseller","Total Sales",
"Accessories","Hydration Packs","FY2018","FY2018 Q3","Internet","Unit Price",
"Accessories","Hydration Packs","FY2018","FY2018 Q3","Internet","Sales Amount",
"Accessories","Hydration Packs","FY2018","FY2018 Q3","Internet","Sales Amount - Unit Price",
"Accessories","Hydration Packs","FY2018","FY2018 Q3","Internet","(Sales Amount - Unit Price)%",
"Accessories","Hydration Packs","FY2018","FY2018 Q3","Internet","Total Sales",
"Accessories","Hydration Packs","FY2018","FY2018 Q3","Reseller","Unit Price",
"Accessories","Hydration Packs","FY2018","FY2018 Q3","Reseller","Sales Amount",
"Accessories","Hydration Packs","FY2018","FY2018 Q3","Reseller","Sales Amount - Unit Price",
"Accessories","Hydration Packs","FY2018","FY2018 Q3","Reseller","(Sales Amount - Unit Price)%",
"Accessories","Hydration Packs","FY2018","FY2018 Q3","Reseller","Total Sales",
"Accessories","Hydration Packs","FY2018","FY2018 Q4","Internet","Unit Price",
"Accessories","Hydration Packs","FY2018","FY2018 Q4","Internet","Sales Amount",
"Accessories","Hydration Packs","FY2018","FY2018 Q4","Internet","Sales Amount - Unit Price",
"Accessories","Hydration Packs","FY2018","FY2018 Q4","Internet","(Sales Amount - Unit Price)%",
"Accessories","Hydration Packs","FY2018","FY2018 Q4","Internet","Total Sales",
"Accessories","Hydration Packs","FY2018","FY2018 Q4","Reseller","Unit Price",
"Accessories","Hydration Packs","FY2018","FY2018 Q4","Reseller","Sales Amount",
"Accessories","Hydration Packs","FY2018","FY2018 Q4","Reseller","Sales Amount - Unit Price",
"Accessories","Hydration Packs","FY2018","FY2018 Q4","Reseller","(Sales Amount - Unit Price)%",
"Accessories","Hydration Packs","FY2018","FY2018 Q4","Reseller","Total Sales",
"Accessories","Hydration Packs","FY2019","FY2019 Q1","Internet","Unit Price",
"Accessories","Hydration Packs","FY2019","FY2019 Q1","Internet","Sales Amount",
"Accessories","Hydration Packs","FY2019","FY2019 Q1","Internet","Sales Amount - Unit Price",
"Accessories","Hydration Packs","FY2019","FY2019 Q1","Internet","(Sales Amount - Unit Price)%",
"Accessories","Hydration Packs","FY2019","FY2019 Q1","Internet","Total Sales",
"Accessories","Hydration Packs","FY2019","FY2019 Q1","Reseller","Unit Price",
"Accessories","Hydration Packs","FY2019","FY2019 Q1","Reseller","Sales Amount",
"Accessories","Hydration Packs","FY2019","FY2019 Q1","Reseller","Sales Amount - Unit Price",
"Accessories","Hydration Packs","FY2019","FY2019 Q1","Reseller","(Sales Amount - Unit Price)%",
"Accessories","Hydration Packs","FY2019","FY2019 Q1","Reseller","Total Sales",
"Accessories","Hydration Packs","FY2019","FY2019 Q2","Internet","Unit Price",
"Accessories","Hydration Packs","FY2019","FY2019 Q2","Internet","Sales Amount",
"Accessories","Hydration Packs","FY2019","FY2019 Q2","Internet","Sales Amount - Unit Price",
"Accessories","Hydration Packs","FY2019","FY2019 Q2","Internet","(Sales Amount - Unit Price)%",
"Accessories","Hydration Packs","FY2019","FY2019 Q2","Internet","Total Sales",
"Accessories","Hydration Packs","FY2019","FY2019 Q2","Reseller","Unit Price",
"Accessories","Hydration Packs","FY2019","FY2019 Q2","Reseller","Sales Amount",
"Accessories","Hydration Packs","FY2019","FY2019 Q2","Reseller","Sales Amount - Unit Price",
"Accessories","Hydration Packs","FY2019","FY2019 Q2","Reseller","(Sales Amount - Unit Price)%",
"Accessories","Hydration Packs","FY2019","FY2019 Q2","Reseller","Total Sales",
"Accessories","Hydration Packs","FY2019","FY2019 Q3","Internet","Unit Price",
"Accessories","Hydration Packs","FY2019","FY2019 Q3","Internet","Sales Amount",
"Accessories","Hydration Packs","FY2019","FY2019 Q3","Internet","Sales Amount - Unit Price",
"Accessories","Hydration Packs","FY2019","FY2019 Q3","Internet","(Sales Amount - Unit Price)%",
"Accessories","Hydration Packs","FY2019","FY2019 Q3","Internet","Total Sales",
"Accessories","Hydration Packs","FY2019","FY2019 Q3","Reseller","Unit Price",
"Accessories","Hydration Packs","FY2019","FY2019 Q3","Reseller","Sales Amount",
"Accessories","Hydration Packs","FY2019","FY2019 Q3","Reseller","Sales Amount - Unit Price",
"Accessories","Hydration Packs","FY2019","FY2019 Q3","Reseller","(Sales Amount - Unit Price)%",
"Accessories","Hydration Packs","FY2019","FY2019 Q3","Reseller","Total Sales",
"Accessories","Hydration Packs","FY2019","FY2019 Q4","Internet","Unit Price","54.99"
"Accessories","Hydration Packs","FY2019","FY2019 Q4","Internet","Sales Amount","1044.81"
"Accessories","Hydration Packs","FY2019","FY2019 Q4","Internet","Sales Amount - Unit Price","989.8199999999999"
"Accessories","Hydration Packs","FY2019","FY2019 Q4","Internet","(Sales Amount - Unit Price)%","17.999999999999996"
"Accessories","Hydration Packs","FY2019","FY2019 Q4","Internet","Total Sales","933216056.6900003"
"Accessories","Hydration Packs","FY2019","FY2019 Q4","Reseller","Unit Price",
"Accessories","Hydration Packs","FY2019","FY2019 Q4","Reseller","Sales Amount",
"Accessories","Hydration Packs","FY2019","FY2019 Q4","Reseller","Sales Amount - Unit Price",
"Accessories","Hydration Packs","FY2019","FY2019 Q4","Reseller","(Sales Amount - Unit Price)%",
"Accessories","Hydration Packs","FY2019","FY2019 Q4","Reseller","Total Sales",
"Accessories","Hydration Packs","FY2020","FY2020 Q1","Internet","Unit Price","54.99"
"Accessories","Hydration Packs","FY2020","FY2020 Q1","Internet","Sales Amount","9458.28"
"Accessories","Hydration Packs","FY2020","FY2020 Q1","Internet","Sales Amount - Unit Price","9403.29"
"Accessories","Hydration Packs","FY2020","FY2020 Q1","Internet","(Sales Amount - Unit Price)%","171"
"Accessories","Hydration Packs","FY2020","FY2020 Q1","Internet","Total Sales","933216056.6900003"
"Accessories","Hydration Packs","FY2020","FY2020 Q1","Reseller","Unit Price","32.8121"
"Accessories","Hydration Packs","FY2020","FY2020 Q1","Reseller","Sales Amount","24279.4707"
"Accessories","Hydration Packs","FY2020","FY2020 Q1","Reseller","Sales Amount - Unit Price","24246.658600000002"
"Accessories","Hydration Packs","FY2020","FY2020 Q1","Reseller","(Sales Amount - Unit Price)%","738.9547941155855"
"Accessories","Hydration Packs","FY2020","FY2020 Q1","Reseller","Total Sales","933216056.6900003"
"Accessories","Hydration Packs","FY2020","FY2020 Q2","Internet","Unit Price","54.99"
"Accessories","Hydration Packs","FY2020","FY2020 Q2","Internet","Sales Amount","9513.27"
"Accessories","Hydration Packs","FY2020","FY2020 Q2","Internet","Sales Amount - Unit Price","9458.28"
"Accessories","Hydration Packs","FY2020","FY2020 Q2","Internet","(Sales Amount - Unit Price)%","172"
"Accessories","Hydration Packs","FY2020","FY2020 Q2","Internet","Total Sales","933216056.6900003"
"Accessories","Hydration Packs","FY2020","FY2020 Q2","Reseller","Unit Price","32.7191"
"Accessories","Hydration Packs","FY2020","FY2020 Q2","Reseller","Sales Amount","17252.4912"
"Accessories","Hydration Packs","FY2020","FY2020 Q2","Reseller","Sales Amount - Unit Price","17219.772100000002"
"Accessories","Hydration Packs","FY2020","FY2020 Q2","Reseller","(Sales Amount - Unit Price)%","526.2911296459866"
"Accessories","Hydration Packs","FY2020","FY2020 Q2","Reseller","Total Sales","933216056.6900003"
"Accessories","Hydration Packs","FY2020","FY2020 Q3","Internet","Unit Price","54.99"
"Accessories","Hydration Packs","FY2020","FY2020 Q3","Internet","Sales Amount","10503.09"
"Accessories","Hydration Packs","FY2020","FY2020 Q3","Internet","Sales Amount - Unit Price","10448.1"
"Accessories","Hydration Packs","FY2020","FY2020 Q3","Internet","(Sales Amount - Unit Price)%","190"
"Accessories","Hydration Packs","FY2020","FY2020 Q3","Internet","Total Sales","933216056.6900003"
"Accessories","Hydration Packs","FY2020","FY2020 Q3","Reseller","Unit Price","32.972"
"Accessories","Hydration Packs","FY2020","FY2020 Q3","Reseller","Sales Amount","7008.6075"
"Accessories","Hydration Packs","FY2020","FY2020 Q3","Reseller","Sales Amount - Unit Price","6975.6355"
"Accessories","Hydration Packs","FY2020","FY2020 Q3","Reseller","(Sales Amount - Unit Price)%","211.56240143151766"
"Accessories","Hydration Packs","FY2020","FY2020 Q3","Reseller","Total Sales","933216056.6900003"
"Accessories","Hydration Packs","FY2020","FY2020 Q4","Internet","Unit Price","54.99"
"Accessories","Hydration Packs","FY2020","FY2020 Q4","Internet","Sales Amount","9788.22"
"Accessories","Hydration Packs","FY2020","FY2020 Q4","Internet","Sales Amount - Unit Price","9733.23"
"Accessories","Hydration Packs","FY2020","FY2020 Q4","Internet","(Sales Amount - Unit Price)%","176.99999999999997"
"Accessories","Hydration Packs","FY2020","FY2020 Q4","Internet","Total Sales","933216056.6900003"
"Accessories","Hydration Packs","FY2020","FY2020 Q4","Reseller","Unit Price","32.7921"
"Accessories","Hydration Packs","FY2020","FY2020 Q4","Reseller","Sales Amount","16978.1791"
"Accessories","Hydration Packs","FY2020","FY2020 Q4","Reseller","Sales Amount - Unit Price","16945.387000000002"
"Accessories","Hydration Packs","FY2020","FY2020 Q4","Reseller","(Sales Amount - Unit Price)%","516.7521140762562"
"Accessories","Hydration Packs","FY2020","FY2020 Q4","Reseller","Total Sales","933216056.6900003"
"Accessories","Bottles and Cages","FY2018","FY2018 Q1","Internet","Unit Price",
"Accessories","Bottles and Cages","FY2018","FY2018 Q1","Internet","Sales Amount",
"Accessories","Bottles and Cages","FY2018","FY2018 Q1","Internet","Sales Amount - Unit Price",
"Accessories","Bottles and Cages","FY2018","FY2018 Q1","Internet","(Sales Amount - Unit Price)%",
"Accessories","Bottles and Cages","FY2018","FY2018 Q1","Internet","Total Sales",
"Accessories","Bottles and Cages","FY2018","FY2018 Q1","Reseller","Unit Price",
"Accessories","Bottles and Cages","FY2018","FY2018 Q1","Reseller","Sales Amount",
"Accessories","Bottles and Cages","FY2018","FY2018 Q1","Reseller","Sales Amount - Unit Price",
"Accessories","Bottles and Cages","FY2018","FY2018 Q1","Reseller","(Sales Amount - Unit Price)%",
"Accessories","Bottles and Cages","FY2018","FY2018 Q1","Reseller","Total Sales",
"Accessories","Bottles and Cages","FY2018","FY2018 Q2","Internet","Unit Price",
"Accessories","Bottles and Cages","FY2018","FY2018 Q2","Internet","Sales Amount",
"Accessories","Bottles and Cages","FY2018","FY2018 Q2","Internet","Sales Amount - Unit Price",
"Accessories","Bottles and Cages","FY2018","FY2018 Q2","Internet","(Sales Amount - Unit Price)%",
"Accessories","Bottles and Cages","FY2018","FY2018 Q2","Internet","Total Sales",
"Accessories","Bottles and Cages","FY2018","FY2018 Q2","Reseller","Unit Price",
"Accessories","Bottles and Cages","FY2018","FY2018 Q2","Reseller","Sales Amount",
"Accessories","Bottles and Cages","FY2018","FY2018 Q2","Reseller","Sales Amount - Unit Price",
"Accessories","Bottles and Cages","FY2018","FY2018 Q2","Reseller","(Sales Amount - Unit Price)%",
"Accessories","Bottles and Cages","FY2018","FY2018 Q2","Reseller","Total Sales",
"Accessories","Bottles and Cages","FY2018","FY2018 Q3","Internet","Unit Price",
"Accessories","Bottles and Cages","FY2018","FY2018 Q3","Internet","Sales Amount",
"Accessories","Bottles and Cages","FY2018","FY2018 Q3","Internet","Sales Amount - Unit Price",
"Accessories","Bottles and Cages","FY2018","FY2018 Q3","Internet","(Sales Amount - Unit Price)%",
"Accessories","Bottles and Cages","FY2018","FY2018 Q3","Internet","Total Sales",
"Accessories","Bottles and Cages","FY2018","FY2018 Q3","Reseller","Unit Price",
"Accessories","Bottles and Cages","FY2018","FY2018 Q3","Reseller","Sales Amount",
"Accessories","Bottles and Cages","FY2018","FY2018 Q3","Reseller","Sales Amount - Unit Price",
"Accessories","Bottles and Cages","FY2018","FY2018 Q3","Reseller","(Sales Amount - Unit Price)%",
"Accessories","Bottles and Cages","FY2018","FY2018 Q3","Reseller","Total Sales",
"Accessories","Bottles and Cages","FY2018","FY2018 Q4","Internet","Unit Price",
"Accessories","Bottles and Cages","FY2018","FY2018 Q4","Internet","Sales Amount",
"Accessories","Bottles and Cages","FY2018","FY2018 Q4","Internet","Sales Amount - Unit Price",
"Accessories","Bottles and Cages","FY2018","FY2018 Q4","Internet","(Sales Amount - Unit Price)%",
"Accessories","Bottles and Cages","FY2018","FY2018 Q4","Internet","Total Sales",
"Accessories","Bottles and Cages","FY2018","FY2018 Q4","Reseller","Unit Price",
"Accessories","Bottles and Cages","FY2018","FY2018 Q4","Reseller","Sales Amount",
"Accessories","Bottles and Cages","FY2018","FY2018 Q4","Reseller","Sales Amount - Unit Price",
"Accessories","Bottles and Cages","FY2018","FY2018 Q4","Reseller","(Sales Amount - Unit Price)%",
"Accessories","Bottles and Cages","FY2018","FY2018 Q4","Reseller","Total Sales",
"Accessories","Bottles and Cages","FY2019","FY2019 Q1","Internet","Unit Price",
"Accessories","Bottles and Cages","FY2019","FY2019 Q1","Internet","Sales Amount",
"Accessories","Bottles and Cages","FY2019","FY2019 Q1","Internet","Sales Amount - Unit Price",
"Accessories","Bottles and Cages","FY2019","FY2019 Q1","Internet","(Sales Amount - Unit Price)%",
"Accessories","Bottles and Cages","FY2019","FY2019 Q1","Internet","Total Sales",
"Accessories","Bottles and Cages","FY2019","FY2019 Q1","Reseller","Unit Price",
"Accessories","Bottles and Cages","FY2019","FY2019 Q1","Reseller","Sales Amount",
"Accessories","Bottles and Cages","FY2019","FY2019 Q1","Reseller","Sales Amount - Unit Price",
"Accessories","Bottles and Cages","FY2019","FY2019 Q1","Reseller","(Sales Amount - Unit Price)%",
"Accessories","Bottles and Cages","FY2019","FY2019 Q1","Reseller","Total Sales",
"Accessories","Bottles and Cages","FY2019","FY2019 Q2","Internet","Unit Price",
"Accessories","Bottles and Cages","FY2019","FY2019 Q2","Internet","Sales Amount",
"Accessories","Bottles and Cages","FY2019","FY2019 Q2","Internet","Sales Amount - Unit Price",
"Accessories","Bottles and Cages","FY2019","FY2019 Q2","Internet","(Sales Amount - Unit Price)%",
"Accessories","Bottles and Cages","FY2019","FY2019 Q2","Internet","Total Sales",
"Accessories","Bottles and Cages","FY2019","FY2019 Q2","Reseller","Unit Price",
"Accessories","Bottles and Cages","FY2019","FY2019 Q2","Reseller","Sales Amount",
"Accessories","Bottles and Cages","FY2019","FY2019 Q2","Reseller","Sales Amount - Unit Price",
"Accessories","Bottles and Cages","FY2019","FY2019 Q2","Reseller","(Sales Amount - Unit Price)%",
"Accessories","Bottles and Cages","FY2019","FY2019 Q2","Reseller","Total Sales",
"Accessories","Bottles and Cages","FY2019","FY2019 Q3","Internet","Unit Price",
"Accessories","Bottles and Cages","FY2019","FY2019 Q3","Internet","Sales Amount",
"Accessories","Bottles and Cages","FY2019","FY2019 Q3","Internet","Sales Amount - Unit Price",
"Accessories","Bottles and Cages","FY2019","FY2019 Q3","Internet","(Sales Amount - Unit Price)%",
"Accessories","Bottles and Cages","FY2019","FY2019 Q3","Internet","Total Sales",
"Accessories","Bottles and Cages","FY2019","FY2019 Q3","Reseller","Unit Price",
"Accessories","Bottles and Cages","FY2019","FY2019 Q3","Reseller","Sales Amount",
"Accessories","Bottles and Cages","FY2019","FY2019 Q3","Reseller","Sales Amount - Unit Price",
"Accessories","Bottles and Cages","FY2019","FY2019 Q3","Reseller","(Sales Amount - Unit Price)%",
"Accessories","Bottles and Cages","FY2019","FY2019 Q3","Reseller","Total Sales",
"Accessories","Bottles and Cages","FY2019","FY2019 Q4","Internet","Unit Price","7.3608"
"Accessories","Bottles and Cages","FY2019","FY2019 Q4","Internet","Sales Amount","1766.6"
"Accessories","Bottles and Cages","FY2019","FY2019 Q4","Internet","Sales Amount - Unit Price","1759.2392"
"Accessories","Bottles and Cages","FY2019","FY2019 Q4","Internet","(Sales Amount - Unit Price)%","239.00108683838712"
"Accessories","Bottles and Cages","FY2019","FY2019 Q4","Internet","Total Sales","933216056.6900003"
"Accessories","Bottles and Cages","FY2019","FY2019 Q4","Reseller","Unit Price",
"Accessories","Bottles and Cages","FY2019","FY2019 Q4","Reseller","Sales Amount",
"Accessories","Bottles and Cages","FY2019","FY2019 Q4","Reseller","Sales Amount - Unit Price",
"Accessories","Bottles and Cages","FY2019","FY2019 Q4","Reseller","(Sales Amount - Unit Price)%",
"Accessories","Bottles and Cages","FY2019","FY2019 Q4","Reseller","Total Sales",
"Accessories","Bottles and Cages","FY2020","FY2020 Q1","Internet","Unit Price","7.0211"
"Accessories","Bottles and Cages","FY2020","FY2020 Q1","Internet","Sales Amount","11725.3"
"Accessories","Bottles and Cages","FY2020","FY2020 Q1","Internet","Sales Amount - Unit Price","11718.2789"
"Accessories","Bottles and Cages","FY2020","FY2020 Q1","Internet","(Sales Amount - Unit Price)%","1669.0089729529561"
"Accessories","Bottles and Cages","FY2020","FY2020 Q1","Internet","Total Sales","933216056.6900003"
"Accessories","Bottles and Cages","FY2020","FY2020 Q1","Reseller","Unit Price","2.9591"
"Accessories","Bottles and Cages","FY2020","FY2020 Q1","Reseller","Sales Amount","2500.0566"
"Accessories","Bottles and Cages","FY2020","FY2020 Q1","Reseller","Sales Amount - Unit Price","2497.0975"
"Accessories","Bottles and Cages","FY2020","FY2020 Q1","Reseller","(Sales Amount - Unit Price)%","843.870602548072"
"Accessories","Bottles and Cages","FY2020","FY2020 Q1","Reseller","Total Sales","933216056.6900003"
"Accessories","Bottles and Cages","FY2020","FY2020 Q2","Internet","Unit Price","7.1674"
"Accessories","Bottles and Cages","FY2020","FY2020 Q2","Internet","Sales Amount","14585.65"
"Accessories","Bottles and Cages","FY2020","FY2020 Q2","Internet","Sales Amount - Unit Price","14578.4826"
"Accessories","Bottles and Cages","FY2020","FY2020 Q2","Internet","(Sales Amount - Unit Price)%","2033.9987443145353"
"Accessories","Bottles and Cages","FY2020","FY2020 Q2","Internet","Total Sales","933216056.6900003"
"Accessories","Bottles and Cages","FY2020","FY2020 Q2","Reseller","Unit Price","2.9781"
"Accessories","Bottles and Cages","FY2020","FY2020 Q2","Reseller","Sales Amount","1981.2755"
"Accessories","Bottles and Cages","FY2020","FY2020 Q2","Reseller","Sales Amount - Unit Price","1978.2974"
"Accessories","Bottles and Cages","FY2020","FY2020 Q2","Reseller","(Sales Amount - Unit Price)%","664.2817232463651"
"Accessories","Bottles and Cages","FY2020","FY2020 Q2","Reseller","Total Sales","933216056.6900003"
"Accessories","Bottles and Cages","FY2020","FY2020 Q3","Internet","Unit Price","7.1177"
"Accessories","Bottles and Cages","FY2020","FY2020 Q3","Internet","Sales Amount","15879.69"
"Accessories","Bottles and Cages","FY2020","FY2020 Q3","Internet","Sales Amount - Unit Price","15872.5723"
"Accessories","Bottles and Cages","FY2020","FY2020 Q3","Internet","(Sales Amount - Unit Price)%","2230.014232125546"
"Accessories","Bottles and Cages","FY2020","FY2020 Q3","Internet","Total Sales","933216056.6900003"
"Accessories","Bottles and Cages","FY2020","FY2020 Q3","Reseller","Unit Price","2.9927"
"Accessories","Bottles and Cages","FY2020","FY2020 Q3","Reseller","Sales Amount","1069.9598"
"Accessories","Bottles and Cages","FY2020","FY2020 Q3","Reseller","Sales Amount - Unit Price","1066.9671"
"Accessories","Bottles and Cages","FY2020","FY2020 Q3","Reseller","(Sales Amount - Unit Price)%","356.52323988371705"
"Accessories","Bottles and Cages","FY2020","FY2020 Q3","Reseller","Total Sales","933216056.6900003"
"Accessories","Bottles and Cages","FY2020","FY2020 Q4","Internet","Unit Price","7.1141"
"Accessories","Bottles and Cages","FY2020","FY2020 Q4","Internet","Sales Amount","12840.95"
"Accessories","Bottles and Cages","FY2020","FY2020 Q4","Internet","Sales Amount - Unit Price","12833.8359"
"Accessories","Bottles and Cages","FY2020","FY2020 Q4","Internet","(Sales Amount - Unit Price)%","1803.9999297170407"
"Accessories","Bottles and Cages","FY2020","FY2020 Q4","Internet","Total Sales","933216056.6900003"
"Accessories","Bottles and Cages","FY2020","FY2020 Q4","Reseller","Unit Price","2.9745"
"Accessories","Bottles and Cages","FY2020","FY2020 Q4","Reseller","Sales Amount","1925.3117"
"Accessories","Bottles and Cages","FY2020","FY2020 Q4","Reseller","Sales Amount - Unit Price","1922.3372"
"Accessories","Bottles and Cages","FY2020","FY2020 Q4","Reseller","(Sales Amount - Unit Price)%","646.2723819129266"
"Accessories","Bottles and Cages","FY2020","FY2020 Q4","Reseller","Total Sales","933216056.6900003"
"Accessories","Fenders","FY2018","FY2018 Q1","Internet","Unit Price",
"Accessories","Fenders","FY2018","FY2018 Q1","Internet","Sales Amount",
"Accessories","Fenders","FY2018","FY2018 Q1","Internet","Sales Amount - Unit Price",
"Accessories","Fenders","FY2018","FY2018 Q1","Internet","(Sales Amount - Unit Price)%",
"Accessories","Fenders","FY2018","FY2018 Q1","Internet","Total Sales",
"Accessories","Fenders","FY2018","FY2018 Q1","Reseller","Unit Price",
"Accessories","Fenders","FY2018","FY2018 Q1","Reseller","Sales Amount",
"Accessories","Fenders","FY2018","FY2018 Q1","Reseller","Sales Amount - Unit Price",
"Accessories","Fenders","FY2018","FY2018 Q1","Reseller","(Sales Amount - Unit Price)%",
"Accessories","Fenders","FY2018","FY2018 Q1","Reseller","Total Sales",
"Accessories","Fenders","FY2018","FY2018 Q2","Internet","Unit Price",
"Accessories","Fenders","FY2018","FY2018 Q2","Internet","Sales Amount",
"Accessories","Fenders","FY2018","FY2018 Q2","Internet","Sales Amount - Unit Price",
"Accessories","Fenders","FY2018","FY2018 Q2","Internet","(Sales Amount - Unit Price)%",
"Accessories","Fenders","FY2018","FY2018 Q2","Internet","Total Sales",
"Accessories","Fenders","FY2018","FY2018 Q2","Reseller","Unit Price",
"Accessories","Fenders","FY2018","FY2018 Q2","Reseller","Sales Amount",
"Accessories","Fenders","FY2018","FY2018 Q2","Reseller","Sales Amount - Unit Price",
"Accessories","Fenders","FY2018","FY2018 Q2","Reseller","(Sales Amount - Unit Price)%",
"Accessories","Fenders","FY2018","FY2018 Q2","Reseller","Total Sales",
"Accessories","Fenders","FY2018","FY2018 Q3","Internet","Unit Price",
