Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Segment,Orders.Region,Orders.City,Sum(Orders.Sales)
2015,Corporate,Central,Omaha,128.36
2016,Corporate,Central,Omaha,
2017,Corporate,Central,Omaha,
2014,Corporate,Central,Overland Park,
2015,Corporate,Central,Overland Park,
2016,Corporate,Central,Overland Park,186.95
2017,Corporate,Central,Overland Park,419.96
2014,Corporate,Central,Palatine,
2015,Corporate,Central,Palatine,
2016,Corporate,Central,Palatine,
2017,Corporate,Central,Palatine,116.312
2014,Corporate,Central,Pasadena,20.736000000000004
2015,Corporate,Central,Pasadena,
2016,Corporate,Central,Pasadena,1184.6999999999998
2017,Corporate,Central,Pasadena,22.264
2014,Corporate,Central,Pearland,
2015,Corporate,Central,Pearland,
2016,Corporate,Central,Pearland,
2017,Corporate,Central,Pearland,24.619999999999997
2014,Corporate,Central,Peoria,12.461999999999996
2015,Corporate,Central,Peoria,
2016,Corporate,Central,Peoria,
2017,Corporate,Central,Peoria,125.97999999999999
2014,Corporate,Central,Plano,
2015,Corporate,Central,Plano,
2016,Corporate,Central,Plano,
2017,Corporate,Central,Plano,9.856000000000002
2014,Corporate,Central,Port Arthur,5.184000000000001
2015,Corporate,Central,Port Arthur,697.8208
2016,Corporate,Central,Port Arthur,
2017,Corporate,Central,Port Arthur,
2014,Corporate,Central,Quincy,
2015,Corporate,Central,Quincy,
2016,Corporate,Central,Quincy,99.13600000000001
2017,Corporate,Central,Quincy,78.04
2014,Corporate,Central,Rapid City,152.64000000000001
2015,Corporate,Central,Rapid City,
2016,Corporate,Central,Rapid City,
2017,Corporate,Central,Rapid City,
2014,Corporate,Central,Richardson,
2015,Corporate,Central,Richardson,
2016,Corporate,Central,Richardson,1288.4640000000004
2017,Corporate,Central,Richardson,
2014,Corporate,Central,Richmond,146.64999999999998
2015,Corporate,Central,Richmond,714.3000000000001
2016,Corporate,Central,Richmond,22.48
2017,Corporate,Central,Richmond,177.2
2014,Corporate,Central,Rochester,
2015,Corporate,Central,Rochester,43
2016,Corporate,Central,Rochester,
2017,Corporate,Central,Rochester,
2014,Corporate,Central,Rockford,
2015,Corporate,Central,Rockford,
2016,Corporate,Central,Rockford,442.37199999999996
2017,Corporate,Central,Rockford,227.72800000000004
2014,Corporate,Central,Roseville,
2015,Corporate,Central,Roseville,
2016,Corporate,Central,Roseville,68.52
2017,Corporate,Central,Roseville,50.4
2014,Corporate,Central,Round Rock,
2015,Corporate,Central,Round Rock,
2016,Corporate,Central,Round Rock,
2017,Corporate,Central,Round Rock,341.96
2014,Corporate,Central,Saint Charles,
2015,Corporate,Central,Saint Charles,10.56
2016,Corporate,Central,Saint Charles,
2017,Corporate,Central,Saint Charles,
2014,Corporate,Central,Saint Cloud,
2015,Corporate,Central,Saint Cloud,
2016,Corporate,Central,Saint Cloud,
2017,Corporate,Central,Saint Cloud,1331.8200000000002
2014,Corporate,Central,Saint Louis,25.92
2015,Corporate,Central,Saint Louis,52.59
2016,Corporate,Central,Saint Louis,
2017,Corporate,Central,Saint Louis,
2014,Corporate,Central,Saint Paul,
2015,Corporate,Central,Saint Paul,
2016,Corporate,Central,Saint Paul,192.82999999999998
2017,Corporate,Central,Saint Paul,
2014,Corporate,Central,San Angelo,
2015,Corporate,Central,San Angelo,
2016,Corporate,Central,San Angelo,
2017,Corporate,Central,San Angelo,305.312
2014,Corporate,Central,San Antonio,1116.822
2015,Corporate,Central,San Antonio,1362.8120000000004
2016,Corporate,Central,San Antonio,376.64000000000004
2017,Corporate,Central,San Antonio,786.0359999999998
2014,Corporate,Central,San Marcos,108.44399999999999
2015,Corporate,Central,San Marcos,
2016,Corporate,Central,San Marcos,
2017,Corporate,Central,San Marcos,
2014,Corporate,Central,Sioux Falls,9.510000000000002
2015,Corporate,Central,Sioux Falls,
2016,Corporate,Central,Sioux Falls,
2017,Corporate,Central,Sioux Falls,1107.6799999999998
2014,Corporate,Central,Skokie,12.624
2015,Corporate,Central,Skokie,
2016,Corporate,Central,Skokie,
2017,Corporate,Central,Skokie,23.887999999999998
2014,Corporate,Central,Springfield,
2015,Corporate,Central,Springfield,5595.56
2016,Corporate,Central,Springfield,119.25999999999999
2017,Corporate,Central,Springfield,4619.329999999999
2014,Corporate,Central,Taylor,9.84
2015,Corporate,Central,Taylor,41.9
2016,Corporate,Central,Taylor,
2017,Corporate,Central,Taylor,
2014,Corporate,Central,Tinley Park,
2015,Corporate,Central,Tinley Park,22.288
2016,Corporate,Central,Tinley Park,
2017,Corporate,Central,Tinley Park,
2014,Corporate,Central,Trenton,
2015,Corporate,Central,Trenton,
2016,Corporate,Central,Trenton,
2017,Corporate,Central,Trenton,41.28
2014,Corporate,Central,Tulsa,
2015,Corporate,Central,Tulsa,
2016,Corporate,Central,Tulsa,806.1899999999999
2017,Corporate,Central,Tulsa,
2014,Corporate,Central,Waco,
2015,Corporate,Central,Waco,
2016,Corporate,Central,Waco,
2017,Corporate,Central,Waco,0.5559999999999998
2014,Corporate,Central,West Allis,
2015,Corporate,Central,West Allis,
2016,Corporate,Central,West Allis,250.48000000000002
2017,Corporate,Central,West Allis,
2014,Corporate,Central,Woodbury,
2015,Corporate,Central,Woodbury,72.24000000000001
2016,Corporate,Central,Woodbury,535.41
2017,Corporate,Central,Woodbury,
2014,Corporate,Central,Woodstock,
2015,Corporate,Central,Woodstock,
2016,Corporate,Central,Woodstock,845.4879999999999
2017,Corporate,Central,Woodstock,
2014,Corporate,East,Akron,
2015,Corporate,East,Akron,
2016,Corporate,East,Akron,787.044
2017,Corporate,East,Akron,1034.828
2014,Corporate,East,Altoona,
2015,Corporate,East,Altoona,20.451
2016,Corporate,East,Altoona,
2017,Corporate,East,Altoona,
2014,Corporate,East,Atlantic City,
2015,Corporate,East,Atlantic City,
2016,Corporate,East,Atlantic City,23.36
2017,Corporate,East,Atlantic City,
2014,Corporate,East,Auburn,
2015,Corporate,East,Auburn,
2016,Corporate,East,Auburn,
2017,Corporate,East,Auburn,584.9800000000001
2014,Corporate,East,Baltimore,526.9599999999999
2015,Corporate,East,Baltimore,854.02
2016,Corporate,East,Baltimore,207.76
2017,Corporate,East,Baltimore,755.7900000000001
2014,Corporate,East,Bangor,617.12
2015,Corporate,East,Bangor,
2016,Corporate,East,Bangor,547.3299999999999
2017,Corporate,East,Bangor,
2014,Corporate,East,Belleville,
2015,Corporate,East,Belleville,
2016,Corporate,East,Belleville,1263.67
2017,Corporate,East,Belleville,
2014,Corporate,East,Bethlehem,
2015,Corporate,East,Bethlehem,132.94
2016,Corporate,East,Bethlehem,
2017,Corporate,East,Bethlehem,
2014,Corporate,East,Beverly,2583.1899999999996
2015,Corporate,East,Beverly,
2016,Corporate,East,Beverly,
2017,Corporate,East,Beverly,
2014,Corporate,East,Bowling Green,
2015,Corporate,East,Bowling Green,
2016,Corporate,East,Bowling Green,
2017,Corporate,East,Bowling Green,1126.294
2014,Corporate,East,Bridgeton,
2015,Corporate,East,Bridgeton,
2016,Corporate,East,Bridgeton,52.410000000000004
2017,Corporate,East,Bridgeton,
2014,Corporate,East,Bristol,455.23
2015,Corporate,East,Bristol,238.11
2016,Corporate,East,Bristol,
2017,Corporate,East,Bristol,
2014,Corporate,East,Buffalo,199.89999999999998
2015,Corporate,East,Buffalo,1522.638
2016,Corporate,East,Buffalo,
2017,Corporate,East,Buffalo,198.54999999999998
2014,Corporate,East,Burlington,
2015,Corporate,East,Burlington,4404.9
2016,Corporate,East,Burlington,1672.31
2017,Corporate,East,Burlington,205.03
2014,Corporate,East,Chester,
2015,Corporate,East,Chester,
2016,Corporate,East,Chester,
2017,Corporate,East,Chester,199.491
2014,Corporate,East,Cincinnati,
2015,Corporate,East,Cincinnati,
2016,Corporate,East,Cincinnati,889.38
2017,Corporate,East,Cincinnati,94.78399999999999
2014,Corporate,East,Cleveland,
2015,Corporate,East,Cleveland,
2016,Corporate,East,Cleveland,
2017,Corporate,East,Cleveland,144.904
2014,Corporate,East,Clinton,463.04
2015,Corporate,East,Clinton,2593.6400000000003
2016,Corporate,East,Clinton,
2017,Corporate,East,Clinton,272.96999999999997
2014,Corporate,East,Columbia,
2015,Corporate,East,Columbia,
2016,Corporate,East,Columbia,122.34
2017,Corporate,East,Columbia,5031.100000000001
2014,Corporate,East,Columbus,2535.782
2015,Corporate,East,Columbus,369.674
2016,Corporate,East,Columbus,1252.636
2017,Corporate,East,Columbus,856.226
2014,Corporate,East,Concord,292.82
2015,Corporate,East,Concord,
2016,Corporate,East,Concord,
2017,Corporate,East,Concord,247.44
2014,Corporate,East,Cranston,
2015,Corporate,East,Cranston,
2016,Corporate,East,Cranston,
2017,Corporate,East,Cranston,1212.74
2014,Corporate,East,Cuyahoga Falls,
2015,Corporate,East,Cuyahoga Falls,8.352
2016,Corporate,East,Cuyahoga Falls,
2017,Corporate,East,Cuyahoga Falls,
2014,Corporate,East,Dover,211.66000000000003
2015,Corporate,East,Dover,35.88
2016,Corporate,East,Dover,371.94
2017,Corporate,East,Dover,
2014,Corporate,East,Dublin,
2015,Corporate,East,Dublin,
2016,Corporate,East,Dublin,
2017,Corporate,East,Dublin,1057.446
2014,Corporate,East,Elyria,
2015,Corporate,East,Elyria,
2016,Corporate,East,Elyria,
2017,Corporate,East,Elyria,1.8240000000000003
2014,Corporate,East,Fairfield,795.4080000000001
2015,Corporate,East,Fairfield,470.35999999999996
2016,Corporate,East,Fairfield,537.6160000000001
2017,Corporate,East,Fairfield,607.55
2014,Corporate,East,Franklin,
2015,Corporate,East,Franklin,129.52
2016,Corporate,East,Franklin,81.94
2017,Corporate,East,Franklin,1528.7139999999997
2014,Corporate,East,Gaithersburg,
2015,Corporate,East,Gaithersburg,
2016,Corporate,East,Gaithersburg,405.91999999999996
2017,Corporate,East,Gaithersburg,
2014,Corporate,East,Hackensack,1456.16
2015,Corporate,East,Hackensack,
2016,Corporate,East,Hackensack,
2017,Corporate,East,Hackensack,
2014,Corporate,East,Hempstead,
2015,Corporate,East,Hempstead,
2016,Corporate,East,Hempstead,1671.08
2017,Corporate,East,Hempstead,7.98
2014,Corporate,East,Jamestown,159.98
2015,Corporate,East,Jamestown,
2016,Corporate,East,Jamestown,
2017,Corporate,East,Jamestown,
2014,Corporate,East,Kent,
2015,Corporate,East,Kent,
2016,Corporate,East,Kent,103.96799999999999
2017,Corporate,East,Kent,
2014,Corporate,East,Lakewood,461.13
2015,Corporate,East,Lakewood,235.97
2016,Corporate,East,Lakewood,9834.305999999999
2017,Corporate,East,Lakewood,1327.3160000000003
2014,Corporate,East,Lancaster,44.91000000000001
2015,Corporate,East,Lancaster,
2016,Corporate,East,Lancaster,2.907
2017,Corporate,East,Lancaster,727.5840000000001
2014,Corporate,East,Laurel,
2015,Corporate,East,Laurel,
2016,Corporate,East,Laurel,
2017,Corporate,East,Laurel,152.59
2014,Corporate,East,Lawrence,46.26
2015,Corporate,East,Lawrence,287.84000000000003
2016,Corporate,East,Lawrence,
2017,Corporate,East,Lawrence,1321.96
2014,Corporate,East,Leominster,
2015,Corporate,East,Leominster,191.62
2016,Corporate,East,Leominster,
2017,Corporate,East,Leominster,
2014,Corporate,East,Linden,115.36
2015,Corporate,East,Linden,
2016,Corporate,East,Linden,
2017,Corporate,East,Linden,
2014,Corporate,East,Lindenhurst,
2015,Corporate,East,Lindenhurst,55.48
2016,Corporate,East,Lindenhurst,
2017,Corporate,East,Lindenhurst,
2014,Corporate,East,Long Beach,1175.228
2015,Corporate,East,Long Beach,1554.1080000000002
2016,Corporate,East,Long Beach,34.38
2017,Corporate,East,Long Beach,41.4
2014,Corporate,East,Lorain,1421.664
2015,Corporate,East,Lorain,
2016,Corporate,East,Lorain,402.645
2017,Corporate,East,Lorain,
2014,Corporate,East,Lowell,2304.37
2015,Corporate,East,Lowell,
2016,Corporate,East,Lowell,105.52
2017,Corporate,East,Lowell,69.93
2014,Corporate,East,Manchester,
2015,Corporate,East,Manchester,
2016,Corporate,East,Manchester,1179.27
2017,Corporate,East,Manchester,
2014,Corporate,East,Marion,
2015,Corporate,East,Marion,1568.8620000000003
2016,Corporate,East,Marion,
2017,Corporate,East,Marion,168
2014,Corporate,East,Mason,94.26400000000001
2015,Corporate,East,Mason,
2016,Corporate,East,Mason,
2017,Corporate,East,Mason,
2014,Corporate,East,Medina,
2015,Corporate,East,Medina,1816.6960000000001
2016,Corporate,East,Medina,
2017,Corporate,East,Medina,
2014,Corporate,East,Meriden,1217.3799999999999
2015,Corporate,East,Meriden,
2016,Corporate,East,Meriden,
2017,Corporate,East,Meriden,
2014,Corporate,East,Middletown,
2015,Corporate,East,Middletown,26.9
2016,Corporate,East,Middletown,48.16
2017,Corporate,East,Middletown,181.95
2014,Corporate,East,Milford,
2015,Corporate,East,Milford,
2016,Corporate,East,Milford,
2017,Corporate,East,Milford,694.6700000000001
2014,Corporate,East,Morristown,
2015,Corporate,East,Morristown,
2016,Corporate,East,Morristown,1793.98
2017,Corporate,East,Morristown,74.45
2014,Corporate,East,Mount Vernon,7.752000000000001
2015,Corporate,East,Mount Vernon,
2016,Corporate,East,Mount Vernon,
2017,Corporate,East,Mount Vernon,1974.71
2014,Corporate,East,Nashua,
2015,Corporate,East,Nashua,
2016,Corporate,East,Nashua,21.12
2017,Corporate,East,Nashua,
2014,Corporate,East,New Bedford,
2015,Corporate,East,New Bedford,52.199999999999996
2016,Corporate,East,New Bedford,
2017,Corporate,East,New Bedford,160.59000000000003
2014,Corporate,East,New York City,6896.981000000001
2015,Corporate,East,New York City,17343.742
2016,Corporate,East,New York City,15183.775999999996
2017,Corporate,East,New York City,23958.749999999993
2014,Corporate,East,Newark,3339.1859999999997
2015,Corporate,East,Newark,1253.09
2016,Corporate,East,Newark,451.886
2017,Corporate,East,Newark,2566.786
2014,Corporate,East,Norwich,
2015,Corporate,East,Norwich,
2016,Corporate,East,Norwich,11.34
2017,Corporate,East,Norwich,
2014,Corporate,East,Oceanside,25.951999999999998
2015,Corporate,East,Oceanside,
2016,Corporate,East,Oceanside,405.29999999999995
2017,Corporate,East,Oceanside,
2014,Corporate,East,Orange,81.88000000000001
2015,Corporate,East,Orange,
2016,Corporate,East,Orange,
2017,Corporate,East,Orange,
2014,Corporate,East,Paterson,
2015,Corporate,East,Paterson,345.26
2016,Corporate,East,Paterson,
2017,Corporate,East,Paterson,6.540000000000001
2014,Corporate,East,Perth Amboy,
2015,Corporate,East,Perth Amboy,
2016,Corporate,East,Perth Amboy,815.12
2017,Corporate,East,Perth Amboy,
2014,Corporate,East,Philadelphia,6352.806
2015,Corporate,East,Philadelphia,4420.6179999999995
2016,Corporate,East,Philadelphia,6869.597000000001
2017,Corporate,East,Philadelphia,11247.822
2014,Corporate,East,Plainfield,
2015,Corporate,East,Plainfield,
2016,Corporate,East,Plainfield,910.53
2017,Corporate,East,Plainfield,
2014,Corporate,East,Providence,
2015,Corporate,East,Providence,599.8999999999999
2016,Corporate,East,Providence,12.96
2017,Corporate,East,Providence,986.1199999999999
2014,Corporate,East,Reading,545.928
2015,Corporate,East,Reading,15.008000000000003
2016,Corporate,East,Reading,
2017,Corporate,East,Reading,
2014,Corporate,East,Revere,73.19999999999999
2015,Corporate,East,Revere,702.74
2016,Corporate,East,Revere,
2017,Corporate,East,Revere,
2014,Corporate,East,Rochester,
2015,Corporate,East,Rochester,167.31
2016,Corporate,East,Rochester,1133.6660000000002
2017,Corporate,East,Rochester,194.31400000000002
2014,Corporate,East,Rome,
2015,Corporate,East,Rome,90.882
2016,Corporate,East,Rome,
2017,Corporate,East,Rome,
2014,Corporate,East,Springfield,
2015,Corporate,East,Springfield,637.27
2016,Corporate,East,Springfield,82.44
2017,Corporate,East,Springfield,1621.0230000000004
2014,Corporate,East,Toledo,
2015,Corporate,East,Toledo,795.558
2016,Corporate,East,Toledo,259.048
2017,Corporate,East,Toledo,17.480000000000004
2014,Corporate,East,Troy,257.752
2015,Corporate,East,Troy,498.49199999999996
2016,Corporate,East,Troy,23.976
2017,Corporate,East,Troy,
2014,Corporate,East,Utica,
2015,Corporate,East,Utica,
2016,Corporate,East,Utica,40.48
2017,Corporate,East,Utica,
2014,Corporate,East,Vineland,
2015,Corporate,East,Vineland,11.12
2016,Corporate,East,Vineland,239.43
2017,Corporate,East,Vineland,
2014,Corporate,East,Warwick,
2015,Corporate,East,Warwick,
2016,Corporate,East,Warwick,2111.92
2017,Corporate,East,Warwick,314.91999999999996
2014,Corporate,East,Waterbury,
2015,Corporate,East,Waterbury,
2016,Corporate,East,Waterbury,584.7700000000001
2017,Corporate,East,Waterbury,
2014,Corporate,East,Watertown,1609.3980000000001
2015,Corporate,East,Watertown,
2016,Corporate,East,Watertown,
2017,Corporate,East,Watertown,1454.844
2014,Corporate,East,Westfield,
2015,Corporate,East,Westfield,
2016,Corporate,East,Westfield,31.56
2017,Corporate,East,Westfield,129.93
2014,Corporate,East,Wilmington,1271.4199999999998
2015,Corporate,East,Wilmington,1214.446
2016,Corporate,East,Wilmington,
2017,Corporate,East,Wilmington,
2014,Corporate,East,Woonsocket,
2015,Corporate,East,Woonsocket,51.449999999999996
2016,Corporate,East,Woonsocket,
2017,Corporate,East,Woonsocket,91.14
2014,Corporate,East,York,
2015,Corporate,East,York,
2016,Corporate,East,York,714.498
2017,Corporate,East,York,103.48
2014,Corporate,South,Alexandria,4251.919999999999
2015,Corporate,South,Alexandria,192.22
2016,Corporate,South,Alexandria,
2017,Corporate,South,Alexandria,
2014,Corporate,South,Apopka,
2015,Corporate,South,Apopka,
2016,Corporate,South,Apopka,29.97000000000001
2017,Corporate,South,Apopka,
2014,Corporate,South,Arlington,47.32
2015,Corporate,South,Arlington,
2016,Corporate,South,Arlington,226.38
2017,Corporate,South,Arlington,
2014,Corporate,South,Asheville,24.144000000000002
2015,Corporate,South,Asheville,
2016,Corporate,South,Asheville,
2017,Corporate,South,Asheville,19.008000000000003
2014,Corporate,South,Athens,12.78
2015,Corporate,South,Athens,
2016,Corporate,South,Athens,
2017,Corporate,South,Athens,286.09
2014,Corporate,South,Atlanta,9.96
2015,Corporate,South,Atlanta,
2016,Corporate,South,Atlanta,
2017,Corporate,South,Atlanta,3123.8399999999997
2014,Corporate,South,Bossier City,1417.18
2015,Corporate,South,Bossier City,
2016,Corporate,South,Bossier City,
2017,Corporate,South,Bossier City,
2014,Corporate,South,Bowling Green,
2015,Corporate,South,Bowling Green,
2016,Corporate,South,Bowling Green,140.81
2017,Corporate,South,Bowling Green,
2014,Corporate,South,Bristol,170.35200000000003
2015,Corporate,South,Bristol,157.79400000000004
2016,Corporate,South,Bristol,40.896
2017,Corporate,South,Bristol,
2014,Corporate,South,Burlington,
2015,Corporate,South,Burlington,
2016,Corporate,South,Burlington,630.024
2017,Corporate,South,Burlington,8176.972
2014,Corporate,South,Cary,259.04
2015,Corporate,South,Cary,246.168
2016,Corporate,South,Cary,
2017,Corporate,South,Cary,
2014,Corporate,South,Chapel Hill,
2015,Corporate,South,Chapel Hill,
2016,Corporate,South,Chapel Hill,
2017,Corporate,South,Chapel Hill,14.015999999999998
2014,Corporate,South,Charlotte,1265.9840000000002
2015,Corporate,South,Charlotte,16.712000000000003
2016,Corporate,South,Charlotte,2103.132
2017,Corporate,South,Charlotte,
2014,Corporate,South,Chattanooga,
2015,Corporate,South,Chattanooga,
2016,Corporate,South,Chattanooga,132.22400000000002
2017,Corporate,South,Chattanooga,8.100000000000001
2014,Corporate,South,Chesapeake,321.56
2015,Corporate,South,Chesapeake,125.64
2016,Corporate,South,Chesapeake,
2017,Corporate,South,Chesapeake,
2014,Corporate,South,Columbia,1295.26
2015,Corporate,South,Columbia,653.73
2016,Corporate,South,Columbia,278.30000000000007
2017,Corporate,South,Columbia,1893.786
2014,Corporate,South,Columbus,1367.52
2015,Corporate,South,Columbus,976.2500000000001
2016,Corporate,South,Columbus,408.70000000000005
2017,Corporate,South,Columbus,1742.7800000000002
2014,Corporate,South,Coral Gables,
2015,Corporate,South,Coral Gables,
2016,Corporate,South,Coral Gables,64.24799999999999
2017,Corporate,South,Coral Gables,
2014,Corporate,South,Coral Springs,
2015,Corporate,South,Coral Springs,118.896
2016,Corporate,South,Coral Springs,
2017,Corporate,South,Coral Springs,
2014,Corporate,South,Decatur,1737.8400000000001
2015,Corporate,South,Decatur,976.29
2016,Corporate,South,Decatur,224.9
2017,Corporate,South,Decatur,
2014,Corporate,South,Delray Beach,
2015,Corporate,South,Delray Beach,
2016,Corporate,South,Delray Beach,232.62400000000002
2017,Corporate,South,Delray Beach,
2014,Corporate,South,Deltona,581.1039999999999
2015,Corporate,South,Deltona,
2016,Corporate,South,Deltona,
2017,Corporate,South,Deltona,
2014,Corporate,South,Durham,
2015,Corporate,South,Durham,341.72
2016,Corporate,South,Durham,
2017,Corporate,South,Durham,30.336000000000006
2014,Corporate,South,East Point,
2015,Corporate,South,East Point,268.4
2016,Corporate,South,East Point,
2017,Corporate,South,East Point,
2014,Corporate,South,Fayetteville,123.174
2015,Corporate,South,Fayetteville,12.158000000000003
2016,Corporate,South,Fayetteville,
2017,Corporate,South,Fayetteville,402.822
2014,Corporate,South,Florence,
2015,Corporate,South,Florence,53.28
2016,Corporate,South,Florence,
2017,Corporate,South,Florence,813.21
2014,Corporate,South,Fort Lauderdale,
2015,Corporate,South,Fort Lauderdale,
2016,Corporate,South,Fort Lauderdale,519.68
2017,Corporate,South,Fort Lauderdale,1158.12
2014,Corporate,South,Franklin,
2015,Corporate,South,Franklin,
2016,Corporate,South,Franklin,82.91999999999999
2017,Corporate,South,Franklin,55.93600000000001
2014,Corporate,South,Greensboro,
2015,Corporate,South,Greensboro,64.68
2016,Corporate,South,Greensboro,140.183
2017,Corporate,South,Greensboro,1922.976
2014,Corporate,South,Greenville,
2015,Corporate,South,Greenville,
2016,Corporate,South,Greenville,17.616000000000003
2017,Corporate,South,Greenville,
2014,Corporate,South,Gulfport,
2015,Corporate,South,Gulfport,
2016,Corporate,South,Gulfport,117.81
2017,Corporate,South,Gulfport,
2014,Corporate,South,Hampton,1417.35
2015,Corporate,South,Hampton,
2016,Corporate,South,Hampton,
2017,Corporate,South,Hampton,
2014,Corporate,South,Hattiesburg,
2015,Corporate,South,Hattiesburg,239.70000000000002
2016,Corporate,South,Hattiesburg,
2017,Corporate,South,Hattiesburg,
2014,Corporate,South,Henderson,999.9399999999999
2015,Corporate,South,Henderson,596.48
2016,Corporate,South,Henderson,
2017,Corporate,South,Henderson,3291.07
2014,Corporate,South,Hialeah,1015.8160000000001
2015,Corporate,South,Hialeah,
2016,Corporate,South,Hialeah,45.584
2017,Corporate,South,Hialeah,
2014,Corporate,South,Hollywood,
2015,Corporate,South,Hollywood,
2016,Corporate,South,Hollywood,9.216
2017,Corporate,South,Hollywood,
2014,Corporate,South,Hoover,
2015,Corporate,South,Hoover,
2016,Corporate,South,Hoover,
2017,Corporate,South,Hoover,525.85
2014,Corporate,South,Huntsville,
2015,Corporate,South,Huntsville,19.56
2016,Corporate,South,Huntsville,1517.01
2017,Corporate,South,Huntsville,26.16
2014,Corporate,South,Jackson,103.5
2015,Corporate,South,Jackson,754.932
2016,Corporate,South,Jackson,
2017,Corporate,South,Jackson,
2014,Corporate,South,Jacksonville,92.751
2015,Corporate,South,Jacksonville,899.9110000000001
2016,Corporate,South,Jacksonville,1198.7920000000004
2017,Corporate,South,Jacksonville,3712.594
2014,Corporate,South,Knoxville,431.31000000000006
2015,Corporate,South,Knoxville,
2016,Corporate,South,Knoxville,
2017,Corporate,South,Knoxville,342.23999999999995
2014,Corporate,South,Lafayette,364.92999999999995
2015,Corporate,South,Lafayette,
2016,Corporate,South,Lafayette,
2017,Corporate,South,Lafayette,
2014,Corporate,South,Lakeland,590.7620000000001
2015,Corporate,South,Lakeland,3165.744
2016,Corporate,South,Lakeland,562.2925000000001
2017,Corporate,South,Lakeland,
2014,Corporate,South,Little Rock,484.78999999999996
2015,Corporate,South,Little Rock,
2016,Corporate,South,Little Rock,
2017,Corporate,South,Little Rock,1152.8700000000001
2014,Corporate,South,Louisville,
2015,Corporate,South,Louisville,
2016,Corporate,South,Louisville,
2017,Corporate,South,Louisville,936.1600000000001
2014,Corporate,South,Macon,116.85
2015,Corporate,South,Macon,38.88
2016,Corporate,South,Macon,
2017,Corporate,South,Macon,
2014,Corporate,South,Marietta,
2015,Corporate,South,Marietta,
2016,Corporate,South,Marietta,2673.69
2017,Corporate,South,Marietta,
2014,Corporate,South,Melbourne,
2015,Corporate,South,Melbourne,
2016,Corporate,South,Melbourne,
2017,Corporate,South,Melbourne,95.616
2014,Corporate,South,Memphis,661.5040000000001
2015,Corporate,South,Memphis,94.688
2016,Corporate,South,Memphis,
2017,Corporate,South,Memphis,96.04100000000001
2014,Corporate,South,Miami,1.8690000000000004
2015,Corporate,South,Miami,1449.6150000000002
2016,Corporate,South,Miami,875.5440000000002
2017,Corporate,South,Miami,712.3300000000002
2014,Corporate,South,Miramar,
2015,Corporate,South,Miramar,
2016,Corporate,South,Miramar,
2017,Corporate,South,Miramar,552.856
2014,Corporate,South,Mobile,
2015,Corporate,South,Mobile,
2016,Corporate,South,Mobile,3236.41
2017,Corporate,South,Mobile,
2014,Corporate,South,Monroe,
2015,Corporate,South,Monroe,207
2016,Corporate,South,Monroe,100.24000000000001
2017,Corporate,South,Monroe,103.968
2014,Corporate,South,Montgomery,2216.7999999999997
2015,Corporate,South,Montgomery,478.4
2016,Corporate,South,Montgomery,
2017,Corporate,South,Montgomery,10.16
2014,Corporate,South,Murfreesboro,
2015,Corporate,South,Murfreesboro,306.9890000000001
2016,Corporate,South,Murfreesboro,14.352000000000002
2017,Corporate,South,Murfreesboro,15.991999999999999
2014,Corporate,South,Nashville,
2015,Corporate,South,Nashville,104.664
2016,Corporate,South,Nashville,31.086000000000006
2017,Corporate,South,Nashville,3024.3520000000003
2014,Corporate,South,Newport News,788.86
2015,Corporate,South,Newport News,
2016,Corporate,South,Newport News,
2017,Corporate,South,Newport News,
2014,Corporate,South,North Charleston,
2015,Corporate,South,North Charleston,
2016,Corporate,South,North Charleston,
2017,Corporate,South,North Charleston,14.76
2014,Corporate,South,Orlando,6.642000000000001
2015,Corporate,South,Orlando,
2016,Corporate,South,Orlando,574.056
2017,Corporate,South,Orlando,20.736000000000004
2014,Corporate,South,Owensboro,25.5
2015,Corporate,South,Owensboro,
2016,Corporate,South,Owensboro,
2017,Corporate,South,Owensboro,
2014,Corporate,South,Palm Coast,242.54600000000002
2015,Corporate,South,Palm Coast,
2016,Corporate,South,Palm Coast,7.434000000000001
2017,Corporate,South,Palm Coast,
2014,Corporate,South,Plantation,
2015,Corporate,South,Plantation,838.4840000000002
2016,Corporate,South,Plantation,
2017,Corporate,South,Plantation,
2014,Corporate,South,Pompano Beach,
2015,Corporate,South,Pompano Beach,
2016,Corporate,South,Pompano Beach,
2017,Corporate,South,Pompano Beach,90.44
2014,Corporate,South,Port Saint Lucie,
2015,Corporate,South,Port Saint Lucie,231.92000000000002
2016,Corporate,South,Port Saint Lucie,
2017,Corporate,South,Port Saint Lucie,
2014,Corporate,South,Raleigh,
2015,Corporate,South,Raleigh,246.36400000000003
2016,Corporate,South,Raleigh,
2017,Corporate,South,Raleigh,1079.0120000000002
2014,Corporate,South,Richmond,1852.2699999999998
2015,Corporate,South,Richmond,46.62
2016,Corporate,South,Richmond,2145.2499999999995
2017,Corporate,South,Richmond,45.94
2014,Corporate,South,Roswell,
2015,Corporate,South,Roswell,24.42
2016,Corporate,South,Roswell,
2017,Corporate,South,Roswell,3993.11
2014,Corporate,South,Saint Petersburg,504.8160000000001
2015,Corporate,South,Saint Petersburg,937.6080000000001
2016,Corporate,South,Saint Petersburg,
2017,Corporate,South,Saint Petersburg,
2014,Corporate,South,Sandy Springs,21.19
2015,Corporate,South,Sandy Springs,
